,UKF243,UKF259,UKF260,UKF266,UKF269,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
IGFL3,,,,,-0.018835953968320742,,,,-0.01586387871220757,,0.0956845768548745
BMP1,-0.0035476223481024326,-0.012290679024519236,0.05630195404458065,0.010630136535787222,0.12099164203600246,0.037061967861837866,0.06066009983434071,-0.022803792887850022,-0.029754870800818185,-0.011010423528320299,0.02831604317388755
NDP,0.045009600213258665,0.04125533494277012,0.01142782952506762,0.025986709680417993,-0.0562287075008096,-0.006315968552294313,-0.04354111507396111,0.04200934241763686,-0.0062729057766937255,-0.008239679562239408,0.022450504919535177
TNFSF18,0.013052656773293203,,,-0.013633041871844144,0.07193157525807925,0.012958567520185427,,,-0.016360138101996567,,0.012439385594223603
RTN4,0.0353483526770489,0.01675031099541429,-0.012484409930556654,-0.07285753017937663,-0.13586668599536214,0.021131716480712187,-0.03857000360757342,-0.04513654934971136,-0.05512224043121596,0.03580003306372358,0.02097240386190621
HEBP1,0.09948090034912817,-0.012604318245599018,0.03082927431920265,-0.00486181816584592,0.09045258076208325,-0.03833013874024858,0.008962997903292073,0.03908911178126917,-0.049634867740123476,0.08034795344954106,0.02196141153860503
WNT7B,-0.031190540770737078,-0.022088080827883057,0.13610482096423324,-0.022699541720803063,-0.03992738873466168,-0.009775904667120736,-0.0011623437265152485,0.017985097277372797,-0.03421037227200933,-0.030236277821873672,-0.009822951211842264
PTMA,-0.03246484150506645,0.019806303044634516,0.026456439315665062,0.01706233438816393,-0.10536040026169419,-0.013499283552943074,-0.009605643927318375,-0.00184073415325713,-0.025477460768813475,0.05819131822860801,-0.04781220304826791
FASLG,,,,,,,,,,,-0.01847839378195865
CEACAM1,,0.024493860701792276,0.03594207581888555,,0.040826943292469935,0.010213175366679135,-0.020833080131356808,0.050587786229553185,-0.02350781043103323,-0.020068257337744835,0.03863140874026801
PDAP1,-0.019063879381843073,0.020681816855100052,-0.017360315376040984,0.07036108445709881,0.09792485393803257,0.004335448241317367,0.03296850609265256,-0.005690958618071347,-0.03284431766064895,-0.04261213036733694,0.0440113545760241
QDPR,-0.02005422954180222,0.013976585691289836,0.060997982077226856,-0.012616443921480073,-0.12969237670072442,-0.016585159976566313,-0.02763567958031684,0.06655836577086381,0.005288004248042497,-0.005327457533139191,0.05289742881773008
POMC,0.04301208170067827,-0.023751664069593125,-0.03137099406530918,-0.004206436413551259,-0.04744757085770644,0.006562528736532926,-0.050021651563027666,-0.02017617937647365,-0.029864362813753483,-0.03282903272525169,0.07732702884503398
CCL18,0.022023949563776516,,,,,,-0.014502152666986146,-0.04368161759239845,,0.017945437605184255,
CCL17,,-0.014783245765632298,,,,-0.022293062246338664,-0.01478006200377531,-0.025822631968434144,-0.020915607704788872,,-0.016748588477197637
VEGFD,0.056306878139675935,-0.016470168292611942,-0.022895618846588466,,0.12959635105651907,-0.000276372604113055,,-0.017888125363387897,0.0016640236207379122,,
TNFSF13,,-0.010197152070323188,,0.09686689240730903,,,-0.028360718985872828,0.0012958412559538484,-0.022429284391942778,0.042901297506318145,-0.02729042697571482
