,UKF266,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916inf
CXCL8,0.022445086843704175,-0.01679358744788122,-0.061422637218532555,,-0.013631641483907686,-0.04134772514842293,-0.010819141299212,-0.040446092886099565,-0.0721725997683568,-0.043622461116220784
GRN,-0.09362498036842722,0.000650289249114759,-0.06550969351263576,-0.046812160135434364,0.08947263787918275,-0.07994471218957627,-0.15343502608891588,-0.06241483456344858,-0.1332934331879639,0.015730085306062305
MIA,0.07039238821951369,-0.02050931835327557,,-0.10422190152931494,0.012112611380348694,0.056433047366703716,-0.07177878092078764,-0.012434753657220035,,
COL4A4,-0.015782217030589078,0.06404969699766067,,,,-0.0056175501856707815,0.013854204769029703,-0.004146475868583933,,
TAC1,0.0580665283658688,0.02983077795139081,0.01457457988322707,,,,,-0.03947475773092155,0.01960299668410955,-0.10690616904941289
RARRES2,-0.036288500799344786,0.021308059290066697,0.01134642592335885,-0.024766087904951852,-0.10927025187607795,-0.08624417808677065,0.04629086984184311,-0.0027976768301207385,0.011638988582195049,-0.07688778420435154
FGF7,0.08255116474163059,0.006440731570620969,0.014934293755715578,0.009395750202070332,-0.012991438539281606,0.007222533390352319,0.09061376920869357,0.06519583146657583,-0.07034872833795856,0.10716664068419846
HBEGF,0.008930916824302927,-0.033763864004297005,-0.05167340452071938,-0.013488681871040308,-0.0017902480224187532,-0.029710715541614547,-0.005866585392211802,-0.0015799382849959996,0.05167955190926876,-0.037475584038298516
CSF3,,,,,,,,-0.008120860782958986,-0.04349810638388886,
PI3,,,,,0.020102138679026316,,-0.04251946700048836,-0.02382456713712961,,
PCSK1N,-0.01059250315365634,0.026858570876213662,0.025427806723784033,0.002588611330094691,-0.08135916731297411,-0.03752335770817738,-0.03006585811233634,0.04902306010471689,-0.05526329402987609,-0.04708057291306615
NTS,-0.0004711515819930007,-0.003553408179237377,-0.03736857310422156,,,,,-0.01317290439243587,,
SFRP1,0.0012117372599663404,-0.024585155539205993,-0.03094877727446935,-0.08257330624633807,-0.05003530460676043,0.10428788171620217,-0.010386055888565759,-0.007911093294066106,-0.03553367538045992,-0.06451999505958023
CXCL13,,,,,,,,0.011847360469764683,,
MICA,-0.011571183825548434,0.008115553996918025,0.08605910863385559,-0.015667640241392233,-0.03566751191461729,0.037060704470856604,-0.03259622808367154,-0.008575882953795248,0.026153344777612116,-0.02850912602548363
TG,0.012712504344496516,-0.017792170120525717,,-0.017884376912794254,-0.015630103582563275,-0.03823785473425266,,0.03145527113415732,,
ADA,0.00029553065817059475,-0.028895915123007203,-0.003701644891783251,-0.010794097650635303,0.08327762070277261,-0.055099570425417334,-0.05313999940464864,-0.05720529549456464,-0.01891010475564805,-0.06890326239835623
LAMC3,-0.015508799128579083,0.0438506227393883,-0.024911816303540953,-0.06749043738964236,0.10256998809104216,0.03588238110282756,-0.10308943702496479,0.0255386957707163,-0.08550210035572217,-0.02507262090380504
NGF,-0.021221609427792838,,-0.009165263331391622,,,-0.034899082897649335,,-0.006768379694169245,,
TNFSF15,0.04443269922548442,,,-0.06734722505719966,,-0.0352451230618936,,0.13138499151401323,,
HMGB1,0.0527925842293593,0.03297837563918182,0.04440354009236073,0.08783452700438285,0.02960188831739734,0.025587508945912628,0.0772803123675706,0.03264043131527937,-0.12002905866728703,0.029986143090678735
ITGB3BP,-0.02560335708679877,0.06551050421997609,-0.01520426140489769,-0.06425804031459197,0.046511088595879074,-0.00924412312563926,0.02836121091915307,0.0007199095107176514,-0.010009677591970271,-0.030343971382621605
AANAT,,0.0070490738042330815,0.08980069196644945,,-0.040828733401083256,-0.024459834096258674,-0.046160382103414464,,,
RELN,-0.009604552587491048,0.0017398579744128837,0.008288140924246458,,,,-0.015121350020699706,-0.024603976326498887,-0.02399690761136915,0.022176725005268655
IL15,-0.018335240690536794,-0.03758623948316192,-0.03059460235551369,-0.04606608364491554,0.0655651526668101,-0.02389854505840833,-0.025033883212939964,0.012463365771375861,-0.024622419763255136,
UTS2,,,,-0.10011393738979008,-0.1110408600909045,,,,,
BSG,0.0017063731252677486,0.024933398874251323,0.0014132448061529145,-0.030217083960752948,-0.038211464936612434,-0.008223244836212855,-0.14740619783187628,-0.04069962249657248,-0.03379559917852765,-0.04726300769931635
ADAMTS3,0.010534529752982165,0.08459184595957497,-0.01789329471995427,-0.04327071913205975,0.038231094389211726,-0.029288161215938874,-0.05741298375823694,0.02861803906831787,0.003610828646917343,
CD34,0.013194052515451303,-0.02223013760349153,0.048270988391634434,0.06912511732161851,0.06286658671622271,0.024567957545623555,-0.10158210042799941,-0.04153316462858943,0.009142102045027196,-0.05932454274674172
CCL23,,,,-0.003979022417922765,,,,,,
PLAT,-0.03725742081294373,0.004273969025438039,-0.05443017993992892,-0.1257969902919018,0.05465676644976499,-0.009262520853805661,-0.11142821083258467,0.03343364813835539,-0.029793060411691115,-0.08322917326808016
NTF3,,-0.03310693425432931,,,,,,0.01299242842971395,,
CKLF,-0.023782818411928884,-0.04126543466180497,0.060957884158228066,-0.0765409320653415,0.0015468781524469648,-0.07304998463193213,0.036688616466317894,0.008889661334626936,-0.01427800105264473,-0.0050379520242259815
CD24,0.035210220799201025,-0.08442571337122363,0.020178434518376618,-0.10320886195796122,-0.033906604022530165,-0.024143547380654176,-0.046143085146200316,0.08816814410021341,-0.009761373435956195,0.0009195716973790612
HSP90AA1,0.054736398534278745,0.01548383950164868,0.07280371042463311,0.023361061907902027,-0.006866899189172485,0.10357250153975942,0.09363064240731322,-0.00556748581168585,0.0207878791254222,-0.00460161789388107
BMP4,0.007247675951048235,-0.01533698625962545,-0.016771161647311014,-0.06457584574489778,0.06908258935020385,0.035358456831133096,-0.08784558866671381,0.0541523922644358,,
SCGB3A1,0.038432304911686914,-0.017299811588521556,-0.04480991471045636,-0.02071727476703528,0.015550749190610872,,,-0.04230072799731781,,
IGFBP4,-0.04307531184503148,0.010944527345240396,-0.10473367243989838,0.05627494408260196,0.05404845492302667,0.0528287363542399,-0.1495219433796209,-0.016164977987764947,0.031848239305989075,-0.05771109931880309
RSPO4,,-0.0010022191106580306,,,,,,0.026949763124333496,,
LEFTY2,0.0075229028213643166,-0.018969452213446498,0.08064036347134526,-0.05765984154538801,-0.05392889994466669,0.05885719745559702,-0.1449112931668441,0.03552006321842218,-0.07123342422243947,
ANGPTL2,-0.03438988649373753,-0.017009067589966845,-0.012483904204261176,-0.0416913409077109,-0.012026980999280209,-0.0026437017417884384,-0.01273112687578871,0.0011313772148007328,0.08996715651937993,0.019352704128316925
LRIG2,-0.01925031516742832,0.005562878844075743,0.0024418859527286798,-0.034077001144130085,-0.04678449969560203,-0.05039420380961149,0.005863391468063101,-0.01566420820747007,-0.013229248351744074,0.050706349062661395
ICOSLG,-0.010137401265168338,-0.023733957336540747,-0.04981444832305955,-0.01247880414135861,0.08313648870621049,0.005787149866849695,0.05975714305505803,-0.025396029634906173,-0.08300381342682336,-0.0406283566329868
WIF1,0.014944599466845107,-0.0325546588037073,0.030812765551498485,,,,,0.002097085375766827,-0.04681494683721002,-0.07349275104393893
NPPC,-0.019165345402806976,0.0466232826685631,0.04376511694611715,-0.051814634038988595,-0.059119492697478106,-0.029288104966271437,-0.06507787262156399,-0.01506364077473069,-0.007722530467092141,-0.0544235823085897
LYZ,-0.02889372049561941,0.01044854470438287,-0.10550408078628419,-0.012719684719715517,0.09379550202761967,0.005150782943716178,0.009642457664650132,-0.04256055794329162,-0.046580498091470496,-0.004436139464633441
EREG,,,-0.038441366504698364,,,,,0.009116266420049476,,
SPTAN1,0.01934350970860829,-0.03526504917911649,0.06590268606645408,-0.027320161200367673,-0.05567595543975052,-0.0006240314827531915,0.042677115933956615,0.015808516020634874,0.027712189038865076,0.014146861253188247
PTH2,,,,,,,,0.015409327115767587,,
LIPC,0.0529443928547349,,-0.005391944819942342,-0.021430561643241346,0.09005868093502449,-0.01952865663494807,0.006523887657908693,,,
COL8A1,0.03512699474973041,0.043869965220738834,-0.02169647899906196,-0.09504838583136128,-0.0034527105391533638,-0.030972583159081402,-0.05909011559829901,-0.02169324868544034,-0.05430044840888338,
GSTM2,-0.015504914891886873,0.03809499194065234,-0.05215520430317171,-0.0024993096333632597,0.08397601647524504,-0.05328157298812257,0.006082067708845685,0.0106763056904306,0.039152962385808635,
IL4,,,,,-0.03226819673222946,,,,,
SPX,0.052472891044925626,-0.0048396496543639395,-0.04316045519596501,0.0564908331595461,,-0.0432372891735407,0.10056204341951147,-0.07010677703146151,-0.04274203231645011,0.04041957767754747
MFGE8,-0.04885680784079981,-0.025918901774188638,0.003977549536636755,-0.012117392721536944,0.035284393323116905,0.012650904347090696,-0.06754752148506753,0.012346855210755018,-0.04723667945181742,-0.05519371044685564
TGFA,0.0264149676123757,0.010710045185925233,-0.030987320238398872,0.07764852377141516,-0.013462176350455652,0.0187881754993336,-0.0007576507865960816,0.006876891427376881,0.01924938744241015,0.05043872554326853
SLIT2,-0.013638714664181588,0.042486664234911174,0.056272516930092824,-0.06805768156592903,-0.07133552014593204,0.056086139197535426,0.03456906238472995,0.015116713492067158,0.0479705867697049,-0.08280233363303038
PLTP,-0.005770373679174341,0.045753808568254326,-0.08285642320839903,-0.04573411295969862,-0.024750969392089005,-0.008140031593312379,-0.13820978336436174,-0.02648473448342377,-0.07278966557497227,0.04295923638976012
APOD,-0.04061638992509691,0.017229448023640563,0.03143009081015305,0.09002971874331728,-0.050717354395541,0.06817612577046678,0.2085947093178034,-0.011256333916205516,0.02182721669912615,-0.004944747479815737
B2M,-0.0889831245392498,-0.045344386390151155,-0.07414219712197596,-0.08860177778864296,0.10148419384874083,-0.03558478612949114,-0.13469391810515785,-0.04725458792954303,-0.0589536775688413,0.1326354232210777
OMG,-0.009913944771175125,0.050970586254757665,-0.021971226462453825,-0.050081454881906136,0.08264507691806022,-0.005610968549667821,0.10407014059980436,-0.0202044269982957,0.02706961042104547,0.0067410153469179765
CXCL3,,-0.018507138915755433,-0.023556187582403625,0.05433474928637682,0.055363596808039116,,0.011648340152578117,0.019031997197646967,-0.013052669790470199,
CXCL10,0.03321749386421802,-0.028113698582005544,-0.0033702707027001293,0.053514714143385114,0.14158602871972703,0.01923949944442913,-0.022721960966159572,-0.038925875312483364,,
RSPO3,-0.01643143670597727,-0.018129791216453188,-0.024793169560253563,,,,,0.011692714379883978,-0.02288927940207927,-0.05407186868036762
CORT,-0.0034185408500597113,0.0114916523998895,-0.06441758424695102,,,,,-0.006873123900745948,-0.039342553495612914,-0.050827300546279486
NCAN,-0.044789404204140106,0.023147633609357034,0.004282054034070064,0.06881506398249847,0.013961242434842333,-0.03550467427571136,-0.07384224764661523,-0.007528250689121523,-0.08863380809315674,0.00022026305757168006
PRG4,,,,,,,,-0.02194206957144375,,
ZG16B,,,,,,-0.02719114657444143,,,,
TGM2,0.022667486666126394,-0.0230106718939267,-0.012148456253460711,0.001083749211321886,-0.03494366733652836,0.07025427864511792,-0.05545322759200157,-0.01616411667021348,-0.08770010444037797,-0.11550864483344103
VEGFC,0.020258815111619945,-0.0482574904416274,-0.04343857677156075,0.04393227078312969,-0.039066028064066734,-0.03524512620493545,-0.03733815472623275,-0.04862050223515546,,
WNT6,-0.01880630745995753,,,,0.0037923461931475013,-0.025858783584634802,,-0.017719959671541385,,
NRG4,-0.023022396894379665,-0.017855839088388597,0.007532268820094042,,,,-0.023613598981485864,-0.0272998396354146,,
PMCH,,,,,,,,-0.021659351801288754,,
COL9A1,-0.04873732358988356,0.010423521860618243,0.1432230656208907,-0.057040095960541354,-0.019070478132831574,0.057821532692592804,-0.08046964056568591,-0.05962583796891131,,0.0319274286773333
GDF11,-0.013681615767359285,-0.04530470602604132,-0.05720469724412824,0.04050581661860986,0.013439048810973955,-0.005453162154497172,-0.00803055644282211,-0.012118237161410368,-0.12511273099239859,-0.05133125699637146
SORBS1,-0.03918921766265176,-0.051072237763160264,0.031561252363795866,0.042602446588941585,0.06528171359490846,-0.0493327237520356,0.09033053962453483,-0.004476523788303282,0.0019599600716415783,0.03706955325656502
DLL1,-0.014687789939520881,0.0015736597402795946,0.037420483911443626,-0.017188495752797406,-0.06522742794077188,0.018375766441515187,0.018085934003945436,0.02273216861638244,-0.028059129814919655,0.0684795794446885
TLN1,-0.051829230201969306,-0.011239603133793897,-0.05977518696213989,-0.028268599388995747,-0.03538352904990839,-0.0056139447378426195,-0.06507933901988763,-0.039478563717067885,0.059098479423002295,-0.0041916594241969175
COL2A1,-0.020374293636285703,,,,,,,-0.019060405041976678,,
SHH,-0.022238623604848153,-0.019863268993817334,,-0.07971176192429749,0.019595107367172408,,-0.08764890373368957,0.05961578415071517,,
PON2,0.010379542060009553,-0.0650783179478181,-0.04947074917030691,-0.020112185381939533,-0.021543637633200913,0.04435109459469673,-0.12755832643612947,-0.04527288673116143,-0.027149760710009293,-0.0352815546486479
ICAM5,-0.07247143849366433,-0.02244136942581631,0.03299533958983874,,,,,-0.0244081245646807,-0.07100009012443981,-0.09892231135153115
HPX,-0.018806308728575697,-0.01729980982484743,,-0.04790067606920145,0.027175278111044286,-0.02806456263534498,-0.02169591041469873,0.05095049067428918,,
SFRP2,0.07510312842789313,-0.029969008147330407,-0.023758438053678433,-0.03276300833472852,-0.05249833751507134,-0.04379740636066123,0.10726163408266032,0.002626216236557197,0.14363523262400926,0.09525301882018966
CFC1,-0.031778059368450184,,-0.03948713698840835,,,,,,,
CD70,,,,,,,,-0.024932624964318265,,
HP,,-0.035930410379408674,-0.010412018762818932,0.05447463118312184,0.03566184186550763,-0.07409179926748725,-0.03545959505853862,-0.048695930473858944,,
CXCL2,0.008596544745246178,0.023025331554591192,-0.03871985470791048,-0.06578984703188222,0.003006331103565042,,0.02429673117636161,0.0019951999740004185,-0.05485111634142788,-0.029399740403322973
NPPB,,,,,,,,-0.032372139861895376,,
CCK,0.021527851249541066,0.010912416605500515,0.053428089274165785,0.04906433949039254,,-0.033842742761246505,0.04965300143229742,0.001631989173653933,0.006741257372854789,-0.11775066630347951
SEMA6A,-0.04470319063281383,-0.02929810126395504,0.01209821863515783,-0.008112256109011317,0.01864957389961002,0.054602162740867675,0.0055634124849388905,0.0046650946555846385,0.004794233514907386,0.06202993329253667
IRAK4,-0.0411343903051076,0.02448125481756786,-0.024824249910976072,-0.041480697730257254,-0.05692223117225288,0.06445640133559759,-0.03930579487866809,0.03146290917941877,-0.0927212917449262,0.00791231800952202
GSTP1,-0.04268449921120337,0.026382952861166854,-0.05310664307200037,-0.03776232564128972,0.07030781206434898,0.03744755469869873,-0.0002303643094854974,0.010388485091636932,0.05005279225030319,0.03307695192655832
VCAM1,-0.012691730627039485,-0.027878195465716443,-0.074982283458336,-0.155338924052576,-0.07825623030682917,0.028042044362437853,-0.00051719716638687,-0.015180858772728489,-0.051031940751402674,0.02973904727865424
NXPH3,-0.02693893350599161,0.0761999054314746,-0.0477499271639444,0.014203895856180688,-0.01669729303045687,0.06935157091801185,-0.08148389618861812,0.03220934248668242,-9.372246605978725e-05,0.011820263757078463
MTMR4,0.014864953150660526,0.03753084464978193,-0.005070755358885677,-0.014553787735381147,0.027922479172750658,0.0089942052565499,-0.03910663770549162,-0.020689145040974032,-0.04667850194015481,0.08796225991328595
LAMC2,-0.02576768379112555,,,,,,-0.06502134859654013,-0.021023779301508772,,
IL10,,,-0.04022592237685524,-0.030127906710848706,-0.041160550121874986,-0.029693081035606077,-0.016233102032150448,-0.028469517834042696,,
SEMA4D,-0.023413999627395963,0.02623053822509415,-0.09384282770678792,0.10207790668170647,-0.011769693212388766,0.046118758849392504,0.14960307559242805,0.005543664000770668,0.02043855989896669,0.1340544893642767
TRH,-0.035250687102592625,,-0.024357317583812963,-0.06664506381053237,0.03990536579462955,,-0.08788078407059434,0.00857876995065905,0.03410385614006279,
SEMA6D,0.0029871800867807058,-0.05686374441195521,0.04853170225167184,-0.011181834352617362,-0.02086583972383428,0.01154184057275851,-0.034748460010123876,0.07048882053188466,-0.016397450632031716,0.09310250280377463
CEL,,,,,0.10341395961977909,-0.0006340498236748597,-0.02543959882145391,0.0021938610640503896,,
PDCD1LG2,0.06506057759728456,-0.02890239626838524,0.017528181032188457,0.0056250479898313725,-0.0926405988878507,-0.04443147752998348,0.016992890408359832,0.05249819842088706,,
SPINT1,0.041203589441221496,-0.028271695302640943,-0.030003296296110118,-0.03699458423156099,0.07243971864636772,-0.042303770178007974,0.04142517346185461,-0.02268584680342345,,
CTHRC1,-0.0402528124628846,0.0009306369826210251,-0.022805700159509588,-0.14062927999322025,-0.0474610304150248,-0.0599089408384197,-0.09940679997308852,-0.0341990559799932,,0.022212184866128984
PODXL,-0.018086120247165008,-0.004040233741269851,0.032013804648701946,-0.08735857325517833,0.028661349951493907,0.03558704419693436,-0.06634052691279493,-0.007159763735340361,0.10744836853362529,0.03750789267436435
JAM3,-0.06248004106482445,-0.016805768137807257,-0.041712355928615434,0.05900151552608525,-0.07269997498943964,0.07482004722854674,0.11227846415972341,0.012725178713108477,0.08904781026865444,0.010349371367613498
TGFB2,0.0003543181208413262,-0.04387536005256605,-0.015586494044249872,-0.052434390847020194,-0.013011190840814119,-0.028154269276609988,-0.0760458361085321,0.016837365288144043,-0.09380707262669277,-0.04697600957531253
COL18A1,-0.03281671025396669,-0.0008157947162481712,-0.0351261133355218,0.048923179260180645,0.061771686930706324,0.04570554003827832,-0.09455189496902652,-0.027742866214644446,-0.014162721762634325,0.11025494289215178
NODAL,-0.00356409821483485,,,0.03539812526076059,0.08208494367106152,-0.05724176344366221,-0.04620320655080016,0.039991896452365325,,
INHBB,-0.03411612870820544,0.027266809508975524,0.0058634351364454185,-0.01110888101386975,-0.06327566342756598,-0.011000931587472213,0.03905433252613237,-0.046465230041855425,-0.06162033517905817,-0.0170048848637096
LCN1,,,,-0.023721139796043345,,,,,,
ARF4,-0.06484652001371985,0.021605498450076702,-0.028302879389020968,-0.06333612331994419,0.06903666699968022,-0.046383744067144385,-0.0698472851822001,0.027185763999001234,-0.0645741610616913,0.10060789251470811
CXCL14,0.06393173083309557,-0.02328185351593249,-0.024715607456296758,-0.16730960159804154,-0.039964018884348064,0.05733589373015022,-0.12091619189969219,-0.02879336593508989,-0.12074506798164686,-0.06263948876674642
LIF,-0.022828769386231802,-0.020509319494056225,0.017142114349057526,0.029389320235020142,-0.012025947768822732,0.021827491139249307,-0.08381574029730611,0.024587829590189174,0.02892714513356126,
IL17B,,,,-0.03239734709217781,-0.03421589871889241,,,0.022021417490525715,,
MMP1,,,,-0.04817456273209257,-0.0021981862278710454,,,-0.0040482839238005905,,
MATN1,-0.022038683409704083,,,,,,-0.04236229551669899,-0.018549647725211355,,
ADAM28,2.2750548476159527e-05,0.002300649369916833,-0.013037811340654308,-0.008448737915706238,-0.04959725331245099,-0.09810573634016097,0.058651233201597576,0.026158855062541196,-0.038451404742878476,0.025067056686907844
TCN2,-0.029973711836732957,0.017373880459798426,-0.06215565895346839,-0.025316969174802334,0.08493528249451732,0.11658568179367844,-0.10964997885766554,-0.006351164212423512,0.042625249322476036,-0.0985101922848407
THPO,-0.005632233371882489,0.04621009809608384,0.05559031892571543,,0.03903050274610098,0.023261909275361873,,-0.026740393485306047,,
CUBN,0.027328047365248558,-0.04556684167269048,-0.027783981072842735,0.06100202573661031,-0.021239125534670278,-0.03636890502643872,-0.08836483845374657,-0.02514361153790415,-0.060385065206820784,
TIMP3,-0.040704610949855634,-0.03366775767896299,-0.020169445902932258,-0.050105658157995746,0.03286019338937226,-0.04359109380477051,-0.10242126337133987,-0.06940127070089931,-0.09483738706584695,-0.007388475127121168
PIGF,-0.056090061819565246,-0.0028728083344071757,-0.03383668241174163,0.01214971878126554,0.02545371123666766,-0.11957176802292334,-0.06566200376385019,0.0617645643766478,-0.04907481149912826,0.03886994769154728
CRH,0.040469932078494406,-0.008964983604279775,-0.045750230058550063,,,,-0.009552238256480234,0.054285065408313425,-0.01781534024867963,0.04751214100640976
BDNF,0.02635891657321373,-0.001328775159600897,0.06352582194112881,0.06563321507255526,-0.004204113344151038,,-0.10707442128293591,0.0591448726094761,-0.03031051112113016,-0.026566421720463487
CCL5,-0.027129385773761432,-0.042719238569826505,-0.03043483452507412,-0.02900932042350007,-0.008260913167851018,0.023414540188207305,-0.019020267110700685,0.020835512146766606,0.03160375806111472,
GAD1,0.058959997829819935,-0.0313971883327469,0.03307197689556732,0.05555372751731672,0.04661999026285748,-0.08253902468527213,0.04166947761207312,-0.05603044692039695,-0.1062446964671702,-0.17368116548581464
COL14A1,-0.02875112627436727,0.013626686276540628,-0.051067447054777025,-0.05844304188160348,-0.0309445313383669,0.05262247521097891,-0.029947339846973127,-0.017594148072579717,,
HLA-A,-0.08581211620298035,-0.0009378988814078345,-0.06111896747852206,0.009348113082033462,0.06676756923558612,0.022769038952854162,-0.12910331247618137,-0.014769662342878439,-0.015332633679162728,0.05885559644734629
CD5L,,,-0.04619187110023433,,,-0.03201497046520883,,,,
FGF18,-0.02576768003754565,,,,,,,0.0016389495313109928,,
ADM,-0.0354444030281592,0.023060181831848645,-0.04596196737129592,-0.08661174848414852,-0.05611636259054945,-0.06165670380023793,-0.07932992195703657,-0.02477720143944033,-0.11342783091884442,-0.008100728674068263
CCL15,,-0.019236844412897056,,0.01568306933466766,,,,,,
GNAI2,-0.026861861919893655,0.020161164532339158,-0.07265763908734575,-0.0391554147785483,-0.1554483967675308,-0.06653185564628741,0.013041911215952688,0.008755122400032313,-0.01707047067241373,0.09318868154553597
HDC,,-0.0032804698682963387,,,,,,,,
COL11A1,-0.06750330017115136,-0.04147952918338334,0.047233505653475824,-0.1124381269264696,0.020804944748459713,-0.02101338575835783,0.00819553246510552,0.016395492192087226,,0.10531000711765766
NUCB2,0.016147201511515358,0.0002334892577981122,0.02304802210106142,-0.005002126155256556,0.04570603198159975,-0.01758305311344569,0.05866960080643262,-0.05771121196134617,0.025278139590422542,0.03359379408675194
CXCL1,,-0.01942125145625803,-0.010034975851140925,-0.020576833420684663,-0.04997531621860391,,-0.014932978537938735,-0.006542852506455646,-0.05837311174412349,0.07202186270832225
VCAN,-0.04653310181748351,0.03587766402450047,0.01773506179925642,0.11597235597354993,-0.04738715628422574,0.033700057694687695,-0.034537693227581726,0.011760123621325882,-0.03910966966438036,0.05338260351685655
MMP7,-0.02282876297830938,-0.006463698084462679,0.016980369107851643,-0.030613532824497837,0.015392661457446659,,,-0.06378624788636056,,
PTPN6,0.013410579919502896,-0.005590011636841267,-0.012489139721859915,-0.08612439109568264,-0.003391781668782506,0.023920559893142547,-0.03492825903371919,-0.017798010829459244,0.0486868896874606,-0.03444697725125174
PTGS2,-0.012524705709562739,0.05219313368825254,-0.00955720914105412,0.03647657658301361,-0.07917977804902457,0.014684839336654355,-0.02931854046883591,-0.006875347159131906,-0.0358353286227178,-0.10482083332556785
XCL1,,,-0.04296281406144278,,,,,,,
CD58,-0.03873991599068393,-0.05181540790526802,-0.07035859707186344,-0.09555599362569422,-0.10144599291196779,0.009411210994944031,-0.05008178364981685,0.0007950955538458536,0.007303980755005683,0.02774765685971323
TNFSF14,,-0.018969452213446498,-0.07484078084648638,0.10765583873379632,0.057608527352154625,-0.0009620161235247327,-0.02300083368591929,0.0068296215095177085,-0.0584218740696137,-0.0471192477840089
CNTN4,0.01869459582874013,0.030642904470548762,0.10045194397503729,-0.02833440263146068,,0.014964080419633895,0.059797001193472595,-0.020810590503410446,-0.05765770903003312,-0.13939577893121013
INSL3,,,,,,,,-0.018972640268259063,,
BTLA,,-0.012111311964424212,,,,0.0038439961632857488,,,,
MFNG,-0.011291071923195414,-0.02211416041596187,-0.03724792451776048,0.09882970726760155,0.03850145148993953,0.024108773467131375,-0.03815107132090855,-0.02041402118283924,-0.039652696926167276,0.11460444744920352
ICAM1,0.02158671972726895,0.01961679678042882,-0.009218386267381347,-0.014827996730021008,-0.11893536363952346,0.03239209415687538,-0.07441335697817252,-0.01004193290251891,-0.02163035648426964,0.031019258160711476
PROS1,-0.02899961645628199,-0.0097477082555659,-0.04064891944634808,-0.04036226838591756,-0.12520319273296215,-0.03155032767177542,-0.1907000288971268,0.016187639513577667,-0.03395453366466555,-0.00405586950644303
CLCF1,-0.02122161487806904,-0.0294075465947203,-0.06756990673834068,-0.07891286522140183,-0.01580008250196594,-0.05662925317416455,0.010378533570929107,0.017333252029060237,-0.03248210349147828,
PSAP,0.009203798997000093,-0.0041359707229787586,-0.09242680146271591,-0.08009620257605059,-0.0326392925591029,-0.04428783753211992,-0.10339121988552023,0.017654258816242954,-0.05731389924071076,0.1249703053706975
EFEMP1,-0.047712642449695475,-0.028881942314128963,-0.08003685241452174,-0.0670212180279836,0.024071131207668874,0.014094698479302593,0.004680692798903713,0.02901241673691037,-0.016883954818090557,0.11016733331269286
C1QTNF1,0.038094560616386774,0.025811754490139643,-0.09118341102821766,-0.08190177586284031,0.013811325133716168,0.010989167686106645,-0.1223634175800164,0.014462115820371836,0.017965619226092338,-0.05647054549164193
