,UKF296,UKF313,ZH916T1
IGFL3,,,0.03641534985514129
BMP1,-0.061639734205142536,0.04308247613919873,0.0680370387150729
NDP,0.02637968541353815,0.005203656320442108,0.034367953488735004
TNFSF18,,,0.021443089599446817
RTN4,-0.06132000009789987,0.001583964254191494,-0.05326491155736474
HEBP1,0.026517532551248887,0.02623950524598763,0.057414456947537856
WNT7B,-0.012913396769765828,0.043976871637596,0.043426229092018744
PTMA,0.03178725042401722,0.17334756288086206,0.04225714725377787
FASLG,,,-0.01362941462505619
CEACAM1,,,0.09051854146889862
PDAP1,0.017287749973746235,0.04493522868697751,0.021507601368707257
QDPR,-0.017386131523229126,0.08789641167529658,0.019407656206033668
POMC,-6.71231163010175e-05,0.004975557305256228,0.0522365461012561
CCL18,,0.11434390949349821,
CCL17,-0.01598316521482268,,-0.012353533506956622
VEGFD,0.036165379990801945,-0.021063321717653637,
TNFSF13,,,0.0627270393874615
WNT5A,-0.0033724134070538514,0.0177204297590601,0.0356533549600045
CXCL8,-0.010917754211649092,-0.03667622943929731,-0.04378859720436148
GRN,0.05813273660375596,-0.0018964727333184853,0.03612702024522175
MIA,-0.0133334046417686,-0.02856564833637464,0.05125799804577087
COL4A4,0.05646637602569199,,0.01100253401859641
TAC1,-0.06265614632829451,,0.03547541349612957
RARRES2,-0.00432621248397561,-0.09386346612185083,-0.03899450286010291
FGF7,0.019689931129967975,-0.012136414027945425,0.041731691232425115
HBEGF,0.02068596991399293,-0.02870692661439951,-0.017158997084137817
CSF3,,-0.031643980902119125,-0.01300636502534762
PI3,,,-0.02825851025890055
PCSK1N,-0.04273982205469791,0.03118385746663894,-0.02681283016110363
NTS,-0.0033571670784524167,,-0.019260653038769903
SFRP1,-0.01598316537578628,0.07742244546246836,0.024623986729215567
CXCL13,,0.09574919056880096,
MICA,-0.014588941011231229,0.09709928758835751,0.021409630738217517
TG,-0.01156694725713621,0.016761883535671825,-0.008865330081025505
ADA,0.04201999129579909,0.05193567811281473,0.1266575511549101
LAMC3,-0.028631590729597447,0.047404823288023715,0.07821078429210773
CCL7,,,-0.013629409778599033
NGF,,0.04444642389097565,0.04479052560196739
TNFSF15,,-0.020151509021338873,-0.01019420785510762
HMGB1,0.00759108612193363,0.07936682122937831,-0.01956315172597588
ITGB3BP,-0.007028650858073947,0.05969437386721319,-0.013603244142415724
AANAT,-0.01333340538340661,,0.04293881698512911
RELN,0.06929530450072244,,
IL15,-0.02865785778714639,0.03592510489165744,0.06169169284513887
BSG,-0.018969478752660272,-0.11670245645758692,0.0566355971486732
ADAMTS3,0.0067950694395622156,-0.01027285916704285,0.056447804562389396
CD34,-0.024946439442497442,0.038641207943368235,0.07723550737164547
PLAT,-0.021250768742955232,0.06348904567677194,-0.004380645583868965
NTF3,-0.021523297032975317,0.0042020168395300065,
LTA,,,0.0026034581871327424
CKLF,0.022200030305123256,0.06567902469742143,0.03256855065252883
APELA,,0.006011259927145727,
CD24,0.04639442471857021,0.08895605739215799,-0.04809551169112527
HSP90AA1,0.015452451577650276,0.03470800319608823,-0.05676657605169497
BMP4,0.03572055612235591,0.0035145175510485497,0.08717617506382681
SCGB3A1,-0.011246857850801057,0.052323903247913986,0.0006785124067421047
IGFBP4,-0.028413253920995633,-0.01254493416183496,0.07466518291943537
RSPO4,-0.011246856205693675,,-0.02559685419735168
LEFTY2,0.08040305688137411,-0.022785106923288126,0.0035284336781788036
PF4,,,-0.019407793648594417
ANGPTL2,0.0011542655574976186,-0.012272187402156267,0.0885751697784641
LRIG2,-0.054777572968266804,0.021276643734175336,-0.006190185331331347
ICOSLG,0.005989588331717469,0.09738519141958495,-0.0330734763945005
WIF1,-0.02116425477081831,,
NPPC,-0.015630377781334658,,
LYZ,0.00020777956934822468,0.039496299497023976,0.007014540735529843
EREG,,0.003343810191544293,-0.02931026396148855
SPTAN1,0.024971255470530505,0.007673258654053682,0.05604953915037682
LIPC,,0.013143190844856713,-0.0245387969775303
COL8A1,0.03261075489740685,-0.10988410994624578,-0.03574405331725342
GSTM2,0.010730401658861619,0.010162752428033061,0.08398950668586937
SPX,-0.004967720958945006,,0.026074954864992717
MFGE8,-0.004146088487149515,-0.08049877530803094,0.07670114016090564
TGFA,0.0330352943467924,0.019673027739748786,0.038403281563117814
SLIT2,0.0012611639256380762,0.048335108345529953,-0.01941243857957151
PLTP,0.03715932499496611,0.04417033004850281,0.0182761954670991
APOD,-0.041624730670362715,-0.04938459372291385,-0.058194358712336414
B2M,0.05837598004263704,0.08835652236332045,0.029209252080796614
OMG,-0.00691866665703515,-0.01687355489777039,0.024952598582937087
CXCL3,0.011611970644465749,0.09502517426158287,0.01761772546034576
CXCL10,-0.002256225774403722,-0.022991947098269013,0.07516440778227132
RSPO3,0.0326650766280552,,-0.013831185824238701
CORT,0.00884158567721558,,
NCAN,-0.025350655394268302,,0.05475315353745817
PRG4,,,-0.001814359182745652
ZG16B,,-0.03005769417159689,-0.017246000212250513
TGM2,0.0659283232935939,0.056267314677661925,0.01718341925180489
VEGFC,0.004733900203945641,-0.05665646563802316,0.03527083617653187
WNT6,,-0.03361064617476834,0.0575790295649106
NRG4,-0.0036168329451355258,,-0.013831187374384645
PMCH,,,0.07416206732105589
COL9A1,-0.01213195062646001,,0.024271801257983255
GDF11,-0.007192704703906636,0.013927331731882146,0.07348656359965217
RAET1E,,,-0.015172714276462787
IL24,,0.0012748361528659364,
SORBS1,0.023707265485449776,-0.013575671051206066,-0.009040536859220431
DLL1,0.03032723485504848,0.1313746594729191,0.045681876532853015
TLN1,-0.009867440888345857,0.023758983542631878,-0.03075654420289034
COL2A1,,,-0.020129050185994785
SHH,0.00869221530092496,,-0.02005146943171009
PON2,0.006864403742173879,0.10056288351830824,-0.01283603382441976
ICAM5,-0.015173986659352122,0.003521872514197786,0.0687531365328486
HPX,-0.011246856704210986,0.04138228331631162,0.058530973609193314
SFRP2,0.03456039274505215,-0.018706199176981853,0.06615347444563109
CD70,,0.04286703605887795,-0.02110197544497049
HP,0.008177104007628501,,-0.02068994353580639
CXCL2,-0.01563037655805303,0.10873638359635449,-0.04220541431976136
NPPB,,,-0.014030199208926775
CCK,-0.07405953075240693,,-0.01820095590211826
SEMA6A,-0.00421855254542318,0.004401415051206964,-0.0041881799715796425
IRAK4,-0.01189858018717078,-0.019688817757128337,0.03035540395583044
GSTP1,0.03486573762906238,-0.08516716105310229,-0.0012274198556436224
VCAM1,-0.010537995804458071,-0.03072794558190159,0.08833342259962831
NXPH3,0.04818678936284118,-0.03576737969588835,0.02844058722499917
MTMR4,-0.05765967289373154,0.058823592674713494,0.04755853351120793
LAMC2,,0.08569164021172068,0.00423793969249201
IL10,,0.09933075661875544,0.0015802086010123866
SEMA4D,-0.02893819618007248,0.02302617450916644,0.017209970334512208
TRH,,,-0.015714763999838455
SEMA6D,0.023108793691721224,-0.025541488734414634,0.016454949806367553
CEL,,,-0.007771018352039048
PDCD1LG2,0.050984595056296884,0.008250583392111467,0.0212782531832859
SPINT1,-0.018379838222107262,0.03435859377546962,0.06447101227103384
CTHRC1,0.04455843987732191,0.0067202762604056865,0.07364678458414452
PODXL,0.028571753709259073,0.12862770719075,0.094719851702058
JAM3,-0.023727665423962287,0.024635438484530287,0.0019603120713170908
TGFB2,0.017155168033558887,0.010911280167400464,-0.07531499390207132
COL18A1,0.0248546317178781,0.09551360840824626,0.07729270936578697
NODAL,,,0.03668330691140137
INHBB,0.01855618001647873,0.07578914274319422,-0.015472426157719054
LCN1,,,0.009966515946954593
ARF4,-0.04788389883169914,0.10092767202939708,0.023516213839161918
