,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
DCN,0.015990100947022086,-0.014261486803852589,0.04941144673372452,-0.01444606515571014,-0.007365556053473129,0.060907499690131726,0.04039065534588391,0.32992949521216774,0.00235089905964809,0.00012534518857964597,0.022209568752732247,0.1170661645588428,0.1151195216030094,0.011096929358697268,0.04765225635080911,-0.03244731890568706,-0.026048235493639445,-0.08950358520498622,0.11892101353887173
RARRES2,-0.011724506098526297,-0.02841845557471203,-0.05429667922380279,0.05110597127296632,0.06012574381094816,-0.008754670679390394,0.011553436486998732,0.32234896852384815,0.006825927651762682,0.030380535120713276,0.00015451700282273462,-0.06512849666968715,0.07279356354902194,-0.06848626723727312,-0.0729203177488926,0.010300177408656486,-0.024980267763888644,0.01572019100653024,0.013587012831042883
SEMA4A,0.023503181393898356,0.023798562045847464,0.0016495197968996597,-0.010376779441329241,-0.00566346847214686,0.027225196480996982,0.025685745408825202,-0.08353300267997209,0.028533443720450063,0.0033024738295320483,-0.01801275464901708,-0.04069475088789359,0.10918873424674275,0.02415028606440371,0.1460120034507439,-0.010512816282745243,0.05860049235797908,0.06503878116513401,0.027403270414666014
GDF11,0.012938130821272731,0.0012344851110306324,0.04964806420225684,-0.0210550461479842,0.08988875490467563,-0.013391556253705637,0.0076021447324711375,0.20962757320670014,0.04756883814209514,-0.0006912436848611718,0.11646465446225483,0.07049495949925724,0.08715539054675266,0.03384657343945588,0.011482022084011653,0.06092598283374161,-0.031762791101505615,0.0920934340456925,0.05783469932883068
GPC3,-0.03561028580025834,0.043153921719271945,0.04086104300640527,-0.032547098037337296,-0.03693939103044504,0.041880816364001795,0.028334428926658436,0.08578984244277177,0.061536006646143476,0.042864000117418324,0.03159029363603118,-0.021138185354331953,0.01734287154262744,0.12018709135163343,0.16140546990220428,0.010363994378299454,0.0513909993348719,0.06469832827095914,0.12402336548551952
OSTN,,,,,-0.03854455020760154,-0.018908092095971593,,-0.0809636647019018,0.009980353051754421,0.04625567988340279,,,,,,-0.03368186327905564,,,-0.14946693281229792
GRN,0.027315837237177384,0.06553572951750616,0.0356914814822942,0.024516174059536523,-0.03973108418949283,0.03284124411421403,-0.005167616955760323,0.20335619897414953,-0.04044542108573909,0.00402333728370312,0.024656553888348372,0.21719892639293945,0.046945534735610535,-0.0402326997320156,0.032263398534186236,-0.013508396313766819,-0.07762512820870972,-0.09972476862773161,-0.039827331224285764
CALM1,0.014130639369503255,-0.043167937425197644,-0.0023607361781041803,0.01104286012738089,0.014038872009470797,0.045607215069243555,-0.021197961526968942,-0.3332433896472426,0.009514715346098924,-0.021121863879600796,-0.015035334164725273,0.052114974787561615,-0.010094683786282557,0.051063736359092116,0.007775823397993984,0.0011416949112360083,0.17299796530950373,0.162481044857696,-0.1863329551883337
ANGPTL4,-0.07191077000988255,0.05958987428628595,-0.07362142849059344,-0.06782617504291746,0.03293360070597606,0.012861927484262207,0.029603646821476818,0.043179824782040126,0.021855469708271333,-0.0023654336400791487,-0.0009661879022707351,-0.10946333802609169,0.1939107512390457,-0.14467863273302004,-0.2190371542316849,-0.05860108596140583,-0.15170227158918279,-0.13883363376924335,-0.0756690592509535
BMP8B,0.045833150537373545,-0.056543971968147776,-0.043662664037051706,0.004091215010150223,-0.008875717047409325,0.0350217584451794,0.027986028681124944,0.05225590926238383,-0.045826398190155736,-0.01184227073556861,0.013051053396562708,-0.009971840070633162,0.06107938531734862,-0.009581611575575622,-0.014469403569479915,0.0013982881624777415,-0.08326210236672438,0.0047063045065996395,-0.01307032961684946
