,MGH258,UKF251,UKF259,UKF269,UKF275,UKF334,ZH1007inf,ZH8811Bbulk,ZH881T1,ZH916T1
GSTM2,-0.017660390761234553,-0.013736312781482986,-0.031277503961135635,0.029797208491560867,0.008006650796381399,-0.03234845477184086,-0.0067131298382226215,0.013459444894232139,0.04226066653360094,0.01457642728127826
SPX,-0.05313232495651252,-0.00044720416212298375,-0.025856811383632456,-0.037046806970279116,0.049891635313034866,0.007787868274699339,-0.026467304843044746,-0.020768077079410186,-0.04020390542273861,0.05160687007674885
MFGE8,0.044202419592820605,0.0664772311149577,0.02655465603132007,0.018681995889282293,0.002752878059476509,-0.03990001574351932,-0.0369339711235558,0.03671441384144954,-0.015823207583584478,0.00779002029485707
TGFA,-0.027411930617569163,0.05682407521964787,-0.024992703558190173,0.033000995766246946,0.008905627756488742,0.01374098479994461,-0.03992730679358821,0.03798141994177319,-0.008291579852249964,0.01629328863303321
SLIT2,0.03295838100018012,-0.010262687430834638,-0.029885192272859105,0.0018814864342109872,-0.03262187060110604,0.00220296972649002,0.1110294101720767,0.07294255587954412,-0.02715491146329073,-0.0008411293515355999
PLTP,0.011558914401363871,0.0031977301809104556,-0.01166991007157854,0.06984180520103622,0.01001893533882323,-0.00021741715468428358,0.10122699006663957,0.008291851930471354,0.018812383986297854,0.01678862928762146
APOD,-0.03580887951226604,0.021644427499838362,0.019015023181178595,-0.0033693333827873096,0.008349426647232011,0.03364381233829147,-0.08982782067150281,0.08611799562204384,-0.005407764718290639,-0.10096459685557742
B2M,0.07745408516193239,0.031372813346431626,-0.0020051192541161696,0.11168948834711273,0.026657751621857864,-0.003401786654017705,0.03170010162267193,0.06704826537147139,-0.0069527603064740645,-0.020016717629056564
OMG,-0.006607268026766632,-0.009005626740461764,-0.046468027838302034,-0.04580654933876677,-0.004714888366250396,-0.0033036437065752703,0.027264861933502523,0.08991779542994072,0.03276105931265869,0.04523607651580069
CXCL3,-0.02829450525209296,0.016908609497598436,-0.024001631827978705,-0.017032972080541543,0.002500225070764249,-0.012043795386163791,-0.03416298290593381,-0.009448109210726648,0.028721951510800824,-0.044825269008087615
CXCL10,0.06872027442308631,0.0695815221423456,0.014179171640443156,0.05918054842032682,-0.006458685589410878,-0.0014653398422304412,0.08460535615304858,-0.0224350739723331,0.011610207982930693,0.08965953739789283
RSPO3,,,-0.010197152405191652,-0.021302407942937897,0.02470503174430164,-0.012585534057122955,,0.012866046226339804,-0.032617962144455,-0.023502727514766134
CORT,-0.02151649636773716,0.03862154950744248,0.02857802023191366,0.00416185401924716,0.10014031088658412,0.01242964674211068,,-0.017503423149691572,-0.027170242304316923,
NCAN,-0.06080231457228945,0.02986039481114737,-0.009955167439896643,0.02904841853749878,-0.002383249819686264,0.032451998739412374,-0.01329835191935259,0.08333227184897384,-0.02144203301938091,0.0052621391769741305
PRG4,,,-0.010064149671957215,0.10737783796849912,-0.016200351320809575,0.030213837266588935,,-0.01014361557902149,-0.03895699040742843,0.0023539334185605164
ZG16B,,-0.014471885175975857,-0.011680676537205356,-0.0006005930069289493,-0.008660603227189869,,,,,-0.02930537185017054
TGM2,0.08598568604943829,0.008831095070249283,-0.023469266389121887,0.050978050684511396,0.006698016290220192,0.03672314316192471,-0.02470940470622236,-0.02740561346712955,-0.02751466246064987,0.003644434174508677
VEGFC,0.006378553497096431,-0.001161707968013423,-0.017937009489485307,-0.008526990853148796,0.0250260070911156,-0.015016804979498335,0.0008913329969616771,0.022651923386996634,0.0251769836841531,-0.049579939192708054
WNT6,,0.010636690003041264,-0.013920014885053416,0.06540125439949214,0.08590420382010669,-0.013105909083610371,,-0.03253089426080232,-0.02168156213688853,0.023457882932846945
NRG4,,,-0.012248530544085772,-0.022985220220269557,0.04962050284087181,-0.0175188545567818,,,0.09846859591108634,0.012468500519466059
PMCH,,,-0.01697153236384532,,-0.012676724402019819,,,-0.02455823910189935,-0.012420918036869037,-0.00850376227577747
COL9A1,0.027522559746787374,0.006355090270438811,-0.012792696185396637,-0.031170672890407872,0.05895851731237621,-0.01996231828414165,-0.06131245870269205,0.0009258732287547167,-0.002064915982849774,0.10753947519148938
GDF11,0.002708867513295104,-0.021209830449018734,-0.04857733369704234,0.05280762182172049,0.0011683846031141838,0.002422676026000725,-0.010956649504424048,-0.03681562459572972,-0.009497442400105539,0.02158839702830296
RAET1E,,,,,,,,,,0.03927163290056905
IL24,,,,,,,,-0.016459796038166906,,
SORBS1,-0.007998212609208473,-0.06581867428502707,0.02341014425170345,-0.005868142484765569,0.021160471646605814,0.017628886218073146,0.06382371569085847,-0.021709885404472832,0.011597901105059517,0.03211957821313131
DLL1,-0.00988409702288497,-0.028695048111151245,-0.030793210368143982,0.05162417507250679,0.00676259730519094,-0.025148316560193052,0.02633981640505795,0.10002438094452215,0.04781062173007074,0.05727336033856406
TLN1,0.025525061661527616,-0.007243838921339295,0.02214999652437628,0.07890712609591694,-0.026283487772166846,-0.010835595783913392,0.06622059469926872,-0.012111657731576781,-0.04225185562529924,0.0031901412791613855
COL2A1,0.013208496124079892,,,-0.017032977877050715,,-0.012226924944477397,,-0.042899263650371416,-0.026166664895903042,0.08690836749987087
SHH,,,-0.01045830390230526,-0.013389990226404573,-0.01817522720563185,-0.011669287866896352,0.08809698930180898,-0.02153569499642337,-0.031606157185578285,-0.041749738851034654
PON2,-0.029912429756546656,-0.04523963550266701,0.0026552354760748307,0.061330521988352926,0.003187870346601456,0.012669676095286981,0.06217938928582049,0.0368339256779495,0.03804693289404207,0.09110912701434977
ICAM5,,-0.01722763709275374,0.05335969387779379,-0.033284103283275884,0.022653646354491203,0.14036118533523645,,0.01594504210632851,0.052740353019740074,-0.026105643128210176
HPX,0.05333939659333371,,0.0582656540335764,0.007096758901255017,-0.016995897067617147,0.041879165555762154,0.012369073522340152,0.015119709608903199,0.03270290202470266,-0.0037798373997500623
SFRP2,,,0.03666016686052567,-0.013593899612150795,-0.014164968797882645,-0.022892156466330384,0.053230426992079236,0.0028937507630005807,-0.02362747042977893,-0.04070305589838516
CFC1,,,,,-0.010899451623562604,,,,,
CD70,,,-0.02024509814924249,,-0.006896656471079642,,,0.10077521490542883,-0.007893265272881233,-0.03585766146220696
HP,-0.050417485747352574,,0.09510057708401691,0.03783721227504912,-0.04212751804729878,0.017102206452769945,-0.0316725880408659,-0.009784249762651569,-0.023558960017993846,-0.035157513708317184
CXCL2,-0.0239306861378945,0.03799275205158009,-0.04780653891206627,-0.020005162840390348,-0.003179619855993972,-0.02309632533764323,-0.011623471816199653,0.014900396707838829,-0.007975443707845345,-0.005520455565994297
NPPB,,,-0.004000589786419028,,-0.009544003107988204,-0.015016806071713623,,-0.012218084181946254,-0.018564345765820132,-0.023840902231782674
CCK,0.02367751758059884,-0.03963093795919605,0.0008848248770244855,-0.06543269393004757,0.02378547187733357,0.025303670894945878,-0.03515075258229504,0.0024832200753219643,0.008293875699304652,0.02275681877940116
SEMA6A,-0.03923937861121866,-0.027884217014978237,-0.04512466144081332,0.0544783190275425,-0.0301918297819653,0.0027438469646775825,0.06565489084889077,0.02503730488904821,-0.02570196305050888,0.06875713988059833
IRAK4,-0.02942404634203776,0.03661012687132954,0.0005157008266687506,-0.00339542134900217,0.017432025627389887,0.018286819116928966,-0.01879915285596117,0.026007440239333286,0.015780272902655147,0.11656738265224513
GSTP1,0.07990936100003866,0.018037563002305784,0.043898231857167846,0.05373750054602438,0.00573933282520329,-0.0019345843996977224,-0.011982593617726174,0.06938409439075384,-0.020681239590900433,0.0427004567775662
VCAM1,-0.014191094293514419,0.04683694998969785,0.01935555800288283,0.07774400471353352,0.0009463045719643289,-0.013606374776560291,0.06378623107312031,0.03451783410414679,-0.0297005880112856,0.15309979525946
NXPH3,0.04090992819509565,-0.0022980400196263616,0.0490707386041593,0.060571422454716146,0.010206252323466728,-0.04237833195938836,-0.0656118545637482,0.02046909745876764,-0.00046898667592806033,0.052111456176752155
MTMR4,0.012562788191194713,0.029705721423634077,-0.02789742511756915,-0.016266766919019935,-0.023346062743462515,0.06448256655597728,0.050817960122912106,0.0015230848056347881,-0.01117318286201513,0.032253225232999706
LAMC2,,,0.0020568832352951443,,-0.012014835144026532,,,-0.021616330728255684,-0.012056438342431213,-0.006863978985239576
IL10,-0.03649480666110227,0.04753061354686325,0.03135793412256184,-0.022351070026683587,0.030965950997517953,-0.013442176383337398,0.06048815779584603,0.1357379261924963,-0.03002299798531176,0.00912096648005783
SEMA4D,-0.04131125891401339,0.04366989170147664,0.022474488144515907,-0.044231142154695376,0.039432209519831805,0.02718756735607653,-0.08793206989802206,0.015321782107406584,-0.04216159020190569,0.038148090916192326
TRH,-0.03226088435617361,,-0.024791314097845404,0.008213348367836732,-0.02161706297844803,-0.035032229196980125,-0.0008207553797357459,0.0013742775992062572,0.07416680574980983,-0.026703409305643456
SEMA6D,0.024499187855679762,0.06789339680864531,-0.005260272311337598,0.05621187804201327,-0.016489828248014527,0.0337766052559661,0.058310625141672755,-0.011048047884453118,-0.04118684554429823,0.019468176963330842
CEL,,,,,,,,0.0347030684617597,0.006036838679104242,0.0013264261313450897
PDCD1LG2,0.004728838911318662,0.003643800092465218,-0.01277580351435581,0.040076831907291464,0.014643504621385927,0.06533641149709937,-0.04426301199002777,0.021305034525134117,0.03465712112650811,0.05571764588872992
SPINT1,0.015805239968631722,-0.015860404389692107,0.015083892954983377,0.014041073818424545,0.035185125047193205,-0.019730221078686227,-0.0029732261252445455,0.03049617903230217,-0.0028720568873727152,0.02349264503896883
CTHRC1,0.04503500111421121,-0.020076838229576437,0.009335560027136388,0.044199652902757305,-0.006375323079923701,-0.03828887388563008,0.05480912754153711,0.09386576559379761,-0.0032532960119954595,-0.015043641825349383
PODXL,0.04206966529680626,0.016321820174426436,0.035077079988480114,0.06117956311163023,-0.010653636132896733,0.07354138256222682,0.05275540407843578,0.026304274210949524,-0.008016685948787615,0.015535910934275953
JAM3,0.0018128570838058975,0.022154717201381843,0.03587668325372955,0.09309677735540772,-0.0309493305758048,-0.023813592360280356,-0.020485871649618712,-0.0035298997707082585,-0.028117932826284504,-0.010598582399896608
TGFB2,-0.07662877326910354,0.027818817248576936,0.007922713450254495,0.09017048357806838,-0.009294784646145388,-0.004319944737788835,0.009734837335236581,-0.021056519221618122,-0.0347243224204463,0.049072932232875024
COL18A1,-0.0225242593399578,-0.007356005851574489,0.012868588057530016,0.07623918418145266,0.010661818046180712,0.03403168034891826,0.02725871694258436,0.0513436450991867,0.025344258218705538,-0.003314423270506383
NODAL,-0.03103602865434802,-0.01289060442239384,0.007084242583917829,0.08456762121017655,,0.011352942348877137,0.07228012399398558,0.09881454622847115,-0.013787441494158094,0.009205563596557194
INHBB,0.051640555881675466,-0.026389270565434875,-0.025608090199074503,-0.014617493605574143,-0.012475298202451584,-0.0176940963505,-0.08601738464500826,-0.014163534577471487,0.013092276519570479,0.0137641854335313
LCN1,,,,-0.01494742608679352,,,-0.028478853253862676,-0.019200743031098828,,0.049462998515286356
ARF4,-0.0057407254437779045,-0.045924430970768496,0.03437176539606713,0.022264132130346743,-0.010395709826194624,0.0007941442950277576,0.019404602150161265,0.07196048662507903,0.009262925828770998,-0.016081457466366033
CXCL14,-0.005745771989418021,-0.03235529406238631,0.0044687144737781456,-0.011757568116155533,-0.012954164982411065,0.03598430507234703,0.02360057728099071,-0.10196731719244823,-0.020640772317766,0.00701832421466531
LIF,0.09867633262949657,-0.016312320427163417,-0.0022501170060782415,0.008058806531819515,-0.018591014996300618,-0.024869631848802178,-0.0557974392490543,-0.0005254636985320573,0.007116210450431793,0.012947527616200062
IL17B,,,,0.09830184535795668,,,-0.05387269528221744,0.036330523076987344,0.004779620760746073,0.06825676662112326
MMP1,,,,,,,0.08300791287460786,-0.004921080002957512,-0.01242091705320833,0.02671953447047461
MATN1,,,,-0.0156713600515328,-0.00966386830307596,-0.012226923422895095,,-0.033960788504001055,-0.01767786200218452,-0.007402586750169526
ADAM28,-0.00040444525931315913,0.018953782442632926,0.0028716675778681883,0.07015832594088872,0.011052193922894254,-0.02552300781075155,0.00024515610907280744,0.02295374358768022,-0.01991468969023001,0.09165062468231891
TCN2,-0.03778906624791845,-0.0004940527287740765,0.06293915740734048,0.08310229224052616,0.01814806976633358,-0.016235914983993162,-0.014990198299006201,0.06628215566199054,0.01483870396780119,0.06866734057655602
THPO,,,-0.021217220568089223,-0.030498519175843175,0.008140101055829284,-0.012226924827432586,,,-0.01533472648682176,0.19133630122243073
CUBN,0.004882675677202277,0.03311121968977829,-0.019348529381518556,0.036937445027294846,0.030670976683868548,0.006450633739006279,0.04894184978596292,0.11868882699732697,-0.030210106616309185,0.11371772402052908
TIMP3,-0.0016674349081417458,-0.02750868574559197,-0.013092238324505073,0.008804092888750536,0.0028944079892380564,-0.04521497075625742,-0.04598725436650894,0.09522004373026087,-0.009454577021646596,-0.03337624376629034
PIGF,0.0037321029588313986,-0.01728288640868079,-0.005071702878649672,0.09901686815318582,-0.022021881301336015,0.014295244676281954,0.0019109785399109539,0.03456986923246767,0.03913213794898875,0.06025676676981684
CRH,,-0.016177674559703367,-0.011796304891581108,-0.022985210690021737,0.056286039778504666,-0.01672328393136842,,-0.007440169249072793,0.03337955539258224,0.10692122455900219
BDNF,,-0.014471882417510915,-0.013134645388461425,-0.052167772458589966,0.04608681299739484,-0.013770657682503528,0.10377454074829887,0.049546736316246946,-0.009571478471998853,0.025138749218254156
CCL5,-0.005575169592424805,-0.015646792337722322,0.04499579585928023,0.01193877339077968,-0.03554071730254093,-0.016587293884456587,-0.0774171950580437,0.000722837026312542,-0.031254400865618065,0.10089096809937137
GAD1,-0.008696892906067405,-0.01858020741137857,-0.024328085050149568,-0.06296851654624167,0.03780412449468446,0.026642457135935632,0.04896435775239644,0.08783545113949719,-0.007370150792841734,0.008852434461399487
COL14A1,-0.06254043605089385,-0.020187696354037696,0.018506069921563874,0.017407708036801618,-0.02099201325922081,0.015443000681891014,0.04953303098105678,0.0598261417864762,0.02972828429476191,0.01716562415164697
HLA-A,0.03293114864294006,0.030880349611634387,-0.0022875238895132834,0.07106718686959158,0.009580393139294615,-0.0357589096747331,0.040381461714248404,-0.06410452604000917,-0.0317227414028419,-0.01810834637742402
CD5L,-0.05361677546798174,-0.012634648679742426,,,,,,,,
FGF18,,,-0.009372076020880004,,-0.010355215613404965,,,0.08069691789551861,-0.021464228513072458,-0.010330818161926164
ADM,0.03195546859028157,-0.031588885909496336,-0.017080522195078985,0.081790953124327,-0.03161333490798371,0.0031206045328421948,0.06847392116784178,-0.022151403840806213,0.015980332400969036,0.010808467897893517
CCL15,,,,,,,0.05399031410909193,,,0.06551178455611374
GNAI2,0.06537805144285616,0.01726568911610195,0.011733219742940088,0.058854443221654944,0.002625352428754143,0.028254413308322894,0.054481195646989194,-0.030906222679433753,-0.012572086875220519,-0.027707785255119178
HDC,,,,0.06620975257970203,,,,,,0.09028595220196126
COL11A1,-0.04063024889348413,0.01433933322393955,0.08798651552939424,-0.027175678820300243,-0.019777318497540008,0.04952793056399638,0.0260950344092712,0.03416097004038604,0.056313120168045246,0.034063703746009796
NUCB2,-0.07953633875344282,0.048940167527707884,0.0239007136497316,0.021972497964688063,-0.009524397712790351,-0.034786728445617865,0.021507512156931023,-0.052065767401328955,0.0018287512063402372,0.01285391819258317
CXCL1,,-0.01735477593852474,0.006642643912945924,-0.02802685852131981,0.028875785728513105,0.02324187974240394,0.04732266227319075,0.01938317167733537,0.024409340829458958,-0.05022113760581814
VCAN,0.012685554448982912,0.014174083707070165,0.02227465030096398,0.062054082868655935,-0.012297920275761565,0.006569559633947937,0.008956850550914188,0.0017433652732346254,0.007813565075087467,-0.054570375850115996
MMP7,,,0.04325577640521539,-0.010910388337679707,0.019134038001723037,-0.01889795797986745,-0.05793737732960539,-0.038874958260632225,0.008599661176630387,0.045833486664161364
PTPN6,0.00878084907560957,0.07804234922363665,-0.0057432820454738015,0.05500548705984471,0.07634640355562973,-0.040391999564102936,0.039282658786812016,-0.0012863229152481228,0.0331877260199826,0.057083247305731444
