,UKF243,UKF248,UKF251,UKF255,UKF260,UKF266,UKF269,UKF275,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,,,,,-0.0010797752029757248,,,,,,-0.016423465810856724
BMP1,-0.0014493097496963544,0.05727174319857591,-0.01475886892155437,0.07288410208830232,-0.041324514642839476,-0.014977478308659201,0.05969440687729763,0.004506383175025635,-0.06232432731753807,-0.013059768626944432,0.002520015257892235,-0.03859525365935601,0.01999503140949912
NDP,0.0378330626655613,-0.011499980287301956,0.0045093601181063125,-0.012524585306489401,0.012611456470209026,-0.0004946683321057983,-0.015811793895322036,0.0017542696728805932,0.08262867782088575,-0.011317624904154985,0.09435418611828886,-0.008550634047648794,0.037343293144531914
TNFSF18,-0.028381947396859133,-0.049779621128346996,-0.026010531748066078,,,-0.02072728947628718,0.05692219985922376,-0.018249271788505585,0.049090926768799455,,,,0.019845386967672508
RTN4,-0.016358328325217573,-0.025650500370511576,-0.024550677550196316,0.04387136801289769,0.003313592328436778,0.004216766950813428,-0.008014445011952769,0.08368741859150368,-0.013855431406344746,0.005645144466244148,0.022401233000523522,0.08429944536798557,0.0074354623340440965
HEBP1,-0.10193607441575792,0.0006770368143525303,0.02019963164137922,0.037323704825780145,0.03358600584394766,0.06436526977112589,0.008101259840337233,-0.04676388535323489,-0.037999023612380695,-0.017824975555683346,-0.014822320492775154,0.01888214479521348,-0.024671865493308655
WNT7B,0.02312079110841522,0.04000437240883681,-0.016156936027758702,0.041497653791304975,-0.028912181226595966,0.027687058523647372,0.03656430349184378,0.012948454047888419,,-0.012671517126889246,-0.034870374828658714,-0.02179263195591008,0.03014833426369494
PTMA,-0.0213221676014871,0.009745404837072008,-0.03943541210816666,0.06695870926033173,0.0064684720188591,0.048121738731570954,-0.06687574178143688,0.03915459336191805,-0.09277941046344303,-0.07988948171821127,-0.020462965268560323,-0.031387299315961265,-0.02986890531050435
FASLG,,,,,,,,,,,,,-0.014244066294809711
CEACAM1,,0.04338598484177145,-0.012399476627038832,,-0.015610031605655168,,0.059746358666386994,0.011521852383094774,-0.0292228788490043,-0.021078383643827938,-0.016893073170700663,-0.014464086774648638,-0.01981852617669242
PDAP1,-0.05408783127185097,-0.013253435164601212,0.0717114665818865,0.001861003104722757,-0.044336452442784356,0.03277498125133556,0.017866085933661208,-0.00882161602150653,0.027346115955747295,0.006964272305382687,-0.04902183617580031,-0.03487689041597128,0.034688740470139603
