,MGH258,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
FGF7,-0.015058841122409324,,-0.03099544822030936,0.06195741608614145,-0.029427938988320055,-0.0355108158985196,0.01175267683441337,0.015775336006786347,-0.01755757210470511,-0.03740403523952386,-0.007012310905701727,0.06707767823606885,0.06497277500614601,0.036046236795970854,0.01587485309116998,-0.022811180337121345,0.03625506376053885,-0.00611384169496074,0.07768478150732774
EFNA2,,,,,,,,,,,,,,-0.015462460890909416,,,,,
HBEGF,0.09085112170847795,0.02416497366246974,0.01486333422491088,-0.02850232803252063,-0.013725505421755968,0.02990631690571773,-0.030222689882536,0.009102721110141888,0.043697240327751595,0.03540827164755825,-0.02405402959005162,0.025369680654488025,0.09673601607345689,0.030899258870047096,0.037907230577307154,0.0816270736978192,0.030857656502634858,0.008420704364583562,0.04248439396051448
CSF3,,,0.08855653996844744,-0.009763754504191672,,-0.013183076124637073,,,,,,,,-0.029094987913292864,,-0.03393775105714971,-0.01894449551341712,-0.03369801627779088,
PI3,,-0.023025948707114295,0.12059036031684879,0.031450000677780865,,-0.014844317714112569,,,,,,,,-0.03366058403430649,-0.042386898225244184,,-0.03036547267370909,-0.054605409580345536,
PCSK1N,-0.06995511004477732,-0.016456039499951586,-0.0617620507948464,0.03997455059882451,-0.0035217191342069715,0.0004753058174669545,0.008183245264828479,-0.0023233070152432994,-0.04047599443290838,0.0545874077150145,0.06308042259554941,0.09336647863350457,-0.016777796550904948,-0.04257767275854444,-0.0025038714970861543,0.07950361823977554,-0.05140318038238738,-0.0012040510883653873,-0.05296282521107476
NTS,,,,0.049937535299467456,-0.0354759563379612,-0.016203586367398205,-0.008677044091709359,0.043170320092150424,-0.034970870131656236,,,,,-0.01883807438605366,,,-0.012853380974696248,,
SFRP1,0.06954279823975208,0.006888431998342723,0.023174727373257542,-0.0204785578184287,0.001900693452006816,0.011055346350425347,-0.011350742198620116,-0.028252301144350678,0.003861024247628905,-0.02291702164398783,-0.029896472056956714,0.0737110608905194,0.017025383971872313,0.03327116360037733,0.012908223906963175,-0.03871683864225623,0.0030059056826450084,-0.01501232267089367,0.0752072445396788
CXCL13,,,,0.01534171556176148,,,,,,,,,,0.022175483573917836,,,,0.04624085028806018,
MICA,-0.017130799203238747,-0.016310287181310328,0.11204704509416973,0.10395394236122044,0.036162708870501305,-0.02768430349886022,0.031744373152524936,0.05257501395986005,0.013905635094622113,-0.046176505731413076,-0.0769044299502855,0.05825671277878689,0.036703064605601465,0.03716175591490784,-0.059394828064338996,-0.056456021327937735,0.05668289464095749,-0.03560698491286909,-0.08904217583345683
TG,0.0035393163749770588,-0.024576521579690088,-0.016464889825028233,-0.02525416252104367,0.019514042047150227,0.07973814478494504,-0.018305867293358938,0.008826183053306558,,-0.034349873668614465,0.12030710263488685,-0.012900932743847838,0.04220375781789306,-0.023201147917391342,,,0.06695553566408698,0.06865435791684717,
ADA,-0.003938454636233724,0.039386770219309586,0.07107397278322969,0.023211725353280418,0.009162952282499932,0.046862843877245486,-0.002315964800867347,-0.006044154677658617,-0.07043533787928923,0.04326680511891128,0.03912998511033709,-0.007909061831735282,0.03195313614545292,0.10342108984482218,-0.017799621590865053,-0.03746571603450426,0.07116723272359234,0.050596087750960195,-0.03377263223150184
LAMC3,-0.030278629824997735,0.05989030616471222,0.06213788031651918,-0.021486370303877025,-0.02256107176728033,0.027063035813230708,0.08111528997533665,-0.0018407265252817723,-0.013000093138567216,0.06154996310696989,0.05456663644946029,0.017499011818716673,0.10013573339110268,0.004458036548565164,-0.08314690166341376,-0.048104301391280524,0.15199818540984353,0.011053008286317792,0.017112604728153385
CCL7,,-0.024464852132006214,0.13221417376854916,-0.02690677642080103,,,,,,,,,,,,,-0.01985199491925622,0.05681560858999165,
NGF,,0.05833822839738166,-0.027275308430994304,0.009511839049505838,-0.028692892951700473,,,,-0.0033397391935689196,,,-0.0011263982763074932,0.13890626412282556,-0.01525461940271587,,,0.004655428064203947,-0.012285905306919575,
TNFSF15,,,0.07231898791502804,0.05172351684898578,-0.013837064373380848,,,,,,-0.03195348852390212,-0.05574884124560236,-0.03606816556514696,,,,0.056874049956109236,-0.03729514068339087,
HMGB1,0.054881831433188484,-0.037858089562110855,-0.06011783882917449,-0.028082325944875284,-0.040268482622053764,0.07992597097843164,0.016292217899909384,0.01483189571137857,0.0653096092267346,0.03835310012267101,-0.05263289601944697,-0.007445622703495914,-0.0325999477956889,0.0011355551410252697,0.10346932918086074,-0.06831030304319634,-0.05756050184605652,-0.16538618117742687,0.09958162848704563
ITGB3BP,-0.0169405114960652,-0.027571514188102986,0.025757178728994832,-0.014621783548060636,-0.0050103401758939,0.01508860181188247,-0.010313584765008254,0.06743394564698149,0.01094260719688478,-0.07992212239212859,0.026969163732764173,-0.0389116737066967,0.09068012115759533,-0.020361274969650088,-0.06129485911349848,-0.054767846792401244,-0.0045752503135250994,-0.03488684794640033,0.11345174582251283
AANAT,,-0.02550411124780251,-0.012061410253045673,-0.017950630477742004,,-0.01189149142378153,-0.016462573436739143,-0.02356850944822177,0.00227257314385676,0.004380771424734377,,,-0.008609281261294321,0.05687705006572259,0.04470786219085155,,-0.021004238496002758,-0.020575967235102518,
RELN,-0.01630759268032365,-0.015913221370311974,0.006406140405857265,0.0008357134099215728,-0.0559132327947814,-0.022889609140070554,-0.03624527257137135,0.03512055273724718,-0.008803987047598836,0.04108187546574589,,0.10374749474042039,,,-0.039464605462286036,-0.06152985870638425,,0.09798071673926412,-0.06227144052959007
IL15,-0.010057371511163697,-0.007139131455257708,0.05721912268041417,-0.03555466719573295,0.0725793431269936,-0.031017855366120367,0.003961487270400738,0.044808967333204025,0.11089862026730718,0.04567275490773299,-0.03940823241168057,0.04401078930623681,0.033623537157511124,0.13107189913909154,-0.04065174828627107,0.07234443313769304,0.0931569078447277,-0.046599118591921534,
UTS2,,,,,,-0.01918068123534209,,,,,0.06805653471402054,,,,,,,,
BSG,-0.07950243108036999,0.019473343750845994,-0.017019788974285636,0.028882407256527357,0.05843977233573865,-0.045120423270551616,-0.012726294604224166,-0.049445606699391506,-0.025184406212763626,-0.11840677577024684,0.005455518597236848,0.027889494157149086,0.11216244257708777,0.011469139976547636,-0.03298817836071416,0.0689089094348961,0.05650238101568726,0.004989981245166208,-0.08263787807797429
ADAMTS3,0.08701973461404795,0.03414189910471923,0.06023747348188936,-0.013988187562177823,0.0629987194475995,-0.019015719962611057,-0.023220780439072754,0.04430259858373063,0.008767855061553137,-0.01715175547080875,-0.06799992596908763,,-0.020062116559977562,0.050267039976048596,0.009710925073717784,-0.01660284565779182,0.03147684035536479,0.051072769079781595,
CD34,0.010012917490472404,0.06500921766025028,-0.0038659126330865424,0.027319934343544912,-0.0072522795875487696,-0.00011910197112467674,0.0382053038369695,0.028136138870509624,-0.0007338638737182303,0.07689705703193657,0.03352356977849632,0.07021549834325472,0.0616114305276158,-0.0015525806330742233,-0.022073724712106,0.048433654122348,0.07763570234493634,-0.0363238789518031,0.030945255305542544
CCL23,,,,,,0.04295639626853303,,,,,-0.030151615771180047,,,,,,,,
PLAT,-0.04186182620299155,0.02091372895714157,-0.069915204699352,-0.016814189542253378,-0.012099253520797198,0.07033015464000866,-0.0543212389697182,0.013195906570450375,-0.055176428861020914,0.03042372150835562,-0.0013440445897640301,0.09553254732449756,0.06836421113078653,-0.008393568500912277,-0.1280991521922553,0.10855109780809653,0.056570452309272094,-0.06863207993695698,-0.02702005506371855
NTF3,,,,,,,,-0.03061133391847255,,,,,,-0.008119780031957445,,,,,
LTA,,,-0.015257156439977245,,,,-0.01585517388804881,,,-0.028448963882256952,,,,,,,-0.02826853960090815,,
CKLF,-0.037169518296188385,0.017654812813929218,-0.006453672318230726,-0.012179382341210753,-0.05807735295166167,0.038620782775562024,-0.001999748132940396,-0.03328537336294381,0.028492299922109877,-0.04027488072419683,0.03861882185767632,0.04102648618918001,0.01673108479438397,0.06946364955452183,-0.07885521472163187,-0.005789260805560812,0.05498205645775699,-0.05752912238502259,-0.10999812835997679
CD24,0.031085576022056076,-0.05208132029733891,-0.00022547953588847934,0.01625686647339512,0.04652445351013498,0.005309279524994824,0.014371981646073293,-0.011131992703113835,0.010045116049833816,-0.0010553915979209002,0.04796205373305304,-0.10484922091380698,0.1380112699700797,-0.0006684673015758958,0.11256636365867753,-0.028744652698048913,-0.05699398672630423,0.01522822583191253,0.0923559092680994
HSP90AA1,0.014797858157489298,-0.07669765153130431,-0.020366160893008724,0.0011251177133124286,0.08216109137699908,0.03164473502857231,0.011905630061269478,-0.022295501816931736,-0.04310425324796422,0.04343401753026264,-0.04064034147626577,0.03947897571938317,-0.06220599570949476,-0.06787304005290731,-0.006651752731389809,0.03449711674098123,-0.1126103421706931,-0.05064734988806995,0.00847106350164273
BMP4,-0.020244081562036526,-0.0114730761560002,0.051380955931684506,-0.00044354359178647867,-0.022617060465249667,0.03898030021637481,0.03436483826106739,0.08160736691600874,-0.007945456050565155,-0.00984449861868457,0.024193089742853124,0.034136018079819905,0.11086368057183765,0.11035616786736625,-0.010693289712765409,,-0.003939670528290602,0.008969392961750406,
SCGB3A1,,-0.02446484968555369,,-0.021376984900796144,-0.04309676889178745,,,-0.019880268235847157,0.049728881965295096,0.0508460419427848,0.005639393264090526,-0.015861495449049964,,-0.014901819773512197,,,0.0004165261250092706,0.012603919267071136,
IGFBP4,-0.05166956533623959,0.05510404388572082,-0.030206198692995827,0.00532296576607074,0.019132054844227343,0.004534737799886841,-0.0073306035109299995,-0.0379650287260345,-0.004124534137246787,-0.007914240808220264,0.012729698980436039,0.043969248209242896,0.07408301003709677,0.019861932435548436,-0.08561147141008636,0.03890481030679665,0.17289666405728601,0.03980842240341198,0.05708825578822791
RSPO4,,,-0.023353750991330285,-0.0246725155147832,,,-0.0034609633075111854,-0.019880265327908205,,-0.039463191677107864,,-0.010574104565859457,,,,,-0.0026838449542432234,0.014495202547502292,
LEFTY2,-0.019476283008395216,0.0034088473274522593,-0.03409078915665949,0.06302575364819801,0.010984783060547516,-0.014096374051940311,-0.032311246249629506,0.029908223680356335,0.09503278422147003,0.005965386354017041,0.012515899564474539,,0.04742878950428148,0.0053150262229139265,-0.03465428440336015,-0.055577182989853105,-0.06504604256046267,-0.05329540747304264,
PF4,,-0.025378354365948562,-0.010386083160295276,,,,,,,,,,,-0.014172415922556459,,,0.014782922054546507,-0.020324562327387025,
ANGPTL2,0.08892988515348386,0.003916548314258314,-0.016432870870668033,0.012904236380517927,-0.043587286402394176,0.004367931221451653,0.03995993504495822,-0.02135461374620088,0.03301867277556708,-0.06970206871214092,-0.033813659263964325,0.05146657944839749,0.008832086664797482,-0.008947031333687287,0.04588192952807679,-0.07534038491666513,0.09409167781808198,-0.0732772880504126,0.2168849966482685
LRIG2,0.06301672104795591,-0.03193841211141412,-0.013772092077790034,0.0001096820833794898,-0.020238213516709135,-0.027705110352886118,-0.0022019261161386862,-0.024990060816945874,0.03179927881725305,-0.05380924598947826,-0.033308750760312845,-0.03519564287804882,0.0538258710399672,0.033421729389994694,-0.0017082661916350576,0.10392363246043733,0.043450898854323,-0.024073712689228515,-0.013541399794090775
ICOSLG,0.014441514828811333,0.04057455806112876,0.022646121285260196,0.027940930169126056,-0.01022666976131824,0.04039137473298487,-0.03634902590328632,0.04013057429018824,-0.0243436765037856,-0.007185701266100993,-0.03197719072005822,0.04853050104991499,-0.004315558459361635,0.032627843167764355,0.003010891241921171,-0.046749545549634224,0.08216045473843675,-0.03174036513819235,0.07054757166797612
WIF1,,0.07564056513236853,,-0.016131028090713644,0.06275334134829115,-0.035184669559419804,0.00534765170023457,0.027220213167200937,-0.0010101781100471392,0.07690268616728638,,,,,,0.020836746130015793,,0.10567282472444459,-0.08802518277264247
NPPC,-0.05413401678684511,0.01056404449351233,-0.016111376256460974,-0.018140138840684758,0.03096803367699361,-0.01973273633954658,-0.027758446844116765,0.03478173828336145,-0.022781085016722824,-0.1251212297006799,-0.026639987353047682,-0.013837389252210931,-0.04286245089882864,-0.026815161044319233,0.014134608302041402,-0.06234615423438762,,0.006328199416761833,0.06498309752232036
LYZ,0.019794911237215454,-0.007356778216665595,0.026938278116282813,0.013913875965194826,-0.03301928670265002,0.05445480824316974,-0.05970225419986054,-0.005450415518050594,0.0425870413492206,-0.006274343203733088,0.07815962092314792,-0.022365503151131838,-0.013720709755433337,0.08882820906846486,0.04466901207602728,-0.07310419907208085,0.014783989354982095,0.010991740863044708,-0.020456017416555075
EREG,,,,-0.0015263659644923922,,,,,0.028299696791937005,,,,,-0.04503345965952877,,,0.06481533142852929,-0.0021973496351091267,
SPTAN1,-0.06106511823541627,-0.05143598862853561,-0.07136537705149264,0.01693400914414393,0.09825348380361655,-0.025172643972486638,-0.019065307582700086,0.01400447038855042,-0.011436534677060975,0.02712658341616291,-0.04377833254791351,-0.03194038405705996,0.12221646750896269,-0.00968343004158493,-0.0577820122168792,0.09476128598068446,0.018825108959412928,0.07699267670691176,-0.0048811088291439595
LIPC,-0.02518447840532692,0.0016897974104298711,0.058379510922218505,-0.007831085730965037,0.07899607241924682,-0.031102029245000815,-0.0007179494863855852,,0.05867986943320446,0.05721365912114037,-0.028248979609021417,0.04089626300707184,0.027786383928249853,,-0.03220189430886965,,-0.0357421253624282,-0.031694938342281674,
COL8A1,-0.033555887129388305,-0.00024021185764354288,0.0224372748187159,-0.0015523184686675481,0.020464740307245197,-0.021344106401573037,-0.033466839647980966,-0.006525298435815585,0.05618634837710832,0.010945258808271009,0.059445648735267975,0.08619317778493261,0.09508296950129899,0.010016301947555676,-0.021770776120557084,-0.026041106481177835,-0.03762552752913933,-0.010986796708757999,
GSTM2,-0.05624018648896935,-0.022427828236546935,-0.001829669976261381,0.09524761167395003,-0.02854964062090046,-0.04356194166562664,-0.004483962665947815,-0.023241835691479064,0.06895218303622745,-0.028969985746015912,0.06235975086706343,0.04018168104849387,0.06951742099056597,-0.04381083527477185,0.031616758567856916,0.00905689120182845,0.04981122669073873,-0.017917248919257816,
SPX,0.08077614751202461,-0.008452467487916627,0.010328705628552516,0.11396206979323116,0.05652748383746184,-0.0321886760468753,0.07023698823578736,-0.00023197374521743893,-0.004239551599123358,0.05842138666276457,-0.03531641351423897,,-0.04625391076392278,-0.017596865866032728,0.053584607572973016,-0.09358133673072533,-0.016932912886435607,0.09625641649961297,0.21626633255127342
MFGE8,-0.039018959649535126,0.08661205112951555,-0.020866556832173883,-0.007181346316947147,-0.04798105548549141,0.09095794122167075,-0.04623278991661898,0.02691227546650462,-0.005348890042118297,0.03197091269023532,0.03311993177869726,0.12329251409331678,0.005458813736441276,2.3819429982435918e-05,-0.09959321001324307,-0.027550050716962947,0.15084476064193164,-0.009530722025096524,0.023731747048928987
TGFA,-0.03656566782033958,0.03545037127937409,0.06306996436520607,-0.07074721157128262,-0.027133087451625182,0.040549997238644345,0.01866732570347655,0.04917613253775727,-0.013205989822792096,0.0386391042615538,0.012455162086255514,-0.020003525628435093,-0.017405798630573534,0.00043925913854915663,-0.04326102120493297,-0.015155422908828308,-0.01906413512897249,-0.0036242332479499684,0.09060476155988378
SLIT2,0.02575387547392579,0.011795999879549919,-0.0022261983373615614,-0.0010628207728829147,0.027549571717535866,0.002862806868346454,-0.0412028807634107,0.0173483818386455,-0.01511722366769563,0.07932836724429929,0.0015722941441082235,0.006413051196154212,-0.03237788473114759,0.0388354663717465,-0.08703928008541341,-0.01420385121707645,0.03292956169603389,-0.05268068259100585,-0.04374787458477931
PLTP,0.025410826114861583,0.011179667405774297,-0.017082831415343447,-0.0024327291535011755,-0.026266064260157165,0.05487619429796262,0.03956439951186713,-0.019374390448813335,0.08028360724626314,0.021308221954341573,-0.061763614134777815,0.043675120661577006,0.13930713605246067,0.014175786724437072,-0.1025069984128221,0.02530731661011375,0.04904862655599289,0.03880806743921757,0.051477906169427545
APOD,0.10734655484138661,0.030973740079541737,0.027612758167435275,-0.03035178390429698,-0.05665257993584284,0.07675328233238334,0.004203083342312884,-0.04453000977134381,-0.020484377184753325,0.15969261812004262,-0.020634088826186517,0.013504177818213356,-0.1915032623652863,0.015685299716216555,0.032460134968195054,-0.015497503031386615,-0.019871849116882424,0.0668072301943025,0.1040721799695014
B2M,0.05730744022899878,0.055647022331215074,0.0029843939770336126,-0.011781897168383995,-0.07654667646096382,-0.0004722501784195312,0.028005236170677444,0.00883150502333952,0.08222577786636409,-0.103219319537679,0.00499248057254514,0.060195650902566664,-0.14210065100823782,0.08124816691005064,-0.08034777471449735,-0.06739855234658187,0.087485428764391,-0.01329147308502929,0.05392524053161258
OMG,0.07879046693719798,0.026799743421343405,-0.030733561589136333,-0.025223763421497642,0.007796283452335949,0.038825902119256295,-0.008065340048163134,0.010037419743868762,0.010960117355911542,0.10737592327168441,0.01743937598464823,-0.0756122526014511,-0.0918448432391159,0.04216786055430914,0.039718573662411626,-0.0630909429292315,0.030740283993763155,0.06358984234023171,0.10959968915456522
CXCL3,-0.01584093622431927,0.011474715296517267,0.07077518378275723,-0.0021277377591880195,,-0.015612959795425513,0.01237458048424306,0.00556254589018858,0.0586236962124668,0.013129928896763168,-0.02745517849658477,,,0.02627962218044842,-0.03035385209608288,-0.05006041022994994,0.10032745341644636,0.0271873034172537,
CXCL10,-0.003927132052126362,-0.02162347000232244,0.042693597108836766,-0.010050131583541226,-0.013327092911943334,-0.009734989196117818,0.04339918642937301,0.03023862013990874,0.0004030293108254639,-0.021694085917307326,-0.04454106631069306,0.07260979377675425,-0.07085225573993653,-0.019009318285758185,-0.03753585295727237,,0.025063446315434626,-0.03623799129499804,
RSPO3,,-0.010776926347300618,-0.012061409361844013,0.08238097799745006,0.11887117439577338,-0.01952645945676136,-0.027851636752184265,-0.009575628749967272,0.04301380400305279,0.010013016118095484,,,,0.08999735977046815,,0.010190483280968287,-0.020145892974853318,0.05002964647065635,-0.03137768403932811
CORT,-0.019670777536977515,-0.011645379037654432,-0.005123406498177573,0.02148646797803999,0.03834349528713459,-0.022331873328590872,0.009164743029662773,-0.04155119429446152,-0.03885458026567801,0.02674125793000702,,,,0.09373324146355722,,-0.054163049605260825,,,0.05838438607959332
NCAN,0.024812692546709245,0.022002078069426986,-0.08088293146811598,0.0660970637527714,-0.011023886341583737,0.03020466842169022,-0.03281683102770666,0.07184934222676456,0.015276323102503177,-0.04483146678942366,-0.07551639621314843,0.17625559110212397,0.08281125114475152,0.025302891081176063,-0.1146693948873902,-0.12374896070122704,0.03636294633734598,0.04867915034013547,0.11491382676080171
PRG4,,-0.036792215878954176,-0.01190409089213399,-0.01710303570774298,,-0.016915218972446827,0.024803307550037092,,,0.02801531022853105,,,,-0.02188362448584146,,,0.17193406062395405,-0.009505057062368222,
ZG16B,,0.017301828569365955,-0.013816153347555319,,,-0.018262697143681807,0.009038495701088394,,,,,,0.0008135284903819738,,,,-0.025119760441033628,0.04089484404358224,
TGM2,-0.016941002558841997,0.02265578313545857,0.02896204494530102,-0.0299187253721158,0.003057898828811731,0.015025984132347372,0.052850277951354496,-0.011422459279677742,0.008150094070011823,0.08557315849231062,0.02389910220574539,0.179049988022557,0.055434906920125815,0.00890183026719795,-0.05926798522604378,0.08885393479270934,0.08514503876006015,0.08018506713258595,-0.04653894056166164
VEGFC,0.04993816702035648,0.023414441787120047,0.04677881559635265,-0.026327239352413562,0.04887098983236148,-0.02230165417989327,0.03385811783593278,-0.028258459805134452,0.010984960356052715,0.1376718365358871,-0.045442075544370235,-0.014309834706985672,0.010722635131973645,-0.029715343543744627,-0.0019131727998528626,,0.014414835874171165,0.038357939860510136,
WNT6,,0.025785814501873613,-0.016464890508659197,-0.023566336618251763,0.007181366227998593,-0.01663390290732122,-0.02803723412525046,,,0.041030749369257415,,,-0.007437354426124088,0.016552982690337135,,,-0.03033727342802051,0.12065297567604748,
NRG4,,0.056521304001130965,-0.014487823178758491,-0.024361037758309927,0.06985343589223014,-0.021068978302268223,0.0341296001748656,0.0008547221230309298,0.02964906837177646,-0.029802349535122154,,0.060631175363731575,,,0.0871194554766262,,-0.020145895232727275,0.04939720386124636,
PMCH,,0.16086756855758597,-0.02007429046896503,,,,-0.018440531580263514,,,,,,,-0.0010761109462787612,,,0.025794716146716693,0.023407251448826244,
