,MGH258,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916inf
ICOSLG,-0.04508880370586833,0.0185787942960492,-0.01947567373253296,0.0579980148818796,0.017516340512528737,-0.011371538589184325,-0.03851186893983491
WIF1,,,,,,-0.01716079283469864,-0.05176048821713449
NPPC,0.03999588405240341,-0.011195770129950737,0.09027420928899485,0.02437715296350983,0.04543884993981997,0.014818931318744035,-0.08242124057703767
LYZ,-0.058592330529672325,0.0026644225993291385,0.09625306738737066,0.03774554804870804,-0.02454925425416572,0.010670871031674783,-0.01741310941470163
EREG,,,,0.018834783127834785,,-0.007077739836936984,
SPTAN1,0.07014645929634676,0.10243855254104385,0.09906588518608997,0.07244058075053875,-0.016942004918031984,0.12804032757015169,-0.018541398589583133
PTH2,,,,,,-0.003534706974746895,
LIPC,0.04180827216864646,-0.001859768358532218,-0.05996355531227856,,0.020071278209948275,,
COL8A1,0.05312566723647962,-0.08375237631066218,-0.023277143217311988,0.11279841064351899,0.06676201243643948,-0.030820347320377587,
GSTM2,0.023487526915175614,0.1164513737432095,0.0038251991247717403,0.03623880565175698,-0.01663763001973337,0.08414336735170956,
SPX,-0.05532709198151044,,-0.026360600478011014,-0.01976355574087786,-0.05062283855670546,0.03568487582001732,0.032376600952519104
MFGE8,0.020162536815428518,0.06122795620635825,0.04685283093075456,0.01437155059081593,0.03253717961508701,-0.02227140604337848,0.04580470207221066
TGFA,-0.043158964677035,0.06225581050506275,-0.07012435476664276,-0.010614952760135207,-0.049555634410359255,0.0349087569561638,0.05535702531052932
SLIT2,0.021312620184899954,-0.03735494168406893,0.0349843152549263,-0.0029961952613532087,-0.004501860279865206,0.0021388577474901103,0.08957058310047339
PLTP,-0.05354418436608736,0.1018659849991445,0.08225185813171894,-0.03154773772341885,0.06563568055726314,-0.07554499213503219,-0.0981559282620735
APOD,-0.04782356361117911,0.13189528604980186,-0.15067423995079576,0.1447177873923253,-0.07209171807012639,-0.018362521274098507,0.01628434262072888
B2M,0.018313490208394387,0.004253171960841657,0.022416817998366416,0.048908222249281486,0.06341883812960049,-0.07946351403543833,0.09054375201450252
OMG,-0.04289436590344191,-0.05267755771446472,-0.05954966560030706,0.11349542132741669,-0.02631484101301261,0.08172742366267839,-0.14242272362362032
CXCL3,-0.017380516813775754,,,-0.06742950236130056,-0.033937540671176394,-0.013443321882528397,
CXCL10,0.03187826515081107,0.011327093444052605,0.004698681365415808,0.016356498117965357,-0.021454383539146797,0.01951792333211927,
RSPO3,,,,0.0407067934085759,,-0.010548267963929886,-0.02951673566633531
CORT,0.022253752420243102,,,0.03354152052803599,,0.03371729674928187,0.19405289814728913
NCAN,-0.00024454911147028525,0.018922212731416407,-0.024040188169991625,0.10930035945806613,0.08089177995431503,0.07988422057830459,0.07395229341167613
PRG4,,,,0.04093996839002137,,-0.0440211981746532,
ZG16B,,,0.012364610768470046,,,,
TGM2,-0.0544790554638704,0.09168513885363438,0.03546609509342944,-0.02987759276466751,0.04937893079168866,0.0025399795428236696,0.01292789754350581
VEGFC,-0.02158258179271712,-0.04027983455936015,0.027726891342954182,-0.009300970809868137,0.07413289897249965,0.05582587138770534,
WNT6,,,0.06438004988702667,0.05018490457477441,,-0.024500053355816485,
NRG4,,0.020629777965838963,,,0.007772872904655348,-0.02437752655526736,
PMCH,,,,0.08362326190427988,,-0.014035573300032798,
COL9A1,0.17069962529988117,0.015463820587474898,0.09188891950028398,0.06342565731561742,-0.007775695484525589,-0.023163747928238557,-0.021496278397636286
GDF11,0.031074291647451565,-0.06362750867773792,-0.026345425971348625,0.008957437065508675,-0.008403354327647088,-0.029295877018452578,0.11504935972829922
IL24,,,,-0.01566365991612694,,,
SORBS1,0.04470213362383216,-0.09109547134648625,0.02973988342192748,0.05989696278060122,-0.00782443533638651,-0.037423465877738364,-0.023473063046175694
DLL1,0.03457158956062749,0.04696845586385239,-0.05125879338045386,0.058250435129541256,-0.009490771412418799,0.061270512467988786,0.01772312699658454
TLN1,0.03037637768896068,0.12741462728781344,-0.007477852960025476,-0.06674225460526778,0.05742363214785306,-0.036966138092108525,-0.012184359717976247
COL2A1,-0.020271562547826184,,,-0.040824289372331686,,-0.015998104958509517,
SHH,,,,0.006651097625918579,-0.05834559146421632,-0.008499971153027624,
PON2,0.06548610324777314,0.049795233847716204,0.02233798980850248,0.11915344465030343,0.013252443345363164,-0.043883769422540596,0.004424319473167631
ICAM5,,,,0.019138247042142276,,-0.014514254452071678,0.049887138799976714
HPX,-0.023026105229638917,-0.005247065839885107,0.0469971000696993,0.06298659454362592,0.09551427155272078,0.05284973388238524,
SFRP2,,,0.0595036174758146,0.07307507591647477,-0.05985504735665207,-0.07697770806550276,-0.04652016939749611
CD70,,0.009709796351561497,,-0.047177966143215254,,-0.015033385566049546,
HP,-0.015350169138751875,0.03326560727836241,0.06936520897643013,-0.01350909790295046,-0.04603627247638147,-0.0032306784380013794,
CXCL2,0.01976359689349477,-0.03526992542420176,,-0.04595703798907543,0.039799869717918136,-0.003979813888368237,-0.05328979522110656
NPPB,,,,-0.007521392271854754,,0.01378668548638767,
CCK,0.08369159091603787,,0.03154389708836506,0.10873713466928539,0.07964822323375262,0.031094886978450476,-0.11517014317535137
SEMA6A,0.04174097342605269,0.009407957982047488,0.0075588861006311734,0.04172951037556083,0.04725472113655074,0.03839290821724299,-0.03158285317158533
IRAK4,-0.027514989402927358,-0.055196635060257154,0.01175943244217341,0.04068757433726076,0.008646720312659732,-0.025031781013222728,-0.004793795687169098
GSTP1,0.006078862237239205,0.12746940199871,-0.1240097734791531,0.04670598541657729,0.03183959619455212,0.05555314766899666,-0.1284525793453489
VCAM1,-0.025055939068340097,0.015496140124501817,0.09736002031589458,-0.009472144932136503,0.060317994178086365,-0.014453561402113268,0.020069637651547137
NXPH3,0.009869928524979827,0.04910838271260989,0.09571388689500866,0.07014311728714093,-0.07059349512761302,0.020802280953813666,-0.06195000828407352
MTMR4,0.0008763842510484265,0.07351303604216358,-0.009874713849176944,0.046625817929799085,-0.012359831742596574,0.004324736717296821,0.09715909164636746
LAMC2,,-0.03580121471951473,,-0.020570780608508074,-0.004720284109623318,-0.013623713125730803,
IL10,-0.02241773076211905,-0.0008765484415984283,0.023934380496651992,0.09663862677305546,-0.03352284267246537,-0.001026824544967057,
SEMA4D,-0.05656761441143763,-0.022450901810274385,-0.09476654327902488,0.062333157957742046,-0.11249778562173375,0.07133671735323321,0.01720552896852566
TRH,-0.01981695166549253,,,0.01795812347814538,0.06177737993933169,0.03669216949144904,
SEMA6D,0.036215934233421815,-0.01696094809373355,-0.02307292030178135,0.02207576061276027,0.029856555326388527,-0.01907962084944945,0.12322009413112797
CEL,,0.19341521516704957,-0.04364366843344928,0.10527660908460933,0.03576927652165966,0.009187337434567757,
PDCD1LG2,-0.003582617423308808,0.04033828519978584,0.05490858282283956,0.045921735176296094,-0.030205867515045517,-0.017095915522119077,
SPINT1,0.07498972416892631,0.07907863301267119,0.04179455216821624,0.038423255298827404,0.03821351929297966,0.06303347141608444,
CTHRC1,0.0631006111010581,0.0989690129188845,0.05461761557457001,0.035405588409837076,-0.015721708308957694,-0.05061847136179752,-0.05578589457898713
PODXL,-0.0043210831212893725,-0.03091633113249762,0.07058118423640738,-0.011764529378338306,0.10225738169192652,-0.008480319325521938,0.10373161580627344
JAM3,-0.03068552895453321,-0.025028642913794148,-0.14192560098884205,0.020208010000629006,-0.020979106072614356,-0.07345377540800328,-0.012912876715407648
TGFB2,-0.0661091693232789,0.0005789025477977295,0.06650677643163055,0.0055044823390495,0.09270831249650739,0.022494469285435702,0.03654090790955579
COL18A1,-0.006999149784200909,0.006337803200400423,0.022586809007344298,-0.03396577055594812,0.08476426684959057,-0.10889974125073935,-0.009080000120920079
NODAL,-0.031351435606787235,0.03270989839409153,0.12690704345006273,0.024107940586769024,-0.019802345348607326,-0.015579737756642441,
INHBB,0.03860002833176765,0.03470233205258017,0.05533619545442658,-0.006755230529827159,0.009251546992241216,-0.0316337332660635,0.03221507003400895
LCN1,,,,-0.01827203133493815,,,
ARF4,0.015811095627771287,-0.052443177249270535,0.13779298717987676,0.08264838890326034,-0.0035081345040320956,0.039008078403809876,0.03262866449895034
CXCL14,-0.06797904194629067,0.023908839091501245,0.012433635889124738,-0.09660666111149571,0.05936140290235362,0.016198070441250153,0.019163176905522387
LIF,0.07938245841353589,-0.05541967265704066,0.05800926887800916,-0.05012542617639179,-0.03639729325585489,-0.01697703067930885,
IL17B,,-0.034185719693463075,,-0.015112548723275403,,-0.019382641470029216,
MMP1,,,,-0.030116891250776965,,-0.014035572188501273,
MATN1,,-0.011678554962006395,,-0.03231815512031268,-0.03515458718639641,-0.019975892859371062,
ADAM28,-0.041149859463269524,0.010992857532382418,0.06278374702316915,-0.009537156125997802,0.022560373680489635,0.008570970762102286,-0.024059462034506107
TCN2,0.04375803332393984,0.03750751891365531,0.07292507109996253,0.0006567185612800024,0.026560966091570718,-0.011885964565777432,-0.05671596679500548
THPO,,-0.03580123274845358,-0.03256360969633779,,,0.0036087199118243506,
CUBN,-0.0392726245189648,-0.08097530702407382,0.054849361377212025,0.005247428473390467,-0.04799346126139887,-0.018254516754104857,
TIMP3,-0.006559557972288573,0.0021091605803476793,0.03240648479577711,0.027656725259581186,-0.0005274541011556206,-0.03916155000067952,-0.001600337875834475
PIGF,-0.002006297017281657,0.046697852284097674,0.07319633824323184,0.06265437110728257,0.015410234449009935,-0.03163238937018674,0.0456278591817225
CRH,,,,-0.025424934955562764,0.03515157287983535,-0.03808725153439832,0.07982935680906392
BDNF,,,,-0.008876317545412687,0.09477071688204687,-0.030246260910289507,0.020040826379401275
CCL5,-0.004976100493037365,0.024357203032104424,-0.007441782464979224,-0.019849628791222425,0.03167713546639495,0.03919109456669172,
GAD1,-0.04936930016800723,-0.03934366330180692,-0.003949448927556848,0.07330310509563763,-0.02989430443473354,-0.04128841095787813,-0.003697940382213969
COL14A1,-0.01202160251402197,-0.017687896562432682,-0.002021459364668816,0.015785847912770344,0.03757357107525655,-0.03867020698547611,
HLA-A,0.033748776446420006,0.007441228561551603,-0.005550891495952783,-0.1179739030090893,0.0916181467630528,-0.13258747547304664,0.031806795008414344
CD5L,-0.011679014417085886,,-0.037170465609799364,,,,
FGF18,,,,0.0021399306670474845,,-0.009144417912467616,
ADM,0.11409895156909305,0.01956024355798406,0.002576654958931826,-0.10280018995456482,0.10299261936791337,-0.05225989362023603,-0.05416678856656657
GNAI2,0.026805113422516277,0.047988374023706176,0.09563052999947323,-0.04030893711882784,-0.06261524395278764,-0.06178160711300772,0.004947403268492621
HDC,,0.04633901235989691,,,,,
COL11A1,0.04959324047770601,,0.004610571204814497,0.03185793231480367,0.005812730960735487,-0.06076986025349589,-0.05070722670199503
NUCB2,-0.03474051053067512,0.061791590112653796,-0.007758699554578677,-0.03414405357386453,-0.01623021962218927,-0.02914604079182933,0.0424880044155514
CXCL1,,-0.015468726976938676,,-0.06741659973514294,0.004684377822653855,-0.002484451672130218,-0.03402515080359811
VCAN,0.008807344658632322,0.007612504746956826,0.008185196568154553,0.0599188992014425,0.018707151434833768,-0.012581390918672867,-0.07465207214105286
MMP7,,,,-0.0799710988139468,,-0.07018533549464048,
PTPN6,-0.04958930118528058,0.05874586981124788,0.007778477057475269,0.04475967489231613,0.024000756776805646,-0.022572740037913343,0.042533975203061694
PTGS2,0.027260414744430896,-0.04210252729387359,-0.02950514533949246,-0.10019131422049297,-0.04346002321181472,-0.0696543107345521,-0.10385883734805405
XCL1,-0.019352533895854243,,,,,,
CD58,-0.05210483569966886,-0.00638410026690079,0.02566169166675408,0.07840541234440754,0.06011821591514415,0.007529259335072297,0.10095063077608071
TNFSF14,-0.031657629074544356,,-0.02751199982531145,-0.031095670596404737,0.11954822035000019,0.017072752155156374,-0.036947686318673595
CNTN4,,,-0.014271151702408582,0.025080982588217206,0.0022863818215939835,0.015568213788951181,-0.051578497539546506
INSL3,,,,0.07401746310204567,,-0.02026662767924598,
BTLA,,,0.11016091426351865,,,,
MFNG,-0.037247453911435476,-0.04252637536312734,0.09731259493356771,0.03737411459997441,-0.030350968765038514,0.04454149139912295,0.011560684437332838
ICAM1,-0.03094129309344575,0.003590349912790025,0.07346474251615227,-0.04665317372394783,0.059790038285822286,-0.005567948704333417,-0.06961174093591062
PROS1,-0.0051539201300914205,0.0899450390516964,0.06498049611192186,-0.024252629456797358,0.025815577599784024,-0.08046886214741848,-0.010274507317570536
CLCF1,0.0018963419550517646,0.027944468327742254,0.03566976106304683,0.05719449981099988,-0.04010018702651351,3.688366800136123e-05,
PSAP,-0.09672420649810634,0.10378551004637578,0.047096078828271326,-0.021613514972170414,0.06347122304692844,-0.11971139448062723,-0.07079724744359306
EFEMP1,-0.04525909800468602,0.07924156677841664,0.06837468353525909,0.03683612828405129,0.00744780537268759,-0.08414586120598631,-0.08981870171078354
C1QTNF1,0.029488694018298386,0.03487848039320881,0.004595651756270305,-0.06989956925617388,0.09928240422334658,-0.09430258837785765,-0.009958011273048233
ALB,-0.029134787036071433,0.07629178739482942,0.026239052187206336,-0.00026979089153123957,0.0365641593490599,0.009216336215697995,0.1503887985957564
CCL13,,,,,,-0.0227332342683898,
EFNA3,0.10454255161975406,-0.013271473716012937,-0.03864004728710943,-0.010610645292174653,-0.041812634984227076,0.06412336143012438,0.1633328708382068
DRAXIN,0.039221979184419734,-0.08720624174765054,0.12198806750809801,-0.04875525677960079,0.10121444224771053,0.011292739511297646,-0.048023755746757955
RAET1L,,,,-0.018272019360213932,,0.08064407804702743,
NPTX2,0.01163866210896911,,0.07232314239227154,0.02809688790908589,-0.00566450928073045,-0.02227064638263626,-0.03265906738314371
FGF11,-0.05356126194582254,0.005416008907042238,0.014557155064831491,-0.008043874958334887,0.015664864584826493,-0.07169167601859198,-0.06032181869144658
CD59,-0.03434125333082036,0.041919703979870084,-0.045175800295686734,0.01839771274289876,0.055814741292583285,-0.051606918489689485,-0.0527956969065216
COL9A2,-0.006217916204270343,-0.0244675644453467,0.04869240987489677,0.07135074299972971,0.024766171177895237,0.050598405509385457,-0.042078400121042324
DLL3,-0.09695898973929537,-0.0723827925962238,-0.042661522914768664,0.09565889529873595,-0.02654337380950422,0.09736453892867854,-0.0722753677410202
LIN7C,0.0225444277938726,0.009354050497733376,0.0361488673296727,0.0244071970878048,0.0027671258586793885,0.04319032918704539,-0.0626181925329751
GDF7,0.0277474537409644,,-0.04730228134789859,0.08786707599165952,-0.047537791738028995,-0.01647558535066472,
PSPN,-0.031186166136569417,0.09739846612409812,-0.04517073862712697,0.06187923430445482,0.0599465534871191,0.10548652120829875,-0.01538405958469031
ANGPT1,-0.026749772423741987,-0.06201038708723845,0.008175243568276876,-0.01561762684364046,0.01041523166006117,-5.599164229375448e-05,-0.07402632961505895
PNOC,0.05586148786133727,,,-0.01665681013165049,,0.09517506889343623,-0.058206889144238994
L1CAM,-0.03010132411606191,-0.024970745214417195,0.026709543292087003,-0.07414636286304967,-0.05612036414265173,0.009295634385376332,0.024883705214678954
APOA1,0.0037681887021375642,0.08499585907356054,-0.06070525122295523,-0.004947225796308218,-0.03802551696115723,-0.036925576722201266,-0.030864720661461034
PSEN1,-0.02679135441708926,-0.013265195520064929,-0.11637803557641686,0.06564839809614717,-0.07182240352373372,0.033693612502403124,0.09671139225103614
CALM2,0.013859259417296094,0.0009626901893727166,-0.07287638077512512,0.07724425023746952,0.0007165091576088707,0.0488524183071306,-0.023419336706748003
CLEC2B,-0.06552638369537332,-0.08260737601012191,0.06593682117067842,-0.07365253164159874,-0.007760496706564324,0.0035509531219621235,0.03195295090072972
NTNG1,-0.024632034364663758,-0.033070058340448495,0.003104851374882999,0.07001951174834709,0.0076935701534341545,-0.032722351795705165,0.010697144284409496
LRIG1,0.03276437265698439,0.021449267464074006,0.0544940358399258,0.11625064431782614,0.08514708280019397,0.07207860353957588,-0.050230989587380044
CPAMD8,0.009310897103746423,-0.04263217273043652,-0.008110881669645654,0.028079519393704358,-0.029547525500065636,,-0.0017560423482923773
GHRL,-0.028140592392110732,0.035313582577190535,0.02939897635637706,,-0.013559125774927091,-0.017821544312888397,
NPY,-0.025876031063401868,,-0.04210607138987915,-0.0492356229872284,-0.04187591082280247,-0.021544443112556506,0.029951390335868838
MMP2,-0.04362135949272105,0.10469136065227153,-0.04370279990866453,0.05978247410076812,0.06227545028291865,-0.04098736188436996,-0.0031176814454954953
PPY,,,,0.06034825219271268,,0.027034131292398744,
ALKAL2,0.04516296993332843,,-0.010700607403076542,-0.033118864508929334,-0.036365679496339176,0.0351048157204035,0.0876112278239494
CSF1,0.058313880868790496,0.0166013526074933,0.049644540863505025,-0.013673320043991322,0.0694638221607216,-0.03444663107299705,-0.060625558513817165
SEMA4C,0.061642949894340694,0.04630250029744826,0.04817491032536115,0.022621333644902066,0.006016497175575104,-0.06014899077564848,0.021655803967019806
ICAM2,-0.013894614769019703,0.022152064670041577,0.03959761989524694,0.03870722529265609,0.023414613242762707,0.012651004212156852,0.018253131255826272
SYTL3,0.13017073747008828,0.006410664611174322,0.023570765819670103,-0.014095798860144407,0.06406857297042945,0.0025945289077280273,
IL1A,0.12159313404311357,0.06415862176286614,0.027208929323615075,-0.04127016278667183,0.05961433605197548,0.059434349966763785,-0.05939249466860604
HLA-G,,-0.012647684254456415,,-0.035095013088188895,,-0.029880844436087243,
PGF,0.041105645923402025,-0.05633169391787862,0.04658320065690026,-0.012371160801572897,0.01595734903492599,-0.025363117148381364,0.036035838709717584
LGALS8,0.07040707685937853,-0.02538098146437378,0.05314278447487972,0.018024049932782678,0.05521779350053779,0.027054294175256056,0.011034587807776981
DKK3,0.06470566440625651,0.07367333256393707,-0.0426176236069684,0.06790965337396146,0.13259138368627724,0.003745337387313203,-0.03913984564804364
COL16A1,0.09097119691075736,-0.006811403751766705,0.04333205332521659,0.08787848978093285,0.012504413471246622,-0.03407851137553153,-0.03658560364195621
TPH1,-0.018075948935695835,0.09693398327132884,,-0.03021943751762496,-0.005870493229195786,-0.0024356482899480793,-0.029516831381440043
TNC,0.08850406710112246,0.11784061122521042,0.10794805231883305,-0.06340901184960812,0.027509794993780704,-0.15018280063323342,0.04204710238766421
TNFSF9,-0.01763826202686847,-0.036325523248231406,-0.049613134455957865,-0.03935046140828344,-0.014960609670251654,-0.025462131369417895,-0.06361478222271347
C4A,,,,,0.15201274080017763,-0.01664934752010749,
CNTN2,-0.08658145757650713,-0.07436829782286779,-0.14064625532021277,0.07511576382288765,-0.10534341465704582,0.06351070648439683,0.08094775260838195
F7,,,,,,-0.016475586943813566,
LUM,0.09558621841382847,-0.048010076639335965,0.06734450616266285,0.04504153923669144,0.04789491367939865,-0.026434085854978966,
IZUMO1,0.011616712595904891,,,,,,
BTC,,-0.03658482905156652,,-0.026692452648944473,-0.014801205935847115,-0.01594374347931729,
APOC1,-0.08034353726258463,0.0782737145531301,0.0963149211020043,0.02400198017939562,0.045005149809711056,0.06554020040918765,-0.06216141449808256
PKM,0.014382568149597525,0.011577635827728007,0.09003178826359695,-0.11928033516814772,0.048741559767341854,-0.13182307357342934,0.09091204386278881
TNF,,-0.041838311931553226,-0.024581483576781044,-0.018272024343911324,,,-0.0231847884024963
GNAS,0.034359262780132946,0.06974837541796058,-0.04278022988341729,-0.05224187791297276,0.09399433947942022,-0.01271676163172023,-0.018858459275967958
BMP8B,0.00740604825226642,-0.010068045593220937,0.0007160839125561496,0.0753000073326376,-0.014525712128138532,-0.08731020430271919,-0.0018386139141316274
LIPH,,,,0.05998899749256785,,-0.02616396078184826,
CCL28,,,,,0.031543812162760226,,
PTPN11,-0.0301587425028131,-0.039004922824091764,-0.08665852595541915,-0.016107916769864346,-0.02824678179689652,-0.02624432957486232,-0.0328485576756053
ADAM12,0.041954873009052575,0.06635314640748746,0.0796530227312241,-0.037781497423664955,0.10576316262105626,0.03507547622085256,
EPO,,-0.051056263485327026,-0.04249491999958995,0.05739470899924252,,-0.015762722434468458,
EDN3,-0.024770858253400634,,0.011453807769345648,0.029276900899880096,0.06583258532019814,-0.009076196878140699,0.003622197415246683
CCL22,,,,-0.019348301237637127,-0.0015253976838252858,0.17737640290676565,
CCL2,-0.007404724538919438,0.08048869914794317,0.024681783644908445,-0.04239891142016126,-0.02537187179234758,-0.04441280457475577,-0.02563400628250073
DSCAM,0.0731497518156834,-0.01557817401938887,0.018100205275151025,0.03909499007851231,0.0415407800425781,0.045018612189221034,0.005485206225905982
ANG,-0.033640148771775034,0.019985132829992997,0.07792646104105734,-0.03064248684093815,0.08033590511213783,-0.025450063444166345,
FBLN2,0.017695850440935492,,-0.05863540002804847,0.010394701032027154,0.042903687257364896,-0.007977811111306441,0.011798303414181262
VTN,,0.05332257115998879,,-0.014877597791637878,,-0.020410598058227238,
