,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF275,UKF304,UKF313,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,,-0.01733250418104153,-0.011880544994188062,0.01707524486824314,-0.019925272536393677,,-0.02379446152535836,,,,-0.04315726668585739,0.07009940179813333,0.06957614806041353,-0.004740265224528364,0.08045689001519414,-0.022144391328986206,,-0.04213006665486895,,
PDAP1,-0.027861132549654777,-0.021314035937179353,0.04547220239326349,-0.015788753667100277,-0.032012504527445584,0.03264046648559231,0.057382254011640724,-0.028239596798248816,0.0063017759249947534,0.03981670894578751,-0.19326293324465044,0.005663258594648362,-0.08269771655832853,0.027394080493897896,0.06074806206079971,0.019687160830777373,-0.009358463868556773,0.005395347184573951,0.02628513841665699,0.07340258715603817
QDPR,-0.034303384083586276,-0.02354931498796667,-0.028672761206908974,-0.060073860027497726,-0.012544667501691122,0.021594640024196223,0.015559093509213744,0.09239997267266899,-0.01871047781120651,0.0473195978313844,-0.08534049896644169,-0.013844623509250933,0.039953231737006475,0.051335895137289256,0.1184809649117569,-0.025104639398528385,0.13329152721936288,0.004436193070729258,-0.0571714873190775,0.014989495335866278
POMC,-0.05516195158180836,-0.014906716479656239,-0.021109833001663213,0.009469073520431286,0.006666678269008179,0.003173828736275066,-0.017554604982041633,-0.03750153584623054,0.1030453570144732,0.11734432462777399,-0.02306274480830512,0.03031814504431292,0.1265318097892193,0.11709637938102345,0.06686674887662408,-0.004293658550615593,,0.045087015610118575,0.03379767180207576,-0.0031160022002952657
CCL18,0.0722603360746706,0.04316237384924614,,,,,,0.008328695465544452,0.06534074068828036,,-0.007098937536973148,-0.02373574845696947,0.06326232782866957,-0.019616253487508686,,0.0075450327634092994,,,,
CCL17,,,,-0.022871616766169698,,,0.040733460824083634,,,-0.013611408810342963,,,-0.022333369252731654,-0.03280247648366402,0.045475956225364884,,,0.032506360414956095,,
VEGFD,0.013272501715003214,0.04232484126500828,-0.017016497117963103,-0.027500834791105933,0.018840617508124737,,0.00752129661788518,0.0855043717611382,-0.015037426581157783,-0.014587768412793418,-0.041690381548132836,,,-0.022723276708843825,-0.01961975767470252,,,,,
TNFSF13,,-0.016322189850802967,,-0.021950215205714916,,-0.013544738757415515,,,,,,,0.009942250876946163,0.035177965837993055,-0.04477934079628391,0.08305621325943437,,0.011656287230395114,-0.02016023039760686,
WNT5A,0.004861059625391295,0.09963529626647898,0.010437908161076693,-0.04390214586479459,-0.029934600789998864,0.10678534640605583,0.03888682624419575,-0.013818925049614099,0.05591966509619983,0.03217870490973092,0.047250688828412636,0.137419679433278,0.04217820682177458,-0.024370636258270024,0.032337454348112735,0.07408547640309371,0.01979744079774773,0.06405932204847627,0.027224932442455715,0.026832651698096118
CXCL8,0.013632422841899222,-0.01291888620952302,0.004320649347457342,0.01892177603788077,0.014023063018403586,-0.019266512382105024,0.048801575314911666,-0.0001757263146547557,0.08654890507245372,-0.036407642168185296,0.09712739431906041,-0.007368773951343958,-0.08131591139647479,-0.11051965616563421,-0.012973847553090525,-0.03888846090828351,0.008952458328778124,-0.016374578315116975,0.04707430188507216,-0.0001398445065811581
GRN,-0.0004430279530150252,0.009908272470500759,-0.04472310048719888,-0.029386562235774447,0.025858331871311473,0.02759124731954017,0.018864675947491794,0.06933849358811749,0.013566032272241346,0.042170008958184964,0.041806600762343514,0.02942796784579024,-0.033080756800114026,0.0015417400189099912,-0.059339467439603756,-0.04284828967624922,0.036862097066283434,0.11797396300394779,-0.0003368358528648226,0.011855762365732974
MIA,0.04485999410202388,-0.002100551843794583,-0.015133282525027226,-0.02788854808062767,0.04701601018146391,-0.024491499928148558,-0.02129999973693369,,-0.0015625368630372565,-0.01997861736315646,-0.040227207301627405,-0.01598981291417506,0.15585371473470916,0.05929521789684932,-0.023820046699491674,-0.02007045186932683,,-0.011339926045977528,0.04834741270014995,
COL4A4,0.02099836677375245,0.054985478202143175,0.026010607292196997,-0.010937977341357416,-0.007049306789171874,-0.012887220515489899,-0.01969974304387647,,,-0.01938000003095337,,0.015845547566802443,0.08146682486666494,0.03546525365947396,0.00011808438017435988,0.08896258618268363,,-0.014138203623791062,-0.0036431183896018424,
TAC1,0.0011599925218010257,-0.015701234616482002,0.015683397214835693,0.008226752981001471,-0.04358277151714089,-0.05419642378089724,-0.04227605306894349,-0.06380247098880269,,-0.0032241330195976964,,,,,,-0.03820538359189512,-0.0581319875306158,-0.036079703196564734,0.06929375881156022,0.0011611812548320331
RARRES2,0.034028013637070254,-0.045339018204891474,0.024272899490728195,0.018728921533332853,0.09200615675018037,0.09340949562725452,0.019121078165886977,0.02311663229672095,0.07000170895589838,-0.001181986738417927,0.011269650045112396,-0.007296295332479388,-0.06604119839449277,-0.06090682601424831,0.09412767190862639,0.009842949900522273,-0.06175750411450552,0.027959814156784852,0.02021327699282,0.09011573372312662
FGF7,-0.05070137035461589,,0.0822912750121699,-0.0011533288397919973,-0.03650081442554181,-0.014168267194694804,0.005771994148610394,-0.033796996283796156,0.03196824714500976,0.002698280805444175,-0.024429587820688933,-0.007645899527710462,0.02259626229265051,-0.01524210030502242,-0.037064919259967306,-0.03596209592759119,0.1358544070117362,0.04661462676495681,0.08522573285825122,-0.05772179122675586
EFNA2,,,,,,,,,,,,,,-0.021596953800155146,,,,,,
HBEGF,-0.04656953184915095,0.04313860427669439,0.0006240006409543538,-0.0010207412532665346,-0.013516564379355231,0.08490982595296333,0.016653223988333042,0.045128500461602675,0.012183670142101002,0.0076941090620477135,-0.06578125734321319,0.0927883149336404,0.06462611518595597,-0.007992382552972233,-0.08507797757942424,-0.039358053901619595,0.08391940125161901,0.1071188903774318,0.05352140975420124,0.015953763392734743
CSF3,0.010769953077572997,,,0.04791975607330627,0.02788519216993494,,,,0.011354232934468609,,,,-0.07548772393424091,-0.07292276473451885,,-0.03174700986441414,-0.027977482203795524,0.045997678665600804,-0.010143729656798722,
PI3,0.007231731611164901,0.036806953380704104,,0.0022199909296710726,0.019973815293761084,,,,,,0.08201576482266004,,-0.1295335631418792,-0.12606112578684456,0.06992256733016076,-0.023136498041421708,,-0.056202018651362116,0.07018610083716001,
PCSK1N,-0.002283700674216451,-0.00539982252267073,0.02395835126742994,-0.04442926971754164,-0.02405934719873563,0.03562103208775705,0.037376515131973015,-0.06531099120017839,-0.026448664030506976,0.0302002900141821,-0.03826723970160094,0.019039768512791728,0.014560162805618537,0.01966420870185191,0.003850231666636048,-0.026793289913798892,-0.10275585686444734,0.04330123889337866,0.05148201652760105,0.10725724410091636
NTS,,,,,0.05773920585192534,-0.015732368167523464,0.0028346242099019955,-0.029212697081005764,,,,,0.0017756056717966326,-0.009939495716465897,,-0.03094105272549326,,-0.00510413880829358,,
SFRP1,-0.0007554929726771698,0.0011951222296645394,0.008387217133829871,-0.007400826718641123,0.046064521403203953,0.01692448588109425,-0.04178644433065975,-0.014395323343171503,0.011317472769865847,-0.03886660047555419,-0.02106349551306208,0.002161701396510417,0.044645273978941656,0.014004600722413621,-0.0020827403023952118,-0.008433383566990213,0.036284243354645196,-0.012471903761164096,-0.005608679908124957,-0.03889638260044467
CXCL13,,,-0.016526901089575653,,-0.02155255251029299,,,,0.03522500583195226,,,,0.0908863895909883,-0.055488730957353405,,0.020169259841653114,,,-0.016691863747922503,
MICA,0.07286061586274493,0.0028016449455050365,-0.027008169796412893,0.011493055863084722,0.049906324559340756,-0.011634748654500385,0.05824708908999504,0.021015273298392187,-0.017941859562960908,-0.026577823708508315,0.037910436475282173,0.08653327430207193,0.0882168155798327,0.05427771066956268,0.06250450771446081,-0.0036005900767812392,0.03806437027241578,0.07631493681284861,-0.020747921414209336,0.14977651855785143
TG,-0.03542419091999222,0.007857218439374838,-0.01615514744874234,-0.029963984806740958,-0.01058445946578698,0.0026151939830874266,0.06908753386778634,,0.022406712454823167,0.09217830278342928,0.01583878755608328,0.039018456289945096,0.12149129324744723,-0.032405845564793284,,-0.011769604608808422,,0.027166802282949407,0.00015602617483632047,
ADA,-0.018872977807394133,0.0010058901903563504,0.00760880605475725,0.0044383709299605735,0.04262344306772921,0.04698241013650292,0.001551750139068832,0.11276491106509368,0.03861275253430831,0.004009143717118551,-0.058158874385581365,-0.05782727980869838,0.02724331419520949,0.05463275882579546,-0.03816521072769242,-0.019055892886233886,0.05103038762181934,0.10588631788118413,-0.06024551989140568,0.07086369684820992
LAMC3,-0.0677975062844122,0.05371291528009718,-0.028728177174160065,0.02042896555140852,-0.02048906349174434,0.020522821352399356,-0.011958072202644646,-0.0010868921517781936,0.002912101789775146,0.013741327294142923,0.06976528345482644,0.0234037734860358,0.07883456375181158,0.032377276766736365,-0.06143216607423527,-0.004858135611492588,0.09195883677725604,0.059903017407466404,0.04245258316552328,-0.0326704733247752
CCL7,,-0.013758079533776196,,-0.007900548693467626,-0.02857470544322719,,,,,,,,-0.03347257265434374,,,,,-0.030279913031718196,0.04171992825915757,
NGF,-0.025602003755681828,-0.023621939345835744,,0.06284102492512388,-0.03050052396739573,-0.017328842954034435,,-0.02921271631562856,-0.003492397315580141,,,-0.03527282076731037,0.028387565634982875,-0.021306654406679525,,-0.038726392065260344,,0.07755840290227693,0.10650846696339267,
TNFSF15,0.16658002680934533,,,-0.01170489643548403,0.01431704469838287,-0.02104101440142309,,,-0.014386469592493028,,,-0.015395970939050513,-0.032631999692248684,,,-0.019714348096890485,,0.02841413678643286,0.04779104671605937,
HMGB1,-0.049936452551126165,-0.01475333352057098,0.06231224954632882,0.04557562451768939,0.03743214959358057,0.023221613323323145,-0.02750876388934938,-0.0032328118578303345,0.0003418506282527016,0.1122489589430823,-0.10162489146881991,-0.015479299020862822,-0.1522835453049149,-0.04232741080581601,-0.024202590263189327,0.03521227440550633,0.03741627481755514,-0.13405194547535612,0.020493540123374798,0.003997691441961896
ITGB3BP,0.03722397313343624,-0.03366038126655789,-0.007063197118750612,-0.05097123480348724,-0.006223942312344651,0.023991257304576956,-0.029273629120366775,0.06257126046296499,0.007091770900900082,-0.01575477236385471,0.03577772773784976,0.11662580354945445,-0.014265446619970843,-0.06658650743321035,-0.05627377542794431,-0.01815598867932014,-0.001912759368694699,0.015168765608717015,-0.0051033725224908,-0.0320578318938628
AANAT,0.09213847381304645,-0.019960880257847074,,-0.021950217548419606,-0.019063375351985927,,-0.0170955607256016,-0.027464249539770152,,-0.018258402973759746,0.2788179910075357,0.002843563699333035,0.0018784670765737788,0.0285823715809527,-0.04133310134440623,,,-0.005375222617210526,0.05089803532781935,
RELN,-0.044143391294338113,0.01975059024001466,-0.03791083013291328,0.042139100099004956,-0.05738973336817585,0.005034841751239293,-0.029889295413629124,-0.0019112686206374206,,-0.02021362803934686,,,,,-0.02333935370036642,-0.023812796011246133,0.12658400157418795,,0.031008229482880695,-0.0379626945522783
IL15,0.011216678662696968,-0.00933106708396002,-0.020581410690349706,0.048913746847916204,0.010555926121094903,-0.014971932620464753,0.029333135315690474,-0.046648330285142474,0.15307561206138973,-0.01693382486850437,-0.03846437619528027,-0.04179063141471362,-0.014248729463008314,-0.04470536176067326,0.038594411120702186,0.0025075048981028063,-0.02959043922001355,0.049653617427886695,-0.04309846150934925,
UTS2,,,,,,,,,,,-0.03085134626027391,,0.009922405696832544,,,,,,,
BSG,0.016410574508764257,-0.04738312731437042,0.03853411093323112,-0.011368320826490712,0.0053813130039190695,0.03085526740261724,0.0008721408136648741,-0.09124432780196406,0.030199287265158258,-0.005360803566903751,0.026201855988083285,0.060689842088912455,0.014981458899425861,-0.0575626721870353,-0.07588607933504522,-0.004398018146760722,0.04564912356809052,0.045886851278694976,0.06507547058518767,0.14996778382563192
ADAMTS3,0.02814498069581055,0.08576727826345576,0.016502008607171097,0.003901138035951472,0.08132728466579088,0.06765678395314953,-0.02905046810317296,-0.044101131371021944,0.06104372616331445,-0.0022680628590471767,-0.1567464679786464,-0.02960181114797968,0.07789504686727634,-0.010049324825372965,-0.029583993624992987,0.01571079677414512,-0.03402034944266366,-0.007607542033453828,-0.042334962348568525,
CD34,-0.03613712808211271,6.331391868953878e-05,0.011939143405955541,-0.03768905708754936,-0.03220271663533826,0.037631228397227504,-0.009299689335442089,-0.06300379084639905,-0.023482721902333085,0.05541763856787762,0.02134072555827355,0.07921791494081364,0.015142828021408525,0.0163380612176469,0.020312572751730377,0.017668756202082633,-0.03524399283668204,0.055693666210699114,0.020440380659567468,0.10261904507709754
PLAT,-0.0037592701148184446,0.01740646088485709,-0.01852855914278848,-0.028208613336364482,-0.03212945799529458,0.06358121893657048,-0.0017224354937008196,-0.015689452358149183,0.05417218550141872,0.05286560190078791,0.018367866812309962,-0.008045385577885252,0.059277749407743587,0.10136708261204153,-0.031646626397285556,0.011503370367159258,-0.016843714007501717,0.06107187628719594,0.060973537517593636,0.022438975662626825
NTF3,,,,,,,,,0.02102877580690261,,,,0.06050586386732784,0.08890701975866157,,-0.04848277366465003,,,,
LTA,,,0.09492979125469665,0.02428493672892403,,,-0.01646480661481566,,,-0.01693382695882361,,,,,,,,0.059660708044979166,,
CKLF,-0.017165175903917407,-0.056361414072364356,0.008144903726282725,0.001201615246682514,0.008718875639741655,0.03034218535786062,0.03680732206493764,0.02583912678654773,0.035412208892039436,0.0015194020940416703,0.026267270932117993,0.025460487372937546,0.03591140353208798,0.06795779365138241,0.06790555107248326,0.011318592989562745,-0.00540208176569583,-0.0029726323038176093,-0.09617735787979917,-0.06671787506545486
APELA,,,,,,,,,0.05038465521634212,,,,,,,,,,,
CD24,0.05057922967752771,0.008498425322821643,0.02869631062202604,0.05107473883257625,-0.0016438220056097172,0.04290779911798166,0.04509231736004304,-0.00749631059291401,-0.018847314721960554,-0.033984085164711596,-0.0015111183011759298,0.022760698989263636,0.04101293682056018,0.02065155701487089,0.0347302736576679,0.00903959277995279,-0.05307242421240373,0.03524215772248538,0.03972307649960363,-0.03377619898493657
HSP90AA1,-0.0021162439778370607,0.030981933165186,0.03534187012383323,0.011289945352427267,-0.019107938434187895,-0.07806724068095808,0.11077388022277503,-0.07671737379428742,0.000838249097466042,-0.022277599729830424,0.03705413156595718,-0.004968877446902319,-0.17980903091541417,-0.1721077044003866,0.012550940613906696,0.04034016999669015,-0.06077988923165591,-0.1122114342710678,0.06094848240743242,0.04971859573602653
BMP4,0.04490696435185635,0.10845047210409986,-0.012594075423832134,0.024910736127443614,-0.026068219590596346,0.03040747230934904,0.003795880206767993,0.007135344769271382,-0.017748353582842567,-0.014429369569506174,0.01858436957690743,-0.010464479175039216,0.05712809079027141,0.08435895848219825,0.09080718164749042,0.02514538189806316,,-0.010823315943032196,-0.0216729412354981,
SCGB3A1,,-0.013758078157986625,,,-0.022702126678108395,-0.019111936788318806,,0.03354840974220307,-0.016977134379381777,0.04387644896624794,-0.04169034102131937,,0.08401943267563904,-0.04134211952537019,,-0.003784509552462024,,0.07780662550879013,0.029156980107641114,
IGFBP4,-0.061175740741181726,0.03967617596037494,0.01690961834938544,0.03922205786531677,0.001559401618305572,0.07067858472951616,0.055912502399064694,0.05948918134146114,0.001564927527288115,0.003914797121554829,0.1220418737205646,0.10092473580006876,-0.04244516792687757,0.0012765038153311923,-0.008515343335278912,-0.002506300131196247,0.10954646820567292,0.10907463344317025,0.07990107572041283,0.13167529572225942
RSPO4,0.046063095543875006,,-0.019206259836607686,-0.0006814541043418463,-0.026201944534439123,,-0.01914957244494397,,,-0.023489883915238645,,,,,,-0.0275716711189739,,0.040951320300156024,0.05193706900099026,
LEFTY2,-0.040502204728187316,0.10471020444864093,-0.012026457396779123,-0.019522850317660215,0.007259242178186254,0.018996552668768523,-0.03403788340299303,0.044197578106768255,-0.016266635295970902,-0.005168566624253104,-0.07680291156945064,0.05950606255703076,-0.028414423714017454,0.040050295533210184,-0.05510095752249307,0.026790250470642044,-0.04581651994020764,-0.0008267481438681287,-0.03463588683590981,
PF4,,-0.014271797594324735,-0.01080697151615368,-0.0037623626100878388,,,,,,,,,,-0.019795103384609627,,,,-0.02441724314486088,-0.031177839630862045,
ANGPTL2,0.04356968588888513,0.0423416409290883,-0.039012663920138156,-0.048622183635096454,0.03236863555677779,0.11478002338360398,0.020761925010042842,0.058381854014117024,-0.0728348790013265,-0.00709756478331744,-0.039512245554053554,0.05932259281134126,0.1097217928186248,0.08470047710095403,0.08307572613176602,0.04347508879907798,0.09927785349092991,0.10798218668587717,0.057413196753797476,-0.006581768670888605
LRIG2,0.02598388553354259,-0.06551265824516607,-0.005316373231151903,0.056900171327609494,-0.007340593857574536,0.06333527551758289,0.007313952465470472,-0.002287015843242237,-0.058059633041822836,0.07231079160600322,-0.028031293283251848,0.06001649794941541,0.09304349287798258,0.04021601893820152,0.04095271011569879,0.009448362901405745,0.019423814776739823,-0.0144655185498288,-0.015616480929277761,-0.015738932707590417
ICOSLG,0.04089934118320506,0.03404977627519391,-0.0064803870110325115,0.03184235212623746,0.03125120666010702,0.08396959386227888,-0.002589956548413641,0.06498152775995794,-0.03644186438169055,0.06056199569252533,0.016162656869936506,-0.01105473016331339,0.05687226982108844,0.047490985133216354,-0.06464413598204463,0.05223932744618749,0.06051482174126155,0.09077681263475246,0.039812913249595835,0.09130235112445646
WIF1,-0.06417958566740187,-0.025679783268265022,,,0.006298778156982206,-0.06614388340698164,-0.01477727148506892,-0.06691804719913691,,-0.05654988531996111,,,,,,-0.02563053894970454,-0.030110835870657503,,0.03920440723108275,0.03643794239032414
NPPC,-0.01866705855429566,-0.024603887427313707,,-0.02932063551560727,-0.04570727337067086,0.009204480496601667,-0.028825761385091134,-0.03006992420696084,,-0.050412005921670604,0.060649924199503234,-0.02960175429592876,0.019554480897917642,-0.03745366266752261,-0.049003142326934875,0.03053995022100797,0.009608224129988966,,0.022338483788847185,0.0286224474793542
LYZ,0.11275513138502481,0.07353111385952119,-0.0009886205119868261,0.03799393479800589,0.06076723273018995,-0.02524901605252483,0.035538782131175325,0.08111567572705408,0.09737161185633901,0.022769670534592435,0.08389543936969802,0.04718879401924726,0.019666291216670944,0.030257493232087897,0.11183393432226303,0.01768424640962932,0.06110230226023603,0.04140660757146729,-0.01688601594180969,-0.07898010289138889
EREG,,,,,0.08488346186368191,,,-0.011985382332954366,-0.01902129108768726,,,,-0.028635124907639652,0.025731230577573146,,-0.034340981239000305,,0.04296401341188409,-0.03589492931354229,
SPTAN1,-0.011111009859663006,-0.017122158378207814,-0.007596126085742983,-0.006454581911714286,0.04892169373712462,0.0013826221459166945,0.030381311410508784,-0.0704227974998822,0.04901606434050309,0.03070633178185274,-0.0099647082722427,0.016368190548717756,0.04875681345541081,0.08161289678771042,-0.021695207931490473,-0.051788213426563916,-0.014523796449778791,-0.07365650735649919,-0.009704356982400134,-0.006737527528076859
PTH2,,,,,,,,,,,,,,,,-0.02541618842573239,,,,
LIPC,0.047136621152499975,-0.017472431523121463,0.023666611496375983,-0.01567202689855965,-0.02536779490268923,-0.023217628490520805,-0.027738839641006634,0.009698513350638026,-0.023783681041829718,-0.026601458591774325,0.025217776341336363,0.012449403330749785,,,-0.06014888530179572,,,-0.03838900777779772,0.028084934157583924,
COL8A1,0.0017531175873896443,0.08834736814785199,0.002411993543830767,0.07275255076975615,-0.019375472348148515,0.04882180765363585,-0.01467834087881182,0.055194610972586294,-0.013405354900966487,0.07290463596553488,0.012752469082161414,0.033443219268345425,0.058509497071346235,0.025128815403651396,0.005379785820700582,0.02662057308413863,0.03603445443253369,0.12762781389532069,0.012624361193603195,
GSTM2,-0.004946099612510504,-0.011862465436021562,-0.023680865820960167,-0.010382312093922805,0.011602328499157002,-0.012660785040426678,0.023525323331831223,0.009746232060662616,-0.01247565811602296,-0.0019728535591961747,-0.015097629142447812,0.1292014556182856,0.0693485343444236,0.022456733217773705,-0.040302245748556884,0.06410017850722974,-0.010478520908302992,0.030716532153727008,0.011025922772822511,
IL4,,,,,,,,,,,-0.03589418208657731,,,,,,,,,
SPX,-0.006542765148557104,-0.028258897540279902,0.0098160803364007,0.018704418337563172,-0.012240065007648291,-0.04033679148072106,-0.01952455391236141,-0.0404274924135901,,0.008771397269057197,,-0.027699876577778837,-0.03374858964423028,0.008454900887217806,0.0266724408467857,0.01130853623938102,0.027780815011476504,-0.05969740021202868,-0.043463662175732304,0.005011715807587333
MFGE8,0.04530123862427019,0.009248972836329916,-0.03923686049582268,0.05093413193253715,-0.05185728123222692,0.015440514920192615,-0.003691281768095153,-0.07781630844910833,0.04273616152575654,0.0591500557405935,0.07532849365088232,0.09692719637477644,0.0483920736270601,0.03353129712304926,0.02491606126056873,0.012039179552315479,0.11939049714623552,0.0424551652270696,0.09358856728677911,0.09032364229062878
TGFA,0.033941637276835676,0.03792785555738533,-0.01944345204868543,-0.0336527105899205,0.07272755609742089,0.008279171064493274,0.01943259034331476,0.026832710483581643,-0.025634835202884534,0.0347945351438959,-0.12404473547895746,-0.02833936212053683,0.013583912046393525,0.037520655286291914,0.05866521808422293,0.03477772348013995,0.09952101401572054,0.05173139565969579,-0.019090237829827852,0.04151628005404065
SLIT2,-0.05352648989335327,0.03930593105521454,-0.028178841633274873,0.0560268951170437,0.012661101328557842,-0.01124421992607377,-0.0060234640921744825,-0.01008607031396958,-0.03150425189560509,-0.03809068443688085,0.03215176890120105,-0.03347696620862883,-0.00043491073832695523,0.04039182485274137,0.05422907658133158,0.0004901677862313247,0.04701319592426845,0.07463817573790338,0.11672636606598362,0.13313516285107097
PLTP,0.0018869852388273707,0.02171608994943669,-0.03302686528989169,-0.05355321810851189,0.04645462863636553,0.05214751390706984,-0.0071049704467414715,0.09061000904915643,-0.04531732507780881,0.01776152929024691,2.4138355732362633e-05,0.06744309804939672,-0.06027868771145779,0.026501105623805192,-0.020132138354348097,0.010565976565582556,0.029926389862516625,0.014685745001543116,-0.06242746825804149,-0.01932957514267712
APOD,-9.678098170294172e-05,0.032108495920718225,0.021567084132747598,-0.02057085531569959,-0.03930699441886017,-0.012532977614893867,0.002404587336401641,0.02817186890406389,0.016431952678894107,0.06380462319617274,0.020184029612885485,-0.0035286563690218585,0.16146750148008446,0.14900412613392783,0.05839751504400611,-0.022608819932737105,0.13025153423188107,-0.0971619483899092,-0.012780354587528266,-0.011524429173028905
B2M,-0.025181990524225914,0.08337241552525747,-0.01708326234053247,0.09716829965929122,0.03916285595557991,0.08090799135910727,-0.0031916909680723307,0.0656354037282954,0.08391291428389562,-0.0022496306360099898,0.0904928304040482,0.05017845402506678,-0.006709650670946998,0.07350156149262503,-0.0720235679442936,0.0495755503184499,0.07583318117298007,0.09577141610265517,-0.047446912440048845,-0.030306940601469483
OMG,0.053325177718465934,-0.053129587569394954,-0.01997121356902637,-0.04432858040933623,-0.06534868068543132,0.01427101539240708,-0.016913099209219788,-0.005527840110996483,-0.012046288156235908,0.08661071908216844,0.02983925743570186,-0.03716791259837806,0.14081523675129606,0.13861114011024342,0.035538575291032194,-0.034720988776269765,0.11169905447942086,-0.021366017932254424,0.005965696173284913,0.004506773378648265
CXCL3,-0.002743733602044938,-0.035243774481903356,0.049527603946137914,0.07538572493841204,-0.007751794230215237,,0.016580763543180135,-0.04230462881928045,0.07896851118943345,-0.012195421895933147,-0.0727457551144662,,-0.033336481586111834,0.016684907389842314,-0.03637370326724848,-0.014088241205910441,0.006436463050114962,-0.017005375931928,0.019030331839538953,
CXCL10,0.02439719742029788,0.014338953161701706,0.046356550584924446,0.054748663622528615,-0.008844290440966416,0.0681293827312561,0.033519190162411006,0.03064265376407129,-0.016414301651116684,0.04950158139286538,0.018112180107372648,0.03464482324837643,0.015489748948476227,-0.026550972169722853,-0.03802758539792981,0.09633662616696632,,-0.05244080972742279,-0.04853977073642604,
RSPO3,,-0.01868860107546807,,0.01759042627853531,0.0034236446803235718,-0.008100564351739592,-0.019291012649908925,-0.03050027889570686,,-0.012743980837517216,,,-0.0026781224390306246,-0.03218089116047109,,-0.03552557438381023,0.10015344071576643,-0.03072819077911168,0.003053098486626926,-0.03105942365889549
CORT,0.03144338535734591,0.005458445839110154,-0.002878950015971749,0.006340729998022284,-0.03078763029396844,-0.013458426185876643,0.022470032065793497,0.08629797070566758,,0.009322713767808483,,,0.11517226720800462,-0.00030583644809570977,,0.014496971883536408,0.032145819669822016,,,0.10886853662134179
NCAN,0.0078703466793317,0.022171799978499607,0.007126758640254553,-0.057389492172816914,-0.1021428528433931,0.05140892873048116,0.017245861796993806,-0.029751338573377074,,0.04550115269062985,0.02643036109055042,0.0368768605377295,0.17388736793922216,0.1297804380003584,-0.035847702356087634,-0.008677633857721075,0.07716239479646449,-0.10109328139542392,-0.0009040975406875672,-0.02913848010994064
