,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CNTN4,,0.015147326498965575,0.02079550990530784,0.05965300199509999,0.033712429591050155,-0.05276857478106083,-0.02458931081015069,-0.06868837803310153,-0.006734035024148904,-0.008070762369273777,0.01760687841451766,,-0.03683752326665147,,,0.037616839642439,-0.00410973061399703,0.0016427276110516185,-0.0022238936349334693,0.06475213082865638,-0.004472797542038216,0.04472755296158872
NTF4,,,,,0.041547265102322775,,,,,,,,,,,,,,,,,
INSL3,,-0.028491890962341174,,,-0.02620466915457238,,,,0.02820774851477634,,,,,,,,0.17755454059649575,0.05426921892257704,-0.025516573607482933,0.05906087460832001,,
BTLA,,,,,-0.019295296188905103,-0.023358665671690627,,,,-0.022164309755583225,,,,,,0.031204182009227546,,,,0.031925097346176594,,
MFNG,-0.010288897202858681,-0.08286227129534475,0.03900558063131918,-0.01120444316959024,-0.021967030053426716,-0.017345023798810866,0.07999627714697477,0.05564017215320422,0.03381287790898495,0.04802765797969695,0.03718464439533764,0.02569908474672567,-0.023504508190074665,-0.045545115845071545,0.03551696296886103,-0.04653949944046999,-0.001873360351385788,0.008582927383766377,-0.05559520038961783,0.10410715809380176,0.05755202029138521,0.01681542436078633
ICAM1,0.018855658886642215,0.03501749710492134,-0.021727583703500947,0.029237616987870647,0.03951550636868392,-0.023395047843317248,-0.012918505612552178,0.15223393871785051,-0.0556219587784639,0.025572510467071274,0.037695946163431145,-0.005050317169442569,0.0390460751110806,0.07273646359371773,0.09413139433630856,0.06380400164986774,0.008324314107673885,-0.09295749045916699,-0.01915632665570774,0.07113748667270382,-0.026233652782508485,0.003031854941314316
PROS1,-0.00949236662779627,0.009677810470607635,0.03768169831925185,0.06298505138378639,0.05527680171167264,0.08643541857558158,0.08933648073213825,0.15629337012102318,0.005388950338502451,0.06307269583611848,-0.014476833580801032,0.06364073312652961,0.04122494744595646,0.04018437824090934,0.0003656789361638516,0.12868432136620797,-0.000990662084352419,0.02751085764323603,-0.026188923301669637,0.05825850562227338,0.007964532109591463,0.022800210245873594
CLCF1,-0.0026150911147557604,-0.04344950493544151,0.062069411294185604,0.05195580245693926,0.04049521061137959,0.06180327458733705,0.0025630979270813772,0.01991350285829702,0.04069826726898329,0.019196692130010736,0.08205444731722716,0.03149146727667523,-0.01172034450363275,-0.10226294583002125,-0.06997715226545692,-0.04651797247418927,0.03944205863974882,0.03889763092750941,-0.040147145516452896,0.02113846393247164,0.07589105957217294,
PSAP,-0.08985334508652768,-0.013093902846967357,-0.030975191138142687,0.03308156497077851,-0.009606389434876005,0.027105397907925245,-0.1581417145793265,-0.10212056433703108,0.002026966124762215,-0.04196892372418974,-0.04545304568599501,-0.03170159703615478,0.007687310474971337,0.13477218605226102,0.0196955775749065,-0.0051551092402981075,0.0006939954695409801,-0.016792244380503887,-0.09396175371619683,0.03739912650508917,-0.013403155253049324,0.07314276351725399
EFEMP1,-0.10618210289876648,0.016771664696108454,0.07089600086585056,0.03863392610657227,0.0014236202541007543,0.14573892202648392,0.04634889510137312,0.12000594498910168,-0.03492928352768165,-0.014840955719298462,0.01218460297814455,-0.004820573235009075,0.052176772861247306,0.05146729556403373,0.08333425136474663,0.03541888913427117,0.022469444575489706,0.040473649116177436,-0.012576369555333283,-0.08525046096627631,0.037380199652494735,0.023255022386564687
C1QTNF1,0.01834903752039372,-0.019995584133725455,0.05575148736032177,0.08239429483966995,0.007005176446037273,-0.04832374733253704,0.014929737328145794,0.11334104475017978,-0.016082465392100655,0.010033380279035857,0.04315277491319571,-0.057550069147309264,-0.030209627407869748,-0.026255183985923993,-0.043018039916276896,-0.009548820850797201,0.04840017113344707,-0.063021373823703,0.014475347904639608,0.046580185243778834,-0.00852059640607878,0.0027751990437055968
ALB,-0.02577244202695486,0.04621983131985777,-0.026512550881612536,,-0.0019363958814577322,-0.011521635537912758,-0.012461831190281348,-0.03244799038431227,-0.02423201981881774,0.008700657488788942,0.042628068836133994,-0.021258321863252643,-0.01579586939911027,-0.03711217806522222,0.1865853883745747,-0.0314168397961307,-0.02333786445492941,-0.04295413019931613,-0.025580109230603977,0.07659280446689806,0.06966093065835899,0.062479998639305555
CCL13,,,,,,,,,,,,-0.011406409145363706,,,,,-0.015916973560755374,,-0.015707992934302993,,,
EFNA3,0.06337262147175347,0.012023307048941315,0.011568869741030687,0.018123769752813077,0.038580857004268956,-0.037699608582915003,-0.07302727024800065,-0.11053114361067387,0.002101129489685035,-0.02166531153012758,0.01959050301992809,-0.030263354148035288,-0.013530161044463659,0.06843865432522504,-0.00037447418751931075,0.02971936956522136,0.031375984487662614,0.01995668057672865,-0.004722555546576818,0.13735828301722408,0.09806921905039438,-0.045363205654809856
DRAXIN,0.022218289468643033,0.006357396336559022,0.03538179327980316,0.04748333333220993,-0.03601973357364136,-0.012880015040626192,0.06253275475226755,0.12184656507042846,0.06896524666719872,-0.015828445506611305,-0.020402787876338063,0.12402914195549733,0.0427652189844467,0.08845571501207614,-0.010561884052548483,0.04269314956496376,-0.05287379193502508,-0.06910094956561803,0.03760823595042489,0.1098253232873228,0.03900471711199128,0.2385281838975827
RAET1L,,-0.0221954597696887,,,,,,,,-0.01895812570679448,,,,,,,,-0.02595595973761808,0.018188956049758773,,,
NPTX2,0.005675508493212116,-0.02597934499901581,-0.015594438885456377,-0.075967412120491,-0.013001411467876143,-0.0527204592516885,-0.09992149941876181,-0.14934707263587746,-0.033083530711324305,-0.008373211061122396,-0.054630043875085695,0.0663686714345405,0.027663832193825295,-0.04040887940043445,,0.008521021401045973,0.008638282115653265,-0.0151428166949587,0.0008402002029081772,0.05847905799402503,-0.02250986121184275,0.02196789872561118
FGF11,0.10722885642892692,0.003207299367263008,0.04461883938854239,-0.01899259889128517,0.05151380261455611,0.037810040159835794,0.06316725591429218,0.16377632776113127,-0.019082836899228104,0.04816777910659865,-0.009677764493884501,-0.03917912732218289,0.04946765419207727,0.10287906222029548,-0.025279295542328835,0.024255849678566425,-0.05036421631647941,-0.030858768163561773,-0.026586424436284797,0.1028196627729749,-0.0023402434456599687,0.08726452616583208
CD59,-0.054905736024243916,-0.03656180001026832,-0.03259483049915348,-0.026293795394645093,-0.03988697095295272,-0.017018352747547552,-0.11137408706505397,-0.0898061353201129,-0.023936910278596867,-0.013958088636083818,-0.032097515251414833,0.05759032369233827,0.02925884038955881,0.056155123654163315,0.009076874390629817,-0.05593059814053344,-0.01917880148665472,-0.0026996526952753194,-0.07614853030396894,-0.029936044269564394,0.0163205754528343,0.04083825981574027
COL9A2,0.03289668189036519,-0.013624674774689633,-0.031126195839306196,0.014061953726186073,-0.046785744343786594,-0.03143685280798145,0.07042143103209507,0.06652501644567432,0.06611691607712707,-0.04448553923246246,-0.07643291924835821,0.07079336843075204,0.021555203762457467,0.014467637238724376,-0.006030764080178851,-0.004352544723595025,0.05094945926591488,0.06995988453442582,0.034654809488255445,0.1411610294147158,0.059113936401032026,0.009072738322985177
DLL3,-0.10658018984851735,-0.08223661753926619,-0.015579727417196038,-0.07028949827655509,-0.07626002759536564,-0.014272998665179787,0.13266640848029548,0.0512505970874262,0.004754945122062106,-0.02254047087389661,-0.04251428678284717,-0.02724083106473778,-0.005366802796494363,0.01569894701666841,0.0563324357797553,-0.024076504145024588,0.04216406120045457,0.08666390129475807,-0.038771491508535275,0.15776041083692782,0.0001577570678610666,-0.038908417531644236
FGF5,,,,,,,,-0.025838152078561105,,,-0.014333604699478072,-0.03613018775978506,,,,,,,,0.021570634088191213,0.07548437262541147,
LIN7C,0.0441925126119814,-0.08904955386539502,-0.003976121307723384,0.02194258863953109,-0.0151628972002267,-0.03757913667736477,0.036729269564884405,0.0723824032353175,-0.018565601137468978,0.05771432504556004,0.025865091873741072,0.016085597607324743,0.044367201054618534,-0.10415340813845812,-0.0320848329716321,0.05759218839024361,0.02155536631799484,0.018826896107346044,-0.03138058197215316,0.00178177336201615,-0.02048582805786905,-0.05107843211486423
GDF7,-0.017732068624840204,-0.03852812851822055,-0.007586955254973911,,0.02023280172078284,,-0.018186991266435228,0.00527585121701518,-0.027618127521806528,-0.01735608087096397,-0.026347394885897366,,,,,0.13159454058587897,,0.11204246845650113,-0.020743484953696295,-0.029263527904075486,-0.04419645444408658,
PSPN,-0.006682792571835734,-0.008283490369939386,0.03462045788192801,0.01838720764837263,0.024044111779990808,-0.015177441719731413,0.007331112781366049,0.08020176952225302,-0.02401680377620517,-0.011099030907977118,0.01568013065379153,-0.03541653393481472,-0.03722606537022126,-0.041716415945674976,-0.031767056362163794,0.00998248908540521,0.04007366455821876,-0.005566636364306598,0.0035202049493675215,0.08573889408404976,0.09861700629388082,-0.0009172246976375412
ANGPT1,-0.0057610358888253565,0.010277663835750163,0.022123899620615093,0.05989403424143345,-0.002321086545021451,0.0088632756002028,-0.02942013697731767,0.13792476022622857,-0.03906787851302026,0.011338804048524831,-0.0121054674389438,0.05747883981439451,0.03935050038374275,0.06468966577474579,-0.01908330148484347,-0.048085385296784716,0.037737743291466536,0.049458386373483855,-0.036610050841582496,0.1223367666114094,-0.007099030791604407,-0.011326868141259142
PNOC,0.014468232265149669,0.01434427110251592,-0.04287428188065113,-0.050180282450312655,-0.003936325549604088,-0.0772064490632809,-0.03867713716259592,-0.05622918533724045,0.017977810261767112,-0.02675829039627919,0.07392343240278197,-0.021258321863252643,0.0020064572892696505,,,,,-0.02366150585827789,-0.024592248643137398,-0.029932449948455446,0.06699524271475364,0.1342583978403319
L1CAM,0.04251459263879222,0.007420472717216146,-0.02661919969590096,0.06538874374381068,-0.03353204389028073,-0.058786880421011226,-0.0015320521256622832,-0.06582979069239417,-0.006653460706466473,0.018147378861771132,-0.0063349229034909416,-0.021969887887087904,-0.03732698331277999,-0.01816741108230543,0.0029563907743010496,0.09847775529402282,-0.002153879765534858,-0.03487968789520205,0.042591914782751886,0.040555092063436944,0.018693557151611452,-0.047714716958317374
APOA1,-0.02519392769790493,0.02400568804982299,-0.03392942838100241,0.028519010804350972,0.042461151000238784,-0.022972924098753626,0.03678035134738387,0.0021916642296276843,-0.019184127799641133,-0.028089150527956,0.08288028601490156,0.0250744794084224,-0.002336310836987796,0.031993942903824256,-0.02670392580637452,-0.03380265192689638,0.008509226107321452,0.050453555344845476,0.04064134775438959,0.10482909363839629,0.06819529991500299,-0.025500000198823005
PSEN1,-0.008654941756176215,0.010548885558801646,0.04486006169546812,0.01762947943588912,-0.005112165167243549,-0.017331934514495394,0.04994125197631949,0.017912963859057197,-0.011300898144752878,-0.04000446047279736,-0.021067598247584272,0.038192986590759564,-0.006489714629561721,0.009507872065215514,-0.06238876310575654,-0.10640920841585808,-0.023784585355053005,-0.01189666794366766,-0.04490104989192593,-0.005457021565722958,0.02676309957406493,-0.022404437073490737
CALM2,0.006288092845737586,-0.04946979451514541,-0.023042526649865065,-0.10872867029941057,-0.062197253386470364,0.0045160585874726746,-0.088366015624203,-0.1602372092552356,-0.04202883657745856,0.011948805281615493,0.001761119637920351,0.031274962388195354,-0.03245206982541074,-0.09921348646016966,0.06798418848205776,0.0068184843058415314,0.02127768261124462,0.06246634859652125,0.06487551459511605,0.13694740659528903,-0.010271072066334777,0.08659707342410192
CLEC2B,-0.04650380327646238,0.013006032169555877,0.011140464062708862,0.027402338040338446,0.035611423061527016,-0.003685759545551026,0.028757425271589185,0.11984711883940502,0.005986093199715105,-0.029858604779300087,-0.014961212322497412,0.03840066534846657,-0.024865746737641217,0.03196558666071993,-0.007684256573033024,0.013923878018216323,0.05460704663417902,0.010302087140437071,-0.022752722650763543,0.0864929082819496,-0.009635233305590764,-0.047760411653310034
NTNG1,0.07371908310574861,0.03080930398899286,0.007657123919527362,,0.03746792605580513,0.027014975924216745,0.030535907280247267,0.04910460709646054,0.046402199579202365,-0.054493583519922256,-0.04169502933975793,0.0449959797225555,-0.04916574854907302,0.09142434231641064,-0.019496085692328052,-0.03509070171328973,0.06317563134343941,0.02667045735403199,0.03308947184254097,0.13063526266350536,0.07061085639835377,-0.04709688151233063
LRIG1,0.031208632175135642,-0.031056519977572816,-0.04942212711464611,-0.00921762829082877,-0.0114270703851499,-0.0028393174811686224,0.037333241000674734,0.13224975718645085,0.014325771936498399,-0.04086704571869693,0.0027218100197943817,-0.013434313216200183,0.041897421055349944,0.07934949467588949,0.030933606530011454,0.005686836088922726,0.029005343540809955,0.11477011356109172,0.021646918504207035,0.10358586389469433,0.1314650143796476,-0.023269831920000004
CPAMD8,-0.015602698613605004,-0.03671732375992204,,,0.015679919000721177,-0.0014945268545633762,0.04703101339232284,-0.023374085765161,-0.024620295170243122,-0.004399154542668739,0.04056266199295277,,-0.03002248326056765,,0.0932337195871423,-0.004292688028708491,,-0.008371886792288487,,0.023648977107008955,-0.010958471794231893,-0.00974852458164964
GHRL,-0.0248929839484296,-0.001378513083008299,0.012047302226879626,,0.0004792439912039595,-0.0070859971498778125,-0.0281320722522443,0.025085505595886674,-0.0035256083220734113,-0.015828445506611305,-0.01598606765571113,,0.011118573158009364,-0.057833586635534895,0.0179502119443018,-0.01191381932312058,,,-0.022438106351779313,0.016608676423499315,-0.03392497298415738,
NPY,-0.022889767810677357,0.004439490163628024,0.04726306235992027,-0.019594040961080007,-0.0009880389477609722,-0.022468703196972167,-0.062019432613608746,-0.11150762981159465,-0.030505742254781528,-0.02344987842381649,-0.0656089686249898,,-0.017374172092015153,0.009312417574855817,,-0.04071325996952886,0.02481742770941662,-0.09542707340768121,-0.05368891441625979,-0.018590784054643796,0.02650734810907784,-0.03595583465847318
MMP2,0.016056331144519383,-0.05791901435607675,0.026460073747801204,-0.028361034740238163,-0.03907616083317166,-0.0002465961591885473,0.061809702105677065,0.13807397816571007,0.03310017553933205,0.015109039671794751,0.010755832246635143,-0.07385806269874201,0.036913641213262884,0.028795120489407473,0.0018243643916180873,0.0231033772464353,-0.03560736421123519,-0.012206952753673658,-0.0013948405146856164,0.04518221819341488,0.03101417708369522,0.04993958412825582
LHB,,,,,0.04273461310732702,,,,,,,,,,,,,,,,,
PPY,,0.0013317529028865284,,,0.02886112225796671,,,,-0.017993430325587735,,,-0.01966299976562274,,,,,0.03543128055389067,0.04072723072879084,-0.011751113898916777,0.031837261365267114,0.03666698174353508,
ALKAL2,-0.023365169564668286,-0.005631273736158555,-0.011010376043344608,,-0.026602503407866213,,0.0306971567127221,0.004018281255140673,-0.030039527669525633,0.028239947410108223,0.014886764850103996,-0.033802008175873324,0.010850701538482254,0.01850346210689376,,-0.05640575473572062,0.05054231236460349,0.02199486117164658,-0.07152891184327519,0.018790858042303623,0.06893513152910533,0.06268557724303851
CSF1,0.06142234876933371,0.029739445915308225,-0.017300541132965398,-0.010064828486893827,0.011040313932455564,0.044645324929445986,0.09617611451972655,0.1030050094293899,0.0026498867418723268,-0.005274475073543224,-0.06601700123708876,0.10400377485059184,-0.009372865440247973,0.04075361537774153,0.012052142881092305,0.02005768037982504,-0.002477991481382197,5.403009056004279e-05,-0.007089316172787594,0.08796892527903086,0.09333662092471504,-0.040417850346593655
SEMA4C,0.061517498763524116,0.007114756037593038,0.027424370742868933,0.0784999052745777,-0.016302035430280012,0.057978746269149874,0.027944732484854698,0.018910812509905794,-0.0052672009480053015,-0.007065879355690195,-0.06238180646073452,0.06491625851954982,0.04574434505911227,0.01508428405151763,0.07073571295110959,0.04024988529240972,-0.010381159763755851,0.011159680014776973,-0.074314168396391,0.06519661941959633,0.034520828036639334,-0.0627098432074273
BMP8A,,,,,,,,,,,,,,,,,,,,0.08439099758172772,,
ICAM2,0.054298650393116724,-0.055606397269745145,0.07379940446538581,-0.02874195988409431,-0.004161914993878649,0.0368824026190858,-0.00592780113976794,0.0171179684168471,-0.014026882684663356,0.034090898323685,0.02718564119132748,0.08505629529968535,0.03593136961589581,-0.018837592334135067,0.0200444917328748,-0.026433386205636754,0.020826213425389668,0.012311843600453802,0.008799881465942768,0.06510082037814717,0.025510643012189284,-0.061159546946273874
SYTL3,-0.017627945358220588,0.0256865297671625,-0.011858052632651798,0.07200112824056178,0.04903327234763699,-0.061947270623020134,0.03648542843545769,0.10662419141139795,-0.022794406494104903,0.05304630650727782,-0.013993147427659614,0.016298452306988488,0.013018883582436499,-0.016562532093293888,0.09709794092879857,0.09161064661824816,0.023290911118010328,0.0017227678445013066,-0.04485331511439831,0.03512089191991508,0.015439051695419382,
IL1A,-0.01813008502685921,0.0064182837784933,0.06247131123074486,0.018049252210374622,0.13770352855898138,0.0029017546976539818,0.001200709567414711,0.04478885549619547,-0.020018096146201005,0.02566600026809636,-0.03535621546674579,,-0.00884599114111067,0.03964752652399141,0.02654870701324232,0.020628286812373508,0.004628115268371423,-0.042919396157713216,0.0384146632328554,0.15112987228669253,0.013589222993541065,-0.049069247781954706
HLA-G,,-0.0035535949813405095,,,0.06678850503571555,,-0.020416510906932802,,,,,,,-0.045546655675372534,0.026256192006981136,,-0.022561782686488147,-0.01675958787801405,0.025813018090879467,,,
PGF,0.048099827598616876,0.0029066553221274625,0.00038346185463573727,0.05672453234922018,-0.03121874781016527,0.05204411420258546,0.03539434500822532,0.11213895829548944,-0.011360131195553153,0.13577353386411878,-0.0042827837535857685,0.07272458811138303,-0.0032345987981035485,-0.11496668234739675,-0.09190050832769281,0.0246159881922889,0.03069744050158299,0.03887388337920571,0.007629973223784825,0.00478878672966608,0.016093048941413817,-0.016025967117178182
LGALS8,0.059200302049573834,-0.01775161077204212,0.028343707027683747,0.057235642022507,-0.01733654789087277,-0.01587042350373958,-0.017366745835699204,0.04609493311593645,0.0009698608903688748,0.003534135572691485,0.08822666206894336,-0.020610722255064683,0.004309447348261164,0.15795918910136908,0.036003785212483264,0.10655182590017813,-0.013569628122585067,0.003699154676700545,-0.06460565053780824,0.023405982263460606,0.01915087864055878,-0.02937553305412923
DKK3,0.006689916742194077,0.050334255826454545,-0.05956736172901924,0.0011877482516632323,-0.009769058690002549,-0.054256091514504945,-0.1373651174412414,-0.09976110683607461,0.030800046954876148,-0.02293158861389115,-0.0029682116252717403,0.05044922924035701,-0.017565751381571702,-0.07092366250907653,0.014707729365438975,-0.03941113142675173,0.046546242737345644,0.02150908907048641,-0.0527126150920163,0.11876345268423759,-0.007201372273880882,0.10095969109310927
COL16A1,0.09376618407570188,-0.029060451885446797,-0.004920353739398893,-0.06335595946661023,-0.045269591565435384,0.007224122772341111,0.014298194193376109,0.0306336952317918,0.03066449021194721,-0.027038035336740155,0.0538905120657236,0.1661270070783159,0.062122207090921956,0.04686242389442549,-0.03159530764298936,0.09771734148581808,-0.011386965747079066,0.047309905808654504,-0.007627270559196512,0.06207541156489169,0.11207185942069638,0.07869648922375236
TPH1,0.01777595339575291,0.03032205418032654,,-0.029097666691325214,-0.015428457365083857,0.023188270022986287,-0.021634140400285242,-0.027785890861118854,0.03366663914122253,,,,-0.01956199644729275,-0.05922895505413412,0.0004937893573435731,,0.00862855631106151,-0.06777014954302572,0.03714247937057354,0.12074242178585017,0.05692202471786986,-0.024386392941996477
TNC,-0.007536772377900244,-0.008811497506485745,-0.00023903373417544877,0.06662625542793191,0.03933323011855423,0.10301670044777272,0.12106052355499691,0.17276336576807214,0.03055830060759188,-0.05217618448975088,-0.00957522667198921,-0.10653344558911888,0.025540101960893683,0.07617470833815627,0.06774773962097685,0.11936350568051506,-0.004592828917735721,-0.029664275905329326,-0.0444577192665248,-0.07735746143755727,0.03746816772616593,-0.09615919533124023
TNFSF9,0.0426837052088985,-0.014640697213568608,-0.024234286675574302,-0.03240395265658105,-0.007976684612831991,0.009196724015548505,-0.05431244311098702,-0.004959651109737376,-0.04132486845110313,-0.026438284167022316,-0.04490019045314089,0.02980702149234043,-0.033189287470486786,,0.07530952904353387,-0.04753392540277289,-0.016229674834857807,-0.023103795644811263,-0.0320579407474132,0.10029222942729059,-0.0034117437177779097,-0.00277988004902001
C4A,,,0.04367025599175688,,0.01565623212267503,,,,0.08475522059815442,,-0.017249453215857254,-0.023317823039908037,0.05933537301425176,-0.009729900598443995,,,-0.017720618819072574,,-0.020962259150220507,0.02683409897089423,,
CNTN2,-0.07714270369533034,0.035003469478776736,0.007369095969987373,-0.014969928282854476,-0.016497779161034842,0.03355219013898396,0.07079787910903358,-0.039804426317209485,-0.01016445499902394,0.037847796176645764,-0.07386623803022246,0.0823969179727442,0.01449707745721899,-0.03499698580223495,0.029161344030924845,-0.10705498216246909,0.04218438353714439,0.044674146424780355,0.01856247061969155,0.007364537039999949,-0.0025115924432333207,-0.04130179433962071
F7,,-0.024464847044730977,,,,,-0.018789312672184536,-0.023374072179360456,,,,0.033622547783948145,,,,,-0.022326956589753047,,-0.020743486959540605,,0.008419341550777221,
LUM,0.025255439343133797,-0.016647139430124712,0.001439958821478228,-0.019389033080721717,0.05906753944786592,0.036805010640268164,0.04213576117618222,0.132205551963882,0.06919791801063181,-0.006373079481601034,-0.007246048235976694,-0.05197636805576013,-0.020679896383668787,-0.11101710843300601,0.05231156136017798,0.030366790846240183,0.061392442351321276,0.0017419506917899018,0.023756930398810334,-0.05854094648946092,0.027930186854877435,
IZUMO1,0.016759185427856142,,,,,,,,,,,,,,,,,,,,,
BTC,,-0.02219545052456636,0.029102152391984947,,0.003471498077731699,0.0787014969313404,,,,0.027004170534266958,0.029198427164479634,,,,-0.039761519364531005,,-0.016152768159610892,-0.03791744155891525,-0.020073872698882174,0.05687899589341648,0.09897816610586,
APOC1,-0.11492289409644603,-0.05728378590551307,0.010214771344010188,-0.010038523610226417,-0.01823188836994893,-0.084387728831098,0.09595077917278914,0.18329668044735098,0.031220197583168716,0.06290118212687036,-0.00022016069003663908,0.10291693817260499,0.0022537229613378905,-0.023274211468399596,-0.010349508349558624,-0.03948791507881237,0.016504479988453693,0.055146606437068174,0.015713484213200745,0.10529923972712021,-0.019723078012722873,0.04120196137221573
PKM,0.04473983258236184,-0.00858617672789357,0.016105921542667254,0.06749937194299774,0.07710506281633536,0.04453338726471273,-0.03454551474120815,0.06407765789423185,0.007512148566378879,-0.00938411910140219,0.01169079729621044,-0.025362472780978106,0.007079707202926656,0.05904900834601342,-0.047055937808962785,0.051573789698843395,-0.05799571419894419,-0.05355868410778799,0.01614085474837849,-0.0388947160257754,0.0042476435092562445,-0.0319034699331195
TNF,,-0.0188497467018676,-0.03486617702546501,,0.013433621978084193,-0.01559022660126117,0.0684289963551732,0.047137393018854105,-0.04866357544608214,-0.010646141390405078,-0.053925537617869425,0.17394293446070427,0.06670672967761639,-0.07959666904836195,-0.034716388628723845,-0.006480638705716298,-0.01567785574280719,0.040818634100976275,,0.08547265676992573,-0.03702310148902601,0.003704522540780136
GNAS,0.08603601441186372,0.040727103054397314,-0.001204374887546988,0.02213369626064015,-0.033735602189765665,-0.10847528070836202,-0.11470766933825041,-0.1569946256645494,0.04171253381676467,-0.029053320062145418,0.044146364143056484,-0.1090925305646063,0.051772057277889715,0.04890303319498869,0.09816593827849257,-0.0251463400691044,-0.07572487815933815,0.02069787957285239,0.015388252342537486,0.10319667578574594,0.025678704477988267,-0.03201107355667155
BMP8B,0.017024745373034143,-0.019011488389756394,0.008446674143443567,-0.008949662285132854,0.046758760996557805,0.01688671452482737,0.08858680553615587,0.07898999215599511,-0.01140783922878485,0.0031097518995825226,0.044262153637162176,-0.01697278008564656,0.05097996316970831,0.11491612907839112,-0.0319112826952485,0.025720587984483997,-0.06637505113031567,0.01471477419459792,0.031524425997568,-0.0039965509116499974,0.04855497453462442,0.013737591053643392
LIPH,,-0.01102148250344783,,0.08180364746499032,-0.00285173974622805,,,,-0.01719806014569606,,,,,-0.04554668194546157,,,0.010815154315178222,-0.0012405070163964817,-0.03294157477600469,0.06946750914899866,0.11079929801509976,
CCL28,,0.07430084999997244,,,,,-0.0011808987181289995,,-0.0044479201792390274,-0.018173879677369175,-0.021426499088410687,,-0.015513512958708318,-0.041423549683425764,,,,,,0.03992409375647921,-0.03695507537805395,
PTPN11,-0.02649682454728682,0.0012500366351017604,0.016988859200217348,-0.0004101224046885749,0.0010675605962984947,-0.045968489921606875,0.02690361035958074,0.0414307761080365,-0.02698153532656188,-0.014613703790714989,0.02786903505312724,-0.019851932148238428,0.018423902525300417,-0.042974020068543846,-0.13674213815613945,-0.07615322159524648,0.04354220891018694,0.0033621921376233667,0.04294013097595147,0.020248432433987756,0.02353720918176559,-0.00027796526022962986
ADAM12,-0.004701384958875631,-0.004433238436352887,-0.028574572238380214,-0.03722705255528436,-0.042149059804389294,-0.027602512554556875,0.042675057854149594,0.09618306009537672,0.01741975083909846,-0.01756392492096455,-0.0057545673339282795,-0.043354851490495575,0.10784858914805223,0.0802629650175296,-0.0005867486890051164,0.051993649696030375,0.08483641097114548,-0.005952099534586958,0.00012218438200387892,-0.04426484890993482,0.07972065725708406,
EPO,,-0.033695799485117785,,,0.002942072204489586,-0.029965015109031528,,,-0.017993431111004522,,,-0.019328889255778078,0.050748703271920284,,-0.022855534885860618,-0.04108924599751415,-0.017286246143707565,0.023849209835406622,0.05413378109159177,0.09692597247811151,,
EDN3,-0.0219121391724361,-0.04368354810817605,0.039903592206334965,-0.0024301065381652533,0.021580843859537544,-0.00688023039992244,0.08098043960903588,-0.023129861586018045,0.010935078408916827,-0.0014830885216544011,0.015063390263954396,,-0.019763850040346694,,,-0.03148638076582244,-0.030024444810982414,-0.0336812826948048,-0.048662949335425046,0.12956919235295175,0.01349406515115716,-0.040052525081872084
CCL22,,,0.0651105179319134,,,,,,-0.00244189735181027,,,,,,,,0.002522437010860662,0.00316294116025086,-0.017413965302432725,0.046218119158516625,,
CCL2,-0.016355153574633588,0.017658522362672947,-0.016961534455297113,-0.01720808296118774,-0.014924079345775193,0.0958317478484821,0.006792566321768221,0.04643150563435788,0.03017242507421716,-0.003360235534225192,-0.028775104959795763,0.04699123923022947,-0.033523890183339136,-0.001030901020000058,-0.01691603416542594,0.02433101543603525,0.010701772148979528,-0.02499352247154321,0.031029250047072774,-0.07806239498904377,0.0019446925872700282,-0.03709971653197006
DSCAM,-0.026076633455723544,-0.02697518815883386,-0.004500365205249319,-0.04592849582757421,0.017928310231453762,-0.01361832665586613,0.06652759881545348,-0.0025128140364714486,0.04438100989781847,-0.007731848930976023,0.054335759776504386,-0.014357400608499967,0.0016992680226637067,0.08540798937635262,0.003297518116050702,0.04998020392478604,-0.0005305369632682828,0.0792947872186758,0.022745070494620705,0.10276849508057045,0.027528313625395057,0.06323643350676579
GPHA2,,-0.027949976367908205,,,,,,,,,,,,,,,,,,,,
ANG,-0.002755663909913148,0.00976762764665103,-0.034913475392479874,0.051016770263049946,0.04930621390438302,0.00546402258015289,0.056702173779925584,0.020276351067010097,-0.049192076040353166,-0.009334655844054402,-0.03402337659954494,0.015321342464485828,0.01141346998788223,0.08063013335439732,0.08894683539887552,0.0719920637723001,0.0009733137746166157,0.00043326701650664716,0.09776226989563565,0.11031657007630635,-0.017709699646321346,
FBLN2,-0.02054532629887592,0.013801206291056778,0.03176416286041004,-0.02863198903026372,-0.012551937492081694,0.010010896744576125,-0.025668552735010338,0.08685165004383875,0.01987363873204696,0.011032463665131232,0.10070350992214375,0.10731381940854991,-0.04621835944313308,-0.055574126427836525,,-0.00562654813074436,-0.007889875305586668,0.007661717385065583,-0.02872686531043428,0.06861893327323633,-0.011994441365640773,-0.02494881663873666
VTN,,-0.032163506738657414,,-0.024360948776179916,0.034875020949361006,-0.004525084378915182,-0.021634133325901823,-0.01826050248959051,-0.00967357121776717,0.022985622678791635,,,-0.016254843675883885,0.07477871854063751,0.03307180398970957,,-0.01975936229784468,-0.021134080566544845,0.07971040974980405,-0.03587469029726824,-0.042132612201927176,
