,UKF243,UKF248,UKF259,UKF334,ZH1019T1,ZH8811Abulk,ZH916T1,ZH916bulk
GRN,-0.020164432238727718,-0.02198336147758179,-0.06976521204698868,0.03198716217412319,0.10946427918662956,-0.01257467072106002,-0.016729171997760132,-0.09873772362813245
MIA,-0.046772335680818136,0.051456949844915216,0.04697598375141098,0.04824043065852279,-0.08572054457206657,0.08112492640028192,-0.031364769795480724,0.025118013513274518
COL4A4,-0.03022806124492883,0.007089077880486842,0.010926594019845871,0.06893365546509214,0.12536187153399553,0.038541998489033766,0.11073244353401542,0.015129301319190533
TAC1,-0.03785829010044395,0.07089944763894568,0.05295002842830254,-0.034345412665658624,,,-0.005392840783650225,-0.09566124559806125
RARRES2,0.001710247607310767,-0.008430934172756031,0.04031378845258723,-0.04058395717785238,-0.11526859548358306,-0.003929295760360582,0.0784791876698827,0.14870856879949146
FGF7,0.1433890447726374,,-0.018038650800820122,0.015263687387658355,-0.003356150881328811,0.03611304056377232,0.024980498064761165,0.09665241925785062
HBEGF,0.07011026264703131,-0.008291508014177542,0.047699778038471564,0.05117121617601484,-0.0325342709216728,0.004302881230382441,0.023663859040701597,0.14125551324414895
CSF3,-0.030228037313282448,,0.05025754601034916,,,-0.03143103537935607,0.069000007217218,0.043078854659434486
PI3,-0.03580961783223107,-0.00575134132697105,0.02794422204765268,,,-0.052851140499824464,0.03203851261688388,0.02574925420800619
PCSK1N,0.02221407048511621,-0.021877097774005868,-0.0419663315003751,-0.034229974511185444,-0.05050018389904045,0.021126263149354126,0.029561082093007555,-0.14971355297839944
NTS,,,,,,0.029135861099263093,-0.027633443682354677,
SFRP1,-0.046672499597502755,0.005051417965000049,-0.017459427861312965,-0.0027978069027082175,-0.0674523537611136,-0.0076556889247883664,0.003300728725294444,0.016097728953207314
CXCL13,,,,,,0.04024564529797966,,0.0981475921733729
MICA,0.070187907382381,-0.01570742969474037,0.03757789427232523,0.0566361331399019,0.07813815976146408,-0.027377740443630682,0.07048174188568931,0.10290002154998114
TG,0.11633505476292441,-0.004824825647320172,-0.01884148883360279,-0.02044625469071702,0.021112607963029426,-0.020325413730476714,-0.012638668642544261,0.09308442553560531
ADA,0.059915168433552914,-0.03562030380366699,0.020733066656330398,0.0233551783099075,-0.004336450008149152,-0.0024365650495625753,-0.04083291265009169,0.05509745097342934
LAMC3,0.06718768510908134,-0.04999310489573932,0.02593819676452096,0.005605352716408137,0.13300717843919677,-0.02040334477507498,-0.09712515104258464,-0.01926488896418724
CCL7,,0.0011950855550381132,-0.013622366323095941,,,-0.02292614147882122,0.06361453513431042,0.019021303326008543
NGF,-0.017415231573438498,-0.00875253372864841,-0.022098392909768446,,0.13721662441124274,-0.026477858031641426,0.060552550843073996,0.032437068150806755
TNFSF15,0.005569654749476652,,-0.015169171162169495,,-0.01296858714172768,-0.022350413558195965,-0.0009519349210101814,0.10049424866311861
HMGB1,0.09372359786172603,-0.034786331944258474,-0.03246385003187378,-0.021503904808507956,0.007662342862163672,-0.018212363562982007,-0.03484760165532622,-0.07846078664343646
ITGB3BP,0.05287020035295812,-0.004386465286987555,0.03163087026625975,0.07337886345198756,-0.08499174685273068,0.01702716530500371,0.022504391858821096,0.03769253872856497
AANAT,-0.031214048905325947,0.028761129142913552,0.006662175859943566,0.10787369138327091,,0.02253894092689024,-0.0206892066184961,-0.029274489699799698
RELN,-0.030027625539160982,0.03046853441183211,0.02646404587404659,-0.020213626109355835,-0.018952769737593144,,,-0.019701247076010623
IL15,-0.012023376848389413,0.009474414600963623,-0.00595446873273544,-0.016933823251667948,0.062168781019196206,0.008913375896053503,0.04388274539608614,0.04062644053344754
UTS2,,,,,,-0.017127431817661493,,
BSG,-0.07458039212000794,-0.045170444282774266,-0.00020804104631255203,-0.02287903405996548,0.058496247457393666,0.03478474921343457,0.05403520235737356,0.11056837586573162
ADAMTS3,0.09460329262843643,0.07962630390147922,0.03435672992531601,-0.028138548982485825,,-0.031094193519217057,0.039978844264087994,0.056471062647928866
CD34,-0.04897940927904651,-0.0559920505122521,0.0006335459895258394,0.03516827679591122,0.07229087142638249,0.06303408880988486,-0.045417496058824024,0.03948451301106468
PLAT,0.10851712553893944,-0.0008289831504945917,0.027424464881654242,0.093057507665908,0.09030625173282807,0.03497339488139956,-0.05587220577014778,-0.08671821352990877
NTF3,,,,,,0.02884165716726618,,
LTA,,,-0.017459427044533488,0.002495321096009971,,,-0.027844554170227572,
CKLF,-0.004944053386544892,-0.03957969381402449,-0.01725993009688091,0.04577347689642432,0.030339415574333305,0.012672804037767568,-0.00031624353728382514,0.10323820865291994
CD24,-0.056019228026798144,0.05313640201270002,0.020823460388832944,-0.0029200540354616974,-0.09950479761944149,-0.006673626356840746,0.07693910802522354,0.005961597584276774
HSP90AA1,0.018093424706865285,0.060909821608446685,-0.01663048572196014,-0.046035054778390254,0.009662489214837344,-0.052673621955684966,-0.016961422178118017,-0.13126438204347607
BMP4,-0.037690821115187734,-0.012285864780670178,0.10612437116933475,-0.014429368191794379,-0.022114752109270806,-0.038001308849235756,0.04820146431702265,0.03613191025881816
SCGB3A1,,-0.017974650964954906,,0.044134708115209434,0.050505287936156024,-0.021512580936243142,0.0008888946774432704,0.0071767483139892965
IGFBP4,-0.06615658487587356,-0.04285758476602932,-0.048542990018156436,0.0943614252404695,0.036576706797909864,-0.006961349928464416,-0.030630408078228887,-0.06607143648298419
RSPO4,-0.021274490842238373,,-0.02672471199029934,-0.02348988167243171,-0.04429943744577549,,0.033688673336085856,0.04236132707262607
LEFTY2,0.011810685492234515,0.007504400667196931,-0.03901157129199347,-0.0209046182739136,,-0.019461697935016665,0.0008360543307384193,-0.08373507035011825
PF4,,-0.018645815022612953,0.012697499677572617,,,,-0.027844547726791204,-0.01690923869178702
ANGPTL2,0.07510303068373103,0.016932388348074173,-0.0666307521425175,0.07980099166723914,0.0330216186785816,0.045789219262391906,-0.046652980946036496,-0.028086461027412697
LRIG2,0.007000574330446954,0.0031290462160169035,-0.006659114423747943,-0.058012151503804885,-0.003987743416747478,-0.0333923161629632,0.0011247225822567499,0.02903648779812075
ICOSLG,0.04545769111062582,-0.03387878637560752,0.011651802664243873,-0.007989268778516682,0.09105684420417122,0.030251259649805854,-0.0038711115791549267,-0.00974872164437216
WIF1,-0.04950914035627074,0.07796611689818689,,-0.05654987992059535,,,,0.08722412425980118
NPPC,-0.012024326956430614,0.00452762559085196,0.01387996846426506,-0.02505748788636344,-0.011733533656694693,0.17030026878914992,,0.02365945851871919
LYZ,0.03133601507211074,0.03511588392233604,-0.04047096744299114,0.04373048783607794,-0.0037140922315136637,0.0460029173797898,0.02266191944575266,-0.04264919877407777
EREG,,,,,,-0.01796652994044297,0.03759003266626816,-0.0485601277970589
SPTAN1,0.04250758450310122,0.018641222823883728,0.018192613507152487,0.025423747530685173,0.034379689037772866,-0.0300922208056218,-0.0713326776135743,-0.12570651557026105
LIPC,0.034375899032419,-0.02282737854304673,-0.02135867267546287,-0.013105477198763954,0.007378350703185289,,0.12678210967501705,0.09897622462244776
COL8A1,0.1632772331133784,0.03677272281921323,0.02487691096702901,0.1005274176822242,0.08150286623877907,0.043981105425590646,0.043365208445079226,0.07856605725857478
GSTM2,0.12870726160513576,-0.01634132675078265,0.0651725431250024,-0.006653851654223007,0.12043049307065931,-0.01747797710832953,0.014195399546317414,0.12792206926292907
SPX,-0.05991969666145042,0.040396907285983955,-0.009076713583173607,-0.046110089420302564,,-0.023115191917998507,-0.053534422893331234,0.05113423399442289
MFGE8,0.09650878518221759,0.011090230759947878,-0.032932102369503384,-0.0023301794998282924,0.054279887259314416,0.004456057551127006,-0.012594265440513735,0.033333207169643476
TGFA,0.020600961654459276,0.029051167278852954,0.012161350802052035,0.00300430744917132,0.002808031203406456,-0.014581447892218257,0.1248740689986835,0.05581968655382455
SLIT2,-0.04311419279582397,0.01974421824449795,0.01981753908381549,-0.03809068079999394,-0.03689063358018843,0.0884176214189992,0.029026349916478254,0.1085795078815475
PLTP,0.026977536693173293,0.01153731439489779,-0.0026108500628213125,0.051134920140777106,0.09652735787739461,0.025210461719378168,-0.06700132347387394,0.02893772154697871
APOD,0.06592950249404683,-0.03641960515961462,-0.01767086402553869,-0.043027343141063185,-0.01966292518117944,0.027780554313482548,-0.0028575876239048917,-0.10588242717526355
B2M,-0.010918529023412157,0.02141445912739918,-0.003266517612863906,0.07260769589098794,0.0552543664270819,0.07080171478605962,-0.06508583666596938,-0.09589090004958395
OMG,-0.00014062803133203992,-0.02163158645726395,-0.03138855051338328,0.01664150938584573,0.04817204143549253,0.05710322645787051,0.013232635517339369,-0.11484594476839594
CXCL3,-0.04208265407772346,0.010030613160177795,0.04133683242621254,-0.012195420731517992,,-0.02097185684058223,0.053456391148239295,0.05732052559054793
CXCL10,0.07180861291189863,0.011084348564149011,0.022372402187708366,0.05149318671058571,0.1275836895412357,-0.023674182216389464,0.019143915546093536,0.047923450092683846
RSPO3,,-0.01036043317988697,-0.013802394806386531,-0.012743979620725822,,-0.017282091106756534,0.06473970236419645,-0.04873744083406661
CORT,0.00041944799638326673,0.004244389470998328,0.02878674422213342,-0.00274695351679053,,-0.02614186839701268,,
NCAN,0.07307576857935115,0.04469442222649363,-0.06992992681245559,0.06862277579755136,0.15080093636731004,0.06068843138830349,-0.06292374466953234,-0.1318051452598898
PRG4,0.04518523988539872,-0.02703173112246758,-0.013622368445939517,-0.01489981883417245,,-0.025110469227536222,0.09696590277951667,0.045167825341123104
ZG16B,,-0.024925415792407833,-0.015810424593646556,,,,0.09252156918493427,-0.007846911236722319
TGM2,-0.007398821508765256,-0.01521363655672771,-0.06770012535485602,-0.022713522969104897,0.0061879756659195834,-0.05533734811054342,0.03248662714052147,-0.03098051516627321
VEGFC,-0.023357425586067643,-0.013532725340535416,0.0010649515986088625,0.13809617337364813,-0.0040233510626865015,-0.02950462703271688,0.05013735543723357,0.10716046547938282
WNT6,-0.029623438263160207,-0.005350583842672073,-0.0188414896159114,-0.013270905907889378,,-0.021750608987271713,0.08432664298109949,0.03973403089512008
NRG4,0.03072164355806521,-0.016555286239924385,-0.01657904556584676,-0.017739408151990977,-0.008936609075607503,,0.02083676060228498,-0.024670820739791443
PMCH,,-0.019080858329587568,-0.022971882820531107,,,-0.023302844680818162,-0.04279063586254588,-0.040273827915027045
COL9A1,-0.0015226568067143746,0.018092362419720055,-0.01731560305984078,-0.0035680255910850345,0.16561333528370895,0.03939097364425425,-0.014739613448569807,0.073537895471377
GDF11,0.0375192590338863,0.024602149273578316,-0.008419980986419908,0.04462617135678226,-0.07946290390697751,-0.014358293245095384,0.007868891914254526,0.09081554307828238
RAET1E,,,,,,,-0.02176843872443644,
IL24,,,,,,-0.01737403946699382,,0.01132718325271703
SORBS1,0.11539439063356217,0.0574229241943512,0.04717776106163929,0.030966165643514645,0.057057920216140694,-0.029913513808040224,-0.009137018973996705,0.0030991549171366342
DLL1,-0.03998532424307783,0.05575084838850304,-0.018799684504242853,-0.010975847953184889,0.08060558936247292,0.02996495225283858,0.05610890113763547,-0.033441982967384175
TLN1,-0.015348334201530093,0.008313929911616835,0.03573950702517105,0.03268754805919311,0.0735394673731405,-0.04102799367833491,0.0532977202853362,0.03369398424792585
COL2A1,-0.022596687088106363,-0.011430780654280295,,0.09732715718769369,,-0.0008978774023367942,-0.02887934140002047,0.029372392643465365
SHH,,,-0.01415587741841514,-0.011816198350354783,,0.028682344771070113,0.04358196903611151,0.09186639159987077
PON2,0.0949555726191768,-0.035437033994306415,-0.008289499850157757,0.09992521934550103,0.042432272508048895,0.06915003576757314,-0.011686627473505233,0.10430621278996026
ICAM5,-0.052654722419036966,-0.020140594589435616,0.031607680797884424,-0.02307639710297153,,-0.04856521934479015,-0.021470922978763466,-0.08900918226823949
HPX,-0.035983762310118766,0.004795053051477839,0.02072026416345895,0.05184194414025086,-0.04599509576705829,-0.0027108112089693995,0.1654309876031731,0.1045918745870113
SFRP2,-0.029419579079319386,-0.023897346359274468,0.0020739821089427153,0.08055443570857744,,0.0515286860038751,0.09852319124172679,-0.0028395199810111425
CFC1,,,,,,,,-0.0256280736121346
CD70,,-0.04365986026897176,0.037292610952442504,,-0.03837173963898109,0.030138360269843262,0.06865504938738914,0.008544642665561897
HP,0.036769045029858456,-0.045645969830234015,0.0009778469759533681,0.04197354557518245,0.11642513854060815,0.004384271672872796,0.06795934087576935,0.004810310821809661
CXCL2,0.027727914536532554,-0.009186003303517442,0.05813219447645566,-0.008313054829045223,0.019987419463356835,0.0017631798567485984,-0.001987978797292618,0.04170000195716807
NPPB,,0.08133814162413006,0.043448435570626165,0.1805101618273675,,0.017645606642836525,0.1252480005263052,
CCK,-0.010905713821963604,0.055439152227107866,0.03443584495246404,-0.00870177800151445,,0.03890099268400558,0.05493702197882978,-0.22594881444100057
SEMA6A,0.10291784030203663,-0.03634137458152024,-0.022929260458135457,0.039882139019674724,0.09000643367685839,0.002338236302809194,0.0019099255876959661,0.1374073453067409
IRAK4,0.08819034247750109,0.016839753396136893,-0.026824020844465443,0.017970126769587445,-0.04870158705225077,0.03744155561683486,0.03633931897917087,0.05247184736096264
GSTP1,0.026528974490350996,-0.06539815366215447,0.05480930454016687,0.10326005511450707,0.04782919040733108,0.04334354138720356,0.047877280503009684,0.15347758924100918
VCAM1,0.0629198730675542,0.04592784794654791,0.04783241812760658,-0.0078318536657439,0.06430278242487673,0.0018210419649313091,0.004365807636164385,-0.018003567466611043
NXPH3,0.031167328405502348,-0.0074666040741446175,-0.03013333804063206,-0.019828100119589617,0.15474369057875825,0.035085573430406185,-0.029928252474688572,0.02811583145863545
MTMR4,-0.050639945123969674,0.0523268480944709,0.02112937093694773,0.049227531025913526,-0.07925137961381978,-0.009504379264463268,0.03672908219428723,0.0505065788790368
LAMC2,-0.02016013007838741,-0.01820097122096361,-0.013428410033212218,,-0.03535621886692782,-0.02135979662093869,0.15744252266030073,-0.022143729652787266
IL10,0.09457308854245822,0.09339119974046436,-0.03554745756545252,-0.01361140664432117,-0.061576661505381734,0.023737673085788207,0.05840993605874294,0.033050458849933156
SEMA4D,-0.027724235130276585,0.018362855218942216,-0.0179415491872936,-0.027985769827398525,-0.12206573773194783,-0.024303665483318727,0.011939389930137555,0.006705446824104847
TRH,-0.03934174139263397,0.048484427085639305,-0.024671291440371435,0.03222695947265751,,0.022195425563206188,-0.02254612266245177,-0.05587511298789346
SEMA6D,0.017885365095334636,0.09550777534506787,-0.007947490615762418,-0.0013123394102874733,-0.008253711147428278,-0.0015412432409567273,-0.008498645892692832,0.06598044999619926
CEL,,,,,0.01864902793415418,-0.02631032707461863,0.03134950450564781,-0.047524802546934954
PDCD1LG2,0.051893695343638906,0.021724540189522887,-0.04065377740596355,-0.023283927823373133,-0.01055622549386848,-0.05545288968186132,0.018050497416627707,0.11988452652973781
SPINT1,0.060831263371610995,0.049988498799069504,0.032587466096854846,-0.002979973459492704,-0.07542439186851935,-0.011433428688784757,-0.01323240944480119,0.08056771443111248
CTHRC1,0.06896812267189842,-0.009847961499723567,-0.04925709928285876,0.04257663725802813,0.01575327057205426,0.0589401827531511,0.014688383380394828,-0.05450809559715891
PODXL,0.03126496829561349,-0.012276539402044775,0.0029938387269860117,0.05519923344133251,0.07426657256619101,0.05557356507393857,-0.08244028516007604,-0.03913454982454567
JAM3,0.07139229306210243,0.05038023591161528,-0.018996245765426308,0.04361525028037496,0.05056420832970044,0.0009608404748556581,-0.03238618387298674,0.02378675279284734
TGFB2,-0.011265432837151649,0.016978401414819103,0.015932451698842418,0.056635660868084185,-0.0376358127484871,-0.006961647563088488,-0.007580598927260704,0.054644148192315944
COL18A1,-0.005327809239931847,-0.03681588030446092,-0.07370273410963658,0.06495496854400301,0.04706019197024388,-0.014507196648566818,-0.09062399880036455,-0.10158968189336674
NODAL,,-0.027742663439311182,0.01673031775653443,0.07695442461321474,0.13914086610571438,0.0599647706826278,0.011845149081371619,0.003948837983942961
INHBB,0.033971400959805366,-0.0012652339144421719,0.021199609695170242,0.02647863715371116,-0.02605897857749537,-0.005906286161722829,0.0296897985136128,0.08331741938958749
LCN1,,-0.01820097531625624,,,,0.03731656948602656,-0.022799866396235522,0.04199541290211618
ARF4,0.06692228744944685,0.0029053082521275247,-0.021192295861911858,0.02047320721951692,0.06639305226376391,0.053248827093085406,0.00858377056579674,-0.017456004355583542
CXCL14,-0.0683075299486715,0.043979773107919076,-0.011472852776460558,-0.0003493754651320821,0.04518651462394519,0.004632010028315506,0.038049640964470034,0.021687681405128188
LIF,-0.0064112131052672,0.0020392587596865506,0.04003938456736696,-0.025182728044561075,-0.019690462884956614,-0.03360102437169544,0.05804952317086446,0.08509102144954635
IL17B,-0.024096581642705544,,,,0.02245918746274364,-0.024040381695902228,-0.03851216455394733,0.05261548495845035
MMP1,,-0.011532917377395755,,,,0.02949588321233889,-0.030804496035755878,-0.01952085253029566
MATN1,-0.018985860548813575,0.06462507966935231,,-0.012380854258414405,-0.03689070629613833,0.01596446807765895,0.09677931271869772,-0.03891328218388531
ADAM28,0.0041688651879687585,0.08744439747741892,-0.011937597195921353,0.028792785204236726,-0.007716996888050449,0.05442187396091019,0.025892490381122457,0.00891574214667806
TCN2,-0.0014297120056665869,-0.058870574695456486,0.00428355800602443,0.026374419711321918,0.06458490249842007,0.0591797691306667,0.009106957942381753,-0.008023581739089368
THPO,,-0.009374050572648313,-0.018699922949639187,-0.012380855680634321,-0.03535623667177363,,-0.029684069506122214,0.12131773927834429
CUBN,0.0636437738911923,0.033484115621635176,-0.03861744569264853,0.054069484883703466,-0.01779942511312495,0.03186894503274823,0.027009371803655532,0.1428426784578349
TIMP3,0.05481792622654416,0.04481246161368903,0.04736956094509533,0.05976252287340147,0.0695706280806138,0.0068593943919184825,-0.06374618290721085,-0.016030708510124766
PIGF,-0.08059734193372352,0.05066954828330574,0.04565112078782972,0.011209841588962644,0.10943995920489036,0.015054629368129308,0.07689007048040285,0.07820135250417336
CRH,,-0.021324609563950013,-0.015966933796852576,-0.016933821691289448,,-0.02751300806441764,0.06374570811981045,0.012149117057923361
BDNF,-0.03439230960524762,-0.005177920399739047,0.001750069812508562,-0.013944023358348769,,0.029390191798423844,0.09156979501844036,0.1108155074463362
CCL5,0.02500757670054267,-0.02638580195111995,-0.018821326975965957,-0.01679611959787013,0.009108764917533712,0.012410239996888147,0.00866821070434118,-0.0551464938602038
GAD1,-0.019468092479950582,0.022366020130197565,0.05366751787863906,-0.031845896047645414,0.008519544557707103,0.014287044197832846,0.0443610741022819,-0.07156966015040428
COL14A1,0.008452595721106482,-0.043128803264700914,0.01685536530950962,0.03127423053344609,0.009615914866438414,-0.034432539187733736,0.0605593181240188,0.12035137575060458
HLA-A,0.0598650692444711,-0.030851422250391846,-0.014798924063970223,0.05037447282833262,0.07356459004428734,-0.0011443253149139038,-0.018994637285987232,-0.012762299689457978
CD5L,,-0.004679737836687423,,,,,,
FGF18,,-0.019294915127365937,-0.012685609497195967,,,0.0808332936622442,0.08802158306465895,0.06029315909026418
ADM,-0.062061412714103745,0.053758398209158856,0.037064456228478725,-0.006530810173721651,-0.050033152193073485,0.003296464381000056,0.09865194429401648,0.28364248956307286
CCL15,,0.03466745735383074,,,,,-0.01955425200363787,
GNAI2,0.02567363692926989,-0.027740187602081166,-0.028284128984946328,0.02034894712853212,0.09268456396757459,-0.026454938618079533,-0.04126887348204319,0.060493879376135457
HDC,,,,,-0.04210231150163983,,0.013562577777592346,0.08556443674822599
COL11A1,,-0.031884658172805544,0.02909743694651142,-0.007545622270590609,,0.06454389641951437,-0.009671066127203257,0.10557050827430411
NUCB2,0.01757495630375143,0.003088479039940872,0.010355755186717608,0.02220420957708542,0.10148077981724174,-0.045108681784692746,0.03726400858545814,0.031336618706652206
FGF16,,,,,,,,0.11117358140580948
CXCL1,0.09949719479713195,-0.033124027011438004,0.009586262943837019,0.022902820373471418,0.11218537572910565,-0.06281217505804321,0.089668817065157,-0.0006647537099324656
VCAN,0.01720095048243323,0.02838299727201571,-0.029008813312062776,0.07168661987088921,0.04156925933972451,0.04893758563207707,-0.07019752044941627,0.0398460569097909
MMP7,-0.028843979656879425,-0.007796937384175788,-0.025219854591690984,-0.019135873795713874,,-0.0313843252132771,-0.03391900928777595,-0.08804025873909445
PTPN6,0.014087350264733877,-0.0016046876611292267,-0.003283054796699863,0.03472385993216101,0.09479415361686541,0.026826424979649616,0.012947573126527164,0.05662802378201572
PTGS2,0.0414035204124922,0.03316796731408095,0.009528124097661772,-0.017022374206568384,-0.041376705992891366,0.010395062950471164,0.1295522898589494,0.12193582551026794
XCL1,,0.035463205539130654,-0.013802397129357529,,,,,0.007844551583281562
CD58,0.11711429925610432,0.026717732014959816,-0.0004547476267546173,0.029849383170922724,-0.03235183320251193,0.04029078617787707,0.008060547204031808,0.08042984422453175
TNFSF14,-0.050890809359970195,-0.02354562393568139,0.005120686683384611,,,-0.022735696802774367,0.048002196780457924,0.05823429139581481
CNTN4,0.02444489323501871,-0.006844312426584788,0.024084752149815262,0.007802669332236388,,0.06025740998118971,-0.03327277581942721,-0.0709135081111315
NTF4,,,0.04776754258287624,,,,,
INSL3,,-0.020933375142281236,-0.012685607008987704,,,0.02547472692726022,-0.010871994507247252,
BTLA,,,-0.00599768822106988,,,,0.03967967855319341,
MFNG,-0.012104863144041902,-0.03116351736219063,0.015537322818992165,0.044716560696487405,0.07122224061527521,0.06532023053969799,-0.021149845839107343,-0.05958485883701879
ICAM1,0.11080856680257971,-0.02483111408017542,0.02091247535979682,0.03200664509116594,-0.061308600068332914,-0.04512444820780654,0.09026391846451967,0.0700255922620234
PROS1,0.10109667957285481,0.03255245466098244,-0.029625275217069175,0.023455450211443237,0.001728092838105712,0.0870964159665792,0.03768040164993996,0.12111548658905592
CLCF1,5.866419077973686e-06,0.026331217049485718,0.06564925016910816,0.021280565476951622,0.03948201014458069,-0.017132037666946702,0.07702018321101944,0.14163674112295993
PSAP,-0.01345646983602771,0.05912415145752143,-0.047672841423420285,-0.02478794639227687,0.10784623110821623,-0.017208694102774456,0.09081172774080312,-0.07515867396156692
EFEMP1,0.03243334930482279,0.08584390302027581,0.023501616622646545,0.01092971576925728,0.04609102614705341,0.05349645050913485,0.05004586361605377,0.12398224112821368
C1QTNF1,0.08591614338152942,0.009183627639384496,-0.023890491715617745,0.0469870464374985,0.02719861302301685,-0.018020052407538234,0.04644338822179432,0.1523775076197324
ALB,-0.026872429698031483,0.08034075451679948,-0.009881969965918747,-0.013319480788961904,-0.04723466742652441,-0.013221387813729831,-0.030275216050877782,0.13198612449463681
CCL13,,,,,,-0.016877412392892414,,
EFNA3,-0.051592349797751486,0.06993833999189054,-0.02029621573927395,-0.00990103964440409,-0.027979959629025136,0.030491536472906294,0.0894461890873649,-0.05347156454864792
DRAXIN,0.03484692789283195,-0.032591849764908955,0.07944017944930422,0.03618920563751529,0.10272415800000739,-0.04224301381361927,0.12124923796138287,-0.012540866635205048
RAET1L,,0.004089360565834534,,,,,,
NPTX2,0.030843123264166068,0.08738232511878995,-0.00759291962241729,-0.034943403822998896,,-0.06194137483850609,-0.04650227947218265,-0.012301095112327548
FGF11,-0.030595915485671907,0.005028501941359106,-0.074167985373638,-0.027136760159177854,-0.024262313984167824,-0.0088463278974837,0.08302524901070221,0.12872309617168448
CD59,0.08160887539226024,0.029941447079582476,-0.0435491830873683,0.013095932300813361,0.1567777981845314,0.014969349374153963,-0.07887760295488347,-0.1618765221501217
COL9A2,0.007875156193796334,-0.015761824403021943,-0.029893005781298804,0.035390961347456285,0.10725902587804674,0.020535378677240056,0.017333655437760154,0.01396469068048253
DLL3,0.014651038098165604,-0.04363044487130651,-0.04274975738689576,0.0221335267714854,0.01648756713031282,0.051153654121908504,-0.05900960481394335,-0.11920633141293267
FGF5,,,,,,,0.05282775446883195,0.06834747313487578
LIN7C,0.06133737243783743,0.04389984172385058,-0.03298907161262284,-0.03857448452305617,0.04576401446444271,0.002833541804403105,-0.022840628709499322,-0.0010508762265159215
GDF7,-0.01898587346931961,0.10865170562689193,-0.022634826476944522,,,,0.006917611954568885,0.04713516669015174
PSPN,0.04954900158109501,0.07308649813727627,-0.035863373830545976,-0.03844667961864319,9.984110464061727e-05,0.10275850277279001,0.09740807643791269,0.0068842637888579085
ANGPT1,0.02110668896066078,0.011146925896374152,0.016922923675722366,-0.019621401018298606,0.10689211475107885,-0.005115900726905027,-0.017724584970898228,0.015286239961547
PNOC,-0.036157211064715866,0.10148770262761421,0.027803054969488386,-0.02449756666627333,,,0.1733262261932278,-0.03685052455348571
L1CAM,0.021486489745228213,0.006809007029574116,-0.022845361850309085,-0.05902231663995528,-0.08704860862985571,-0.0004739396590956245,-0.0336312482027007,-0.1181528518235892
APOA1,0.05299879539061222,-0.024717224915110633,-0.019755736968018144,-0.038303303688131146,0.07585455980532436,0.016785935624166286,0.01255793738121914,0.10482262267540925
PSEN1,0.01168983449112736,-0.01935471762649235,-0.02079644766720133,0.0015461330097423312,0.08794376156739134,-0.0348554724598708,0.0271679349747284,0.003450722174958642
