,MGH258,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.02216677966334427,,,,,,,,,-0.030837040890073688,,,0.007446431216172013,,
BMP1,0.07365034160518459,0.06534305776657347,-0.01644686972369631,0.05274855804682188,-0.030666648881727508,0.01316770381388043,0.05442467269967222,0.15653974139879517,0.003949134304632594,0.04150801315529482,0.04440834103327254,0.018523566081298928,-0.021976865977172206,0.042977316843868095,0.06569890267084905,0.011285699837684416,0.013963534843339488,0.023170419716090823,0.03390116451048992,0.1483214574657807,0.036862161778162414,0.03616783699182008
NDP,-0.012743619322392189,0.06407375669171149,-0.017363990524126988,0.019829730717743087,0.0052983985799652175,-0.02057277012931497,0.04475891759848552,0.05185836720228275,0.0026852069124006198,-0.010658916610535429,0.21284365595970356,-0.0537133550726923,-0.00893379008145429,0.06526688300246142,0.0995448060648519,0.08297347993289766,0.06103758297148707,-0.08145563507747924,0.0002741836694410772,0.09945319378756923,-0.06975708043875425,0.09224887317613917
TNFSF18,0.1301196247166575,0.038475773407218,-0.03700031937286237,,,,-0.020261878665885105,0.013621757121191506,,,-0.03829713401036468,,0.036432222705959104,,,,0.03773591458810117,,-0.007617499820972716,0.05519046220608909,0.019665793158354337,
IL36G,,,,,,,,,,0.19232688649990315,,,,,,,,,,,,
RTN4,-0.034705309647343786,-0.07262349924425966,0.019722272376051772,0.03834057594539567,0.0016758323425034175,0.009260578799036672,-0.03480036544189489,-0.14097639446277815,0.03284520512092665,-0.00956151153963936,0.026654572286588234,0.020646485277221148,-0.1305495796208673,-0.05236616070994619,-0.03929784776861653,-0.04052960644224217,-0.008914703263538349,0.0022421419450069672,0.07848197523844179,-0.00907611721633594,-0.09182085152206698,-0.023808827320624965
HEBP1,-0.03070248323933555,-0.06385382236498813,-0.02721989466269909,-0.043707147527746605,0.023361412084120868,0.07596522295959612,0.09038413013537269,0.057415377557191075,-0.0045002135739951555,0.031731617199941796,0.08179398578390544,0.06291530553196611,-0.01636711971979196,-0.010382970279343144,0.04355558184122744,0.058930915434897285,-0.031598912958104144,0.016952992832793185,0.13757149021691711,0.03991295384514402,0.0015623791976308006,0.057034206880799035
WNT7B,0.015086199050260844,-0.00859242599234148,-0.022983451430531654,0.016042012603641617,0.006037279711692723,0.037298006794037344,-0.041060380791153935,-0.07502351083273581,-0.015983163658913606,-0.0021468862220860637,0.06696698890075552,0.17151614373447777,,-0.04426107983707935,0.03242405908511891,-0.014269116363346455,-0.004291377595117786,0.06513983459539156,0.10303936859829109,0.04619836316025369,0.06169763357808403,0.03577824802677406
PTMA,0.03192217920883749,-0.08703353138142815,-0.018938210053744367,0.03609745117954086,-0.024656569495392463,0.011188507009395346,0.09208065708988808,-0.06318459403200839,-0.04690309787525055,0.02098829858485757,-0.04507227135027283,-0.07587570981547535,-0.008163073277968171,-0.039282802653134954,-0.1073313635190448,-0.007603319195276628,-0.009759768563327425,-0.020500567457968657,0.14112841498329495,0.07595683059885992,0.12626862547090717,0.06490287715795
FASLG,-0.02367205891472508,,,,,,,,,,,,,,,,,,,0.020186300268589846,,
CEACAM1,0.05237064533887281,,-0.0176384166114132,,-0.011219437450814277,-0.03231284597227818,,0.1189965124780795,,,,0.008015321535331637,-0.005882632032940652,-0.03969404534302157,-0.01871560700505423,0.07782045610143966,0.020403980435985264,0.007170580408984777,,0.08283251166040971,,
