,UKF248,UKF259,UKF275,ZH8811Abulk,ZH8812bulk,ZH916T1,ZH916bulk
TAC1,0.050396910468394056,-0.04266028519382238,-0.0014609560755062306,,,0.023220633432476857,-0.043485442174349846
RARRES2,-0.001527197897597704,-0.033599788701319494,0.0023444544838503696,-0.08033082183238949,-0.006901210534631324,0.03733961478691598,0.06052160646477275
FGF7,,-0.0037328397067920263,-0.03160527851273665,-0.006052303336102872,0.028779827115984067,0.06962662400023509,0.03502588597190179
HBEGF,0.06392515568817525,0.03577190951776899,-0.002563200420884573,0.0215109118598163,0.00391897062419498,-0.029134188745535174,0.09918518392203479
CSF3,,-0.033277534421187284,,-0.05874816059016369,,0.019109898745215306,0.0019981043618019835
PI3,-0.02247869997000736,-0.010908636121944978,,-0.08745030204586451,0.09490322456742485,-0.04583218496997031,-0.040342424559047525
PCSK1N,-0.019626568296117107,0.0028419789608640027,0.04478168036116535,-0.03777382685308087,0.03732303716256619,0.05959528893610195,-0.128624815359669
NTS,,,0.12313466239264598,0.025859784947881943,,0.020429997460609625,
SFRP1,-0.024203814416314327,-0.02436078789409623,-0.029408340856306232,-0.03683364655694879,-0.008616852508102537,0.05052772723475118,0.012727387452550126
CXCL13,,,,-0.02990147210736014,,,0.11507224006575725
MICA,0.11244603590268239,0.004320251995927459,-0.03158894896394828,-0.041940146921503094,0.010494998538558235,0.05391521032377208,0.09208733789575693
TG,0.008096778873712582,-0.02628914972073223,-0.013378611417638507,-0.017688314346227595,,0.0532198234053628,0.04255606856866228
ADA,0.06854799989766369,-0.004323992685416638,-0.02962685595622023,0.010773101736976558,0.008186925293805889,0.0619065322054659,0.07943587227412327
LAMC3,0.14849486355772754,-0.012196313331711965,0.04468919949659711,0.07801040138965733,0.029509498084745265,0.08751956031814809,0.11668360558012915
CCL7,-0.01359104478039345,0.09259052693696623,,-0.019951613413675184,,0.015452324486237219,0.0038050896499164733
NGF,-0.00801030163516939,0.041978060056163675,,0.07050200492365002,,-0.038417127160957486,-0.035233570440381994
TNFSF15,,0.005964969800164049,,-0.019450582705372813,,-0.01546845546525052,0.053186446556966895
HMGB1,-0.0336728226197581,-0.01856398963829964,-0.005384826645082362,-0.011574279046755053,-0.06275844524045693,-0.06077529152530459,-0.1008882701018985
ITGB3BP,-0.008865544839313172,-0.03965964896109051,-0.039816570488158405,0.017362125826527748,0.027534735514301967,0.05419887971687445,0.02560599999124441
AANAT,-0.019718538243252186,-0.01925820478333803,-0.012031463432730795,-0.017503194609340193,0.19061075973153133,0.012454888099813368,-0.018983008272571215
RELN,-0.04256989853841693,0.018285000193455615,-0.02648939870959768,,-0.03183711237522091,,-0.016994560961460483
IL15,-0.04297450208330836,-0.031292076292226315,0.003921046227989508,0.008468546079631958,-0.03170362939260392,0.0147211343096073,0.04359804628815853
UTS2,,,,0.04192324177162834,,,
BSG,0.027487586600242427,0.05676295726252292,0.021325805073354426,0.009743880734926588,0.050470661871754086,0.04305524161002658,0.10885248087962296
ADAMTS3,0.009742414096214954,0.041088977780128835,-0.04291005006625235,0.005621929792399755,0.05441345803894822,0.09322512211588253,0.04987355095096291
CD34,0.11847719865027688,0.009184981707798098,0.06734163494993971,0.05263739095463711,0.04408566596558894,0.053067327162531715,0.09654747033520182
PLAT,0.09415918398541115,0.04740998514590695,0.04015092055077503,0.09260226610761772,0.060372806753199185,0.07097197850966999,0.03264336179211217
NTF3,,,,0.02015331089458411,,,
LTA,,-0.0007348530312452557,0.08213318527711287,,,0.050037942331407056,
CKLF,0.049612607725089755,0.024730838341679322,-0.018112811590857935,0.041877577702817914,0.06682752497858868,0.04383971703988787,0.06526689954949062
CD24,-0.0012754680810639222,0.020478676525297675,-0.035385369686055844,0.023737558621379835,0.0503206386313664,0.04914140196595908,-0.03911845250468178
HSP90AA1,-0.038763501793557247,-0.03192769470548503,-0.051895758347133475,-0.10107866999359469,-0.06690139001144572,-0.1299154804387842,-0.1698999979761858
BMP4,-0.012341209252465653,0.008961169503907102,0.059708836538398535,0.057736197322235464,-0.0007373854593337197,0.01841610668572318,0.04477252459285288
SCGB3A1,-0.01359104342130713,,,-0.0014500603781691737,,0.03711800189087266,0.04046324199121489
IGFBP4,0.10630690011116206,0.09681644120783424,0.029087923475743953,0.00957245851758925,0.02156566358970577,0.07043991387835903,0.10942522922494707
RSPO4,,0.03620494481047672,-0.013477029757715937,,,0.1259353485094206,0.057752250670552015
LEFTY2,0.0620968603407495,0.03340401667332877,0.05581662972423882,-0.016936660446410963,0.009919065134420072,0.059860650639164355,-0.06345212961795504
PF4,-0.014098525868017,-0.016583244595899382,,,,0.04751164550446845,0.08775858351540113
ANGPTL2,0.053872326834078145,-0.007514912069756106,0.01897559863180639,0.1074550738751746,-0.039453852705170725,0.020685273858104307,0.0310124410292496
LRIG2,0.04828765346771561,-0.056937017652692955,-0.032352194772321215,0.01469460189788828,0.004313937830561157,0.005368784978360446,0.027030371716094702
ICOSLG,0.02171293619261094,-0.027205234257260857,-0.051754530913521855,0.02516785416850843,0.015178635143606359,0.08432856084736194,0.09194478243630333
WIF1,-0.025368008921081868,,0.043002655625746844,,,,0.02411296074582498
NPPC,-0.00902363456333928,-0.0017909510794154307,0.03756884220925564,0.10938225201398005,0.07789631704308177,,0.05447556256843603
LYZ,0.08678777368752456,-0.01913563619769954,-0.028711730542214937,0.007622866432787328,0.11955262087584524,0.051959588773277214,-0.04006163739805736
EREG,,,,-0.02937495267599636,,-0.04753801340176747,0.04818972877196437
SPTAN1,0.014436536073676492,-0.012824158215223182,-0.01504591412859872,0.04074481556712833,0.036649938345174896,0.042763912862159525,-0.03361065126141955
LIPC,-0.01726030138654996,-0.02980132561498792,0.018292973981954994,,-0.012307014833142988,0.04782880748429065,0.10934179995241405
COL8A1,0.049433825056930815,-0.002269748135871685,0.02572640291397141,0.050074426328029144,0.049339620093976355,0.06554799198899315,0.04460448948190238
GSTM2,-0.0037687558309251576,0.007190707454875382,0.008784812211826358,0.06406423835540608,0.0032071692329192934,0.05651424614542986,0.04528747532641895
SPX,0.04432522758735251,0.017049803540923194,-0.028536719829083117,-0.020116135702854768,-0.05663220092281757,0.06327144862615365,0.035320785132226536
MFGE8,0.10999505116075384,0.0005275249366472541,0.00920078758455103,0.08061681361852856,0.06492671600406813,0.07905596252743713,0.12082192100309132
TGFA,0.0541038180341237,0.007482002571472309,0.007292562065775233,-0.009085479078021309,-0.005049703535849593,0.046303041898623644,0.03725725396284452
SLIT2,0.020470980634383917,0.01066447865182579,0.004897228885043956,-0.057436767838726165,-0.03590877033866485,0.03722664718293765,0.006292541304958401
PLTP,0.05653474763671507,0.02117781764436587,-0.0013144968082920473,0.044179956595925884,0.08265095572275825,0.02780179787638589,0.08551124959702038
APOD,0.06856542171838831,-0.04615938741222601,-0.05782101030198428,0.08549385320612171,-0.038154628842621226,0.006377110588306138,0.045268977977955455
B2M,0.08196282093370882,-0.07303064084104213,-0.0428850968963462,0.05657271642063101,0.012792225829752058,0.008562940680814838,-0.03638729353594582
OMG,0.024213360941378905,0.004555206564482532,0.017222711633660816,0.03912671065541862,-0.013672534140291872,0.07621608646714671,-0.07429216030107971
CXCL3,-0.034815885170433,-0.033426154728286375,-0.03200710248610606,-0.07509290333015729,0.03688564755588702,0.01744200204756148,0.08411748510962959
CXCL10,0.02619913840468556,-0.0007053119957209836,-0.06437778435703498,-0.020602600394080458,-0.002460349322460948,0.09550123004433345,0.03799013098959613
RSPO3,0.00011723027628945703,-0.01925820336037474,-0.020355016207720004,-0.013856189526158118,,0.09217668946556642,-0.05718683036183543
CORT,0.019861731096143084,-0.0006706871175998053,-0.038995141814607455,-0.022750119231803104,,,
NCAN,0.031210092001737133,0.05687786029754521,0.009459096449120415,0.06489008346125275,0.016546825826561154,-0.04069790204429162,-0.039930626908789575
PRG4,-0.003026922372453058,-0.0039781879336414664,-0.01722310901263333,0.03762280366073378,,0.02898250862492487,0.11010703680330297
ZG16B,0.05457710594203091,-0.022059966861506443,-0.009207362886350112,,,-0.027971109038596766,0.20208353278498045
TGM2,0.05087493720801257,0.0008057550706139316,-0.013374783489511587,0.032248572636053845,0.02588226656412277,0.028725160278447386,0.07852662764398609
VEGFC,0.052894650914863985,-0.03387559219470028,0.01924088188150221,-0.02567658029220643,0.12306672702583704,-0.03129260910771111,0.06488620330156038
WNT6,0.04248574538581292,-0.02628915081227167,-0.020490657698756486,-0.02978416489786497,,-0.02116884410783091,0.04400496364242014
NRG4,0.17775509819257607,-0.023132408216598767,-0.017688834909469545,,-0.018988157808543352,-0.02243265948166719,-0.024857486227033022
PMCH,0.009360510917809126,-0.032052205224834214,-0.013477029107303687,0.04523730056568159,,0.042238648606562075,0.06375043406903409
COL9A1,0.09935724361142591,-0.024160112046616833,-0.024676935075396696,0.05008761595500317,0.00596414024862372,0.0893248051616771,0.14885243674745396
GDF11,0.0021220113477825333,0.05559933821416063,-0.003875233786081296,0.027010215909589377,-0.0010220244659054718,0.0872274776586241,0.009475138647803751
RAET1E,,,,,,-0.024608468063043863,
IL24,,,,-0.01511986302621469,,,-0.010073357629094665
SORBS1,-0.006993088343634932,-0.011227709915312307,0.011135953191944608,-0.022531213266623256,0.019979420137898617,0.03235756904129161,-0.004230212091120618
DLL1,0.02797990089205076,-0.030358963069004246,0.011999500284108696,-0.0019146638778245394,-0.019571641327731325,-0.012867631628894911,0.024580349042051145
TLN1,0.053519047229991644,-0.01317085931844199,0.030885857819083474,0.03054313307456134,0.0338156146848154,0.015693553986954604,0.09603221024351967
COL2A1,0.07341185091963982,,,-0.0330540026750656,,0.05558471487760772,-0.022395260877805665
SHH,,-0.019751410526398817,0.031562289391160736,0.04457190096313229,0.03865063270496365,0.01538184397974082,0.127583254082708
PON2,0.0038789081523713056,-0.031515565236910494,0.006583433490681824,0.08703204330747429,0.10284770447346439,0.06466116052007365,0.09601084334453026
ICAM5,-0.03663069112200097,0.009480970443250122,0.00858492857350496,-0.0023375654282489344,,0.04109751021819862,-0.0427054733627321
HPX,0.07230857204930662,-0.01465175212303657,0.013922196178615533,0.014918495149943766,-0.025458240355647435,0.03329028694035751,0.13863346814759814
SFRP2,-0.018069328447943525,-0.022494716131968576,-0.015059229083082064,-0.001220814545192777,-0.00994426152083841,0.027360503381953616,0.11945025038739905
CFC1,,,-0.011587553860601155,,,,-0.021994964171090085
CD70,-0.033012215805509296,-0.01408521110950452,-0.021614845126211788,-0.05801043448598662,,0.0022659574799272636,0.07221083695158345
HP,0.00659508386794775,-0.0051703558978846206,-0.00927494657026172,-0.01583256633371336,-0.02431894118944355,0.01775534371120748,0.032654897887338705
CXCL2,-0.021115251622388132,-0.03438799344744923,-0.01159227755408585,-0.04182616672139695,0.09094940514019186,-0.034348686485279,0.04515004603614063
NPPB,0.0019424170088481873,0.0043375591593398715,-0.010146533410954308,-0.014752446194089235,,-0.02275543471392046,
CCK,0.014775584474901873,-0.006927229711942711,0.010836212082101754,-0.008384928852546105,0.05323618515673255,0.05639039668736004,-0.1487329323763597
SEMA6A,-0.008444330330383722,-0.03204447368333441,0.015929671595673902,-0.01566354054827044,0.09202257160784677,-0.04366396459518556,0.09292374545080767
IRAK4,0.036003123275739964,0.07476280599119788,0.03408412595663538,0.04214600546291399,0.016326123515893836,0.06539540635795314,0.07112956732823864
GSTP1,0.035889605402543184,0.004199751956997473,-0.027413244091637225,0.040632111609654284,-0.011886758788190246,0.00038853033819753833,0.11563223982716486
VCAM1,0.01008547122326651,-0.05481763452891268,0.005288184530749779,-0.03577084916621912,0.025305557171228475,0.10157128574928131,0.03593376769684452
NXPH3,0.054603247735466834,0.058006474936680694,-0.05229090704767051,0.05969438315708537,0.045172849171938534,0.07911253408724184,0.03520426534791234
MTMR4,-0.015685997997240318,-0.0004652837505279154,0.044531624300289896,0.06463472766856132,0.028381416466325676,0.020172756197333545,0.004990380288374381
LAMC2,0.03621026483055259,-0.037567399896493006,-0.01277335357465853,0.18857369579061575,0.037310228447043264,0.007940507979743595,-0.02393683467477175
IL10,-0.01748455447694051,0.04874956618478058,-0.03236269283040369,-0.035380968061491665,0.1217901445587012,-0.0017992432713540615,0.12123872862408018
SEMA4D,0.03881151944934208,0.002444447471344467,0.013783469234409224,0.035788383026447164,-0.001782480099040552,0.05308001518517806,-0.012790991250425099
TRH,0.018205934642366726,-0.02191632271889594,-0.033659839856597915,0.06970283140105438,0.15561304707108847,-0.025487612892585967,-0.016354411068520317
SEMA6D,-0.0178989062308896,-0.006620689171037172,0.021612857749317347,0.001382544276699265,0.024977555566949125,-0.014181908894012664,0.04962891369410491
CEL,,,,-0.004442976746964714,0.03633971184573653,0.0869783288737864,-0.025573242160898214
PDCD1LG2,0.04732156609600816,0.013195210821349891,-0.0042298895145035705,0.05051034932050748,0.02882433526113013,0.06403702948840027,0.025055901257374422
SPINT1,0.04015659855992448,0.10205097997546617,0.02781874527361222,-0.014463492199210297,0.032247696635828015,0.07501605625591512,0.062151167889681544
CTHRC1,0.08549506126026846,-0.03840594408286341,0.029031428965929924,0.09942448939555193,0.060999403271528564,0.061768677761002116,0.10022916088303997
PODXL,0.10734019456565877,0.03259273495424722,0.035081828441273596,0.031422965127737325,0.020177616012769264,0.0017264054354321795,0.027306816088590424
JAM3,0.03498189855299573,0.04226879395510061,0.027591094703099995,-0.0545655938920981,0.014593074172670834,0.015171331143831677,-0.024976689901868066
TGFB2,0.018017089846010012,-0.013811334823556072,0.033562084876367054,0.05613141507565095,0.08659551178990012,0.020029883577878577,-0.010010888477369452
COL18A1,0.11580205289563816,0.01739273179104362,-0.02117248744358285,0.04432837675203716,0.06303950372123537,0.0558385209021109,0.10463397937624684
NODAL,0.03518206360927004,-0.038898590177743914,,0.13279370539978194,0.044365420816269915,0.07672104484666982,0.012282451319810398
INHBB,0.029086336496747068,-0.06004403885169483,-0.008246636283741346,-0.052744957573346164,-0.0018554509687933268,0.020780949156659886,0.012284267190134998
LCN1,0.08697750876371993,,,-0.006187048208245735,,-0.008853813999098166,-0.016789647282438622
ARF4,0.013513690026006294,-0.041747788748820326,0.03796401101976184,0.09738335476126563,0.008154742084542328,-0.0008192631569821496,-0.026503930231211104
CXCL14,-0.03605760531099491,0.03961742350789741,0.019119811221981264,-0.04560411751269836,0.047583571688203166,-0.014361516971863024,-0.052261062760165886
LIF,0.017977387833770057,0.008164431185525739,0.035778430075145216,-0.010742905188708999,0.04147462075636327,-0.03151876980696499,0.1132127295490983
IL17B,,,,-0.02092128770804811,,0.07510672314374946,-0.018983004460263696
MMP1,0.017440944508542507,,,-0.02006360621725626,,0.020292306488934046,0.07190977847109913
MATN1,-0.01806933091032326,,-0.01027396591417201,-0.01591248355954151,-0.018570624690861993,-0.016760538658857526,0.10053424244179708
ADAM28,0.04288552964139619,0.02779964685376671,0.009774144039725687,0.002390500555323118,0.03665746151544698,0.07597430305350736,0.07933558165375065
TCN2,0.10623725882522143,-0.025075243513746463,-0.04536795534865535,0.054757736504477246,0.06931056587647476,0.07705528141857612,0.06947482488741659
THPO,-0.02354508634270108,0.04425549728975995,0.005216152839133298,,,0.052572692068680614,0.18425922893307545
CUBN,0.059427116473309484,0.02754597370988399,-0.029744618074669976,0.02447254622960486,0.1264712806725545,-0.007548497089259055,0.06572128883220164
TIMP3,-0.02037213901306609,-0.026611833098779226,0.005033117709219686,0.034339556769680354,0.0853076624053355,0.044176410456611255,0.14806141048396818
PIGF,0.06166749607713481,-0.025001307181027204,-0.025194168306844386,0.05700160125788331,0.008882942544324826,0.023677847861821567,0.03807648754047028
CRH,-0.016124023497932384,-0.009360871469068964,-0.016173620565533422,0.038758675454886614,0.05569752915641977,-0.026744534785357592,0.05575890588602285
BDNF,0.010406341911846891,0.02136738820446334,0.019878362804187116,0.017248878033232492,0.14438580466280138,0.054623007408341986,0.07090037245954961
CCL5,0.13139754539540507,-0.014046053761036613,0.005090535623961889,0.05592373123623433,0.012658345286109691,0.057776004254120106,0.010700003306153387
GAD1,0.05641578790345279,-0.0029002530034599075,0.012385181899961241,0.0017377976879497223,0.08891934175185014,0.03566375624662154,-0.07216160587997517
COL14A1,0.09002545209430238,-0.007971238537523134,0.017443291980783895,-0.0014401580484408065,0.017887064404849662,0.060519726520622714,0.034392807806752024
HLA-A,0.055514446493840734,-0.03967950025521368,-0.009199247572378322,-0.06076624116925616,0.03530402469074241,-0.03737687034759658,-0.009260049260587159
CD5L,-0.016124021632505682,,,,,,
FGF18,-0.014589325256871498,-0.017699975321257992,-0.01100895923966196,-0.024733973397308578,,-0.025487614937437154,-0.023748956856824936
ADM,-0.053343573452047426,0.04164053370690242,0.011802604260042468,-0.07094786358390451,0.037115366210227915,0.017345786079162605,0.1369953258718908
CCL15,0.026039575011740583,,,,,-0.022105406456552925,
GNAI2,0.08983892288318514,0.02744878786831812,0.0329718402083775,-0.014208512737743626,0.060055284874053184,-0.0020890247035498582,0.004016609246333709
HDC,,,,,,0.02141846409498089,-0.017299394748661042
COL11A1,0.10254172380534002,-0.041766407892763854,-0.007895343808158707,-0.004687849639752997,0.01079011094083889,-0.004695612009846383,0.08921862534503536
NUCB2,0.04105451411868744,0.006468252533978271,0.023962424942753177,-0.009161500368319536,0.015083143559517845,0.002273514461252881,-0.03661312898503494
FGF16,,,,,,,0.04032039688112346
CXCL1,0.010914884910477856,-0.053499163399157494,-0.02324728570540762,-0.06604213677039898,-0.027914360731921963,0.07457948130770845,0.11960994932837543
VCAN,0.023990205931601553,0.00819462226834087,-0.01115058203577173,0.024567774483764387,-0.09094378267436606,-0.03258102512251761,-0.004667794845029024
MMP7,0.08075032970289171,0.05152180888933089,-0.01014653335551743,-0.0498947914777424,,0.00820600268756297,-0.0628812690509438
PTPN6,0.03370033337611075,0.014805222588564669,0.023778338662021774,-0.029868023408444633,-0.019982874266403723,0.0887724119208234,0.06519093936840699
PTGS2,-0.027088467521301052,0.008592388581213771,0.030146584414375614,-0.057362632018172544,-0.022958021832071834,0.02078767695691371,0.1004277756600783
XCL1,0.058291321106331055,0.041678940445140915,-0.016665301388947333,,,,0.033160965330015384
CD58,0.009653146129335481,-0.0031203776256818294,0.0037276182125578236,0.11301371001963599,0.00965351969377371,0.04776956077859795,0.07939981377681721
TNFSF14,-0.017803383104102302,0.010671430079164136,0.02867904041762014,-0.019785877781419336,0.04005256665839868,0.04550910585331776,0.0753056542152863
CNTN4,-0.009111837976065485,0.010247536238811477,-0.0065764349611395585,-0.02929972133944458,-0.02330469754412268,0.007912504054323755,-0.05749028334235216
NTF4,,-0.012388220000490177,,,,,
INSL3,0.06959227510375847,-0.01769997184951114,-0.011700020127453891,-0.022004363757848013,,0.08468186691489771,
BTLA,,0.09793196047659114,,,,-0.014700593704239436,
MFNG,0.040410188507007845,-0.017143843789920406,-0.020616195892868443,0.056234806771103554,0.05574265734899289,0.02394521228875694,0.0101121766766671
ICAM1,-0.020792206287649957,-0.0027164139705908048,0.00855408700255062,-0.028948265121502583,0.059329982069687336,0.021956199031884706,0.05387072803630408
PROS1,0.052139655505907295,-0.040036888838333076,0.02862213193749179,0.015433232334911824,0.07762047818285786,0.021228008775763186,0.03212140666672821
CLCF1,-0.014721882432504762,-0.02358264967972162,-0.008413620324671337,-0.015668201583829915,0.099573414678363,-0.0202984591428971,0.038596451049167355
PSAP,0.05144830377715654,-0.018895581552256437,0.054737598342161756,0.010087605465186254,0.038575773492702026,0.07462854851129999,-0.0737427436669182
EFEMP1,0.033481449875997195,-0.0001952839833403655,0.008443228913515398,0.022848679340942053,0.04787201250933738,0.03536383278581833,-0.03273737171503984
C1QTNF1,0.005872901782470681,0.0389494874008149,-0.011904130961348475,-0.07121922104120784,-0.005391594881225802,-0.07120150662367018,0.06291099874648631
ALB,-0.024470813685586176,0.007915022039927817,-0.012773353247693884,0.019938320619789344,0.010394776239761611,-0.009341807010507816,0.03849860044175384
CCL13,,,,-0.014687670308465425,,,
EFNA3,-0.03643183033703154,0.027878655767919477,-0.009586806377083514,0.008212444749064183,-0.0192311394399437,0.033204289458755545,-0.026718904691332587
DRAXIN,-0.0396229653740501,0.0019213723484806078,0.05645190751620037,-0.06404935449082833,0.023945472030093548,0.0717851634927075,-0.046725373132382356
RAET1L,-0.012330323260020346,,,,,,
NPTX2,-0.006490396600356134,0.0005999299962600044,0.007924190400601485,-0.020258043120692286,-0.003026552811133267,0.052174391111982334,-0.0014092300232034696
FGF11,0.0046479270048006205,-0.015190880005469348,0.011568245913457197,-0.014512359072193535,0.07341269390316717,0.04663217538931057,0.022639170188992842
CD59,0.05571384149284776,0.0033782228991772784,-0.02298408717435414,0.06871682149766888,0.03843998407863416,0.03712090437510841,-0.01087428969677729
COL9A2,0.0847329140380457,-0.018186836610374808,-0.01477088398154359,0.06191685416838562,0.022330521086524988,0.167738736791476,0.06701772789894192
DLL3,0.013103565283658554,0.04879682951767415,0.012500977119864724,0.06872183446028512,-0.02087641376661456,0.053087516592188314,-0.037881451570551346
FGF5,,,,,,0.04701631364324478,0.19540980078621556
LIN7C,-0.005114221820670801,0.0746705798762079,0.005980490030831558,0.004287012025721163,0.03407029297803677,-0.003936667625414471,-0.016594365046309834
GDF7,-0.02907795694100204,0.015146437304305663,0.02769470157880897,,0.0022366760284603313,-0.022621160508863643,-0.02644443101697093
PSPN,0.02155867454788457,-0.04939446944838114,0.00832076750210333,-0.01008259693612862,0.01671473767071965,-0.009831012232660379,0.006940162709226734
ANGPT1,0.03650985653698727,0.013291660656390121,-0.02543802793397249,0.0232525918879213,0.025532904567672075,0.05496087896516727,-0.01849472881071245
PNOC,0.013140335126499616,-0.012434523882607242,0.01813323833827232,,,-0.031238679443022485,-0.012919149196340012
L1CAM,-0.0033976004415121803,0.026428697456485375,0.0059991959433253255,-0.04626380671907249,-0.02964592400080821,-0.03801896441876713,-0.11039979734066427
APOA1,0.03153647939763275,0.04669021003816057,-0.015235461516399809,-0.027257379919712898,0.0528237491183511,0.06238031438300005,-0.001441017941329581
PSEN1,0.045546373759247555,-0.057374767673953934,0.005556893770575714,0.037361629738442696,-0.04087001341565438,0.041984109534177166,0.019870452610933332
CALM2,-0.014916349583160625,0.004486338107541633,-0.04899819877798081,0.04631276879557963,-0.04639788617312508,-0.027076560598435384,-0.0965490799565754
CLEC2B,0.02665005168962525,-0.026543011496449175,-0.008918496596711059,-0.0099681086957489,0.03455698747559759,0.03284995994996423,0.008425482094922583
NTNG1,0.04649753596057679,0.004912841921431707,-0.018112350107249528,-0.03601806755093524,0.08019222468603387,0.05269082069061549,-0.01695230353968438
LRIG1,-0.03254028514133762,0.02890288557960691,-0.007790625883343321,0.0639854355849312,0.0694036484836927,0.018330356673713973,0.039778505975649046
CPAMD8,0.04623640524144282,-0.020935908386786717,0.008395065154113377,,0.04365366725200253,0.0347777289374662,0.008271028348357279
GHRL,0.04105590035017265,0.03419700331376838,-0.022755079562600884,,0.0666456278967361,0.01664337798304538,-0.016529275291813982
NPY,-0.021272147972026947,0.05525759429263527,-0.04746111509352035,-0.03575996311903871,-0.010310521906917752,-0.03822021679499169,-0.08543828491057764
MMP2,0.07879046569572133,0.0371435510164203,0.010772400310868784,0.02444411407430015,0.04148296131117023,0.049110539815695645,0.0290887842907711
LHB,,-0.018233595119599065,,,,,
PPY,0.04449927864625293,-0.03173937121712779,-0.009484823939769838,-0.013655397287673097,,0.07269639213051496,0.08524095819210738
ALKAL2,-0.02312358441732236,-0.00154863042989133,0.002027490378358085,0.0037947866635484034,-0.03275985131124496,0.06413629302688165,0.05695722456804149
CSF1,0.011627439138173448,0.0452790976177241,-0.0033314174025713293,-0.059226320629755046,0.09046908263142928,0.030441381773089235,0.04550253055554018
SEMA4C,0.020121088673640573,-0.044366510547453115,0.08050346593220849,0.03064939743587223,0.049379894784602724,0.08120662697242978,0.02371038863409535
BMP8A,,,,,,0.03760010265530635,
ICAM2,0.06913461568474764,0.022187590456136764,0.04365595964017236,0.02299450544536676,0.010985198237081335,0.07317390787081986,0.024230508832524363
SYTL3,-0.0343344725189756,0.016587463675723713,0.014906547842616085,-0.020280141286992622,0.06985579575598701,0.008599467902606883,0.10948349333616929
IL1A,-0.019832460715892442,-0.0074859112072390085,-0.01006135836110761,0.013089041097812925,0.041252780163697426,0.07015557255202555,0.004125708398623238
HLA-G,-0.018973423238264134,-0.01925820486239156,,-0.005334979859660061,,,
PGF,0.07680653984795242,-0.029351600777478604,0.045514979209031185,0.09908645949918371,0.029148827215943873,0.04372104325030948,0.04867990700075151
LGALS8,0.04492381915249384,-0.004993109847005677,0.010382088189798265,0.03117429171046963,0.05661012703651212,0.018263769114258702,-0.08317538439614984
DKK3,-0.0039802135620530185,0.017275944558404612,0.021041667829451265,0.0447506151590088,0.03902229557347594,0.06394077469722022,-0.11565117044669831
COL16A1,0.06388377200826872,0.02466488472455212,0.02121245847207625,0.009271539339747208,0.08944868223991576,0.08065253001487147,0.13733660025645375
TPH1,-0.013931311271466356,0.035064160960237054,-0.02193640748658313,-0.03558701760710187,-0.03603052883700229,0.062184601443780324,0.037804996874452435
