,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.10542147407947784,,,,,,,,,0.037253547841043747,,0.02829825768643681,
BMP1,-0.007410452682801069,-0.030370244093214885,0.036855525702922116,0.036182943485826506,0.06342584117673007,0.059167868292371306,0.21887014599997454,-0.0138419259272237,0.0421645990567569,-0.03747887879474912,-0.1228990101493143,-0.01691172838366745,0.1712416962612565,0.037424732749396665,-0.03603624912257556,0.06488688841913542,-0.07059268137840677,-0.01841701892882124,0.05877654670198288
NDP,0.052992452490155086,-0.013740941102271765,-0.004146783564686971,0.031714123967219496,0.04555540478085946,0.014889172462040747,0.09672049318243849,0.0030684417816277806,0.050357305483584504,-0.025933130511325963,-0.017304205627406994,0.1188508768316601,0.08246760495159523,0.0004940918766485441,0.09681709207601728,0.10200680463968993,0.060842704865456614,0.20318078286424057,0.06507630312301055
TNFSF18,-0.03885194993075482,-0.018912098556186002,0.014839251232100798,,,-0.0227422221043359,0.024577742298746437,-0.05360453137607997,,,,-0.03301483183962587,,,,0.00047748684413365355,,0.03422647999796168,-0.0269671190594347
IL36G,,,,,,,,,,,-0.018081039334357788,,,,,,,,
RTN4,0.03142731094800971,0.0020400306216182855,-0.014069872567541143,0.02211684206405289,0.04028247770534441,0.054258696147596625,-0.27071286841185593,0.06977671469588748,-0.2624908576882679,0.0969274096110654,0.17304140103271248,0.09228731050605168,-0.1342177094519022,-0.00041794886308992035,-0.11206764892425126,-0.17413134825975138,0.03483224447240228,-0.06131912891520144,0.03697124015998391
HEBP1,0.008721724332918877,-0.036793627188210346,0.0079402699868148,0.06291672374400434,0.04721317480073265,-0.023821666308329038,0.113441502383731,0.04694212457434621,0.09465995289125725,-0.08313712902983027,-0.02991530328254911,-0.04173058587944564,-0.019681686754136663,0.05365115497467416,0.05250775332417336,-0.04008897941646561,0.01333927096009639,0.1998891159200012,0.047726666292525234
WNT7B,0.06700260125215118,-0.02724777537899984,-0.018628564235715756,-0.030175405619481992,-0.008360580616908158,0.12547593744455016,-0.12927320066968903,-0.06151940835843733,-0.11595027000795971,,0.04920532064048706,,-0.08438747327437161,-0.045539726723738495,0.008290132217253589,-0.027731644702893552,-0.020366673885378588,-0.0245172300635126,0.025108541761335524
PTMA,-0.0184810062594223,-0.013725611259520773,0.03431348724209282,0.07092837237005446,-0.01730936707850795,-0.05010021431661511,-0.21483679504147124,0.025781908313314197,0.07972269266434283,-0.11976628379478933,-0.15833574658441735,-0.08528965003950943,-0.2841526364075884,-0.03191453678511427,-0.04081151807022564,-0.11822859415265098,0.05924529089737174,-0.1979632141892028,-0.07186737450057248
FASLG,,,,,,,,,,,,,,,,,,-0.04389522773909232,
CEACAM1,,0.045261083316003904,-0.014296302618219332,0.021073786054998888,-0.024524611580002527,,0.09523379675753552,-0.023428360836908284,,,,-0.021365503084853858,0.13044010499217232,-0.03026527815973895,0.06435185242182223,0.078910506041808,-0.01351765766452986,0.06708490050168545,
PDAP1,-0.06451475599701394,0.042657203467786536,0.010777887226298796,0.018917108719645914,0.016466402350243374,0.0049045094596969025,0.20142574118667284,-0.03420008285089756,0.01017968522955768,0.06396275267290613,-0.09697358416480721,0.032785610799116835,0.059537330293316794,-0.059093856348712975,0.026832970084250823,0.04498215443109761,0.014092143700718004,0.04406954962304624,-0.04882212275245784
QDPR,0.06763107434521472,-0.011741424459454886,-0.010311898076500025,-0.02997939494651641,0.017497688622818315,0.02269518661510403,-0.23197289875787352,0.0710456296783199,-0.04709105980080161,-0.1770747708927427,-0.0037894606405221086,-0.06653214998321128,-0.24747625918960145,0.07845287428123998,0.04735886146951251,-0.1280249857616245,0.006357168597152406,0.11213242745393671,0.07565210162854233
POMC,0.03225673371777653,0.02838896505038944,0.027540645286190372,-0.026533252557172173,-0.05390477576215595,0.05607451223166945,0.05767763035941741,0.05266161705673015,0.019565057359184228,-0.009311407172358357,0.018943914460034707,-0.06186873238494733,0.021649993298897822,0.08906167878229604,0.04410891678613369,0.02002636117798452,-0.02211311218353496,0.0034182277512842286,-0.03925096497212935
CCL18,0.004857163383336265,0.01562643249413067,,,,,,,,-0.018883849791628046,,,-0.0637454620531027,-0.030682579598862895,-0.008022429374897309,,0.0034980979711736826,,
CCL17,,,,-0.04157286491526186,,,,0.020118885346122238,-0.05093331368432584,,-0.016517542752468497,,,0.16694011930342217,-0.04574646614159613,-0.002256414981535703,,-0.03978609365023505,
VEGFD,-0.05870559507084527,0.06760619781874365,-0.020476585242467097,0.001677121369429088,0.05103781205718208,,0.057767065392373605,0.009113731329339696,-0.040226013548828154,0.05796554028403779,0.0018470458476076777,0.008317059211405523,,,0.033854201989598515,0.004329952630809284,,,
TNFSF13,,0.027796713510366184,,0.002053299485518278,,0.04784561171844493,,,,,,,,0.03548116577981269,0.020139107554438335,0.038289210929419344,-0.015179423569579693,0.00921206003170121,0.10613647375249659
WNT5A,-0.0074397617198317546,0.052672834198595045,0.07739136612300539,0.02904130190133661,-0.041382841502677285,-0.02874800686924579,0.19733396392370942,0.02304148676168464,0.14810623599394637,0.01049182479359243,-0.04546883880910765,0.03161592606263004,0.1539684087481022,0.03466407102277498,0.01033743189730703,0.0019897407105029055,0.011840102160595964,0.004407893666601134,-0.014599714018415985
