,UKF248,UKF266,UKF269,UKF296,UKF334,ZH8811Bbulk,ZH916T1,ZH916bulk
IGFL3,,,-0.012238779713467785,,,,-0.021486821623971253,
BMP1,0.01105378154870427,-0.04491877047785312,0.031461335540848526,0.03465618333877667,0.05624265468028981,-0.03477779029096545,0.049012883755174284,0.06536008495624084
NDP,-0.02175865962026446,-0.0014711131672294376,0.04511432366192517,-0.03385422080209408,0.00808130292749521,0.011369993434480898,0.009220030291393684,0.10226529185921086
TNFSF18,-0.008823377879932402,-0.013633038587399494,0.003518801408105903,,,,-0.012199166851004839,-0.00596752899812441
IL36G,,,,,0.16105974472843376,,,
RTN4,-0.0034813488263123267,0.03835395235907726,-0.008274670679827777,0.007631074850303995,-0.03513527662390537,-0.01298120562517089,0.016077628507771294,-0.0760879671166906
HEBP1,-0.021562896391695285,-0.01998014695907794,0.015420096132880352,-0.035307076092156754,-0.02124149688507347,0.07758635323419612,0.02466600036715111,0.05435485624241763
WNT7B,-0.03566921593851651,-0.015254696367663526,0.007054278956678689,-0.012031755677566331,0.003689584066647466,0.013260570124061934,0.02165913417550639,-0.014224912387120535
PTMA,0.011610218583333016,-0.005294045279337627,-0.0038467321310318003,-0.0038407933927432527,0.008744434084533402,-0.052323590077117496,0.012030048221366215,-0.044707800440517066
FASLG,,,,,,,-0.018635513064135144,
CEACAM1,-0.015340649400506987,,-0.023916238994245796,,,-0.01689306504342326,-0.02592857937008007,
PDAP1,0.03811357153083717,0.05580755721980721,0.0795450687752159,0.0071486638913116135,0.016460554948176605,-0.04023909112199885,-0.01936452235250396,-0.012017691447744177
QDPR,-0.0064369811063411195,-0.042787206595393604,-0.047110390148109006,-0.003391621666657472,-0.05247893305883461,-0.00232247975949924,0.017174125692208737,-0.0419327378032831
POMC,0.036350431836568255,0.019647851256520885,-0.004869715658299215,0.007822481336518656,-0.03231530033402756,0.09451856170533819,-0.0013488388318928762,0.03808452677315577
CCL18,-0.01914368100549798,,,,,-0.04125174618356833,,
CCL17,,,,-0.014891940691326773,-0.013778668193510174,-0.02438619992724161,-0.01689099945891273,
VEGFD,-0.019143687084513333,,0.056768651114913624,0.16907172987838184,0.030150560862722765,-0.01689306504342326,,
TNFSF13,-0.014446440591288828,-0.01322120341749741,,,,-0.02650696558326158,0.002408563792489975,0.09469735604950881
WNT5A,0.022545873648985488,0.03988786740634155,-0.033724018022069306,-0.02313734485387557,0.07097771761660629,0.013518293835094097,0.009635091577969282,0.014915032744095178
CXCL8,-0.0014427564816316897,-0.01880630434530048,0.005914731018323518,-0.01017236235858838,-0.04439879520517541,-0.031672473602936804,-0.06320322052158799,-0.04619044946276567
GRN,0.0042649897502688005,0.0017384437889007031,-0.0168165949706816,-0.013005085429495612,0.01703201945033622,0.019523500172529573,-0.011495105275363645,-0.004195416021053577
MIA,-0.038140829523589874,-0.008135019471433738,0.014520534063035858,-0.012423088197482666,-0.020224118123823947,0.03213930213296483,0.09002345391772147,0.03166259892069179
COL4A4,-0.007124017613180253,-0.012579390933483684,-0.012060408982152788,0.0355362720882012,0.06682999554800294,0.0038028350701999726,-0.015583040865789826,0.06272136806758691
TAC1,-0.006028079953789937,0.05268850913462476,-0.00888347407335604,0.03236159724970619,0.00358891597108094,,-0.022204936337857552,-0.04741283520163224
RARRES2,0.04133605116988169,-0.05606056790133536,0.05633100235098337,-0.02958926219913178,0.005695377732072534,0.014402827944258382,0.007534151498826638,-0.04402019965435962
FGF7,,-0.03605464989384268,-0.03437032930162604,0.0019738809091250586,0.024248944913817086,0.07204005432386211,0.02217755204574952,0.008114526160247233
EFNA2,,,,,,-0.016055727787878143,,
HBEGF,0.009260609079842464,-0.010485254229824341,-0.016544243027496755,-0.028052386309248306,0.02138941814465469,0.010556764103715461,-0.014249492708579906,0.05139537138820438
CSF3,,,-0.012759680569070498,,,0.009827830892407746,0.028880743967612,-0.0037761312168220575
PI3,-0.020139959548956955,,-0.014367568730328146,,,-0.05939728477983742,-0.03863789103125676,-0.0284041332876023
PCSK1N,0.01979054932678257,0.03655091960103884,-0.01502599983342659,-0.016784639197060126,-0.002159839122201936,0.0641003740040719,0.018560951706974207,-0.03945075188321306
NTS,,-0.015356578189292265,-0.015683182298777656,-0.027357725675485597,,-0.01956085751965244,-0.026335111316366684,
SFRP1,0.035729929473963896,-0.038231666475169485,0.015348884805389946,-0.014891940841300848,-0.012892707295693442,0.02587806898349358,-0.025723150047848187,0.006554483966421092
CXCL13,,,,,,-0.03019550620874273,,0.06547111904305866
MICA,0.0703651709200608,0.06378794365085219,0.06780191531531274,0.005931740885970488,-0.023285808401707846,-9.991962353132655e-05,0.038868118026313105,0.057278475419319276
TG,-0.0049919213761908075,0.04575827995658849,0.009733846188694543,-0.010777232808256895,-0.004729895210533015,0.045342496593297074,0.0012308194977300475,0.04158624343048847
ADA,0.028542269346035126,-0.013010847143696531,-0.0033483959880953183,-0.0175030927862485,0.10617357141605217,0.034958715412095984,0.054123080066960136,0.003984529112480309
LAMC3,0.01425725645888948,0.02221908709515857,0.014328662588320816,0.0009595739744219124,0.07006289959051099,0.002830184426072611,0.024562772318623187,0.0032416800867973803
CCL7,-0.012176998334886224,,,,,,-0.018635506437569137,-0.05634769278133125
NGF,0.04706056622750919,-0.016914918906038193,,,,0.036165643876012524,-0.03980104061240782,-0.024005596295603896
TNFSF15,,-0.020538419861321003,,,,,0.019493080896527553,0.01942614129109958
HMGB1,0.06552341487527315,-0.03591035864439313,0.002413003226207259,0.047769662039844576,0.01181534674217316,-0.04249889495706981,-0.0006162296945095201,0.02195829223805826
ITGB3BP,-0.03638401343394508,0.022720979801377845,0.021801749589876008,0.054731817426443126,0.05124067106916136,-0.013614326444998923,0.06476615561618754,-0.00844539755892247
AANAT,-0.017666971982967825,,-0.011509577174763586,-0.01242308888848655,0.10728593954493977,0.05410850809655622,-0.019717142952158383,-0.02031849476942164
RELN,0.041183913120472024,0.025773895510130165,-0.008351372668813098,0.019488377033182794,-0.020462016652497875,,,0.04378619619153018
IL15,0.0019695359675732283,-0.01461430672628196,0.023247956068166334,0.02831669610618577,-0.017141910683986995,0.07073770949432653,-0.013513546098903215,0.04361213593219387
UTS2,,,0.020340460235786114,,,,,
BSG,0.030990373258468207,0.030495837599815973,0.033439258466845395,-0.019982949088252367,0.03216637579433,0.03521260289758542,0.043802254715593215,0.0019541123895804704
ADAMTS3,0.036953082085467985,-0.007866829564777553,-0.012084854907196555,0.016642650510496022,0.0424285823000402,0.06998317188521425,0.15686587678003547,0.012730268907083769
CD34,0.01833861136551997,0.01658676323728557,-0.012676312977007834,0.05261967769193414,-0.022617899666304675,0.005609831863825171,0.02415698745366293,0.017055567475586602
CCL23,,,-0.013096071799757698,,,,,
PLAT,0.05246355698664686,0.01718338943171725,-0.030046733325480704,-0.04610284024037753,0.0855860738487358,0.07575760192370497,0.029989659991142895,0.06222724599142873
NTF3,,,,0.10975085352362085,,0.02387763632910674,,
LTA,,,,,-0.01714191279999245,,-0.026536302968847375,
