,UKF251,UKF259,UKF269,UKF304,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
TAC1,-0.031552654098905196,-0.007383579496763529,-0.052017854288862284,-0.0727638681613115,,,,,,,0.02394273830446356,0.05293244002118318,-0.028656344250245724,0.002927662586671743,-0.061238143215916384
RARRES2,0.040153884061473376,0.01553920394537458,0.05576740541270628,0.07083401672420685,0.026423069095792624,0.10225500951458784,0.046980284365191124,0.015737522945497767,-0.002165968171060111,0.07026145876932834,0.020114641331828314,0.11916607313798115,-0.03785456151765097,0.11957843656537835,-0.021977275755020547
FGF7,0.034073756811106366,-0.022672710248952566,-0.035864640407742086,0.0042378036866602825,-0.02452136045057717,0.0527574933262086,-0.015412680908097632,-0.04195144802713147,-0.020119886767111787,0.04484929812800922,-0.010316147135240516,0.023635858834879234,0.01902271479738199,0.010650417952314495,-0.06745378633398433
EFNA2,,,,,,,,,-0.015662557910445324,,,,,,
HBEGF,0.04488329589169724,0.035323307776537,0.01531201203010425,0.03930626109686709,-0.002854415427151129,0.037127753309727014,0.0769664567623616,-0.00013068710454379147,0.03331323776826684,-0.024505268153174088,-0.04691143868088618,0.01364254372005006,-0.021604304110557453,0.06793447983908513,-0.0065364824462315506
CSF3,,-0.00803941876511159,0.04728387829087827,,-0.024586697049437452,,,0.03665160316864452,0.03323162997573892,,0.007261878807382333,0.058069161851962085,0.052551390557576724,0.10511285060969774,
PI3,,0.019081969410965904,-0.010623305050839187,,,,,-0.008475147934709985,-0.009840815185161689,-0.03501458767517374,0.0054578172628101,,0.014878423530109586,0.03597098868901033,
PCSK1N,-0.03816164172723512,-0.09228631616200238,0.0016182707965430548,-0.1120539599936574,0.014112690927817485,0.004080092180990235,0.08686768171856414,0.007176443985944248,0.005951639940301781,-0.05037231632197876,-0.011780335513601463,-0.04484338196818633,-0.027446628242246997,-0.11682856361637824,-0.02335984378267148
NTS,,,0.0007554971515680348,0.008013635918528767,,,,-0.03365472208337703,-0.019081854633262636,,-0.04058192000016929,,-0.03398649760880871,,
SFRP1,0.027271328992209843,-0.01575349549115834,0.09718442615576034,0.035924048214927944,0.0018569463696447653,-0.06215154506448276,-0.05132902425919276,-0.0016686736840970946,0.07818186505617776,-0.04408345182679451,-0.04096715931536501,0.03907784498484461,0.1452670401062928,0.1168143910153856,0.09341985643132672
CXCL13,-0.01651721335449616,,,,0.00852695957221712,,,0.0375245565879559,0.0782987214794691,,-0.0192792149337934,,,0.0014868492570766843,
MICA,0.021547630072028562,0.0782670363263526,0.04233278984450005,-0.014098160608618111,-0.010508554752446152,-0.12017962387229868,-0.0019285896314571878,-0.03943274014738417,0.04340438248892633,-0.01141242742670741,0.015011740545537824,0.05222363536375434,-0.01197404211376036,-0.016268752467039592,0.04347402978594453
TG,-0.0008870007344271158,-0.017000517528101326,0.05672834433132049,,0.0398908589708985,0.007284737529251223,0.06363779855771758,0.02479173560894144,-0.023501389941014573,,-0.020251798558832912,,0.018791429010363844,0.05781627822054013,
ADA,0.034922413304199956,0.07671877301470056,0.05676783688948471,0.09919530145169479,-0.053589585775481216,0.059981592719666715,0.020510350621589825,0.004005523600586307,-0.004720603968460604,-0.005770759118573348,0.02174812979664886,0.0003210986955149218,0.04120033159173527,0.050716272148218514,0.17154366236976568
LAMC3,0.03594446169791711,-0.010437267917780442,-0.012413497110017142,-0.0072732631460322005,0.0002783953315355634,-0.0005357852644333461,0.053439502267635476,-0.02631389861713429,0.06584182963393773,-0.0243380102226882,-0.013472864699288087,0.10002632087766804,0.061976433859370086,-0.06886122585888009,0.034060191367292166
CCL7,,0.10408921785292156,,,,,,0.06014625192809539,,,,,-0.02404985448403123,0.05133201005001487,
NGF,,0.10319142255667443,,-0.029212726719020695,0.01894968840537259,-0.07243995375722842,-0.028561572392991324,-0.024971082846826566,0.036028104631380196,,0.04617144257953702,,0.006670770509390928,0.00652141798125332,
TNFSF15,,-0.013687016058375905,,,0.008504604519756372,-0.046816221483956325,-0.0444654379974632,-0.021078518812042608,,,-0.01528041848938889,,-0.025806576836145144,0.0067896681148568745,
HMGB1,0.04975718544032845,-0.009231234996587562,0.006284228216587327,-0.012524464127387882,-0.05329407145417328,-0.05885913240620745,-0.058264067383509616,-0.04567277654939339,-0.02497535475216447,0.007432955095080368,-0.05936016254028688,-0.056786157303522385,0.04365182902534198,0.002766901887108067,-0.013873264728727068
ITGB3BP,0.0013326641880692187,0.06314973281115693,0.0317465377850716,0.14174719814843037,-0.0345549608315586,0.05326626745622358,-0.007024313315075077,0.07623420116081826,0.05819149652244923,-0.01390642909616756,0.03767604288704074,-0.022199915599232633,0.00865847197455843,0.03842917003778988,-0.021951547668564008
AANAT,,-0.012453786123052446,-0.02050612913670543,0.010322339796122647,,,-0.030858659069666824,0.07018665251769382,-0.02107756081202799,-0.020012122909355563,,,-0.02544574897542233,-0.023234799625269403,
RELN,-0.02191466689957888,-0.02161698374596713,-0.02512167136347093,-0.029913042381523144,,-0.014726849224005058,,,,0.039167943561217076,0.06148333531781581,-0.0037758865364835455,,-0.03743906760683164,-0.0012338295991001778
IL15,0.04254795274750564,0.02415953236670143,-0.03054472260521156,0.0999503239104077,-0.03681632036657038,-0.025383898801895885,0.0005183199239450345,0.04190269361511497,0.10727138938181027,-0.05497393198930198,0.01354085452963513,0.10610460923926175,0.019471078395335562,0.09052113207976965,
UTS2,,,0.0125394012806446,,,,,-0.016152761237752018,,,,,,,
BSG,-0.002026689421505601,0.048667564882360265,0.029987587448765885,-0.03202410046539426,-0.06431928395838896,0.10273226458736087,-0.007183457558033736,0.11707218625279016,0.027261772468979678,-0.005342500150516665,-0.013123393617843555,0.011222788366371153,0.04197806180122419,0.03322055530993942,0.07153940610180899
ADAMTS3,0.015333181574239576,0.07323101205614223,0.06513651628644032,0.03964969771214318,-0.030718896253984367,,-0.03695010269420996,-0.003971753327266235,-0.0025229532563854746,-0.004939864728069482,0.011820481832023704,0.07271119181241488,0.08080039454459569,0.05325803347256076,
CD34,-0.020677850789656248,-0.00936693362244749,0.08259933614548494,0.024428378315029323,-0.049882480505786884,0.08733168125733537,-0.015536324623730448,0.04934082142567284,0.060519901442722276,-0.023392334542088666,0.00101489520408608,-0.004395200510319699,0.030769448766686695,0.041469171806805934,0.013180643196317622
CCL23,,,-0.023332719823820444,,,,,,,,,,,,
PLAT,0.06913799036494668,-0.05165194724070136,0.02208034693289794,-0.012997892031999735,-0.01582513283410625,0.0027699110657193275,0.029046238260740483,-0.0013562998607881966,0.040560159116772986,-0.025944972120500138,-0.06375647464544507,0.03739804024212971,0.040195434010239534,-0.09220360377546272,-0.05961030169452407
NTF3,,,,,0.013947138010055055,,,-0.04545351528669837,0.06571221752525098,,0.0466267195711986,,,,
LTA,-0.0030574837062744198,-0.015753494754185058,,,,,,,,,,,-0.03424614335451315,,
CKLF,0.06447979917702215,0.003635571602212113,0.026562423992306773,0.12244714418288331,-0.022572503630085818,-0.03748304755679006,0.0791520133588399,0.031901774287667696,0.010317112604480483,-0.016584196723629565,-0.027498340723273448,0.11167276899362259,-0.0018518901830720134,0.0017235194073406783,0.039451507936240755
APELA,,,,,-0.028863378565480595,,,,,,,,,,
CD24,0.13503140484424317,0.1020387349443246,-0.04631973757584962,0.002551465958712331,-0.013115124941617411,0.02552938522506737,-0.0021306632298264045,-0.005582692340381096,0.004421784437995871,-0.015395675054108821,0.016090941514884338,-0.08153408174853724,0.009468008561855576,0.052860112933343,-0.05593442336762796
HSP90AA1,0.08739174623835178,-0.07578882885142127,-0.07128046881921395,-0.06587930780656098,-0.012827584345416627,-0.11370242866961527,-0.046143118047308675,-0.016023444975326172,-0.04401967599256296,-0.06287085512370115,0.03501675957486002,-0.09099121276178544,0.003336693206081748,-0.0395006358476002,-0.02186599479326895
BMP4,0.044298813099919385,0.034635579573478285,0.004326307822255482,0.061087965655255684,0.01593855767488633,-0.016563793807948406,-0.04137639074650079,-0.0033434274944868086,0.008515437350447923,-0.000834729537376683,-0.01924054842932583,,-0.004440394672408671,0.06974001963721849,
SCGB3A1,,,,0.055350221976521945,-0.03277985514725099,-0.04464149748880065,,0.06553333960709086,0.012716370515290707,,0.04946814385728094,,0.06433687844234262,0.009786873347446089,
IGFBP4,0.022851388693725563,0.008114975523144018,0.012680796213835293,0.10249870080646868,-0.09046766417775937,-0.00725997544687877,0.013536811322735593,-0.04030076876585301,0.0044006736878617414,-0.029109848801861557,-0.009006775202163973,-0.024331238262473083,0.05593294767483919,-0.06471150974352351,0.08880716790760652
RSPO4,-0.02778108238411495,0.0014893282394540233,,,,0.005626097098170703,,,,,-0.004031973533814366,,0.0019950100721473165,-0.012059045279594883,
LEFTY2,-0.027308632973167237,0.017276193818228883,0.01921198205791615,0.2304276074246042,-0.0177035412483266,,-0.004916125419551946,0.07398027353716666,-0.018009127549798727,-0.05969738421071465,0.03925392842249255,0.10192541960981083,-0.015389965008106495,0.011849063569786768,
PF4,0.01806473976932317,0.1226358510980957,,,,,,,-0.014355818694323147,,,,0.05634870138134574,0.06527415241025815,
ANGPTL2,0.0934373418063835,-0.03357810154537065,0.0422161124372605,0.05877555860507961,0.0811747691173927,-0.09978705701405774,0.05057678869388868,-0.005479247098830882,0.046271994117538136,-0.025284067169805094,-0.05788275539276153,0.03913290712879049,0.025521625984721366,-0.06196538013942105,-0.0007717668064627263
LRIG2,0.02523095896870247,-0.00024103923031690156,0.01871649870742411,0.00935193639771092,-0.04444383962038368,-0.03166096440294233,0.0777337576700822,-0.019480362613714063,0.04039734080734626,-0.031013322583305216,-0.06378899712457323,0.1275358253045699,0.063386233936155,0.028482930617435554,-0.02785690240918439
ICOSLG,-0.01015104769926569,-0.03100229643898894,0.05965286386970385,0.03399619124299757,0.0034124583931820457,0.034950007997612505,0.02294899968063624,0.038569215262478126,0.04182312097221508,0.041593603582037716,-0.015388906086880908,0.11049032460003709,0.019150367230932455,-0.022511352374456825,-0.07643399962173003
WIF1,,,-0.041536307710286144,-0.06691807103035749,,,,,,,0.036746035573998095,0.05146618756151791,,-0.005384975061244067,-0.019378254823776853
NPPC,,-0.016635503629878107,-0.04117963930541614,-0.003351178202562447,,-0.058263496026984746,-0.0369500317293251,0.02151746477608371,0.034858516812595323,0.016419754148063567,-0.006107941722720964,-0.0034272646309327854,,-0.04528717969905662,-0.08387854104271023
LYZ,0.08589645323899163,0.014028010144753628,0.029661494939899946,0.13688542257253136,-0.10698886355961335,-0.0033703941116536547,0.038739774415509104,0.00482455628629614,0.04646075114380063,0.04922294875105419,-0.012186945303963711,0.01797211248233424,0.034970546243457544,-0.06017209411135925,-0.020458062036196045
EREG,,,,-0.03005135871444762,-0.020701528327170832,,,0.03049727614838813,0.003832520922742905,,0.07631578179130573,,-0.01684193833413264,-0.02642329403837094,
SPTAN1,-0.016700145641558157,-0.061612691940063635,-0.031035212078694977,-0.08712128101054804,-0.08744748273887792,-0.009272800726138428,-0.04150444740188463,-0.0007068303415035405,0.012121331302837922,0.06885772131811312,0.06334782199604619,-0.010647802185612612,-0.0603754731589675,-0.03850631051313893,-0.04284806368888551
PTH2,,,,,,,,,,,-0.03398631098214347,,,,
LIPC,-0.027618694471776326,-0.019271751420652107,0.023216376573156644,-0.032568976795347274,0.034862254023730166,-0.048974034569918994,-0.01173793071796124,,,0.023359699193400984,,,0.0043803165691481735,-0.03579056736938441,
COL8A1,0.004872543738482279,-0.010833436556476072,0.017644918146614334,0.053510834363923544,-0.021533234820055945,-0.058225814536963835,-0.02304804323290636,0.011723999145198368,0.0019402606816851414,-0.07343666452896838,0.07164688406742957,-0.00557127107716271,0.04051032461542745,0.12181307354292593,
GSTM2,0.06724705450105617,0.02806855899551814,-0.034259207351657536,0.08919923901968965,-0.027437871991024997,0.0874821607696366,0.13366675495225774,0.012661275203382068,-0.035155522341283225,0.020117765382610172,0.0062436595129894456,-0.015266202911572935,0.02821111330823702,0.10873800875583157,
SPX,-0.017228893368765173,-0.011695598330584278,0.021321165246849422,0.01846701319240297,,,-0.05140298881522973,0.017101324906320062,0.1661482108977351,-0.04747915354651591,0.008556974326062358,-0.016533009573221204,-0.0344448276454153,0.014866653560217042,0.04508673792325446
MFGE8,-0.01142353140090496,-0.007505700859098678,0.01717797536326503,0.06254695895162478,-0.06040962167692916,-0.037334225425041036,0.05080309279720187,0.039731987871358315,0.03075103660753047,-0.015810521491087654,-0.02709850133199398,-0.030088741431929807,0.054632431992856216,0.0009736215738794753,-0.059919113813439555
TGFA,0.04722416906319051,0.030535925586128436,0.006849835948299333,0.048360763261102155,-0.02789927690336366,-0.028725443725547122,0.04244479237576588,-0.011561807180524228,-0.012303206011588429,-0.012318796386794013,0.05526882834900836,0.01062322549421745,0.036916355518944184,-0.0020117951587402027,0.027224572234805754
SLIT2,-0.033217813523353096,0.006537595180048548,0.01405923437580227,-0.0013075149986016045,-0.034287165894083975,-0.005324682543159665,-0.025534417410593927,0.06244515294220085,0.053650395096247784,-0.009796601521822743,-0.0184800415379669,0.06572387803255175,-0.007875497568019595,0.022106391318947285,-0.009382856263862108
PLTP,0.039750510375623535,-0.03560004064623739,0.05496670748764351,0.12716567952868787,0.01764497902821251,0.054711772645878225,-0.10479471207785157,0.00034605892852622943,-0.0027731454551788797,-0.012165396050358252,-0.008786072974058323,0.016835778972492152,-0.026068482331292872,-0.02583329278703493,8.887937394945674e-05
APOD,-0.06891579399258435,-0.05965128088021096,-0.0030399457970837255,0.09192077406579795,-0.03763146919651037,0.07331457608626533,0.0733012855224702,0.02829801006004261,0.03887932148848274,0.040005915573061386,0.023080480760713822,0.05657594630607607,-0.06542035147110022,-0.09221518192957692,-0.06469576469352446
B2M,-0.04810016606563822,-0.0020537614909823688,0.06556692121605222,0.13572953456650988,-0.09768400620851277,0.024550174841217937,0.019778524305192977,0.011337107609825365,0.005469109599939355,-0.09045507800687781,-0.04603018698042958,0.09376438629448927,0.05522245128219524,-0.08181506100228204,0.04949931428948933
OMG,-0.06615733964595615,-0.05218315811551425,-0.03228246886748557,0.006256448212555274,-0.013110391631880602,0.004455173520883844,0.09063011865648829,-0.005369458037510401,0.056786226241505505,0.05642235947777692,-0.09037916417961976,0.012452603436638511,-0.05438179300194527,-0.04057716364345981,0.03850903622818552
CXCL3,0.008292281896480652,0.050375062840269456,0.002815017478436769,0.021786234332901184,0.004826373093496093,,,-0.021455402546420286,0.032168364234400296,0.02178464932435916,-0.006957625025715602,-0.06271937179104052,0.0726639359093786,0.06916861794412658,
CXCL10,0.012701768094288414,-0.03121728939488426,0.03144473766602121,-0.008896764890130792,-0.01786425164489896,0.034214050939701396,-0.04984115121981134,-0.022326955781312552,-0.019255314570516838,0.0214468367199512,-0.029200904656037762,,-0.002855024286501852,0.10168771283422459,
RSPO3,,-0.012453785202858652,-0.033672151367171325,-0.0645413441916444,,,,-0.040555947527698616,0.044123827873508964,,0.012136419609308132,-0.06505133577854214,-0.024405899581715282,-0.007478433681698949,-0.03003862483386706
CORT,-0.005543421431447418,-0.027928569583032147,-0.012076193763957657,-0.05611343155855844,,,,-0.02465421337075478,-0.01502263461327596,,-0.00434106290127203,0.041982974094311544,,,-0.03207638599879186
NCAN,0.11444758717993203,-0.10520781692293174,-0.02699100417319857,-0.08528270337767914,,-0.032843982461749605,-0.04350808535956746,0.02491040151101743,0.020819803601814072,-0.0002522597158557926,-0.011104752945947996,0.03015329358030705,0.006732015774418202,-0.07083433361628659,0.04546880110528808
PRG4,,0.07963279397370353,-0.015648080546450976,,,,,-0.02368150802282343,0.10843111155728563,,0.07439009567615569,,0.0008641275850918842,0.032135379871908634,
ZG16B,-0.006405716113089816,-0.014265613657432855,-0.03149287273284592,,-0.023354186152735414,,-0.03430449767369319,,,,,,0.13485343246348352,-0.019579478452877747,
TGM2,0.025126491503620563,0.045267420255199635,0.03939688588415722,0.027957454308631082,-0.0474446411102256,-0.04678983493181928,0.01089834563898388,0.033136508014990296,0.025665026978318663,-0.00476844807464348,0.020196395329296523,0.04512287792933427,0.0027706298513743644,0.01422085371542446,-0.03906395122572843
VEGFC,0.04320141668825925,-0.021906474914502268,-0.01621642013927201,-0.033957904499771034,0.019819108748080506,0.006219656800086013,-0.027950081878036943,-0.02782560753661607,-0.016359205279151096,-0.0473486101530324,0.048848830129162725,,0.004825765416054131,0.11353719432880167,
WNT6,0.02035356158669424,-0.017000518233971834,-0.01449856182955975,,-0.026114753946129533,,-0.0326235813151569,-0.032276980572268806,-0.02792023788396846,,-0.028362221735909594,,0.03207069449453665,-0.02023147550923819,
NRG4,,-0.014959133921449975,-0.0255077815067228,-0.0378311149817447,,-0.0019585585753242834,,,,-0.03802025004990761,0.06853224454842394,,0.00981853775169167,-0.030425036083850197,
PMCH,,-0.020727337419717728,,,,,,-0.02197674994692042,-0.001627112377501031,,-0.016248129599751897,,-0.012324017906755223,-0.010660001358198777,
COL9A1,0.039869339723389886,-0.015623723577696653,-0.05671985612942121,-0.029634763573917935,,0.03078893674830884,0.03330728903207709,-0.002726010737413308,-0.031327682007163744,-0.039213224524629574,-0.0032373674718221717,,0.0538417272865661,0.04450896847505827,0.10316373404717923
GDF11,-0.03724504574801919,-0.026140034081220467,0.04610515437414636,0.008829532943085434,0.016743250639077365,-0.023632727625680843,0.04885125307025836,-0.0030572013017937123,-0.00042096339177352514,0.028548208497607096,-0.0300627737604836,0.0314374386294361,0.02065979707735181,0.017091201412810647,0.06037020198659783
RAET1E,,,,,,,,,,,,,-0.01130002886724833,,
IL24,,,,,-0.014727069838173297,,,-0.016385335188212048,0.13008486722660467,,,,,0.1123748155383044,
SORBS1,-0.03449868817650511,-0.032359113172627,0.07156432058857758,-0.0545684537345554,0.06620887388530045,-0.1113807481192674,-0.0465326633057141,0.005441982362831634,0.018105130853578108,-0.04618543641245704,-0.04730660709325265,-0.04637129715719145,-0.02071981700404079,-0.014776620688157589,-0.08707012535190507
DLL1,0.1031545466824405,-0.017293790692659926,-0.014952824208909466,0.04667482063744642,-0.024737641740270308,0.0011825272192030995,-0.014632487875977991,-0.004477471314348045,0.04397522335835822,0.018556317228167415,-0.008363141497873422,0.0392932479229223,0.062442530695884124,-0.014130208896486031,-0.061276383510176655
TLN1,0.028682481317783257,-0.0016195755072108766,0.12899643415495873,0.04563104143687937,0.014161548609543302,0.060625723745690266,-0.028246564822536922,0.0205599558057812,-0.0053773019090622804,-0.05737962468435339,0.06402023979179311,0.11840332725387595,-0.002468646101170693,0.05732237191368149,0.009432724232658401
COL2A1,,,-0.026923576472953105,,,,,-0.03582049071502728,0.033155245886205456,,0.01241848449606466,,-0.03551883285768351,0.011558023861838544,
SHH,,-0.012772729602356106,-0.02116520249335992,,,,,0.07466803099212872,-0.0005956083561177779,0.020636528969081584,0.0016296060740326728,,0.016868210256991405,0.10203827930744928,
PON2,-0.06234256156052893,-0.09107035274948962,0.0332910599853492,0.05966816805960184,-0.009984125214574296,-0.04160317372390567,0.007579847353687763,0.009062358215920371,0.043587951302695827,0.03648269193114591,-0.04580472799031398,-0.04793799611454534,-0.058036090570083305,0.0914812844926914,0.02501306734815759
ICAM5,-0.01640440460957123,-0.019907205644825426,0.0023856173139770826,-0.002756648445828708,-0.01394098109812126,,,-0.03585720757075548,0.0320275858460181,,0.018900828335148664,-0.08461040213622209,-0.0012550666861257708,-0.0013544591722959721,-0.004737785611448938
HPX,,0.03287749511005638,0.06199776035012154,,-0.02768136388600637,-0.042380526518550496,-0.004013613073720515,-0.017261467255076268,0.006532651680229149,0.02011902009864835,0.037109411976220814,,-0.03327104898601299,0.026777038436992372,
SFRP2,,-0.01454675483816081,-0.0027288706973727867,0.046013603650104,-0.014534317080190406,,-0.028877811145616324,0.03146396515820079,0.07076048562781702,-0.012367092912004886,-0.01469654144078179,-0.017651223255182803,0.0040264163043506815,-0.03855855273255426,0.06051973072278577
CFC1,,,,-0.03086888490553943,,,,,,,,,,-0.02692136978197909,
CD70,,0.03489348026518877,,,-0.030522276887735934,-0.03535625923182552,,0.026416860773023833,0.012242817448326762,,0.10545486221285467,,-0.026042156289712806,0.024717423963219323,
HP,,0.0105531797773917,0.05391698970841433,0.032997109612361936,,0.02499711895277208,0.09043324291583224,0.041912723220593695,0.03632941578404477,-0.03800339040989664,0.00759766014262863,,-0.00039853977804136587,0.043847569824898694,
CXCL2,0.05381322315949766,-0.011147708342325783,-0.005811265403582315,0.0339446434297431,-0.000361676575814596,0.08463176360641674,,-0.004667838893447524,0.013355416683583159,-0.02080626029762593,0.032268495441060585,-0.017447706635082858,-0.03354155230475185,0.030184088700738687,-0.054232018886361
NPPB,,0.15757131438466337,,,,,,0.0038567750629259646,-0.041183614814083974,,0.05161362918556247,,0.06360352288240925,,
CCK,-0.11890139931922585,-0.029326996586507576,-0.053797472120446437,-0.10981989973346623,,,-0.0426961874206449,-0.033676712144071475,0.022554469189034664,0.020267784786102423,0.03464186937428396,-0.052853704974692745,-0.032116602848315544,-0.07534765539307921,-0.021373926376742822
SEMA6A,-0.012534588982529897,-0.054594021197998124,0.048666992023308236,0.11514569968955705,-0.03268395367386992,0.022703901036522024,-0.08296217117498611,-0.020743573516922555,0.014090876782719485,0.03268477164019607,-0.0006018638071114443,0.11402421621366657,-0.008169905526672102,-0.00972199599763774,0.026168768506819592
IRAK4,0.007073858813527986,0.0046932966230183,0.049865811268641765,0.04951933253704572,-0.018003802603331856,-0.0007931030619399819,0.044793581954972524,-0.024992361679425572,0.020593835337027713,-0.027696148666577873,-0.01237967881432684,0.050870898520743155,0.029657582840114747,-0.007289296150214079,0.05130084923173816
GSTP1,0.05625152379393267,0.01569910000116006,0.01173531036092951,0.12639392047784181,-0.032493346148513694,0.04883032747760265,-0.01772533228600613,0.06140483918835085,0.0751364399827338,-0.014394384404296289,-0.005919203618646917,0.06857015843067828,-0.0160024561410251,0.09614498610620657,0.09459380281185355
VCAM1,0.021902803830738067,-0.05416074512808866,0.015994167636330565,0.00145604995016749,0.07392684589948402,-0.022608506242685393,-0.006230646917408474,-0.0036448649905595236,0.017544228111347312,-0.06592560192435608,0.0975699340926507,-0.02499700245745196,-0.008509166292564829,0.018995101839626688,0.16646948369830347
NXPH3,0.009276325676935777,0.03224553210509822,0.0011342758912438172,-0.029343209732104185,0.04597970088440821,-0.040758498090674486,-0.008883986698682025,0.08065502620335871,0.008006634534381104,-0.051978091053091154,0.04653749159174406,-0.08720301858963703,-0.029163213450995703,0.015593347345017236,-0.0762416713483912
