,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
BMP4,0.22279591210928193,-0.0026227643373358226,-0.021937891272114877,0.006133713387630376,-0.022701639329755875,-0.03212964202377741,-0.137547765039114,-0.013782400710842743,0.020805424083523337,0.0007402442754771004,0.11335665995623982,0.052298229042732354,0.07077748660053709,0.03111540151483993,0.02028273430594164,-0.007414331914956233,,-0.06137036400892513,0.053997512672297146,
SCGB3A1,,-0.011931803556035809,,-0.02469935311447381,,0.020442726233231408,0.0005500925920153143,,,-0.026950710908794313,0.021473785679011332,0.015724301924293818,0.05474269676819408,0.053411562006987386,0.03785062838864612,0.042140335382079036,,0.014890060694281225,0.016532065123159637,
IGFBP4,0.0065201477356584886,-0.023307309073165576,-0.06450183570527748,0.08024703739889091,-0.052081971765071615,-0.044548841870511335,-0.20153142636218932,-0.28282840355122674,-0.14992155813214691,-0.036380896495185465,-0.12261397190220709,-0.11248350607998371,-0.09136945383780898,-0.013578883295700962,-0.034291427553178114,-0.07516894398782589,0.025913490153957927,-0.0745735211869699,0.05764262131115163,0.10654437819477096
RSPO4,-0.028768100239284042,,-0.03345579773503367,,0.02116080488023036,-0.013226244161499829,,,0.02106258663104173,0.006483870845439149,,-0.04826615341315269,,,,0.07310331503582257,,0.04503739607110255,-0.03473000450285001,
LEFTY2,0.035527943072757966,0.02785626129139447,-0.02094914520362482,0.0320010319463224,0.017128974449189073,-0.039092161642324014,-0.08674578557858204,-0.27146669718948396,-0.02036889664784824,-0.031728631823469376,-0.0024903170175187826,0.0007635646310924651,-0.012562546790985995,0.18399738154456916,0.02518667559126587,-0.025267568307912186,0.007049111037392588,0.01661037510065582,0.05442032872118392,
PF4,,-0.029472181877698275,-0.0188248964789892,,-0.01808790128429295,,,,,,,,,,-0.012220991486599192,,,-0.03616142753322023,-0.009354532713714706,
ANGPTL2,-0.007590791121180731,0.06809585388138921,-0.030167317555922196,0.031346087249071466,0.008996086972982856,-0.08445539022910925,-0.258559015655848,-0.33107714051956194,-0.025165024320008337,-0.025817719219809913,-0.18928864677670523,-0.3786404523988063,-0.022776852676876902,0.06928007858658576,0.10106371050089431,0.04043999720841918,0.060405690841907354,-0.09214296971849448,0.01832214056887323,0.061310532154519794
LRIG2,-0.056956109253089575,0.014475758622728102,-0.060820080316291665,0.016066312055659695,-0.014923444401197037,0.04574812099972521,-0.03124820583900086,-0.1643791772767971,-0.09828541046216992,-0.012980159131218682,0.04625538685557569,-0.1055906711017435,0.12377155041720579,-0.005152741568916699,0.0591101121506969,0.048198209980096746,0.022038015659460695,0.03418771610530076,0.018194413031582455,-0.09265270242161254
ICOSLG,-0.04845475041526804,-0.02279831544623236,-0.025034579091352344,0.09787546698586898,0.00772158125518396,-0.021280767166930958,-0.1172308655700956,-0.2526994045055688,-0.04314618938364471,-0.05174300037555551,-0.1151863169616639,-0.1345659621268535,0.013320533949619484,0.0018766758877506251,0.08393915857388291,-0.053182621375272285,0.001574233041504223,0.009788265671305252,0.0796787883222968,0.036923917748094025
WIF1,0.3493318497416702,0.0047888342887470875,,-0.04005282074952217,,0.14270056949479276,0.23489959461092585,0.33784340529638557,0.09367314536395555,0.02503070162881207,0.22548210672337002,0.4322944779123638,,,,-0.013082336340973371,0.0252640414641858,,0.06866301775442876,0.28353717035986625
NPPC,-0.004007337455856478,0.0667569604531571,,-0.0309873830044139,0.07979375989590293,0.0766343263212164,0.0461401152776694,0.1311076732602704,0.09293061043835275,0.056773625869424894,0.1490612322221027,-0.2275605257118395,-0.03458011885291966,0.035747112731756854,0.05068462429705491,-0.004036107171316049,0.029784880127884515,,0.09284322201637092,0.08000226756171665
LYZ,-0.0068120411653040495,-0.020775626940368802,-0.004116592021748538,0.011841092956661059,-0.020000779535473075,-0.05916198967588057,-0.04771252999019455,-0.2675644533490646,0.005728197128710535,-0.05418351000590639,-0.2779410097765942,-0.09398510079602142,-0.046352882557074856,0.04493285686563753,0.10959940736370721,-0.03975694296737194,0.039854791822693615,-0.018117068997045054,0.049930076574474604,-0.05629918010730362
EREG,,,,-0.0311468561607671,,0.00640574565236531,,,,,-0.07040792583911236,,,-0.032833328897351126,-0.007065170804279715,-0.03890084004112628,,-0.016763084205492162,-0.010130151941550473,
SPTAN1,0.14438979221160683,0.12717661601338562,0.0708176147514591,0.12392413356118229,0.047600390058019026,0.05269696550908045,0.18387408984120748,0.24387150896049212,0.11990103290431682,0.010774166617786551,0.3832986908202819,0.35420452668484187,0.047804148733454066,0.08918488216973142,0.09945976826531588,0.11517236602116282,0.026202713733016803,0.09062508399613117,0.22412724915201226,0.20134290272542416
PTH2,,,,,,,,,,,,,,,,0.0015761161422636718,,,,
LIPC,-0.06033629895204434,-0.016182472719120038,-0.028332475289440905,,0.05859404638743115,-0.02219252534192516,-0.004450235412031922,-0.10187263795645819,-0.009132903259566606,,-0.05173055639691317,-0.01714495985691228,-0.014058593744463421,,,,,0.004622360618103312,0.02347679509765154,
COL8A1,-0.17916767069786554,-0.012314568593587953,-0.018402545152413418,0.07754702743739546,-0.02240287822971568,-0.07253214007292158,-0.18724371434027423,-0.13905286208910467,-0.05818470416730248,-0.025838284111611907,-0.1411253771021074,-0.2338509041647852,0.009894736505294198,0.053343575923495194,0.018597819341804288,-0.0655650564045399,0.09082062845120605,-0.05176223122086491,-0.16770072696473867,
GSTM2,-0.0262143077627303,0.02925448919630996,-0.04125021028750432,-0.03845005930201905,0.04214085408366933,-0.011342836165340315,0.002363928513831141,-0.1477267662459997,-0.08624771970657476,-0.010407888030288406,0.009013487045058105,-0.11543025154752506,0.05724329080687525,0.10841344569436097,0.08260932388499652,0.008754295594393141,0.016041290308021282,0.014804404302790253,-0.04750406450603304,
IL4,,,,,,,,,,,,,-0.0386201962262906,,,,,,,
SPX,0.06321941781386545,-0.01676973305038244,-0.012950369170064122,,-0.005392792595817321,0.1143304027545412,0.10511105318134409,0.17880740422644317,0.108329129048937,0.011130117471370419,0.0962026837361048,0.3930655337915558,,-0.035199861964134334,0.03751965489999007,-0.033235143814314694,-0.08674057034416326,0.16555415008396462,0.032709306799761695,-0.01501811248730973
MFGE8,-0.1898102291256364,-0.014901026036633354,0.006944798165626159,-0.007913711706980393,0.035047189723599825,0.07638499164337766,-0.08877783865424671,-0.13761990596492896,-0.10554786211312886,0.06756029163116031,0.042880234193557416,-0.124539341836141,0.03776260657149219,-0.08864996304256811,0.027950992956471656,-0.043994602936181015,0.036622535243593816,0.015751520112653024,-0.0030897967559456465,0.1448475427362017
TGFA,-0.13262982987785854,0.09351760784882757,-0.04963637065936528,0.0076437172674129646,0.034884533717919435,-0.05858992123945823,-0.12446914311503604,-0.19746721300647688,-0.1677559732337286,-0.018608293505570535,-0.06732662203450628,-0.15599282129302103,0.07084599336515629,-0.0049354455113338885,0.08606986087151103,0.06807627152044414,0.008848643374642714,0.08182585119808587,0.037904566685852216,-0.10248756060851835
SLIT2,0.24509945909274303,0.09362459325644239,0.09702319261539524,0.17553650612872718,0.12114270978347783,0.06342101615614473,0.08775341402424873,0.16896703080510544,0.09296550145825992,-0.03127598532719357,0.21805695606832848,0.36090116501863245,-0.08652678817176464,0.06352742116271606,-0.01588190543519151,0.06971978221635361,-0.014562367676289233,0.005596528946349859,0.05771471063050271,0.2611539076003114
PLTP,-0.07040063779260276,-0.03289874660760644,0.019158839908047617,0.07798145082458154,-0.05684760170008299,-0.12447432554466759,-0.11273838306919588,-0.41655644063260727,0.03933540987147461,-0.16964768151714846,-0.3655899473579428,-0.028532476252804122,-0.009651313274302594,0.031210243599000334,-0.0030217882644325376,-0.07396795880959832,-0.03565082962144009,-0.005377837501255831,-0.046057398880817606,0.0007653076604899652
APOD,0.08855420255997974,0.09056578337751119,-0.01995217081855446,0.11994371539883822,0.042076364997706756,0.028395079892722525,-0.03596300573714366,-0.35157472381227467,0.10389213035248064,-0.05449235844366226,-0.2804381665354437,0.19391009886685479,0.06664394431598877,0.09165545549384223,0.17575517341766497,-0.07013452032756501,-0.08166362579583089,-0.06964519143205777,0.07885565102344169,-0.09084988432255695
B2M,0.05566825126858589,0.023100193546345658,0.04592578255534941,0.06020990500684409,-0.002301066337048543,-0.0844885367228882,-0.34967744442361137,-0.4924740490379932,0.025559466324923095,-0.1521630843320199,-0.4153876549255146,-0.4103585908059639,-0.05841836439873046,0.042888107546581115,0.07445179407389572,-0.10618235785737579,0.03533100848231043,-0.15311145333779047,0.09998507531133219,-0.1291168666913917
OMG,0.22605026002004852,0.05921869528138926,0.027963892633119557,0.06459157885793548,0.057430946349005425,0.09848312064404559,0.06144559674856236,0.10392964190466655,0.13879418087764814,0.027301711698679263,-0.011726769285670392,0.3117388526893138,-0.020128725754946317,0.06542360973431371,0.19104505235109026,0.047403250873976135,-0.02537581216302103,0.16935464638793732,0.21167377643163257,-0.04817281740766868
CXCL3,-0.04828257646828845,-0.01317415838869993,-0.021591949082888716,-0.04350774923555044,-0.016446157297587798,-0.07092198729382738,,-0.06111161560193578,-0.1482609387200514,-0.04526285320689161,-0.03807144927836401,-0.03624930881767328,-0.006801452367617052,-0.02477909071633197,-0.05581160464972853,0.013250905321606771,-0.06368416793998458,0.03101368811089243,-0.08965659806809635,
CXCL10,0.09821359485966659,0.15784673768909271,-0.011764826309278073,,0.04251150611988315,0.04484695809240512,0.05627425199957396,-0.34650367888231604,-0.047852856464574385,-0.032517237708821964,-0.06375840906166605,-0.05760453852147999,-0.07020156392475511,-0.0011736686801012252,0.08912693393610498,-0.016627094305636022,,-0.012783028638842038,0.04215284473637483,
RSPO3,,0.009030274155488486,,0.15554428243712198,0.048095484747126827,0.10995464950168686,0.1370002127044612,0.12878032039051482,0.05107788732202835,0.028782582939059182,0.18088783754837057,0.12009635308561363,,0.015103691658882578,0.13113926699414694,0.047814647857168276,-0.027103354527078512,-0.02577085437622291,0.1774557294834687,0.1604873985760827
CORT,0.023635430671129474,0.01977787055909797,0.03569039019123321,0.12372120927169596,0.05029734084707309,0.03417898439286779,0.06898179794179259,0.12745193552879744,0.05372619443479498,-0.02265384175431758,0.030807312629775846,0.1686872201873144,,0.06069426398945007,0.16291723120061952,0.09509309919769669,-0.060416498478900994,,,0.09727188634936994
