,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.05483141599521813,,,,,,,,,,-0.0005425207846745961,,
BMP1,-0.045826331358105064,0.016858140113707707,-0.05074962416085741,0.09602373950108069,-0.012590789181128194,-0.009125433198448057,-0.13492699683094728,-0.3660392370466421,-0.1053133800681,-0.06315270963145884,-0.08867842356281039,-0.28120499686835915,-0.057339743288803875,0.0036135713886953137,-0.018984698919890096,-0.03675990894146133,-0.03950183945374188,-0.020558618549000065,-0.08480124194509264,-0.1076366558281662
NDP,-0.06348496132359405,-0.013734965699800022,-0.017123116225325613,0.06794551163591313,0.0006192423812810794,0.05983769770524037,0.03199987597055356,-0.04337182867664892,0.04021109238160222,-0.0018605220882485579,0.006864966776343324,-0.00911514182472371,-0.04962164896925179,-0.029570970963673743,0.09102049094783983,-0.059180917708076805,0.05888364102619945,0.13222542901057585,0.0690013999406292,-0.06713628101306915
TNFSF18,-0.02687240590083923,-0.0024788163887312247,-0.028497197409489004,,,,-0.04203492986740388,-0.08142300666868305,-0.004823237256328814,,,,,,,,-0.048036429446724246,0.023178171402503316,-0.08960400549959491,
IL36G,,,,,,,,,,,,-0.044287781958308306,,,,,,,,
RTN4,0.24214028664325535,0.07975876876751949,0.001915151408026714,-0.04630643141047677,0.08352573401634199,0.11741341963537051,0.30056371776348084,0.45716705938724167,0.19987969563132224,0.1426189199447981,0.34450106256299967,0.4396086394356325,0.05651207896482262,0.024391016267915493,-0.010900463955994085,0.11616000751976968,-0.029708678967676424,-0.022113378142012495,0.24153866091575116,0.09822410019726624
HEBP1,-0.07561598987874156,-0.005563217721341624,0.015086030309242915,-0.008915173937639258,-0.059695121543411465,-0.013217936279101608,-0.10940788985962735,-0.16335794100018272,-0.025194008970289897,-0.014148546087465182,-0.12530803173085917,-0.01134960741782786,0.04594292675408418,-0.003254506473131632,0.00475261437267618,0.013039439551742625,0.0086646576580216,0.08198521710828527,0.06881879103157616,-0.08122531786503955
WNT7B,0.31506250580181216,0.0061550906922612685,0.02415161164021449,0.10049161232533935,-0.0032746279040664988,0.09645015920006082,0.053639602653971705,0.17679670377602952,-0.013908191226506337,0.1038341364566859,,0.1139622341013184,-0.004685580769820881,-0.04428928491135106,0.057937364088075496,0.002242365787708178,-0.00506968418262287,-0.035835508564775936,-0.005964585080632604,0.01377643037178861
PTMA,-0.018048385942982314,0.007496673013073975,-0.07212625360955004,0.0963415403360517,-0.036000482752453655,-0.08166506843572059,-0.2837168343989451,0.10429723265451958,0.10248817495574554,-0.13137269968154164,-0.4058715614598089,-0.4124481299904596,-0.05036637317978052,0.011462107579818125,-0.008640703805908858,-0.03168955742116076,0.0065101448802693,-0.09436638806658182,-0.10357056634406316,-0.2513494068096519
FASLG,,,,,,,,,,,,,,,,,,0.007522672667785237,,
CEACAM1,,0.01746115978568834,-0.020694977246425012,,0.02120079977314309,-0.026173032384904444,,-0.10714803926828602,0.004717861294320404,,,,-0.023545874245159384,0.012726216864956666,0.034477941849114714,-0.045745299837771605,,-0.02233966137864205,,
PDAP1,-0.023018200314683327,0.04619775720713357,0.010150214381035179,0.02487213605084625,0.0033085181868791396,-0.022588620182469547,-0.11335173577318423,-0.2724832854128857,-0.0016367780258095001,-0.033793517815395815,0.020443055203788956,-0.1911611660187137,0.0038326646565395,-0.022397751591247156,-0.0700185066783294,0.013483373713306292,0.0028831620934053415,0.02768292383833465,-0.05703001100815246,0.02901277332630591
QDPR,0.11264182133929185,0.0508488953829887,0.017835032205467737,0.013477740979324401,-0.005321235602567486,0.16048049627108796,0.23190525672716847,0.222989462542586,0.14292897805587265,0.015047368108550155,-0.3312743783029334,0.0933772243520728,-0.0364980300298754,0.048343219699098404,0.07466621814282819,0.04474625724280727,-0.006380194898848328,0.08498274033238969,0.23905752088632412,-0.09262728829954783
POMC,0.0694625932116493,-0.022678579114970735,-0.0367716728364706,,0.04608635508181254,0.05451771933008728,0.02139271428190598,0.029572730053444206,-0.013581035980928677,-0.05378838983653971,-0.09016211441937823,0.0852773879915089,0.12148993622351478,-0.016367470055722252,0.01068207896682681,-0.012422701595132484,,-0.0609133665710582,0.02809218827207133,-0.00664571781065682
CCL18,0.032077589150735976,-0.06993723362128156,,,,,,,,,-0.14214263967497387,,-0.03981548366524751,0.0773352476915119,-0.049966103392387176,-0.0543056665769524,,,,
CCL17,,,,,-0.030452666599482134,,,,-0.008643128640898057,-0.02514908361900269,,-0.040458146148618125,,-0.030097965756914428,-0.037631852207348424,,,-0.023017629658452856,,
VEGFD,0.017982141568046818,-0.019926343932426115,-0.02964140288533709,,0.0361553073521342,0.03392828885067425,,-0.09185732997743841,0.04825231138507584,0.05905056089103502,0.010719804303644971,-0.018657866799761436,-0.04485659297805565,,-0.032042347788262204,,,,,
TNFSF13,,-0.050595200675432224,,,-0.02100556786951916,,0.054428076001766905,,,,,,,0.019581307358383877,0.02317178770503618,-0.019977480845735147,,-0.014526321467933333,-0.015601480033154265,
WNT5A,-0.02855835420106313,0.05501002952990465,-0.056669580862116334,0.08412322863540947,0.06590304742982381,-0.0240377188058364,-0.1993859209621365,-0.33074406280307944,-0.01648400930288505,-0.07041513641825695,0.013975756259380969,-0.10512810452604748,-0.018421205698138553,0.009810094494546468,0.06715285743468587,0.029930497298954355,0.012995365955456743,-0.03287296418303684,-0.12367416474655471,-0.055353580395493526
CXCL8,-0.08163098882107407,0.003709139614926393,0.009540945154926818,0.003996596989526649,-0.045572588793707264,-0.10213417923983455,-0.06796381248011084,-0.1307687184586797,-0.09988589146107031,0.0014208586609820682,-0.11319096494572822,-0.1162356224524189,0.05211866032228664,-0.031864506617544516,-0.16760649552319545,-0.04700293673045771,-0.05045881412002612,0.0001943170446617399,-0.12795047977636279,0.07177443905519304
GRN,-0.0676395123715262,-0.03932930500128795,0.008226078357128604,0.0037507397438137865,-0.058926035508500514,-0.03202363336772762,-0.13849917168956236,-0.32356670369002316,0.02572881474444818,-0.06677645990528913,-0.22808758692935382,0.05661973119191241,-0.022319975475743242,0.010455023929699308,-0.01661165164407358,-0.08836569016664775,0.07734675626051102,-0.07984088125006732,0.13594637980766586,-0.08451252300970787
MIA,0.03637644153517596,0.002343371567197764,0.033741766807887354,0.06145361640066168,0.0814366048205952,-0.0660635819332095,-0.032557928097090995,-0.13823567336273493,-0.08193877703460387,-0.010551961257586354,,-0.045824249341078704,0.11292121456869239,0.10223379114770119,0.16000897624901586,-0.030832828035370297,,0.029444088440221967,0.004127272388801499,
COL4A4,0.005816244593311206,0.027041409727308664,-0.04433133502817162,0.017650214101953787,0.0010549792523471863,-0.02991642597997656,-0.06785715588161212,-0.046421079980507006,0.025746010756520808,0.013998100185967255,,-0.05760453488229181,,0.07059238722544815,0.022220276324707626,-0.019723988471907535,,-0.01556215773944064,-0.061417165812309535,
TAC1,0.21776602253895594,0.10959168199106811,0.04840835777393621,0.13018389391858454,0.16028459170984832,0.1148626723798727,0.340688890262832,0.4138148593767536,0.2607443561138386,0.05472188482172144,0.2892500721102937,0.4165936045185298,,,,0.05826545056087313,0.03988334180057412,0.011671978288759778,0.1980451109197492,0.1619133783192704
RARRES2,-0.00403197448186545,0.0018624335650550892,0.0009679567123496345,0.014975253740793377,0.0568508467191304,-0.12992922088273248,-0.14751612158537317,-0.43661442615452256,0.1421355305212553,-0.004410607836693749,-0.0979390278863427,-0.23943433400420427,0.14828326674411937,-0.05081821821374424,-0.07338168442551184,-0.024724296414994507,-0.06033807997641437,0.10010844326991875,-0.1160648435989098,-0.012242707380193835
FGF7,-0.0614474678773465,,-0.03345580408661595,-0.02635432729583871,-0.04860975649399149,0.014740059292711051,0.001469145144822861,-0.08702936986835212,-0.018072689135701283,-0.010740952713223204,0.019229559402639373,-0.018129240408155133,-0.030900888053680076,0.011705278396405304,0.053844552188737474,0.09599124623187906,0.10811643807440224,0.053263643324797584,0.06040503949652169,0.038699612633229026
EFNA2,,,,,,,,,,,,,,,0.04065307647822476,,,,,
HBEGF,-0.10188047599335637,0.019168045861251905,-0.00711758835648186,0.04962247243131574,-0.050092844371930956,-0.054562267127882993,-0.1308698581858926,-0.10602834381884653,-0.22587703168349774,0.03444039252055354,-0.12123821521896863,-0.08225547928488118,-0.014319256746082617,-0.04522010347918775,0.022879509328421994,-0.07115445691219102,-0.047900527127301036,-0.06410570966182788,-0.1113852501095619,-0.045604350853680656
CSF3,-0.04087539457061024,,,-0.023107238726385745,-0.03629692332608638,-0.06089800975987876,,-0.05000740563481001,,,,,,-0.055595565666242706,-0.0784781021788854,-0.02848946943564955,0.005470311693263883,0.010066653623302512,-0.018745989630114125,
PI3,-0.048423000247919824,-0.011774130992652653,,-0.05474428027460984,-0.06263753127865893,-0.03431976030461135,,-0.047934833892351786,,,,,0.02884623740457111,-0.08220688163240082,-0.1326841711065608,-0.06471633449500376,,-0.052652459595684126,-0.01702472429088435,
PCSK1N,0.2260115421222284,0.08181573768575261,0.06369500005137024,0.05784538467184661,0.017296295069752735,0.04586300108005775,0.1080057993201906,0.25369992432708227,-0.09333672595002493,0.06904891035155845,0.37345301058066377,0.4297449024131987,0.01138620732670137,-0.0025373367924296226,0.05310752555392669,0.12369827632090181,-0.040028464174356064,0.08326858132818406,0.2356005949947256,0.196040610736758
NTS,,,,,,-0.07513611082416287,0.006827300627439973,-0.07026281319589686,0.02470947898720197,-0.02014228578326357,-0.06017007651735021,,,0.009195416890504555,-0.02537677408002162,0.11864454514049592,,0.047179595824025054,,
SFRP1,0.0758560967710087,0.11002578157709803,-0.008773238330716611,,0.02016121177257432,0.15040391311788184,-0.054741797075283885,-0.013546783486808787,0.015540407809255032,-0.007053035504599231,-0.16100456532728444,0.018434319843831863,-0.012481530602064252,0.03384003585851221,0.017551007758930405,0.007187984034128776,-0.05638718644758934,0.015759184471586748,0.04370687970560223,0.02445899923273792
CXCL13,,,-0.021202734267408683,-0.016778589428363164,,0.03532861501326464,,,,,,,,-0.009867571895040037,-0.03748309753771074,0.02516603412054235,,,-0.007065221633328859,
MICA,-0.038874477320283596,0.015411142091144005,0.011077373959756694,0.05772693738718345,-0.009468675269222081,-0.010918047131943503,0.024055657044854916,-0.17822919200036635,-0.024291857169941103,0.05069241062276565,-0.04623942929971895,-0.14493241208444657,-0.045692232983484855,0.03617764428848974,0.06121431164093533,0.0070658960690666624,-0.04365348022058036,0.030370685065243323,-0.04538698996463481,-0.023486411740231833
TG,0.040171266552432534,-6.360312196901958e-05,-0.028140999342026612,,0.021200172854852546,0.0303027235293674,0.04413456021070832,-0.05673577760878639,-0.006077654599516164,-0.026913330178233535,,-0.06077384427854402,-0.06291184859352988,0.003201227879903621,0.055874715306430095,-0.021374691173031268,,0.015307118154423462,0.01694142997700585,
ADA,0.042658568158726845,-0.024381088205955706,0.031789006688121076,0.0013079467270793266,0.026302335255045307,0.03386340360375175,-0.017281686255579968,-0.31455069907623523,-0.040049101810236847,-0.028696838846972515,-0.19400404386365488,-0.07574758315417003,-0.04994035542253349,0.02084689563223457,0.056964605935766306,0.04611637574056848,-0.041339401625626056,-0.03857715406397563,0.06657860284200957,0.0711258523446168
LAMC3,0.0617210230156341,0.021528106262779345,0.00023756979322245276,0.15038922485992615,0.013167705407370462,0.08411111593217203,-0.0854975150204446,-0.227164398768239,-0.09741442551041503,-0.05005480255075229,-0.033421865829526345,0.05381403798671402,-0.03787454572802337,0.010231189849604727,0.08248786863551928,0.032847818395226755,0.014803418669847357,-0.08143024577040475,0.004657943146337103,-0.06218076462067217
CCL7,,-0.04814496453000526,,,-0.020731587072679004,-0.037534577737326755,,,,,,,,-0.045109913069790994,,,,-0.02539489665612076,-0.030554395599713617,
NGF,-0.023549476756469834,-0.04040127041778972,,,0.024875635275762625,-0.04006425508595262,-0.01031745647842215,,,,0.05124541126638867,,,0.03241264441646123,-0.0025217644480124255,0.09487435498162652,,-0.012215307785499209,0.03522335150636146,
TNFSF15,-0.029133641802669405,,,,0.02962284509456551,-0.027790473986032755,-0.040834006093865276,,,,,,,0.03182994310651354,,-0.04072538058962058,,0.0014775187405085624,-0.08260393019167121,
HMGB1,0.12350939402275653,0.05638588330903659,-0.004221545368444567,0.08997631411933794,0.035390623955931115,0.06086474738059028,-0.13739275912006382,-0.37556547334016904,0.1325225600863892,-0.05984415392615426,-0.1584390060970831,-0.000739112831350658,-0.11542095735094045,0.002965999077753069,-0.001541885447863804,-0.05553026401105652,-0.024938169311969408,0.04104907126136724,0.09805116255288107,-0.14139138660095427
ITGB3BP,-0.14479869859904407,0.035336934191273976,-0.022038841373794797,0.005908112401821749,0.011047298397173649,-0.002071288989304512,-0.10318003862808565,-0.3095178269652128,-0.08866640048294022,-0.03820661032848206,-0.020868880497279665,-0.23130738574298143,-0.021016422014342246,0.03232457827078746,-0.05792100603463442,0.013460939299665218,0.0009648220497479318,0.08250190891243686,-0.11277990323953316,0.06927903816793304
AANAT,0.011787597541749996,-0.020896866137993894,,,-0.021005570111403436,-0.02504087909170562,,-0.04394982763009593,0.015749392943333315,-0.043401964912064966,0.015360788490159894,-0.025943382466826453,0.037824693199852814,0.117241990435216,0.01051875461267199,,,0.05107124465897053,-0.019788000468121878,
RELN,-0.04060439085776874,-0.018928315972849157,-0.014995800146601965,-0.0059082107702745105,0.11307228972689048,0.012568724972335951,0.0165401236857621,0.18158468683268483,0.022220694570267787,0.06910095143177572,0.06218687085748124,0.10277683331152293,,,,0.016967413489963258,-0.023851342121580372,,0.09764816769629402,0.08285829923425135
IL15,-0.04141296893463202,0.0007154311579910289,-0.03585120262954945,,-0.03837002797550026,-0.06998767725627608,0.06941338008640222,-0.12291834600158724,-0.0017254057536626435,0.020186184094160852,0.009240563379644212,-0.01458205090468393,-0.06249789228295918,0.00747034283544499,0.02540714002784192,-0.0344023831077312,-0.04566283988397694,0.0006144730224172595,-0.05521256480047174,
UTS2,,,,,,,,-0.15293006471703205,,,,,0.07161577608823758,-0.033700261385772784,,,,,,
BSG,-0.11723018562267198,0.08913407528977879,0.10346423128205906,0.06647063544904355,-0.038041736323872415,-0.0018130969622366696,0.021872453804117852,0.07336527064531607,-0.1574532014635331,-0.025628538489791013,0.31237029706448216,-0.29685325032231,0.12515553682525057,0.03866429243740975,-0.01763082734667452,-0.041206728012667164,0.008905388567601157,0.0364562173296257,-0.048958208961312755,0.1471266443953777
ADAMTS3,-0.04204509932920061,0.02343833931731776,-0.014007218638729188,,0.04908104827866087,-0.0366233833367289,-0.001199659052951407,-0.3741048310657255,0.04177584936308655,0.03248260323049094,-0.013879819312352295,-0.02346654107899543,-0.06368548231153996,-0.007313142265000795,0.06472715095120107,0.075653376725562,-0.05249890878086748,0.09608126963296874,0.000467110403243468,
CD34,0.14824338790225253,0.00929021860363163,0.03579274019289389,0.12005724412620218,-0.050343717010008046,0.04381314722876924,-0.03925449417391812,-0.24687432617987948,0.05455144723036597,0.015935989786673727,0.024568421393218052,0.02899582739774406,0.057075990364822936,0.09828307004542296,0.06842080315231308,-0.010615740144518989,-0.07926186960694154,-0.038321607282965034,-0.0131838749739412,0.033036516528649036
CCL23,,,,,,,,-0.058672202422728054,,,,,,,,,,,,
PLAT,-0.023464671360094343,0.03164018257052577,-0.04873988039374853,0.012711546399392579,0.0421941437730353,-0.06956524838243844,-0.26319868248744854,-0.35485951371574825,-0.263821541306109,-0.021826539720071248,-0.027708803421324788,-0.1682945213878033,-0.1325818801753868,0.058917041119931506,0.09030056301270832,0.01213037810887115,-0.10914118181737628,-0.031207461849724633,-0.015517525812870872,0.05224393588480909
NTF3,,,,,,,,,,0.012205156315827732,,,,0.09504281727393261,0.15616860395910337,0.10097524725224355,,,,
LTA,,,0.011078183048866435,,-0.02657112746991303,,,,-0.03322983400318736,,,-0.050333602898981096,,,,,,0.051827554921303046,,
CKLF,0.03412502789789623,-0.0011858330692630934,0.0025255022348330907,0.11574422848298899,0.008424264149315136,-0.04205970108323085,-0.18061665473494518,-0.38472638917666513,-0.005786360173932843,-0.024163056752384022,-0.14486081423040154,-0.25292927709378404,0.07860862381227678,0.028270061855858772,0.09450062682385373,0.04826312621583913,-0.003581879671855272,0.07685937844744391,-0.036123640288527374,-0.012747325789377166
CD24,-0.07196887738798367,0.004382868294522455,-0.11174744436342264,0.04066923327188483,-0.02669989490375774,0.1000934138406017,0.01597468026911083,-0.029298303499474862,0.1464033741652084,-0.1582940512590878,0.010168499873608705,0.020625706335952648,0.0016647556550457858,0.028803457573760034,0.07397823237013686,0.07734574606505032,0.05635916545912708,0.012425297643674775,0.11007288838816909,0.07490346434342308
HSP90AA1,0.10028679926206276,-0.006618841985769769,-0.018984969815517852,-0.0858852050781524,0.03012029870593259,0.168360827689606,0.3232636031683529,0.4766031678244109,0.019837475640294967,0.055237388362504726,0.39422541523829635,0.4254595745002542,-0.04748246341286137,-0.09611620586933242,-0.16298224199930003,-0.03492845594860643,0.04755994846706972,-0.07592461416773293,0.16918631415958182,0.19427001926206924
