,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
CEACAM1,0.15101831448810912,-0.004224768063991753,-0.012055895248587255,-0.024171411930609708,-0.01389737322211548,0.0275518534085835,,,,0.16740054499144505,-0.06321119769921724,0.15781389923466815,0.006513702538251076,-0.017297482799723127,0.017268062417497884,-0.025049468012592953,
PDAP1,0.0006639179699132234,-0.06791162569072015,0.027769310771181745,-0.008111552739976203,0.02706218056408691,0.07864833975566862,0.01078107878359773,0.01969778801818041,0.08621544970901122,-0.04409637525727513,0.0727953956322853,0.08259905703212074,-0.04413408772260977,0.011002844203155221,0.010175833556718137,0.01925274491247793,0.00687880889311546
QDPR,-0.012463048641082363,0.024032364139205575,-0.012303321773133162,-0.03215550258199296,0.005766040648601921,-0.00647547846114501,0.021468666435246905,-0.018454590602636683,-0.007423563218022292,0.10676769945182653,-0.018286174295145126,-0.13714454540818524,0.001744907578262745,-0.04723099305638269,-0.06808923922169159,0.08780171626221006,0.02210409418013793
POMC,-0.020493186028730074,-0.027585353373633246,-0.021421402427895503,0.004284147270275681,-0.02796480126440884,0.06278858504543994,-0.006618400114077005,-0.031124439936324903,0.10939825637270979,-0.050736815740674936,-0.098005377796723,-0.02451147352648851,-0.007729454171155677,-0.028831463988988743,0.023476023094434806,0.07068280294175928,0.03781466564583686
CCL18,,-0.02614912624830647,,,,,0.1360899391627249,,,-0.0483372453867629,,-0.03469112019098709,0.06986791748572901,-0.031453823089004254,,,
CCL17,,,,-0.022571495062559,,,,-0.01327090654144041,,,,,-0.018543142630601105,-0.024970002347578277,-0.02189018087260856,0.09108288770818312,
VEGFD,,-0.00017676706903157878,-0.017267651176979554,-0.025147138063581105,-0.013296219855239709,0.0709482759251646,0.053851401671962194,-0.014222841584719112,,0.00712109508799595,0.011899867842180174,,,-0.017297482799723127,0.0622571252103053,,
TNFSF13,,-0.019732976053653383,,-0.01556931212917697,,,,,,,,,0.09840355155827155,0.06612704098272433,-0.023474388079596065,0.08297493038551304,0.09641896499622923
WNT5A,-0.03138949456855903,-0.01632185360751807,0.03241447769934285,-0.01049303416297762,-0.0076601610748424625,0.05206215272086978,0.029632546754809523,-0.06379392553987781,0.029436888194945717,0.10399049571436111,-0.023144015792098325,0.06994046871925495,0.025053213373528827,-0.024393365927900007,0.05274597891212525,0.05412352200957778,0.03931082584333862
CXCL8,,-0.03193291114405772,-0.01616840507579756,0.07239377460346688,-0.04115981419348903,0.04507602683899389,-0.02430651497451741,0.02660653222566885,,-0.11029282858791166,0.014443014407993686,0.05467161794723392,-0.01584772276802929,-0.03766214147664367,0.01651908773689415,-0.016632888263706763,0.07657699712989682
GRN,0.002621446541730853,0.05606191236000831,0.04324425372593431,0.01568651862739219,0.02323604703668516,0.011454714357831134,-0.003371942321051935,0.027549210149973823,0.08382620084869319,0.012730711024737815,-0.021854858669350184,0.06978770209470625,0.032081471086933974,-0.002086241532091269,0.1469887923539176,0.01108764778759563,-0.03459468131729643
MIA,0.028154887392459277,0.009567479945563924,-0.015356641381203982,0.05913130857047346,0.06952988508175047,-0.0414597899381345,0.05541685307289474,-0.019478833348402495,0.024235006098809478,0.010617309605700846,0.08913101385345605,0.06354169136288926,0.0813878925172706,0.10388344222486876,0.08222064830624895,0.09736496168411315,0.11027874770961157
COL4A4,0.16032414445982585,-0.03140488816868406,-0.0007230980000741492,0.007710418133683106,0.050389821450005076,0.09226455249721106,,-0.018895190995105678,,,-0.0067086801729629416,-0.04386041527540269,0.03234631810125589,-0.027695974577959293,-0.033720054140915605,0.05208663768402171,-0.0032015626932249634
TAC1,0.04258912738676227,0.03399949231910449,0.0762496563577705,-0.03619949937870678,-0.03638155559134096,-0.06479637768820848,,-0.03348623287149829,,,,,,,,0.05755937688550541,-0.1266687310772006
RARRES2,0.012181122691089685,-0.008884060306108069,-0.023573871801600862,0.010605665390617306,0.0020989432194077184,0.08175841807828614,-0.036519106675312024,0.025562159397870373,-0.00808270455086645,-0.018174347798300315,-0.04349248874460486,0.036326442258369805,-0.04050287417107231,-0.0013943828274933403,0.05552566812882627,0.01985115788083,-0.02234553484529124
FGF7,0.016948194258519254,,0.014302947247161715,0.004195448167056185,0.004582679394177874,-0.0010451288367506247,-0.013048057180641236,0.03306937894726298,0.0586540126845383,0.11252978582017456,-0.04142261970016977,0.041107790710973854,-0.018976433790326097,-0.0280331257450296,-0.0072439312564736525,0.06689104972843868,-0.023373727115345275
EFNA2,,,,,,,,,,,,,,-0.016440099800360455,,,
HBEGF,-0.0314841967174174,0.00768316453184035,-0.020889894517503,-0.01609804737816411,-0.005787790033227687,0.09398142082918459,0.08592065117501341,0.01342945824807341,0.0842531400349271,0.03437814475218723,0.0544777115832808,0.09489137054661148,-0.01590103427936344,-0.019353740801808832,0.0016386318748105077,-0.10489482474131784,0.0768583789473282
CSF3,,,,0.09021696239562528,0.039852703556603516,0.01017259961815883,-0.03474873880742749,,,,,,0.00970370862954751,0.04793364127156494,,0.12383678922384452,0.08882194840334644
PI3,,-0.015192904712200209,,0.004534274401017966,-0.022747975861300895,0.11710198638806714,,,,0.14685154739816178,,,-0.022129941997448496,-0.039569705547883645,-0.0185992788591233,-0.06595099842874512,-0.03355648426500051
PCSK1N,-0.027987804746000818,-0.0009561087928689068,-0.01861603325750921,0.008150300823083446,0.024215453920151998,-0.03794007276360177,-0.06922824909676245,-0.05588436744773872,-0.003730033094063024,0.13556403414651302,0.0006414976205315208,-0.048945905803171104,0.01665957510501971,0.02806517450965572,0.07348392557658037,0.10111874921935028,-0.05715506401040125
NTS,,,,,0.0579528554246187,0.002541596503866397,,,,,,,0.0007909944896354286,-0.020029141877113025,,-0.03493147757459989,
SFRP1,0.04187902795441081,-0.008384455345773752,0.011294756166980436,-0.019694501911409593,0.08032800575781766,0.04884703975353972,0.05496412143290413,0.025367553611541912,0.023221334384833855,0.024101790603232382,0.06370908588488909,0.09126355967336645,0.062426934146668965,0.012543387522823206,0.0028370838353450286,-0.04390683298463742,-0.05450154113445363
CXCL13,,,-0.02915218902509913,,-0.015032359812278637,,0.012495122529302075,,,,,,0.04486013123072754,-0.03089828540255487,,,-0.035435110387294674
MICA,0.003328485624054568,0.058666467316645515,-0.03527335792846879,0.015235965601081675,0.028357162859803272,0.05906662445647906,0.013514708601680423,-0.03891361791376879,0.048739585346256685,-0.03579511742629853,0.01490746070059772,-0.003762346780331756,0.11810760221337892,-0.013341030685827428,0.006475944516124852,0.044477823371151415,0.0765902166590218
TG,0.040782420789093284,0.02113470518056162,-0.016393588464401067,-0.021253487845923468,0.06243747943002336,-0.018262305288890914,0.010471649177704706,-0.0032797165937672856,-0.010354910152143725,0.18000271572895093,0.009712813440456138,0.10338907556154385,0.011189883100793203,-0.0246680777358723,,0.10687294698166325,-0.039049675021334516
ADA,0.04865841967274343,0.005536626300481824,-0.014774177930810609,0.04385214988766477,0.010169389860184676,-0.008929904986608875,0.038014133815065694,0.02309784729945966,0.005404202963237397,0.055437482499270004,0.07506467615164955,-0.015277939145646601,0.004289504611856784,0.009683353941543226,-0.04100732580900998,-0.0039576111285502796,-0.07194527870123531
LAMC3,-0.018417858994292685,-0.01253994842602212,0.016247724098964744,-0.04703885309948003,-0.007773755427856505,-0.010064928151109851,0.059509346526017456,-0.018713669710536604,0.09531418451961651,0.12518408469944542,0.06452635614215754,0.030921907105124453,0.039209825938449,0.016375640982695037,0.03424683855037049,0.09813335822412897,0.010476942497947917
CCL7,,0.06792270111838941,,0.06099304931732101,-0.019930133729975943,,,,,,,,-0.02779189659736344,,,-0.031808937366398886,0.011225839467290867
NGF,,-0.016578452611851324,,-0.009792113798271121,-0.004559653493876125,,0.04114403920453615,,,,0.02909337555884083,0.06814994821970036,-0.017989774731890035,0.009275695433864181,,0.04885772121029197,-0.009459335126041921
TNFSF15,,,,-0.0005857060777898708,-0.014756203382308182,,-0.02776427260934447,,-0.041432780106981,,0.08622566346854992,0.04794582319918199,0.03520392032630269,,,0.015052519411899331,-0.04834906873864513
HMGB1,0.008589770348993952,-0.031935919779990114,-0.005873461178669289,-0.05729465031998353,0.017726128241965736,0.03051364975967561,0.028389342279373807,0.00770853444039595,-0.07518065208091099,-0.06403917633360746,0.06397126855404302,-0.020726462262633097,-0.0036976816500102804,-0.02160939093016673,-0.09172127003295177,-0.08041038882652712,-0.10703889194929564
ITGB3BP,0.08755314517215691,0.003454978587727428,0.03351608345102407,0.052277509749759705,-0.025358858354800246,0.007933447945221097,0.10335745008730197,0.026772963857487585,0.04894723642796207,-0.04459410181930744,0.011901012154025404,0.054541667173296525,0.0614617704764339,0.0492328184998252,0.05257866357541513,-0.019354641110083837,-0.01134631748695353
AANAT,,0.004990305271095826,,-0.015569313790860018,-0.013296221753350023,0.013975923656877227,,-0.017801651749420784,,-0.06582868445694222,,-0.017292766366036126,-0.02438133521436881,0.016360960743313342,-0.027077451456925836,0.04370823701659601,-0.0266744899197316
RELN,-0.0071503247226496714,-0.03225658476694537,0.02612588078102006,0.017222563734685642,0.04418549944859824,-0.04005037978407623,,-0.019707965010188566,,,-0.05533685343024691,,,,-0.004745056553125167,,-0.07435590602263777
IL15,0.002952137439793959,-0.0391265856731627,0.01010520001465405,0.006012921293080422,0.011742201974462345,-0.01367306958665531,-0.02776593991221878,0.045106437935841445,-0.03596510961106603,-0.031343483151209495,0.01493281183866883,0.11031574750316486,-0.0240752814736241,-0.029219061388086623,-0.03372004986769504,0.09270101508149509,0.05858462121790856
UTS2,,,,,,0.042225031258005516,,,0.01099776801068661,0.21036879420324103,,,0.000424781096130222,,,,
BSG,0.024590047707325653,-0.06755829822381097,0.028892349408450757,0.011745292710690696,-0.006333195167400721,0.03854079448106384,-0.051667393763091846,0.030939491178938384,0.07837495102474738,0.06683094868949144,-0.0017306912349952487,0.11122838673720194,0.03106397132216496,0.028162603905335017,0.07705670393795454,0.09314292683744925,0.04372656554447017
ADAMTS3,-0.005101537753892159,0.04238475679185614,-0.028804723493437566,0.0043429966689735415,-0.0027081315323035714,0.04495332528242174,-0.0018998577418882642,-0.0028923691634711595,0.06350332399182704,0.0945490629348366,,0.06007847331469582,0.007642908894270854,0.034404705138592555,0.0682986068028704,0.10724271197921054,0.005557499516376325
CD34,0.048041179559413415,-0.03243779312628339,-0.04106986655545527,0.026763445008171693,-0.036809267735621404,0.027340183162894674,0.03818819716319721,-0.03823499928783439,0.04647181794117742,0.13125840204049094,-0.04057477592869581,0.0768591919804905,0.0024008011815361318,-0.0019554086162075573,0.00651755405767382,0.028410757135185084,-0.01928389121414613
CCL23,,,,,,0.03393746366288748,,,0.03620080855401751,,,,,,,,
PLAT,0.04058331558475121,0.00761935812346374,-0.061118607564621896,-0.017623216875710727,0.0025898085331925833,0.0490603892520864,0.028529774114551272,-0.017610606265430418,0.0637942265365404,0.06473088241264488,-0.02651758702174501,0.01157475208866687,0.06609135011052875,0.11467144120584136,0.02819691989966171,0.026415286644692285,0.011099025649935325
NTF3,,,,,,,0.02345567558131277,,,,,,0.029668430104359256,-0.010368547061614306,,,
LTA,,,-0.012055896485738049,0.010890160853637053,,,,0.08640364162222618,,,,,,,,0.11044827218332853,
CKLF,0.007348716677391362,0.002501782482430392,-0.005645800062351266,-0.04836106115482336,0.00014601529068428913,0.05811457786471105,0.08345929808013416,0.028264557849690224,0.12886309495276593,0.09005539967693542,0.09597310918745097,0.12778215221034822,0.06935683335453922,0.008865625654765749,-0.000196419059311558,0.13701003926986138,0.11513690506523576
APELA,,,,,,,-0.018251771361027954,,,,,,,,,,
CD24,0.069303077256777,0.004141352746486244,0.02729306899074042,0.006246424962761115,0.032155695478313026,-0.004088165354442513,0.03955624698568535,0.04597107941249417,-0.020685518698788475,0.045686494140067604,0.0024493209476328915,0.09219174227097873,-0.0006648659598450446,-0.003941966495610537,-0.01792453354814585,0.07989241637891067,-0.05636129019596533
HSP90AA1,-0.02268472061736049,0.007386773420951271,0.035744189093532816,1.4930317609945784e-05,-0.007216492166709588,-0.07445226373538368,0.02390112285431024,-0.0015121919619067205,0.01348505340142709,0.024745713073882316,-0.05765855404751042,-0.060644578830019426,-0.09610508561820094,0.00694579047647394,-0.009859372051634991,-0.18651841105289238,-0.146744823198831
BMP4,-0.032490500310114,-0.03295581923022805,-0.01277995699160296,0.017493969218745523,-0.02580346616334,0.04357180710736969,-0.009256033614600215,-0.014068405238355024,0.07671089621044382,-0.04975200342752422,0.046287614562572424,0.07381463739400224,0.06889068153979998,0.11920630138501696,0.04822702694904502,-0.013422282433843039,-0.017581531035399726
SCGB3A1,,-0.016633051650387826,,,-0.01583415869495154,,0.16732937793830185,0.10325112307730745,0.03261007290946514,-0.0544572571940889,0.02768441435700296,,-0.04230044152041102,-0.03147057576937697,,0.08246861604686118,-0.053602542138801196
IGFBP4,-0.03387862838624849,0.012095698015373897,0.0590437400734182,-0.01290418277540114,-0.01859161677105812,-0.007147290523875908,0.08060517694962155,-0.018418554705203278,0.07982372325863693,0.053856063764799046,-0.013092198058452645,0.07733898283406616,0.043080488527349324,-0.008035876775572243,0.04142759216381081,0.0976782875330648,0.01455763774503114
RSPO4,,,-0.01948973357876797,-0.030145884249796983,-0.0182751930582213,,,0.06852165774416173,,,0.16086053579305054,,,,,0.029004284358326797,0.02693313906585353
LEFTY2,0.03055094019611017,-0.0094533333404829,0.040679432194037496,-0.04400564963985476,0.00944458766115549,-0.0055736533072660525,-0.031392781522284356,-0.004092203400758529,0.02625616376870391,-0.03137036181434561,,-0.015747003116434243,0.03110457171208006,-0.01890316102446219,0.09862967216480165,-0.009310419093944639,-0.1290474228635458
PF4,,0.06147195957586417,-0.010966476421490042,-0.013406739708548734,,,,,,,,,,-0.01506848966816318,,0.057704299797869174,-0.026348570967781322
ANGPTL2,0.05106310318301707,-0.01193926964078436,-0.001525156422613384,0.007543646977387862,-0.021431874086195096,0.042762263075191306,0.004121751325625648,0.06578610917003858,0.14592738346999287,0.053807459663730524,0.08907968485672572,0.000293572926780515,0.022495474137142753,0.037589455651752236,0.006325201274563031,-0.019894833241988798,-0.06845675963816532
LRIG2,-0.04732040298090512,-0.033695672970490274,0.07998656653365413,0.00548915002180906,0.036621990281534435,0.003180643047591136,0.0499309995623881,-0.02521526322783133,0.0524505112533538,-0.031174433807869686,0.00025698655031213273,0.08953579529313752,-0.0087894695305779,0.07172720600544762,-0.03382208286250436,0.1065062785425959,0.010939285544154098
ICOSLG,0.05380729663797297,-0.007948146314964401,-0.016118197050112484,0.04862416738786404,-0.018200885259645104,-0.0035968073287675267,0.0327949846634168,0.008170414903726855,-0.04602002666968435,-0.10220090813189107,-0.005151519999178126,0.012498181065196606,0.04854486272009986,0.06398340600978135,-0.018041941252032127,0.14192584601424804,0.023638319480616236
WIF1,,0.015169266341948885,,,-0.011010032686090111,-0.07185541538909417,,-0.02285482447695804,,,,,,,,,0.07726982873462342
NPPC,0.04326242021351506,-0.023971574497422966,,-0.020797159476116083,0.0016329812390161304,-0.03674932932574059,,0.007875136630011657,-0.034542980721054266,-0.03153912547508657,0.014624536969099213,-0.04326461489115594,-0.04148828980585007,0.0004576842156035006,0.052140126554376026,,-0.06332170221761976
LYZ,-0.03138666970455008,0.022616787992820794,0.01986754201631981,0.01619529394423993,0.024711118513659903,0.06286911822002535,0.05781101617551092,-0.0018751799551173342,-0.015489645033022175,-0.020297727953876347,0.036440586946255016,0.011726910259598489,0.04203200560729158,0.07394896517549958,0.0013880635359566588,0.011971035846070226,-0.03250810241011032
EREG,,,,,-0.025717532778719757,,0.006349978402905585,,,,,,0.032527466246914404,0.011842324711404518,,0.015983170354181387,0.01923747946390692
SPTAN1,0.01682568729688564,0.016500144631911108,0.020036147668678426,-0.02126411033889846,0.022724567066194173,0.04667842996417249,0.028850200313819487,-0.022583970322636666,-0.02372810227381798,0.06729110774482784,-0.11138011888477371,0.08518972587073977,0.0529952224187193,0.0322453214120985,0.05010909230115621,0.08030652934338438,-0.00846896043539362
LIPC,0.031116768075256963,-0.021123579372402217,0.02324421010479409,-0.024092909754743944,-0.0176933948050559,0.02170996399862925,0.024143807132705267,-0.02593599793793417,0.04210504685836756,0.06443174880775804,0.07512348305701093,0.016757972559871027,,,0.0008522017924201419,0.012268552735368097,0.0075351063017086
COL8A1,0.04249164533348646,0.04220152623795684,-0.03749535633953901,0.010404008943551545,0.03554984433063977,0.0035343128880423492,-0.10767658366599556,0.022223174706949365,0.09491127657034265,0.12846780174191905,0.005155923344341638,0.10141134108304863,0.05385106215764446,0.08628574400741003,0.044531499295458,0.017571660951118562,-0.015353581351791509
GSTM2,0.050896918480247424,-0.01739312744668019,-0.02403038226554497,-0.024516350393480622,0.0068294712031411395,0.025619040747656065,-0.031366208746173976,-0.013286905546946995,-0.020625748344035064,0.05066092100025798,-0.04960989053265284,0.11955731889531099,-0.011250805670891425,0.01318320822975479,0.03393482238383848,0.07278261799539579,-0.021946521268468827
IL4,,,,,,,,,,-0.04688612896355577,,,,,,,
SPX,0.04852004197611171,-0.024153700556635387,-0.047499878194662566,0.0517327847383645,-0.03548576979470121,-0.023348185618989242,,0.07614163662545982,0.07593929517576935,,,-0.02061288591172161,-0.028021070366623956,-0.018709455956083566,-0.023835540515443506,0.07177187704390556,-0.03343210729645111
MFGE8,0.00598162983395335,-0.024210335893611535,-0.028135026721762203,0.003649461257820151,0.015379590252961742,-0.01598285154931871,-0.03911766989034491,0.008454559350664352,0.09912245467997334,0.06341928087094963,-0.0330580716806499,0.059003059305960406,0.009521283201488283,-0.020326941402587093,0.06795924334360985,0.06765646923983205,-8.081567968357405e-05
TGFA,0.047188539375210815,-0.024080251132784117,0.027129964185132926,0.007927676450568044,0.01671579440350358,-0.03671530004325233,-0.025388573462402586,0.03957611319476614,0.023201707732195934,-0.09287814521411426,0.04009296891888994,0.06557059297659422,0.05281528908139079,0.01405710275721978,-0.04913466002131431,0.05186155290518115,-0.021509379494786016
SLIT2,0.009468028556905147,0.055752494956981806,-0.028594745705982517,-0.03863777388549149,0.03787908744473426,-0.0369806714817382,0.015792211819764614,0.012902053305001455,0.030370601957805846,0.06415478036326017,-0.07020838738455669,0.039124677249919096,0.0035762393579212206,0.03230586432332251,-0.012306370543711177,-0.0019544104728620774,-0.034529565285617084
PLTP,0.021692725520207044,-0.01613663899868913,-0.005994824302691089,-0.034163596733857556,0.012639921067106853,0.08141822008160307,0.05061032268969612,0.02226598311851679,0.03492558555579643,0.05739115748185698,-0.04509553434980967,0.04092464775788993,0.0009936039216144185,-0.025478320463898575,0.03731685913405263,0.06638064864399726,0.04805798258737102
APOD,0.008479044289474344,-0.07910270818798218,-0.016998491610132938,-0.04688583199011443,0.05275371436372845,0.01720561188356057,-0.00489143361884478,0.0077101552328029685,-0.08816849015967797,-0.06327456998184013,-0.034129413548658054,-0.10789869585673478,0.07694996225844085,0.03527375484660861,-0.09353398865944076,0.03135867334429739,0.0982359744821573
B2M,0.03699818525175438,0.004400225219410776,0.0049101241485252165,-0.0003118506016453432,-0.024965816086659653,0.05902269993380059,0.002087251655481932,0.08399122768761891,0.057718490166681215,0.025262488834993164,-0.00425951389142799,0.02442535164005824,0.08147612911941325,0.0451377715299161,0.08815307894012717,0.0044007432639953424,0.05919800261744003
OMG,0.018560300252919316,-0.0008040927185159368,0.050862025810744414,-0.05170482324632167,0.019564298001974116,-0.03427560750976787,0.011801759986579126,0.012187831993548089,-0.07273868143638307,0.10832610595816135,0.0744385883263131,-0.0595428988014347,0.029649679115354807,0.05408276037715885,0.00897757599999975,0.15763347022581092,-0.08774512715996521
CXCL3,-0.0254237240514736,-0.042608532571231296,-0.02254603186261947,0.04328398633346767,-0.016293266917632825,-0.017920453790899685,0.030611470559648173,-0.011890341879334593,-0.03560000569565337,0.13124319432834583,,,0.006201137458744615,-0.042716219737568624,-0.01906795435582474,0.026881250644745464,-0.02750142198033316
CXCL10,-0.05317631103346961,-0.04225049999616449,-0.018511407285816895,0.025680983886931453,0.003299040094896772,0.03509177643639744,-0.03167776102424884,0.053423776890925354,0.0759462561229463,0.037886431043194946,0.04773649063914789,-0.007651599233054341,-0.028698698592296477,-0.02021121294724912,-0.00620922323258392,0.05135322257744713,0.005811405124882143
RSPO3,,-0.022593887270607266,,-0.015569312640464007,-0.017693383896210054,-0.022412343269934826,,-0.01242517810001308,,,,,0.08183129234868448,0.010295574778235178,,0.11901545059305746,-0.0732772810030263
CORT,-0.0315703827662833,0.08414776912654866,0.0463130982661634,-0.026059159441599807,-0.02147359279720191,-0.038789581382431056,,-0.03296361164744881,,,,,-0.03169011689223054,-0.015768408565110557,,,
NCAN,0.07445685428705054,-0.003546840587944693,0.0064158879559548625,-0.013773951265960293,9.346688801997819e-06,0.06050198145913086,,0.008525340027553414,-0.13372538888899263,0.035367349824579765,0.04650040411816491,0.05306327421786645,0.06178674682191339,0.023351954452109296,0.06529390894756142,0.0925243586278733,0.0003773254955019014
PRG4,,0.030019141779067032,,-0.015366240149882334,-0.012668399347175445,0.020383878611775107,,0.008438652975000528,,,,,-0.016120890146843037,0.011136853995120863,,0.08854214536817659,0.004976313849136916
ZG16B,,-0.023065022463625455,-0.01319637200687987,0.04715407362556659,,-0.0028808644249298894,-0.0017856382208415456,,,,,0.028270895556957,,,,-0.029090913052053784,-0.0004383846138087097
TGM2,-0.038773182988931766,0.046948160736472774,0.026781462675236924,-0.005729955089446554,-0.04773495918280168,0.05438746771490582,0.0309291492327455,-0.018547754042814675,0.10526290236044569,-0.09457953316916708,-0.09394736528422647,0.034717775653941935,0.04696099658470418,0.01648432459407451,0.0007901426669914619,0.033914062544931775,0.04213632266862595
VEGFC,-0.01714022435788112,0.036822719664656646,0.02191960969371945,-0.027386754407493604,-0.01950086449705843,-0.025597693738281354,-0.0252549573220744,-0.014825471491043234,0.14074227359165162,-0.009597761365392875,-0.022265746900478608,0.1047721328019086,-0.035766574344598456,-0.031594143836985715,0.0944790677614132,-0.018715519941724355,0.009352769066988148
WNT6,,0.024835565614767702,0.01379118144812,0.10038772779241861,-0.01745583465599719,0.06031727294010331,-0.0463079535127781,-0.012938922876639843,,0.01899080699196354,,0.05580619034771358,0.042516915345064604,0.027668157412239255,,0.0065063789347333464,-0.023226552336846916
NRG4,,-0.015319626047398357,,-0.018701417204478852,0.022933484450840123,-0.02418283637660361,,-0.01729564172551291,,,0.012926467671621145,,,,-0.020195846357865734,0.02324150003538532,-0.03492917225089788
PMCH,,0.021969832685131196,,0.0648954482061698,,,,,,,,,-0.0282485498221316,-0.022123920817468574,,-0.028635890382585093,-0.022751980563487297
COL9A1,0.021904083737400888,0.0024903959957543733,-0.0183855889960276,-0.019532265333555943,-0.03619620673461531,-0.005368137353981578,,-0.01970797256944599,0.10690839841183948,0.04637946559228503,-0.021797290960782895,0.08490245428987464,0.06612605335145687,-0.019293429455341383,0.026225799406302985,0.16406377131904895,0.10404055786398547
GDF11,0.00597847615897856,-0.006854809019090366,-0.05186170073210701,-0.04993057080454766,0.049922712570019824,0.027048475837868895,0.00773118393583363,-0.08579980760852689,0.041873597870551456,0.09082550645660953,-0.007317040360285331,0.06948411366826747,0.005268966707169641,-0.01365743464432202,0.08873963414897618,0.043074206021178646,0.03371740973135763
RAET1E,,,,,,,,,,,,,,,,0.1338568518667161,
IL24,,,,,,,-0.02611475746056731,,,,,,-0.02106143804404502,-0.014828230261506148,,,-0.03904965259792109
SORBS1,0.015116894818510997,-0.0030478470483346143,-0.05597416146883574,0.010399807356077729,-0.004993070951166596,0.039218456369195964,0.10955531785122234,-0.020223157382502358,0.06232809881437119,0.0022879422225518926,0.04439149612878985,0.06814086539048353,0.049175374292560095,0.01068769134663643,0.02495227852014273,0.058234546809328956,0.0010318650403152647
DLL1,0.013917148139600563,0.029305714394447048,-0.009854154856615298,-0.009608097036965808,-0.055941615030156516,0.01618802531974023,0.01685046755888315,-0.0005163864352832925,0.1326287082762967,0.05120433506421243,-0.0687836660127666,0.041954436030916815,0.032073106180905996,0.028913019139869173,-0.03140521470193876,0.03313824475345764,0.08389377955513831
TLN1,-0.031319151422020026,0.003538476994546,-0.00024602345144859823,0.040956063310920235,0.05186033487862715,0.046033140382509656,-0.005897202545526233,0.0292596897470514,0.10661437004806673,0.03510286539623435,-0.06163996288588691,0.1085997605405103,0.028616374317013863,0.0008678664242686113,0.0023390933196642777,0.00602949592208164,0.01214573806562796
COL2A1,0.002723706185748077,-0.0328765854216219,,,0.11625144264054023,-0.01792045988942872,,-0.01207113813057794,,,,,-0.025869465923681525,-0.03864690412820035,,-0.011471645914468765,0.002775090904025902
SHH,,,,-0.01596804643824631,-0.0024732116879505146,-0.014087658922837412,,-0.01152060606950947,-0.002210841502815388,-0.04591882300758659,,,-0.01609313539398758,0.07301599765143565,0.0319420126998477,0.02357908665089427,0.009521510039960728
