,UKF269,UKF296,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
TG,-0.01664926682781837,0.01082975183081238,-0.021641390961751078,,0.07039405670946511,-0.004946672141619264,0.07890398505440332
ADA,0.05953580737416284,0.008069849619682436,-0.031586221130529155,-0.045758460507444206,-0.016512269090395063,-0.007708881640349,0.051900628936915494
LAMC3,0.06797428820112006,0.027047119009499205,0.0024976914472929147,-0.021107424067697392,0.0706020057560284,-0.021209294359450313,-0.011780946479740699
CCL7,,,,,,0.00574908894345232,0.040875776899905895
NGF,,,-0.014229088303834524,,0.027025065893339067,0.0385935872379979,-0.020915919917489145
TNFSF15,,,,,-0.013199636844138012,0.05737540973037619,0.0629977130194262
HMGB1,0.07991770658515697,0.0022309058049240485,0.07300807236588767,0.031472837041622535,-0.047468595053315146,-0.03787979299973555,-0.013336969391720304
ITGB3BP,0.07077642630920118,-0.004646209964537293,0.006201872885796078,0.007119802249230848,6.29078486133988e-05,0.047768128410313006,0.01834433306657067
AANAT,-0.01244341551534497,-0.021945810182503682,-0.019409393878321773,-0.03947278896075882,,0.04933230194447859,-0.035062602564063655
RELN,-0.03651288536864908,0.0232458208435262,,0.004594266171387713,0.030052904786916825,,0.05403547837944037
IL15,0.03778487330792357,-0.04049041382783448,0.03649941733049022,-0.038760303130269895,0.016072302607022665,0.03889906260600982,0.10366032593532391
UTS2,0.011176173706522297,,,,,,
BSG,-0.050143705469576756,-0.05675347045925151,-0.02619324510188163,-0.03738022815609326,0.0022330422346218365,0.04474082476601381,0.007090230668527242
ADAMTS3,0.01765797506085822,-0.012205829587753736,0.10219622180166288,0.06854253940765909,0.09665316728950674,0.001586182121239236,0.07099792744789679
CD34,0.10617832680827238,0.030723676066482335,0.015516142155834802,-0.03250187301605733,-0.01175910579018027,0.007122780782612718,0.00642399730727618
CCL23,-0.014158631594259584,,,,,,
PLAT,0.081371076705237,-0.009768039780475959,0.01756442051534572,-0.07435856201541766,-0.033869573198629724,-0.030440429100463472,0.0038970071896473044
NTF3,,0.0052876607020626715,0.02579725059202755,,-0.018090221702040186,,
LTA,,,,,,-0.0009403908078147714,
CKLF,0.05573344696733499,0.002371187910710911,0.056713038394310425,-0.036823197010292824,-0.006252021563579768,-0.018651589456819714,0.07768655387176024
CD24,0.0286444015557949,0.012711775807981057,-0.013806445094387478,-0.005181195824401532,0.07749665867538887,0.010720872630542236,0.040692678441015054
HSP90AA1,-0.029440028306453564,-0.02983840458438111,-0.01989161784811598,0.09207303300844345,0.049087566798144466,-0.06372598833605683,-0.012556598668206628
BMP4,-0.007701201088768774,0.04146624943691159,-0.04776838155963033,-0.013745588932748926,0.03307545115734281,0.06382373947336878,-0.02279913365432973
SCGB3A1,,0.04518692558036599,-0.027609246302401996,,0.13012025409434586,-0.027940839431010164,0.046646606876457365
IGFBP4,0.03444837814974286,0.09023420577640875,-0.04236337410424538,-0.04217551281575449,0.024255312425667412,-0.004462486831570566,-0.06720879470026789
RSPO4,,-0.01851150282636989,,,-0.018460465655157368,0.0214693176804105,-0.021320517645705243
LEFTY2,0.10778567765969137,-0.02029808924976855,0.10497066259125742,-0.047668578995060044,-0.025105013684684218,0.012706379327060998,0.020440468188312303
PF4,,,-0.013219638741352239,,,0.04838566124282405,0.03468892376539577
ANGPTL2,0.06389121637475598,0.05659284486440445,0.04023969521768387,0.04109919305399655,-0.09216270231428322,0.060901203863350295,-0.0778745449109899
LRIG2,0.04427908920929396,0.05511169992310371,0.015083519892886975,-0.045434357525691214,0.009801903155868626,0.11173404491054668,0.08328898272593611
ICOSLG,0.03538899688791086,-0.03513137549120299,-0.04834327942443785,0.03563619721669031,-0.03456073116195115,0.060856361357796145,-0.005055630948455831
WIF1,-0.06550870576917237,0.06540208947521331,,,-0.017160790942359196,,0.014989664709136784
NPPC,-0.033503403869817996,-0.014363680806584206,-0.02501244274329331,0.08753006226309182,-0.04732531658763878,,-0.07866776619362992
LYZ,0.0008538365132520076,-0.012946545760973347,-0.016784372868297183,0.02992193375760185,-0.0027062536999563785,0.005101890105219172,-0.02614070793798841
EREG,,,-0.032152280331655084,,-0.022992821218250543,-0.021918603878173338,0.03345403288492182
SPTAN1,-0.0774235270424025,0.09057434722008911,-0.012654510580733159,0.00652593949327207,0.07404280046525794,0.11456630424662227,-0.04580066595656663
PTH2,,,,,0.00946811635917981,,
LIPC,0.026783577246833414,,,-0.02384119815394154,,0.016809501816051352,0.0017639627910581747
COL8A1,0.014725025260819332,0.011000856801227294,-0.024568535172030576,0.05580684778168458,-0.0188092510659383,0.025611555348064703,0.08656839082276362
GSTM2,-0.0038409449668936804,-0.02710489146957309,-0.04086553897755663,0.07210584699608137,0.04927205568180733,0.05615037409270611,0.0062608561321666634
SPX,-0.03314483285060705,0.01720545380572534,-0.016413871212934576,0.03601603240626881,0.010719589179953677,0.13609258588799045,0.08065584708507467
MFGE8,0.012315903360837238,0.015480426402435306,-0.0003483939608608447,-0.014598947076579345,0.011456009874477651,0.018734651725437725,0.055641323899002566
TGFA,0.020402073012986875,0.01524576043143048,-0.008996968531013285,0.004461000914495483,0.026406299840335334,0.05740656481722152,-0.039216815695422506
SLIT2,0.013618980420911864,0.03730090237472905,0.01005797720534097,0.024555161670404568,-0.0003569334809551374,-0.002836458421496738,-0.01166837499962116
PLTP,0.047128281006054505,0.0307444484214228,0.04313015111837935,-0.040528938630174656,0.010079557933526115,0.07322425110914593,-0.007227673837642909
APOD,0.06267549125877193,-0.048119420489683276,0.05359460136219912,0.04483324186185542,0.07616050242350239,-0.01758408720374403,-0.1773855002771319
B2M,0.11068971313837254,-0.003969563563913737,0.10694147004293926,-0.025424515529568658,-0.03509835778280601,-0.10561788677634754,-0.11236945662500032
OMG,-0.0040494904068908875,-0.018873164065434052,-0.009452648604326984,-0.004297599730405395,-0.06908837162738529,0.13647902328810774,-0.04142771138294363
CXCL3,-0.0163376097442514,-0.019803395124060687,-0.04421140062905042,-0.0277967569953241,0.046047167905029614,0.04316732546478147,0.06393704257301898
CXCL10,0.07067553700228277,0.029280592772901574,-0.01773136787900414,-0.03744816086368998,0.08193753564508571,0.0003186676859198373,0.02188629520529785
RSPO3,-0.020432748080539062,-0.0049185739689252975,0.017065625690268118,,0.025319175966320932,-0.0056622650246998234,-0.00029523831671669694
CORT,-0.03536344839051212,0.04023502841818615,-0.0138336800400923,,0.08067023531484965,,
NCAN,0.00227227885918961,0.014141863348699924,-0.049254906807032914,0.009709884344698739,-0.040405670971279936,0.06850859969364759,-0.004845720376203406
PRG4,-0.01770031114736895,,-0.020412441438005066,,0.16199270596652882,0.04116101284778054,0.05566410223913403
ZG16B,0.02076645706968462,,,,,0.01902315448766799,-0.013514432831793908
TGM2,0.06571625774640398,-0.033850168919024,0.050665784714904454,-0.0337649915493246,0.0383629964130371,-0.023503987430504393,-0.04268300675091543
VEGFC,0.042749019385189435,-0.031809642305706924,0.05897424473755852,-0.036664380515944416,0.03245212817477354,0.01129432699565029,0.11575467590799625
WNT6,-0.01740593825798527,,0.053257160355125684,,-0.024500050654168735,-0.02399316816265386,0.04345967356016808
NRG4,0.046340437170020725,0.06742154729048942,,0.04129068580397455,0.03620352248594022,0.037330673953522936,-0.014307311642538506
PMCH,,,0.0023530593648066157,,-0.014035571752314738,-0.005366616296680527,-0.018729667505372024
COL9A1,0.029512368469850468,0.07226646018264915,0.020582364128005216,-0.07110048122392575,-0.04548817756943864,0.02281928009942833,0.030218113935968342
GDF11,0.017342716305455325,0.0076808117320903875,-0.02156472681150614,-0.07724705691975471,0.011857687239170744,0.1023337721874053,-0.07561979593469761
RAET1E,,,,,,-0.05222488894494725,
IL24,,,-0.013008858322732839,,,,0.04646051708934532
SORBS1,-0.011735902303824533,0.04850968902216791,0.0004860609645684168,-0.009946225710821351,0.03971710500050216,0.09613345040866282,0.032225881348415066
DLL1,0.05365933869193766,-0.053359632540782166,0.04963460489895542,0.045802981035815364,-0.005879679662861864,0.08892524207504121,0.01315486216285642
TLN1,0.08296116986229282,-0.011784839402798303,-0.0039732736234270065,-0.019154095492445948,0.028454660073968727,-0.012768649974238985,0.041161754354241915
COL2A1,-0.01633761530412106,,-0.0339050642962521,,0.06687372979650612,0.06875692028211684,0.07672678560402191
SHH,-0.012843350753110794,-0.02125450973976285,-0.017725291893346352,0.014710529012518988,0.002802055190240345,0.06905824352226655,-0.08818069594772442
PON2,0.06542587688836791,0.023533756345904745,0.030626668448635593,-0.023978010841885077,-0.02677919723778422,0.10963168277965572,0.06616601418415109
ICAM5,-0.03192529686294356,-0.029862660059939344,0.007277162132752525,,0.022207622344888992,0.09273754281435867,-0.056920986301454056
HPX,0.042177855658848754,-0.0024320734299547848,0.01513638988635248,0.0420905893746454,-0.018718345524593876,0.08116466693036815,-0.033387901759330846
SFRP2,-0.013038935642920928,0.01279339455943467,0.009147165908135559,-0.014277930099256547,-0.01652132878166538,0.148282894623268,-0.01858144988728416
CFC1,,,,,,,0.0011693077543082446
CD70,,,0.0394490025093972,,-0.035499834780790974,0.018113418164293342,0.06913192053078474
HP,-0.034970700773023174,0.06458483923399344,0.043426334531448944,-0.03770629968138305,0.003954285687389858,0.008403084422005358,-0.001826613416078502
CXCL2,-0.022110180736769083,-0.025726456757324434,-0.01918486664676914,0.019748944601600423,0.030043953896876953,0.06668165125356393,0.05341780201769252
NPPB,,,0.005376950016612263,,-0.002677647820948789,0.04907265264622545,
CCK,-0.06677306720801446,0.003664404980922845,0.0024335313942558494,0.06954818429484382,0.07012002753184601,-0.0023538809085962425,-0.11283208447572764
SEMA6A,0.009898807762212756,0.02391427789350947,-0.007715999949775247,0.0020599484414174376,-0.05458661992035777,0.031655508586937574,0.06945463682816021
IRAK4,-0.018076511957380498,-0.06481642945859982,0.035297650536438546,0.045003309044658386,0.007944453429730236,0.09625865539565709,0.06303851003047584
GSTP1,0.1049331821810462,-0.019595817860925575,0.0562579630068011,0.02570037102535982,-0.03705756005003694,0.07777035052921914,0.09145508197006087
VCAM1,0.08109633857506528,0.035591057500098965,-0.01967037293141819,-0.019103637601343617,-0.004665595546510099,0.1080926468259577,0.1093809157417666
NXPH3,0.04839032828543891,-0.014810165954802272,-0.036382934407868134,-0.004002146761912953,-0.0014112636254140392,0.10376786091422412,0.10156059006083772
MTMR4,-0.011150815057556843,0.02275326195874502,-0.020659031649379916,-0.004156078853893124,0.05969166319421301,-0.0017487648094391029,0.08432930422010967
LAMC2,,,-0.01708428119334896,-0.028464865074399756,0.20179176706762245,0.020407039966008154,-0.04864357058326999
IL10,-0.021438599073355682,,-0.016884311960937544,-0.009283265051976021,0.06295929979258694,-0.00637149194455097,0.05439721781343568
SEMA4D,0.02027409914439637,-0.022276799965910157,0.007566200596591823,2.510418558622308e-05,-0.04789041240061517,0.08604134332112573,0.0610019555511532
TRH,0.04792973527299141,,-0.08606735493531667,-0.06291577815988794,0.06946612136981573,-0.05409063861175857,-0.04999719456341206
SEMA6D,0.07601037836707714,-0.024046162580218227,-0.01664497066926943,-0.019239181246727487,0.025265167977151618,0.042485267388264046,0.021753953237905316
CEL,,,0.05991545662233383,0.0317064695018469,-0.012779966098324956,0.05858917877238586,0.1027357807300134
PDCD1LG2,0.0106509141713868,-0.04892887054260944,0.04933415742054562,0.04421297813688291,-0.011146697352115657,0.024629791054050814,0.05173150396241477
SPINT1,0.026234550133666053,0.026158323077815553,0.05959714662541427,-0.020488696298312795,0.019648230590778054,0.02299635973576424,0.008206824744844953
CTHRC1,0.029662329507984697,0.01326866269369585,-0.05346419801388634,-0.02163580344258308,0.021681472951037707,0.01288141930690664,-0.03285388981025894
PODXL,0.057585100138323145,-0.028129058552389827,0.006847741028924911,-0.027301411200160806,-0.00663061052845114,-0.06336270018898692,-0.07196693001739962
JAM3,0.044818064522968354,-0.02239468114571444,-0.0032775275224713016,0.06893593973146782,0.0016257866267660884,-0.04231955493712082,-0.027688573865319813
TGFB2,0.04716996360662037,0.01408335171445368,-0.04372039199953171,0.03413807480052246,0.008749691106520236,0.0738070628355102,0.030221815609743827
COL18A1,0.07034156088715862,-0.027379660329002267,0.0037870891338378926,-0.0164014185471065,0.028451908525589025,-0.06786578602114143,-0.05930983475513233
NODAL,0.005210442025915072,,-0.016069004429431186,-0.018903888513877497,-0.015579736038647674,-0.02829563087050545,-0.047901044410237736
INHBB,0.12109886353511444,0.005266630014352583,0.03190319316265404,-0.025346293489903804,0.03821304622928625,0.09308173577145683,0.050195142869715326
LCN1,-0.014337205094468234,,-0.015175142219476858,,,-0.03905950958293451,-0.0408815780930388
ARF4,0.049270370152109416,0.011790504043025939,-0.004971618362552619,0.054198987703195485,0.038191580891406875,0.03804588185360758,0.08230570316698577
CXCL14,-0.0329805444194988,-0.02666011494428931,0.004442107704928505,-0.01795385032648849,-0.02765303801516211,0.014795819178550643,0.0745660511714186
LIF,0.05149205260562537,-0.021945810182503682,0.0009366101298171572,-0.051458021395494546,-0.03382774441089229,0.002134895042444292,0.0487972960297397
IL17B,0.07302431829470095,,0.010096472387043512,,-0.019382639332684085,0.047281282616151596,-0.02309729926838519
MMP1,,,-0.02501244112170333,,0.0654842320859762,-0.07857214383004846,0.007098116839036806
MATN1,0.03540058237265721,,0.005724311122758949,0.04295132690955065,-0.01997589065660745,-0.012544636436436565,-0.016759571409595997
ADAM28,-0.02122551932733728,0.052043978951781714,0.051955033582588975,0.04495468467720064,-0.018801197836978468,0.050195410636461865,0.029701219909637623
TCN2,0.07543546259682231,0.059530664608290054,0.0015679861451054619,-0.03242688420544816,-0.005214358889490796,0.03453344349775501,0.03294851312393344
THPO,0.03576337104606062,0.014829929876376682,,,-0.01732815990485047,0.01540435564324076,0.01443305003043942
CUBN,0.0950773497939714,0.004361535216406442,-0.023437124548388054,-0.01945632065857801,0.16293360139412158,0.06564188042996154,0.10119660085038731
TIMP3,-0.020133478784506338,0.012164992805900159,-0.04632802843766168,-0.03201532901155806,0.02021174041061011,0.0010571721350752998,-0.022720456620078943
PIGF,0.05153154998764486,-0.04631644522510648,0.038013459495666896,-0.079521422011076,-0.005587934660973039,0.08311394406508002,-0.014195686204565848
CRH,-0.022046851269836125,-0.041318251260884065,0.01821001873793265,0.10532329234679508,0.027879424786369015,0.07539411258290352,-0.021042073474737136
BDNF,-0.06901495221199114,0.0575918365723751,-0.003487371954646956,-0.04364108265426636,0.011869087269103733,-0.0011797422263821551,0.011965495981116651
CCL5,0.014153390867338213,0.02198535033808184,-0.042328457350533234,0.10161457444408484,0.14810349481452417,0.02264285316010179,-0.028437364332204243
GAD1,-0.03656169436466879,-0.016188229973606128,-0.01275119648677025,-0.058573285296077776,0.040633862656028405,0.05259657607838605,-0.021222001584846568
COL14A1,-0.02543337294336667,-0.0008068378215731481,0.00445619308634008,-0.02825874490751317,-0.005303271234229098,0.05938098528800876,0.0908400061309385
HLA-A,0.092426554782377,-0.004857601403450668,-0.014959733168247518,-0.05411864162094024,0.0009407382152234057,-0.1076289712830292,-0.052473294287931176
FGF18,,,0.04554200831729506,,-0.02425446480759873,-0.007197171785610131,0.042159122291440206
ADM,0.012050307850511265,-0.026114331099120647,-0.036456448086176166,0.007611856363615752,0.028646974199038593,0.02598113179480756,0.10470669154111731
CCL15,,0.01641411290543116,,,,-0.024696788909282747,
GNAI2,0.05792388843370533,0.023609394917857334,0.0076283866714674615,-0.022201088053426726,-0.042320731992141945,-0.004128456194927229,0.047237684498356344
HDC,0.06750501588020853,-0.02780074436755308,,,,0.09295383833129821,-0.042122776344409904
COL11A1,-0.02606624569110828,0.011237820678778482,0.001286815845952791,0.051485573293359385,-0.011370744668538001,0.03366079337516921,0.10536086516349218
NUCB2,0.0022822756626247965,0.04899355024156819,-0.06321380597752695,0.029721463975026337,-0.058812303270122906,-0.0019828888728921816,0.057392662028599724
FGF16,,,,,,,-0.028522969809331947
CXCL1,-0.03667511821284384,-0.020781532906990533,-0.02727584881685127,0.0054752187724409485,0.058580405450406596,-0.015631572771031336,0.01328211967946083
VCAN,0.05633667963993431,0.056053309139444986,-0.04537381115494646,-0.004428412375646812,-0.02621902128639,-0.07184971399882614,0.04893383354099194
MMP7,-0.010464977337858443,-0.0021408719442360747,-0.007792675400556763,,-0.01808234197782251,-0.06967546429427926,0.03775671169747815
PTPN6,0.014280152898186443,-0.027373838493068365,0.01376290766988272,-0.022839347135554043,-0.030793711958146234,0.08621927198577685,0.06609431346637469
PTGS2,-0.04922380966074168,0.008438022139192355,0.01110447628749865,-0.03559620645275482,-0.008995429146094403,-0.01229421808524106,0.060097789142214246
XCL1,,,,,,,0.06798704951340503
CD58,0.03542608105085566,0.044250966585953434,0.05953291976219732,0.08031627663501915,0.009384129986421247,-0.005607909482352773,0.06467624946492424
TNFSF14,-0.021805318231027656,0.009141087501941458,-0.025825329163493574,0.016788643681171098,0.12974429457094766,-0.04058156709834509,0.07337661285625606
CNTN4,-0.037158973107754,0.009415082252104757,-0.035997526574832746,0.024128373860779043,-0.02704902722113979,0.0304299906241677,-0.05106580602735578
INSL3,,,-0.014990412831679423,,-0.02026662544442272,-0.009213571540798453,
BTLA,,0.05430711116522587,,,,-0.01557798259241111,
MFNG,0.04995401817262751,-0.0027451600241956437,0.0731250990178485,-0.02397953973818515,0.012583713176766594,0.004933340330062393,-0.040412696063457425
ICAM1,0.05650522489130543,-0.043820262352654335,-0.033674132575221546,0.044446828540443024,-0.0025715498620979024,0.029296368445917383,0.07712149867766456
PROS1,0.028092846101404282,-0.009703538424066049,-0.04721825477568668,-0.05095896063839828,-0.006365009621701436,0.02603664690782464,0.027577763042394284
CLCF1,-0.038048947886439734,-0.0038468803570195984,0.004540339587348975,-0.0008249749009521442,-0.025048238547551612,-0.018105826637336838,0.07452686785542047
PSAP,-0.00989569927180733,0.04998017277918066,0.012513814677446066,-0.020873284586615,0.016311897889240194,0.026981535218510707,-0.04100444863119111
EFEMP1,0.027956862153136343,0.028370165573984408,-0.003918735216179188,0.035001119045463144,0.016958173453812817,-0.026113296699220623,0.05459658397318107
C1QTNF1,-0.0038700917489713303,-0.02540830840115136,0.013494232484781809,-0.05034868209406462,-0.03494789665321981,-0.05899888197029202,0.04034510666842569
ALB,0.07303419306901986,-0.02305434228271775,0.04003512159944408,0.019107195911004467,0.04243393048950147,0.017528465098847163,0.10105339595901837
CCL13,,,,,-0.022733231761571132,,
EFNA3,-0.06163542020883686,0.07479462176840775,0.07039945172054654,-0.0220200462270282,0.06091100268155523,0.11679800757259347,0.0005259299552975849
DRAXIN,0.04840063997594742,0.012849504474799123,-0.014646827377355348,-0.03880459632830998,0.04930015595458347,0.09517719016553741,0.04409472815747328
RAET1L,,-0.02217169391592094,-0.015175132274324089,,-0.009354286664154587,,
NPTX2,-0.08616594029595348,0.0212772580345843,0.06532673562957997,-0.00688572390780908,-0.035783076685450124,0.006720083214291282,0.018372444035206312
FGF11,0.03466443714296559,0.03458859745446817,-0.021919049487838158,-0.06258179414629642,0.03526607472204438,0.09964615352353474,0.08130974416179924
CD59,-0.03098082836927217,0.02382181794614144,0.027584665509578915,0.0006466767816681137,0.010609962180524951,-0.007302853264896117,-0.08048143666698734
COL9A2,0.04481142323279623,0.029734804278930053,-0.002570695783948184,-0.043966378592600865,-0.053357134526853624,0.13988176709919503,0.015018548418992366
DLL3,-0.023263044426670283,0.030776174540823105,0.014486736237395964,-0.03897486505362353,-0.005810659923098446,0.07093582840579847,-0.05294365669050968
FGF5,-0.013977898819777344,,,,,0.07330581056186533,0.014270979837170183
LIN7C,-0.008611663728355217,-0.020814677440545524,-0.03002794358827525,0.03554887058170825,0.046319584058177106,0.029922459425555242,0.023625375939309676
GDF7,0.08380515837450353,0.07738722971912552,-0.013008862444202558,0.06445202035569492,0.07272275520002895,0.08025705774411357,-0.04854405447579595
PSPN,-0.024084945164470784,-0.004431856394506187,0.05847093644667116,0.018126270165966834,0.07130067744393805,0.13423781230360557,0.03241301842189494
ANGPT1,-0.02342894878348336,-0.0022855683815781107,0.0038689948467011534,-0.005687500335545695,-0.0039647465770052855,0.0568554034508303,0.026041763637735815
PNOC,-0.07538534152497244,0.04058068341757886,-0.013833681545154531,,-0.019532477195152026,-0.022295999801598666,0.002933525047208508
L1CAM,-0.03539772538312081,-0.019636067618805566,-0.02205779624063018,-0.012209352100403638,0.06762833506256427,-0.053312267187709844,-0.0536288990902066
APOA1,-0.01653597541661238,0.012929761681202013,0.014643586426977113,-0.03971967318313687,-0.012569190785775806,0.02598479136665998,-0.01604925174626674
PSEN1,0.01054683198098296,-0.0010639307232764583,-0.01434197651436329,0.0005135281253196583,-0.02616657698744423,0.07879755049484297,0.022252533991650482
CALM2,-0.07577184233994419,-0.007701428925805028,0.06443340422738845,-0.04075189217311154,0.02388886678489444,0.053570742032079906,-0.0795631225218295
CLEC2B,0.07580250043518479,0.0008906816178408613,0.05483764577155894,0.062041509266437436,-0.007943899685078672,0.0951734768644191,-0.02003991307207902
NTNG1,-0.013356117097434577,-0.06988341052778595,0.06355735014371067,-0.020395193486234524,-0.03607510191604185,0.10313419406039337,0.05911095253880684
LRIG1,0.00019767010225319321,0.03739157338508743,-0.02982851823272187,-0.04333751998987274,0.020236292813045915,0.07775081674138397,0.13622227578533566
CPAMD8,-0.012644890580286927,0.011216151942704238,-0.014614406353587801,-0.05772879027923962,,0.007869920921481269,0.015485391344919112
GHRL,0.1294158839770442,-0.01851150553409633,,-0.049009392568412254,0.06570775177827394,0.011167511157192814,-0.04024759110755312
NPY,-0.04797424829741394,0.006263171087911009,0.005029744734575561,0.025379358117377137,-0.03857010408681861,0.014197229166217816,-0.00890374563694496
MMP2,0.07108865403471983,0.026161433592218702,0.026043790575160597,-0.028225232456526052,-0.03697081057732629,-0.0004698177328759029,-0.07934427059112552
PPY,,,-0.03605425891228104,,0.019188384490589468,-0.012635687970744722,0.021161047189656546
ALKAL2,0.0388118047720073,-0.00619729735131722,-0.025542732917997912,-0.005703433714792049,-0.04317264316699093,0.025827476886505583,0.03971039677732316
CSF1,0.00036504771714722595,-0.028792111681558315,-0.01463112450516519,0.057842970566633053,0.027632614007307932,0.026591296687400533,0.07906187667932528
SEMA4C,0.013906919926355411,0.051664433393040374,0.018081165753554767,0.11026134216038061,-0.05339777345790397,0.03220711037762295,0.025387276191704413
BMP8A,,,,,,-0.004433935649744787,
ICAM2,0.08650620454305998,-0.03311013509933875,0.013057769835589157,-0.0459879815666081,-0.005762363956753693,0.05343366858036607,-0.03946208553785284
SYTL3,0.055489711931082805,0.015903954678652077,0.030716765701612646,-0.017401801988659347,0.03492258290589484,0.07062800116743725,0.07609042261867394
IL1A,0.0838128632145299,-0.04000622880246131,-0.00976382080639002,-0.05567619896571965,-0.02627939981647971,0.03171380247827855,0.08815480310473167
HLA-G,,,0.011407849822714054,,0.007901825927220874,,
PGF,0.069396265880606,0.0006753083927574884,0.023476652569345065,-0.042704316621223724,0.021484281360824913,-0.021824638712805204,-0.004983491363597223
LGALS8,0.029590608443212027,0.05131261922151977,-0.05237246281924847,-0.05554311435321772,0.08791717241987608,-0.03157589073502848,0.0027443875082721375
DKK3,-0.060485361740251,0.04809158456079299,-0.008412612567334887,-0.0040817484906742005,0.024332410683966608,0.05271622739321821,-0.09345708546111839
COL16A1,0.028688302395096142,-0.0030714808933326784,0.04220446258126475,-0.018734701650147016,0.0748957199442481,0.10609967603246293,0.08355486799182851
TPH1,-0.015031584685050137,,0.007562271524848878,-0.04544829593282074,0.07006654189492859,0.05629178129417821,0.06628036024454959
