,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.03137987341991878,,,,,,,,,-0.019802426811900906,
BMP1,-0.06889818132153538,-0.01804763461253132,0.0774649187489298,0.05893573863431449,0.07683378891112044,0.02744028028725787,0.10106953285814255,0.12476880774989207,-0.014957623894398541,0.0030255212844020394,0.049619252491584435,0.096480842183995,0.008845860234456469,0.04330944973042924,0.022139781233796778,0.01073147218413932,0.03262622172436636,-0.023137577527974792
NDP,0.03759026755753608,0.0024425135637041197,-0.03952162245753445,0.00916863435491981,0.03743962169195113,0.03693938880637182,-0.025237744481706695,0.030993577492125925,-0.06665569676632944,0.012653001391458404,0.010408673680273973,0.0559185241545937,0.08556784079441696,-0.038375239452533336,0.0027530737581464926,0.032729356994397364,0.062101756466502143,0.020913924350866198
TNFSF18,-0.019872599663920746,-0.01301828097726494,0.0005306916855348966,,,,0.006613050986642928,0.07179237689296528,-0.021114517435197582,,,,-0.0151224685180662,,,,-0.03340315372116757,-0.007640201798030828
IL36G,,,,,,,,,,,0.01060136894197223,,,,,,,
RTN4,0.04998218278462416,0.017953880334834145,-0.016605496298417358,0.040941955728264375,0.04863048361785303,0.014137601635515716,-0.07748589948759066,-0.18952659710266695,-0.003605666601068224,0.009535793136000625,-0.032553787601979675,-0.024770562680474673,0.09213753456590501,0.0024814313785948617,-0.024959096986622263,-0.003853714483971297,-0.011033279067494534,-0.054152627515275054
HEBP1,-0.005680431304794027,0.041928508773003324,-0.01755980150306121,-0.019432140391701956,0.03375259776093948,0.054704047600174985,-0.018724582600787895,0.02224952647382546,0.0014072616687562014,0.05459796166336409,0.009561332393675303,0.0736107673880392,0.044381067832134545,0.07165022939869736,0.04015738329691545,0.019549451387802477,0.03935472554428873,-0.0019828799935411143
WNT7B,-0.03315632024974163,0.0681346688480017,-0.022502051527754613,0.06725344926587722,0.06853511523544606,0.06720292221263201,0.021438189451593728,-0.0700778631799017,-0.01591360355806141,0.02674200919578781,-0.01511603358944984,0.03666952143639833,,-0.012688227248383234,-0.048803557607144034,-0.008755890512751718,-0.021461572442169046,-0.047579744820860935
PTMA,-0.040929256235246576,-0.034020508541652665,-0.029269421381250816,0.04541014963706144,0.016534185760276366,0.02990810821368427,0.08848237830971374,-0.04674386630965705,-0.04446083725613545,0.016141167646583618,-0.0036867479203497714,-0.015935497192888757,-0.09247597803619202,-0.024807388374242942,-0.015027209871129195,0.03333835823174678,-0.026161951195241877,0.03954121972309851
FASLG,,,,,,,,,,,,,,,,,-0.01717463801826613,
CEACAM1,,-0.016909162946873016,-0.017268971140286284,,0.06620166551546809,-0.0008904261229495337,,0.03312194149677664,0.0008963114830425463,,,-0.002671795514736707,-0.03644303938314258,0.12917628805796366,0.044560371326813,-0.01603498306079712,-0.023895986307242285,
PDAP1,-0.02636945366546489,0.00207189581641011,0.017709302814486967,0.011721106020307058,-0.005476588996235296,0.003927799012060698,0.040651831894533225,0.11824617764663897,0.01301655095436017,-0.023135923964492364,-0.009255121038384499,-0.008627597450676455,0.03864516943873727,0.0005920210600076131,-0.04922583052516115,0.07609686147411701,0.00046399268688763194,0.0038974693274697212
QDPR,-0.014466681394669929,-0.020132077392830208,0.016718210517703468,0.04737023640437939,0.013669243401681797,-0.009353499874038253,0.012087778003582164,-0.14606657245674579,0.0007511082526793986,0.0447031774257697,0.018827372591294796,-0.030379911089666947,0.028842721862147237,-0.057282688237849495,0.00010199245249028302,-0.03652230285262256,0.016746173847922687,-0.10027169430551747
POMC,-0.03752278463779137,-0.040076604967458025,0.0015120861638243336,,-0.03718636345891266,-0.039767757936928244,-0.007960939503438963,-0.011274292116310512,0.05593392973372569,0.011992284938864194,-0.006182227918386912,-0.05413148237574316,0.02779770723882602,-0.0003381527291884809,0.043494671158024106,-0.02623112584178775,0.021202534333350523,0.014297427290470184
CCL18,-0.02665079015845497,0.11282207819250657,,,,,,,,,,0.0597984479625985,,-0.01429198086311442,-0.006194147203930894,0.05753704217320137,,
CCL17,,,,,0.006290120464481002,,,,-0.01595850929338464,-0.010052252682600646,0.04100047832253822,,,-0.014604112855033893,0.04806851555584975,,-0.015566880314760915,
VEGFD,-0.010547231666102812,0.04436777313188931,-0.011201800546808183,,-0.00019362015379609923,-0.018908085477879383,,-0.02140495250189286,0.02147779162097841,0.05731480201521713,-0.013464878805196949,-0.04784367550781639,0.026908491436708686,,-0.00663558778643304,,,
