,UKF243,UKF248,UKF251,UKF259,UKF269,UKF275,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
PDAP1,-0.009258303501333245,-0.05842211387604455,0.02852146972067409,-0.007638685445565733,0.028594593928543483,-0.03393841624478894,-0.022471073472568503,0.026519794539605086,-0.03428209309456204,-0.03197079042195855,0.01387449275806459,-0.03241153633849473,-0.019841351199827235
QDPR,0.01650666240202749,-0.011644020251060478,-0.029760041635034103,-0.01195675221324458,-0.06265663682727889,0.04356445046532531,-0.024075170526286768,0.0573251760615336,0.0831426064716964,-0.0516252731394709,-0.06695538588245327,0.03652794135313112,0.003959176367566217
POMC,0.06595511903317276,0.008340718744969064,-0.023491918988836902,-0.01902372469819599,0.003945933271862782,0.043994422918954744,-0.06535780683421874,0.030930409106795027,0.020305925385845573,0.08309736053286687,-0.025957365589766506,0.054727679242590276,-0.045892315358543545
CCL18,0.023846682337742696,-0.0007816660925836755,,,,,-0.039815419878941744,,-0.042725112301876964,,-0.05464409825421881,,
CCL17,,,,-0.022722728168527197,,-0.02643558466729176,,,-0.02525718852896558,-0.02599004294845366,,-0.026971415386938247,
VEGFD,0.013122515142419008,-0.03877166972755862,-0.018936680917251696,-0.0253156284442593,-0.021183588298905594,-0.02816487951048524,-0.04485652111565209,-0.05212904011890903,0.1425201970887777,-0.009275574460152947,,,
TNFSF13,,0.04340760761360872,,-0.01567362934097698,,,,,0.017537866610806124,0.10024677565160853,-0.01781829006099275,-0.043947670160444874,0.04561562137889827
WNT5A,0.023419739146468912,0.06741412051675562,-0.0015598246494352933,-0.07053628260200298,0.05210036386984039,0.014409693159629632,0.042088369299603925,-0.0615684893048304,0.010122971985820127,-0.04716922752723513,0.04571772592307362,0.027928813052679097,0.02807567639782122
CXCL8,-0.005723279391708963,0.0020142590541851967,0.05414535672848812,0.12837559858570036,0.012049573280081332,-0.01879780505090975,-0.011562866543776775,0.20365007633630816,-0.13080716860718675,-0.010316464619519936,-0.036063715105902075,0.008470580982038104,-0.09872414654768848
GRN,0.06092486241168311,0.05983997116409979,-0.020568495659878686,-0.012929573883081406,0.07388423371807638,0.03215757757120142,-0.016882630711855712,-0.03942327857002145,-0.02137896090666572,0.0024196429067215404,0.011671787397950545,-0.009089449370496057,0.030533893952686495
MIA,0.02543743912446029,-0.06358148001523727,-0.016840959712239822,0.019436393399966684,0.10054371093031808,-0.007190930331231906,-0.01990719830608363,-0.0066093379874439286,0.13199803613784236,0.10600506202119961,-0.0022145678502924677,0.023623270091128343,0.07051410786445503
COL4A4,0.041261948903057344,-0.03888957610079463,0.0176556864226033,0.007164406238897715,-0.012460603841137485,-0.017689075448595194,,-0.04081806505448581,0.04544660021351873,-0.04003556025629788,-0.03197876789140932,0.020125615484912887,-0.04215799546070491
TAC1,-0.015161846584960718,-0.00842028626705223,-0.02294941956096768,-0.036241542633007856,-0.040348390238000915,0.05071577467565735,,,,,-0.027376189933882283,-0.035456668095081835,0.013042759283161273
RARRES2,-0.036392718870669485,-0.01845139444994939,-0.013652090018171107,-0.04874622602888196,0.09315625550297425,0.036568585379413404,0.05517083442687477,-0.09387169244846846,-0.06325091258003061,-0.033947924656010424,-0.06252235881703158,0.05634721689886248,-0.05718997415759194
FGF7,0.011448827553547397,,0.009208813262575886,0.05542847527009275,0.09800060672011611,0.027345278447968274,0.044625521296460094,-0.020547999299738332,0.055037298973082065,0.06985501399220083,-0.037486225533493504,0.07415729610363421,0.04295495838060118
EFNA2,,,,,,,,,-0.016629181459928245,,,,
HBEGF,0.03415340691889139,0.06654749762197804,0.08517746204966314,0.0916647301355063,-0.00937266498191107,0.010598857893320678,-0.021802345472375164,0.05528501441365666,-0.006520374121633152,0.010921335074693997,-0.01882858162990186,0.009905081011669585,-0.022769108559313207
CSF3,-0.028048051100554798,,,-0.027083510713198446,0.044751846210227,,,,-0.03466046331294051,,-0.022748421561860972,0.0781325276281051,-0.03227371290197361
PI3,0.01999954062742147,-0.03174929793992609,,0.03714777411116308,-0.014844320982303623,,0.06884306873688628,,-0.11371635480518882,0.02276769165125817,-0.0019202183769358237,-0.05479879621754857,-0.09430446183656704
PCSK1N,0.02939044554135325,-0.021631163370856705,-0.05564411981045424,-0.07514078467275395,-0.03252970923378464,-0.01963591927705474,0.01658626827504995,-0.06572502437983666,0.0229718549813144,0.030762386601380306,0.03514057948378301,0.065088364832884,0.0054091133231092365
NTS,,,,,0.07644928724311592,-0.03152929850936208,,,0.06379191356311807,,0.0185631425914702,0.07511268913011498,
SFRP1,0.05675604225229341,-0.03449728741037824,-0.03506081550579767,0.00981505988524256,0.13668489464856148,-0.0059303075295408115,-0.050695398545259014,0.103443537746342,0.11042350442249581,0.04410043852399997,-0.04069008517344384,-0.04107452413865112,0.048900001722733295
CXCL13,,,0.04853804782360693,,,,,,-0.04272510765218839,,0.0171251818596719,,-0.035970133238392724
MICA,-0.008689436558772154,0.01665323276773553,0.03186641805548226,0.06502981097502897,0.09077132945995955,-0.02126756522103525,-0.000854448407770369,-0.04922430130862918,-0.046262811590447234,0.08521129201701834,0.05579999929677524,0.031458956745551714,-0.015945043639076235
TG,-0.033379222711134006,-0.032425749257073304,-0.017978134411990317,0.04620263234782348,-0.01591079692229802,-0.02663285113742418,0.029703459747252726,0.059216063156176044,0.09193005399320887,,-0.01872230051087001,0.01447252815712654,0.2129514260954882
ADA,-0.023404217757507773,0.051590839230480405,-0.0032261630915582876,0.014187323451780413,0.004570361393511358,0.05378062830416859,0.04883447554852072,0.04427766522837185,-0.012775527708378902,0.10414938592866681,-0.04804367502550014,0.01022983526987319,0.025943927188793927
LAMC3,0.05136531534400663,0.06123506367312578,0.031286369972811055,0.03695463641200907,0.021242633629719683,0.02114132395600584,-0.06131553725167554,0.05467678164133178,0.009784670563950826,0.1076366706993984,-0.06382666670322501,-0.07316495314091898,0.09701416856222883
CCL7,,0.0039002047530767464,,-0.015469194331988269,,,,,,,,-0.016106624858881025,-0.044073290634469624
NGF,0.09658535147654448,-0.03335615328770721,,0.034134701195503055,,,,-0.09088797017899676,0.15645308903559305,,-0.019435391196113563,0.015509191634421519,-0.050256934909874776
TNFSF15,0.049392189444568434,,,-0.01722570447727194,,,,0.02733078959448098,,,-0.014126379247704698,0.03801087954098212,-0.016676020270590352
HMGB1,0.052828033852564515,-0.007477367128582501,0.003757036665548588,-0.056805300511022894,0.03591701581893729,0.01457554588391865,-0.01621406222281653,0.03043592771803858,-0.024298525838719057,-0.08482647910856174,-0.007719123714010577,-0.013822338887599862,0.09715267227730891
ITGB3BP,-0.020127781888986198,-0.005263485440975284,0.013792300582693344,0.015180158929603076,0.00992299874392841,-0.022248307867264484,-0.05138304221195296,0.1487477078191321,-0.036387500692077225,0.030956930580710404,0.02927947372332881,0.07251391525965735,-0.0875679809488403
AANAT,0.04117473947404803,0.03432941824420456,,-0.015673631013793606,-0.011891494041865205,-0.023951078670752073,-0.031870691804487566,,-0.02237837430386365,0.030996414124217785,,0.03808364997863071,0.08510734998313589
RELN,0.04117641323190544,-0.0037604061130580386,0.005823931235169235,0.017306709229501917,-0.03489337459455244,0.020554176322449953,,0.05082434618702983,,0.02171983570306757,0.02585266041019591,,0.006918671737554984
IL15,0.013031815058445048,0.09591830060031507,-0.02290386819145291,0.01949610817481802,0.01807996518476044,0.07369215342235942,-0.044080525227749,0.09015355996249155,-0.03070651334228592,-0.040035555182736056,-0.034458586673675955,0.0914597152987142,0.060620943411188934
UTS2,,,,,0.0660484092082052,,0.059563923495669996,,,,,,
BSG,-0.11001532076399191,0.018397475174133992,-0.029003322329191852,0.029800295759186288,0.014636897631178076,0.0049855642490530105,-0.035798565050311475,0.03405793377398466,-0.024542144388582165,0.0509120298999029,-0.022860672034555225,-0.0033319356495205674,0.043857127945855494
ADAMTS3,0.11341937110784034,0.03388840671207825,0.008342778459262113,-0.018794576345825677,0.08936390824097655,-0.0070703284822860426,0.036264206666676915,,-0.02317498770239851,0.011494651749611694,-0.0015707366836488939,0.10097873281174356,0.05915395789508558
CD34,-0.019716918977242977,-0.004419592298902041,-0.029194321220395027,0.011883819309905947,0.04775803385892733,-0.027562882717304085,-0.0006893690778969347,0.011904278188410588,0.0476691614201805,0.0718503068060894,-0.009714814523065671,-0.03692954222498458,0.05436602401544018
CCL23,,,,,-0.013530632569206995,,,,,,,,
PLAT,0.05109350636488213,0.023640327539785216,0.04844198253896842,-0.031483311964526244,0.05968459964464997,-0.03975109840723369,0.019250270646710883,0.035639016398982724,0.05436647624831805,0.0641922641364336,0.0331067867175542,0.0057162241751454405,0.07511926038443136
NTF3,,,,,,,,,0.022929498862046167,,0.016652914107861072,,
LTA,,,-0.013221176556206722,-0.019826457714556496,,-0.023067384852700795,,,,,,-0.022983240979649277,
CKLF,0.004141660350613413,0.032614512457590006,0.06284848202186541,0.011754835248245603,0.04339699600630885,0.04208643905604058,0.0014802537337901176,0.008869692157952655,0.013115777114041013,0.040418017421341886,0.04090467915959876,0.042776046225166946,0.04243677508298
CD24,-0.03239261583147252,-0.01773120034948195,-0.0275571005307296,0.0489536639854518,-0.02766006860611686,0.030930944426615155,0.008989614222336885,-0.07397588992880731,0.07622867851584306,-0.03381252103655941,-0.016564224273629014,0.057041654855803155,0.02331432926041791
HSP90AA1,0.014588564154012324,-0.05265490707171351,0.019239120801027486,0.014804111576277423,-0.10835727749384796,0.023218535953906994,0.04408578384785083,-0.02629864733597368,-0.09689382548592311,-0.041469889097018334,-0.01907892033248785,-0.045003281996123155,-0.001503053683364788
BMP4,0.02816754971771717,-0.005013379452417087,0.14797264482381983,0.04265862782039247,0.04438985729461122,0.004473780526991304,-0.040980756980162805,0.034391078215714965,0.02977049958081111,0.06217672567160712,-0.04091377312140153,0.06257773384126003,-0.04733334628254924
SCGB3A1,,-0.010226530274398635,,,,,-0.02032953667172921,0.030859694333240647,0.0070724789976576935,,0.023476912402603554,0.01776438937030731,-0.043603640585773686
IGFBP4,0.018192223234363463,0.033078643086769936,-0.019981629914554735,0.0488431770074855,0.07545142378312827,0.007361994718075521,-0.004733771027701852,0.06974912036325948,-0.04054174922966358,0.07109266244881997,-0.05415525433132693,3.2697849547349687e-05,0.08979618268718395
RSPO4,-0.02947000147577173,,0.0388667612987819,-0.020404251179085457,,0.014735325052930114,,-0.012832609571258686,,,0.07636970974378121,0.04219528352871,-0.03414332595075857
LEFTY2,0.015694421360313862,0.03927138392906199,-0.013383552719984752,0.019489449921881244,0.10107886548455619,0.053696594512643324,0.03624347176205073,,-0.019120570961201393,0.08842785866942009,-0.02686762889890894,-0.0031256971495762964,0.09671676530750589
PF4,,-0.025582914917846027,0.014805661746740303,0.030241981226987437,,,,,0.03753501636524876,,,-0.042372950536415294,-0.026746399206707763
ANGPTL2,0.04292661163507399,-0.0012387756005724129,0.003532480824320623,-0.10010274390028871,0.0811110213190613,-0.008987550740469391,-0.013062895378725702,0.0667010642700379,0.11463313393186486,-0.06864960046974693,0.04885849740089439,-0.004621176429950384,0.04451513909961125
LRIG2,0.008273440137022225,-0.040518755852510864,0.011997836327517246,0.018452928712171787,0.005527158094288428,-0.006562053273116188,-0.08898957748564537,0.05485821324396677,-0.0029122455435191667,0.04378373841786259,0.021296359587299744,0.056019576986485194,0.02955834879335318
ICOSLG,0.031488818077859936,0.1157928114362919,0.005073279696220208,0.019165639452047308,0.08071084811610763,0.0030094989968531024,-0.04116566462284964,0.03307092543022353,0.01669188940236416,0.040797622510707676,0.07400281006436073,-1.842623522144437e-05,0.010943417929994372
WIF1,0.005269907143853761,-0.029517299909647046,,,-0.06260309987911046,-0.02070312858167406,,,,,-0.01836564474499167,,-0.04907907108943908
NPPC,-0.03920884684414464,-0.015973542876321717,,-0.020936504212216715,-0.032017377142862326,0.03037350932419236,0.029465685779312384,-0.010897165361540243,0.0018926944246274553,0.03456483193489598,0.023237315174545196,,-0.020060821575839452
LYZ,-0.021967016825127025,0.050736249268580134,0.0064069177217041026,-0.009490442807930018,0.07828994334939367,0.011005647868282535,0.005593942377548761,-0.053990761204928434,0.012829203500143802,0.02063513045136186,-0.023238294762182685,0.014308214895104554,-0.021933164285323565
EREG,,,,,,,,,-0.04843146105461988,,-0.024607140055366412,-0.002782384325888203,0.0029329464801544003
SPTAN1,0.09929184200619427,0.0019220660954602775,-0.0274589119178775,-0.08243775866286622,-0.037759527655985003,0.039679401687101205,-0.061197996192796526,-0.03344285565481579,0.07301291709423886,0.04623598079514197,0.02545054683780885,-0.0065848117431118736,0.035340954356403276
PTH2,,,,,,,,,,,0.05327917187744516,,
LIPC,0.031438740959006166,0.013754811166742298,0.05339234291775814,-0.00011756975782794013,-0.01842109092470836,0.04940519159484031,-0.04040166340274809,0.01142646309073852,,-0.037437066812826394,,0.0373181265931459,0.05001650510967416
COL8A1,0.06877973241058885,0.04963102117400197,0.05026050340651448,-0.040895079121358764,0.10100506311747237,-0.014065142458170773,0.01241395601228193,0.024239963104564596,0.04973140502347585,0.014298700454938062,-0.022834521380401474,0.03216453341188928,0.01907253661870126
GSTM2,-0.012920631693587604,0.039884632786944645,-0.0006402178704979783,0.019201433047227576,0.05908569140153259,0.04686912554715015,-0.010244948689581848,-0.025623774081224404,-0.002698796237789593,-0.015707637676315302,-0.0330356956711932,0.1264862103808082,0.07470707542657802
IL4,,,,,,,-0.03862013435489238,,,,,,
SPX,-0.023843065555696253,-0.04320407619555071,0.017101729516825873,-0.03199510359645503,-0.04170455808478552,0.028190599560024093,,,0.15062306768912087,-0.06933822810136728,-0.00692688221029905,0.055966415688070474,0.045069137821165506
MFGE8,0.021135578983604603,0.014396171200218945,-0.0027666997497635803,0.05648043608364756,0.020019693199336497,0.0027621793642430897,-0.04569089937356196,0.10656767894120191,0.041341133182694355,0.0890162972906066,-0.0463566181112487,-0.03808149507822152,0.013055165251209574
TGFA,-0.08848854286928168,-0.0032049708505895082,0.005306933840462162,0.06110509118195317,0.037489381664961144,0.003406952277760269,-0.14265049602000218,-0.06136953570416411,0.02506091447611917,-0.01586482497522259,0.03691124246092048,0.1281759762727713,-0.015445390237525034
SLIT2,0.03420363257699737,-0.020102177469125543,-0.031358612111995476,0.07556920231334212,-0.018916976518100308,-0.015160772196197735,0.06839578735687478,0.000659597172414371,-0.01677880493085928,0.02375791493894731,0.04179241960554775,0.040324400739451816,-0.013687277029049198
PLTP,0.08569153454401564,0.027335806404212067,0.010684221478144216,-0.05395262243846423,0.07541084657084607,0.08829898656080923,0.02003868323663123,-0.03204284124505722,-0.05141089119548517,0.02742615726295256,0.02060647884021549,-0.03654795259698132,0.039377921446300375
APOD,0.05231435642313947,-0.002094849401852011,-0.03726144471710143,-0.037395326521464836,0.02873319081801594,0.015821660702579763,0.06143171681542388,0.015227844272774682,0.1341818010340285,-0.054897358623709556,-0.05253854917482552,-0.022529515194069098,0.08680328555213274
B2M,0.08700942401567151,0.09617134944433059,-0.043085166928131746,-0.015465807888541088,0.1021279537364246,0.028186149319196677,-0.08541913312739978,0.04370845803422994,-0.012927271936665527,0.0024101972159312666,0.037948677909056615,-0.05690326147506317,0.07843233266154329
OMG,-0.027012704379855253,-0.05323473460332648,0.016048507028462826,-0.044157244626846615,-0.0231669295478632,0.01496823606638571,-0.038054817425602724,0.003683888050938151,0.10363163703570089,-0.027182014801422464,0.058534308701849155,0.05505314689976096,0.023430057564984924
CXCL3,0.02900246303873604,-0.014846284634085901,-0.011958361215908717,0.10958199187632721,-0.015612963232844229,-0.05095294998196705,-0.07827036786887484,,-0.029995968072322854,-0.02263923516809129,-0.055421082170231076,0.051913027494255,-0.008917200765920678
CXCL10,0.004440376930814224,0.06868875940565745,0.04614881880428865,-0.02338342279554411,0.04424367420546107,0.028881833814770653,-0.08324174146833659,-0.050955651797498676,-0.020443667113121036,-0.030499878836520555,-0.026995533782907054,-0.0036122529918378526,0.0625066765755018
RSPO3,,-0.013371479473108442,,0.05814585656185279,-0.019526463755793578,0.0027635976299962652,,,0.019983440784240577,,-0.03084950594102336,0.040124797324848256,0.05564096077321237
CORT,-0.014514536655856586,0.050084841676180845,-0.021478490673849212,-0.001889684361844256,-0.03379492031886266,0.04788625650851276,,,0.08548285651590969,,-0.032857824292885765,,
NCAN,0.10118589655462477,-0.053465585073171853,0.0073172264018885255,-0.06403264513616945,0.008669144740083212,-0.025749047037293443,0.00637061077492234,0.04253473374173851,0.14156066961638672,0.07133649674995748,0.03599284990127766,0.006774474344929821,0.08393913784395333
PRG4,-0.00559608244455952,-0.008166036898413023,,0.02148816531209163,0.141111120504595,-0.009038965896321192,,,0.04760559249784946,,-0.04711190763225329,0.046300370423312545,-0.023058886480501375
ZG16B,,-0.03419881569863098,-0.014471886384454293,-0.017953894698581344,0.022837219848736875,-0.018329131287654284,,,,,,0.006285824182034096,0.020648990471457365
TGM2,-0.004277326358015023,0.08061409453370329,0.018252137799660985,0.04988524840892456,0.039377749669224096,-0.00741591643545136,-0.08215057053140502,0.0661891414610936,-0.06999859330056843,0.08196755141827972,-0.019174081246130004,0.04452546216222425,0.021050851091944184
VEGFC,-0.03235533915223038,0.04073454070235685,-0.018582459423105012,-0.02757025062340461,0.06342124338952439,0.003593006984800357,-0.04377862772892093,0.12071558926588895,-0.03195751591026168,0.03882504760914202,-0.02206949239939746,0.025546447633374908,0.06010711217666376
WNT6,-0.041035189786986795,0.05831223226024905,-0.013383553071229445,-0.021395890953138902,-0.016633906569515317,-0.026865074889989543,0.14621893237322878,,-0.029643351030628293,,-0.026220191601897407,0.02928411746671821,-0.0022943918928000928
NRG4,0.04807319319876423,-0.022714613375866277,,0.05682983581258779,-0.021068982940908254,-0.01045703730998163,,-0.017212133010879756,,0.10128455596768124,-0.026089062247193255,0.2088196566651664,-0.035456556111704784
PMCH,,-0.026179814323659734,,-0.02608625484692567,,-0.005516648605978602,,,-0.022378373510281404,,-0.01502100488617777,-0.0029379607287960234,0.053990742573288515
COL9A1,-0.03482697250809938,0.0010960628224664043,0.00846181642170122,-0.01966313504975337,0.03111893927794603,0.06421744495523367,0.05984171681538856,0.03527644760949721,0.10627139098323926,0.015080122111800362,0.05030288310770709,0.07784778882106372,0.012232323503736106
GDF11,-0.03626920370286325,0.018595306561502253,0.0001475988882546536,-0.050049569714840106,0.07052392402277874,0.04578779368494997,0.06788960928465279,0.03165488235597718,-0.034277721299832545,0.03652719294108295,-0.0012208734310961717,0.004844536013781674,0.07464299467299425
RAET1E,,,,,,,,,,,,-0.03312652036499171,
IL24,,,,,,,,,-0.014998773410291502,,,,-0.039639250209978175
SORBS1,-0.01825493935013868,0.00793926202065071,0.02425872064919758,-0.033973304844669525,-0.03797683196305072,0.007661849641691028,-0.0022553073749479505,-0.021027185844816946,0.005730305035787715,-0.003406614074523353,-0.00567108228881468,0.016385173577918428,0.031003938455448923
DLL1,-0.0388076527695004,-0.06101850621335108,0.005735924212430222,0.0042635729139905735,0.03564668879577624,-0.004576914867018001,0.07273313268706161,0.020391244944667004,0.12318834432437278,-0.017345436132786735,0.016172481490602776,0.05666926469742997,0.03036677145990401
TLN1,0.054315301383790655,0.0005465114926316773,0.04903940543412621,-0.021830502899178223,0.06254208077819721,-0.03772373096426546,-0.014407798192457825,-0.02472707515867142,-0.062324033084116125,0.07050336978202683,-0.06874110110808206,-0.00952842045915902,-0.007951523604190833
COL2A1,-0.012108788982718674,0.0018513609862406992,,,-0.015612968546108654,,,,-0.03909139174436173,,-0.03164416672661762,0.031360789606214114,-0.01586188634715372
SHH,,,,0.038213044100468246,-0.012273690352127406,0.04000838209673359,-0.043623495480345935,,-0.039840032715230955,0.032072457562676564,-0.04831406682147101,0.12851602301852563,0.015644691455515322
PON2,0.06392650414618176,-0.03593309066459166,-0.03213481215148154,-0.09825781821206396,0.010436729743742108,-0.0012763441026116496,-0.019515446731563184,-0.0787689842410329,0.039318480775790955,-0.0014223820538781127,-0.01803320769909929,0.07920792070390058,0.1007691585664329
ICAM5,0.022567436914976636,-0.015765381766007842,-0.017227638531351935,-0.025054083369485926,-0.03050926628322485,-0.019190779270241997,,,0.010034167264599984,,0.009966224771578313,0.005061973418243206,-0.030180588657306554
HPX,0.0009478927917406235,0.004140587893004053,,-0.01640453014632227,0.011446074604381922,-0.01980403507437455,-0.04384228335247363,0.23256838741638225,0.08857060392573587,-0.016601395334008624,0.015048961449821777,0.060289546924196837,0.040455306151626694
SFRP2,0.06239918960338359,0.02968652079423149,,-0.01830772309148715,0.018117531628060884,-0.029978462928171915,0.07722407427527693,,0.031993199941426895,-0.04496766302140408,-0.01634179023812845,-0.01213645606262868,0.052014111828322565
CFC1,,,,,,-0.02306738624678202,,,,,,,0.036232920767887845
CD70,,0.00028703218925834917,,0.034904404353158884,,-0.0362649902041991,,0.1304937463733913,-0.0657083700163623,,0.002935066463258946,0.07264377285366458,-0.054219470388397674
HP,0.060165200221577814,-0.05973828380710185,,-0.04644721104573351,0.13472559046640187,-0.005359309099825473,0.005475892842184384,-0.0024075433784471905,-0.037353566565182066,-0.030710121542198397,-0.06793601222056311,0.06017723425295064,0.007134892047274935
CXCL2,0.023152035287723086,-0.06583372602256354,0.015621211067032395,-0.0025865337064430857,0.043819114502877475,-0.013960734471906731,-0.05468112643768007,0.11380211000662781,-0.060798633206536654,0.05163141189499452,0.004740684601224587,0.023934817979743898,-0.07410110195399174
NPPB,,-0.00869705947901151,,0.11879482755443921,,-0.020198741518015186,,,-0.043725284709879145,,-0.02245044429319568,-0.03063207224170807,
CCK,0.08028785459104222,-0.038005694938131954,-0.05187836981770151,-0.06792827164838426,-0.08795255741454788,0.011392044430296303,,,0.0335841566018172,-0.025096393555300956,0.01050619090952194,0.03665314939433706,-0.015709348015441615
SEMA6A,0.03410360173023313,0.009137766660339051,-0.022746359505185557,-0.06869154352536988,0.06600424398618647,0.010341140158777929,-0.08624708966321924,-0.07980816343803802,0.01687450305874546,0.013895810349348564,0.045052091913710124,0.025565583225516247,0.06650360422180762
IRAK4,0.08635290074924543,0.00963718157854466,0.03903485778716563,-0.048227243568233887,0.040767409296288866,0.030613275346827753,-0.09107198077780376,-0.029761676236394485,0.05719360078292449,0.020616410565101818,0.01895783456672621,0.0700673019544824,-0.006265367127758512
GSTP1,0.04136532750760025,0.03513210733468413,0.0201903018520802,-0.03561906920503754,0.07741347831701627,0.02936670350489319,0.03627946195410284,0.005777622318186405,0.07696698487984288,-0.010120698358025423,-0.009957101898122224,0.04661741114743285,0.01864034834673816
VCAM1,0.03564610659270109,0.01939650291517863,-0.02451457216591855,-0.06399884695444104,0.10113963703961605,-0.022042279257623497,-0.01692471594973497,-0.08539779459015018,-0.0407830954561002,-0.023545602782415402,0.021854850351369023,0.09735249725672783,0.015008238269957187
NXPH3,0.04656797888843174,-0.06434563854242364,0.05640123369244624,0.06800376308494024,0.053884395002894325,0.027840658300441676,-0.024352034916681888,0.08180851098219334,0.053668104652160355,0.012024099861743074,0.00402756281786832,0.10600297285345205,-0.004497551826737315
MTMR4,0.061420991859919775,-0.03255705115412509,0.008938576224347619,-0.03910277194569832,0.05037427149563174,0.02421424773023352,-0.09868131765206672,0.10446156951557745,-0.039378051751748626,0.04743761133990671,-0.01211972703287263,0.0967677860277172,0.011685388890305983
LAMC2,-0.007284884110810349,-0.024972568783041802,,0.032224088093938404,,-0.003203099134544454,,0.003895495113736462,0.06614384744279202,0.06265126858853882,-0.014580228185549672,0.0247653679171721,-0.03414334474656763
IL10,-0.04430614197854168,-0.038851121631212605,-0.0024842914375514604,0.040391918620902134,0.1459033688587832,0.027980390950009922,-0.020209579163401634,0.04927355986698321,0.019182572807014932,0.046720009161771575,0.09058675837143088,0.04617058854176158,0.0027677258425085846
SEMA4D,0.018898183206578437,0.026791275025805073,0.0032781255602674975,-0.012777592995818852,0.022246675006873762,-0.003090409633475887,0.02689934376582402,-0.02044797783957823,0.11528372007276762,-0.027171100214741003,0.02582598363382077,0.035674146782148225,-0.03122701072932399
TRH,0.07824086049327122,0.04087997009855788,,0.010562253552415843,0.08770300879429062,0.02639387669174012,-0.07535154732011184,,0.06495837540189418,0.13221428178690764,-0.02182376964254875,-0.008110844046873438,0.07489530427663965
SEMA6D,0.04037233852055956,-0.06803733956525224,-0.02738908651837431,-0.03275471756025018,0.05093596509264061,0.0026422921458477654,0.05385701082781731,-0.07178325966483337,-0.00470504422653708,0.004014676146586624,0.021463632335518783,0.0713450157381722,0.029385049394532865
CEL,,,,,,,-0.04946813993424882,-0.05854861549787699,-0.024487486478494976,0.0760628398845577,0.006031595751963111,0.009434017873046345,0.06463762018208404
PDCD1LG2,0.016120838599540437,0.014056958869366271,0.041583710046799824,-0.0019703905112026304,0.0875985259819328,-0.033478789605503996,0.019076520393640366,-0.021652451728957366,-0.009375100418387768,0.022186411524511097,0.0646039611493496,0.047641823402714584,-0.03262997160413907
SPINT1,0.013186409972701239,0.04113925525353926,-0.04306756643871588,-0.024445832283993815,-0.01670896355131198,0.0509198385890758,0.024792213838059362,0.02390957571243772,0.03637223415074673,0.026164035578380897,-0.01691137419785241,0.027356213152101568,0.006324359691839791
CTHRC1,0.028505714286802864,0.019750654573054065,-0.020076839906097894,-0.018932020816559574,0.08016128582831746,0.02199120832515701,0.0633790876660887,0.09644787491589471,-0.00869373544315616,0.08115980946654877,-0.0023799564885415773,-0.006079872269223817,0.03309020519577738
