,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
WNT5A,-0.02665968386279639,-0.06935567119411704,-0.041197595713030666,-0.005621075705115978,-0.005549285240034429,0.0050214882561058815,0.02289079188723798,0.050552520139358396,0.07528449803548366,0.020124648530120613,0.005929638416630376,0.012823329904876207,0.012140138663262762,0.12454016173791012,0.048050044276710155,0.01365012284655228,-0.0190998857732417,0.03417318965214366,-0.012863202746555112
CXCL8,,-0.05845177862615839,-0.053880581359221434,-0.0163651177828809,-0.06908946991298047,-0.07622995337263841,0.039824991917146446,0.04176675119060072,-0.026401329494294176,0.00707412663487925,-0.022172952908174986,-0.06844991592889847,-0.08139800873378794,-0.049288433132708455,-0.012462387783096331,-0.024518535950760534,0.0455655795304137,-0.09395681213543594,-0.06205871580591686
GRN,-0.005170133222810635,0.039344502423159684,0.060773309202218705,0.024811679939297757,0.042697812099984724,-0.06557164646837724,-0.047741392364680536,-0.007281979468345174,0.023709157448828014,-0.009180994731968987,0.009787796929274046,0.02817622926516556,0.04453178048469766,0.031233286120968703,-0.061775373301722634,-0.01835744926599977,-0.005447784356372797,0.07287097014341762,-0.055114132908957135
MIA,-0.030975484751576843,0.07119858163278385,0.023133562328004016,-0.04329556314100196,-0.05742431233948996,-0.014751039792481916,-0.0047355374641428775,-0.02174822040519273,-0.035992456155665604,-0.025320505524604745,,-0.031179656540556166,-0.009495551149769434,0.027213399719165313,0.03753421624148496,-0.10555976984696175,,0.01628369949507712,
COL4A4,-0.001521813117807929,-0.03590707067462532,0.09476229069346948,0.008064651355910111,0.012001890751672881,0.049657583052521576,0.03755337252834061,-0.018149083928078978,-0.019118282823908168,0.0028804468807003686,,0.013923800598639674,-0.043343034348848064,-0.05110113494307165,0.03635372693711777,0.06744664653402488,,-0.03757791845031913,
TAC1,-0.00604754779102076,0.17688228816690044,0.045241340053484326,0.008617456898362323,0.02166542670236079,0.1231690368227649,0.05519109629804975,-0.025488648992120593,0.013966103913460075,0.00932085111830344,-0.015452360072856402,0.1271171383657263,,,,0.08978198868102327,-0.005654218081707714,0.07081858421693815,0.08783077426292067
RARRES2,-0.024309072399463953,0.07550354325831711,0.03927239571929513,-0.016965266160964696,0.021030636892455795,-0.11217277339181485,0.003443109491282826,0.043758197856616124,0.03444269483275253,0.07073620782112522,-0.014531312166710398,-0.028855933776585817,-0.07540590321590128,0.061021531191827356,-0.04406483695278997,-0.036406512853921436,0.02020552215281193,-0.10025672540356706,-0.0732193042678935
FGF7,0.014522729662261976,0.015078479242112263,,0.010735887983886104,0.05990176418119976,-0.02004567403782805,0.01000598578168387,0.03865143006636342,-0.0009824948376831542,0.031090117560076774,-0.0022137730956677017,-0.013347243359011508,0.08743186953234337,0.1382293123164685,-0.0020206560468245304,-0.013128720042892025,0.07180498698470608,0.04529792418058553,0.0545521847344752
HBEGF,-0.05666071788606727,0.04374733461646344,-0.034478804308008995,0.032442317301877965,0.01314896836415965,-0.03254860882369886,0.06610431993626557,0.034697985989094356,0.01714750720247415,0.014844816049707242,0.010995303929708707,-0.026665517295737635,0.07474820774692174,0.07067476065710637,-0.05136584522201503,-0.036483056989498844,0.04492359907454069,0.018520873428322406,0.08138107826019207
CSF3,,-0.0359070422468902,,,-0.04817341647716672,-0.0006312668008142822,,-0.01920138146942033,,,,,,,,-0.019379408756106446,-0.03273932764482883,-0.02633252642989416,
PI3,,0.013514770773309677,0.012164424565036875,,-0.07244443266133481,-0.05090773125823541,,0.06647919410531361,,,,,,,-0.05547546666689569,-0.09900395580750367,,-0.07038841207890618,
PCSK1N,0.029799636938371444,0.07089111050274183,0.03313812412926449,-0.03444676323957067,0.06425805116686044,0.034329040035173695,-0.005331118606862508,-0.007339513689760477,-0.006752593104907995,-0.05992281761837805,0.02576499245035392,0.0603992462295232,0.07633202120616094,0.0352968136076166,-0.05282000417925894,-0.008314374058498017,-0.11210686869839033,0.0862329407176898,-0.10021404213752107
NTS,,,,,,-0.048878311357977294,-0.022656905419785833,0.009421672831904258,-0.02184041576830933,0.0042287516219931525,-0.021609073676904733,,,,,0.10397170231612633,,,
SFRP1,-0.007210566803539591,0.05557135949261953,0.008359451714270716,0.03034113754449931,0.010322044498672507,8.56571447278475e-05,0.0634412277261044,0.02998194431991389,-0.04055307011567215,-0.023505519386363586,0.013465879266083268,0.0035153601650802857,-0.004628731291325898,0.03617914269794321,0.009151982104018432,0.10108240660789901,0.037013835226446315,-0.03908163718354264,0.006113164160636751
CXCL13,,,,0.03108809829154186,,0.021446434026158808,,,,,,,,,,-0.03161184845612294,,0.0016853179500720022,
MICA,0.03035405357599884,-0.02240053313160613,-0.008269402236104506,-0.019152541189824072,-0.018394337384244598,-0.030870384679810698,0.05329139644861811,0.03325591086487466,0.02533143347510094,0.03437643779020961,0.013479532041667566,-0.05651795867103928,0.0217505737381402,-0.01470802863936859,0.012359973289157155,0.009600155719673603,-0.054462423767157875,0.04743101769980891,-0.046200771430016
TG,-0.0286030895177018,0.09134677861469083,0.04373898643514335,0.015637964825990582,-0.03805685067584524,0.019731281102110178,-0.018448773998861495,-0.023174349524865964,-0.01844863569559331,0.008798102153963998,,0.055585461402621945,0.1174079576313402,0.05297411774158395,,-0.01594955120152648,,0.02147304943375464,
ADA,0.052381182638885374,-0.0423296931324575,-0.026458622907069747,0.02589108442359484,-0.014879519364187495,-0.03149326928338852,0.050256150323790265,-0.021632445205593116,-0.05391577414385389,-0.004422798491464253,0.06897635400508509,-0.015621985177284975,-0.041070741859579984,-0.052109832599395216,-0.01692978338219697,-0.029207835562650466,0.03413251915283333,-0.01734175991516483,-0.08208017562313118
LAMC3,-0.06296306464249364,0.0570057308352966,-0.01229123577725307,0.0020908275246292944,0.03861321826161505,-0.009574906260958941,0.05264582267051158,0.0213506396198227,-0.006207917568754174,-0.031006229183694237,-0.030696427746618286,-0.026793640436223606,-0.0677589424238225,0.03651787002099295,-0.0420844594626764,-0.05989248379644767,0.032196958175704386,0.10086636733042985,-0.02034834328430846
CCL7,,,-0.02747883761822303,,0.04496312600089729,-0.02487525004691529,,,,,,,,,,,,-0.007816406883562296,
NGF,,-0.020687067749914988,-0.006998412179510085,,0.03371389251425316,-0.026551740376058064,0.0007911099151322253,,,,-0.02160908790504601,,0.10371717000190096,0.04430184481303486,,-0.03327020987398998,,0.05409027679163044,
TNFSF15,,-0.025592484623166763,,,-0.03063934527113668,-0.018417550722500658,-0.021517615096238202,,,,,,0.01820523494979324,0.009419113494799545,,-0.012034280134144542,,0.04200121895474071,
HMGB1,0.031191354481246922,0.04445463415662956,0.07940272472755307,-0.0008808935765780001,0.01238928707235177,0.022674247475928506,0.023993783529510017,0.055785185549832146,0.024207085582634312,0.06409102744496761,0.01184078065936827,0.028175552365960574,-0.11031343319676352,-0.10116980999054442,0.04822946226605259,-0.031803742686266546,-0.02460443573083149,0.10449296198596374,0.026690860213022468
ITGB3BP,0.005459853348314072,-0.05095676808044916,0.04212236108820983,0.010518363353807013,-0.031629208241643204,0.015419718054225115,0.037010609638434916,0.0290527336890818,0.037924331195791784,-0.02177649125981212,-0.016325119563571387,0.014100234362924334,0.06428752467009892,0.054635438062709846,-0.028499960847560235,-0.014071580078857285,0.10066688237464395,0.06002520601238209,0.019009717640272237
AANAT,,0.010563363677063519,-0.02215974166066418,,0.027553979447629762,-0.016595314676506965,,-0.017320165711677205,-0.016590965895209656,-0.03993957705122641,0.00629257110308871,-0.028495001598596855,,0.017023191381492084,0.006205113056407721,,,-0.024135547044556883,
RELN,-0.012869770500530094,0.02875088316790197,0.05344324408677167,-0.008417997883803251,0.051384227188169776,0.01875175364648022,0.013220962436227923,-0.05082280057405474,0.06855488379390431,0.03163606610110704,0.02269285079275008,0.058047905763258564,0.017963679162093328,,-0.03909435649996837,0.036298733815678164,0.10874931922603757,-0.05840382787797048,0.11570835854411587
IL15,-0.0094555055366391,-0.03637927512935035,-0.028557040213367916,-0.05888238487593592,0.02093072720740533,0.016825498591954376,0.005921102882487335,-0.01849486177619641,-0.018614947174323413,0.01233234241874242,-0.041631449339245126,0.06406420440898343,0.017838452222233854,0.08860730186574944,-0.010307478632268344,0.03504904560382487,-0.03462681444032836,-0.019929229232467132,
UTS2,,,,,,,,-0.0024230233214772843,,,,,,,,,,,
BSG,0.026966943953292702,0.0076582322072831135,0.04167863867887983,-0.017414117923996986,-0.05012631905448848,-0.047458035856684656,0.06369437689766785,0.002881888681125557,0.031855661600937564,-0.02180185017598738,0.06447374556195312,-0.014770529002018442,-0.03922079847902542,0.016357576637766342,-0.015090961599184551,-0.08671604886981947,0.009259582358526768,-0.027836326258041055,0.011729467122120599
ADAMTS3,0.016973391149892117,-0.046822153173641586,0.0020384488651232976,0.010962993836096424,0.014322604091029523,-0.015871401784319814,0.07411446201860987,0.06790579233155283,0.05682968356135839,0.0351185050726411,0.11648981431794922,0.07032898650574619,,0.009779845354051783,-0.001999060860597421,0.057375298422573016,-0.0398107077285115,-0.026932990316905263,
CD34,0.0378557321548407,0.08885893223224853,-0.03682896809679349,0.021092468471397577,0.00966465168955886,0.02057905379238907,0.11448153278610046,0.030893235733619066,-0.009371775519288292,0.00458420429328449,0.00303498261908461,-0.02987523338279217,-0.06749299343913744,0.030765167042414835,-0.05042182776332986,-0.018013405782768437,0.10119252119048203,0.04334909609223467,0.08067743882586538
CCL23,,,,,,,,-0.019707599184544778,,,,,,,,,,,
PLAT,0.054099377468480765,0.006937453886609897,0.03302668223940704,-0.047191707663015774,0.09058841704803,-0.006481495476633612,-0.03842874599050211,0.05353734546352036,0.014534073410836085,0.021722799385838598,-0.023168052344115425,-0.06694600680229797,-0.022533900690639323,0.04016744015846589,0.01127882274932924,-0.08192699865794571,-0.013163208754312967,0.09102210843398374,0.06077071120351655
NTF3,,,,,,,,,,-0.04322324338769982,,,,,,0.06661182844257205,,,
LTA,,,,-0.03398964751228256,0.02613368828141672,,,,0.05402678608572005,,,0.0251627803065872,,,,,,,
CKLF,-0.048270120440332416,0.08169909591644225,0.04453236180993376,0.017172040123567607,0.044529118450709504,-0.04103518113799124,-0.016190808881172972,0.061659142624574455,0.021678238837931074,0.011971849718023607,-0.023008019118901393,-0.10481769566032595,-0.014553596358474582,0.07100955469053734,0.04963396314161021,-0.043174033550230535,0.028637620111550195,-0.026418416733887257,0.038069227483010185
CD24,0.0036568546688640095,0.006892108832011657,-0.01236302133907007,0.017873388082160484,-0.03324632610037745,0.07446621307780857,0.0924959640302741,0.09722073246147872,-0.016671238760609827,-0.005361449189279975,-0.005656941150059297,0.0017252413487547494,0.0026972485952593984,0.02701375043874049,-0.005713481624431672,0.13754806908637063,0.029758642049451906,0.03339577545461254,0.027316166793871232
HSP90AA1,0.02188422189224487,0.037900206382952537,-0.0066347232695015855,-0.046764472694508195,0.02102281141410368,0.09464962760885413,0.006498812513556089,-0.044824441723340026,-0.061028025896888376,-0.05808311621647844,0.0030234468754144488,0.13578735245219692,-0.04585547137072045,-0.14430424558707416,-0.011871747950365235,0.015040371147802592,-0.04208877924332204,0.08120841830411855,0.03379797495770366
BMP4,0.000137320958831445,-0.03110528775266739,-0.022767996352443864,0.013888160838157696,-0.02272135768749578,-0.03220588891106127,0.024550607129555594,-0.008415852642789132,0.008862131810440228,0.026451033148875647,-0.03240401518068692,-0.022519215373914856,0.05442101684752646,0.02216013590083692,-0.009824080675680696,0.014684088220954593,,0.029982891233297105,
SCGB3A1,,,0.020902394981520737,,,-0.019762971094721946,-0.006792049021797324,,,0.0030203868708543083,-0.03576135356468773,0.054313983224554746,0.04387598932873643,,,0.03541177154112384,,-0.003119810746282033,
IGFBP4,0.0238359099867565,0.055107987054138066,0.02725344847467397,0.009448442037623564,-0.05007982668602629,-0.016016871799029858,0.0662183283790681,0.005351113069837648,0.011172838784202296,0.000628400355604622,0.05359965596216468,-0.03614925536644263,-0.007494418797141896,0.012678544479619637,-0.060861822543600425,-0.13471853995113522,0.08932324934307348,0.07291618566495689,0.04906282618278065
RSPO4,,-0.025271374172800374,,-0.030517842877389765,0.03810125445824012,-0.022809681216296288,,,-0.01858435113310573,-0.016529273476889504,,-0.0006108319506012286,0.015656890426603755,,,-0.016830646003687517,,-0.030433968792377145,
LEFTY2,-0.04474954177681312,-0.02802085527060713,-0.04901296795056569,0.006092241470081103,0.027271635637845328,-0.013159960519085991,0.03653660148346109,0.007318644630099242,0.04617576336249681,-0.0055751575412784585,-0.02160908790504601,-0.02161242362971339,,0.0028322540217894485,-0.03141317379403948,-0.022888566634103626,-0.01689818391990719,0.10688215914508092,
PF4,,,0.007557974880330187,0.03802178554580096,0.05876168000544351,,,,,,,,,,,,,0.02038341939371945,
ANGPTL2,-0.03609511535653966,-0.003758831628622809,-0.003832782510487311,-0.01067561698581833,0.02813884656402799,0.006921639934041661,0.032910198554770655,0.0784999852352273,0.06177927807583997,0.00390975879004852,0.043742062344622905,-0.06782194510950253,-0.04328615901559738,0.008111119230399717,0.037518384107306235,-0.022240783923636997,0.0822609546107367,0.13679403521738254,0.11348761164951726
LRIG2,0.08152308777721642,-0.014565209004878232,-0.01873387219208009,0.012656454709558887,-0.00437766713746334,0.011490045550038273,0.0452403076807616,0.011956828582325125,-0.020409022120340497,0.029550158305284815,0.015648796459213972,-0.0727260161072921,0.00670283981027977,0.07760108254702097,-0.014539276558266123,-0.01970829369951558,0.024935346148526494,0.028120786313995078,0.06837654368537667
ICOSLG,0.0038052798987455744,-0.07042746029144299,0.042436277028346285,-0.00856258524762442,0.028208067258523664,-0.05692325715923194,-0.011272823505370354,0.021905159477432556,0.03627316847866203,0.10651530661540023,0.08713383971519582,0.11949944977913766,0.005468202062169314,-0.013325154509474219,-0.03455379412980292,0.03425832965189959,0.027152008110570183,0.039393648916510184,0.07776832159109599
WIF1,,0.10328000355685434,0.03636339076338048,,,-0.0027399947476339343,0.03834476028804419,-0.03944870254078513,-0.014341103586375931,-0.02957278572024275,-0.04950029119977964,0.08329175653365473,,,,0.03251361834551973,-0.03523578405119609,0.017614144307335666,-0.05373149744083145
NPPC,0.05360626574742723,0.033154096107071096,-0.03418596413087571,,-0.006149057337358421,-0.009674687257050698,0.02804295305216645,-0.02176725943538261,-0.00817500000207697,-0.02191919205523633,0.018542225613104174,-0.06477082907772559,0.017896019716990008,-0.05040697653979722,0.01841135315541892,-0.05103454591317043,-0.009584195636888204,0.01805993974088664,-0.05505839666912266
LYZ,-0.002188253406540489,0.005669095809741767,-0.07077072955446155,0.03705154742765147,-0.0199055482040396,-0.046767966991143266,-0.0594570862331406,-0.002453006963376225,0.043439117280900795,-0.025203941630156497,0.028823071520575845,-0.0482850355857364,0.007510175097694152,0.0018114868439321073,-0.04478328488332484,-0.04049824700214286,0.038646282622853315,0.004337776801699619,0.011259219964890118
EREG,,,,,,-0.03209863351284027,,,,,-0.022229436449824783,,,,,-0.02096285336347065,,0.09964965762209532,
SPTAN1,0.037154848525283814,0.1727622505083466,0.07097478857948218,0.031157504625240147,0.010565664938516099,-0.0007006444506572542,0.004832966901560804,-0.008902203257026333,-0.007237479687055803,-0.0018401916499722235,0.05038583105203477,0.04345475131607564,0.0871124196438888,0.07180654910660426,-0.03411675592793918,0.10063627843241615,-0.01192621657429664,0.10059932857029846,0.05437994795960629
PTH2,,,,,,,,,,,,,,,,-0.012387433859950779,,,
LIPC,0.0471715915887592,-0.008256534007100995,0.023239387069613194,0.08225086071040527,0.04896298524812441,0.010945212257150477,-0.05055471545896345,0.03667813967130992,0.0071635407688479475,,-0.039812515524278336,0.04170696127276093,0.02128768392983968,-0.03398095691082869,0.029896306170623756,,,-0.037178066367126845,
COL8A1,0.033699130286944844,-0.0851145224409774,-0.004731531226900061,-0.025332720498014626,0.0020811402957572962,-0.004830295795231411,0.025923001737784463,0.036475029259625924,-0.014383386954393184,-0.018070126395836484,-0.013422284947758828,-0.052624186518955895,0.0035639010102408277,0.02095542015152395,0.03302157660320118,-0.06199688451978243,0.06630700666451425,-0.000736545827219455,
GSTM2,0.004229215936496437,0.00969611543876147,-0.00888064607100703,-0.008641502763800872,0.010071609794744673,-0.005671652864783849,0.027406445864709084,0.023905752834669673,0.0237045036681072,0.02277254637747393,0.02891673562203769,0.027863998478883517,-0.036302246769095076,0.07408547070526415,0.04233009921746731,-0.02488094905072847,-0.01165026926495839,-0.008758286827456923,
SPX,-0.05385564744948199,0.10937910612068338,-0.04337074101608914,0.03680032922301542,0.0364492931285711,0.010112318334422818,0.007009392233326373,-0.011872903861031674,0.06945638861355397,-0.01847659351753552,0.02254508222862995,0.03530821450936252,,0.08081957134748409,-0.03215808541561109,0.06162202262176986,0.04475285950294503,-0.016890816704093526,0.09416722310552542
MFGE8,0.09403396294257582,-0.1191697070343995,0.027599884895044644,0.01576912417605002,-0.013959156331179966,-0.021553770345909544,0.028937394836869263,-0.0030571496700583104,-0.02363370092790492,-0.007747079453299158,0.009014611375509435,-0.05864089449149227,0.0025021109529822956,-0.034366772984140835,0.03967561864960271,-0.045518257768054134,0.03357165067685159,0.02373647540712632,-0.051071736722186394
TGFA,0.0010266494930469834,-0.07623285446873111,0.030091403542247826,0.023393275461611292,-0.007739260449918783,-0.043423315555930896,0.03194240417999324,0.02600561727506042,-0.014803946508953631,-0.007577636060306477,0.04978849825729269,-0.024204117069763015,-0.02020365710538975,0.08736503805533408,-0.006560022144201377,-0.010089943597095946,-0.0010936407029954781,0.04838738190269136,0.03599601638724056
SLIT2,0.10610648510383068,0.08294102510373809,-0.03379233388808664,0.07447625763490454,0.006972692268810692,0.03091394270406705,0.009400487481148682,-0.030740564284296064,0.07935459530460252,0.04618586497123661,0.012366351554652323,0.08363478216791105,0.011077637313381215,-0.031694204382261504,0.08032464633744735,0.0009877027211698198,0.008194025275176983,0.0029214411895194434,-0.027475576367580853
PLTP,-0.004638087438502228,-0.04358865412314785,0.012602069973256852,-0.036188696272508175,0.038461512231894424,-0.07163687587753136,-0.019724774399589168,0.09176390822152106,-0.019261420504711926,0.026412280944817654,-0.01312099265249492,-0.0410577780570397,0.06807357154577531,0.09992109868938955,0.002845279963953487,-0.09465457644590099,0.008063460315408019,0.042215747996597,-0.09061808613233517
APOD,-0.008895689620779749,0.10915741741908613,0.08074801754461187,0.005604026746471349,0.02437064794477976,0.06328501120454312,-0.03486450142853252,0.030988722448182696,-0.010659344564022075,0.029703530240268422,0.04490522203902139,0.0714654975943908,0.10342770106644368,-0.05249466459709536,0.0147039831724095,-0.03788263680128432,-2.953055971998004e-05,-0.010765924719020015,0.08843043638218609
B2M,0.037271395407936087,0.059004780793418976,-0.028188162662399697,-0.005351210703480504,0.01980072971294431,-0.03547222106251096,0.007762655913142037,0.04676726234799197,-0.03436368079121846,0.05520773670405657,0.043491647372147314,-0.09088347292114742,-0.06796098754326002,-0.11879734819745,-0.02338951572044755,-0.09333739981767122,-0.03446079671800107,0.07064800612272494,0.08621631617321658
OMG,-0.02335755212230119,0.1498330534659426,0.06390088867410437,-0.00326318752959941,0.07320471887351683,0.06161220714664459,-0.029004849895906737,-0.002365638750062341,-0.002610507680296023,-0.03838005601934801,0.0022827551679256227,0.10399496734026477,0.03668578144457153,-0.037238433623793185,0.07368356765318128,0.05285253742601344,0.0011850392185690577,0.09222199920398187,-0.04326317754307877
CXCL3,-0.03048757927868011,-0.03948978730760675,0.058716979759503365,0.024787582243050707,-0.06128631803198585,-0.03691994396822005,,-0.022740549630782113,0.049326226285657464,-0.02721782643656034,0.022282183924373887,-0.019032801878653006,,,0.05404506045821811,-0.0472132891577559,-0.026468007233120712,-0.0004823885744564346,
CXCL10,0.0322781321408495,0.03226506369940308,0.028386851834640094,-0.02778737369429547,-0.003517519038933009,-0.02899673008823921,0.09699142358724967,0.03088413970997578,0.01499919514573188,0.018880436466421263,0.08059712151302892,-0.03024542549225181,-0.0015603260602897163,-0.05709644168658469,0.014542860351708877,-0.022997528964617913,,0.025020983951957797,
RSPO3,,,-0.01816969283567742,,-0.02787867151872377,-0.022083512060549565,0.030521024189659185,-0.02844063048955251,-0.028068853102275693,-0.030528110540669763,-0.025214543917245175,0.13775665852993954,,,,0.012276005371900323,-0.06053567510221772,-0.047083728063279595,-0.03876444150659771
CORT,-0.007653112762202185,-0.02833366297171264,0.10845137028825086,-0.05521795461972409,0.0015159348558450882,0.1387979364934744,0.0037619944054540534,-0.04143041350650738,-0.010111268616713964,0.035235701869252734,0.05431180219776239,0.00481979742962539,,,,0.012269111015486544,0.008159601033056376,,0.016497060379674404
NCAN,-0.0460788937661206,0.07670860392027423,0.058087235848544805,0.0015573934558418448,0.034901599299502005,0.08958494117627872,0.013550798440030489,0.038480042335219095,0.049599957360209924,-0.047367357621901876,-0.0030399399626700667,-0.08456937936698598,-0.043658083572510824,0.16156354921010818,-5.3204517538842315e-05,0.09006253410700645,-0.07710805119353106,0.0508094042241195,0.028006406600102417
PRG4,,-0.03866879748942219,-0.007978896305748823,,-0.016820371142075435,-0.015811715351472858,,0.006222090455158186,0.024606999202932488,,,0.005170130159800064,,,,-0.040134692985295546,,-0.03318293660870033,
ZG16B,,,0.018693867898933462,-0.027641251518338104,-0.031934576571731814,,,0.0312996165354124,0.07483714629352045,,,,,0.03286261068163988,,,,0.031247414056402988,
TGM2,0.025734501225782913,0.031535809904322296,-0.018192049644027437,-0.0053836845013611745,-0.01512080727862917,-0.0706659457685384,0.006094180458673985,0.05149445296818247,-0.012430935954842319,-0.04352367623383778,0.01614498570444593,0.05365907989864415,0.023602582841211125,0.02807131406171884,-0.004135975126902182,-0.017720339635711825,0.028500724781812543,-0.021779608745522795,-0.053348018652620156
VEGFC,-0.04543780862220968,0.12265156810852791,-0.04548790463806232,0.010726403468582179,0.015553667181466512,-0.024339469421910745,0.07073634392663952,-0.032482750251812874,0.008945913411385642,0.05058760076262449,-0.02511916639842202,0.00492917751961247,0.018541171266091686,0.0836688848201129,-0.03587042046697325,-0.02872514489272567,,-0.019566487287538018,
WNT6,,-0.03518885590186973,-0.04433649702243375,-0.015044973387742598,-0.02198655423364275,-0.021787021488594085,0.06718981518803503,-0.02422757116996982,0.012725108745693112,,,0.06267004225334909,,-0.04450486294690165,,0.01030313490144679,,0.003994352047060316,
NRG4,,0.06012827936574698,0.016138031266387385,,-0.0156971923892763,0.04235070248706978,0.08271505393742086,0.08443397615651985,-0.02439228264706556,0.003124469801084916,0.0466731968548536,0.057761293839323685,-0.01292516495225319,,-0.06023749683638744,-0.0048382584440660684,,-0.015495929413549742,
PMCH,,,-0.0291699547460498,,0.04517191428376248,,,,0.01202984714962983,,,,,,,-0.012796412833528368,,0.07909209530183833,
