,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CXCL8,-0.12373519952074609,-0.06331034794444448,-0.015694700718461112,-0.02078444067606752,0.005294017695864553,-0.02122161941276569,-0.006118761108979019,-0.022697216999282798,0.039163345002106026,-0.01101057334151863,0.10732906106682412,-0.04700593614225997,,0.07278627737877849,-0.062239086050633365,-0.10127806783280129,-0.022688701539481337,-0.010300538425673756,-0.06033992145476274,-0.003319982159096682
GRN,0.005493046396922801,0.08353514339104263,0.010093876112784974,-0.012710853684985141,0.01921167671064841,0.06124854830310203,0.10859640497383649,0.00919705095646907,-0.05061412127442826,0.061624680045295255,0.03377380672159032,0.008470707835997496,-0.05322583941114347,0.02489321024935115,0.04036362792097895,0.07201245064652546,0.04502123887289691,0.059151588425719125,0.20180170554373633,0.09746503089862424
MIA,0.048151095037721366,0.030251900697380513,-0.014906720198364577,-0.025784037495648518,-0.04380174386289379,0.027403170766097475,0.03503973622495508,-0.05294891409135048,-0.023655853512897635,,0.028662237131352377,0.011084336564344963,0.0005495477209668837,-0.0057803635854580876,0.08750283316236125,0.061750849766436876,0.0006661585948622033,0.01290515588996421,0.02647904372839946,0.0043922682651273024
COL4A4,0.1740848120945093,0.0034063508669541762,-0.010886856624117938,-0.021327141790125348,0.009236142487359284,-0.014194976425631212,0.021027123325935378,-0.017937303832523975,-0.032543716396634385,,,-0.02077014164551661,,-0.027717044073179826,0.09653237070770734,-0.017509934206449262,-0.048454207849654186,0.05752230602713221,0.08743057860039413,0.028888930676401997
TAC1,0.05440907345850396,-0.019384688817933347,-0.00820158410635174,-0.028426060410476312,-0.005638135760033504,-0.03732008259009307,-0.07831929685587555,0.06383848488454653,0.017550592863249802,-0.017033297176514597,,0.049993428342915716,,,,,,-0.0034073296085385496,0.06344881735217212,0.053681657173866276
RARRES2,0.010701342702223358,0.02466012070046302,-0.014402991671501648,0.0198884691554752,-0.07150811813403853,0.012783734523554332,0.08772337885856533,0.07006105802102229,0.06437151024946809,-0.011344725456489816,0.11839784228146602,-0.08032921390861714,0.011900145442574336,0.007734568321434717,0.02396864597126742,-0.0015543008956924312,-0.029697413382581087,0.03679582466920863,-0.012032197230160316,-0.08442561883292736
FGF7,-0.058229292992949724,,-0.01891872403243689,0.0022642021863499093,0.016906676778308875,0.024113842032440325,0.10180817401401449,0.007165415698292938,0.0037345490546398497,0.0016599380687205767,0.1370333887878672,-0.0015048315873969112,0.03339625659128611,0.023818200790491285,0.0777098219578033,0.10704941387589399,0.0821812817872889,0.02238924761093067,0.00045390898705192705,0.048667148163029965
EFNA2,,,,,,,,,,,,,,,,0.06956818518133953,,,,
HBEGF,-0.029147216102497688,0.07015979903677526,-0.008564719555014923,0.0702181146903674,0.02996983274135525,-0.005999833324535263,0.0346499415728253,-0.02611145876071058,0.019992191269857188,0.11027841681845656,0.12685472657423869,0.02002299038202135,-0.01747710137884049,-0.035017129273722934,-0.01831168722327064,0.032467150639415444,0.056087479273862526,0.11436464679120714,0.07455850073450632,0.03752882801441331
CSF3,-0.030665401277017175,,,-0.028659122599213518,0.05291489301175645,,0.053719000794827165,,,,0.02525883490879369,,,,-0.029138207784743343,-0.06316257196179996,,0.012201588326636805,-0.040642851322067394,0.029315378152733315
PI3,-0.0363277406674192,-0.045421691262000005,,-0.04945699314787387,-0.03100887586676338,,-0.0070000094458397034,,,,,,,,-0.020391631286727985,-0.037456709071174085,0.011047417108651139,-0.039145996131839625,-0.08830341365918376,0.006886203094572239
PCSK1N,0.11324997102036616,0.01420150514403327,0.037180741594283515,0.047272902491704065,-0.021773276263541294,-0.04676961660992846,-0.014250785032579195,-0.053436713741555675,0.010553856585929432,-0.005621452181089817,0.07348086122592107,0.02195103821838212,-0.058916469861598965,0.030584795422480097,0.01552612711621021,0.042730306373490935,0.08670707376653862,0.01614618745081253,-0.12434958776629977,0.009627025612497907
NTS,,,,,0.025982198989789217,-0.017328841000968712,0.03442944777123372,-0.013742017451974595,-0.039342842007309836,-0.02720217050897572,,,,,0.00923436912323815,-0.032843362880061525,,0.053647855068565495,-0.007349723140929521,
SFRP1,0.10294434881075519,0.017951646895267053,-0.0431394226593717,0.04909825288346766,-0.004103770300060218,-0.01342505280260077,0.03240998333963961,-0.00843390462351942,0.002385969389252465,0.07620372629055003,0.019924493462494305,-0.022306749694070798,-0.09411179356696028,0.015732523815133244,0.05188479798033467,0.03676902451537517,-0.028607097694262694,-0.05099356762282457,0.14972869307482622,-0.028252491542335226
CXCL13,,,-0.02829808381791598,,-0.02120010020189157,,,,,,0.05720745778935292,,,,-0.014025893717086773,-0.029410333250357888,,0.0043335897183774405,,-0.023600971425996185
MICA,0.07779282323718927,0.042014482262860045,0.05479123632459104,0.004934264843666037,-0.052229927782093614,-0.03678103342054702,0.039845535767129764,-0.016654806391335972,0.02775070537691098,0.01743432939172735,-0.009501017704312383,-0.0367129790087818,-0.04736297460174796,0.05347589089370549,0.019538460025112364,0.03417999630732807,0.09249735068282401,0.04562911061130729,0.08878752780377405,0.0031423294721291974
TG,0.07007894063361832,0.020472003166682625,-0.015913286650365514,0.13296616242292336,-0.004614026926669809,0.017127582860699774,0.08129232422617833,-0.007021572223129007,-0.020521840989439308,,-0.005004972745778805,-0.0058074515400487305,-0.0026356836143158154,-0.03569515416845451,-0.029950125944773035,0.036580115347491796,,-0.02811773809402025,-0.04145688911622445,-0.007408547669335399
ADA,0.0267603287133864,0.08826218892094738,0.03450226623264708,-0.02418505807489211,0.05370969009326892,0.039658118497499596,0.0047461364750969156,-0.024213268721306316,-0.033329120134400265,0.049879563295083654,0.11591064771935805,0.07656126790828562,0.08317332330575825,-0.020488191479984534,-0.0259350748842564,0.02984821978198104,0.0007033757823692184,0.05967349689735503,0.2910730306963979,0.06825898513774378
LAMC3,-0.005923450929935004,0.09270967499016976,0.007410822363179356,0.07961153777247208,0.06558771271139825,0.04664881311391473,0.1462776478950699,-0.008914306271764058,0.08764950591338033,-0.004380040701089669,0.01535273646296555,0.09310604854204903,0.08717346567293943,-0.012473844696142584,0.02824624965185332,0.1473387741524066,0.14742634323557074,0.11345987489957111,0.28494442834480554,0.023068647159205966
CCL7,,0.007535781046468467,,-0.01636913107632917,-0.002278161010688569,,,,,,,,,,0.08242663994871813,,,,-0.022055506114730034,-0.06449332134881687
NGF,-0.01766720938567212,0.061719322487657324,,-0.02908242797512658,0.05817800009746247,-0.0190873211892606,,,,-0.02720218841980017,0.06357278170456279,,,-0.010579219396746938,0.003433255290962656,-0.02659576506458315,,0.06764491672105225,0.15527878266728393,-0.007160361473016144
TNFSF15,-0.021856542937987878,,,-0.01822782805743787,-0.020810637465509468,0.07576813782876261,,,,,0.02522924690339802,,0.12816410311415868,0.053385200099855264,0.1033075143246547,,,0.013150464541037226,0.11796547148640325,-0.06753611453723272
HMGB1,0.09866953900101906,0.0089479333016328,-0.02167154628633194,0.015392629557403734,0.021124513791217107,0.07349559532642466,0.07776403453329317,-0.004137975297012508,0.0664272651668753,-0.05588565247140725,0.15851229302741646,-0.0022210695230640946,0.050497583193016664,0.011041457553470658,-0.018443096905010618,0.05461104011020366,-0.013786540127865642,-0.03883481670442815,-0.11514115469197325,-0.060114076784848744
ITGB3BP,-0.03991361462580531,-0.017847182490777404,0.005002235602920503,0.02485944278595628,0.012868492504884975,0.012860302917778023,0.06479561136158538,-0.0051367669282994365,-0.02836308502618295,0.05953902523209699,0.05323977467144228,-0.0720382165968183,-0.0019700070761910528,-0.010889558213075648,0.059034371899114216,0.019134912163586596,0.02328045900517815,-0.03186387282952789,0.04872124191884584,-0.06729873711363347
AANAT,0.04072036257499589,-0.00802949798733707,,-0.016585461078361743,0.020370469832088844,,-0.018602767359282027,-0.0019501491148025507,0.11319655022958358,-0.025574057637000772,,-0.019568091608886135,,-0.022833329826389845,0.02456987316898086,-0.012869089864270072,-0.012534381463703606,,-0.004310243608540051,-0.017135406317000314
RELN,0.030090317283699836,-0.05885677907723095,0.004271597571228566,-0.02878864620026416,0.007885466260344224,0.011514826209931345,-0.054586356237279504,-0.015179969503831306,-0.013142928971911619,-0.04185641649773042,,0.05810670167422501,,,,,-0.025536586806059573,-0.02562595162779257,,0.007752011385443149
IL15,-0.031068698511505965,-0.03086780649499195,0.06363990927248543,-0.012641732106810232,-0.03957356001674208,0.05049447664065496,0.08580768421372703,0.01881672944264225,0.0840170691969184,0.01193343565182636,0.20204057796167094,-0.018148500544760072,0.03281462434477331,0.09820193957530744,-0.037421091352550236,0.02712575995701079,0.017941559744514963,0.03947802733107984,0.1883950440347198,0.017189513638841823
UTS2,,,,,,,0.007566121321320752,,,,,,0.05837463162181416,,0.08208900337695518,,,,,
BSG,-0.04692049867733305,0.05718425914318894,0.04863232481980472,-0.004391274318030387,0.004345525602614325,0.01996779149706649,0.00104168900418578,-0.015192804486518345,0.006345847259131517,0.01254430558472172,0.028381917937279056,-0.0814154694627322,-0.05616990876377424,-0.024864202847461693,0.04810746495489264,0.02367300743704509,0.06948248731846128,0.0024787014689507314,0.04553871502966538,-0.03784516805419839
ADAMTS3,0.006198670650550703,0.00974794060619381,-0.027960798383524416,-0.013878382819320158,0.015553284251381553,-0.026562614949624537,0.08747792880339661,0.00642046988280196,-0.013751925481386961,-0.0410659273214897,0.07186326887719846,-0.01815982502285592,-0.028635409379646534,0.10056919146090822,0.043056300757130954,0.09352852198248751,0.011507435368832808,0.04789185573705997,0.06423048528934291,0.059167093276446016
CD34,0.10070212513222897,0.08175426357535076,0.019336383532780315,-0.04599672901521899,0.07259270126708235,0.025070284261863827,0.1203164769850777,0.0023012514756644738,-0.030401159059279932,0.0763447840433794,0.14377487879433515,0.08786041462048996,0.1389994384240142,0.015399952425712913,0.1269644712596796,0.07656365073491869,0.019077072764614757,0.09802500418354596,0.2828621878766079,0.0638036149103882
CCL23,,,,,,,-0.021166996259908265,,,,,,-0.021310244493050055,,,,,,,
PLAT,0.0048537836597391925,0.0407703196392643,0.00024137634070778145,0.04201649512630308,-0.002363182660326641,0.08885604906337671,0.11266601392203567,-0.015928004071605766,0.01814255619460116,0.06449294379693211,0.029635223707056558,0.06782417008627459,0.049493559084601804,0.04071866885293332,0.13346313757271808,0.09491083132164682,0.05644588761972314,-0.004218242855674696,0.11480483605746786,-0.0143419503777681
NTF3,,,,,,,,,0.08337667792935453,,-0.04777500823821323,,,,0.04390744011689178,0.061067114961770176,,0.0279197220401194,,
LTA,,,-0.011702681021991417,-0.020979882865506626,,,,0.02626811633383831,,,,-0.01814850278501945,,,,,,,-0.016956710803011036,
CKLF,0.09474261755991122,0.04539430067277295,0.05027479418365526,0.032354354187110065,0.04792584364255615,0.04639354914533272,0.16629001156744236,0.02861064911619113,-0.029532459471276154,0.02765992861870077,0.10300811890951811,-0.0063796396983941935,0.09148405398415001,0.01577855270779638,0.09604969632166856,0.07355916427899449,-0.0070559300552915614,0.031356539613152885,0.003379691939070927,-0.05331709445679101
APELA,,,,,,,,,,,0.0653271116221423,,,,,,,,,
CD24,-0.05353895266693795,-0.009921730425501655,-0.0008447860503305159,0.020172384608191263,0.00577843875825942,-0.008197628975153939,0.04470029567225216,-0.023763342242749834,0.0016133086868861375,0.0803544418933203,-0.009497208799978037,-0.00806183354332914,0.06641942407875043,-0.0367697401987352,0.061228469295204986,0.030765321018869547,-0.031061046891025693,-0.05746163057897298,-0.06745372439149462,0.011070379398412506
HSP90AA1,-0.011169930616331989,-0.013731856680644533,-0.007963508045230052,0.030039719451042668,-0.03906145420890564,-0.06223137077663673,-0.09678893575672619,0.0258056918860863,-0.06857700794681484,-0.07816360900640147,-0.03264831518301489,0.050923073513591294,-0.11198258088201198,0.014714567536791418,-0.10664013782497966,-0.0710670838891778,-0.052735797026857094,-0.04722343797631206,-0.16541078111179047,-0.01537493565684469
BMP4,-0.02193904511065391,0.0567453008290247,-0.012405527894539036,-0.048948585256105306,0.023373095392481693,0.07973612306466696,6.478944342789258e-05,0.017544053452064116,0.017270186750358938,0.0785151584158976,-0.04067293810216333,0.028222660355716137,-0.013291440544868686,0.02281737083199805,0.030093430934045227,0.11354125322608433,0.07036017113965858,0.04894943006341674,0.15202711093556714,0.04742981487354965
SCGB3A1,,0.037086904588187246,,,-0.02233087520107339,-0.021051357958239012,,,0.0392106490999121,-0.0450174982899935,0.04961126013727975,0.013731538687247791,0.036280813124960475,,0.09985017761512283,0.050887786236100845,,0.009662146838402847,0.16492445454941812,-0.017080544074171308
IGFBP4,0.03856159247367435,0.07749365878048867,0.017162042713718646,0.040013906849176176,0.08745246987284343,0.026485470029524037,0.08454139879852318,-0.026554146865032362,0.08672900939014865,0.11407045977403453,0.07000666543768669,0.078254220131963,0.11550437177969947,-0.004096762212802819,0.04001063452129369,0.10559963549140672,0.1394432540573372,0.10501246284141966,0.34006509787212147,0.12995100111730537
RSPO4,0.08388376284334541,,-0.018918720440718333,0.033374394844955996,-0.02577345998109637,,,-0.027339651601837454,0.023686011906538133,,,-0.011612756558153322,,,,,,0.060655067582543624,-0.02040518240108394,0.011141582548916859
LEFTY2,-0.036150504794663925,0.0528459088590823,-0.01184640775025879,0.02139820902081425,0.08619582706914014,0.010971657843561368,0.08128671606443788,-0.03515317434028426,0.004979820246371527,-0.02720218841980017,-0.01501873037223271,0.053988146302710004,-0.05588789791649205,0.0916266752862571,0.06284619021652266,-0.002612408076692561,0.09679027432632888,-0.021433936402563365,0.20811173984070683,-0.008011553518156364
PF4,,0.08277908404664133,-0.010645178950209873,-0.014281744372985582,,,,,,,,,,,,0.026492223895925954,,,0.011908606095564883,-0.003083498554778672
ANGPTL2,0.05572043052802652,0.06718717037755913,0.06216503162196284,0.05372200671833406,0.008617253018293823,0.03308044479742554,0.0929285181538822,0.04083672239583465,0.09680581006038241,0.07886337681240925,-0.14249124074562938,-0.01791941429410309,-0.02099121509357394,-0.05843923652755353,0.08407801849076281,0.042957884873262915,-0.07056905206988731,-0.047895919386042686,0.22346422663525076,-0.019486819376918176
LRIG2,0.009355907818463162,-0.05771759373345402,-0.0037461030991531173,-0.03023987047091281,-0.016901293999673803,0.019033933033076492,0.031720940330202216,-0.023887559578821375,-0.026451007519193565,0.009530279917363441,0.05675333825174763,-0.047225005552488514,-0.012240372161897087,-0.03789066355228784,0.06527231471282866,0.08427365927574362,0.017380835682148817,0.06937597054777343,0.035572842009177506,0.02571547340589361
ICOSLG,-0.037191858337885825,0.05517155189391043,-0.02417495529720581,-0.0032459953826293126,-0.023948456653617223,-0.024547845845873537,0.007063553396685534,-0.02249182437737673,0.06629153987870792,0.00031351173492355874,-0.017095700229641565,-0.0011386427534766873,-0.04233564847193776,-0.005433636494554885,0.0639938701114437,0.03483253567665816,-0.019067417355134564,0.005550643170171099,0.08901291598630327,-0.05701365096521504
WIF1,0.15929361515744386,-0.022891651422874745,,,0.010026851908865065,-0.06044912828006767,-0.022060427597830022,-0.021097361582828465,0.10243778360908501,-0.062312498054901806,,0.023769385484114215,,,,,,-0.027582101279042995,,0.03288952464611059
NPPC,-0.030496654606071833,-0.0007432648523393329,,0.05710594990231067,-0.02784811838629667,0.015366789572551809,0.03987486739226124,-0.02680781749334349,-0.02773109622640668,-0.05073166982388962,,-0.06154282865933766,0.026146281829989553,-0.027340535428533104,0.020642709197324836,-0.0006680971392350371,-0.036913374504186164,0.03727422840276958,,-0.016254987081781327
LYZ,-0.031496263771310914,0.08588694342727873,0.008767896191790452,-0.05142505415059992,0.009274845260805862,-0.02967657933685432,0.09597215081213714,-0.025257015338608902,0.06656286368533464,0.10044762441370697,0.11187912851338311,0.0010069163598139252,0.05361572235845336,-0.0175950263070237,0.06976503613074031,0.03295195279903088,0.04376041045159927,0.01760546826134079,0.1195159620080646,0.05896072853177677
EREG,,,,,0.05790557788397778,,,,,-0.02798310236097029,0.014848104420097187,,,,0.004820672779002793,0.012365508363628017,,0.004588813349915128,-0.03749920869985865,-0.019013213441029964
SPTAN1,0.10586272939531009,-0.010735310747518156,-0.030009680721179315,0.004119417100219855,-0.005603849538630673,-0.000642099641493593,-0.013005818249955356,0.03626687428181982,-0.024547272642326225,-0.06428462381267283,0.142661269472654,0.004986317004453984,0.027813964091239037,0.012174906405843292,0.02761501572039971,0.08416949035481126,0.06428982858535882,0.01373724215416105,0.013130338592859439,0.09067163559527879
PTH2,,,,,,,,,,,,,,,,,,-0.029446083020965668,,
LIPC,-0.03141618429935205,-0.043954495054627195,-0.016021563247113926,-0.025665358304767967,-0.010209994860326805,-0.025573682756950777,-0.015198603080738475,0.007990817859227554,,-0.050117226303880526,-0.03897099978408189,-0.016572958451949386,-0.04805291744894403,-0.02796635374110267,,,0.012277974894431611,,0.010897582547324832,0.011490990192389685
COL8A1,-0.066566075919776,0.07581501275766954,-0.023370647189740763,0.016566389575906185,-0.004422084370115216,-0.03773677385701839,-0.04025488907295244,0.010115709473369967,-0.03238260412536604,0.047638402032770935,-0.053441370698632765,-0.050643741639923204,0.002423860872369507,0.009212039139703608,0.13176520358328803,0.09313114951437493,0.08834089151078489,0.04122467409350332,0.0020591793689451626,-0.008617142717045728
GSTM2,0.053367625420778,0.06351503995299901,-0.023326336521126517,-0.0031710639871998145,-0.05052595038727507,-0.013945562967811844,0.00022493596731351762,-0.006630002391622793,0.05903873681709792,-0.044507469059388245,0.07339528616595312,-0.05043218234484512,0.011588540249214472,-0.03294675538642855,0.019299969547392472,-0.011226750638732871,-0.03240896554344876,-0.020739109615398106,0.03633821840498702,-0.06922414628177416
SPX,0.12343347362499954,0.054583592250468126,-0.04599098406374867,-0.034857291877727146,-0.050045494172806605,-0.0108278475923246,-0.0006952858605210185,0.041790901830467755,-0.011132970376619544,0.03350383245094203,,0.04151102061579218,-0.033191347611612444,-0.011448648745737516,0.008250116070994363,0.02204202094331289,0.026249996650674394,-0.018510755804843664,-0.00922269381009907,0.10892334443400717
MFGE8,-0.0730031089823747,0.14735333324901798,0.055535775763184664,0.02275473633385731,0.0932246553843925,0.03363942436342782,0.07647710436321442,-0.025469250431169616,0.014952656456398653,0.032654751364832195,0.03840926118481895,0.04163180195372449,-0.013254679809034563,-0.021488987288995856,-0.0009325258599084972,-0.0029525346827347816,0.06418196295003534,0.056278614121178606,0.30371029364098157,-0.019598752786502933
TGFA,-0.07882169812471486,0.04793535126112839,1.6160389573131635e-05,-0.020280710429512728,0.06911920484978439,0.02943262685191317,0.03744828294593642,-0.03516431382372416,0.03608966716436262,-0.031316461777811895,0.010194335061691312,0.01142670636296709,-0.022725428838715474,0.036727423198464476,0.02227322868586379,0.09747511622257739,-0.03521915889780704,0.012596147218876379,0.06897302707083461,0.04754876244907814
SLIT2,0.10970248665552106,0.022711533080250278,-0.02775697255678503,-0.016499870587126944,-0.014430322574062154,0.0266998983288508,0.010570710652100163,0.009926135901711644,0.049658085427263896,-0.003918261647834395,0.03636709796465846,0.061225075751341694,0.015756696309336148,-0.030919727645759957,0.036750885113982,0.03261970183783958,0.06273967037509263,0.005139874702702267,0.04518634759363306,-0.0631139986287967
PLTP,-0.011639581909784858,0.01450284163250737,0.02745143748599363,0.001377635413577935,0.009705571455597728,-0.002531765002263184,0.054280620924602625,0.05830179891577707,0.02917040554115797,0.1089375617941064,0.10375360235259333,-0.0030459159725251565,-0.09130612499112596,-0.04214507913109703,0.13577099999302794,0.10595734419399226,0.048905953304296,0.06346394064826213,0.08190452005055195,0.03464245848287307
APOD,0.002990870640489643,0.042691296744792114,-0.00045633685113406357,0.02828713246204685,-0.00372130136211068,0.014921395901036364,0.03641967934893964,0.04892986864097036,0.087012326688261,0.10718854283831283,0.01325506511908319,0.06312856053553464,0.005326091677088058,0.009263157837905718,0.04189938915707618,0.08689491856044515,0.01197787015191541,0.11030678460015694,-0.025303691346877998,0.1996223723000652
B2M,0.10420575040879008,0.07991429689049288,0.02345170627632289,0.013488769984239701,0.05730227727431419,0.0589207316747943,0.12627813142339164,0.07389389083302214,0.0737513426593766,0.11088156890014776,0.2030797944406971,-0.007034058313718536,0.02927960668315204,0.04740391573297742,0.172081546199851,0.15862306982721988,0.07191405522357089,0.06656120774186938,0.21222996107855543,0.09131795162768917
OMG,0.17959238852548529,-0.04484152090068863,-0.0836931331084654,0.024878781178823476,0.004730372251565523,-0.030451351923720185,-0.06398953318120686,0.01787644042585925,-0.026618426745863413,-0.057555587878055633,0.03680833361192621,0.037462328584526305,-0.031259881910906055,-0.056548596641182156,0.003128458772329343,0.05341308916165907,-0.07960306986697166,-0.050251745643471415,-0.00754607074689766,0.024085831660906967
CXCL3,-0.022183966352618805,-0.010146223060158317,0.008126204552725787,-0.031335345102236394,0.02316620589230586,,-0.024424544282416194,0.018191059120387414,-0.021346500141680023,0.002983667585127712,0.18533217508249242,-0.013070208452053624,0.03342209481536877,,0.008260927555886899,0.03057148344362419,0.04798067332292592,0.05072228513588515,0.02799336835680171,0.029383450030811737
CXCL10,0.08648293142588842,0.025201197740709627,0.035454019242878096,-0.007592506975554147,-0.010616021681637076,0.011344486219607285,0.09865573233284744,0.06354901148553493,0.032323576638014065,-0.048275366775682726,0.07193211861364546,-0.02077014295767813,-0.10260987896604257,0.13610643768874753,0.025135357143271222,-0.03314191916685252,-0.03691337049046441,-0.021811547369179327,0.1644773216176282,-0.0006047981957741205
RSPO3,,-0.007907598282838229,,-0.01658545985288395,-0.024952935945812032,-0.01709157002890994,-0.0032230909933911875,0.023273215740603117,-0.006057257250228162,-0.023718593974078557,,-0.013658115928803782,,,0.05407063381028531,0.0026399119410674752,,0.03750665942455149,0.02908221814207298,0.0639541497709633
CORT,0.046147073117174676,0.04608305423043198,0.014831609755214943,-0.03719416723692411,-0.030284155294330393,-0.016177903854971202,-0.03656601088192783,0.09177780229551695,-8.624296067333719e-05,0.038658081749224665,,-0.036234557419539,,,-0.02031369126340389,-0.02585670258478612,,0.04995754797407106,,
