,UKF248,UKF296,UKF304,UKF313,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.031755769832000014,
BMP1,0.08886903402225332,0.020955948979719058,-0.03192749860252076,0.04727316792683135,0.02283217178692764,0.324834331775281,0.10713630281541787
NDP,0.022875243574841376,0.07196482096312344,0.0005447107449642869,-0.03300724975780951,0.01683050098143045,-0.050369929464319285,-0.0156993083153925
TNFSF18,-0.02335305341352694,,,,,0.07701592681569325,0.026619526342766275
RTN4,-0.004823098326319924,-0.03933538420904128,0.04877210427420278,-0.08059527879789363,-0.056558596984889555,-0.0822857329617821,-0.03715348693110923
HEBP1,0.019095209698014076,-0.024326786918649496,0.01080088057051766,0.03102405562734798,-0.029129591476004288,0.040603328682826595,-0.024737728267482936
WNT7B,-0.03455995746810744,0.02059344253605482,,0.05898953113757444,-0.02179262583246161,0.07997498784276576,-0.025976966240608915
PTMA,0.04985069765141145,0.0076128061297569775,-0.051445947405735444,0.15781295453901306,-0.03810269565292587,0.2135549021482596,0.0316625303678605
FASLG,,,,,,0.01391103056878429,
CEACAM1,-0.014863578491002827,,,,-0.01446408271042683,0.025347719825371998,
PDAP1,-0.026212333585327558,0.004913717730689193,0.0542607993307206,0.08843289105760273,-0.0616374835855055,-0.04840364598108965,-0.05527960690502301
QDPR,-0.0459236579241906,-0.04924163260502498,-0.011578406818411121,0.0738048518806404,-0.0695833425281805,-0.04650007079753182,-0.045611545279515935
POMC,0.024150638540060113,0.042741525915035265,-0.029087332622425,-0.04351535283801585,-0.023661339230898554,0.06378803649887171,0.07476889689522612
CCL18,-0.01854834158601757,,0.008312455652362806,0.194933424705741,0.12640959660708298,,
CCL17,,0.004057343708326759,,,,0.10729975958387793,
VEGFD,3.084194791484e-05,-0.02652537641537573,-0.022142149706165737,-0.029400731418183845,,,
TNFSF13,0.03491141957577144,,,,0.07490784951289824,0.07259867358376966,0.03681800428982367
WNT5A,-0.006858046312656095,0.04066197941354201,0.04368371261786093,0.016206405386280986,-0.040403413181852935,0.09039946372272768,0.06024711162546192
CXCL8,-0.03377848703856671,0.05036822342119395,-0.025616411410076208,0.08073720642372545,0.013987798748195626,-0.03003301646203071,0.04850382412986896
GRN,0.10397796825120127,-0.01944990735519819,-0.010447115368806544,0.004408565443855665,0.05976223176665846,0.24987461032684768,0.04998640960271175
MIA,0.015498208943774558,0.061180668064755736,,-0.002173955369223678,-0.032559924535585795,-0.007475131340857046,0.03924616534242523
COL4A4,-0.0067740862207313094,-0.027621031888115648,,,0.04939627268288504,0.08197799799025046,-0.0027651018306620364
TAC1,-0.024791913215960606,0.004161511526276814,-0.019799743452822132,,0.037777797242655196,0.000335727736995558,0.03582979645030209
RARRES2,-0.03204546201972955,0.04095150511989627,-0.022140171849114435,-0.06511903154514626,0.07574336322318762,-0.05016995557604024,-0.01217713439404211
FGF7,,-0.008513915627443962,0.030949510324618665,-0.03334793122056701,-0.01234826032578327,-0.045098293547973275,-0.0028351605267639035
HBEGF,0.12205254189470116,0.01277120479097844,0.014465377003945136,0.1311530974835404,0.07612433278156089,0.10161036788344925,0.11403272760011308
CSF3,,,,0.003886003755045864,-0.0020841421470800424,-0.027334438157290475,0.07955782499475943
PI3,-0.01951363737910929,,,,0.0168596178076819,-0.08841860370192316,0.025517440432062017
PCSK1N,-0.07589538821493161,0.03686319107217261,0.036797756097661685,0.14575883873064557,-0.06744812787787038,-0.18482260903512948,-0.015445007036236838
NTS,,-0.030222319720605153,-0.019935047394021712,,-0.03965463056681638,-0.03304543158852276,
SFRP1,-0.012852895641929759,-0.02776282605352637,-0.04826293213863647,0.02314229938851899,-0.05906511170431705,0.12396582189412672,-0.019830153652660533
CXCL13,,,,0.10226677634868057,-0.009176593962767798,,0.07748384297969875
MICA,0.1349581735702069,0.04340361744929418,-0.0030307251775066233,0.03803231015053354,-0.007648489048592558,0.18640622544652571,0.04008109296051523
TG,-0.029209138168723014,0.050257564062681614,,0.07194960462088971,-0.0170662427987364,-0.02474484632080039,-0.03158787959384494
ADA,0.11903276508933933,0.0007324856667165514,0.0061237549577919225,0.11174865878043698,0.06230343570306441,0.23370638830979176,0.1001151239057366
LAMC3,0.15709849839891907,0.1578020433408582,-0.007167198621077407,0.06238928562349764,0.15128779709371712,0.26197265924733665,0.13638452170545315
CCL7,-0.011798312171152976,,,,,-0.03116673815067585,-0.059838924600353616
NGF,0.04833828859216753,,-0.01993506051992775,0.10612534153662073,0.030138842572396553,0.18528414859291725,0.10084806744428666
TNFSF15,,,,0.013649477023667325,-0.012876848011727412,0.14031656584666147,0.1336655944200105
HMGB1,0.00042075935328897955,0.0006370779215356835,-0.0152009680340492,0.14082750745235142,-0.038735091588073964,-0.1258019352749631,-0.048192397881019
ITGB3BP,-0.014181369331062189,-0.015094446919242135,-0.03939441993512118,0.06454428537305267,0.00570350265255621,0.029275765805931435,0.007248036743898966
AANAT,-0.017117555972468272,0.021187086916301202,-0.018741888662260658,,,-0.06026868443200695,-0.021577403021955217
RELN,-0.036954697756209715,0.012775099423296167,-0.021357250565225815,,-0.015553836904170832,,0.02470167315280596
IL15,0.04146473948930941,0.03507575002562569,0.07269671208542022,0.04598436892414832,0.01996331089726118,0.14428730312656593,0.03478863577094193
BSG,0.03888079898507193,0.03916993558033294,0.04922370189637998,-0.02075888600023117,0.06581429524357287,0.011005216801171308,0.0599650555367038
ADAMTS3,0.038078611811705076,0.020619600675484438,-0.030095069331442622,0.0011202218870677728,-0.02256487696828389,0.08873361737996789,0.08891922487289573
CD34,0.09959151965296159,-0.01694341621947362,0.07192272196123099,0.07654292861897095,0.08356068412594167,0.2961894408287814,0.021630723468209826
PLAT,0.05871261874946188,0.07638652080790209,-0.09208596632595029,-0.03051571467773365,0.002900148666562406,0.19100964788204433,0.04570436988595089
NTF3,,0.001202349375778876,,0.006583232037118988,-0.03503658716846916,,
LTA,,,,,,-0.028876540235396965,
CKLF,0.01856952799076297,0.003623148871619847,0.019523384372658045,0.09002147528636913,0.012156557569754034,-0.0702483797660154,-0.00456140712758388
APELA,,,,-0.004881729941102627,,,
CD24,-0.004437758650848934,-0.0025847744149625515,-0.009741729140951965,0.09438241922286232,-0.07922479579341372,-0.09347046490372528,-0.006836165549988572
HSP90AA1,-0.0614902931473244,-0.03242946713446207,0.0664779319520731,-0.006903311333898148,0.039259032741784515,-0.21134798092740806,-0.09400053295376704
BMP4,0.09622819877404634,0.013603227778481214,0.09866283746576583,0.05862197353049906,0.03937935884205613,0.19595937005088795,0.01725122346010578
SCGB3A1,0.07546424409787075,0.022005757649253013,-0.0007232964186721686,0.005002120521710628,0.0278655012327673,0.1415524016719534,0.005613472826757105
IGFBP4,0.1349192497120416,0.06638425042939147,-0.013511897772890902,0.07680645272183749,0.10371404364784238,0.34870070625189964,0.1630774838917508
RSPO4,,0.05460202826384549,,,-0.018009026556874103,0.013132741492189216,0.03079466353174139
LEFTY2,0.023948739666825397,0.06588377277226236,-0.01993506051992775,-0.031804043918900904,-0.02449108633572612,0.19238560231030108,0.02075402422289566
PF4,-0.012238853747572203,,,,,0.07231185477049075,-0.021313762195087054
ANGPTL2,0.097909940328541,0.06195474033321068,0.02335353681680016,-0.019780525041826886,0.0030720802692751955,0.23387988421613243,0.09492279942721207
LRIG2,-0.013828806033535633,-0.03810642126691791,0.014287464774470533,0.043203683552585526,0.020548469212684595,0.08613154165493704,-0.005365804228173677
ICOSLG,0.047501330101921556,0.0075424929275011285,0.025181344029728898,0.017928387031690054,-0.05607118131758285,0.1338903463854016,0.020186342150698523
WIF1,-0.022021830789880816,0.008655289843093996,0.06881139118045308,,-0.016741134573253363,,0.031529704980810605
NPPC,-0.03660152089203152,0.06127060958308739,-0.037506605328760066,,-0.02716589529704783,,0.09896011547499627
LYZ,0.022130944986383672,0.06185754657199529,-0.018273084746676556,0.028604650509195483,0.051039539692944044,0.15028195650003356,0.005987311386370578
EREG,,,-0.02050735148556014,0.03867374823266425,-0.005578467336477307,0.011910768377979558,0.07571801073951623
SPTAN1,-0.035313377120644335,0.03204255264069807,0.05721912578861645,0.0073981580576945516,-0.12088815768972612,-0.0007166388127030671,0.03128338145862182
PTH2,,,,,-0.028640351787503043,,
LIPC,-0.014983573905994127,,0.023655759358118793,0.028630992420143775,,0.04916568088083989,-0.03323753632347896
COL8A1,0.08304543709677467,0.02669720984049636,-0.03575517788949521,-0.10633386091793218,-0.0022400286401376298,0.0603837067965869,0.059585835254663516
GSTM2,0.015954751021446476,-0.026636649263368627,0.031215066987704747,0.050215300260366254,0.007906931892018866,-0.026517062026444476,0.030223456898190747
SPX,-0.024233563556187596,0.042450729528167995,0.06919664833919742,,-0.034009707367911014,-0.03800857058881628,-0.011040950204636583
MFGE8,0.09811316171606176,0.01610566853533313,-0.01434622793626623,-0.0622205770362655,0.0986533881499295,0.31917365598378833,0.09762382655082741
TGFA,0.009385641828550393,-0.017474687665248952,0.05262092069930712,0.0237839367621889,-0.019326285293030578,0.04836259131592797,0.05083992229094761
SLIT2,0.09234617159559316,0.0337200721208438,-0.027670535081505247,0.052935840073875313,-0.03313462156094009,0.08574323224939998,0.009574061629936025
PLTP,0.08426615353367735,-0.02313397786348745,-0.05029416133992863,0.0913689119698836,0.07852914951882661,0.031516905998885104,0.07200726350962046
APOD,-0.05184934341132451,0.17112426467673247,0.020543149331169727,0.03225579547349944,0.15224091305278076,-0.14881655513526412,0.12751858769711694
