,MGH258,UKF243,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1019T1,ZH1019inf,ZH916T1
IGFL3,,,,,,-0.015367754731749853,,,,,,0.10737883852923943
BMP1,-0.03892144148466076,0.041600580566288736,-0.01752287529746935,0.016664931611625383,-0.008392126133767773,0.12165378791753534,0.02696327352308707,0.011229403578181571,-0.012119890496115183,-0.05950777944311976,-0.03668928625165289,0.023593430795686144
NDP,0.06051704812472846,0.08077753298137402,-0.0015217744452442998,-0.004073961166715166,-0.028269319695077195,0.02875538126526793,-0.04601138157166894,-0.014207574265508567,0.05594525834290877,0.01515384812468265,0.06730188227422311,0.06257966987208544
TNFSF18,0.10910464598705745,-0.030822770609452592,0.05962180290865032,,,-0.0062633029340264075,-0.015563756506000304,,,-0.04683544664726532,,-0.00815056611367918
IL36G,,,,,,,,,-0.0174564394854437,,,
RTN4,-0.06253786969096854,-0.044988878214308685,-0.02815517290033209,-0.028954544231310945,-0.017138434151572495,-0.08626347244288607,-0.02047499264346644,-0.02485335148223032,-0.005042552251412882,0.05619999581725177,0.020464883746362378,0.02293739484074604
HEBP1,-0.001691902125957362,-0.04907620278892046,0.04966180380752317,0.08066355100939598,-0.009556220668150414,0.04537839739934506,0.030463016759623558,-0.006628137180740634,0.014747603835732547,-0.021228513800261428,-0.026785019756958083,0.030095533515103284
WNT7B,-0.018635836291378705,-0.019713594759497965,-0.022983452153639523,-0.03775219151600992,-0.04561157356850507,-0.03297952190206096,-0.03107552877573754,0.004476274488781803,0.05328232085037768,,-0.039541765423199884,-0.03131282377817267
PTMA,-0.014389799211642027,-0.05017888123592854,-0.0036084337103766025,0.018614355890912797,0.007817991185467669,-0.0761486071761373,-0.039990110984994436,0.033194446539741865,-0.000846574701448552,-0.10520586013982129,-0.05326859046889375,0.011820682470147472
FASLG,0.03035163427528721,,,,,,,,,,,-0.017005256437979795
CEACAM1,0.04606492155769844,,0.05517516387208288,-0.0070808407814261865,-0.017528509567950348,0.07508018559633264,-0.024478081167388636,,,-0.02634982116078927,0.22554736983016394,0.028499302783468114
PDAP1,0.05936777993994143,0.006051436045152335,0.028745430260219074,0.04251670325457956,0.0033701027458272704,0.11173159825926339,0.060557381216022235,0.02031927283666843,-0.03571910026380388,0.05179855274461535,0.026934787298552535,0.010420267139238108
QDPR,-0.020317468583988304,-0.03188737992126026,-0.05548235150477756,-0.007768144480200813,0.015433092386696462,-0.121461263662071,-0.018535755117499754,-0.02934213616713501,-0.04595231331314713,0.03923776546990734,-0.05153966618621247,0.03407455733612471
POMC,0.021189574383495897,-0.005926077110185416,-0.031340653225720994,-0.0048235849305586125,-0.024150052728013564,-0.01819863550530708,-0.018058952296689485,-0.026422055230406874,-0.03740060869801057,0.023574666542376683,-0.04506856848911341,-0.046384101918282294
CCL18,,-0.026040102577559694,,,,,,,,,-0.03376322464911013,
CCL17,,,,0.0022073398263845953,,,-0.019411034533299273,-0.027077865046951498,-0.01594695305810178,,,-0.015413354937105899
VEGFD,,-0.03280296048176224,-0.02526349380634815,0.011739699916465923,-0.016770285522681203,-0.02574511148006458,0.032602287094119456,-0.019861941476083736,-0.01709084352271505,-0.013881171527366575,,
TNFSF13,,,,-0.019028213280476294,,,,,,,,-0.025114775369550594
WNT5A,-0.06427693273613473,-0.00603738740696225,-0.001252853197978114,0.03141051920772892,0.031116872658903984,0.06804483998679202,0.02434964028748833,0.0020811170960491916,0.006459823933514836,-0.03426378827033751,0.05025678150935321,-0.03270135405523937
CXCL8,,-0.028452130093253765,-0.023655238185231225,-0.025304419495108903,-0.020364652143978836,0.004590426536074525,0.01082466251580026,0.011897196396633542,0.024547268969150122,0.09397908589505935,-0.0594454727860112,0.02580128917669465
GRN,-0.07811476159418318,0.08450023627542512,-0.04471596632736422,0.020696658193453694,0.035040702171432646,0.09677449713046465,-0.026817318996311155,-0.010644920556630615,0.012645732042320607,-0.05145168803122243,-0.049669568487018624,-0.007035913959870958
MIA,0.18273989916634084,-0.03554565251508044,-0.02246758464391326,-0.02335457745557068,-0.017789195015084244,0.1900119554552559,-0.0006374709765294378,-0.010131178399737477,0.033527956974679876,0.10480691364999839,0.09234020048483244,0.011769283123331378
COL4A4,-0.021582575291310156,0.0016726805367422981,-0.037783785478837054,0.06566054690405126,-0.06171484434750635,-0.015143781613976086,0.006511843446937257,-0.030127210822823755,-0.022705361000162134,0.05178259562073775,0.02366946845078607,0.003837320427959561
TAC1,-0.018635831420687282,-0.058718929108932845,0.0013033622396474642,0.06436798586252974,0.0076169018847278905,-0.06396694565289082,-0.03798026034749488,0.015100157349188245,0.024076016325628016,,,-0.02026242236072333
RARRES2,0.03245232721092898,-0.031099037258656884,0.03190122190205953,0.02833079928246451,0.06915671087424201,0.08714442814245414,-0.005047192702090502,0.02896994832176836,0.02799741417251974,-0.024125252629839923,-0.009092818645854457,-0.0033927435833233117
FGF7,0.017757695282943926,-0.012881454007881854,0.05303919148145048,0.027507217642317824,-0.020209115138032332,-0.015912663275037358,-0.039662426563354385,0.09783948446596706,0.08969194672686567,0.00900546154566291,0.04206618058532057,0.06571773435208861
HBEGF,-0.01923484507671787,0.03824816263677636,0.02066990520648158,0.00749048260177959,-0.0325093651969346,0.056485292795037424,0.07780573276626387,-0.017699528649312478,0.016384059833117744,0.11512102617834746,-0.07192902593351717,-0.044244923054930746
CSF3,,-0.04688426168724389,,0.03110973684831696,-0.01992969467183247,0.031320328803194,,,,,,-0.016227884958125705
PI3,,-0.033096960938635546,,0.005678459686429731,0.0085252893398473,0.12987936979343181,,,,,,-0.03525780282775025
PCSK1N,0.04899797382110861,-0.0020592636605367594,-0.04641998870489188,-0.021300835687344383,-0.013581955982687686,0.003256365095715332,0.013959660799650896,0.0067663460239653535,-0.0324140665676615,-0.08454143620373705,-0.016797092865026897,0.03581607638347475
NTS,,,,,-0.004898503993812542,0.05868733694481052,0.11060191851937495,-0.046948281141317945,,,,-0.024031284768834062
