,UKF248,UKF269,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,0.09987350804916628,,,,,0.08239017548673408,
BMP1,0.012668110352860156,0.0646930032270883,-0.01335420138493178,-0.00797579606175347,0.004085030752102777,0.019052058172502842,0.15276461431923719,0.0504327073041298
NDP,-0.014690010732523542,-0.015400521606943747,0.04846949566205142,0.06791029074695695,0.050436065991129014,-0.014358780366403628,-0.055465794483522644,-0.034893790174600696
TNFSF18,0.01085586271037895,0.19068397298688813,-0.012622089051545443,,,,0.06441839864491379,0.0380860801261949
RTN4,-0.02002398901500433,-0.08195521927767599,-0.03470616008148908,0.006402431236025232,0.006822061266969085,0.0628980575252307,-0.024352143647286068,-0.10673887231654866
HEBP1,-0.0243247671647263,0.040835389009199904,-0.010425850540199372,0.08060731500609401,0.06171357759878169,0.046758686479449085,0.06602598906701368,0.047085413206591376
WNT7B,0.06218984900778962,-0.024259632673431668,-0.036180043305471865,0.031375179656828504,-0.04929877370345917,-0.024153405809618368,0.0372259148153375,-0.05285472752963356
PTMA,0.04624403246306275,-0.04540581671474395,-0.009482756523061707,-0.04135549983513073,-0.030382887668735606,0.043084038037518445,0.11128280211656327,-0.00023212140731957969
FASLG,,,,,,,-0.017342495370151135,
CEACAM1,0.0468850354579747,0.061924062397522246,0.008378519578089562,-0.03044132723532573,-0.030370461004829385,0.0007314004120855561,0.09686303164984818,
PDAP1,-0.013984219558877674,0.07237308870308186,0.02463718886915133,-0.0289055071258397,0.008162010801887894,0.07976836753712907,0.009671537318678024,-0.028665105369025456
QDPR,-0.045392975447574334,-0.10549339753813441,-0.002079549016376725,0.056282967457773864,0.05087244615805448,-0.0011208243659639697,-0.08348702435696202,-0.08293609900727915
POMC,0.0553731818175687,0.060321113845047895,-0.014645674004122807,0.028597497262189752,0.041018690700503596,-0.027809611473230918,0.054568911554591315,0.041116523396906544
CCL18,-0.025033668616951006,,,0.00020846593102058999,-0.023296609983187045,-0.03090421925786888,,
CCL17,,,-0.015742202492532522,-0.021596648271809137,-0.02456997387340701,,-0.015719024150570873,
VEGFD,0.0031353441388014187,0.06236175673412853,0.09740230772983657,,0.05146321695332849,,,
TNFSF13,0.05420217765686403,,,0.011824002598825782,0.03303797558085476,-0.03140792397788381,0.05445996889249478,-0.02644443158509638
WNT5A,0.03742202978049905,0.08488369480735283,-0.009292205565929593,-0.04658168994942415,0.03238894535122999,-0.035420191357744255,-0.0024425876411054283,0.061310434183033856
CXCL8,0.037122361498018876,-0.044709695860380975,-0.025464568749154832,-0.06140686405297559,-0.14935755446406576,-0.07621859210106506,-0.04617820980457908,0.01330120800129779
GRN,0.04123437822651233,0.08549920129121015,0.008820733678041493,0.01828391019938868,-0.028991205034488467,-0.02270475217488893,0.0566214770894346,-0.014175763033932243
MIA,0.011927491258884378,0.04985673277007649,-0.03094150723549087,0.06873121439268613,0.08602662856706227,-0.023761883168068137,-0.017990092992701042,0.045874118425847335
COL4A4,-0.03006523261625839,-0.013226371567409783,0.050156260066080385,-0.024081581294472174,0.050711348384363225,0.08617425709567146,-0.037113331331869163,0.07637237382399348
TAC1,-0.01706550338200858,-0.07219959216916359,-0.029741260164059376,,,0.005365031421210457,-0.02066425562357689,0.005510271168225572
RARRES2,-0.000968054317608829,0.0686300554949679,0.02354443402442164,-0.06869280306408668,-0.054664163701798135,-0.017920529588569774,-0.08523221528180436,-0.03194269086166751
FGF7,,0.015174579780436268,-0.037466473553399986,-0.007596256498567511,0.002173013616913964,-0.002969041444484051,0.01825092188279876,-0.0052949877115391645
EFNA2,,,,,-0.028865090700384597,,,
HBEGF,-0.005772777789325513,-0.004069063321509029,-0.028618927949646867,0.011094335861769616,-0.01152579608426626,-0.05460317555134854,0.045300978450393145,0.062376226721972586
CSF3,,0.1740549389483528,,-0.011829376346763747,-0.07008210646412741,0.017346353802226655,-0.01654970748486249,0.0012248735086983556
