,UKF248,UKF251,UKF260,UKF269,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
DCN,0.08482357901223414,-0.006365588043236166,-0.003913030147844666,0.06489969352611213,0.028401737209899313,0.061311959890088495,-0.024629800636758462,-0.05600201375579479,0.037007745182733726,0.03780099831575176,0.01854260716039702,0.06097451736253506,0.0013892072378263538,0.017463592607371917,-0.055718275456618116,0.03705659840698564,0.05632148707891951
RARRES2,-0.011678344068888166,-0.03218558514730739,0.005385030688710617,0.047754584115195294,0.02521736699510624,0.09265995888939188,0.03532733686678653,-0.05290207121092441,0.0481252735713117,0.013940163626593937,-0.11835038826987132,-0.03112564594360396,-0.02051975834757161,0.04336139771431658,0.12633597586190015,-0.05607766763761624,0.06719228589478096
SEMA4A,0.0935678600728701,-0.02627751982240449,0.012950051873914141,0.04396407420470014,-0.010070109837615028,-0.026493165849130543,-0.01783505122130075,-0.02075827588693603,-0.03962396897699803,0.11059509310328382,0.061044263649151484,-0.04139868170164324,-0.022605309097693267,0.008026992416167507,-0.0046610115377021906,-0.04912332833821455,0.11575079825558203
GDF11,-0.005586766632648027,-0.044603438193414426,0.02209537217192867,0.06854003208387976,0.019627772654824488,0.05976688168120378,0.033991719774396245,0.08767952578407548,0.0323392548350078,0.017931348356181903,-0.00806347962636839,0.022104100221135528,-0.043494752296430295,-0.06380794353484136,0.13196993742547086,0.031746945982041246,0.04230049194382081
GPC3,0.01282111570959271,-0.007816743177101794,0.03613533343386738,-0.007818561971515234,0.018408162023750427,-0.06407949825712968,,0.03956713553283764,0.03199060638937783,0.0355509959152553,0.25128273714278354,0.03240995817738216,0.051254571528735964,,0.08932442732816236,0.0022115440190424445,
OSTN,,,-0.009788892881382941,0.015904973823399338,0.10814407587652701,,,,,,,-0.05889302260404193,,,,0.07288027563733593,
GRN,0.08769124868189145,-0.0022849063291062997,-0.027212864167938965,0.022958385181577282,-0.04067834786484556,0.09168181742066964,-0.03507320477087822,-0.061330012680140475,0.09278378931266845,0.03911942531565344,-0.12145866746462826,0.07334539468433812,-0.071005401911372,0.11964230942859112,-0.040339961127372384,-0.0011078600330502568,-0.0313573112746956
CALM1,-0.022471807480342883,0.000906854491411285,-0.0170290535489094,-0.00206205465704859,-0.024693357933716846,-0.04807089872010525,-0.061946787366836134,0.13088516578882772,-0.014954456528900558,-0.003906191448749417,0.12296600084338176,-0.02648508933137405,0.09758572954906315,0.013766366541646521,0.14173996311382256,-0.06766945811792574,0.10428156351396684
ANGPTL4,-0.03423146465596592,0.015918866315079907,0.02175643303865996,-0.036522321300746854,0.006990179461701405,0.005408274903568038,0.055529483320620396,0.06403626627928106,0.0007177854326403468,-0.04106909965535339,-0.23409379157509597,-0.05145598799935749,-0.05243499430749149,-0.047278325893796755,-0.07423968849178499,-0.03152498400201233,-0.04730130605535093
BMP8B,0.04757840687930141,0.04480395302094224,-0.041325646544043866,0.04154336681821452,0.029431414971761848,0.0426326730354757,0.07783069125253614,0.0843193627925092,-0.00712602097033927,0.04960975507058234,0.009624158844612159,-0.011985874582813114,-0.06211034644334263,-0.0181656416552423,0.036363519823290676,-0.012470390068188356,0.05722364561606803
TNFSF4,-0.013707367177746442,-0.012445468646257694,0.02079025640272303,0.02662155540684646,0.025918880878420394,0.06203054538611221,-0.03915589383485015,-0.01849758556305399,0.00910258002567594,0.11519490734948484,-0.024507363971449495,0.055592938880301715,-0.031536832479744606,,0.05634604919990719,0.11383448574733086,-0.03593717571647874
RBP4,-0.003767894369984174,-0.0074093218077001454,-0.013537827142474581,0.017818785109260483,0.027448005025656474,-0.016439248624696853,-0.04944710735400812,,0.029305593841939304,0.19399059234336696,0.15463650615387373,-0.030012406108736178,0.09623676377141724,0.051369669322809265,0.04390519841985268,-0.03181009688818541,-0.026801772544554226
DKK3,0.04805764145590074,0.003496133006920652,0.0024840277350385003,-0.021287934973640937,-0.003256332699133808,-0.0640034943193365,-0.09177405537843215,-0.004305242635492706,0.07143836698648483,0.0879776979074531,0.10980380780866021,0.020606611836415604,-0.0023934174050526482,-0.1010145454427301,0.07315883127485291,-0.05741157265419119,0.07064506417036233
COL11A1,0.026547575359975862,-0.007841492661238566,0.057648884810238415,0.033554252607249827,0.03328382939685529,0.009754574385734708,-0.0234224570099936,,0.07844436964613849,0.07346423225941394,0.006019860640104322,-0.02787227262552835,-0.0791340411172173,,0.03259063301764407,0.0922703507654564,0.07317060398219534
COL5A1,0.067471695354873,-0.004871038568172909,0.02889704639949298,0.032635116871779175,0.03763144928553229,0.0006720884711564696,0.0019047359854089474,0.039906156592588574,0.0515271728599688,-0.030284081843048847,-0.20709411790312812,0.08938372918709883,-0.07910513994477529,-0.04286808713188336,-0.11598646980693085,0.022489487153559147,0.08266890977088533
KISS1,,-0.033828690004180324,,,,,-0.02479165126917845,,,0.004127990288246376,0.12129820160589441,,-0.04416977979818566,,,,
