,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH916bulk
TCN2,0.050983659482631435,0.05494460860600143,0.002265378789967326,0.06478685546964029,0.062034113321131325,0.03554095942887328,0.02709569460799191,0.01041199563827324,0.01664871474446707,0.028077501039798437,0.004690222843464411,0.022006236440090494
THPO,0.03398984552379243,-0.011263898743274478,,-0.009639098026885893,-0.03074720961664181,0.0011016431485937643,0.02334308389814986,,0.0684425032580442,0.23881760721014822,-0.026500877549336683,-0.025160818057501196
CUBN,-0.0038526747202580892,0.026071238263397127,0.0011591471649219265,0.04485352452108654,-0.03315019512766306,0.03893276723379432,-0.004726598985075344,0.017090027432675046,-0.004291463490434372,0.019795045902385008,0.06980295206657647,0.03960660428491436
TIMP3,-0.0053796255982053905,0.0031394770811871116,0.02748725717160618,-0.015322610959718952,0.025165074065530403,0.04236203311267783,0.029769544634749522,-0.025841790058791857,0.04758219469534956,0.0846482878452472,0.07439570637451642,0.029944788868112415
PIGF,0.033208722516274165,0.021402402344517485,-0.04229524158121244,0.040174752937931865,0.052759377240703606,0.00985233189882336,-0.01095616021963519,0.021441311364902408,0.00445204549686702,0.024231747966450175,0.0177000753798819,0.0025732436619616827
CRH,-0.016124023760195384,-0.017396075193919492,0.06494631197522925,0.08443834910609813,-0.030921303534226015,0.029794040476857325,0.01689531434376391,,-0.021573647551314287,,,-0.03677198501881733
BDNF,0.003737872877462367,0.029473550138205337,0.010280115687647107,0.029501386069241915,-0.06568301549093652,0.019727051528434725,0.02299313348579553,0.04178878573519249,-0.017764651764052182,,,0.022139473029306377
CCL5,0.015569241787314543,-0.0016861024388878645,0.05165272443687223,-0.003914697374987289,-0.02739917928468978,0.018607996463265084,0.006400854902282218,-0.01807321006984808,0.0433415434989253,0.00060974314923913,0.03575853936795505,-0.00043152111119364894
GAD1,0.003751251255888998,0.04049929176030197,0.038504609433657036,0.008410588942016815,-0.015510510387583465,-0.03902503234728432,-0.01670021006858278,-0.022908517422753957,-0.024789426055400653,-0.027508118084020768,-0.04684836764332208,-0.052060956933792805
COL14A1,0.09849342592322771,0.02428126446108451,4.668485450288667e-05,-0.022631114827872573,-0.014017046086574279,-0.030296685180319433,-0.01952674900986118,-0.04004402798998251,-0.004067552715827092,0.07666586220247841,-0.010804175859622336,-0.04105522644559493
HLA-A,-0.033078925693582006,-0.06541729347878113,-0.02803313046263523,-0.026960735070598544,0.014803058160391782,0.03726951617115914,-0.030479023391744686,-0.0319501589021175,0.03760176562587113,0.12802392933899692,-0.06532617366665279,0.08461821000566223
CD5L,0.02670078607579153,,,,,,,,,,-0.030250023469846,
FGF18,-0.014589325494172082,-0.013821051649717555,0.06687714172457121,-0.020282729803787796,,-0.014945146210588078,,-0.015877722907254276,,,,-0.023049159506380774
ADM,-0.019134649618318077,-0.08231397778743751,0.041183680615969734,0.056017828349201965,0.08907199396751925,-0.08765308332223531,-0.008441388143083766,-0.008975751103428962,0.07562375457029546,0.010928288575524702,0.03732419596291406,0.08108944001301954
CCL15,0.06875102857767579,,,,,,0.0390908457748759,,,,,
GNAI2,0.010431742013572593,0.020333493176682847,-0.03996144057012537,-0.03439566732708075,0.025861090611301072,-0.031943003030247684,0.03159055972530241,-0.05693018460444505,0.016098325060576863,-0.04337060413845594,0.035911280804583674,-0.0040241988655299755
HDC,,,,,-0.005267641776626096,,-0.018147973317607206,,,-0.05092346388662737,,0.07133964892606949
COL11A1,-0.023505434180330628,-0.01779334683370492,0.015735306482376997,0.008690387490354778,0.028247110939776013,-0.02854357916183588,-0.04618559632720774,0.030348996544649957,0.005965875429886768,,-0.04771863635450662,0.10072647450533567
NUCB2,0.01617161319624413,-0.016413758783728076,0.012196440996921685,-0.0026683773798811803,0.05393222527648216,0.018118384896109188,0.03891190871989262,-0.020324219207178022,0.08786270242202485,-0.011043598582193677,0.027543009557327115,-0.016107557551950646
FGF16,,,,,,,,,,,,-0.016544010606142544
CXCL1,-0.026262338624373747,-0.020318629280066197,0.024216595664731798,,0.027705779643357034,0.0037742311222968097,-0.013565921103005169,0.08532065517261567,-0.021398219047891333,0.03820080421388972,,-0.05311884073139748
VCAN,0.019963572515345234,-0.0036462736881468986,-0.03885771535803888,-0.02085887706253033,0.03469708102403395,0.06334682471830128,-0.03907984942994512,-0.003917814820236588,-0.021438726381699403,-0.209145356100663,0.07024357768546502,0.030260953044420936
MMP7,-0.0491955285890652,-0.02747719082691095,,-0.017969395404207538,-0.014677412968510613,-0.013774365153655812,-0.02620642069779677,-0.0068915281685817155,-0.02437905656391298,,,0.07098338140343476
PTPN6,0.011698761614423145,0.055468446397871206,-0.04880682883227543,0.004557809709682352,0.014289879785242456,0.002718580210660253,0.01683525979165974,0.0387625334634122,-0.0005483342257492809,0.12264717451887076,0.07490752654400182,0.056509663760735365
PTGS2,-0.04039226872257865,-0.012577511227518197,0.03194662092230663,0.052227044723404566,-0.03800270761839664,-0.028256785516822123,0.05087057910505953,-0.019612742495410635,0.06503521706349533,0.03975617757018488,-0.046736261719728264,0.054178255662372825
XCL1,-0.017669044051859796,-0.015037798826846291,0.021202993376704535,,,-0.022623879376719568,,-0.000994713687234403,,,,-0.029880212089979763
CD58,-0.050896140062000064,-0.04092214432507433,0.045302379884906575,0.03193097040237436,0.043269087055013075,0.027345952297733473,-0.0059456197734049235,0.009480228700390458,0.04804247922045322,-0.03641787171747953,0.05821080242619895,0.061454180108101386
TNFSF14,-0.017803383393680684,0.018517584743635032,0.013755798007322724,,-0.01753015946057211,0.03337090412908317,0.07325037493703355,,,,0.1016269771142817,0.01867487621007889
CNTN4,0.02842263315109541,0.053573232207690134,0.06383853534605993,0.04519284272323738,-0.04385084185740536,-0.016489020319784758,0.021990789443350523,,0.06956911929212983,,-0.0312580393336873,-0.044716078372472816
NTF4,,0.041872788731462954,,,,,,,,,,
INSL3,0.06976237849256846,-0.013821048938798942,,,,0.05203115693143286,,,,,,
BTLA,,-0.02193820494426318,-0.019083974096474145,,,,-0.016921131264983996,,,,-0.013067296247451482,
MFNG,-0.05153975340338145,-0.02106505423877429,0.014039727840671468,0.03778575628951602,0.06951262025914143,0.08717820648955484,0.04544253054779242,0.05150994214295043,-0.01979257904837325,0.09575441884693553,0.051392379553135345,-0.01972058193832371
ICAM1,-0.022057673074183437,0.009635998096826501,0.036501919074026064,-0.0212511039508524,0.03751453132763213,-0.00599959478363044,-0.04444629056236835,0.0242388587592278,0.011496049819082517,0.07978599044520913,-0.01756650313359994,0.0298384433241027
PROS1,-0.004325459808252636,-0.004311776313550922,0.029076226545420487,-0.05653596418614732,0.025884875311964425,0.0023685859432940517,-0.008614078864940864,-0.002553293730258673,0.025409564368213424,0.035481795704348416,0.01863462309694175,0.059386369384403934
CLCF1,0.030289989843871525,0.013857114210965242,-0.015021367912513153,0.027051821193985397,-0.045611197080476014,0.021401669994075383,0.004466574270456932,-0.03773230383342663,0.004152306224632661,-0.03714879685404191,-0.05257621305730645,0.09266497539435567
PSAP,0.025877116924686687,-0.0546699469210058,-0.049241146420986315,-0.024178149458885967,-0.05539894892754397,0.04113989329761241,-0.015856713183824683,0.01851076301567631,0.017175704814137393,0.022358735752616463,-0.03568325847538989,0.0026085559042346683
EFEMP1,0.04091937990269502,0.018779652038261544,-0.07085847608000888,0.026160456812314315,0.018141168166942646,0.08602857305090704,-0.04354801123636521,0.0381492944301103,0.08609603237609872,0.0696028256962489,-0.01191123583018861,0.04755319727405875
C1QTNF1,-0.029996876738130507,0.00751465892329136,0.0548677462905688,0.0032520658010309375,0.031897142827233875,-0.025908644674692446,0.0007334934874765514,-0.034957401316520094,-0.03760612012208935,0.07308656598914004,0.04234736182186575,0.08363837169354921
ALB,0.034933987666964976,-0.012701680587104533,-0.04507800130359323,0.06779526617994355,-0.024619513611387332,-0.01734038865349972,0.023325801949978454,-0.014475361898505422,0.05881236912591166,-0.02168427294800414,-0.048686379500310795,-0.023771120424091075
CCL13,,,,,,,,0.07255323534602776,,,,
EFNA3,-0.008373699622438798,0.004260696778840312,0.04246015942330221,0.08052137294385565,-0.020215851793362674,-0.019913570402503328,-0.004954986316240914,0.04281040513810611,0.01932397434480715,0.09201571354464098,-0.016124761157665212,-0.06772967904867773
DRAXIN,0.014985344920357491,0.0017045150969702656,0.008015338658140381,0.048360322660578256,0.03036793204410568,-0.06772363470468415,-0.012084076025446623,0.0040773027721186465,0.05837435239042101,0.0048960473054413004,0.07633475145868088,0.029803546146706557
RAET1L,0.1830138955717888,,,,,,0.06258945574230818,,,,,
NPTX2,-0.06669328514917464,-0.015739549111613158,0.04336112625530992,0.04737440880603498,-0.055028596677383496,0.0012064404697023831,-0.05936637738799069,0.060874491240593576,-0.0023813178348762063,,0.02973038550683884,-0.037842586798997074
FGF11,-0.0024858643668949046,-0.038673709479703125,-0.01794851262503017,0.024265821911562388,0.03188720074478025,-0.045653175357402126,0.01399667478276224,-0.019047838384811576,0.013228552889624046,-0.011603509776105815,0.015846123099046365,0.04087612339802245
CD59,0.055643163390537695,0.014697938149299462,0.06491732178469962,0.00908410875694008,-0.046015241266185274,0.005590743123506903,0.04609758933341742,-0.027553140780933193,0.005546201107715979,0.0461621295660052,0.02693147494641313,0.0008426905245673645
COL9A2,0.055965904992291204,0.011540507923382067,-0.00040534928351082327,-0.011403489992809525,0.01978644173966831,-0.008104800734623665,-0.029506189091476717,-0.0438146079590072,-0.05018873418269286,-0.0021609597536128332,-0.1079628725763227,0.021560812091533262
DLL3,0.04077537450886052,0.042076936152996354,-0.029257147561157135,0.013844412718491047,0.025430749150022837,0.00453750088739224,-0.0018879276106931213,-0.018549012975467048,-0.062170134041134605,0.027096073242290967,0.07697073687015751,-0.02899899769599771
FGF5,,,,,-0.019604380094330246,,,0.037911638634825724,,,,-0.028379524370365186
LIN7C,0.011986214600756802,-0.004110985936318242,0.043472378240692985,0.06076948526215754,0.012342160027894566,0.01831095389612093,-0.008148049801163732,-0.02843335425071582,0.025276853802078107,-0.028936086390077474,0.04794725028702335,-0.021848665776762068
GDF7,0.02121624715103665,-0.024660786372889244,,-0.024553039032690807,0.034980349217997746,-0.005866941498328606,-0.013250334700329637,,,,-0.0194423613676087,-0.025665207623234307
PSPN,-0.06551333195465973,0.022970893758837242,0.06725476535717742,0.005227466151729484,0.014500615892917778,0.040330158814454314,-0.01025603146242576,-0.024647751900700832,-0.03739233016949421,0.04239488629129884,-0.006252159996339612,-0.012058326396197838
ANGPT1,0.03594372772806128,0.03075631741865672,-0.04474223696932817,0.07257552798047887,0.034086671096815985,0.018773874619779172,0.003309899920820895,0.03951085638762022,-0.024997617061806934,-0.0740703660463267,0.032477062054166304,-0.050803702841413376
PNOC,-0.016895931890689695,0.07669563871878829,0.08913910381504798,0.07714012709081321,0.012050465453731545,-0.022929666993503208,0.0010888290868615452,-0.014475361898505422,0.013526540359984322,,,-0.0033126851174159503
L1CAM,-0.06574761117022104,-0.0041115158346193914,0.0056851147545288845,0.012838395611678514,-0.008261594658687902,-0.024123492135952267,0.035961430786145616,-0.03792461540555102,-0.006844671624949803,-0.051353399682517425,0.003112134784645463,-0.05675869980682706
APOA1,-0.02186274123222816,-0.021524000173075424,-0.011489746924434299,0.031288302092124895,0.02420690241118922,-0.020682808882429356,-0.00781099513782347,0.06723768417178129,0.018081807037044664,0.0956437251370891,0.00851519000423057,0.0700087360540653
PSEN1,0.015166125141254719,0.03405207537837817,0.04618281877639449,-0.054171811225697454,0.03061080876926089,0.0217793312749506,0.03529720803736134,0.004670891720943533,-0.04538307183039754,0.12535203197957553,0.060212396809925725,0.004937030118334692
CALM2,-0.0652978307837983,0.03694700871168041,0.0366197011809865,0.012449445949234313,-0.060454274381790456,0.0008863763233795413,0.029249203106690106,-0.0072453699067587165,-0.03687246866150453,-0.10194886079304266,-0.008050097358288455,-0.10318486873720607
CLEC2B,-0.05289225295124684,0.020158258333046446,-0.02521648320144124,0.03859441199839102,0.034223414446455616,0.007894338507198296,-0.022325688422458172,0.042511777892466907,-0.022505410856958112,-0.007080170038537816,0.015949337215487275,-0.01834791141711009
NTNG1,0.018741937656316435,0.06556407190535163,0.050737621496860445,-0.05379682804196668,0.04514487264968902,0.0011625917136948878,0.03309714681979879,0.0904972980577536,-0.006593511125686232,-0.03950162934806936,-0.029534431233463665,0.05406438851845272
LRIG1,0.0032057328177182414,-0.01065674972049718,-0.05587530861858546,-0.015743258864978855,0.06605568798254825,-0.012097345886272025,0.015029748841439908,0.008540697020439601,-0.023199783436347567,0.027983223143515513,0.10547534022556405,-0.01597418751110367
CPAMD8,-0.010954761252092996,0.0019096945297425556,0.03813577529746274,-0.03419748582845162,0.09357234304027351,-0.0176182377782789,-0.012772648789500619,,0.006106230473200642,-0.05092341441202715,0.020174752913889274,-0.01819855580289316
GHRL,0.009739736761054116,0.05637063939982187,-0.020242711150458927,-0.018273056868512137,-0.017329504911230753,0.005123592375856941,-0.012084076025446623,,-0.020130847776213993,0.07027841163306824,0.060903760311551446,0.014812074471763111
NPY,-0.001836690427651053,-0.045725842242519334,0.04895048717019911,0.025285766902749543,-0.07504432838315737,-0.0015581043912874044,-0.014949559789833183,,0.0005422709903115684,,-0.03426671221011188,-0.0480182179909639
MMP2,0.059460271439705836,0.04112329910906357,0.013270624639500244,0.012434592339813434,0.04043716423231042,0.04793978215576737,-0.0306729068341257,0.02414761704830947,-0.01767493331335104,0.05911350737582716,0.02541125342269252,0.04701367916136188
LHB,,0.005759450768775556,,,,,,,,,,
PPY,-0.020791362028016985,-0.001606846070407574,,,,-0.012876065527689148,,-0.013389064266151189,,,,0.06178898855795549
ALKAL2,-0.023123584793435716,-0.014030877448820225,,0.010620112456817802,-0.020108313576497682,-0.031059145792093432,-0.013832938071063297,-0.03413570655383578,0.05668121354447562,,-0.047474453432854426,0.03517222891227875
CSF1,-0.005424259117032396,0.08058107464408858,0.0006399826927725037,0.020349568528254938,0.0028311197824803153,-0.008332490299434721,0.0021064640587783712,0.029104783585079824,0.017560666896576635,0.010447774048560628,0.013685641212764794,0.08912209486877272
SEMA4C,0.010978422855810643,-0.014345852779065886,-0.043939652601908366,-0.00025441767312032657,-0.019138759414434475,0.02373366615239999,-0.025713769623707312,0.023983558064591393,0.057596535379199586,-0.027382933110143465,-0.005162424497171971,0.08815531193599595
ICAM2,0.0014424918379797752,-0.05984999924136758,0.041213634560220154,0.027163298071058956,-0.010557609329831795,0.007012241971947645,0.029510430352646486,0.0943983090648612,-0.006557445565992669,0.05444679317858706,0.08080071162248728,-0.09149024239174262
SYTL3,-0.020170353464876365,0.011614319034807502,-0.04358492581012707,-0.007673305888653133,-0.02855913015498697,0.04147310396723911,-0.027223278398932977,-0.04498048134966761,0.0015993510552275892,0.051066200503467225,-0.009467533835509846,0.0573011719100515
IL1A,-0.019760962401778024,0.057232352269543436,0.0014655333678621832,0.05483101322369047,-0.007984485465029077,0.02639014374325557,0.011231823388718618,,0.03787372593499813,0.10106301875705928,0.004902026385701222,0.05690305817894772
HLA-G,-0.018973423546873636,-0.015037797468806754,,0.1518157337033162,,,,,,0.15194863843033068,,
PGF,0.08390996383633138,0.07317844364834337,-0.05689908668389759,0.028027860123957454,0.059677049918364665,-0.0163659351436268,-0.02185013190237197,-0.03512942856550214,0.07317541657215032,0.09500408278518004,0.0020805764916806547,0.011381942442547099
LGALS8,-0.02716281886498684,0.06891216787390986,0.01797501882744338,-0.01021827998017583,0.007411206562931298,0.016625334715951928,0.009336312725343313,0.04906389058750981,0.04304564318943103,0.045522246093816214,-0.016075021695657173,-0.045844754651256835
DKK3,-0.066320299558167,-0.012714952115574123,0.00813657000593983,0.020876389219447553,-0.03407676324369157,0.032771446154936934,-0.013359998469594235,-0.04172311737333824,-0.010754413307221433,0.005654905937717972,0.04849190033865136,-0.1047304547161625
COL16A1,0.043061003862358276,-0.016037951133269,-0.053361674950948595,-0.026502076200558965,0.04257128168638151,0.0012417794974782738,-0.015107115592457431,0.024745132169281897,-0.03498118784501047,-0.007544027171141036,0.02230057929678432,0.08150560586279819
TPH1,-0.013931311498064107,0.014455687435007497,-0.022814713756672402,-0.01405235541453049,-0.02108220293946371,0.01027124352865684,,,-0.018982331560757435,0.051080502222673636,,0.016553171868775737
TNC,0.007452454175874789,-0.08100254109857633,-0.016732153987252585,-0.03522537727782331,0.06082940365818163,-0.03544985202865227,-0.06326357572232402,-0.01889244181676272,0.017689447869516817,-0.011580098187008291,-0.03572744773832528,0.09726016892455755
TNFSF9,0.03393621860471427,-0.013104103598371797,0.0006623119634073696,0.006688159015819643,0.02986543043022326,-0.033249845195307534,-0.02018405633852146,-0.005208393556451836,-0.03220581604375364,0.14321306450024554,0.01532547038906216,0.043534834892308846
C4A,,0.017996501866587994,,,,-0.015263929836292585,,-0.015877731523645872,-0.016686190540980063,,,
CNTN2,-0.039853392051997706,0.008981464755391636,0.052391351620196196,-0.02057112941679604,-0.016170768272173015,0.00291443306792638,-0.00046505348088285263,0.005859324990382632,-0.07437031928767857,0.042700767187464864,-0.058414456313523495,-0.050237039098227486
F7,-0.013591044321913425,,,-0.01220451077690138,0.047954671696937644,,,-0.014475363929759844,,,,0.06664899883997392
LUM,0.055276026915788756,0.019467588714720596,-0.031925316943669874,0.09936042490393757,0.02082205379450934,-0.030382161455172422,-0.03104836002317141,0.0067168280223531916,0.010327332354128749,-0.009782465083575581,0.06579892006142661,-0.017118245672929973
BTC,-0.012330318324601448,-0.000434521312264254,0.0675017786321242,,,,0.04108189979158808,,,0.024099055660685525,,-0.022595572710150124
APOC1,-0.02990594013143337,0.046477206598454876,0.05067393921971948,0.006092918777655484,0.04798664869451947,0.0028592083890920986,0.04114291145501626,0.04067954538759385,-0.039346423092741244,0.10862283189071693,0.08941883524007208,-0.0003855244756523502
PKM,-0.022222288252374888,-0.043790060464928976,0.04724963795418452,0.03657451710550692,-0.009544035618148851,-0.03767716606090343,0.001871667487231412,-0.07922513897658935,0.06559518984078869,0.042366239087248375,-0.06883421377162795,0.07636097819819623
TNF,-0.019817759595916085,0.03817110032290945,0.04041702703568605,-0.004801666556079956,0.1384039110948268,-0.0007475844231440695,0.03243715486489966,-0.0016337322122463329,-0.021427245264183346,0.01683480822632364,0.07887577590052625,0.09636054137603939
GNAS,-0.007107975139383135,0.04233891381487925,0.048409639937735435,0.017478182754607347,-0.042082001921377954,-0.08792905877307625,0.03735059424467201,-0.017516093334901346,0.046159755979559826,-0.02891202062106695,0.04677069599165975,-0.03394445321986403
BMP8B,0.04062862256972973,-0.02180093278584626,0.002249137726472054,0.018325816412912383,-0.056397404576106834,0.037222553811059086,-0.011730475393888324,0.013383990811148102,0.05709075539967899,0.13299103224190306,0.005839036090923654,0.05171728485018585
LIPH,-0.013931308068284139,-0.02138430701149477,,,,0.0768445629574709,,,,,,0.008280356212894819
CCL28,-0.019596117753391356,,,0.07111554779579249,,0.009995145020208014,-0.013874675413130037,,-0.015053813522957815,,,0.06821235179324114
PTPN11,-0.03624466666748857,-0.004927410447921118,0.044841213148489885,0.009166881317408166,-0.0017350486402663461,0.021325454712442342,0.030336754883604922,-0.022438400416222175,-0.0050856164791573295,-0.04104124312426331,-0.00633340293371042,-0.02754575649725875
ADAM12,0.026221262897462048,-0.07059331659113881,0.006845163871878786,-0.04315501833111376,0.034173770791097464,-0.03035091689167736,-0.013409011261498873,0.02120390808500873,0.049226776642269036,-0.005267346790777899,0.07124744596014634,0.026869495012518084
EPO,-0.018719148475656415,-0.00836646554162419,-0.024481345817379697,,,-0.012876066089731953,,-0.013161559452967611,-0.018982334348377112,-0.06098584935448905,-0.03458316451645231,
EDN3,0.0351919079972781,-0.027139131838744376,-0.025080095620540532,0.024249774904102493,-0.031423544933848004,-0.019957267393600188,0.011961460565012712,,-0.019178203788850514,,-0.02650081936567963,0.007078217078879315
CCL22,,,,,,-0.025926237920274202,,,,,,
CCL2,0.041019855459119126,0.02510006215833478,-0.057428712668351915,-0.02131179199828781,0.02765275897411831,0.0401216523623018,-0.013969098078693898,0.04963301083510129,0.047166629056511665,0.10313558682987632,-0.006603596194908934,-0.019339120939510932
DSCAM,0.02164683262793539,0.09505189950084116,-0.036400089331264325,0.018479922461779836,-0.024228722010108273,-0.027026655141827068,-0.023098404363488277,0.059076485948607156,-0.039524124233520266,-0.011740369583938369,-0.012164467780631454,0.09762098043563566
GPHA2,-0.015527150728477006,,,,,,,,,,,
ANG,-0.016479763891475166,-0.02032617322507209,-0.023132479483211305,-0.02857632725870068,-0.02759921257490072,-0.002352978438937377,0.02665846582495758,-0.03944038903583996,0.09827359534375535,0.005872142814024171,0.07499233147678401,0.0637190350391627
FBLN2,0.016326129078629334,-0.03305649369971676,0.03938586047567403,0.032903241439982675,-0.009671835262513136,0.05409249381909419,0.02331927069089903,-0.03463003412072467,0.007209751819955926,,0.010087313600891315,0.029956313168433234
VTN,0.06453506984318029,0.044738856918132945,0.08371028903485159,-0.014052350819397598,0.021623695294717873,-0.007714326463590984,-0.018501427454809247,,-0.01577317698401949,0.10688020630268949,,0.0626732861460037
VEGFA,-0.05187032037463863,-0.06532683720767955,0.016966625506693433,0.07972608643409701,0.06477884180187866,-0.02429033696386634,-0.030152981976894012,-0.029406266901258842,0.07201063775716003,-0.06429054222031881,-0.07411349463655623,0.11391176380707596
F10,,,0.13329108167730994,-0.024436718818474663,0.024291689545281575,-0.014118328171055313,0.0536180175757462,-0.042464817908721544,,0.010064540005345861,,-0.0013415625365614946
SERPINA1,0.05691230835226867,0.07765673556664134,0.01842833712283955,-0.04855325871406932,0.0302107731399595,-0.014923334390026055,-0.007801347112105113,-0.014115124296637364,0.045552936219271485,-0.02076761766725262,0.014573313628133648,0.04424575622281446
VWF,0.07290898513581355,-0.018955205609909022,0.0009939724420727724,0.06371291435859772,0.03931984653013744,-0.020551539910110897,0.0037165504922338694,-0.01902390665905,0.0008467470474092082,0.03379642273170114,0.04357282955484283,-0.07460062958797084
GDNF,-0.021817437573132998,-0.0010863732568229128,,-0.021873028907887282,,,,-0.04373371425480161,-0.018982332870093793,-0.02587413182129481,0.13602764919585564,
VASP,0.06686550291055222,0.011675788126971197,0.006299398809658196,0.002792634807975273,-0.0186721930460617,0.004432756784225529,-0.012123025872765734,0.006587977397093639,0.02284959076371687,0.05982242034144022,0.05667550641074304,0.06776934245881391
ADAM15,0.029645987754931383,-0.054997486963907626,0.00992912676134089,0.04595646916930488,0.04134661591556245,0.0054986920832712565,-0.016056371885526093,-0.03413841445449955,-0.019998834763733375,0.06857965424664891,0.05717758310359681,0.042615939627002795
WNT2,-0.024369420882192214,,0.23940124851016248,-0.023124454164377934,-0.045522496019221405,,-0.01574185983069437,,0.001407272705477726,,,0.032360610389868504
CALCB,,,0.05906806818280992,0.012125636597111755,-0.01960437988128307,,,,,,,-0.02697098800264923
OLFM2,-0.06372996022000672,0.028414682144507878,0.009979421998657301,0.008230531424494366,0.05709776121371303,-0.019518026988112905,0.005706150981324146,0.05973975955310677,0.004666350627887925,0.03012556511287178,-0.012295958403281772,-0.004057053274459385
MFAP2,0.08965738728857339,-0.011012856696334625,-0.0006503183310592684,-0.003930929626472091,0.058557517169115225,-0.033815012387548284,-0.03335706103739436,-0.007141038255672447,0.002283182122058264,0.0399153705885702,0.01461404077383551,-0.0059047223350036345
HLA-C,-0.017557985695811826,-0.003973544913856029,0.006744830969347105,0.002858107032249512,0.034693231349222274,0.06269013162536312,0.020711777828398024,-0.06005618560346922,0.03942036070070507,0.04995170140088527,-0.010562742592846638,-0.06856623880101488
THBS1,0.03743723630955744,-0.012755454533169489,-0.008172203168841794,0.07198104476183956,-0.007025795251087037,0.06900599612259159,-0.021443269248470804,0.025235539174273472,-0.005746896936872759,-0.04876053177699615,0.021019095300368332,-0.0032751178314883314
HSPA4,-0.01582423080971237,0.04330603621666222,0.0366564422573359,0.005107982041694153,-0.03001534689597155,0.034927516425073905,-0.030744248626830277,-0.01745304254917542,0.022281089364584866,-0.006677161056098423,-0.03053291915137721,-0.07641315907292824
LMAN1,-0.08198406967061062,-0.053195760481195425,0.011793997978964374,-0.03098264399358003,0.0555757076097713,-0.016238067195069095,-0.05815294872516837,0.03651291842627085,0.026739801288010408,0.037687058036005826,0.0052302117490595065,0.06461655917258353
LYPD3,-0.02125275463926326,-0.01598398000833513,-0.010106609328768324,-0.017660962519819842,0.0460096696197412,-0.0028904295548161096,-0.0023884690603271776,0.014297853475535563,,-0.012446609975681332,-0.037622829328211996,0.013703609100469893
APOE,0.08540143758273282,0.05126004462718037,-0.04119836808263099,-0.0015368494648463917,0.023243277311772757,-0.006312069613983617,-0.010519804531824705,-0.028153828411436464,-0.04281592762083248,-0.0629843106823985,0.024655267570085532,-0.07103241412233811
SOSTDC1,-0.03138356350338788,,0.09034177364224581,0.005561994937129265,-0.0071814348300693045,-0.012676654042598464,-0.02837165444905538,,0.0418141170870784,,,-0.034982946844092644
ANXA1,0.029196220454640594,0.06083139929705892,0.008687637985401172,-0.023564305281138388,0.020100215880793457,0.06107791964314989,0.005885828390901057,0.005968762470100493,0.08656888660027393,0.1099448720528879,0.02728769510211797,0.02133045408018983
WNT2B,0.008152846571433722,0.026697457971794646,0.03904235990625974,0.009223419746123436,0.015440184644161156,0.014084178460776472,0.060276791279792394,-0.022632064592018383,0.05623686131545178,0.07396006030593529,-0.017565566780723813,0.0049724169245921376
AMH,-0.02595177874877986,-0.022210425216194877,0.08973907652648318,-0.025579738015151336,0.018515320241693823,0.08384401158777845,0.055744468864048664,-0.032312309957542557,0.015254958443223618,-0.040773451115523204,0.03213413573552506,0.04597356694144626
GDF10,-0.016124022634506758,,0.06508881559168939,0.0740187000031966,-0.019531516007167852,0.013963480577248145,-0.014746591502077258,,0.07818178522731437,-0.038820024373308885,,0.09573685315219706
EFNB3,-0.03339734763852759,-0.0426814947581882,0.015263207665695604,0.013950319378025414,0.014634136128149355,-0.026083060457295505,-0.02126850484364222,0.02737766668175648,0.02721717440040381,0.013201723433655416,0.0435866197313643,-0.029769323792982694
LTB,-0.0018468346773628786,-0.029479177351964675,-0.024968494346482368,-0.014618871671802426,-0.03208266200226097,-0.02240336013862805,0.12320567053703084,-0.026025995590456708,-0.025700956495854556,0.08328100295000707,0.02335524215262545,0.014404365931663431
ANGPT2,0.07563511554561846,0.06045039718912537,-0.03189750849731345,0.022405917896071468,0.05746140316467368,-0.043603554187669216,-0.03289925907864687,0.017485406922849854,-0.007355773345435353,0.03012551481759787,0.06783809000609745,-0.056661119104577835
NRTN,,,,,,,,,,,-0.030250046399112798,
ADAM17,0.05617736690120363,0.004455552889768843,-0.004498059318116879,0.001306722051442281,0.0063127770928111905,-0.07740192077117565,-0.009075867212752805,-0.009569903880786655,-0.013921788878719064,-0.05489817753141378,0.005110466428070266,0.049214449607685874
LRPAP1,-0.02527426662817382,0.026571141698904108,-0.04211223778383735,0.026336784539856332,0.08589975221848403,0.006957032904387882,-0.03437471847489763,0.033911719840008986,0.013797298660905078,0.032559155877477854,-0.007835276396295573,0.03821855756678125
NID1,0.018791268201036597,0.05894046214166039,-0.01807007032029428,0.04795363161668151,0.038338448626341955,-0.05510205816348538,0.005074594144039691,-0.012358312405724067,0.009340809699773384,0.008106082187851534,0.052843153116731476,0.021039351080292545
MST1,0.05178771780994132,0.03544367814603683,-0.02910791784086767,-0.028138045530162307,0.08044328107641413,-0.04981463578437581,0.04394320064153143,0.035821341379368106,0.020786775335069323,0.095708877557011,-0.010001978800161923,0.01835131028101835
CCL14,,,,,,,,-0.02030176489898475,,,,
IL13,,,,,0.05729969772190069,,,,0.053741551969761554,,,
