,UKF266,UKF296,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
APOD,0.03882313837278159,-0.041917986675518396,-0.1563855281243155,0.013708674250824398,0.029657456363933656,-0.003446688127821259
B2M,-0.030326236591284635,-0.046960768124576384,-0.23703968485284002,0.07692477531900441,-0.010739265369472988,0.04423383511963163
OMG,-0.011461609736873891,0.034140559392834564,0.0040420061801077194,0.002149353017328099,0.03286699523350875,0.056803476989092924
CXCL3,,-0.010326774869600286,-0.031243296460560944,0.06159804220813639,0.0397843324900244,0.004404240925853896
CXCL10,-0.021178289946529327,-0.01568712686113868,-0.005814989006749699,-0.027805284586753607,0.20884733431717709,0.0021410627531237287
RSPO3,0.02621578854097757,-0.02507654448783831,0.0934663423940634,-0.039485540637231774,0.03957980754262939,0.05629462486191844
CORT,0.14614182568588033,0.024388795570332585,0.06059572201263313,-0.030703577583566233,-0.017000106494776394,
NCAN,0.013641282642926831,0.003622959289616621,0.22695013460424343,-0.06816668487688254,0.030225350568031554,0.08258002207644836
PRG4,,,,0.0010493865467901097,-0.00806377452996042,0.01579032807090445
ZG16B,,,,,,-0.03194477369182982
TGM2,0.019627941760030396,0.04175798888428511,-0.013549558384442557,0.025024557561009943,0.041931948508238046,0.01955335555260185
VEGFC,-0.01902776543993835,-0.010938786771800872,-0.03517772312878289,0.0963299086627413,-0.03406201758549338,0.033179930428658376
WNT6,0.006888259384576598,,,0.03808862334199611,0.049676267168912415,-0.033008535347345845
NRG4,0.01980425704768686,0.0030979791468837754,0.09928224258854891,,,0.11691538431695232
PMCH,,,,0.1192745742691302,0.0459973242315256,0.003466935053893308
COL9A1,-0.03797987754339185,-0.02044828829518621,0.182261294924218,-0.022411910302560543,0.029264794656479614,0.07625224579144307
GDF11,-0.004976395269631699,-0.007162918823091888,0.009722931104242695,-0.0010899271611154045,0.008690441364070472,0.04570622155798284
IL24,,,,0.06395987066671112,-0.015986489222027785,0.005628073955247873
SORBS1,-0.02418799972201958,-0.019264726965162664,0.010519507479026314,-0.030033167788993342,-0.025244250597155092,-0.002068140648197664
DLL1,-0.04733969240258884,0.034013986111572636,-0.000425397195678007,0.013163678565466106,0.04271705782433295,0.07300833612287953
TLN1,-0.03935141751838633,-0.02546487822027512,-0.21717450122668133,0.05533669283138626,-0.016071158815745983,-0.0046905833689064175
COL2A1,-0.017216874501010775,,,0.06121144411296196,-0.0023454081951239814,0.08767467019224082
SHH,0.062432719635731264,-0.011083480164448238,,-0.018326353462956878,0.01584174624454551,0.01848606782884875
PON2,-0.049587102136487635,-0.022658230261216435,-0.030230775347065728,0.0013075898003484748,0.005959042140902699,0.02342517212334488
ICAM5,0.01971656657707467,0.0064277408150924375,0.07725884455627983,0.08604426934064259,-0.008828676371572041,0.046699448396694355
HPX,-0.015891881357324857,-0.009653098848034789,,-0.006997243684727293,0.050852451447001054,-0.02361812435658664
SFRP2,-0.026974046371434794,0.012133293616010834,-0.093056203438075,0.009382695348675847,-0.07807060259300307,0.1634923568725985
CFC1,0.02729039095324933,,0.06909897566482669,,,-0.03174123011739411
CD70,,,,0.08517794901905325,4.7719263611927184e-05,-0.05062634334084283
HP,,-0.025221529574994513,-0.05532864172070352,0.008284595754871251,-0.029028369536975816,-0.03235803512549472
CXCL2,-0.024561590606778212,-0.013415443435889018,-0.0759206309745932,0.10369118779147203,0.04416606561959423,0.05774193132480837
NPPB,,,,-0.0009771098356810193,0.012282711372503224,
CCK,0.059942066884699455,0.10581952692383809,0.22403371578856243,-0.027684519620436915,0.03809065574262874,0.04050642543788062
SEMA6A,0.020423660013522166,-0.002640156573621133,-0.09944844147550262,-0.032295949184330576,-0.01545435268407422,0.08400223383988675
IRAK4,-0.017305444614549196,-0.007982791298898732,-0.06701254040369169,0.02393147436213081,-0.0075204189872635436,-0.0035953672878975464
GSTP1,-0.03481960277573936,-0.08358253238547358,-0.14813255978978265,-0.005187298203915109,0.04767529540119637,-0.04141480831905601
VCAM1,-0.039446205443682165,-0.06505030000712853,-0.05961532545980835,0.08301936662784264,0.06294930827246968,0.045229494695609884
NXPH3,-0.022423489483121513,-0.02770032752734578,0.06527227367691137,0.030204345376166473,0.013873851603813799,0.06564487971617093
MTMR4,0.0446118717064181,-0.015419986662517765,0.04795968583086521,0.05713404795313363,0.06451446336895973,0.028487331476254287
LAMC2,0.04928722353073888,,,-0.007477554509873039,-0.00118038114379476,-0.04780125637094691
IL10,,,-0.04901433834240893,-0.027714211168872807,0.02962593352743206,-0.04529961190753985
SEMA4D,-0.02222197217052716,0.028730018214899677,-0.1285074631358816,0.03497914595901236,-0.001448866181725081,0.009000527715600238
TRH,-0.02978786242870589,,0.05645182255076245,0.032413116323636894,0.0037102175678755457,0.16929298155993822
SEMA6D,-0.03070861320384319,0.03495757599864465,0.10810531963430074,0.028606314734777916,0.027270111592262933,0.08959757819517528
CEL,,,,0.054219269341203274,-0.02610006351548735,0.03903714991692206
PDCD1LG2,-0.015291119980619801,-0.0158887826625807,-0.07129311614859511,-0.008888638890500008,-0.0587022192897163,-0.02345654668377023
SPINT1,-0.01977813501683005,-0.01577528725003315,-0.03679354211284374,0.06792126259335506,-0.036470161866940395,-0.06370558045386437
CTHRC1,-0.061340001480740675,-0.025076541612702865,0.006239591547527374,0.007466475731125783,0.052032653236375556,0.08265995914781867
PODXL,0.0034180983174696223,-0.007631735203887137,0.08628419242922132,0.04405447292645401,0.004805559958448272,0.15868333050273242
JAM3,-0.005643947847063873,0.006873208624434576,-0.18965198899118618,0.05008863291641945,0.04122295394682116,0.10218245056335457
TGFB2,-0.01840380717609028,0.0011326026563632488,0.03102580989099,0.013732430211824033,-0.03167256134183557,0.028027280005955908
COL18A1,-0.028668950107091536,-0.03354532285402866,-0.08762687146409673,0.08540254121943419,0.006218952620117277,0.08701174180119814
NODAL,0.04813552495237471,,,-0.015900404379885723,-0.019747080008620837,0.031594247718723115
INHBB,-0.012474479029255706,-0.010426166161803413,-0.028344006131935537,0.06925170833248755,0.02764388308610122,0.023192185640913816
LCN1,,,,-0.018751556298699408,-0.018648619388103378,-0.017791725581387932
ARF4,-0.033267863505762066,-0.015010088016199104,-0.053778141862181855,-0.020322248338713416,-0.0022517663637215616,0.006474648734588003
CXCL14,0.01453036457588918,0.0019659008132674725,-0.008914115128533167,0.003876031641613849,-0.037652095408553035,-0.008756578714264312
LIF,-0.019290978354964072,-0.011443969060151073,-0.04350751410105862,0.019740523786126427,0.03188963338615774,0.0025534706650358736
IL17B,,,,0.06728524470580327,0.026485666165820508,0.018201190255019505
MMP1,,,,0.08821724121490124,-0.0041734901421998675,0.0474922677415236
MATN1,-0.018623332578098447,,,-0.007293210653357294,-0.032984234928055724,0.06792142702123861
ADAM28,-0.01399718529098141,0.005283216990302071,-0.12413604396607364,0.06790788583740055,-0.025674633371577563,-0.014531292385028045
TCN2,0.025545054725714972,-0.02456311615153309,-0.02486121544617654,0.056746080838021136,0.018615573946967404,0.005225574124675862
THPO,-0.01222997790119487,-0.011908536557109446,0.045835460029725626,,,-0.04143805500805561
CUBN,-0.010833010590173534,0.0625824784778456,-0.03321076056900163,-0.017670907274977034,0.05140091700964257,0.012232820688128103
TIMP3,0.03749019897360495,-0.03354616062222378,-0.0037022978555093875,0.01165761841721801,0.024673387703424615,0.1072052567938652
PIGF,0.02071932180810942,0.03381617309800193,-0.023478715614200774,0.03271859927772484,0.01834095026596109,0.017270820527430047
CRH,0.1508841936042795,-0.007906275861861368,0.036529145027894734,0.010361988273436663,-0.009965835567055142,0.07439232548814953
BDNF,0.04539857093126918,-0.01937227597236724,-0.005530238366290006,0.024059066696949696,-0.03625978028786088,0.03817851435058795
CCL5,-0.007101820014643988,0.011431173053279656,-0.08453888615504979,0.0739435913289743,-0.05201712636356915,0.0025687358525453303
GAD1,0.0689362477981642,0.04795453221254486,0.24294661168407933,0.02402218452306795,0.08619007034427585,0.06172823841805414
COL14A1,0.006147004665031525,-0.015598516360911684,-0.07617647183845822,0.033465845617974506,0.01532531400046145,-0.01853816783161145
HLA-A,-0.05384624128655398,0.02600684374413561,-0.21557790090760073,0.07654979093283854,-0.00045651228126211956,0.09248673551241797
CD5L,,,-0.04507225964474518,,,
FGF18,-0.00515106745248285,,,-0.007444532659834338,-0.0007049683777722663,-0.02478550116311673
ADM,-0.037022018102974716,0.012287713772033146,-0.0539773062580842,0.03984368848759797,0.009773876824804784,-0.09604968964779595
CCL15,,-0.03397697194411055,,,,
GNAI2,-0.01944477939004671,0.023085769939155225,-0.19894229207096206,0.006235551186478809,-0.010269777516767458,0.03644395240535258
HDC,,-0.014497111555493757,,,,0.02537488156248789
COL11A1,-0.05963230233915365,-0.005540968420294176,-0.03542976354443688,-0.0003737232694479126,-0.00920907588377636,0.03028016997833207
NUCB2,-0.0421642729808073,0.008869485803111468,0.10491626567538952,-0.027163861875428366,0.02253820070531671,-0.05211051747095378
FGF16,,,,,,-0.03404104127682708
CXCL1,,-0.010836839361698108,-0.0614925594851388,0.03318340725113585,0.07555769051854254,-0.005048265616949576
VCAN,-0.04287941101298347,-0.013424462870315372,-0.010782841291186469,-0.062157636640528494,0.007415270975486861,0.11116964195479273
MMP7,-0.019290972940082057,0.006237060761983817,-0.02652437862962467,0.09017945105582792,0.013725548496514072,0.052554967687546236
PTPN6,-0.018716223062526044,0.026210126219234273,-0.07042071865790253,0.06671795754539617,-0.01703747456694289,0.05730523923592031
PTGS2,0.07132195065522082,0.07830882281308886,0.004947473913595226,0.059256429962417416,0.003257509841975637,-0.002653975440564737
XCL1,,,-0.018412564504307467,,,0.07638314628528588
CD58,0.029339235727761814,0.011378677488796578,0.0013856225459641185,0.02176979063626468,0.06508757964344894,0.03584242468649562
TNFSF14,,-0.010584740477694025,-0.0755509956761914,0.10622525734340893,0.04599076710068141,0.0013296227255414613
CNTN4,0.028769408122767768,-0.03624660254639976,0.09026917134659025,-0.02047269423291356,0.06427660089361341,-0.004417798388359706
INSL3,,,,0.028143996953122623,0.06967973977583738,
BTLA,,-0.013517075615029047,,,,
MFNG,-0.0268342799165433,-0.006417043226701073,-0.11167962089208319,-0.021929712614648458,-0.022761258781777538,0.07223880729876782
ICAM1,0.03144173434519937,0.060026286458939,-0.11330301274324527,0.06225224500573896,0.043666955793094965,0.028257276031468753
PROS1,-0.021867998435899125,-0.03745756142432948,-0.008739284227081943,0.0631609279902545,0.030883387462491217,0.02906393958521803
CLCF1,0.06272534645169013,-0.028908464876583013,-0.061009834973464065,0.036771688903043574,0.07141673548188146,-0.0324216393333282
PSAP,-0.003351096655331722,-0.0297080862282955,-0.11403070436454406,0.0816561163256358,0.016147064780453756,0.02781484803430322
EFEMP1,-0.03220653830372808,-0.035241721767680985,-0.18129902481604934,0.04199442747675073,-0.03460677505129007,0.01833072471660509
C1QTNF1,-0.011870533411653117,-0.023489890256554274,-0.009690319676724209,0.07330144470000624,-0.011262401538519297,0.058271137663021166
ALB,-0.018452960520338214,-0.012022029607997602,-0.08711200217680612,-0.012993943921163143,-0.0017607215093832947,-0.04891157959318944
CCL13,,,,-0.019822490609517057,,
EFNA3,-0.008744720675238226,0.07248719512268792,0.18054303361015925,0.024624042320655657,-0.02528728025218143,0.06331563024783267
DRAXIN,0.007711988816615878,-0.009653099832145068,-0.006047006816390299,0.04167967598593503,0.010401369327132483,0.073389156120098
RAET1L,,-0.01156175949189733,,,0.0030907921796495055,
NPTX2,0.01634900240248177,0.005927472309833985,-0.02046024808744957,0.03400461054020478,-0.009191147540260618,0.0009334292769356475
FGF11,-0.03413843538855604,-0.021879685014300477,0.002411874304313744,0.06267160520015454,0.01633034218513851,0.024235500922392766
CD59,0.00038498649687865696,0.01485967482196472,-0.04427263804886163,0.04189742463694567,0.0072204493548032244,0.09947119269820637
COL9A2,-0.015650609039203577,-0.025137843872808055,-0.0860764572572599,-0.05939771159718587,0.05063906986984091,0.06690718041119616
DLL3,-0.07289201807539512,0.05405312422823234,0.14437396771444808,-0.03752957759455456,0.0772033384740297,0.12726956406644824
FGF5,,,0.05972589155611531,,,-0.05839385524508999
LIN7C,-0.0474268380512566,0.03149589254915732,0.09604042748818892,-0.03286830732867652,0.0077622986825660245,0.047614139676144855
GDF7,-0.012464765300029124,-0.01058474006637099,0.15943566851682522,,-0.015986494286871263,-0.0026406795023025654
PSPN,0.007173700330644126,-0.01632189401054751,0.00885255290463168,-0.00656223945538223,-0.020717476674746448,-0.011988660733006928
ANGPT1,0.04377928034540606,-0.02902552994567439,-0.0846813143102061,0.05405056155948398,0.08160107676867472,0.03778690009373573
PNOC,0.07046978777150593,0.041465208537765995,0.223447773911853,,-0.017000108344336174,0.014926394465909393
L1CAM,0.044503262518216485,0.01251581194704898,0.10379376714239168,-0.018191149743389638,0.002445729673831144,0.06754850953019058
APOA1,-0.03356120861537062,-0.01713038555385969,-0.004282210452995142,0.017857641518946497,-0.04067155176333969,0.007493387595922872
PSEN1,0.03697550147276832,0.002247201380405328,-0.16464861355956917,0.0412238252748943,0.018265459969311636,0.029279738016009884
CALM2,0.04474791338332035,0.04141096974187681,0.1784137212503044,-0.0055651095893898455,-0.013935339330362959,0.04938103089847312
CLEC2B,0.02638275852956858,-0.03708463635634668,-0.08823503309492273,0.03565236069742086,-0.028611277426612337,0.017853711293448545
NTNG1,0.08064261477078816,0.019328498954379332,0.19509645942452883,-0.010096178676566352,-0.005174144705745542,0.0025095976946875095
LRIG1,-0.08446020801141198,-0.011454507109959256,-0.037133332481397836,-0.03843520790008017,-0.0032727271083563586,-0.056001241975729754
CPAMD8,-0.006806677860824521,-0.004237716109454556,0.03433008022107771,,-0.017959535253735108,-0.03744544197976497
GHRL,-1.7473310451541977e-05,-0.009653099832145068,0.10722384814484419,,,-0.033008546726635765
NPY,0.06826832082555875,-0.02656777960787799,-0.035205550115541245,0.07788429181691564,0.03593187928848164,0.03143447841042711
MMP2,-0.053673007837405244,0.028229947444043734,-0.07673427415147181,0.1060913515515687,-0.011379715074226856,0.16201731065518676
PPY,,,,0.09538645458529665,0.05982816601391264,0.0434938948142644
ALKAL2,0.09073930990186037,-0.0256664693349017,-0.09489422788434415,0.05366129532522219,0.055234394873677414,-0.09225901553200612
CSF1,-0.03275865820838884,-0.05766237003799126,-0.11379877763543096,0.006451090546068256,0.048992235287208724,0.022796898933052534
SEMA4C,0.03680084249165931,0.012560182579929545,0.02484237200367736,-0.010575534890071032,0.021582842438544882,0.05733524606637066
ICAM2,0.01518361892785803,0.015697436493806834,-0.040348230249765506,-0.02285988723574847,0.018872766963577415,-0.047714098278113785
SYTL3,-0.025345208425529682,0.0718662804535987,-0.046893847817001934,0.06967224814249849,0.03942180567519974,0.018363952324620198
IL1A,0.05935932245997149,-0.027210753938989828,-0.03431825621679896,-0.012427340584601603,-0.01109859483837555,-0.022805856788384885
HLA-G,0.09078745564652853,,,0.01640727887512537,-0.045215659157710114,
PGF,-0.003477342139387607,-0.017454499967972426,0.02448952507144799,-0.04000139108489621,-0.007389593955499925,-0.00032701240315644617
LGALS8,-0.0034318668771244278,0.01640420032112055,0.08408483086251427,0.10392282381163598,0.04173662597600114,0.03217328030777731
DKK3,0.036139306005817246,0.03835170159555566,0.17870349525547816,0.010695449250910032,0.04809479198214275,0.0375803327387899
COL16A1,0.007853389411029223,-0.03566068493437628,0.012491097879145315,0.06465516728723668,0.06934699163907919,0.07770501278629414
TPH1,0.03290916131911428,,,0.011239069455239128,0.1140745759382803,-0.037109889746946845
TNC,-0.07298219363502283,-0.014755222850279151,-0.1607087942610555,0.0679006324165273,-0.05038738310118965,-0.05260207781916286
TNFSF9,0.00730158816897917,-0.016123591943901804,0.005172890121377147,0.0017991481210610071,-0.04016147762105468,0.013466521001200998
C4A,,,-0.030699296622564116,0.017188667564576706,,
CNTN2,0.021469165703579422,-0.039132171497418315,-0.2185190037465386,0.00044333826656332766,0.023854829904526267,-0.02884422255099362
F7,0.01446906971571692,,,0.004559475588673397,,0.07370036049482714
LUM,-0.03550098508915047,0.034507900676180314,0.0021123692423028703,0.018795317027548473,-0.013351639036172293,0.13297462500568952
BTC,,-0.048439996672931696,0.03825079994287757,0.024130247041460988,0.06622975462660174,0.03424458252489237
APOC1,-0.062386333224344136,-0.05381527604797435,-0.23886409128985003,-0.01673520965060634,-0.07738198391170567,-0.04761943146217174
PKM,0.05861158738862499,0.023252805587701927,0.20617389005237782,0.05621645138436154,-0.02349337764651588,0.03809789672908481
TNF,-0.03218819663326267,-0.014112618615943694,-0.09597266963455688,0.07082236767407844,-0.018648612252990922,0.00804291498147094
GNAS,0.06623726301776584,0.05196203622148709,0.24577180772664034,-0.01286967019856992,0.04277626822685842,0.10196615401476859
BMP8B,-0.03305580589065736,-0.009370633701515467,-0.06229359709262385,0.03202454673816426,0.03520604185280098,0.08464404259387757
LIPH,,,,0.02338067787587866,0.05867194147066885,0.042383721514200765
CCL28,0.10902934134015646,-0.011083480989321458,0.051423435343389966,,,0.060770972108981636
PTPN11,-0.020953246985857224,-0.02253401678229148,-0.04522608177744661,-0.014558854207630034,-0.0004576422042229079,0.020984299946748254
ADAM12,0.04626763130802556,-0.010711495366715229,-0.03654738478301009,0.08193995588688391,-0.03450965059433375,-0.030090296782660654
EPO,,,,-0.021527738960520213,0.05320134308943087,
EDN3,-0.018792284139578914,-0.024801140251121085,-0.022304390666384028,0.010698403319376586,0.00018814970706183568,0.16572332765188222
CCL22,,,,0.04771346077915935,0.04353221184079001,
CCL2,-0.004771177844999297,-0.011615875445747536,-0.1605187862665944,0.06353393638992305,0.027360694421176456,-0.11039212782908564
DSCAM,0.007814569312994995,-0.013704823405809884,0.0642387153992894,-0.03711554794303157,0.03610451996909257,0.14499197761394875
ANG,0.06837705998945445,-0.007566569979710701,-0.06760970183780188,0.10294187189550648,0.01952701883170544,-0.07364058884035543
FBLN2,0.03551875595777897,0.012596108263693525,-0.05879527998391157,0.04614205602616102,0.055250985308555656,0.018417146978962486
VTN,-0.015085845311081795,0.004028209618390562,,0.01147681775199261,-0.015184226293167164,0.057455069476935766
VEGFA,-0.02501744885875828,-0.021006527094631404,-0.019787111002939187,0.02151467875514438,-0.004562748530755683,-0.03590161006283035
F10,0.1355210354601781,-0.00873912476347297,-0.015505094028311732,,0.06859199220747088,-0.026017738881913704
SERPINA1,-0.027170595108291947,-0.03184094903810107,-0.16072524486650833,0.019466948380420228,-0.007501595075963503,0.06885195062331032
VWF,-0.006809601164400068,-0.019673949536753062,-0.033978433149995955,-0.043259172149722226,0.005939168010105438,0.02661820403819754
GDNF,-0.023481703156294612,,,0.0026832825547483605,0.04332013664009939,
VASP,0.05517520613681667,-0.013536975436057926,-0.09975296551010608,0.013694709117863307,0.05017303701151625,0.042287420643680025
ADAM15,-0.0053737364587854546,0.006670490361442556,-0.0645822298731859,0.10988233276392434,0.02072532107557947,-0.06897292489034164
WNT2,0.07935952246982889,0.12168082385495532,0.03438598515908408,-0.026703023048811055,0.05030277054898902,0.018127498679411037
CALCB,-0.015291118074815454,,-0.028913569701911234,-0.023370029283220607,-0.02626593207900029,-0.007327849146977253
OLFM2,0.016490646544212218,-0.06900267947733282,0.10864473179358923,0.003596364184083991,0.05758629912505075,0.03016005108500229
MFAP2,0.01303910737765092,-0.026646558629957257,-0.03361253891478364,0.05729717427763916,0.035640543161541534,0.03225052081207605
HLA-C,-0.028713528056921473,-0.01885469417083181,-0.2309806743628973,0.0925437790984307,-0.04800576748494909,0.005901116814754584
THBS1,-0.005166312795599571,-0.018919078442405084,-0.042835218616258997,0.01381628128770761,-0.0019241548459307909,0.10544896205204439
HSPA4,-0.014147999558233983,-0.0015270368530039304,0.06181510156095968,0.02884486521879071,-0.03325089758112724,0.01381160137474786
