,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk
NCAN,-0.06143818806595909,-0.08383884213105952,-0.03741070811765896,0.010059148702142313,0.06129606124104846,-0.18940318369037432,0.04072900911281257,0.055589287529584766,-0.06819341205246368,-0.0024458801108521366,0.10716054669929381
PRG4,,-0.016645697507225405,-0.018884766781379562,,,-0.015319172267937694,-0.014942786007367492,-0.02041244115235247,-0.05096067354626748,,-0.05106645466594003
ZG16B,,0.06785184365034097,-0.010095674401916034,,,,,,,,-0.03129970357901897
TGM2,0.014045838496274974,-0.045494813865467214,0.043145271618380596,-0.05624579392620662,0.016690776719322155,0.09896117933794471,-0.02991771859932364,-0.021478085465409406,-0.014835376040899212,0.025295940474735188,0.08069392176030761
VEGFC,-0.023387874595182195,-0.0037476746872159446,-0.016386648520800937,-0.02748813375923539,-0.04428258216413563,0.020535601683420602,-0.03521377773614474,-0.027717652612850564,-0.01565751842329039,,-0.04015419102209332
WNT6,0.03495017946177359,-0.016368863838584675,-0.009406848658014428,,,0.04575345674111836,0.01811498297949269,-0.010249466377361557,-0.01486359934307094,,0.0014579040442911902
NRG4,0.027476015022839608,0.0765204590030026,-0.01939542516131256,-0.0240932998173031,-0.03739362671816895,0.009955404996859173,,,0.09668601901108569,,0.03472207250445522
PMCH,,,0.06091979308284214,,,,0.06732560653450434,-0.019409392918409662,-0.016248132686890782,,0.07582552992248529
COL9A1,-0.07322833377248222,-0.04266682300883683,-0.027057725956230228,-0.020011577653127874,-0.03864501865495271,-0.0006039657261855344,0.06951375816414865,0.06939766773988304,0.019295000217851153,,0.05834356635265082
GDF11,0.006410414582485837,-0.04340044051558687,-0.012447634447675006,0.05432089691773585,-0.03627902630399762,-0.1038853729217037,-0.020049886965326183,0.0017839183593178968,0.005845577770285307,0.15366194149977236,-0.014286868458432668
IL24,,,,,,,-0.020735919267554626,-0.01300885814068631,,,0.006291051637725837
SORBS1,0.009477213626916586,0.055416864158847695,0.007902692147679009,-0.01346717350961202,0.0417053557269631,-0.008534718573499673,0.027663487141380106,0.033768799056342516,0.03843643481996346,-0.04585196625290867,0.04285319602402188
DLL1,-0.04145448200072809,-0.04070334642377382,0.029195163547524366,0.011313509893354303,-0.060319378647207614,-0.08068912083632516,0.008611145400531735,0.008648715916264121,-0.04539023390275194,0.05007541845429421,-0.017598089851127083
TLN1,-0.033378581872125536,-0.09538050299153714,-0.021558796920239008,-0.07035932170467436,-0.10735130692417448,-0.1535567332406734,-0.028923158407090165,-0.0007814182402643523,0.023122912140374326,0.06263200494305382,0.01464263480127698
COL2A1,0.026683884608203742,-0.015364193322795892,,,,0.020604696303955592,0.04626079220878864,0.020672766259375933,-0.023544268180081474,,0.09852966294691554
SHH,0.03976975096745037,-0.012078122798833177,-0.053598988415623036,-0.019958663912580936,,0.10254447061603261,-0.02078580609496655,-0.012644147918817043,-0.014214744824657547,,-0.0028770820810901875
PON2,-0.0671672196178894,-0.11296711153241214,-0.026883360951691134,-0.06922664341169764,-0.015271354640756796,-0.10976782273313455,0.07605122140056944,0.052182219744193695,0.01656240541632654,0.015364310684065184,0.0564633990945466
ICAM5,0.024423177478419645,0.023599737119743527,0.09206091161897963,0.0266539463716285,0.17868279838498496,0.06558118326772633,-0.004786986003014395,0.003378106095800543,-0.013116530847345506,0.015510543332755594,0.051834634240060094
HPX,-0.016532053332380718,-0.022373466432561055,-0.019812135305362206,0.015690911858061388,,-0.029748711537406915,0.020368264647442104,0.06934158849041998,-0.04497557165868408,,-0.0026191736977933594
SFRP2,-0.00385259893950011,-0.01226205441933734,0.01785324129000045,-0.06221241029436546,-0.11360257752036965,0.029281034118474707,0.07467013645221215,0.08846537201847177,0.02190804122530032,0.034203062823693564,0.03572250426792036
CFC1,0.028337479669255452,,-0.01270550236102056,,0.02876516116228153,,,,,,0.058934153557485186
CD70,,,0.05583269687429677,,,,0.016932863521532133,-0.05606086263422259,-0.004271960680043139,,-0.02785335857107719
HP,,-0.016301770777369953,-0.01927202986436703,0.014861560277574364,-0.04562228448230504,-0.07206745475731073,0.0035098821217486942,0.014425990450880674,0.03379544256025688,,0.07385517226128482
CXCL2,-0.04488279981851695,-0.012715014186718334,-0.05620345758138676,0.012832890910269727,-0.029671492409050707,0.006604141962919035,0.029228824274167422,-0.006142876455602322,0.03817774457874518,0.11663482317613116,-0.014755797379618303
NPPB,,,-0.011125454583420232,,,0.09754725511592283,0.09157429638204026,0.08481910116532855,0.06673156726999671,,
CCK,0.0006784324563763362,0.12019777935416255,0.07231221917300272,0.07121300075537575,0.17108922267380772,0.2786447634033072,0.03541594686409275,0.09055929788861777,-0.043675302621950476,0.07530726014082383,0.1166879359662791
SEMA6A,-0.041383935622806144,-0.10754613989775534,-0.042104850865851945,-0.005397485467263511,-0.04974500661627073,-0.1684003343135077,0.038750200538728186,0.03210738744998594,0.02379950251210052,-0.05275921901589582,-0.01959739026749654
IRAK4,-0.04753182947866087,-0.08075979958251965,-0.033696673674405715,0.049160920164222306,0.033896815731911535,-0.021744296541720717,0.013125579447682324,0.08280908101210757,-0.05512513177056723,-0.007635387357941996,0.00038842188978937446
GSTP1,-0.07674812673171719,-0.10904594841081797,-0.0031054420665715546,-0.03574416021042515,-0.09833589953594943,-0.16699959644374943,0.03423892271833889,0.017611601287085967,-0.03351383786220259,-0.06520329106374412,-0.004145615124668954
VCAM1,-0.05347286763467612,-0.09366835811030334,0.06241234063094619,0.031172059549677833,-0.06645914969351874,-0.006536877632262006,0.011822810974260764,-0.0315654841549386,0.032162273694508865,-0.01988530589269095,-0.037222996853896934
NXPH3,0.04406185718677788,-0.03245750522232845,0.02619027770234016,-0.012839423500693042,0.03677606496946275,0.050773106155850324,0.08429644055381695,0.06637919835145838,-0.018943910449319496,0.08043505819055219,0.06142530761831036
MTMR4,0.057957698018869575,0.01309486094614122,-0.024771082730999146,-0.04089414037437855,0.023858238994795024,0.10519011701546667,0.02293106356088405,0.0018159826347349378,-5.2997936889132526e-05,0.010753664150739068,0.11784644341413747
LAMC2,0.01812434904711217,,-0.014005706118250113,,,,-0.008690018398274676,-0.017084280954270788,-0.01577134712085415,,0.02149910038517414
IL10,,-0.02016125209227223,0.009965453194671993,,-0.09485304495216758,-0.025471652384662882,0.05416321046046538,0.03434746594228152,0.04038425868410347,,0.00012288090136062163
SEMA4D,0.0512168183136391,0.0016700329576755353,0.013268149255014646,-0.06314081296105388,-0.0649210707486186,0.039098998132276665,0.015456718532472824,0.02177359754286428,0.018294538807885844,-0.043462535711486866,0.027892486050184007
TRH,-0.016295579455936838,-0.03183024223906187,-0.02059237477163921,,0.12394764721240387,-0.055353959740070825,-0.007930141092273212,0.07062691133670884,0.050006489658113905,-0.039055552660845406,0.06065428510686122
SEMA6D,-0.034240460000536495,-0.07289383878638314,-0.009383533001875239,-0.025036531921288255,0.009125811685780878,-0.14439204801608635,0.06239829287585407,-0.02974294994537286,0.001665639498198204,0.07447247611497396,0.02493087633530182
CEL,,,,,,,0.04000288397267837,-0.021238685931620066,-0.03039547590380747,,-0.03887406980484059
PDCD1LG2,0.023867404529381773,-0.03680127037715332,-0.030107580011755935,0.0017607113850611946,-0.05797783498728396,-0.04357228691819154,0.05695367917680433,0.04956518854652373,0.005274991844351838,,0.028027623025348707
SPINT1,-0.03614171773138371,-0.014210280994330741,-0.024331853810925536,-0.007679823109214149,-0.02483839514812853,0.01887704064899032,0.01657731119523287,-0.022969400257330283,-0.03981849635345878,,-0.00953941618810021
CTHRC1,-0.07263320078402001,-0.013611063410302429,-0.03917258095055446,0.019327319799206853,-0.025741458350736435,-0.0570191192219248,0.008264802161364151,0.009162238170981898,0.006260767099182326,,0.005406603026101296
PODXL,-0.018225065206187833,-0.09847379717846819,-0.054692696383801066,0.04313818426201175,-0.06183445977181352,0.013880402651315144,-0.005184446619082397,0.035299418105992825,-0.02011627199042699,0.08165794169005061,0.053230496487857056
JAM3,0.013977594191048617,-0.09203581517967067,0.006491876735406202,0.06347576782975899,-0.08890406239992307,-0.1157653431270669,0.0028416694963058725,0.019510674801680974,0.034894645197935406,0.05232176545425658,0.04505775491642668
TGFB2,-0.03254778829815353,-0.11185063649792404,0.028229674669854782,-0.016307600090057345,0.01893669403688299,-0.029188909004375384,0.0029071141805597916,0.0332914096821131,-0.026028764471934713,-0.05119587078099825,0.01765219432511529
COL18A1,-0.07592125278996024,-0.09176179487549371,-0.030293790327691913,0.034981070772002305,-0.060670616844069,0.04008238168783545,-0.008903203541669806,-0.060159810461969596,0.04902205379496214,-0.082325624979369,0.046042513788871246
NODAL,-0.01281531909403486,-0.04048992071966112,,,,-0.02093587017290529,0.023399238371034966,-0.01606900420456084,-0.01803571830559262,,0.0016536020993054405
INHBB,-0.016839348231415273,-0.07454679689950686,-0.017930332770401954,0.01923079662190758,-0.011661620525415042,-0.10056448240033736,0.042980817845347595,0.021304880800190756,0.0055393645781026115,0.008126503453084296,0.02425722405079922
LCN1,,-0.013482970842410515,,,,,-0.019355490269921186,-0.015175142007115257,,,-0.002037661098752786
ARF4,-0.06223537084024102,-0.06382045950583255,0.04838800534012473,-0.012483015611924221,-0.028297566830634474,-0.13187863387179025,0.0474670144775816,0.05753431192170879,-0.04736366333600878,0.08632113899969521,-0.021792294278582407
CXCL14,-0.004201769558071121,0.010370510159212738,-0.05134578784964653,-0.012610499554995193,0.059390746287184416,0.13531831807213465,-0.045588968812365335,0.05192981683340232,0.03898183717420082,-0.013823102215544928,0.0006294102663297917
LIF,-0.03525150849026259,-0.049516755582959905,-0.05183514479410893,-0.020607817121392452,-0.05476832769659917,-0.0012078653921878278,-0.029988329086329455,-0.0318830625949942,0.06823744873371888,-0.023610202402021337,-0.06572301712410832
IL17B,,-0.022267326650131928,,,,,0.035887045162168583,-0.024297776556826915,-0.022438109487606793,,0.03266570953222665
MMP1,,,,,,,-0.026134975590020166,-0.025012440771678142,-0.016248131400138095,,-0.04426058783976706
MATN1,0.10327786695239861,-0.01413597828875837,-0.011265181568941168,,,-0.02316886300851771,0.0025664891376955576,0.006430828386749722,-0.023124880671416298,,0.09116015742825269
ADAM28,0.008462819625692924,-0.05689473472105705,0.038482952593435635,-0.04816892464774437,-0.07279588557356081,-0.02758021601360314,0.02901829892368202,0.022557507588072498,0.013277645327904132,-0.00833624945794594,0.010719606657706894
TCN2,-0.009151612443329805,-0.028275021610800716,-0.03884237480757094,-0.015153141406139181,-0.02920063292994867,0.04757648293170373,0.018815448898787168,-0.02372951011226182,0.03504985206959127,0.07996674225548986,0.005946635226646014
THPO,0.050379183424939536,-0.027510465172857268,-0.023126929295534955,0.03221397674019838,0.026819061848705063,0.09857888934048288,,,-0.02005976288833678,,-0.04073952658697687
CUBN,0.02691936358998711,-0.03441373608500859,0.004324334282212973,-0.008832420615317768,-0.04180652136712446,-0.06776916452852497,-0.03550716024666243,0.03408996121316709,-0.05108388624495287,-0.048729432460322665,0.03788856564806449
TIMP3,-0.044083073618599596,-0.08356939048905374,0.005605968874632873,-0.005001253122198387,-0.003903610739113086,0.06306286322174638,-0.011096549624638906,-0.065569617435739,0.030059451810615354,-0.06442229971269914,0.019480917534081137
PIGF,-0.03186297196224506,-0.05074145164520986,0.02458178495786434,-0.031060988441942355,0.06946629898923154,-0.04603830928121189,0.11713960761668968,0.02938405508482949,-0.0013967372952592356,0.05505562397902981,-0.037461236915232836
CRH,-0.02867861126786264,0.055629637503520464,0.013453048657845757,0.028455031901565456,0.023707251899886324,0.0023910473138927485,-0.008244425742218977,0.09221057798122725,0.05435532953172729,-0.0016506698173634985,0.10244611554569552
BDNF,-0.018762515307905372,0.19013370222117365,-0.0014895125217202938,-0.01764780836086193,0.1937245081541013,0.052288064189569154,0.022554668134858114,0.04511306810537235,0.04891252291579473,-0.042097809104628486,0.026441402858490747
CCL5,-0.03295011976871826,-0.03060645818480608,0.02060148697214394,0.0003122848310076606,-0.048582937557696625,-0.008750879270738466,-0.026516906230984,0.041473331731892146,0.01567440309731226,0.15415156337560626,0.04412671663964221
