,UKF243,UKF259,ZH1019T1,ZH1019inf,ZH916T1
IGFL3,,,,,-0.017325833428557858
BMP1,0.07950694652603497,-0.0024468608123897465,-0.0511003889039711,0.04072097034874788,0.02209625023585055
NDP,0.10979374218451858,-0.030460018645458446,0.017675346251317545,0.05559861884152675,0.03768731556183672
TNFSF18,0.03788011416398303,,-0.008093686124573077,,0.07358806889510829
RTN4,-0.08179135271346265,0.011376471750559258,-0.10130790949026214,-0.03735825909647732,-0.03237989560460955
HEBP1,0.004191417362973932,0.04170774571174313,-0.05915578098675088,0.007234699772350573,0.003683346873067204
WNT7B,0.0076666630162287456,-0.0227539941892686,,-0.03139837175171816,0.05232882860734011
PTMA,-0.08751614236653135,0.03073474708792473,0.004035660325105565,-0.15773493482451043,-0.0608952216240754
FASLG,,,,,-0.015026689421794744
CEACAM1,,-0.02627433981867308,-0.03321401700414844,0.29251971330497056,-0.02090743131147753
PDAP1,0.029006604061812304,0.0429922661698918,0.1398266855587342,0.01593552584356006,0.008812989435722458
QDPR,-0.0035820328657533837,0.010565406467034438,0.05037105508709773,-0.13453236809119545,0.029196932825812396
POMC,-0.022588030739504408,-0.024467731281694095,0.02720680333906239,0.014691273636822967,0.045471486184639996
CCL18,-0.02665079015845497,,,-0.019964883929448833,
CCL17,,-0.01522893233101075,,,-0.013620006168827421
VEGFD,-0.030027650888936528,-0.016966712343486373,-0.045153728270890155,,
TNFSF13,,-0.010504576688361371,,,0.050789654359962084
WNT5A,0.06940796389544486,0.010896496166732647,-0.050488908444026,0.08742090478625533,0.02287216471840927
CXCL8,-0.06118859029882888,0.05131743653876726,0.005371217311419592,-0.035151321493671464,0.002915708833854634
GRN,0.004543754547509871,-0.010479614001508231,0.03063934646340229,0.02895506322900158,0.04162553157801301
MIA,-0.00323138154689807,-0.011328789933569791,0.006788267309431608,-0.037032631095026414,0.10445998819225152
COL4A4,-0.0113731234987701,0.026251248256853377,-0.03535625850408124,-0.02524185138012182,0.004339244555548218
TAC1,-0.03785830241094893,-0.009799188042683109,,,0.027848256705599442
RARRES2,0.07296480722806155,-0.03731340462199425,-0.07741936238851184,0.028558292785511936,0.02089270154980491
FGF7,0.035469583490709215,0.10791517575608807,-0.13994845722085494,-0.051045783302457105,0.09158394191817339
HBEGF,0.023199549428095694,-0.03426743313619109,-0.06442386141717663,0.11495001000672728,-0.04186172136501964
CSF3,-0.030228047142632976,-0.018151559481699227,,,0.10009769396502177
PI3,-0.01960515725768581,0.02279701204778193,,,-0.031155546211240788
PCSK1N,0.028147516774908506,0.011899740231794445,-0.04513574882606679,0.045795833194850546,0.12220284152863621
NTS,,,,,0.018796678097944546
SFRP1,0.029597462498358,-0.013287832111720788,0.030176743234623007,0.026880915827595157,-0.0009870770201274963
MICA,0.03457095188465212,-0.029424319634162917,0.0008851581486066351,-0.04479828472265846,0.010173993683966112
TG,-0.024096578325144488,-0.014339676096175829,-0.04642844990600927,0.1862856987343938,0.0028952177971474573
ADA,-0.0036954713992798315,0.05139012647552914,-0.022634171046652926,-0.0029191563417155226,-0.015098780656196993
LAMC3,0.06627777550580134,0.04318568130182439,-0.10752107470304889,0.05290578199407866,-0.02899462407375473
CCL7,,-0.010367562906614386,,,0.09277965218866474
NGF,-0.017415237236406752,-0.02375473461894734,-0.04428218150444587,0.0650203906161234,0.022905033385402736
TNFSF15,-0.021544821942364088,-0.011544788367521387,-0.05080913563748621,-0.006396469586311475,0.0014953033145152293
HMGB1,-0.00015058834722135023,0.045860456889177656,0.03950310367653358,-0.09429172477169477,0.0010233520590152208
ITGB3BP,0.003981695461713785,-0.017274319892670007,-0.10943861289292461,-0.02121246625268249,-0.03818691104648292
AANAT,0.10278343731781296,-0.010504577809494847,,-0.020794263503327214,-0.015898858400492523
RELN,-0.030027635303342955,-0.018233594629168084,0.015950806111031994,,
IL15,-0.030625592496972016,0.06384458471012966,0.024292712769103025,0.12578749213946036,0.051437174710217
BSG,0.013633128078500041,-0.06477305846352746,-0.06546270004107413,0.05069309550669691,0.02938940857405359
ADAMTS3,-0.015187718094440708,-0.03705522585679309,,-0.024899013601458426,0.09348207360735579
CD34,0.044985468311704115,-0.016191537250170838,-0.11118499593341907,0.04331327763347666,-0.0370748835316424
PLAT,0.026009678819850796,-0.031224366627919654,0.05714256861451504,0.021443396194920698,0.025980130374230852
LTA,,-0.013287831490095114,,,-0.02139746739159741
CKLF,-0.006346302144132477,-0.027748832600708286,0.05585432934288472,0.04935113926624643,0.039262865199858527
CD24,-0.036255071532051805,0.0034150806588370036,0.07271640812680907,0.04881362600789566,0.029048015528596902
HSP90AA1,-0.09023970893557455,0.009933902160283625,0.0387990175057562,-0.1188504873500753,-0.015502957922334026
BMP4,-0.004315598422341086,-0.031002106004654997,0.07113483627359332,0.014181612858214225,0.044697809660953484
SCGB3A1,,,-0.04844893135483543,,0.008585986498888575
IGFBP4,0.02112613950584983,0.042224765699950255,-0.04824360794045335,0.008186998342048285,-0.0349793490706344
RSPO4,0.14089559035366017,0.051790476844341904,-0.044299464800466946,,-0.0282210196681122
LEFTY2,0.01614479960895559,-0.008377694873102139,,-0.026573306446894412,0.05275435793432868
PF4,,-0.00904549438285264,,,-0.002255141560906132
ANGPTL2,0.003516659513795261,0.011516908557101288,0.0845338986054947,-0.05149403367361421,0.04844270116060986
LRIG2,0.11033282673385164,-0.022966378423352515,-0.1064652200535,0.06056032710794593,0.058760085393816
ICOSLG,-0.005331007603005666,-0.037631032943908654,-0.039369684228355836,0.01911143498824899,0.006991076285713857
WIF1,-0.02572422940168001,,,,
NPPC,0.008153164564736918,-0.014031792464840986,0.1539096149013362,-0.024898965781411812,
LYZ,-0.06542243423555293,-0.005358253391483201,0.040705582040628824,0.015996600788023174,-0.0494379778090921
EREG,,,,,-0.00687515197074005
SPTAN1,0.036364502506622404,0.0008722452298627343,0.024883557626598746,0.14654002141582773,0.05491632401138771
LIPC,-0.018250323520141356,-0.016255427090461717,0.06770326204724791,0.1425472503679363,0.01920870717535568
COL8A1,0.0895383043705246,0.03515298339918577,0.058745902896425686,0.013810718820470438,0.002817871381173207
GSTM2,0.023579541390445536,0.031629314583310614,-0.021526331736939037,0.10982398110932022,0.03067838367944493
SPX,-0.002409343311727743,-0.02663634475809616,,-0.05878022076695756,0.08972879308102424
MFGE8,0.08045762378496903,0.03729924627512967,-0.02369947827964417,0.031097613619217236,-0.009056940477216766
TGFA,0.04090813577203273,-0.001930437130017638,0.052505913554767934,0.015103229561997918,0.0576449679417916
SLIT2,0.06420735474666955,-0.03078617362099646,-0.03689065635997881,0.07106052819680443,0.03432648370177164
PLTP,0.022825509487414644,0.053808618248849596,0.026941436608756076,-0.014874783378584439,0.006185018287990762
APOD,-0.03890313228941625,-0.02119206199083219,-0.024924211774112123,-0.0646556835098794,-0.022856174107586773
B2M,0.018503212194771218,0.030484608822220306,-0.039513600085229576,0.00694155268152881,-0.040909517838825245
OMG,0.05364525486265391,-0.052023620367161176,-0.042383118652773506,-0.04752566254594436,0.1007808574004015
CXCL3,-0.05341120770335034,-0.02575155475467397,,,0.07883989903927195
CXCL10,0.05154510058202064,0.018969615757735477,0.10017522026600001,-0.03358571185592108,0.01606129976602453
RSPO3,,-0.010504577033325479,,,-0.015249146014963815
CORT,-0.0238524603096926,0.002068220834914821,,,
NCAN,0.10958309733813569,0.02320399384690507,-0.07383314568769746,0.1257308472237185,0.05637336209241816
PRG4,-0.032553007998324196,-0.010367564522245165,,,-0.010810822892237849
ZG16B,,-0.01203282657852215,,-0.02311625927638707,-0.01901404396937746
TGM2,0.03750337154281644,0.004159821144453517,-0.01922866343064481,-0.012325195516172926,-0.026593131547700096
VEGFC,0.02772890103227964,0.045344220487182514,-0.05708995244161485,0.13626419758118805,0.010663104322138416
WNT6,-0.029623447895911273,-0.014339676691566786,,-0.021983565285778287,0.067901454411129
NRG4,0.030779609747451385,-0.012617800296863447,-0.0353562195030014,,-0.015249147724029265
PMCH,,-0.01748319158187956,,,0.044278659737833424
COL9A1,0.0526927486650899,-0.013178371490751717,-0.023871356145566708,0.003085739330003252,0.09552538593053052
GDF11,0.049802678827720104,-0.04952640111749848,0.04316364197091562,-0.012704450904271537,0.006823366024988359
RAET1E,,,,,-0.016728206705142884
SORBS1,-0.015177303919469635,0.0707357154429844,0.08095295029616827,0.050944731610297625,0.06859324325751918
DLL1,0.02226357125256549,0.046113091495209695,-0.017195479380220986,-0.021219048118722068,0.0358858690129906
TLN1,-0.0325790836116009,-0.008169978144262196,0.0002481411981698933,-0.016771052358709366,-0.033235033570639054
COL2A1,0.03026520745985421,,,,-0.02219266152081101
SHH,,-0.01077360174824506,,,0.05495471399462525
PON2,0.13571740211877278,0.025633950325789235,-0.05453973722464268,0.06339130822955781,0.0750455299726721
ICAM5,-0.007290656244131069,-0.01679142299373524,,,0.03222215240920028
HPX,0.02886510044931864,-0.026213638721317056,-0.04599512416881067,0.0019519819049582392,0.12724205117869983
SFRP2,-0.029419588645780887,-0.012269964857534624,,-0.04473890834157067,-0.05021919543717517
CD70,,0.007759029460045624,-0.0383717633333474,,0.08386672861772695
HP,0.05298096332572175,-0.004350723743212546,-0.07588870946095048,0.032859385299324764,0.0503003272152652
CXCL2,0.051165035406362365,0.05261768430278455,-0.03483155480928541,,0.007329382168353541
NPPB,,-0.0030937255929032507,,,-0.015468562065084568
CCK,-0.06591528999824638,0.008495963696493813,,-0.02877104185920547,-0.020066900820385414
SEMA6A,0.06628334333751422,0.019927844177502534,-0.027521359491930276,0.04571310497001399,0.07554880141444505
IRAK4,-0.024364724325336026,-0.020532825929367667,-0.03385362152827557,0.11451410855750827,0.0296878819285092
GSTP1,0.058504347162000925,0.026627460117257074,-0.007475940580840671,-0.014489962158674085,0.028985351208983108
VCAM1,0.0293282005807277,0.03566016680845703,0.020990517858889612,0.09521925371816689,0.04927868666910758
NXPH3,0.043066890089866784,-0.0052324819980341854,-0.12523772037529823,0.06735524387931707,0.08815318371841402
MTMR4,0.001397307569757885,-0.010837887439574827,0.06676550676580696,0.0017560294960339191,0.0339201234679452
LAMC2,-0.020160136633923357,-0.024080891387084677,0.1338240425510904,,0.06899820838033495
IL10,-0.03198475979234781,-0.02705407370048442,-0.0015966686917308454,0.08554424670884953,0.04400507740503973
