,UKF248,UKF251,UKF259,ZH8812bulk
DCN,0.10249163508225445,-0.007574812751679456,0.07025543863201361,0.05443623860161534
RARRES2,-0.016016837534538888,0.10529606073917737,0.058853300025403704,-0.0469289705045644
SEMA4A,-0.0234048999675092,-0.008617040710369112,0.03355679858593383,-0.04944275252513017
GDF11,0.0025003800630520583,0.056366232126868504,-0.04614320361218619,0.04892164377769593
GPC3,0.009917239491217221,0.03826481924862824,-0.016908652194520705,0.10895319480678597
OSTN,,,-0.021890899395912804,-0.016864625786301175
GRN,-0.011781503699915593,0.00809342726149485,-0.03654702261148443,0.00808265441611091
CALM1,0.08609304554661962,-0.013159932619720571,0.02867596821186777,0.012682741458568946
ANGPTL4,-0.05118513299350318,0.0484979803889338,0.010652206439199402,0.04659659004602438
BMP8B,0.07356582373139756,0.05354777747846895,-0.01669895649084065,-0.05246833748483389
TNFSF4,-0.00930110354135297,0.17048103973617526,-0.02597574706931589,0.06392593912363438
RBP4,-0.01824776852245889,0.09474019319260142,-0.021556669330672303,0.02074127371734825
DKK3,-0.026421996640259907,-0.013054826050627855,-0.03753546597586011,-0.03288319380222643
COL11A1,0.018335387870502158,0.007312903606977962,0.010707820441306097,-0.02542815331660099
COL5A1,0.007891781378214871,-0.004042744504690757,-0.0349463509860724,-0.006715243771447444
KISS1,,-0.035068001287900184,-0.017012620757632577,
MEGF10,-0.04813014688148521,-0.027057838859714682,-0.001632112285742207,0.023612304975307058
CEACAM1,0.07380481729981649,-0.015160689422053864,0.012050848205997064,-0.02460316925844538
EFEMP2,0.05729526985726583,-0.025341322631655474,0.07135084972033967,0.0242755580271458
IGF1,-0.007173516413074431,-0.017286773665338477,0.01304042473701502,-0.04955258495838869
COL6A3,0.013762607943194272,-0.021308457372589604,-0.016410401907268665,-0.03561708267926084
RLN2,,0.029772680721709622,-0.013835777150606453,-0.009123350601719387
WIF1,-0.023074298434276354,,,
PLAU,-0.03213708171555989,-0.029683835327746374,-0.050559078895117966,-0.031014300365429022
CXCL12,-0.007669945983026796,0.029882822670907968,-0.009461286326916504,-0.022776015027554875
MMP9,0.08490996631446716,-0.013790710416710223,-0.008901898970074634,-0.047715900638249674
TNFSF14,-0.016193646736792872,0.0409225199009194,0.03503128262502138,-0.014685580316627986
HBEGF,0.05435892061746528,0.01045095980293108,-0.040180393851336024,0.059545563460087804
NUCB2,0.021549217116627783,0.015466885325913575,0.055325317203384294,0.02025646984607502
VCAN,-0.00899577741622486,0.010995528328058687,0.006245520617032117,-0.015194332415141806
VEGFC,-0.023605275552454282,-0.021308460992389734,-0.02026140615400715,0.12342457826099573
LMAN1,-0.041466916824204135,-0.00013177814712145818,-0.048422690041141137,-0.0034066248024954846
IRAK4,0.018531039001083396,0.04702404447989347,-0.0012024147980287062,0.0213693456756785
MICB,-0.04301796100649054,0.09912258910834397,0.010914017470596078,-0.017245199607909874
COL1A2,0.04552465326343726,-0.03438292058420759,0.01812037061879396,0.06641935402229662
ICOSLG,0.07077360946746128,-0.036755860815240106,-0.016143525957247242,-0.019320956483175313
GNAS,0.011472135581686953,0.024515377965134196,-0.006364123799586748,0.055688607759419445
C4B,,-0.016071225888531864,-0.018604481112050722,-0.019298344725092544
COL2A1,0.08017963612908838,,,
GSTM2,0.061744667219237145,0.014786503203265985,-0.012139032210441953,-0.023438348920890483
NLGN1,-0.013032928121195976,0.014081240482149815,0.021958702601833465,-0.039488178796124596
SCGB3A2,-0.019844755063703364,,,
LEFTY2,0.02264883238107523,-0.015346887329607005,0.013012918068314092,0.04940401822781081
ACE,0.05117561367355789,-0.03285609081315744,0.011766929009278304,0.03985846485400229
RPH3A,0.10607946562820493,0.02072636271610738,-0.037203009818104225,-0.02645682692683989
NCAM1,0.06625293129373754,0.0019956071222017747,0.05350940757005497,-0.03111194672302211
EFNB2,0.006256906579376249,0.01641587348940039,-0.0075058187548605985,0.04205141177095301
ICAM5,0.06073168570271519,0.04645871235602877,-0.018412272195109405,
CCL5,-0.020424179510650238,0.013099990370834567,-0.00190377394452075,0.07010895304501717
PSPN,0.009037197394584787,0.020723731336850314,0.06633381336048931,-0.029866015041299415
PENK,0.009059674160148594,-0.025805934626538796,-0.002508389178515841,-0.021269095146554746
