,UKF248,UKF260,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
POMC,0.11026720520978467,-0.021103206324517534,-0.021387422377926315,-0.013546473694648937,-0.018715080445493183,0.021780253323572172,0.004518081542280177,0.009774517530941785,-0.04153796715903307,0.03570275755013331,0.012020428084651523,0.02406216573438778
CCL18,-0.03042433304706699,,,,0.08510182036220337,,,0.024251030622831488,0.026929260381125673,0.07324078780374019,0.020851116131489097,
CCL17,,,,-0.01456070453984554,,-0.012007247409917819,,,-0.018825845571505687,0.002956138407026205,,
VEGFD,-0.030424342708217724,-0.015506870257522067,0.029925495165810785,0.002589825293142294,0.10651877881698155,-0.012868538953726518,,0.03807523569683505,,0.01865265192257272,,
TNFSF13,-0.007810800657066011,,,,,,,,0.07460214617572133,0.05541538471793386,0.1108418813412476,0.0034349402320175667
WNT5A,-0.0124443121674514,-0.052738049829880944,0.025637545182804203,0.022691147424999475,0.03420737440251234,0.045779656270634274,0.10848819831339601,-0.036928469431373935,0.004197527682593842,0.017920611837975622,-0.00504603783655917,0.05910185887970028
CXCL8,-0.013072389804639612,0.05535068335266223,0.08178510088713464,0.0022870185927526964,0.20118923131173488,-0.03869077266712253,,-0.16168384135226735,-0.009681401340115787,-0.06966180725963893,0.02911507744871424,0.016513733925296866
GRN,0.0039218549055718465,0.003260161346781395,0.04289731887744034,-0.051693182213065236,0.008139674730423364,0.027119008724337257,0.08260397514005775,0.005645567786854431,0.0513611962554788,0.037540391779051566,0.002264211800640708,-0.0100582652935469
MIA,0.010827319380090562,0.010396215924887415,-0.026024700085416207,-0.006980670965911407,0.04334007275285451,-0.01762405383087272,0.0060432206109268865,-0.05849949756281231,-0.007698930021575132,-0.015935892695116558,-0.018630383134653074,0.020878710755632093
COL4A4,-0.007242830232699601,0.00934696114216009,0.1936442823724675,-0.015201826028453276,,-0.017095986052453948,,,0.04003021411021702,0.015541553221034699,0.10237796232918599,0.05611613930270757
TAC1,0.028838240401001063,-0.031147682154450743,-0.02074669328096657,-0.024050212657044198,,-0.030297665171452687,,,,,0.08958792664117664,-0.044426839503479726
RARRES2,-0.003987140424749999,0.06426896855287594,0.058285767927615355,-0.06077752942970908,0.19580449113339554,0.0470006130655799,0.05754815946536141,0.056679282941733265,-0.05708428298930703,0.0663999145585211,0.011275271324918448,0.007418270048565509
FGF7,,-0.01706712954506732,-0.004541097450431673,0.02209480145287404,0.058812988652949844,-0.0032456858951395657,0.0730070239625953,0.05856160516938774,-0.03347346651162467,0.009444529812196387,-0.015785486335255457,0.0121359265874384
EFNA2,,,,,,,,,,-0.00885194554211175,,
HBEGF,0.020857376528246624,0.07726373767542491,0.07050857817308674,-0.02388989721380616,0.04686205833026895,-0.009488069708494015,-0.011790992354200685,-0.01417486261992868,-0.049301826273443324,0.045857202378794204,0.01407610868847776,-0.017800178332261586
CSF3,,-0.012428394353137528,-0.013593898651710233,,0.09099767457222174,,,,0.020922534366584117,0.013843620121091206,-0.019097088783319855,-0.035737327573911445
PI3,0.03317808985631143,-0.01350965720781798,-0.015306909301867398,,,,,0.006945541816831836,-0.005906438578994299,-0.025697757415373487,0.0180232339723181,-0.050701545700234316
PCSK1N,0.004722205643377958,-0.0007217512305474173,0.000592478785434196,-0.04706372939879506,2.538172823853724e-07,-0.02947809265973149,0.07054198596441288,0.10720704176189307,0.010747519950541618,0.014162548940056856,0.0415279709256699,-0.0021125415043406225
NTS,,0.011486072080486347,-0.016708536671573588,-0.017366319138439,,,,,-0.000640217084810369,-0.03147510356829353,0.009489843059147825,
SFRP1,-0.03868330389678164,-0.017690653533230433,0.031300193847439164,-0.023740280713102153,0.01729626368914639,-0.013431125672145907,-0.004865709175319689,0.06654168075375343,0.04577021485585373,0.047630956343023875,0.0315068486167387,-0.009064147799083374
CXCL13,,-0.017531663571397155,,,0.004193461833284315,,,,-0.042286708992757084,-0.022857040016515427,0.015576100642537425,0.09921326388652527
MICA,0.01839110381925861,0.030866862958526704,0.050612397483533966,-0.038348596724372255,0.08454602429632968,-0.024084687730719572,0.0822750071481021,-0.023259918213819494,-0.03109207100534708,0.02552149554901448,0.032925320241544515,0.006270628479514628
TG,-0.03348251144048636,0.043938058264623034,-0.0164066194540245,0.0044549012433216205,-0.05017877964481158,0.01878296985029854,-0.02232842462686836,0.13298615587511253,-0.00789795998563845,0.03611131197239769,-0.015717197525630437,0.036015131864273575
ADA,-0.01663821183698741,0.028953538317584838,0.03478088905978837,-0.021389268309352012,0.09036482417588274,-0.03935573607582184,0.06872644877573027,0.059072181871010224,-0.003531161932463893,0.018840593534096582,0.011973089502478601,0.0047075758641776785
LAMC3,0.06683389062415153,-0.04001766529559777,0.06173141813155302,0.013473286628454213,0.051028504582074106,0.010587722658999384,0.08463813037281502,-0.032503204781906464,0.012982615388652549,0.02963775933698208,-0.022506095028061845,-0.030337329325371795
CCL7,0.10209356354958266,0.08633994467559555,,,,,,,-0.028215603142575724,,,-0.024980974229448234
NGF,0.018764294890677904,-0.02481028289769138,,,0.007962276209421772,,,,-0.03258676279985464,-0.025487781593581733,-0.03278552817577928,-0.04050136078827759
TNFSF15,,-0.017209592939521675,,,0.007697214614525642,,0.04727375398245638,,0.08940414676863598,,-0.011858964277879972,-0.039552140058638094
HMGB1,0.014201308672690307,0.03727335541253966,0.041203900870201884,-0.025663035515879586,0.12798224872095154,0.05666916273421168,-0.05709893144918345,-0.013184139630017765,0.03406409263342247,0.03191345359799968,0.03713401420890607,-0.028148742888228405
ITGB3BP,0.00232478910268668,-0.02861886519743728,0.062016743552115366,-0.06369632467019942,0.07551623108610057,0.008699550024186684,0.024342614073095646,0.0152530169849423,0.030053432026684323,0.029790863535372584,0.01433116960596693,-0.0033122132935818433
AANAT,0.046249661142634395,-0.015506872471215186,-0.012262064460848114,-0.013192240093214668,,-0.016106573894784704,,-0.06505795093397915,0.010463695456317191,0.047472140846915985,,0.0011300363069296456
RELN,-0.0068737676377105955,0.025105655493033615,-0.0010876928176999725,0.008938925849118762,,0.07623660689062384,,,,,-0.014324343664112962,-0.05712120723089166
IL15,0.042072834566493744,-0.03573122598092947,-0.019375067378653705,0.0047145877723725705,0.13816986730399863,-0.014938102853677186,-0.04163030672252361,-0.022309999727429194,-0.007938601262396807,0.04760526303015712,-0.014586994921689952,0.04437736256983419
UTS2,,,0.012460244379900285,,,,0.141073916854625,0.10610694928997817,-0.021079029782010605,,,
BSG,0.01857445068036858,0.016863521204705557,0.02473262752183621,0.00556442707648884,0.08018813240912014,0.0031093167640187584,0.06408112722370325,-0.010821367747219977,0.006230520548506139,0.016927690039771005,-0.04139675334690941,-0.02061228091063045
ADAMTS3,0.021223972101546282,-0.015894246534849013,0.02284521279813671,-0.022793801368966343,0.060348182950946835,-0.011012422756038875,0.11801470798635406,0.06899744908944691,-0.018276037731537777,0.09323227739314062,-0.01362861711515517,-0.04247707311065316
CD34,0.00011818187323277403,0.0008309902925446246,0.09570424261377179,-0.05691643580281976,0.11187341987574038,0.0051419384223037445,0.02074409186379466,0.06313479771257983,-0.012928365833068107,0.08214979734908676,-0.010296384815416016,-0.025036914019852242
CCL23,,,-0.013952282881827288,,,,0.005558613119467541,,,,,
PLAT,0.0532469923169572,-0.009062981449332238,0.04495866308055072,0.006129129342220804,0.08191883257301223,0.015587268882513498,0.10188420843436409,-0.0804549517693123,0.07100441005130423,0.017930060542512796,0.0043625185050755935,-0.022872450115991923
NTF3,,,,,-0.031593539611869136,,,,0.09020523366581258,-0.003965497628075086,0.009773528077860454,
LTA,,,,-0.012705502056198489,,-0.014938104697643574,,,,,,
CKLF,-0.02489405722823905,-0.03282584804992605,0.08565805269490052,-0.03608562073139006,0.14013573516077737,0.0024160185965244967,0.07714164721243959,0.04028637421001634,0.0748507624475295,0.012777400452874088,0.0023306976163684364,0.04301304462160622
APELA,,,,,0.12779168157872664,,,,,,,
CD24,0.00907926647096836,-0.009544582078816604,-0.03909611277474731,-0.032064650571240416,-0.056711109574615365,-0.020028448593041478,0.047326685372269264,0.008823715411116421,-0.037440476531539715,-0.010059657875084324,0.04727265638788972,-0.05087938389849426
HSP90AA1,0.001355560237021161,-0.021291762199754285,-0.0570825979137802,-0.07429940418869121,-0.13204353311401584,-0.04400210196272423,-0.08687020276018775,-0.024216666591618034,-0.03498557485244157,-0.06122442803898218,-0.003992142190362555,-0.04081627854474845
BMP4,0.006904824874593765,-0.030093590986433057,-0.027553642706381717,-0.03644306954567041,-0.060062306023545085,-0.012728808075953637,0.07926947477148073,-0.024622273184913876,-0.05481423541194449,-0.024034529497163223,-0.002367999233022188,0.060237584066451445
SCGB3A1,-0.019352444062380115,0.11908649437439983,,,0.050550351174663735,-0.010423611909843056,0.09781253001007965,-0.033721585017992516,-0.04294534079436946,-0.004941415092373616,-0.02462732677982414,0.2247732827062288
IGFBP4,0.05320544353463184,0.037512521366072436,0.08563477414593734,-0.027864813949207676,0.0071476327184528685,-0.012114821804657947,0.02355382938856506,0.13826158709033146,0.009631805562241106,0.02260033517421248,0.0010906181751137094,-0.034252906313093426
RSPO4,,0.08334281503583754,,-0.01477727238263597,,-0.020721502948776154,,,,,-0.016585456504795062,0.08314189892234197
LEFTY2,0.031926326389955594,-0.010091143506149725,0.0888291721941307,-0.005675820395978374,0.059149040932571985,0.01931727818553181,-0.044777890652097585,0.06146670438197629,-0.023951851903312504,0.06606009787544286,-0.02255512511426221,-0.029344463051801856
PF4,-0.003174637109930991,,,,,,,,,-0.023679610231587194,,0.001999724547517636
ANGPTL2,-0.0057747293388416675,-0.03134930875401157,0.0712442156858729,0.03716119665133064,-0.20595815326586212,0.03693242343971465,0.037698620245716824,0.2035961766923832,0.05279370091774981,0.064442664427552,-0.027428555291882952,-0.012872996787227201
LRIG2,-0.040922513644042084,0.02574106191277254,0.029128467078033043,-0.020178362906693278,-0.02117620606880878,0.013031028341913468,-0.04754560696834817,0.04979769566074116,0.0482934871054657,0.0358032230946062,-0.019967386871625484,-0.005528909415853643
ICOSLG,0.03303727904497587,0.030547856251729313,0.03582676993588694,-0.037240702281435445,-0.011597206079222114,0.03900940386358514,-0.01731627446220098,-0.009525673140736516,0.02708798415607131,0.06141984004202333,-0.0483055054895442,0.023844424821153534
WIF1,-0.01615806711093023,-0.042170317021027755,-0.013829448226408313,-0.011403271087897229,,-0.0003132375191952151,,,,,-0.015417788320137215,0.014949756502274142
NPPC,-0.028457489902398526,0.007140018430417042,-0.03301512333192767,-0.022244158654144197,,0.03492129274986724,0.018296751876463457,-0.019298701355676042,0.0034624842115685314,0.05964623056267761,0.003305989503409398,0.031633043065900306
LYZ,0.0086305170058471,-0.015120644339975087,0.033471374281164,0.05801509669619032,0.1664353337618693,-0.03410021373887522,0.03669246963525959,0.07893067309440828,0.02672053765156147,0.023434406526402465,-0.0006655586458175831,0.07048704648946265
EREG,,-0.01811089398409375,,,0.07001806029661946,,,,-0.005387119695602087,-0.018878972700816073,-0.02065746570868786,-0.024815671016305087
SPTAN1,-0.043732849407960454,-0.018014210362823795,-0.059722393777528866,-0.012814866407021792,0.07494382209640293,-0.009724670164209626,-0.01835180775833595,0.12417320984191497,0.04772895526618727,-0.07174328594703,-0.02971280592803093,0.02703159241442132
PTH2,,,,,,,,,,,0.030231099126341483,
LIPC,-0.01028692878755885,-0.02063512642271741,-0.03207125783252718,-0.027627615602793056,-0.05029936964658318,0.03577882273110077,-0.03361840978500936,0.077564086320997,,,,-0.0029850701889212227
COL8A1,0.06658107506223829,0.006956064452967912,-0.025600563303215626,-0.012305447233862052,0.04201374092473152,0.06686874998526916,0.04620344322042671,0.042608858273914196,0.015820952589283947,-0.007373226391674364,0.002417862391842552,-0.020020459189227156
GSTM2,0.005251490144364612,0.05648812886867992,-0.018633725080047035,-0.017052426094138807,0.08465503429771584,-0.024865933418018033,0.008249351719810859,0.0340735154722288,0.05662935710941289,0.018080851048825827,-0.03521158259506235,0.054565087514879804
IL4,,,,,,,,0.1143923763153945,,,,
SPX,-0.003533551538652076,-0.04138568963101779,0.017957488023253348,0.016293698488822273,,-0.040675826605482426,-0.023987052754321565,,-0.028448270823296606,0.028240593767196526,-0.02293743537212416,0.05896964160144103
MFGE8,0.008488320519604626,0.04369848338962624,0.023285530780907383,0.005495578084454136,0.13663488442794455,-0.014767040648754016,0.0940716127076974,0.012924757446108584,-0.04290500050123653,-0.029269951319185368,-0.03237619974373239,-0.008620122237727353
TGFA,0.00460150316922678,0.004684332643961222,0.006529165599781138,0.011501109969099392,0.06352203779763214,0.01135895644486457,0.06587255003197534,-0.02367013955116138,0.013982625711781242,0.06799867447376248,0.03856787205770919,-0.03903289519916737
SLIT2,0.06379400906506649,0.01823295402246575,-0.0008770523417503623,0.0029867891094922873,0.04272491705878488,0.005443995002464007,0.011903937893706803,-0.025940593064676318,0.027979825582975074,0.0661133202314605,0.013942833053119745,-0.06177257070127258
PLTP,-0.03477803396955412,0.0885920584106735,0.046818946883417124,-0.04206250004670953,0.08414568968522945,-0.0009997622421691658,0.030879623814099474,0.07435239686885997,0.04942848590995801,0.035077826345257086,-0.006447442888193957,0.13003743240224613
APOD,-0.004697729215514116,0.01282670852410215,0.02468235133091218,-0.00833816744642682,0.11120519429534821,0.0026843433050229176,-0.09915514576087558,0.01230788328545878,-0.0049626600610757875,0.003911086772500434,-0.01733776183767394,0.013589118796540017
B2M,0.10791651071019946,0.04414622047856975,0.05949076283098565,-0.03523253701515907,0.2851649194979257,0.01014947457699683,0.055304288402048984,0.10878935732627104,0.10092106047453614,0.09882240988744426,-0.008524769276990413,0.03380297866255846
OMG,-0.040100213634257524,-0.0428507410091745,-0.03675353777429731,-0.019318762569244786,-0.01644173058720457,0.0089103789800357,-0.051329519870893556,0.039457578214986536,0.023271868609682597,0.05670646886032253,-0.00045900318321937656,0.03130988260289657
CXCL3,0.013537740491622754,-0.03756333902959557,-0.01609950447874577,0.02852392282236301,0.17959632208762696,-0.010758140469745296,0.05881737587032061,-0.010208600307260103,-0.019082032818090053,0.03661455377233866,-0.046525484143788015,-0.017763043685417982
CXCL10,0.042903438204498205,-0.013361106631158248,0.0699421619329388,-0.0573079751490116,0.025311080794347837,0.002586325807758647,0.00013583306367312921,-0.028867992000011996,0.07446858679157146,0.045005860717175585,0.06298024229975155,0.012447500147903637
RSPO3,-0.026287836336151466,-0.020635113700149716,0.05738705870075484,-0.00933535329686178,,-0.011242049448036915,,,0.056184374073332856,-0.012885593337144828,0.0002443705690942932,-0.01122591605700576
CORT,0.02766878640374998,0.006065398554708429,-0.011152429421181746,0.001647939322028815,,-0.029824808074671784,,,-0.03217325448230974,-0.024779508565024925,0.001993095618581797,
NCAN,0.05219697462017731,-0.028277621443237713,0.008712759150929622,0.02957643320787951,,0.031002973924049663,-0.09645091967262548,-0.022704368034510144,0.06487885745827024,-0.007188480638611016,-0.04345213722578104,0.051216638745544676
PRG4,-0.005122510084723478,-0.014774667325443773,0.04760322207024746,-0.01888476746961262,,-0.013143814184082815,,,-0.0012356708312156962,-0.025701450175090183,0.0003839675232092423,0.036094065692883974
ZG16B,-0.026835998974033406,,-0.018831815255479535,-0.010095674769840985,0.09833113226980705,,,,,,,0.03733779435713217
TGM2,0.02500333799261296,0.052234968570215264,0.0524320643346155,-0.02417290905871124,0.0321303308819862,-0.020994477050477654,0.024945878060624045,-0.08631640572573138,-0.00841802221033642,-0.012421728635726407,-0.02303873515468651,0.02663675314571092
VEGFC,0.08748244685693578,-0.02274310886535439,0.08323300902742958,0.006194435198848952,0.032114780754878496,-0.013413786285493499,0.032363402759565375,0.11773285350138286,-0.03631186032738618,-0.02460686865052149,-0.028306675876128357,0.016343122532869334
WNT6,-0.031224743792668375,-0.02035806915005511,-0.017152263111181714,-0.02246756411148555,-0.024615641390606853,-0.011706875314999953,,-0.0726754070898718,0.0025191984726752837,0.0430899795879643,-0.005534366229892008,-0.019000569712565685
NRG4,-0.017824282180470795,-0.02104458148436513,-0.021725548197424293,-0.01939542586815596,,-0.01564874627539882,,,,,0.01225536633043107,-0.028573942560667445
PMCH,0.013183022409070285,,,-0.01477727166947297,,,,,0.03319870209017778,0.050494245116570205,-0.012609994198760199,-0.03659304573519805
COL9A1,-0.04720171375970095,0.01698866937273059,0.11391780257749315,-0.02705772694231715,,-0.017831374356399265,0.021832220114331585,0.0196295092175585,0.012114878680499168,0.046554972056764676,-0.056913854040340585,0.13514100366596124
GDF11,0.019587343776412757,0.024569927567522014,0.06528229529457956,0.02972105562233575,0.010478819303278234,0.055885111230733246,0.03548889672036876,-0.06282596490614084,0.02775971229782494,0.01651332882996064,-0.017806443068539762,-0.012805112375405847
IL24,,,,,-0.04363678881102559,,,,-0.02138253412755921,-0.023302050885601035,,-0.031944717221815445
SORBS1,0.013569524367866492,-0.025408491052873922,-0.026613199331290412,-0.006961384501983375,0.06930259816278593,0.015108849248303255,-0.0056741895379340285,0.05493527799474804,-0.003512207055423096,0.03403218577633045,-0.009317632483743064,-0.03499098734105823
DLL1,0.032425725378636305,-0.07338687949909654,0.006473018167628796,-0.013314072248595123,0.042520758834877104,0.08596925728443645,0.051711148294441234,0.04305241470070817,-0.029902759117574156,0.04537792922770824,-0.02231223862051045,0.02677416075158598
TLN1,0.053884542797234536,-0.01237283042942884,0.022229410130253906,0.029192530201711347,0.10742101424412066,0.025725710932122243,0.038098865302632186,-0.12692820696052187,0.0030488784442888757,0.02537855137555672,0.00429770890856986,0.0052917071375733265
COL2A1,0.03234829494612163,0.09819378454832277,-0.016099509957585575,,,-0.010921721255480292,,,0.019043109056311024,0.10958203269955934,-0.02656498429172579,-0.006367299068356713
SHH,,-0.03345280165473303,-0.012656171019421332,-0.018013386329229806,,-0.010423610998754487,0.0443297676988801,-0.04885766078855536,0.03813216297308961,0.00019049165259100713,-0.05135317013974178,0.022476040520786007
PON2,0.0699070263879699,0.02815342644103712,0.028584389700258013,-0.02025750133413936,0.17260026628981087,0.026513495143388233,0.04019552706362864,0.08045819681933764,0.032074475946789145,0.06937787741373033,-0.04265736196395856,0.04223076818191817
ICAM5,-0.024356444175916734,-0.013767959552582393,0.008552975994362269,-0.024470381753760075,-0.041307582206228856,-0.02035674922865,,,0.009511633882289743,-0.03762187808422319,0.04194788312925671,0.03346607872697265
HPX,0.07200787206368972,0.0022600349172998187,0.11335417594610181,-0.019812136027392117,0.009570991152582772,-0.0005991313332711589,0.21531241188235442,-0.011899791874654253,0.04386052784870085,0.062235129678470544,-0.0017157367866923465,-0.045600701487754684
SFRP2,0.001356502369254398,,-0.012848905443781122,-0.01651211980932301,0.06441222519526979,-0.020448457236586694,-0.011142806870533744,0.17152570459761737,0.021672915576907533,0.026023314569453483,0.05498872553640729,-0.043241898063481846
CFC1,,,,-0.012705502824057613,,,,,,,,-0.025283443269705153
CD70,-0.03137963989319407,,,0.024166621318272005,0.12178898835443715,,,,-0.005545298177571787,0.027747745731125657,0.0837352628647324,-0.005241468304934746
HP,-0.02816566771320564,0.05025936556547838,0.06837901243257258,-0.027191174909391713,,-0.02681768658150799,0.11799640079125598,0.05556731418775613,0.06277183226227048,0.07605385654932321,0.03480137768289214,0.011843825541197523
CXCL2,0.0277476642258272,0.025735279758697827,-0.022101889386679088,-0.06638809502234275,0.2495385676399756,0.04365939411789485,0.00618956128085657,0.10315111937664471,-0.011306019175497192,0.036391975046904716,-0.008384053487850393,0.007897826123809988
NPPB,-0.02496652585924882,,,-0.011125454988874307,,-0.01341378726111664,,,0.062253965778591956,0.03773856274444521,-0.018846939631668273,
CCK,0.007520111996882096,-0.033358437031451575,-0.053591878633090936,0.02595076655055032,,-0.03656665230930868,-0.03361843691966832,,0.03180974385043103,0.016729130906348737,0.0004584378772299898,-0.002984037788251919
SEMA6A,0.03544328075760637,-0.033150856510806626,0.013442646312909416,-0.02694838009569727,0.08446509435946943,0.006805774347574808,0.02137645918247191,0.054857719543661594,0.0470889117925891,0.02054826464632146,-0.008877900695576599,0.05077087444411549
IRAK4,0.009300929715237303,0.018850636693051124,-0.00609603037942153,0.01580941116074628,-0.041888306147386194,-0.005920324562745103,0.001684016529876217,-0.05102680555385245,0.04985973656588769,0.02262262639111806,-0.019920006220055884,0.012695841726125532
GSTP1,0.029737408348350515,0.05359162223597436,0.07053015692478702,-0.04373659719692308,0.1595765606132191,0.04584332797632753,0.08312423760175125,0.1292009088592473,0.0567081371355947,0.04018941161938336,0.03421273796340096,0.04464128875425593
VCAM1,0.02548521507901499,0.06551443375181325,0.04030847713018966,-0.02830616757910522,-0.009742761504984323,0.03976074777533879,-7.339878197379516e-06,0.049229060363179554,0.03040748989607415,0.035676347347855325,0.08063962820094438,-0.033308592536329305
NXPH3,0.03351607878100798,-0.023327719076958867,0.04090191784761953,0.01763049403000212,-0.03787145155191367,-0.01478343071778421,0.039992322338076224,0.019344824993594273,0.04248265102914597,0.01672222063727878,-0.04518084811491277,0.03343235507325345
MTMR4,-0.0048640488722483015,-0.006268076727973953,-0.048277094487373426,-0.03628657940581578,0.018223896926116635,0.0108838628223128,0.049457477960766244,0.015493213137879384,-0.009396915556801914,0.0021929929495728456,-0.006001918465486984,-0.04832921771119182
LAMC2,-0.019596112220561953,,,-0.014005706628671559,0.009591877140124853,,,,-0.026287875141103936,-0.0306021312428056,-0.012239966249233096,0.00863069214038259
IL10,0.002118517333436163,0.024133564028521914,-0.021126151695536156,-0.013820886665170246,0.05896543404309959,-0.012007246645618983,-0.06154683713649003,0.09226502289556664,0.012054195246109229,0.013060846917279172,-0.030480020019486593,0.058860914686740144
SEMA4D,-0.04188226324490996,-0.027519048931640585,-0.05918691019705621,0.01345967527339095,0.025561496212084478,0.052178243497894405,-0.005665639364442377,-0.0703712199630271,0.03669162284643187,0.027690180820314127,-0.04973922005622016,0.0053864615800549714
TRH,0.04471234558531265,0.04394722727070955,-0.033353609337876025,-0.028101118825663424,,0.11125394277407705,-0.0435072656407257,0.09244136061603016,0.0326485712847373,0.09154341118129684,0.014679761404591162,-0.008239461745254572
SEMA6D,-0.02296342926717256,0.054059260809599496,0.007025117742406459,-0.003420072277993668,0.10947905377938888,0.031600197449347896,0.03634213259433799,0.10623184933833899,0.010687931383634242,0.0649285081272309,0.0012917492214255986,-0.03218711744997131
CEL,,0.0326277485565561,,,,,,-0.010034548667089261,0.008609212549330201,-0.03804368799856864,0.007428228594143798,-0.029396711554882115
PDCD1LG2,0.009216033667226389,-0.028872986251440594,0.0013828678834310235,0.025045131887868628,0.04385191874664995,0.06055172555971086,0.002696767441536342,0.0031742069462801638,0.04498058739153982,0.02076453786249913,0.02382377527604335,0.00825096470763585
SPINT1,0.003008831164054394,0.04657844076854631,0.06700112378088825,-0.0128875150794212,0.020640453935797186,0.11549099197313543,0.13601792533659543,-0.044006961043736206,0.026766322331270378,0.07702244511046562,-0.015002654601910621,0.019688761611717107
CTHRC1,0.05544996689151533,0.03649443379931287,0.06516797450714933,-0.03269834232653605,-0.27675058497436156,0.01786737678567047,0.018421142486489028,0.008946051165814364,0.07779245894280633,-0.021310037269431027,0.0041916426847620715,-0.004585255391323195
PODXL,0.0763064123309129,0.0016192268425131624,0.04351934944411639,-0.003405507096181873,0.011705884074553613,-0.013393742102766372,0.03762623031470252,0.12210936927721487,0.06113605876671525,0.0906090645759785,-0.0007824910206637357,-0.0077266973004258
JAM3,0.030424724264895817,0.02340529250951257,-0.004401115992551089,0.040164270147292576,-0.033504507831587,-0.030006475012763247,0.011205710382279887,-0.05830032594799863,0.07426241117525029,0.03261113387392948,-0.0640823211088883,0.039352573389188086
TGFB2,0.057696336507664446,0.03899105386590951,0.06975850608762348,-0.002595698868817351,0.06944275000986884,0.05489755089704936,-0.04077144406120348,0.026235616046847286,0.023849543074116804,0.03126222346851429,-0.01379418283121012,-0.005385494993217763
COL18A1,0.07309693831937847,0.007313642737320732,0.043510098270342905,0.020730901431554677,0.04194544140363526,0.008952127945928283,0.04919863528004665,0.1010350259385934,-0.04467734741343033,-0.03264464433536217,-0.020039112726197378,0.0007799525922699941
NODAL,0.05903838975843852,0.02679419131520923,0.06797895124360238,,,-0.018440921363130306,0.06254949128008079,-0.011604719974575971,0.02284900221931177,0.028922182017652717,0.2494273420279446,-0.006937816858467374
INHBB,0.03551351259036434,0.023461141325038296,0.040426798543049286,-0.017196192701897234,0.013094895128487855,-0.013555154496586595,-0.0656533571634473,-0.05506356803197565,0.1031019629239297,0.0034841193725234174,-0.07372693097472907,0.048350866375406476
LCN1,-0.0019876975438577154,,0.09520907402867479,,,,0.13268865370965807,,0.04562109601753737,-0.02718239582766071,,0.005907921624355984
ARF4,0.026857036874842224,-0.016374316730165834,0.027987535817908915,-0.016042005541884116,0.12888450256821513,0.05545506315478102,0.07615599535241878,0.025317252874168496,0.007254143116414466,0.010421694230822481,-0.03729245572703273,-0.03242530302461666
CXCL14,0.038678232659803004,-0.013599500471997084,0.014993782671879435,0.011331278096303117,-0.06736100442142874,-0.03475141604343195,-0.005252325824473896,0.06092705265377147,0.022780347369709096,0.011160442623815497,-0.008345866027257363,-0.024142719079385498
LIF,-0.007737188990279267,0.08618107755689326,0.023853589221633015,-0.030733265907482755,0.02972454904721678,0.0381848468091083,-0.0016606284503561477,0.05740361653364421,0.0008228183733093273,0.0068543883031212454,-0.008707692034883386,-0.011473179920337058
