,UKF248,UKF251,UKF313,ZH916T1
DCN,-0.018497699465972794,-0.024588525464104297,-0.04093376867634133,-0.027623910229112366
RARRES2,-0.008206905230075811,-0.02726708685679997,0.004498143382972845,0.06743799238433647
SEMA4A,0.04961794092712038,-0.04034468636180359,0.054795780254995465,0.058371489772232665
GDF11,-0.01354684429738308,-0.05186170606565733,0.03194913631854713,0.055504959106168414
GPC3,-0.012018591881064635,-0.017267645434233227,-0.020449815219675718,0.025873419344945255
GRN,-0.02619912514312977,0.017558912006447207,0.010312699410978404,0.0042196692166791465
CALM1,0.0007945611078398025,0.07593784636231289,0.07576338419968486,-0.04014917785022104
ANGPTL4,0.04389125848548193,-0.03456505684121891,-0.03311826307997505,0.057605524310197866
BMP8B,-0.0007131857866123965,-0.03037884664516879,-0.03976456571186571,0.06480689105974394
TNFSF4,-0.02395388820350138,-0.01769006464794317,-0.02236881951886701,0.07019640910885658
RBP4,-0.008698852902614743,0.0016720882896541442,0.024252329672244353,0.10633480367983693
DKK3,0.03543753383020358,-0.003438333291495113,0.0213780959720462,0.04999072801693754
COL11A1,0.0005304398909169749,0.04353667537096316,0.0011859312847436678,-0.0032352151156301735
COL5A1,-0.04684179263384562,0.01080199848635358,-0.02212996683224676,-0.00043174490968838475
KISS1,,-0.027886343543737754,,
MEGF10,0.008852734193131387,-0.045618304296477216,0.03099080405481219,0.008629332410421344
CEACAM1,-0.01580393568753256,0.014492279750908759,,0.010837981848117368
EFEMP2,-0.005159188112082135,0.01955392786354946,-0.022962901891372785,0.021590859970992433
IGF1,-0.010144716161935017,0.01607671098103187,0.015576360761596958,0.06619882322692722
COL6A3,-0.033508965938262206,-0.016944648706972425,-0.026468457787549523,-0.028126030796725356
RLN2,,-0.011600951258197906,,0.03200507079153589
WIF1,0.06763800273233757,,,
PLAU,-0.01800434105435746,0.02938320167145382,0.06979787386143244,0.07994651967778069
CXCL12,-0.06161364017445536,-0.001756461071348159,0.03391437359131537,0.0347159876721339
MMP9,0.03960207173536898,-0.0109664786776792,0.07969134101511642,0.007626046186871048
TNFSF14,0.06606387989643007,-0.016505134898404213,,-0.0008734758420363865
HBEGF,0.009689790737975398,-0.022094498266940214,0.0900649392490644,0.011215347330691832
NUCB2,-0.06593673479882232,-0.04089111437986176,0.058508248532480815,0.02189619980100338
VCAN,0.004412643824319218,0.011909890036013058,0.06022105935402361,-0.043501550592990185
VEGFC,-0.023953879651811553,0.06156495845498607,0.06591795432210897,-0.05358826230563099
LMAN1,0.004850557557770402,0.01207574428061832,-0.03417495030698169,-0.005568993538751445
IRAK4,0.017690232925274708,-0.008186412254847534,0.022444716699151036,0.07773882175266161
MICB,0.043409542816441,-0.0019904140157178353,0.014380862235050435,0.047224098649014924
COL1A2,-0.020162028755302798,0.007933725776710844,-0.024130652740874534,-0.027002698324540057
ICOSLG,-0.023515957637677894,0.01055005218059287,0.011066583085700916,0.042271863404352114
GNAS,0.01971896382616481,-0.018528934049676808,-0.08504800050590677,-0.005687081249959286
C4B,,-0.01277996206904574,-0.018714529639529357,0.026437179379850868
COL2A1,-0.003365650929213387,,,0.0953390508690622
GSTM2,-0.041986867777044135,-0.010053840675171987,0.041703271957352316,-0.055758370570137876
