,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF296,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH916T1,ZH916bulk
ADAM28,0.060419893094407956,-0.05324260826450563,-0.0181379184190032,0.0028020845658762806,-0.013255667724577463,0.0327744056900136,-0.005209023576219852,0.00656464732447295,0.0239935116211901,-0.0007927447008288837,0.014513676275963703,0.018814875948181035
TCN2,0.06901939810165483,-0.0417486809513118,0.058515890129830384,0.010623732532484895,0.0535514140192474,0.10930580411853955,0.02398728209320894,0.08753980424600774,0.11460998750105426,-0.02476424336846864,0.059035930167803584,-0.04803112416763102
THPO,,0.0444229872493503,,0.06356193489148203,-0.022032619653226566,0.039008373066645424,0.04201471753759477,0.03179521217951871,0.0449769748371723,,0.003443718033851881,0.07082593641337451
CUBN,0.0996357269563557,-0.019590589682902105,-0.030672893745440882,-0.027899905820711335,0.040084533309797644,0.12569803568703428,0.025661150555188344,0.053519557778823224,0.10031357869393505,0.018222831148060423,-0.006878344272346092,0.026457260874804427
TIMP3,0.022201306203736136,0.008606607502942655,0.0012534836559907059,0.031433511460633445,0.05836345148500846,0.029883997452592754,-0.0711433988359289,-0.06894303891033644,0.09007588312295908,-0.03903543664036329,-0.0256979756914413,0.07989553453050308
PIGF,0.032682513591525415,-0.007979342547061308,0.0029502776569924186,0.01235614819325856,0.05282437262679685,0.04045620435686413,-0.05038762194486668,0.045468747916765445,0.0012068374575981587,0.028580259130241738,0.032841082495565076,-0.0025566571935491584
CRH,,-0.01488272081047483,-0.015981396149988614,-0.018956661508412135,-0.01305661175085194,-0.02139964693025572,-0.004170939100957148,,,0.01995723407063329,0.023119477727385714,-0.010036056415940442
BDNF,-0.0631722821779235,0.01601157482006106,0.03039460896425431,-0.01355696964030795,-0.024528539563354948,-0.015396866367042338,-0.03239526460913714,,,-0.026446676732334935,-0.08935341521577596,0.06414724060894865
CCL5,0.03208140826945539,-0.012859035627036847,-0.009371083964357972,0.10025535986153208,-0.0001294301211334564,0.09452317099643003,-0.0153760535956762,-0.11932235281022735,-0.0199799377458705,-0.03434427254429083,0.035681244442414925,0.021978151302957622
GAD1,-0.10050350715562276,-0.013782076947425292,0.048686125454634625,-0.051077772024761874,-0.06399356634633288,-0.05180038006846754,-0.10131278665254502,0.08926559120005266,0.031594445500697566,0.035578734205517756,0.014084072206906656,0.04604491056535882
COL14A1,-0.01452854325873056,0.02892308255315541,-0.019942765667519582,-0.010014026810573342,0.05369363339340046,-0.024686754338394512,-0.020426976708954915,0.016032064673032573,0.08215752287411776,0.059249393380356945,0.04133781500737908,-0.02153466189838793
HLA-A,0.1525843896607417,-0.05909170133681634,-0.06744703702466266,0.06700605469001605,0.03074372802679677,0.11712711856293276,0.0037311346000503177,-0.0005657598288760928,0.06298041132903756,-0.08219938996819195,-0.047874552536867516,0.047711449593894784
CD5L,,0.00854498185577263,-0.02981358842302567,,,,,,-0.01746849458470257,,,
FGF18,,-0.013466170812705049,,-0.015060925806158556,-0.018115190160117235,,,,,-0.025395751920941772,-0.021123085587393488,-0.0234015037302118
ADM,-0.09647831216650986,-0.025579353978859347,0.01054221597985772,0.09331801122559694,0.030698444807096697,0.08379962511810768,-0.006097352604036428,-0.06166967404483603,0.1041765488411287,-0.03553240683280953,-0.03753187195905384,0.020818999099306817
CCL15,,-0.02483049850501345,,,,,0.023694136660901925,,,,-0.01832005049009264,
GNAI2,0.08778461270899895,0.03712023589575661,0.03488204520166178,-0.008087962963492741,0.10367917572467325,0.06867288682391687,0.005022760155456293,0.0670413928149494,0.10222213444281152,0.030717012904195772,-0.02202733141371655,0.11527406588756434
HDC,,,,,,0.05711751757727759,0.050302380620597206,0.032239703284740455,,,0.11340272301701476,-0.01704630031465394
COL11A1,,-0.05370540612996256,0.06683538008732164,0.07308751294111117,0.1485268816548338,-0.025301048560625726,-0.00043543995479978245,,0.042341528807180485,0.015348235267269866,0.03627133567361262,0.09998163740697216
NUCB2,-0.0976956713045498,-0.011902006163140208,0.024830094976532054,-0.010772446501437731,0.010297927897352026,0.03146171157309164,-0.037297202466367106,0.05274470221372609,0.05809616470647284,0.01813600877897313,0.03184410183406832,-0.022253135070145463
FGF16,,,,,,,,,,,,0.041421749576624374
CXCL1,0.05285098405659292,0.011978113989747703,-0.01714421614455693,-0.03153829556240158,,-0.035598488476857364,-0.059010037995697685,0.05251215941382459,,-0.05741164729795544,-0.027357392362678545,0.020752348950614157
VCAN,0.019205702833106682,-0.004547442358887076,0.061217675884943035,-0.04901713305495802,0.15094595292186083,0.07774806966300113,0.0014111968329132065,0.03443340935851615,-0.020903060728336507,0.025887926567339303,-0.06827327402560575,0.05831120776916275
MMP7,-0.04449152734537602,-0.024825131678090032,,0.0879675267772529,0.12005380444748427,-0.01015776889962041,0.0560642733006908,,,-0.060505027442207336,-0.05467553015152827,0.06774074425009985
PTPN6,-0.06296114613000621,0.04531504777945748,0.003636844732734751,-0.0010055831076596863,0.03716163482919112,0.07924625489241216,0.022187297357256625,0.018038433708440636,0.08466173658816803,0.0333242586351849,-0.0051333587569522224,0.021589712461346017
PTGS2,-0.017465061272905504,-0.004511824834786157,-0.015300313588970804,0.04682954880625474,0.015959464677250533,-0.08152702927673448,0.039981116934872045,-0.0063171838063891955,-0.04237694238252316,-0.027964837333342447,0.04995855280743923,-0.006241379735768098
XCL1,,-0.016308798195955012,,0.020122282197063763,,,,,,,,0.002111942166964325
CD58,0.10389592474886715,-0.0055748936374303195,0.038796556013696165,0.01018260533066897,0.0915556886716548,0.0529270997632661,0.0016875753119003827,0.011406742877998364,0.08960311288344065,-0.006113528177036855,0.016278042387379482,0.08101126302775995
TNFSF14,-0.050926915447924104,-0.016432795465366076,-0.01788085223114818,-0.01866125693654141,,0.04992555106667634,0.04489081842274123,,-0.05834638555405498,-0.027686640267828855,0.11720149078926444,0.04924801807515747
CNTN4,-0.05769091934748675,-0.01602855829217116,-0.013997074086259918,0.0699788054857718,-0.035541287743170606,-0.03606813939388967,-0.026481576878903613,,-0.02346173385652934,0.006278555543737072,0.04970352456897515,0.014048668397743498
NTF4,,,,0.03464914618002388,,,,,,,,
INSL3,,0.07933490264737772,,-0.015060922852045864,,,,,,-0.016070818106885626,-0.025084304579347846,
BTLA,,,,0.05142541299936114,,,0.01761896577370161,,-0.0622919748442768,,-0.024255268296466966,
MFNG,0.05422356344004085,0.012136689491367456,0.024962448796114697,0.009401849261786579,0.08732870145550051,0.0830873677640556,-0.011899886003270594,0.056420545821035326,0.036816125284326866,-0.01664704632483967,0.055154419578689606,-0.005160478758022722
ICAM1,0.0349545440548165,0.02585765771325382,-0.04536336587584131,0.03254533390383498,0.11226619059025479,0.07604033982947574,0.007208455559702656,-0.016559229802103184,0.05902616213932632,-0.03608276666475572,-0.0099654616802969,0.08409287213078663
PROS1,-0.024464690288774054,0.01311293691126792,0.012856286377281903,0.017389681002531236,0.12070289620762899,0.07328001867175472,0.01027515298384611,0.033954867117641355,0.10255972439423272,0.006470179022429603,-0.031146617676193276,0.10610569986511939
CLCF1,0.01757330378806522,0.06323242481542679,0.011471810027114289,0.034510035697018944,-0.01491921618325135,0.015390179383775026,0.023621975703661372,0.011680643088220009,0.09162468329751977,-0.02120492988267812,-0.02661470788977404,0.11820819197411746
PSAP,-0.10287346361058397,0.03619027225321879,-0.05580142647563734,0.07684454955244018,-0.111208350131402,0.025347716277867794,0.02500324598086901,0.009750299776414216,0.015928585770875903,-0.037339949501653744,-0.022124759180031057,0.10753183198972462
EFEMP1,-0.06562668818033997,-0.02802833530022294,-0.05747120091281693,-0.00066883939912274,0.07496200479715383,0.0961023836655277,0.034849167562127484,0.11864366721103237,0.1372974757292248,0.06467596377584574,-0.05032278207663481,0.1318295354891286
C1QTNF1,0.05703238114420075,-0.02975726567440043,0.01138409437970387,-0.010353492311391004,0.05931339652887337,0.0864836541621899,-0.014983313325595594,0.04934253534757294,-0.007078589770199976,-0.04554664822384948,-0.046281709752720994,0.10977396393554083
ALB,0.030109942237440984,-0.022586936079225302,0.03113741992523301,-0.026738518309563062,-0.015351890990982015,-0.017038379326251823,-0.0018485241712170788,-0.0661335474178541,-0.07343413206817254,0.030661818787816153,-0.02836434175786209,-0.0032305584129358423
EFNA3,-0.06664848628282014,0.0213064507903359,-0.02493225476511264,0.04833822985901987,-0.06480301915739445,-0.06044465997926338,0.015532553153948383,-0.014602307670666972,0.04927142031540641,0.04978027749341816,0.04435742129059768,0.002713900149833629
DRAXIN,0.045232471533289124,-0.055716518610174445,0.0006294986730984204,-6.028298352640256e-05,0.09374416749728871,0.01935716263913283,-0.011837276662322439,-0.0580146758612971,0.11800646877516754,-0.006928546592217292,-0.027351475930805492,0.03611479716712789
RAET1L,,-0.01138107734743244,,,,,0.038076879559234424,,,-0.016268850849337796,,
NPTX2,-0.06496233014369271,0.0049784119308894405,-0.006580122398217104,0.00035291282459984607,-0.11712130673883188,-0.0447297360662867,-0.021229953283572262,,0.0998568669725758,-0.007557310593201297,0.04916021794678399,0.002573005977740259
FGF11,0.06408223777795861,-0.035905805756302485,0.05651213976536709,0.05349680911350718,0.1605881915903661,0.042880806190778255,0.08162434529181171,0.036149877369750484,0.05018219115084424,0.014623879339176393,0.048068327984269486,0.06466358837942267
CD59,0.08728751172794272,0.01615537021076357,-0.046796158023361865,-0.03316412961251152,-0.0835622437186695,-0.0037011470638501024,0.009096053197675032,0.04234613913788698,0.0559730226842239,0.01343387265337999,-0.04398862124773526,0.03482706628967671
COL9A2,0.04076333572878051,0.00394477964933704,0.015988337830940814,-0.04610170316909381,0.10492570213212107,0.0080432919223743,0.023796108848962827,-0.03782842363812966,-0.02390061319868738,0.00964461975126784,0.10569866319500852,0.04687624096294169
DLL3,-0.03800609523413487,0.027464568312997577,0.047361321202153625,-0.03857890955300608,0.12614148357886665,0.05734995377778567,-0.003802051949934485,-0.03528021840204353,0.0065581195557424515,0.03458616590504043,0.16161769268458862,-0.020093920079335643
FGF5,,,,,,-0.013567565540722984,,,,,-0.015819939179192034,0.16365530904225126
LIN7C,0.02936525447150202,-0.023728719549268095,0.005723933215926334,-0.027785203837493187,-0.00886730202913138,0.04371604454565639,-0.007223845342713303,0.035735430181981095,0.09442806771123893,-0.029000186796888965,0.03137419575618056,-0.019042839004630517
GDF7,-0.017850657111195063,-0.00010954857107962715,-0.015019856509926491,0.04071427514308703,0.01195998415912454,-0.024270157589819052,-0.019618824513232085,,0.0750509793438206,-0.013946451272940216,-0.02392814379231691,-0.026057542435137852
PSPN,0.02862855878153727,0.011953862413360414,-0.027061806846029622,0.0021073950234134545,0.08815097417193644,0.03033213659854679,0.006446854178585635,0.022816470082910156,0.0824706713051633,-0.015333941331262552,0.006129450940524537,-0.03841732478320706
ANGPT1,-0.00590884323290217,-0.009559328357020688,0.026442756737146834,-0.0033742660431753503,-0.026424735520110057,0.00802189438595106,0.04838881520143792,-0.06944190672260792,0.09231063656570307,0.030807775007647812,0.03196224253828647,-0.0015503157568006701
PNOC,-0.06641407821585942,0.04322682729278713,-0.031431878628358494,-0.03139050651186253,-0.05134957076733361,-0.07255953145034696,-0.036841864841302134,,,-0.014830717629799388,0.005776988968371792,0.09797730458056754
L1CAM,-0.09720993793557928,0.023989621720648106,0.035201880933382744,-0.02662682459743856,-0.03952765013736664,-0.05912937332756534,-0.08113082741226439,0.04594440266010959,0.04661122045457651,0.021809438086599044,-0.03150855195093579,-0.016230384033381236
APOA1,0.02079348180489366,-0.014961728680633652,0.04250204790655303,0.09252488114180232,0.017893743493103995,0.10222705789530263,0.0018965467597773066,0.04077808335380365,0.03533509908250694,0.02167645821708231,-0.025083396954655862,0.022512148534141525
PSEN1,-0.014736948432054826,0.017815648645977223,0.0007985880650551286,-0.025526351020004074,-0.03619633473352883,0.04316691194602432,0.03291904406778994,0.047991056147112576,-0.04005987663233783,-0.03277002034808873,-0.005475382234270621,0.055634539604682925
CALM2,0.005620302324420477,0.01972274048059592,-0.031285582511441194,-0.06566905602446924,-0.10757403990170128,-0.10531127121738973,-0.07095453524983875,0.1045106536010621,-0.04456351712988217,0.11257482720573153,0.062066466845184354,-0.05949958243311488
CLEC2B,0.02965077791488342,-0.051006641939548486,-0.04529425684664579,0.020075744567959408,0.04966448578315621,0.09226381745292767,0.013031286594108727,-0.01757439251517308,0.08498327238821002,-0.04878158910790253,0.07310449785429851,-0.009955086152859527
NTNG1,-0.0704555753895204,0.012029110430007204,-0.03932944855348395,-0.02658240298104063,-0.016564221466636546,0.04918961919619731,-0.0036095411317774713,-0.058734738905891946,-0.011186624400367282,0.0012465354229832227,0.09522586815010659,0.04412836455660936
LRIG1,0.09668391057374592,0.04406322298639741,0.041288488666215116,-0.01629489913884408,0.06312621949563166,0.05762840761725494,0.05519009027783331,-0.001175360040746556,0.12778305782272123,0.027594477237438617,0.07657549456161696,0.09570757509196265
CPAMD8,,0.03915773805364344,,-0.017814384323984307,-0.030542928135078987,-0.012273688908133504,-0.02037267881723815,-0.05476412331215881,0.0650772427957221,0.16431740649164764,-0.009959011111214527,-0.01847675058988489
GHRL,,-0.030322928629426465,-0.019051065886714087,-0.027490806821635683,-0.01632028347179953,-0.026101730477945537,0.04765119958579832,0.054443306163703624,0.08325864785304889,,0.010455367394653461,-0.016287447896387156
NPY,-0.015488667158305878,-0.016013072274274627,0.04025542392041662,-0.039225937358868174,-0.0897377712327626,-0.05377639684075151,-0.017070791386633682,,-0.028783033701017143,0.03340362214549458,-0.03167534163204533,-0.04032427882846439
MMP2,0.014155268616978274,-0.03803358811812872,0.02011406748318763,-0.010461931782103947,0.10652557028895966,0.031182819299444494,-0.020658691088870394,0.0827375926974354,0.1273127610597151,0.010959600848629411,0.01387855836424323,0.06673704299139725
LHB,,,,0.06113638407378274,,,,,,,,
PPY,,-0.019190745494704915,,0.018387301310987487,,,,,,0.044420653632599096,-0.015410586658369025,0.05764150704949151
ALKAL2,0.01850484526193585,-0.021343422816555987,-0.012055895706279391,-0.015289574889643302,0.021496581893318583,-0.013916321814299255,0.00844559840271112,,0.11015990705291608,-0.013124624224210592,-0.030135338353821966,0.07682502477771752
CSF1,0.012236879391798275,-0.009884511477452944,-0.025691211653507795,-0.0061260524341176514,0.07961179534911306,0.02905455604845451,0.010782933372323118,0.11422122925189643,0.09504797960941837,-0.020419874625297763,0.014480722799304215,0.02394350792464919
SEMA4C,-0.0160701369363023,0.030437565011415525,-0.01614611526720736,-0.01278963331323101,0.026482873926721384,0.0430542654434121,0.004976365922410226,-0.020564801759073725,0.08636677102273746,-0.007891614686374199,0.008928214633587834,0.06859015278083311
BMP8A,,,,,,,,,,,-0.02251451362816433,
ICAM2,-0.03364083386749901,-0.0002810491320005585,0.010430605003987174,-0.014751364569123689,0.056965750067795695,0.05318410073243383,0.03178196454725204,0.11460654347259679,0.04979386277898917,0.0461520235793542,-0.030292787276426363,-0.03888094542756439
SYTL3,-0.03741814636467806,0.05283254764566375,-0.026110855352566797,0.021663485095375586,0.12056979042704281,0.09653547662188133,-0.02589018305727027,-0.05263388482270343,0.029010399496633112,0.023124316556465734,0.01584079478369527,0.029435944669043482
IL1A,0.00705230222613854,-0.00392833900777263,0.002783691204873665,0.0031304347021370673,-0.02192914449684067,0.1157517466837649,0.06675054541992273,0.010353279521693076,0.06714637320741663,0.10112767553650329,0.10160484852285327,-0.029277199417071288
HLA-G,0.0687082961635591,-0.017512760441602555,,-0.0163868248021753,-0.011844248177616859,,,-0.03157289999234149,,0.002019332711598169,,
PGF,-0.011730624428495246,-0.037326348950322115,-0.011827028271106923,-0.003195658433409323,0.021514110719263478,0.08524422394172364,0.030671480073878873,0.014325978245001866,0.08767710417425938,0.02940786805301212,0.01804787854828513,0.04200851834994705
LGALS8,0.061303524862781636,0.015280712074849866,0.047744868549616445,-0.057705072677737626,0.014919432373863563,0.010689981641967683,-0.0015307294678867996,0.02593802956843472,0.15665046000803126,-0.06676491395581673,-0.011899758089632406,-0.025711373778293772
DKK3,0.034755320852173775,0.031426687797427036,-0.02130833503566415,-0.004235243990804898,-0.13112004815493913,-0.08253911915581384,-0.0678546618278358,0.0702193696420168,0.0530743464916101,0.009642761275580862,0.011032874191572586,-0.017970227905533074
COL16A1,0.10746781713147494,-0.009331811498823535,0.005945363947260778,-0.011454234642624937,0.08143315549060669,0.003272558116772394,-0.012937871613207976,0.0382293697754288,0.02862060746263828,0.009926530716805517,0.05343691212202808,0.06960437489709002
TPH1,0.032498455315012276,-0.012858813819245671,,-0.019642578555247973,-0.012550632631522493,0.011212703466218731,,0.07689159957903186,,-0.004176587846948718,-0.005176552387372422,0.1167764809048235
TNC,0.022114142391231825,-0.04147090406858103,-0.048480705550623025,0.046734496704331406,0.10137691140142625,0.07253585616523255,0.028744003278417325,0.0961464868070057,0.12652313555313074,-0.02101507767528961,-0.049618545753759714,0.10846992386820443
TNFSF9,-0.023885257562323795,0.038388696704930066,-0.02016020606314011,-0.026873085223923152,0.08843625373369954,-0.009881181913656585,0.02134690499895513,-0.09595383638059445,0.022925537470711153,-0.035036455187758234,0.010449235352813148,-0.00240019750920171
C4A,,,0.04199835793981509,-0.01839391311880275,,,,,,,0.05442517692321771,
CNTN2,-0.06959597041578357,0.010498833492564455,0.041030015499988554,0.003893405600175735,0.019785696163344205,-0.02364088011544983,0.07917649325725892,-0.08833940150576866,-0.08390707882799377,0.0625738158862806,-0.012924996219449154,0.0086678904476097
F7,,-0.012544742005724733,,,-0.01090026025458766,-0.012273681774254938,,,,,,-0.0008558948393192176
LUM,0.05122752423164326,0.0014452555703509287,-0.017516057923732294,-0.040134478946558874,-0.026023374217863597,0.0869581026840132,0.030953033051664924,0.05699203720079451,0.06455273328164758,0.015832319081853577,-0.05684281377693955,0.10312273997184714
BTC,,-0.011381072606847946,0.01605978822870248,0.015352550848066648,,,0.013339663364018609,0.04329642221403942,,-0.0237661487976666,0.17399031261541062,0.14618533775217513
APOC1,-0.0749070552686725,0.06991431301151896,-0.06598230182895144,-0.08101988772389708,0.09636225008718201,0.147996319299308,0.04346995894494679,-0.03625296879682664,0.13940517474612418,0.009614415204279,0.058791811215799884,0.024329379166601432
PKM,-0.003477069413128864,0.014880677430561892,-0.003207578520850639,0.06421453638488492,-0.034515449915470876,0.03431124749220309,-0.03991252499445287,0.0005894772043867959,0.0645094927149906,-0.03908020945318558,-0.02726050058412865,0.10644318392649063
TNF,0.05897802468820686,0.018207386310927876,-0.026379750192684157,-0.009008327275136422,0.027548611734551795,-0.018013150968938605,0.02000513957903901,0.006157065219197894,0.09554822657823829,0.1612321576545161,0.028216647368548297,-0.017774865635022473
GNAS,0.07156986742175817,-0.02001530059839006,0.02242418330546886,-0.05660267441646798,-0.07309156647094435,-0.06250549660109307,-0.05893123745339976,0.061295998531094596,-0.058717988338079424,0.02578140394847474,-0.005661559896909319,-0.01088048306910936
BMP8B,0.0698047390070081,0.043603712191845716,0.022642641089709085,-0.01144173145925434,0.08909327469739332,-0.03903084306829448,-0.020316634273010885,0.03332750261481502,0.06033466583896167,-0.052854385969745926,-0.00479930918937906,0.03136820360707537
LIPH,-0.009980272524869792,-0.012858810653506246,,-0.023302674027907325,,,,,,0.07233499143939842,0.023740749938082548,0.09506170285634973
CCL28,0.035149548789835026,-0.018087516728478126,,,-0.023440683940642814,,0.020398949346059368,,,,-0.017482568515835756,-0.00846790814830215
PTPN11,0.060880967363818636,-0.015760310560433713,0.017441924665185866,-0.03456590538152253,0.006850335363725922,0.030544342064085513,0.057912334913918895,-0.009559747095908722,-0.0677264057053843,-0.003687647464146408,0.03683255152778102,-0.012789115040854495
ADAM12,0.10253490715700136,-0.032242616843152876,0.12473831283348252,0.1303157417501013,0.016944413036842493,0.08148430924336067,0.005980760517310334,0.01640197344979515,0.07526437035747523,-0.0312939811392347,-0.027869921048498204,0.07581633866774239
EPO,-0.06515042631848786,-0.017278060657586386,,-0.01159439042902639,,,,0.09852041529385404,0.08704247182606681,0.024202665258754762,-0.018591258676654853,
EDN3,0.0029239198772333637,0.0397579474784099,0.03779483635887652,0.028464045156795993,-0.015634190365519083,-0.021747232167526578,0.018627655971365006,,0.026452015200807522,-0.03741558444993227,0.16526656053389685,-0.028343289309370186
CCL22,,,-0.01501985614621468,,,,,,,-0.017227139530542335,-0.028728366510504456,
CCL2,0.08336174971640405,0.02176091914092479,-0.07480350310199875,-0.03840371063408557,0.03910137062074814,0.06629791587999527,0.030595187167239732,0.014934080667658289,0.12429614312006797,-0.06222089594114749,-0.07081200933967503,0.10714531812460887
DSCAM,0.05027276233776858,-0.03255383527779046,0.069813641706509,-0.01700694589899467,0.060787514840325345,0.05519800150766729,-0.07708499939453833,0.13050322896307204,0.022908848337765506,0.03676701541554438,0.052181243232111346,0.06262695557672916
GPHA2,,-0.014331797863294884,,,,,,,,,,
ANG,-0.06078240505266893,-0.00665661797221286,-0.016047988214323346,0.06310178342721062,0.046567588382264415,-0.011770976187914952,-0.0010569935164288701,-0.08082179167599798,0.06188057966090093,-0.04011309665910303,0.05964180572177596,0.035051601903251794
FBLN2,0.07824900792887583,-0.0011674853804758312,0.02464020472054421,-0.020362154865486575,-0.019532714367977166,-0.010159855807975151,0.035526870125827205,,-0.07413347465478592,-0.024906705341733424,0.013514376586121236,0.0400015020581932
VTN,-0.03199692268519222,-0.024307633394748465,,-0.03054761622386522,-0.012550628527454305,-0.020689423148549768,-0.002966519993450011,0.05138234346222972,,-0.013246561023004533,0.02606863168172323,0.07545263143505666
VEGFA,-0.05856145333038555,0.012166287866215665,0.02511796327473333,0.07750114636214836,0.05889375500928692,0.018678902343890823,-0.03392662333694102,-0.061739379935502436,0.08754015050419536,-0.04051022569087665,-0.061504512153841145,0.05044442003546361
F10,,,-0.017144215797908625,,0.045460591858722366,0.017593494619278248,0.04841673498145532,-0.052356382509321175,,-0.02262391611364428,-0.032822769286676205,0.019158535186700135
SERPINA1,0.0022122562243637013,0.07347214619687926,-0.023092002714565248,0.011865370962387397,-0.009095813590925561,0.1154068632048709,0.042385983907457944,0.10368490611040813,0.08649242859840321,-0.0773124364700077,-0.008191158434588106,0.04562133225939516
VWF,0.043073629598705164,-0.012614696596419301,0.02015908759764492,-0.03889231499782113,-0.016925450979948756,0.07429164634615719,0.006392756282904233,0.09846517753382109,0.10463295320404203,0.028043113664607218,-0.02372878091596588,-0.06568731993595338
GDNF,,-0.002544998135174387,,-0.019323236008787482,0.13215633266308485,,,-0.01642776940636648,0.03292037483339828,-0.041300298752117194,,
VASP,-0.009347234562150836,-0.0024661475736108022,-0.011309814235865386,-0.03629441613054696,0.13308685994379854,0.11092370144151573,-0.007097351538255429,-0.03981800479510663,0.12174700928501511,-0.023684629343618393,-0.04185405475338871,0.059350509190206374
ADAM15,0.022204103267672953,0.04246178801064717,0.00020246107068685876,-0.06128997077120027,0.08651797783049044,0.020036241822411247,0.062037791458148216,0.05175710871458099,-0.00871562444535029,-0.008880182161354583,0.025711193407944928,0.04887909926996977
WNT2,-0.04055025973525669,0.07142763912536536,,,-0.020653230042949687,0.016822106210698382,0.007645903774466721,,,-0.019347656062430135,-0.04521141441442247,0.1375171817760779
CALCB,-0.04244205256963748,,-0.0064696725633984235,,-0.012721404652444304,-0.013567565393279836,,,,-0.022914125843022902,,-0.009454375340420956
OLFM2,0.13906935752759225,0.03519009185925177,0.022625149116500484,-0.0003232132985295765,0.017126450186171625,-0.03752112349709553,0.04300755726969899,-0.010676121034930328,0.0707461339553084,0.016229449852669164,0.07985343164796375,0.061590466564545684
MFAP2,-0.012893668409281384,0.0009100792222331442,-0.03261903263936416,0.05357306769607324,0.19961588918572415,0.11650862527759577,-0.04839814755938843,0.05858910805918198,0.03508192835453441,0.045735615014936774,-0.01931754056248903,0.04493760792273571
HLA-C,0.1374366869090194,-0.01950071703655174,-0.07299816635207675,0.00449707746654793,0.0021844501588964426,0.12781743866980474,0.003689045753293699,0.10426453001618549,0.003353186512898505,-0.067458974243567,-0.030392620193385768,0.01030751459765174
THBS1,0.06421840973598926,0.014737019859445054,-0.010491491001132931,0.04086061728701847,0.07139700569239145,0.07440428033127752,0.061600849728163785,0.08590066154778919,0.022598897511151884,-0.0028785230428634576,-0.11164254599188525,0.13811811275050284
HSPA4,0.05679392765562445,-0.04336016906925027,-0.001745171649891723,-0.004671029563440574,0.04214679815684028,-0.007825400390642953,-0.03257602760462307,0.09357012738951384,0.03739575634929692,0.05417829841088389,-0.03895176781568204,0.024091561330053215
LMAN1,-0.047885269829117866,-0.03443623836114245,-0.044066324381165915,0.017147263406439853,0.06077876702321247,0.0703252965824602,0.04668477362788091,0.00797386200770502,0.01929852079299891,-0.11717794742182991,-0.03216118434690368,0.04846597914879702
LYPD3,,0.052292499731798926,-0.013845181590863334,-0.017417888529312937,0.07645387481922418,0.08798576495297772,0.014387860972165076,0.06581502574348885,0.1632597156405091,-0.02457739125463143,-0.016982523127774717,0.052441727968878575
APOE,-0.005145490916499987,0.04868656837817892,-0.08386364225671875,-0.039713468150510134,0.0324543001569369,0.07807024335790094,0.010349296546601265,0.025091150434372846,0.07308982357051115,-0.028407168498305466,0.04827743894883965,0.06278709303687294
SOSTDC1,-0.05135324795436469,-0.028967509636879215,,,-0.03792274219220358,0.013089311890595241,-0.034528805980494015,,,-0.012332527049262047,-0.004887663769803868,0.007545744948630359
ANXA1,0.028075919200758217,0.010593038841097848,-0.08299423139334228,0.005990266929972949,0.0751585645239245,0.10517930729048067,0.14783071522221025,0.006429730015099078,0.21247760517164493,-0.024735521099281108,0.030921520538763663,0.017524094045257572
WNT2B,-0.05987556487598477,-0.012005039257871573,-0.019501454677106487,0.007307974364629304,0.03338185217636694,0.006512430813967359,0.008588951745897798,0.025243265140821286,0.09989564730699921,0.031275329764972215,-0.003218627991520075,-0.05187390936405502
AMH,-0.03637226868178738,-0.023953889140673423,0.10222388170882633,0.07031110864901235,0.0574778465322832,-0.027835374430583714,0.026017788345880914,0.019437447564949667,0.07021587141124602,0.049863470443238106,0.05451538329555255,0.20445779639788175
GDF10,-0.039573824469344175,-0.014882719771446992,-0.01557605575661571,,-0.02633560479304425,-0.021862031356812257,0.05404287814003452,0.02089920756142838,,0.1291125200434655,0.03752064372169179,-0.02865738491591967
EFNB3,-0.0007780942958437273,-0.04223800587649235,-0.018613351577981063,-0.06557169731170258,-0.07066672974437967,-0.06605292076507178,-0.02816484587159099,-0.053350479879448465,-0.008482752450121884,-0.018701202929021932,0.06492887413509277,0.013091574210110783
LTB,-0.04812941180161323,-0.011017256293152587,-0.008523066024690662,0.0332368898326219,-0.013056607410487527,0.06345925859516008,-0.021942004649828723,0.10547886323697271,0.04978949621695216,0.03459139464088356,0.0062756083398813845,0.03532574665685834
ANGPT2,-0.001696724042123604,-0.03186127688170559,-0.035460931842437066,-0.03205996305750231,0.013757771317237079,0.1010812901049384,0.0765060711777131,0.11000696976944803,0.11504698367332414,-0.02360842070416166,-0.012960667331793109,-0.02232840890725003
NRTN,,,,,,,,,-0.06469283881295392,,,
ADAM17,-0.02561432455952232,0.028869383766748417,-0.01385586743190063,0.0332876572614276,0.055370985818614764,0.07861780891200065,0.06667407011524715,-0.024860548473898778,-0.0015378483269025721,-0.030884456991927912,1.846094480576249e-05,0.058996115673669296
LRPAP1,-0.0001227422385322829,-0.004269648133052327,-0.03118707318842459,-0.03893231739889787,-0.01040177697416679,-0.027637908032976752,0.07438526749425424,-0.016281855784191827,0.0007345355567331437,0.07854795561249053,-0.021028117480034553,-0.007058756315880084
NID1,0.05794302808346245,-0.01722637523694236,0.058140451668916876,-0.061416626898012555,0.056415400825390344,0.09708559308039288,0.018052089365347117,0.10247088025331928,0.13779794969812414,-0.0033041420499076214,-0.0777972635343894,0.03224412230527572
