,UKF248,UKF266,UKF269,UKF275,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916inf
RAET1L,-0.013911667183124586,,,,,,0.04858420445210416,-0.04098205099683085,
NPTX2,-0.011006261252253551,-0.09324298357829755,-0.12254333085428293,-0.042394465630897764,-0.021783260884331426,-0.02150807131727295,0.07784369425560529,0.010007713993633139,-0.027751015719644907
FGF11,-0.020229039370099823,0.08827890300050309,0.1172336674224135,0.0004269894149235796,-0.03401732313928707,0.022617613091073158,-0.0028506526425408963,-0.020244435561454298,-0.0401912234201596
CD59,-0.017584794994040732,-0.006838336063310946,0.004482968550084162,0.06429610692619891,-0.006441194258841818,0.010002599314628718,-0.009290445484626013,-0.002349617982114175,0.054193512396380185
COL9A2,0.04895557586580144,0.07826655112128829,0.025555918373047246,0.05038798987205278,-0.037244260722282055,0.12315345442381219,0.1884288129138061,-0.006298796004690132,-0.041935597035244944
DLL3,0.12667021947955495,0.07525360438364383,0.08672631727796153,0.0459530314343809,-0.03868166945962301,0.16163860262851226,0.19371225233179926,0.0034529765976139357,-0.08787176641066148
FGF5,,,-0.01758809197089821,,,,,,
LIN7C,0.02356865091547738,0.05426736027208739,0.0513351832929391,0.0542696766562954,-0.028421150341555713,0.020992163416592307,0.06477392126914168,0.01210933287447693,0.06841843028534589
GDF7,0.010756994506647436,0.06877941850459389,0.029552826695186,0.00024613060217508026,,,0.0008364626596606136,-0.0061353794601804,
PSPN,-0.011678175658471445,0.026221334936340258,-0.0025077403698328593,0.02612397527191368,-0.006705224278853205,-0.01848062833038861,0.09538142625062529,0.03605627743727732,0.08651215728542365
ANGPT1,0.010616911017909224,-0.02486588266027958,0.05062502794301023,0.0051041357944271795,-0.01703353738919012,0.023807709850233307,0.030943426527511298,0.06709802558426403,-0.07269731345808673
PNOC,-0.014058930748912478,-0.033891499305082666,-0.04921587536709196,0.009200975724870771,-0.02126658628326262,,0.016870048182810456,0.010118956422734906,0.11648431247091486
L1CAM,-0.003757693082755987,-0.04628690370831505,-0.05812422838797094,-0.010268688296170546,0.021131166082703563,-0.024582983686485205,-0.15256729816300746,0.04704072840372549,0.09947996060180885
APOA1,0.01213456981497604,0.048045081974518636,0.08859128601045341,-0.020667167735152578,-0.03325148672578629,0.046356331191586074,0.12322702250267935,0.05440019134932062,0.04826128317748856
PSEN1,0.052529368091175484,0.04067713836501269,-0.03242012925972302,0.025676117897551518,-0.02919385744871048,0.01515058115312332,0.04650205098285258,-0.07511214962199053,0.08361370929319965
CALM2,0.016446007744841784,-0.07296731673870115,-0.10842995390774052,-0.020850578046408573,0.04000031139897357,0.1601660997669609,0.18551418330493655,0.039672817031219894,-0.03954269202676296
CLEC2B,-0.008884264824010495,0.041112481205962455,0.14278887292117204,0.02871686958260635,-0.030461173194068335,-0.052138899112234224,-0.028386952259645045,-0.055677178015333464,0.02984255476491865
NTNG1,-0.04653756028993036,0.09303611082842493,0.06462650267827401,0.0006251120216902449,0.0628091488818348,-0.01335037784532257,0.0660357330576357,0.004632575609557427,0.03617312085987172
LRIG1,0.050371077372406065,0.007820785080386647,0.0543999111090562,-0.07860074439961559,0.03881996467243196,0.10724641451849191,0.1884162692182665,0.0018870383970013404,-0.02761154862105431
CPAMD8,0.04700527179019416,0.029343042985412057,0.07837686240251708,-0.025736036993781155,0.048218864779327054,,0.09156117809696611,,0.10644453691713668
GHRL,-0.037065251226448125,0.04278958783687386,-0.03383655194941035,-0.0451244028671357,-0.013717289429004865,,,-0.01285274584618532,
NPY,-0.026087696486089586,-0.030137302482254238,-0.025993841348783762,0.02990364673943256,-0.0039212348762425915,-0.048137315885488,0.0189602179940209,-0.038358089886406564,0.06593529086429326
MMP2,0.0695155707100022,0.09243887296952445,0.1494725283233061,0.05817110606854389,0.03875697066659255,0.011453900952225541,0.07116270840534951,-0.02556952640223717,0.01859059722300583
PPY,0.03379121214643736,,,-0.01880885608000519,,-0.024213168880720233,-0.03425575753941611,0.07928471865135271,
ALKAL2,-0.026089146546361002,0.012367823743731134,0.13256008247117093,0.03702906094666542,-0.03529987482791957,0.0009135150074868046,0.0319739119289369,-0.012895857585599448,-0.05518551855985123
CSF1,-0.07019017160451302,0.06074871138141832,0.03729738273354731,0.05751452162278843,0.02776085828008628,0.008614932883307428,-0.007515267592439365,-0.013184599299077894,0.11592017442069491
SEMA4C,0.02810639291076989,0.036719241940706776,0.00012366306235897344,-0.015136543949053883,-0.0005405290030051235,0.02774374057608994,0.05385316592261492,0.030284952349146407,0.11663085933571803
ICAM2,0.005723369652484684,-0.013513161854982471,0.0706746198177657,0.0698085827118561,-0.003474603439439886,0.042348796123260986,0.08196623864671505,-0.04121779130213665,-0.008333052218670537
SYTL3,-0.05578112335153272,0.0630894800163865,-0.036118403233221456,0.012764029239638859,-0.0016327565583345448,0.04517951373839317,0.08418044924544499,-0.03291250601866031,
IL1A,-0.015089430076913093,0.015462830736535996,0.07388828319368604,0.07671077125653997,0.013161678648203109,-0.02440194184552014,-0.05713511794212342,0.05838686197306519,0.026268846684376367
HLA-G,0.010618377912204628,-0.01937171619628984,,,,-0.004754461583725363,0.04205006122045564,-0.008641658033591319,
PGF,0.031016233702248097,0.04842666012604498,0.14437661220941236,-0.03337046551762566,-0.022409868666038852,0.04480327674677928,0.1248122295560252,-0.025475553419084182,0.09039422240012328
LGALS8,-0.006696410361740286,0.050504563385830314,0.02042058154945027,0.019716745496451697,-0.015126997904457264,-0.031229484116712915,0.029042737442387775,0.033648572737485075,0.0889051680469186
DKK3,0.019108670742371332,-0.11686744197847532,-0.04160170703458095,-0.02547390129165637,0.011852009887661896,0.06669772323659096,0.05510853245788113,0.032895015930606966,0.08101945369904424
COL16A1,0.05944547369924924,0.011676434779272155,0.0006028224081033373,0.039233526097003785,-0.005723941584597618,0.015391605967677758,0.05900523610734745,0.022750443047243683,0.04087102504901512
TPH1,-0.0157179793056644,0.015098531488638798,-0.01891392242265623,0.06521461021101731,-0.012934683076979389,-0.007423788470551079,0.003612343140330862,0.0028095702707026157,-0.028986907150257056
TNC,-0.04044530487969733,0.11460989447088113,0.0967339186838465,0.01051066008936201,-0.03498430401071304,-0.05929818792537334,-0.08649024365782126,-0.008048289608048778,0.004682496881519554
TNFSF9,0.06179298820045931,-0.009832687242152915,-0.042696378570459555,-0.024135246945979554,-0.021945250636262164,-0.0031227572550323645,-0.06913326401869878,0.038256500886744926,-0.04429605794749912
C4A,,,,0.06372300825555734,-0.011370077786221976,0.01187181268004245,,-0.02343448339079348,
CNTN2,-0.02750801675911086,0.10006116601000614,-0.03626572703570107,0.0670528446826369,-0.030770303855616025,0.08583482464057139,0.16254007467138526,0.035827775892041135,-0.006919404051187557
F7,-0.015334073423301743,0.023155242984034187,-0.01591078688503094,,,-0.045266081799398644,,0.03752354397554608,
LUM,0.05474015208288739,-0.02043358778344483,0.1298618573246041,0.0163419276015381,0.043854946739759246,0.038312724361342754,0.06604214623435428,0.02684773204211117,
BTC,-0.013911661388468093,,,,,0.007588029914404477,-0.03704783079218802,-0.0026505049238201065,
APOC1,0.04998078379757979,0.08358996716062067,0.17120350121049308,0.023074116473969907,-0.017156121218635887,0.08986381861709478,0.12388819923639255,-0.05194610800927528,-0.05284501143978718
PKM,-0.015848107077964052,0.017618895628114993,0.028349777401207307,-0.05509014761735,-0.023832095229484585,-0.13193121600587315,-0.13723606766576904,0.014752608052805156,-0.01649355730089505
TNF,0.003707461350205343,0.07138040669525861,0.07562142815699158,0.0038023861977647825,-0.0140343860030885,0.0013573967781870687,-0.04335760943904177,,-0.08158416104598569
GNAS,0.011960838193707251,-0.06528238474679758,-0.08019453651502294,-0.074235604693488,0.02857109591148595,-0.07245625512382113,-0.0703242440300342,0.08409040917230926,-0.01498237035089887
BMP8B,-0.029792384341903552,0.11117320063921622,0.04901308690398412,-0.021545259712974822,-0.030476704172527576,0.11039505054569602,0.0014078107726674285,0.004744482057023307,0.022288649908229576
LIPH,-0.015717975436020784,,,-0.0028941195441514384,,0.037474765003491936,0.059185375380823926,-0.04984688749179483,
CCL28,-0.02210928765478894,0.0036633191947259,,0.011387621205082969,-0.010257765564581486,,,,
PTPN11,0.04372787846975276,0.05019617661628242,0.03620899548641505,-0.02206877282463295,0.012892535814224124,-4.987815345214314e-05,-0.03188374808132523,-0.004224640473718831,0.06251053670925695
ADAM12,-0.028891708427154005,0.015126064514949423,0.09107606733262964,-0.0019199525169057595,0.01876281422008816,-0.08660983307654867,0.0527848685129238,-0.021295612798515433,
EPO,0.012603374497193925,,,-0.01880885690101547,-0.012934684976481406,0.001984139478351576,0.06843059508937943,0.0015438990341639937,
EDN3,0.048957328439234005,-0.025570310092957058,-0.028191669192743872,-0.029152800546812213,0.03820889889476636,0.0410101680967036,0.054978619286902994,-0.018756067462847154,-0.04760846872446561
CCL22,,,,-0.03787204070139018,,-0.03692328500802831,-0.025175777050717704,0.0208052722797154,
CCL2,-0.037844719610567526,-0.025402114316652995,0.05738531700033541,0.11645681067257227,0.034784984096172054,-0.04565252809296658,0.01513504094072611,0.011290906090913972,-0.11532458298154796
DSCAM,0.013182108662057738,0.0532731334811149,-0.023005916151015306,0.04449539524161501,-0.015857807764564177,0.11615016386550227,0.10929021811721698,-0.0321956409394315,-0.03334824542478178
GPHA2,-0.017518482295083806,,,,,,,,
ANG,-0.048856339579644525,0.01081795012911644,0.09672465164878899,-0.04799509215759778,-0.03978277978015698,0.07439880193246574,-0.05631502305914679,0.027882367535352497,
FBLN2,-0.01774390724819158,-0.04419492866444606,-0.008971683848514505,-0.0021385547112793253,0.018175951902743244,0.014939440407308083,0.02761861887498409,-0.04112111481137847,0.08677163553610756
VTN,-0.018144478545376104,-0.02052702799476654,0.04396821017947779,0.006397587692120465,-0.010747944463638736,0.02520990607663575,0.015166146745339174,0.03496841420496459,
VEGFA,-0.06539218905375961,0.048843936529864594,0.010693683007396666,-0.07129181138789786,-0.006711167944314239,-0.15073950565340188,-0.22609594860745263,-0.021355956193055237,0.05479848416275484
F10,,0.006845340456789654,0.06576998344455422,0.07563808379822931,,,0.008715635423794669,0.0001312525483501313,
SERPINA1,0.01631595159540444,0.03846185277233771,0.14640750026814164,0.06471306737492823,-0.0019840623164030366,-0.03393289508793842,-0.014944433901656026,0.004459326431376749,0.07687326060031018
VWF,0.054172030429320464,0.029365387454876508,0.09894437252534777,0.0075684550046078896,-0.016904534046906425,0.056131313564040934,0.061504422328099405,-0.029823388345384585,0.02427928391063014
GDNF,0.11735922158920042,0.038563342580537084,,,-0.012934683969169625,0.014450816816310658,-0.023992490685331744,-0.05038902427739042,-0.011106130482612863
VASP,0.027687004710997925,0.037895444290360764,0.075927445501916,0.00198239987553137,-0.04486883410168447,0.04114855891601863,0.03706918805332932,0.06509497711532566,-0.023090892003011787
ADAM15,0.020820763228167102,0.035611947040654665,0.03382507611323059,0.04177333300058267,-0.005128369376167931,-0.04297774456264712,-0.012305385190466754,0.010465897838299223,-0.041183746010771356
WNT2,-0.027494759066334126,-0.03377913945477702,-0.04084055924637319,,0.0444748956875138,-0.05108934986478079,-0.04374832297913104,-0.025069689418819346,
CALCB,,0.14209173249230958,-0.017588091779762692,,,-0.044712525627460385,0.00376615595596863,0.010585847218622603,
OLFM2,0.10248006077917489,0.027035105323843157,-0.03957677339157366,-0.0300604587948409,0.07305276835205766,0.11382765949871537,0.07468975289478048,-0.025343220418024746,0.036285400968375285
MFAP2,-0.03328982687327673,0.1376381403834235,0.10406169787903309,0.00010348229650383041,-0.030275896066733487,0.024730546215916,0.07990556664767039,-0.0022897407199258687,
HLA-C,-0.006429072269200581,0.02136693475429944,0.16797963565272964,0.12200734683839495,-0.019797064802004685,-0.022368578542361146,-0.03868168666084171,0.017939713719534043,0.006099500598168917
THBS1,-0.03419287221352626,0.10249441530203972,0.009894213150324075,0.056916243540371454,-0.01669405275924991,-0.027890054540560493,-0.07409834903968282,0.0009505920837842073,-0.009860386878776375
HSPA4,-0.01524132338587879,0.010736313495945142,0.02196254396944867,-0.01755498220250221,-0.000251912933357831,0.02721828300566009,0.025758835824508684,-0.015868281690142396,-0.03886263561363072
LMAN1,0.022552066280481592,0.01908430550982341,0.095193949612926,0.01134937767049772,0.006272894986576676,-0.09694560366938065,-0.13423443975410518,0.037223324228556245,0.012726331295490032
LYPD3,0.004593493711833562,-0.025798322054302755,0.0447017106857934,-0.0263339125490843,,-0.009865176508500937,0.03398125187591424,-0.027809016807535235,
APOE,0.026770789738527142,0.03565181803226259,0.07367685977466328,-0.004734433846535677,-0.028309697634701272,0.0021007389161595644,-0.030651574591381337,-0.0033342684334860093,0.02945014139214154
SOSTDC1,0.005383209960388442,0.031223260436731664,-0.032918728357153065,-0.006868423109910224,-0.019668323425877404,0.016976385738918034,0.06607168751634725,0.035008007632336934,0.04273018319570342
ANXA1,0.009893736902206636,0.039756614942022296,0.11562267321369513,0.026464708509366223,0.026024186169422488,-0.08116633632423044,-0.011382845806577745,0.03155025339158084,0.03773213432971589
WNT2B,-0.0011132148063605542,-0.0061813568844975965,0.09864727635373918,0.049306019952735675,-0.021180484262259453,0.07272274743266952,-0.0034963004751520127,0.03698487865418733,0.1017727234091918
AMH,-0.004995746244846826,0.052886516430045945,0.0292865730967539,0.058326231545831685,-0.01563701540928906,0.011297787610317958,0.039661431049263826,-0.052704733881052825,
GDF10,-0.018191902042277865,-0.0055679214371373445,-0.02834048724660038,0.01860022840137489,0.01842527941252919,-0.012834805049221623,0.08018593450495536,0.012869917676597724,0.05347718723078735
EFNB3,0.038431983917906976,-0.06598044421165297,0.0232348300690104,0.03399784413079807,0.07007491675277022,0.03642792400196477,0.03346862312577567,0.027547761932379164,-0.014167670714482711
LTB,-0.030980005089663015,-0.021354575609140107,-0.02878299682274573,-0.03272595775858907,0.004326754688073806,0.04417643506400978,0.17664627240535524,0.017999584184820224,0.026560036114391262
ANGPT2,0.01326437780072906,0.04805707401111956,0.09836211261453011,-0.06081691997151518,0.003854729990231084,-0.05572931991055013,0.022839200608885876,0.04325460866101449,-0.07065009792872366
NRTN,,,,,,,,-0.03665476259339376,0.013585692272011604
ADAM17,0.02954626244436067,0.0813005048312347,0.04259328079711256,-0.016701176076699773,-0.025143682318604293,-0.08187024927673643,0.021279087275918037,-0.00747962867451924,0.007946635511612047
LRPAP1,0.04943771767159783,0.03218751568961289,0.08153613385690864,0.025338599477901923,0.029579747817308596,0.0009262825540209032,0.12045283663001607,0.031906693417143465,0.046010678220314224
NID1,0.040941138613097776,0.06607238042588054,0.14561178773592268,-0.03635848905415355,-0.011452279139956527,-0.026769040511227304,-0.007638502562493031,0.04499368525685304,0.15698466846958303
MST1,0.01184865305556533,0.02818562285630142,0.04327514178294703,0.03316894130334809,0.03212454052420372,0.03035047319088553,0.14588346466239605,0.054410813287163476,-0.020213722740356807
IL13,,,-0.017815500956205117,,0.029979676117953772,,,,
DCN,0.056154280321859436,-0.024907108671868333,0.10548630663280219,0.0684018951505863,0.005923908045121675,-0.012117774833976537,0.013980051975188089,-0.018459243015657743,0.02979227986948835
IGFL2,,,,0.054391194343064914,,,0.015485556690020748,,-0.03572634252084393
COL7A1,-0.0049458320910583005,0.012341365826288753,0.09219772329282126,0.035492417039007323,-0.009125365180609088,-0.10466829230306826,-0.03098715205096531,-0.04564699522739491,0.15581923808222747
CALR,-0.021193891284201086,0.1058198037148334,0.11988775643571332,-0.060029430245819644,-0.046306915724761595,-0.0671164433238512,-0.09800516445538661,0.02402252572385073,0.019172940859846433
PIGA,0.002416552705544688,0.18890760270266882,0.018672193623793406,0.03626026583980317,-0.015893070908292943,0.038669189337003,0.021779401434336494,-0.02091628760100602,0.10804970059084343
CD200,0.05713251238973917,-0.07611400446370499,-0.056333929410887065,0.03339136185240315,0.029845934813679764,0.046204417019575846,0.13206478934220772,0.0552606640193468,0.020840840120631077
GRP,0.11502573267699377,-0.027773079887961814,,0.10539350347655965,-0.013068153642559654,,-0.046896861201821204,0.04775301525072738,
CDH1,0.020166407705403948,0.02496826736847845,0.040550185362476954,0.07196820584489276,-0.02126659218914233,0.04385839132301552,0.034214614418022746,0.08419721393867281,0.018674945277866454
LPL,0.004014188107686652,0.06461423465582564,0.07303601501092807,0.010998124378450123,0.01724050576032969,0.16291716860247196,0.10061861311266947,0.07566705983922253,0.08285303510115899
SEMA5A,0.03367894141403302,0.11555372142579164,0.09300828361812631,0.014941441235218046,-0.00040760771988818844,0.09000058664449667,0.13474361611025112,-0.0014926625012334396,0.08293970362394948
SEMA7A,-0.018520202821102612,0.024485452044346743,0.05892888129998095,-0.018529702026153536,-0.0496436421950176,-0.06304184757856726,-0.0022102772137336277,-0.04268264903521147,-0.007755511448536049
SEMA4G,0.03196405840425356,0.022302613777426736,0.08032389439474887,0.021797448285293487,0.04534379674547955,0.021104828146544324,0.06596253559286622,0.012214024222182533,0.26376209838311776
SEMA3B,0.011965600387557833,0.0463061355862889,0.019362409397132956,0.044269884655884356,0.003588783644480379,0.007587437472018777,0.0427373914384655,0.07601163259390759,0.04842911284115544
RPH3A,0.08384503966782028,0.002611346503637392,-0.0779076481202046,0.02326791143787416,0.07134712876019422,0.0663196871048901,0.07616773521630586,0.018232059589131443,0.023360523941642397
JAG2,-0.020060956840030817,0.024315170355032487,-0.050796145720483916,0.029609351178845677,0.04837401615507885,0.08537989465444,0.08348883133188822,0.053712970329066224,0.045727833266167806
CGN,0.014533657373106034,-0.010840972294647663,0.07231978344612337,0.06127739909631406,-0.03238432160090148,0.08799520282140717,0.11563015895294317,-0.0028869713755232547,-0.03281438727962224
GDF15,0.005971820208046167,0.016808627724384028,0.12174513759746548,-0.01780287801201469,-0.049305699407343424,-0.051620317009611394,-0.09404851544908367,0.06504518383718823,
SEMA4F,-0.00758544242053601,0.022378259333886957,0.017530400026294714,0.055069767116017104,0.025074172255669883,0.03647487175237623,0.1275706239546551,0.03415362505191237,0.04312184269021646
NXPH1,0.09023167552647195,0.05309064175465316,0.05005166099874769,0.11932666726696518,0.012541696555215087,0.06431682694714334,0.1525490807108198,0.009924865792067823,0.029181045911472324
ARF1,-0.004659352855801692,-0.05931382584913513,-0.07557018946245586,-0.05872526766735691,0.01747755533392883,0.07144834062141187,0.03584124637212019,-0.017712726930053144,0.012884741141607632
DSC3,-0.013257640864038725,,,,,,,,
EBI3,0.05662378768878803,0.021579494601272547,0.10790691872866232,0.04263716652225507,-0.024732948663329726,0.053789226398434274,0.12891349618530715,-0.016619145170279164,0.06472437717214595
TIMP1,-0.00399398444760493,0.03214818997125997,0.13797559824456765,0.002471124544693828,-0.05386650964940061,-0.1828163527994716,-0.2398941622829429,0.021652795031695662,0.09484364540075893
SEMA3C,-0.016785439669261413,0.019745337853810253,-0.022597628078355206,0.05342067341832882,0.004773094474617771,-0.009890335915321501,-0.06012998813650542,0.063237360564982,0.06129493978567046
GAS6,-0.0400061469845427,0.017169212489839047,0.06190607091358979,0.009465142412683378,0.006132603507862497,0.04031047754407908,0.08782903015452649,0.03206193933328861,0.06120689079834744
MEPE,-0.014185672977323998,-0.02639544627983021,-0.028042158793557214,-0.039296670918861534,0.046258228470214026,-0.03825457269329381,0.09740548631997309,0.05021833411395069,-0.032814148759935026
SERPINE1,-0.04444186922063771,0.017604209272933886,-0.053200049266582485,0.042215320058692975,-0.0038254308236619675,-0.18251108727975301,-0.2295388536444632,0.019014464170898304,-0.017881417980407596
RSPO2,0.004435775364118587,0.0072096442753380756,-0.02795882422349139,-0.031234755558118287,-0.0028894328686707997,0.11532026243675184,0.055093961207291514,-0.025787438688462554,0.06918033644024688
SHBG,-0.0171725638169278,-0.02292512189194556,0.0019220684018793294,-0.03787204084509595,-0.010423611162192748,-0.01439121598691073,0.0632896696934438,0.029287424856759923,
LGALS3BP,0.03897744193693909,0.08782937064283744,0.06883912958752661,0.10052632521596164,-0.006022593555619355,-0.03705256628246537,-0.06166987849983452,0.042987217379657,0.04337184304954119
LAMB1,-0.0059847491464619165,0.04809633531819627,0.11525673665676701,-0.009141870875978186,-0.015572164318509354,-0.009822725774833485,-0.08475415939028087,0.018292922695203405,-0.04936491184300905
SPTBN2,0.02935453849463228,0.03731850770420869,-0.055443083840230674,-0.007727889251383446,-0.02418201381669687,0.0918338126112842,0.13273752643501177,-0.0056731519395244465,-0.06463670928691373
COL1A2,0.027621203607076608,0.05275482997284782,0.15671269589332223,0.0074301307723247684,-0.030940971356453774,-0.053273257307282815,-0.03066676960395253,0.0064125145412534616,0.00042224233717732965
DEFB1,,,,0.050753082988648154,,,,,
CEACAM16,,,,,0.05141823681375591,,,,
SCT,,,,0.05805976960057967,,,,,
WNT11,-0.019002504932300875,,-0.017357894247357522,,,0.001939049520248555,0.10351777105345339,0.043197084844654045,
LGALS1,-0.09904792289508277,0.005735354208786707,0.11996411028461397,-0.05902302348164405,-0.05347976716722071,-0.19148356924053384,-0.2092174486636125,-0.016256083220251127,-0.034249461777894986
BCAN,0.13038308373662721,0.1262308728882556,0.0986360079342895,0.08161359223726167,-0.018100123588829883,0.19809154797557557,0.23529706962602018,-0.06000740656623296,-0.10465165477796388
ANOS1,0.04885565946927579,0.06768405615906566,0.13145515635573676,0.042768047482479206,0.049071590150979526,0.0788465424534741,0.12164040896746936,-0.0059430249474597486,0.051377263292552114
EDA,-0.013911666155039842,0.05616378344171232,0.11054754565469763,-0.01831843669298107,0.007222643443549728,0.01940740664677077,-0.013029630515424162,0.045398376158618456,-0.042981664827044075
FGF22,-0.0022488733937768408,-0.0219456291699361,-0.015910794031123988,,0.006751046427677116,0.04469756513241603,0.04244819051053659,0.016584611409454008,-0.0051368523269150115
SHANK1,-0.01900250371236355,-0.018146638535427733,-0.015138109987743464,-0.026725586767260837,-0.014580879618551047,0.05821906913206112,0.10872614332347444,0.03807408208131609,
NPVF,,,,,,-0.016417666122646123,-0.03355053492112131,,
TGFB1,-0.018682162297262963,,-0.034472461938093765,0.011558392099696044,-0.03392270058033455,-0.007462873074523726,0.002371643556548691,0.008436615883864355,0.0006614874389840827
MSTN,-0.016498580508552112,0.05450925238377416,0.11166689147737588,0.0044087478037219355,0.01644023664695417,0.02621876529132742,0.04410709880153562,-0.011649559597469087,-0.0053035322837268525
WNT4,-0.012803845384642026,-0.027175026054701325,-0.01804020076181348,-0.028056555883192967,0.008505001191573758,0.056781061607358865,0.057080936699663576,-0.012495445550716713,-0.03341424137248297
TNFSF4,-0.029280050583617514,0.010705684154127676,0.05129365260733671,-0.017215660953253324,0.09261058915900741,0.05385624277527411,0.10111060344401848,-0.007387485595978615,-0.03897277301789401
NTN1,0.024538131348726493,0.12421741733875039,0.08421856106553252,-0.0293875723636809,0.033619594224682935,0.03815566271226262,0.06948002284998651,-0.02565642870775665,-0.014480569813018342
CXCL12,-0.01231566589260901,0.03785790250785525,0.006305790327135743,0.01816133626481782,0.005400047439647314,-0.025004665385331196,0.00808430391501036,0.038581937411127726,0.013526847243061491
GNRH1,0.049103617365667686,0.16119766582628706,0.0472233405745197,-0.015897691827382456,0.044137138665119265,0.015984904011517125,0.0203695549740859,0.0020260816871583483,
FGF8,,-0.025798317220994727,,,,0.049084821187643304,-0.011024329424232544,-0.03063981962035434,
RIMS1,0.04595274267079473,0.03359249037024092,-0.03367601282671862,-0.010297132781484659,0.030608859804024023,0.03028517791190069,0.030583085459456663,0.03917656882146988,0.005152317055745493
FGF14,0.015387910156917957,0.04700494322539452,0.030573224592705915,0.04791538478438503,0.03126415047034748,0.056383409925395915,0.0788692675304558,-0.003637403595304728,-0.011235544902810903
IGF1,-0.009449870060697906,-0.038771551643771156,0.05461619011048617,-0.006062379505372345,-0.023092993117405914,0.014937280053387951,0.10047653595483816,-0.016215273168645846,0.1750662537447025
TNFSF10,-0.002494136920597756,0.02162607520190997,0.1830703574959031,0.06038298994168037,-0.015879961125642425,0.04360603350805738,0.12436053521645236,0.06496000448289004,-0.047337603707458924
GDF5,-0.0196287302796648,0.04708758143183505,0.05424164605737528,,0.11597011466568007,0.0332887424171895,0.07554484403830562,0.10957200822312202,
CHAD,,0.03357906197115681,,,,0.1125903098796131,0.08348244510912124,0.0003622641142807199,-0.015606196705147958
RGMA,-0.02010216126752611,0.1186735568586282,0.08047197654301501,-0.023700753988243436,0.024545961128830326,0.031076448284237283,0.1456626865607943,-0.020253340886335878,0.017065254436499644
WNT16,0.02063182906238304,0.06655413153127675,0.04481792110547601,0.005528722571507329,,,,-0.03665475775533928,
CX3CL1,0.06311524563272201,0.029326010140469587,0.01170438751826684,0.017940820022670403,-0.007045463071967803,0.07842380943044527,0.0683116001012245,0.014469671128852227,-0.09313929176216405
FGF1,0.0671485324887294,0.015428686965084483,-0.06958628974431669,-0.030496284767277157,-0.03500132514157134,0.08247221889631941,0.1009103997980165,-0.023876741896322662,0.03297869776657162
ALOX5AP,-0.03926204971071782,0.010913481833323404,0.13373014410520187,0.01441109955374433,-0.022432956774128803,-0.04549059805013236,-0.03567132178522455,0.019573496085426318,-0.020842608143461932
IL1RN,-0.009742102818838553,-0.025340418101972458,0.07957401890299413,-0.03132668307512408,-0.01137007528337552,-0.06368648604364915,-0.06506400466875083,-0.016767582142810853,
PCSK9,,,,,,0.04686070875116451,0.01038613046901027,0.012253905755701589,
FGF23,,,,,,,,,0.08918171323526948
NPW,,0.003993152635716432,,0.02030896980994365,-0.0126637883282242,0.027545568302096705,-0.0012090985058043793,-0.05675952014218031,0.09012639606444497
CXCL9,-0.01549088099864974,,0.2564611045695355,0.04964536805305979,,,,,
ANGPTL4,-0.09936547012801482,0.004887150540152097,-0.025842951620971326,-0.05259450510478962,-0.045448477496687616,-0.12261518877627446,-0.1869431448618365,0.0027120186218549925,-0.006672492267577004
UCN2,,,-0.01712476398785633,0.0493533876673142,,-0.030129213918225147,-0.05147620378748952,-0.04020428333062954,
COL4A3,0.00012175408102919075,,,-0.02173124103600821,-0.01433905023192825,,-0.01108742196903531,-0.028327402867949616,
NRG3,-0.02606461148335192,-0.028304842309784778,-0.031050511951783696,0.009010826850603467,-0.01931408314743011,0.13370817794806267,0.03590041683730364,0.04476965028711444,0.04036640234740194
IL23A,-0.020975072734795288,,-0.020949417091061975,,-0.017445913220035664,0.06749165113542313,0.01665850959471049,,
COLQ,0.03572621753791688,0.04394240972955119,0.0655017158896291,0.0807190397270462,0.08948710683115607,0.051759909511866965,0.11365773549327295,-0.03194462241979932,0.07736955567693495
SCGB1A1,,,,,,,0.12350559417487571,0.048475418774781426,
TNFSF12,0.0032649213189968568,0.016306594124511357,0.0912126750437486,-0.011239939528861606,0.05778128523585211,0.051136450951498776,0.02008805960422911,-0.037665800037598236,-0.01671993241460515
DKK2,-0.02197038494995015,-0.036203746637239784,-0.030498150411661876,0.00955437638652279,,0.0009819580337538083,,-0.04738309061958048,
FYN,0.10208010932470345,0.1254732678195423,0.06026986797753888,0.0039125961155736045,-0.003408168422500641,0.1449120856731677,0.18639145041191638,-0.0036450480159701186,-0.03209466750055581
ACE,0.0401740761137425,0.04381427230784914,0.10038345335260505,0.07955081642141558,0.0007403153805951633,0.01055964651134703,0.13457484668372757,0.016978555087420626,0.1472085696313697
IL18,0.039852962753108644,0.07938702034839547,0.09739422113940005,0.0020701613382762517,0.006970873303104487,0.043210855016958906,0.1315785833169565,0.013189177132929527,0.007059125304039282
PPBP,,,,,,-0.029508412576294676,-0.05375680892342537,,
CCL27,0.035005464550064834,,0.03359126759348664,0.009473442398281628,0.017966021570079416,-0.016962102451584797,0.04246985480796531,0.004868737510743199,
SERPING1,-0.0046246423475269005,-0.011435765000739522,0.156966437706209,0.0887782361769199,0.033894836636507,-0.010099285548533782,-0.038093691290406476,-0.01601221290831446,0.04380171897631241
