,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
PDAP1,0.08681949350786537,0.1055345983871092,0.07572070972122211,-0.018468357678117418,-0.020058685041560536,-0.0035465308628451517,0.000303882355225574,0.006504994406168502,-0.0103318890621582,0.004948313744246285,0.06321339569164684,-0.07541407299363465,0.08252885681855772,0.04151899531645092,-0.011889041560815182,-0.03438620362086514,0.047605579973600036,0.03978155855484065,0.016815253030582695,0.03328537280935393,0.004638207590247638,0.11744765108353136
QDPR,-0.11123101140401752,-0.015319089116596336,-0.007344379749264065,-0.0009327956908498144,0.004609045598995363,-0.04896942337288988,-0.01605943845831782,-0.016081141240296984,-0.003869832764785969,0.098850436035255,-0.15864365142278006,-0.011286539371790071,-0.004253308363388869,-0.01235085275582805,0.08439940293536485,0.07173915157924164,-0.016247456441412997,0.07750990971103965,0.1560770316262343,0.0001352460332636066,-0.06933455383847813,0.11377611693886877
POMC,0.012346020632704314,-0.004870031381111245,0.021008664061222256,-0.0012315791544815242,0.05144766925955474,0.043404283205359294,-0.047794269435068676,0.004958466760855996,0.01842893803987664,0.06692950237151894,-0.024797511866271715,-0.038864598158678355,0.1484765965618559,0.009761582361051303,-0.03147022872014094,0.006989445585032251,0.015140570565950242,-0.022744376647722084,,0.08237624058946628,0.03193795083540731,-0.01603437199630986
CCL18,,0.009479875551652753,0.006741557965733574,,,,,,,0.08109867016183442,,-0.0358282007678939,,0.022176949645659808,0.18440696947436302,0.0219324689799129,,-0.004911603862925934,,,,
CCL17,,,,,0.003060321711771164,,,-0.02484461905383253,0.08265062526581912,,-0.05596946289794941,,,,-0.012311525527118644,-0.02582262864005931,-0.038768496353021493,,,-0.012162469184179079,,
VEGFD,,-0.022247867714439512,-0.0290627820757504,-0.02561073406834889,-0.038501173253085094,0.022583931932874935,0.0696793131799005,-0.011740819183391144,0.13665814634287216,-0.019388429964521964,-0.016396328519977667,-0.04036447309025768,-0.0340705594876569,,,-0.017888123057721056,0.047323131471337425,,,,,
TNFSF13,,,-0.0062665290751352555,,0.10108110459679162,,,,,,,,,,-0.02362396826703595,0.04653747655599009,-0.0415741986760835,-0.015612751570034323,,-0.01981772837556502,-0.02830484974386956,
WNT5A,0.03396569471466572,0.06317481487078443,-0.02809345211706039,-0.029977397079865114,-0.011612260384312527,0.07091738947626856,0.023926044605208086,-0.011101777770447458,0.023603126523301956,0.01542993597825617,0.02751622859429831,-0.07783179990697991,0.054930875097880014,0.020910798460588215,0.006068723073299304,-0.0192121431771034,0.020602936154978487,0.02180303136187805,0.0669351031900673,0.012164523474133966,0.030495765409837297,-0.0015953353549544328
CXCL8,,-0.10511383497545566,-0.026717109155157178,0.0692002066352556,-0.019617745099603665,-0.01998729304064145,0.0402146744813569,0.021434321711069036,-0.008233572780419564,-0.0237763661966984,0.09975821269203905,-0.03872388242661162,-0.009263609415779181,0.02379752971489658,0.05875623356080954,-0.10427226663304554,0.03982114626108049,-0.04061156648952474,-0.12999933943705383,-0.04682335044843269,0.08575727354160449,0.04500531034109615
GRN,-0.07819216936830514,-0.0347358245454287,-0.007418918978347655,0.03583064444581606,0.09102018228003664,0.023831761771834478,0.062159086648928635,-0.0021898719567229412,0.01637615321687305,0.03915356077399967,-0.1065432294287843,-0.06637901095460545,-0.02821243728907622,-0.09366605457853598,0.03134561667001778,-0.05974310054004338,-0.015549699174967244,0.00519194155669915,0.08292314723310645,0.03251426553089658,-0.027847879595844147,-0.015894292694569274
MIA,-0.023180995704262658,-0.02013845166046311,0.04692727274747771,-0.022776395849444766,-0.050282830197651125,-0.015255754136658146,-0.05419980513594021,0.07651467537055455,-0.00531284178790744,,0.02505564532574186,0.09982017707762732,-0.024544238289213482,0.08152819265264578,0.023966840274069673,0.07697269661334177,-0.03033229516252749,-0.0014748705643785954,,0.01916041219018152,0.039472645841560856,
COL4A4,-0.020510455833307486,-0.005958825020020914,0.016259982415101737,0.06676598320009415,-0.0074707655817610585,0.06148498876783594,0.08339979117848406,0.023660304733905128,0.044166992437073914,,0.050543448388511,,-0.040818145100605614,0.06368969761987937,0.03670888819281014,-0.013918056433500931,-0.04208140033254739,-0.014979688455638917,,-0.03571734856052924,0.001990239013984015,
TAC1,0.033615152873806266,-0.08038074858776914,0.02782246923034954,-0.04879391813034759,-0.06817851463341607,-0.04719191899668834,-0.04831526681453668,0.028947377083788365,-0.05245125211321788,-0.0016004983264989521,-0.14122670990417455,,,,,,,-0.023987579667224524,-0.04429014837691395,0.03491476245902017,-0.05176526417585327,-0.058514630282156456
RARRES2,0.08385394586659589,0.014534256998463295,0.03347709569712397,0.05582749255279016,-0.04632008284880884,0.041351917299793976,0.06722076233861032,0.022140442616764594,-0.05285046482910781,-0.030808744524853538,0.2672910982167914,-0.0006971168528075838,0.05260484895906208,0.07354238584521232,0.03838269401028881,-0.06143019525936061,0.0019471393760143727,0.005287561841554934,0.04283217659508047,0.0595848710014069,0.024041910071163002,0.015363380249530436
FGF7,0.0345910127265127,0.0343645834327938,,-0.006665852387559882,0.01314996073921345,0.020870888748344342,0.013842256651964802,0.024960314730171344,0.011344724813867684,-0.059502778893943946,0.06055510800358952,-0.049102715910756524,-0.033670241606681764,-0.019859680892207462,-0.010833266836234375,0.08727773797856489,0.04060690598118809,0.009674298147873572,0.07000994093344584,-0.022301182654850652,-0.019267483840325048,-0.05730878753341336
EFNA2,,,,,,,,,,,,,,,,0.08094976040948194,,,,,,
HBEGF,-0.014199864839583628,-0.011644856507495593,-0.07713256137485493,0.011827186904808874,-0.0003041002307028002,-0.01057770893748492,0.02495636008392881,0.0013008166101944325,0.043570941101251356,-0.0014117385985298486,0.08520556355113205,0.036894333921381056,0.05202070038870664,0.00766255112025191,0.007468378166105977,0.02263822897503507,-0.010598534365901897,-0.01388315883722827,0.014848174067196783,-0.030111213172698385,-0.0031791174082008585,0.08270831673317819
CSF3,,-0.002276970853453245,,,-0.006772506560708353,-0.05497139036032806,0.01887450352169688,,,,,,,,0.03268577143810844,-0.06986604105396124,,-0.019932634009211962,-0.0297854604275787,-0.012805203768613571,0.026261413080785487,
PI3,,-0.013737794833092313,0.05049817928211052,,-0.03712424582473584,-0.06894170886749723,-0.02227381613359055,,,,,0.02707220057175843,,,0.010990441453914866,-0.12193957271123186,0.013146660714888967,0.019208821236618438,,-0.02782145367729346,-0.013011376308155267,
PCSK1N,0.059882391512459984,0.050263290254590705,0.01369373924840209,-0.02702051938877627,0.018347696957767858,-0.013419403412037774,-0.03319150234017344,-0.022320162864401583,-0.0667778296394517,-0.07973232652716614,-0.13455178810282226,-0.023727813057326876,0.016080978523126746,0.0594692458531744,-0.0010609014856234832,0.04980066571381841,0.025513378963974286,-0.023200106081792907,-0.10650531313814889,0.02562062248056926,-0.06087619649703136,-0.07881015356283629
NTS,,,,,,0.058310670783668105,-0.024313391184632056,0.003106149425731996,0.04780164918625968,-0.031449945186565804,,,,,-0.028721507472192088,0.01813677577906698,,0.020067749841213126,,-0.018962760648140658,,
SFRP1,-0.007477144159188834,-0.026243786844071384,-0.020382642556007326,-0.013822262029420026,-0.02674131844567927,-0.0237527474059485,0.010014804445167797,0.0049929614502027975,0.004668900911929498,0.01835329040702787,0.011291856666609939,0.05195617110713195,-0.022223183236495764,0.05283814723769835,0.06226214351382025,-0.02021341238144721,0.005377564450681531,-0.007402455064635445,0.0007474874133228853,0.07260632955746374,-0.01629205193595868,-0.003053323829010424
CXCL13,,,,0.032689491570265246,,-0.018469815137233853,,,,,,,,,-0.027654210550316752,-0.04368160720833018,,-0.009338410842943132,,,0.0846918853843152,
MICA,0.04824864825495756,-0.015993678006275304,-0.030282447153199585,0.02447253157091961,-0.014068268389008093,0.015928728118372537,-0.004693180209381657,0.003965987557526845,0.027482543897408635,-0.049884183104693045,0.12902618558706902,-0.010982567728524099,-0.01597699140631258,-0.03309278307181843,0.01869163669461671,-0.003244239597822047,0.051481346876029885,-0.015346027038996806,-0.049548615826963315,0.004371653627920671,-0.006402641495579557,-0.0388215281212279
TG,-0.020510451211197295,-0.05116185567841938,0.11404270329751576,-0.024314356960572325,-0.038317603571382475,0.05657224714088325,-0.023874056995173355,-0.02437114596458043,0.028821246636169834,,0.13050714900297017,0.010799833534445503,-0.034269562987862,-0.047560880615657324,-0.0163589393677498,0.0061940769335109705,,-0.01640486408601288,,-0.02497258984383323,-0.029744930250189126,
ADA,0.07763869032468201,0.039549615099205404,-0.008696957992446512,-0.022303887715348244,0.019181914501522963,-0.019924692097563684,-0.011727985480980143,-0.006043166059925487,0.026960381998694334,0.041584859943410185,0.0682907430960198,0.048597719086462016,0.06483687089203885,-0.004464132296964956,0.003001821617984133,0.004053889362185619,0.004224124521896741,-0.03496067896332328,0.07927862489789547,-0.030305146481322223,0.05999454796392708,0.022216682929883384
LAMC3,0.07252743721103835,0.02906723164313116,-0.006007280314406296,0.02481993379278955,0.03656937815750016,-0.08156953701820178,-0.00043486361958911993,0.02463428366509145,0.05249214074326753,-0.0008278686083743347,-0.1187423295976955,-0.12354974955371695,0.08504925935997491,-0.04622165567169042,0.030166445948388333,-0.0003688752300028318,-0.001919569680813352,-0.005111779587257528,-0.0050742800052158464,0.001999936917392714,0.023011913204976017,0.007994970705284996
CCL7,,,-0.018486378688767128,,0.024817063821689352,-0.03853115821744296,,,,,,,,,0.004615187025162932,,,,,-0.013418612281045867,0.09080110523010801,
NGF,,-0.006290445338229483,-0.03174019419193969,,-0.025675675765595755,-0.01747801589404298,,,,-0.03144996589426804,,,0.020534228837732635,-0.026825151675883632,0.11932349819967258,-0.016772935561123588,,-0.034219976737884225,,0.08762011307580012,-0.009893548883832815,
TNFSF15,,-0.04574396646524151,,,0.01768336301364508,-0.007379502889512933,,,,,,,0.03909777416310017,0.06490620202790826,-0.01798876348058895,,,-0.012377823518617348,,0.11369627831108023,0.017883926928938764,
HMGB1,-0.012694813168735556,0.05705880113465126,0.04595738902604603,0.05918248474048961,0.024709465797921968,0.014540129326497958,0.0772835166262138,-0.046879831329115794,0.04557719453307346,0.05604915689196898,-0.07371448042606013,-0.08811137881085786,-0.022665267414629268,0.012865109886432623,-0.031611389201308904,-0.0757083679380012,0.06045191060836815,0.03130520805295548,-0.04231761156212776,-0.03931303252718856,-0.06585646363914108,0.022177761113244817
ITGB3BP,0.03230165311305084,0.06699538953946411,0.016036081444476383,0.02274769501380784,0.015849322826926925,0.011377260645412465,0.09016786778668949,-0.0053406956473396735,-0.010701232691886617,-0.034135268566131395,0.24090276589986515,-0.12706989777391134,0.0543166546650336,0.06902695151909895,-0.013111583281058409,0.002405423346489962,0.062264335634153935,0.04710087840788891,-0.027901798720998575,0.00878617045405798,0.03890410882984744,0.005912003034836876
AANAT,,0.15024090550233105,-0.02682092297124667,,0.04035552609632506,-0.029235949716045758,0.06977629397332079,-0.011381182342342944,-0.026796399030297822,0.10501884853253514,0.011089113204858832,0.09292178395427707,,-0.030423549056711487,0.0915721688659773,0.11831286233897062,-0.026248454385714704,,,-0.014197451378707019,-0.02031850051731043,
RELN,-0.017003707830289195,-0.007970958115586813,0.012677449383419142,0.014897947902917662,0.012080542899453092,0.01552403912419834,-0.04410401292102718,0.0023876286532174577,-0.0383219452902582,-0.035599101650003045,0.03748385380416781,,-0.014856769128012854,,,,-0.05997116742378549,-0.014951069396939909,0.06100782900868826,,0.007457663636132911,0.009667885971878514
IL15,0.0223236426252069,-0.008290662087459981,0.005181902189919455,-0.009717588784250452,0.04105029265543009,-0.004389359756672736,0.005386029577169858,0.06698369330494698,-0.024956260531877352,-0.020713949230729226,0.05846902121472556,0.033909474325986316,-0.05954512632255116,0.020469358561548034,-0.029656589007088133,-0.04148007694592626,-0.015158020099873938,-0.005940487422197484,-0.031502650953444886,0.03663675061692809,0.07231938962429059,
UTS2,,,,,,,0.028404801746951387,,,,,-0.0964720411253272,,,0.23218901026564,,,,,,,
BSG,0.11136137569275678,0.0571263906558768,0.11972201206834322,-0.020321923174313944,0.014886301206813184,0.017734689633018823,0.006431950172018854,-0.00701065973224507,0.03944902167615238,-0.052110398428730186,0.28199937086536836,0.08953723072316633,0.005321502503224551,0.004191082137456876,0.08622121682606951,-0.007213382132981051,0.041743884672369815,-0.035544159017715155,0.054720539238385255,0.012918545906443375,0.005793908603715348,0.04010194469598304
ADAMTS3,-0.007182464119426457,0.05119169756398186,0.03579075269973203,-0.026863616254570663,0.004275084621906843,0.0011452014308879043,0.02904096683957895,0.010978443530178829,-0.018128448468867717,-0.023634347772293292,0.052018815683049384,0.028300195352038263,,-0.036429102749731414,0.03704833820302438,0.02782900203631319,0.028178357400308378,-0.03167666636762411,0.07253745766805543,0.040828994510021165,0.07206180582502636,
CD34,-0.03706133935416237,-0.0256742718937626,0.0123061648176306,0.01205165036397178,0.009733471662532476,0.03182371969969165,0.011822419290876612,0.011132987173954246,0.026826839411317287,-0.07992001214719185,-0.0623373460644941,-0.04596361408849118,0.025635968799601037,-0.01605787843188762,0.060378904102303045,-0.005668684649613379,0.06055365033503171,0.01345625057431261,0.027721593227235417,0.044278275990972976,0.022659250445495518,0.017957784581360478
CCL23,,,,,,,-0.0012837724490354487,,,,,,,,,,,,,,,
PLAT,0.07298111242688002,-0.018768811497613107,0.02504229436310158,0.014489277493243856,0.054516830753340295,0.04721999832514742,0.06597458410235976,-0.017577781427633585,-0.012476897507694042,-0.007572400702692946,-0.008148506014569666,0.03919384643182472,-0.11440332866329762,0.010690845503706133,0.016405841514294164,0.07820378461343952,0.021730819023122856,-0.04820968150334383,-0.008191887684674654,-0.03152881171301517,0.000211088956205467,-0.006275420497216422
NTF3,,,,,,,,,-0.043255780437081136,,,,,,0.0239990831580837,0.05892956141397738,,0.07914758020510974,,,,
LTA,,,,-0.01788085453471543,-0.035506928883601616,,,0.02192229176232165,,,0.14556531335834486,,,,,,,,,-0.019107629948466126,,
CKLF,-0.03224163993762358,0.007204604460852598,0.04685097277545011,0.0649626070512835,0.03061751084182519,0.02557051935850053,0.0602205904409457,0.0007111042640949463,-0.015632754846978257,0.05146671689981948,0.08638428657960408,-0.07470969617812585,0.03982132610155496,-0.027657875865918075,-0.0202796342503118,-0.015533187531509314,-0.021133617869624997,-0.03867247328188469,0.0103810118657032,0.028578983966650356,0.05777369295057506,-0.01934681340188721
CD24,-0.0018987697015105975,0.040147624918496196,0.04160090659942295,0.018136423250413206,0.052528858156337684,0.09724499390278506,0.06733763655529942,0.006922517359252528,0.04778192546796776,0.014265433590574948,0.16074030457832278,0.15753778171702926,0.007867546711186165,0.06765796226268932,-0.0270913368988526,0.06440594239521374,-0.02967691590829623,0.03392439132814507,-0.0026399077857996683,0.054553455191870194,-0.012334027608797083,-0.01214772703886101
HSP90AA1,-0.08238385260590005,-0.03595072204846505,-0.05179186846890343,0.019607947547863148,0.0011380107808689746,-0.07327649738000552,-0.03562556438144252,0.003910440958000984,-0.001753516090630795,-0.0535962017418019,-0.1432879580781181,-0.15086666235372226,-0.018283475939629198,0.005937821477335495,-0.02825500279411303,-0.10628542302086949,0.07670654632721796,-0.007322341310110609,-0.01629957921418261,-0.061907319834547545,-0.07622161038885908,0.09006008454267769
BMP4,0.024197788020786804,-0.05148191737075588,-0.015216916972716868,-0.018954753982592977,0.005223240750249258,0.0387280020838988,0.04294790072144361,-0.01961537506655995,0.009948592640421637,0.0001236120069723935,-0.03645045123150022,-0.03687683799818733,0.0668532419625721,0.02651411111168444,0.074957907884571,0.047134481826911497,0.009762374108524456,-0.04289209175813639,,0.11510855141791748,0.05040710728649935,
SCGB3A1,,,-0.01848637684015396,,,-0.03356679174696563,,,0.08457400558817596,-0.005419075494011998,-0.04858765211822828,0.04319986150448507,-0.022376486184239493,,0.0034100222944484886,-0.006029759484819881,,-0.025704833699901918,,-0.02813524238603002,0.007688400048333874,
IGFBP4,0.07304365306904288,0.04378465244155188,-0.007490365072536796,0.011779904892804461,0.040214004001165295,0.002979413964261174,0.0051848649109687926,0.019332172991292234,-0.04552907964357303,-0.012604251666413218,-0.02188917830378132,-0.11730866117113016,-0.01309079012174299,-0.013515146572493471,-0.04068921723663497,-0.03729624714358087,-0.02396291928821464,-0.03930886886231867,0.10473924763665245,0.02178554604948078,0.017002024572406352,-0.025207268070020064
RSPO4,,-0.0317878698142343,,-0.02890644353612119,-0.019857447422171708,-0.05601401626087233,,0.03193032497595281,-0.02260302136311027,,0.09899024259318899,,-0.01526789170970648,,,,,-0.017311111559293563,,0.044461094859077586,0.0953101719284984,
LEFTY2,-0.020307658670820173,0.039127878292821244,0.001070510194827075,-0.018100458633645417,0.01275933231176503,0.012999885234524989,0.015376595241556169,0.005400846283387646,0.03429117210190616,0.019567715546062896,-0.02480509392974012,0.0564531991620397,,-0.020075306544376264,-0.015663776429555215,-0.019548628809210815,0.002841806704474333,0.009077509565391297,-0.04877730353531563,0.013302138340406092,-0.011633259097208507,
PF4,,,-0.019176648474113593,-0.016265067461637684,0.03655138608724019,,,,,,,,,,,-0.01558301867381627,,,,-0.019107625526818828,-0.02007024143480387,
ANGPTL2,0.030106624034058446,0.017834043521508733,-0.016840538927576823,0.012445241808651046,-0.02576105254254254,0.04603249696269309,0.008177497516464209,-0.005767054878323209,-0.006475374176137193,0.05600383756750781,0.24658912830918717,0.10183030666844253,0.05236515601383179,0.043582413208762494,-0.010979214690589482,0.06180573644953847,0.00603981389357431,-0.018724585041388683,0.05083687856684577,-0.027239400107275033,0.014852699295891607,0.07741614260126886
LRIG2,0.01100852145740054,0.07576099715961353,0.050779636457437535,-0.03179433815007167,-0.03231629860335278,0.0642395908158309,0.0054769616604314906,0.01800288832197328,0.01072819370394903,0.04203863343280512,0.08035772850310126,0.016982823969517717,0.019623078767514048,0.013913271523118328,0.054309155023452384,-0.0015342027788190795,-0.013909850683251228,0.028694759624937862,-0.011298370636684948,0.021966178023324658,0.05525561583388119,0.046624872730055555
ICOSLG,0.014522915435100947,0.003192976342425494,0.025505813005694697,0.06197695093596345,0.019878252041694505,0.014796338896749691,0.07690358126380578,0.03666952727382985,0.055593443459438396,0.03734102835156539,0.03343794604408745,-0.009083996732702748,0.06113184046447518,0.03476735611414451,-0.011564696348382721,0.025627955980830293,0.0168811677722997,0.035994702243377856,0.03523426475693561,0.073326618932021,-0.05747274315004517,0.02602284277591952
WIF1,,0.0034476585523547285,0.018550770301555726,,,0.04591392148815336,-0.027303022510443812,0.006131416918880216,0.0007102054626721011,-0.0019227204238564898,-0.04400528149774491,,,,,,,-0.016092354981625305,-0.032056676999516226,,-0.02325983382167637,-0.045458459808600304
NPPC,0.03774976497072557,-0.026459538192210048,0.07742155594281241,,-0.005760998691752135,0.014519463974085479,-0.032460669615830884,0.11543827418151495,-0.012997733178398228,-0.008387110530165708,0.30557058686921734,0.08657869915536465,0.08081719007092521,-0.03642903278545815,0.0048927643482219165,-0.0022604753638663534,-0.0012979333679290312,0.024785331549005835,0.022708554009380644,,0.08691908323010994,-0.017522361040701474
LYZ,-0.08112633845790597,-0.05431809083088929,0.039563112441996666,0.019487101259278772,-0.020677955066814385,-0.056360712261606015,0.019094557987227343,-0.011520076792271908,-0.005561161465630572,0.020646355978886404,0.006507819091323818,0.01169791350214719,-0.012492296407096174,0.03007999125289264,-0.06987983406157981,0.03598392112079894,-0.06363192830578636,0.026806479166064275,0.13414726883663186,0.052420570416413285,0.004328060688466744,-0.05281426702385473
EREG,,,,,,-0.026503466327810008,,,,0.034638127826160325,,,,,0.008187007869777765,-0.0495157104233788,,-0.02156128131366111,,-0.028856940567734107,-0.023106793355075497,
SPTAN1,0.10870625358366436,0.03900156796784771,0.04200421572661955,0.0013743949633422527,0.0014952778889123716,-0.059163684171332886,-0.0018921184835031936,0.01953298742056964,-0.007632709714213551,-0.07136615308168157,-0.03808815718749103,0.10696666719377565,-0.01693163198818319,-0.011791088986215443,0.0734079524751454,0.06888768301520051,0.02467779076280717,-0.0011216893590097559,-0.0008511354652247245,0.02496109772537681,-0.07057865165990974,0.0477660272224858
PTH2,,,,,,,,,,,,,,,,,,-0.013771691407529232,,,,
LIPC,-0.007316715513910564,-0.037779762650870775,-0.023477258214491575,0.055850899474376804,-0.02267584880348381,-0.025609204201720533,0.04302527912167312,-0.002960070082388145,,0.06502024265801683,-0.02126178335260825,-0.03635573634917556,0.07311296476796986,0.028257051295534477,,,-0.018054522042693776,,,0.1716303631500857,0.15782013118867042,
COL8A1,-0.034988272758536686,0.0498126864093497,0.024912356159193124,-0.017740080684522833,0.011129097669930128,-0.010006351356583487,-0.02110649560678744,0.045261791916827845,-0.014940414101439911,-0.05718728479699027,0.14399032184785462,0.09671387731661076,-0.06917510391326508,-0.06117492841491771,0.0403325689704674,-0.009008133296423058,0.026054375224639274,-0.0045788806942414165,-0.0011044489558294228,0.060749325065635656,-0.016197011270915693,
GSTM2,0.04790840141027421,0.02419570878141061,0.010927277681951468,-0.026177412705190778,0.006147596464669615,0.014819938226038543,-0.03073263596023908,0.0015269046615627696,-0.012296118031118864,-0.02973201733626468,0.19116424183029426,-0.03490438237595199,-0.04260032871738865,-0.05933932083794072,0.024259419667752455,0.028728015837955236,-0.005813893309515174,0.03854711339377414,0.030606055554598468,-0.020560018075555433,-0.04811006222170651,
IL4,,,,,,,,,,,,-0.003163039713795194,,,,,,,,,,
SPX,0.06192841928086491,0.13139935735126285,-0.01977223663232677,-0.031142355842054825,-0.04098287556109512,-0.0555629036680188,0.00958036092712407,-0.002290627135673145,-0.025284133569082694,-0.025773383734023998,-0.10208240223640296,,,0.04709865831836146,-0.018604296477047345,-0.0193483094829724,-0.023384286944214405,0.0676786684397516,-0.0184096505944802,0.09857653589328633,0.038145864017873884,0.017652740942029645
MFGE8,0.06364822550641748,-0.008561675113598044,-0.0500547088055108,-0.02074997975889933,-0.001488213318091293,-0.07222738802801519,0.003895830776969012,0.02911156447337957,0.021150205567581643,-0.09295342462553877,-0.002165662231325796,0.04886966003872705,-0.05015829110121056,0.008443154366717975,-0.013708479497188127,0.01591752535862183,0.013078075019581054,-0.014508537866812395,0.0762831133324305,0.026024579271634086,-0.050773381641679674,0.06763714607124909
TGFA,0.033445655142756534,-0.014032028718641487,0.06144478765775234,-0.01198709584253114,0.006791309858908291,0.07578427266165823,0.04089345551190197,0.0018287013251719881,-0.009516198054400064,0.05108049390660946,0.08275141652031962,0.0148305737399949,-0.00909656562656086,0.13287613291839856,0.025093800800007147,0.06928508502695244,0.05727113162801368,0.09695475454440759,0.05468116325966893,0.024067994679041842,-0.010687829604168197,0.0614565577765931
SLIT2,0.0688665384287964,-0.010176008519691335,-0.05069911024414287,-0.010849998201805834,-0.012703956420941744,-0.05170953395442988,0.01463923269311523,0.014266729893609269,0.006449059912073594,0.004512721707999755,-0.12618212664252956,-0.05252481976593385,0.0019166983681824562,0.02520464465347797,0.04830629670504192,-0.04164980133809194,-0.04177747828410459,-0.014842527514700034,0.06509042330568686,-0.008289522428013967,-0.022533416439077348,0.025374781074652356
PLTP,0.007304044235854532,0.04541480300097964,0.024055862713166294,-0.01278625055837515,0.020943606780290547,-0.04962756673528716,0.01406893945026941,0.02463555734929427,0.03462380407777779,0.02001650756318291,0.07943080244042408,0.07895495516150179,0.06849907084693076,0.039458881503242525,-0.02642231254691738,-0.08856274793396851,0.03722608129203837,0.002295366832197131,0.002449735749677247,0.03077288724082772,-0.03048049060830839,0.05227914652253497
APOD,-0.12048764592833723,-0.06141896151985275,0.06978604447154166,-0.03785613867292281,-0.045968203429456664,0.0852469599914696,0.03676186642939469,-0.019096572960335567,-0.06274731952923276,0.06003546087751988,-0.15464070366631533,0.08038058353218407,0.03521981793325275,-0.015745965277029806,0.03688890636166878,0.13252205651821553,0.024105597322604564,-0.0753934513311978,0.04229492441697487,0.056860573810538786,0.016860280187441425,-0.03263129109161365
