,UKF243,UKF248,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
CSF3,0.028383898088529536,,,-0.0028081878788490623,,,,0.10578750939862767,-0.004868885012403905,,-0.031018058456686863,0.026910192847260817
PI3,-0.009675271912442829,-0.020748184587981264,,,,0.012158314711794339,,0.020313959322969415,0.05461885339013431,0.009042165979769121,0.010220048804567429,-0.0032805977308399408
PCSK1N,-0.06307237989545922,0.0399154649705047,-0.036829587602309456,-0.017566700649788682,-0.013825521018833374,-0.1468476746934098,0.013941820620268448,-0.002018042681970955,-0.019723586805242728,-0.005697152113053158,-0.1180520994771864,-0.09683787632602409
NTS,,,-0.017366319138439,,,,,-0.04553038308343409,-0.027025912303823663,,-0.045933514914138045,
SFRP1,0.060551417730033114,-0.006309001369043454,-0.005319042151801179,0.010517952438502056,0.0005798784739509157,-0.03855980578429506,0.0670657778841136,0.008850001406027114,-0.009669522038865907,0.0875056215833533,0.03626705943259983,0.004104021541997646
CXCL13,,,,0.046756546083703956,,,,0.008384430508875863,-0.04891866028094613,,,0.0866761311486555
MICA,0.0028616404586266552,0.009586318507724071,-0.04386518857129635,0.0007868469907847032,0.07901772125078366,0.01151366719481008,0.007380949828120431,0.009708969904796924,0.017122842039842004,-0.04361517581211427,0.07178034328325522,0.04139794197566231
TG,-0.03761207026019988,0.054010595490337626,0.06268774344652686,0.05518820228404908,-0.04009159868054207,-0.03937308975076446,-0.00468031803519335,-0.009408118509495597,0.08212323580890592,,0.004025098470532107,-0.03845224979442075
ADA,0.01000737072764936,-0.03327981347620656,0.02769089778094068,-0.048958170589254134,0.005039529886767928,0.0013097496800875876,-0.04435848786558673,0.02786688812662097,0.030289708213199637,0.07581077227669314,0.08293589989021287,-0.004548049176723779
LAMC3,-0.050573464585185315,0.011958452335058854,-0.011105900167342083,-0.03952473245762709,0.027959786505252385,-0.03411040069515175,0.0353464747081959,0.04764851299820181,-0.022535641320153583,0.05464690350737134,-0.018130919323846792,0.05254437837722339
CCL7,,0.014220361827498036,,,,,,0.01710337188777859,,,0.0086897241404966,-0.027328741446516966
NGF,-0.027183242271798858,-0.021538700140325016,,0.01034617303096553,,,-0.03238908450142996,-0.033782568912840615,0.053927305824289916,,0.05270120795335365,0.06264250332888487
TNFSF15,-0.033629063251445476,,,0.02387197948613364,0.04513035766608759,,-0.05351861426318629,0.08075738834931259,,,0.0368514369008718,-0.02533817110108576
HMGB1,-0.12194133316784704,-4.8741610671021e-05,-0.0334876516638699,0.004450934009554434,0.010424135124130634,0.01376761356204302,-0.11632186839107356,-0.06495731524878641,-0.026808862746085422,0.0524413413809234,0.00947108036183244,0.009401363825501415
ITGB3BP,0.08489340413991846,-0.028717911370688295,0.023589515349646453,-0.010080997258653475,0.0270577634108711,0.04551228685341824,-0.013129212112615264,0.06693127974479289,-0.041297578633730306,-0.004613779166726115,0.06896209451322201,0.03015159609407077
AANAT,0.05240563833631839,-0.01820051301107473,-0.013192240093214668,,,0.04867479041229356,,0.044010459129501155,-0.02985246041500637,0.06690281149611839,0.017106160913518204,0.18374773095289967
RELN,0.014475005197125392,-0.03929266879068625,-0.029045054216034576,,,,0.021161643863191824,,,-0.0333665769375435,,-0.00010404596408337274
IL15,-0.04780313292673494,-0.003936362861667504,-0.021508911499758213,-0.04344343133559537,0.06925483265360399,0.023278949306554643,-0.05585685425156472,-0.0011511494190903743,0.02888132895556703,-0.0020323658674999147,0.07004775385812413,0.0062786312520849265
UTS2,,,,,-0.007617117260902581,-0.0034444297042706975,,-0.021852547324208882,,,,
BSG,0.17767203694326064,0.001668977143006547,0.11866012812855262,0.02145983987049469,0.05146459583185148,-0.1321355461885189,0.026563712333269984,0.11018372505625731,0.07899341693878889,0.05929443946316882,0.07571856865613677,0.08871570114449191
ADAMTS3,0.005903646865398161,-0.010964893468583339,0.059597111784864765,-0.036248442180740574,0.06184338480746461,0.02339691023063614,,-0.021686886455331546,0.01143167403915844,0.08141883302830089,0.04043928689878126,0.0383189677170126
CD34,-0.010901394905754041,0.004548557095046245,-0.021514299946930323,-0.004371403414738616,-0.0027049221771100963,-0.01624067705763303,0.10024096739056226,0.09126449510287198,0.03083184411960197,0.022820275717081416,0.11134167811164038,0.03133426544683905
CCL23,,,,,0.07221093510407288,,,,,,,
PLAT,-0.039884546391991606,0.029421196365683987,0.026955999783587058,-0.009936135600221135,-0.05798736465753146,0.057491308973196376,0.03658029672422513,-0.03959246971190748,-0.06322022780149422,0.04718882236216762,0.03823594873914104,0.05036655368685548
NTF3,,,,-0.01007008802205266,,,,-0.033619783694712864,-0.018912639390151274,,,
LTA,,,-0.012705502056198489,,,,,,,,-0.027163946189975446,
CKLF,0.04096237084740849,-0.06508365532467325,-0.03636804528358202,0.02972198251577079,0.00561537655037687,0.010941051182939221,0.11390366432854095,0.004806726732852079,-0.004739820165799757,-0.007334603540161915,-0.019726880731316756,0.041416312748418165
APELA,,,,0.009835676395909277,,,,,,,,
CD24,0.11756699887207979,0.017727849637449288,-0.11288256021189863,0.01328409924070738,-0.05646236847054057,-0.05005300177819511,-0.06823010218410752,-0.06762458568130439,0.027937931018252156,0.04652582745894572,-0.06901870025081382,0.026800500500227097
HSP90AA1,-0.004020491380184155,-0.021678726743895396,-0.057930399576090356,0.05847493828645732,-0.04716038296768981,0.09156444109425513,-0.0293339901144996,-0.014625787454216001,0.033681398437865606,0.06621047097637778,-0.01569226628001385,-0.08261430963000133
BMP4,0.020437296837684926,-0.03589397892018838,-0.02880418933200121,0.1338891573394942,-0.06648982808718797,0.0989793746381798,0.036308241614197156,0.031160546806715754,0.04600149332569439,-0.03569673311430219,0.09983045197813098,0.016617308537942074
SCGB3A1,,-0.012544741378496026,,-0.02896983931408155,0.19394583732383244,-0.00033115195579460217,-0.06512258898823729,-0.034426536176577205,0.06829797501790676,,0.01517593834822052,0.05762475988438279
IGFBP4,-0.0033445511111046627,-0.003217680353701959,0.004163615544810831,0.013349549142139662,0.02686846436706285,0.08668375562614616,0.06224783686287048,0.07631077598866387,-0.07438961269790434,0.0031877729277761365,0.10202627294015908,0.03841213970496005
RSPO4,0.0014305961555071862,,0.05899242578857221,,,,-0.024901197319617725,,,,-0.017918229601342442,0.01347394513402978
LEFTY2,-0.04527643278593767,0.043676666417161815,-0.019820057401270363,-0.020890262007740197,0.06615944157370922,-0.002791644186664628,,0.009877569199804818,-0.025506593105515996,0.11253880185890008,0.14859644547263798,0.06875596958155779
PF4,,-0.013013155454645703,,,,,,,0.020155249436064185,,0.05429955804272422,0.049982634532037475
ANGPTL2,0.009571367158574175,0.02806379499772873,-0.04030236515804832,0.07703848480468607,0.06451114089865496,-0.11616438917659778,0.08220105878446311,0.018918226000233008,-0.0356491260682387,0.005517847721561083,0.09329026528756995,-0.0016111852260608421
LRIG2,-0.006593161917548243,0.028353133250410053,-0.03223930674320077,0.022603223584545466,-0.0014200698723812997,0.0519051939761275,-6.97936753837577e-05,0.03291259620780914,0.0711577530145882,0.04017267825852668,0.05223525789537825,0.08990669741291925
ICOSLG,0.08304110453377644,0.029206496062162638,-0.02159394622872485,-0.019459232258124966,0.07133593551265305,0.0061385021567929845,0.07818653103749965,0.0005226829148291387,0.05441231765664639,0.0009217407176773929,0.03908584806543731,0.058598093038402826
WIF1,-0.03901726992394153,0.007114181280702657,-0.011403271087897229,,,,,,,,,-0.001361758372267159
NPPC,0.06085275908129082,0.04364604307034192,-0.022244158654144197,,-0.006259987610819123,-0.024579787256318587,-0.09112876332971447,-0.0020778888812236565,-0.017141128686204134,0.05526578814241217,,0.06059739497016918
LYZ,-0.014162430835527448,0.04339778367010782,0.040330809299098436,-0.02278259311783102,0.07348122592782215,-0.10387522925126767,0.05936089020054298,-0.023232626679554974,0.0419489972845324,0.004827970152247033,-0.02441577712476382,-0.010090709636214825
EREG,,,,0.03840490391076168,,,,0.10817982265968701,-0.04972220057045962,,0.024055567771661686,0.05308489379066996
SPTAN1,-0.10495407970039645,0.01147763923644603,-0.05806924159596262,0.005271632964041307,0.031104816989232564,-0.13031353236884122,0.03756582039971694,0.0013717843969659575,-0.0386558061417146,0.016208915240941212,-0.056851436537688406,-0.020442372694975928
LIPC,-0.01964016783623554,-0.01593152271662311,0.004424928351342838,0.03496842504132261,0.037374256643998745,-0.06738633470521202,0.12966404656807076,,,0.17496698837731908,-0.019409011787192742,0.03516453631173272
COL8A1,-0.09752475041703705,0.025981984696824677,0.04239155747317254,0.06389082771740281,-0.04062080616191442,0.05203209373568681,0.0324291259907953,-0.007624103836414956,0.07507664930121334,0.013399651405758013,-0.039474188389717106,0.04908414615512987
GSTM2,-0.014777977473826368,0.025985757705870242,0.09128844911206907,0.023245711973046562,-0.05271045286722939,0.009247558457180746,0.019435750938051922,-0.044753240007333606,0.04646276659848136,-0.04472516795454141,0.039162819802791425,0.03171111274493325
IL4,,,,,,0.047892361478316055,,,,,,
SPX,-0.019115336153192067,-0.025766720992091454,-0.028302793555441557,,-0.021192923221681165,,,-0.029492210547021797,0.038990748695119704,-0.0031716982295255424,-0.01918627930811881,-0.050007390541124366
MFGE8,-0.007490160455531246,0.06137034671622108,0.06974681352970123,-0.01905773833798938,0.06171788721933508,-0.060104136714213885,-0.0146939750418243,0.11959259122242105,-0.03248854754269598,0.07813625101361309,0.1438772350707213,0.06695026845627791
TGFA,0.1653196954167808,0.013137045640969833,0.06743448821367361,-0.0076859525437553405,0.07007359801464685,-0.02104579523742868,-0.07783971041452827,0.038677258192816796,0.025638442955017653,-0.012669660905395728,0.08762946455926833,-0.029291835670033222
SLIT2,0.0029389623579636217,0.04009403638689876,-0.030844066984510646,-0.018416906340532873,0.0862526737320453,0.020930411622185778,0.07394817971441318,0.03845587833225637,0.014168786328699405,0.055224729662679814,0.017163362268012013,0.04710530924680627
PLTP,-0.0784594979474587,-0.012812749384926036,-0.03927389705350266,0.013630089798137438,0.02139438497039233,-0.15973410971169272,0.08825187759014945,0.016219118060911968,-0.06033124765236036,0.07024561031781518,-0.10311229156956411,0.058512934648097266
APOD,-0.07884563971225626,0.0398081174110633,-0.09829348523784538,0.02996004371706077,-0.05876237661196456,-0.007657594697533128,0.03281348654509379,0.0611494063819272,-0.051435747442754705,-0.055822900910065684,-0.1772025116723127,-0.0267148397776038
B2M,-0.15106397755964793,0.027504197614523693,-0.042975100144812615,-0.07614000833643547,0.07549747383647817,-0.14697777826068054,0.09764076578802734,0.027903104423914474,0.008456215325287902,0.08130408730704501,0.009038838387700419,0.026846166893569938
OMG,-0.05049335673806259,0.030876194533063072,-0.06539278754562344,-0.015470323839302969,0.06824409703826465,-0.10078024066634177,0.06204788597524462,0.006529580773342287,0.021124570276646333,0.0026061995884184208,-0.04097985561091005,-0.056120566935493214
CXCL3,-0.055624797521171276,-0.03213559561157606,0.08773441418067268,-0.009701885429187507,0.013673727519768203,0.07541882334516545,,0.0763805554750394,-0.014573238629359598,-0.01878896521983263,-0.03890807030074664,0.027352426353784348
CXCL10,-0.019988595640266744,-0.002141873567749868,-0.08196434257173825,-0.02107990103219706,0.0134270049997735,0.021594112092026614,-0.024913547212132275,-0.01560343669759749,-0.012572737324464935,-0.025312743933867118,-0.015888470331167883,0.10722100140047712
RSPO3,,-0.017040437227167086,-0.022318836142825735,,,,,0.021557710397351933,0.03934817533062283,,-0.03298512148363054,-0.04373366572710986
CORT,-0.005584649396051197,0.05156869664748093,-0.04275733173803071,,,,,-0.03335388646532988,-0.0025718715217705867,,,
NCAN,-0.08035843972518224,0.0052784902610630725,-0.0005258186599767754,,-0.09599816768647944,-0.0332338268728409,0.024331897120688572,-0.005426262542631055,-0.014941704171312839,0.10207314092726359,-0.05171529495604093,-0.00625534452544558
PRG4,-0.027317218379295252,-0.018865794757603443,-0.01888476746961262,,,,,0.053094919362454515,-0.018302185682842035,,-0.06323815689854312,0.0056644047419634
ZG16B,,-0.01739577004732238,-0.010095674769840985,0.055882455237484564,,,,,,,0.05605814885167353,-0.02213413946222478
TGM2,-0.01628449099952129,0.022638286687947436,0.01844214849260925,-0.02034981359730697,0.10362173329137396,-0.038747806907819024,0.05471643441364175,0.11207283329082059,0.06454239120725845,0.024592924061432903,0.0729925574085946,0.07627726556622863
VEGFC,-0.02079267913813144,0.03202140783841455,-0.02718516137679779,0.004927174212311882,-0.05255389633568837,-0.00108155350270923,0.020460518986187903,0.06250438321652213,-0.0038017855981150495,-0.024782954732333395,0.0882097662514586,0.058790892118578
WNT6,0.1232185192915828,-0.020240664911688102,-0.02246756411148555,0.046880754986267884,,0.01818652904819365,,-0.011790368380032248,0.02347120728968289,,0.0036505707683753366,-0.0012945278075340387
NRG4,0.03606573294612931,-0.011554148379945825,0.04050037201377902,,,,-0.047524031727524584,,,0.004788626661525962,0.047827637970342146,-0.03439478704419637
PMCH,,-0.013316777805092599,-0.01477727166947297,,,,,0.0005181722352230946,-0.029852459356377967,,0.09502977203618797,0.039063804444318985
COL9A1,0.0478616219885439,0.03571068439919207,0.07574591637976226,,-0.044634863222785995,-0.004222333072543164,0.032294528454698254,-0.05459325818338831,-0.028195832163353,0.014897859323560893,-0.0016081776815442133,0.08549607424897929
GDF11,0.017410668251071536,0.0018997607025852614,-0.047149084089376764,0.0017717098248349367,0.08759926186783909,-0.08158040199844052,-0.037900834081904644,-0.05282734439576723,0.007264883307664308,-0.015172166874728917,0.035722931022637544,-0.044593266586288524
RAET1E,,,,,,,,,,,-0.00020538155578542116,
IL24,,,,0.004851888355027532,,,,0.05781429290067939,-0.02000816875366468,,,0.0693612668969569
SORBS1,-0.02731510368190432,-0.009540363291809151,-0.09926129968782121,0.055847602757920396,-0.025141459423459515,0.020660260040667643,0.03618576167483834,0.01742182872384765,-0.06496113436914117,0.018086684531909907,-0.11348202685861801,-0.06727611321169864
DLL1,-0.011200878970975802,0.0338375180255093,-0.045031946816274496,0.0006427493345536342,0.024591655707801797,0.09155049909347153,-0.003649737500184984,-0.003502954960169548,-0.015592594819279982,0.0367557784585029,0.08900931966710907,0.0924228617045712
TLN1,0.013548333171156314,0.01758209335725652,-0.026013914160403776,-0.026203118807209613,0.05835597934351403,0.018142512156369053,0.1228569894138681,0.06193855173417595,0.045470585760567,0.05844329864636118,0.0019952919996372555,0.06528915353483468
COL2A1,-0.035270918854324804,-0.031009869957321433,,,,,,0.019783677026630055,0.03940495398371843,,0.0477319223762146,-0.014360703899783559
SHH,,,0.019285297375852113,,0.06392952653461204,0.0341561402723114,,-0.00824883945741465,0.04743937040848629,-0.01905389205250647,0.05881510804507538,0.03887658054877296
PON2,-0.10024613447644604,0.017269917157030634,0.05353879993957765,0.05525891127272573,-0.021386475547228324,0.010929782354292546,0.03336997517448259,0.10116224726400207,-0.02385434245688398,-0.01564681958947948,-0.10353565475365105,0.03857819986023241
ICAM5,0.030898326222050493,0.006464238784646031,-0.016105652617364793,0.007136968036028608,,,,0.031687193520882326,0.001064112755131412,,-0.012648576668748513,0.04804162648065769
HPX,0.0511378891710116,-0.009197309872327444,-0.019812136027392117,-0.03266413968815029,-0.031751979468817706,-0.07723164351446977,0.05351169033003751,-0.008406083208584509,0.016471505287779752,-0.026681261965903744,0.03197113045830306,0.03306144795447293
SFRP2,-0.007326708757690276,-0.01667826709369396,-0.01651211980932301,0.11492769737762432,0.023134499093630533,0.04954744509088844,,-0.014566309371522746,-0.01601177297434763,-0.007897616869717367,0.02678425909764809,0.017103920391206354
CFC1,,,-0.012705502824057613,,,,,,,,,-0.030433974771216024
CD70,,0.02802025790374636,-0.011764800939961025,0.027706863741257783,,,-0.05157737234718385,0.08389393675360339,0.04924522270589053,,0.09548847649452583,-0.0017754637867750211
HP,-0.029197757702850647,-0.01084148952975091,-0.012873854912385692,,-0.013660503672268932,-0.06010386489935918,-0.006922481686660918,0.02784653980438281,-0.023531489934690758,0.11749232132732561,0.014420579723157056,0.09971068185638193
CXCL2,-0.05966343699271956,-0.044520919480954456,0.06706469930296884,-0.022566862323074324,-0.031143617142762554,-0.03488680818243759,-0.04681880413529419,0.12229302658366284,0.020901954424566008,0.00857160059212659,0.04271692218364714,0.0014021011652443475
NPPB,,-0.016183930516179473,-0.011125454988874307,,,,,-0.04277132673464745,0.00565867141597904,,0.11724790731401562,
CCK,-0.042628327905702014,-0.014410298973387142,-0.06623561248855467,,-0.032670055811655406,,,-0.034231624684161355,-0.006948308347505788,-0.014344875331616333,-0.04340631014424378,-0.06544009248275973
SEMA6A,-0.06515335390225817,0.01240652414080077,-0.024957370504490272,-0.03856721918619101,0.03617489277138327,-0.061230717571897714,0.016300814321063815,0.01433064464596819,-0.008484612216928596,0.07016082475602033,-0.06394380683161284,0.09754004697813198
IRAK4,0.04129576456555367,0.05276709556427753,-0.0341061077077649,-0.0138796536133868,-0.008092407582840666,0.0004017323835782875,0.005487548969523913,0.08411319074077872,0.026458549647786475,0.012409633436425122,0.04316944779819023,0.06700532634621655
GSTP1,-0.013525367999910432,-0.04782684062461694,-0.044665683800301795,-0.05928712036006427,0.08910033266831349,-0.1525823079205621,0.04941449722401468,0.0682227523165277,0.09416236444752726,-0.041656247206638956,0.00219846211273958,0.06878724553643964
VCAM1,-0.13295487480109855,0.027827966033935034,-0.015758921483498715,0.04013611111774656,0.021967034362909265,0.019867500059938984,0.039189747883523085,0.11054750271050778,0.006002487964853077,0.019906809517998926,0.05785806709314589,0.02527381633077352
NXPH3,0.12719502700631197,0.0015666897965684434,-0.030346664525116356,0.048815223315668635,0.0762894785532915,-0.07684778234632762,0.019719416108845974,0.05205403655790331,0.023512598049516054,0.04813011827748055,-0.0020671640460634046,0.0245761996874293
MTMR4,-0.016665370637885254,0.019178486790216727,-0.004887167410130107,-0.03567925163549924,0.10794364673183164,0.08236079381547737,0.037756401443356305,0.053837455193802376,-0.01389681509035762,0.022660138994283912,0.006126163230861183,0.01574000513800644
LAMC2,-0.03146772397718871,-0.01270269321221339,0.005579112101286547,0.038236943770544436,,,0.036588737707091465,0.11924017016445695,-0.011057339691459013,-0.019240566802814173,0.06413972222471839,-0.01749522791841147
IL10,-0.026031435494364305,-0.026839394512279065,-0.043791041538974,-0.0025617976469128182,0.0980656429198945,-0.050931000513372585,0.06631021685090586,-0.01449540849061934,0.017804336422825997,0.1465633053820534,0.038759592612493274,0.04891804889340455
SEMA4D,-0.005926506151857378,0.049060935907445265,-0.024507018109761605,0.015294192918842141,-0.003926684929559697,-0.033844347237415105,0.006098281265472431,0.030106432470997355,-0.01930080305547239,-0.048799652498867266,-0.014304567288783295,-0.008012722007559958
TRH,-0.06140808884227058,0.050100968836802554,-0.020814665138362633,,0.03159380417427483,0.04567731911223476,,-0.022483710465486473,0.04534427974486816,0.04147479790530239,-0.03747714810633647,0.006762284840772228
SEMA6D,-0.0551625341682508,0.03737749623944795,0.005525170374588834,0.08940090019964912,0.03948373669390275,0.019602399744779987,-0.08281455060026086,0.061800348027825795,0.014411898979526296,-0.01789006970256982,-0.039954549237438935,0.009702887241204924
CEL,,,,,,0.07766920368484326,0.14027053493009772,0.0434415180148165,0.019480076898479734,0.07586847128706475,-0.0594017001072286,-0.005976244337201379
PDCD1LG2,-0.07651345353046207,0.006694511622426132,-0.03646770240853435,0.03741022568040169,-0.055471350991903305,-0.0059061239531216034,-0.009843268961295336,0.03125239825683182,-0.05564181138686102,0.004431137096783303,0.08822934977788532,0.08532709516349338
SPINT1,0.012601069383397468,0.01147775346660304,-0.024331854697671258,0.01677653779520095,-0.010033586227567427,-0.056008225196443474,-0.03238921445273173,0.060745736216398026,0.007355841750069706,-0.02353707428021264,-0.015466643330729732,-0.015117916665445248
CTHRC1,-0.010250673747364788,-0.0060313262000550845,0.017777801735362336,0.06587700640471775,-0.007415894578009324,-0.008622891824596756,0.06274824393851532,0.05951329541634036,0.05652959112733086,-0.007409847206769085,0.1106564250546434,0.06523399942873406
PODXL,-0.018847108013963314,0.03362633027582081,-0.023351047912995526,0.009217450795631573,0.01914899042136281,-0.025479001737644804,0.09766784528915683,0.03462181353905394,-0.004801265681305262,0.03545431348703405,0.121425005318506,0.04669954162733312
JAM3,0.05225742014048523,0.04729173099766443,0.07193509991092786,0.02051228180487341,-0.02567146040608533,-0.08908231086012221,-0.07104860975259415,-0.0014330319014111735,0.017913657872581052,0.039883392504369855,0.07294894685305858,0.05223543468247891
TGFB2,-0.06235367496950959,0.020603957095741355,-0.005545915164175495,0.08739955196630236,0.06011451851361186,-0.003358948893550411,-0.022601899974148663,-0.045343018198788554,-0.06335637974547101,-0.015295384800548009,-0.10858495139611463,-0.0007270942778912111
COL18A1,-0.09202260635805858,-0.020995039848401023,0.04264526731918285,0.00043253057535411795,0.1011390659647977,0.02392678292837411,0.0196708353836372,0.08821488519016815,-0.023246859102239247,0.05253743386733888,0.09743918356467988,0.0672227819970157
NODAL,,0.05626017672664293,,,0.08838790568689962,0.03115551472260297,0.06093278811038332,0.034417163692078416,-0.024714801587592566,-0.028943988758252926,-0.02623664424572991,0.04331438671743935
INHBB,-0.02428148137266408,0.04334197519182243,0.010918786904213716,0.016451668159967337,-0.0019372742712395296,-0.03033753529350079,0.04614999720335316,0.04082673376255292,0.03990393722143481,-0.018579265427407794,-0.04916491710782295,0.06920291986072725
LCN1,,-0.012702696070371085,,,0.011264183812720072,,,-0.022798552497835703,-0.02334000408456828,,0.12502201616667744,0.0641052482785809
ARF4,-0.034486597932356304,0.031746595628331056,0.033694125363105475,0.02452113020166111,0.04034019738693852,0.1224059866225255,0.004594568614208587,0.05425524292058247,-0.0072120464484307515,-0.00280566557649691,0.08139936706408228,0.08166034388272843
CXCL14,-0.0556420578986179,0.011452509092076525,0.04116310786806731,0.006997417309630956,0.0006838858915262995,0.02163035913125537,0.2150885632311414,-0.01835945175434083,-0.006279338102104192,0.046657284069069015,-0.060308504029324014,0.0020335244409052473
LIF,0.021377132524894805,-0.00857743870889174,0.11549989843879035,0.00671824200980858,-0.012716249129000915,0.13079353228055066,-0.03152984470826318,0.029451454978058036,-0.022640780549678576,-0.018941045097065245,0.09408978231651384,0.05315436942584088
IL17B,-0.006824199680346165,,,0.03524746105583682,0.09194187811232922,0.010270645827434258,-0.04537958318035033,0.04011268676464827,-0.004851463341172117,,-0.009593721861314066,0.012658704841042869
MMP1,,0.021192456496238014,,0.04029710788238228,0.1523985376907948,0.03800061725171641,,0.08339512826614698,-0.016128131824924962,,0.19424825489634281,-0.014614096115408275
