,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
DCN,0.018563129633107023,0.17532907026284095,0.038571617422006585,0.1457844283134548,0.10699791798996629,0.04350800429058113,0.10192105847851851,0.023900532018334104,0.06950022829274291,0.039861188073035604,0.10881567946022482,0.06883744662276371,0.09731949619414855,0.09009795151600904,0.19236286040534306,0.030713855830113778,0.15137918478988657,0.07734860357548927
RARRES2,0.0005966420834321822,-0.09844434145530902,0.02332695378812839,-0.001246776879927085,0.0031944051059843255,0.01919627372995378,0.06577719217336439,0.004717655659464532,0.027969899734372375,-0.06591153729738783,-0.03408719959527402,-0.01608964682096787,0.02031896536007968,-0.05143181034955585,-0.021409762445460525,-0.05384330759736403,-0.0676975687289674,-0.02675331899722001
SEMA4A,0.04953506426624367,0.013722689955573792,-0.043164328318824954,0.015976841514002724,0.019280498405661928,-0.050331275751243215,-0.0163227676396856,-0.018644559269559626,-0.013160400571621487,0.005632893622526393,0.05731520115309483,-0.017184465622786717,0.019993608030227497,0.13454370724835715,0.0854775097124557,-0.050277094584563586,0.02922110255987583,-0.0005225246835768608
GDF11,0.049606425218017086,0.04971871334583958,0.00296258429955101,0.06533053046718892,0.06288089770500353,0.05191739055732421,0.051998316618346634,0.03465627539000595,0.040354802411170225,-0.0281487447123225,-0.003382624752119656,-0.0008067732113703624,0.018276393892281223,-0.02146452529438427,0.05323418976677316,-0.06874583061185113,0.10790671680290728,0.009371546480165364
GPC3,-0.02074034532932629,0.0976127143202328,-0.01847446055552832,0.024338458997025508,-0.0009599145562686192,0.0400606670009263,0.006698707138337985,0.02908815891062732,,0.02672340191688129,-0.03565898964170171,-0.005674890012986024,0.005512030013982305,-0.005151883466523072,0.1744626934981693,0.07135226993060936,0.1727854172583373,0.012193122160394249
OSTN,,,,0.04484865163787147,-0.015877457668442726,,0.02913237723393896,0.023656233723677186,,,,,,,-0.022595529943121934,,,-0.03118076782204061
GRN,-0.05889311848113889,0.1435741467924734,0.018426602846156173,-0.001068944797504832,-0.014071454966145935,0.11652945984371639,0.08028913904304921,-0.03341442693380742,0.03521128130549342,0.06205857588701048,0.17376273684763852,0.06219107415890092,0.029295190345397865,-0.004967290178792541,0.13827198296313,0.02163553012033417,0.09190968034258505,0.03335693527366182
CALM1,0.021446494561229937,-0.03334800627056993,-0.047554340686011526,-0.02006098670713018,0.039526396839344696,-0.02562423043490925,-0.059326010365445346,-0.06086871553863202,-0.017025284733171685,0.04430001294002486,0.08519506950385612,0.0320834005742581,-0.04494212539082875,0.0020113012226029067,-0.057302576925480936,0.06274331511925728,0.08707668800307072,-0.1061317933805646
ANGPTL4,0.028588020129734732,0.021888851386943745,0.023168101389442572,-0.03049212740720593,-0.018222955571930717,0.04019080511673626,-0.0285020437119725,-0.03451632486933485,-0.00579410265539442,0.02841044451487984,-0.05133706166971496,0.10039958825183619,-0.02316511525953966,-0.029105553763426648,0.04592497799197737,-0.026057618211842423,0.07219273386333502,0.047649485768566556
BMP8B,0.018230781236538107,0.05016277172203492,-0.03250198796391584,0.011904921912833455,0.022804055044943716,0.03811400035696401,-0.009419899115643563,0.056136672129981045,0.039028766062926816,0.03384351063244625,0.05841524506321364,0.019232372363336452,0.026743052300415338,0.04416452487794456,0.06570316511968809,-0.0011365851041891773,0.19462701452668313,0.012664907786682776
TNFSF4,-0.007975917755847182,0.08934776021397745,0.04870336686968246,-0.020426555451422104,0.015800938182702586,-0.0168124051032523,-0.008577495820256903,0.032427208484347256,-0.027247123200931398,-0.04181058069652762,-0.007147156262414688,-0.02478917797999979,0.038454415338448886,-0.022594659868191008,0.1116256124129038,-0.0425747463446905,0.12141086132051122,0.007026641028048695
RBP4,,-3.7980667908012174e-05,-0.033002146937001764,-0.0042997051821102635,-0.03182450997393096,-0.02220912585251101,0.001089584244196054,-0.06813835711709476,-0.020382979216580353,-0.04571283927679467,,-0.018294782761019666,0.05964699156384521,0.004701404477961043,0.021074683163572847,-0.04704427045917963,0.023366920541892322,-0.03966867257579138
DKK3,0.023475515044952714,-0.00895537290497494,-0.06985481653920791,-0.01324613202945953,-0.0011075410128342893,-0.08810785647257989,-0.02267153758320772,-0.07275806931443574,-0.025100750085743397,0.06939089560058453,0.025093502551447475,0.03898562321303009,0.047490497323931465,0.07511902220011532,0.12348847721973279,-0.017324252900481996,0.13611028492647848,-0.04670072012121103
COL11A1,-0.02138849663201274,0.06367656077499603,-0.026325166600363194,0.016604002997415934,-0.03621329728343719,0.04112295725074612,0.11802344858107157,-0.03473310625308088,0.04144965242843312,-0.0585011935039892,,-0.03315226266333661,-0.029917723620912495,-0.004908499821710373,0.054351415872656565,-0.0019296337366337096,-0.038509311080022576,0.0934989859231522
COL5A1,-0.039049346171432575,0.12011497411433021,-0.00469801319910671,0.07085998448888223,0.0301191393943029,0.08197902317686699,0.08912080030338997,-0.009098723932233446,0.004409855973448018,0.08076897679037423,0.12153663825255509,0.07330081545962921,-0.027009482834215535,-0.01644049962983522,0.13331477728220792,0.009766608305828805,0.163795024807642,0.05246039764208648
KISS1,,,-0.019028943347957763,-0.032420033722719836,,,,,0.06664655296094957,,,,0.03851327716893895,0.05123291220608626,,-0.027103569381430048,,
MEGF10,-0.022839809684281384,-0.006601802423236727,0.00529888655691764,0.050428715284804145,0.006395132151904333,0.049806357671791424,-0.07058677353154082,-0.005212691666045705,-0.012619857849894514,-0.03476652436502035,-0.08138411771373795,0.05278375230121146,0.03402510698093988,0.04287685224451954,-0.020420036858128196,0.008071250001555228,0.01190491663888627,-0.027110259894105513
CEACAM1,-0.022175219937912452,0.037786904963049595,-0.012898468698900205,0.029167226482487915,0.026628100793207363,,-0.009533625034291168,-0.017732435393800847,,,0.07340081047521733,0.008412924189118267,0.09297325145133734,-0.017496419735485453,0.012326714040745373,0.013123838779360509,-0.04751707634151081,
EFEMP2,-0.022734065043330965,0.10694941823307756,-0.06326745250913575,0.04313660617972677,-0.04925967705120388,0.1003894688238309,0.04093340414954855,0.0584333395912506,0.008557191980758966,0.0008099537961805407,-0.0655278166279234,0.05286241272269359,-0.015512425729411543,0.036244281861348794,0.09412673263893032,-0.0010228291108052815,-0.002829946823834106,0.12311872676654899
IGF1,-0.004613069442440511,0.0033698319063174987,0.03445794389190019,0.03489290060677776,-0.0355892325937307,0.007285682006597287,0.019335903599895097,0.020489534781446536,0.005906568417256682,-0.005202606793846305,0.04658000452854066,-0.02703521912777043,-0.008486705873145156,0.07448826361758615,0.025641686049116943,-0.009612573630651803,0.06685222829000058,0.06700046821193578
COL6A3,0.12170396542431601,0.14081655332023363,0.016709823318126437,0.012866805984479798,0.07696463943641084,0.1059948450814751,0.000637045489831139,0.06707855915842409,0.05016622563842368,0.004139184183735183,0.031853754841465215,-0.04428380429766869,0.03207203409774866,0.03875724835303114,0.09303755803552384,-0.008756564622338871,0.1615504451691505,0.09930909403447145
RLN2,,,0.09037964701649415,-0.032791523681751644,-0.021685646479714903,0.15309907690030955,-0.019870527903970647,0.007861924788568037,0.010838857235504672,,,,0.0782676840836687,,0.11190552815881845,-0.022602467137310962,0.008008932059909917,-0.023876230516904972
WIF1,,-0.03132425084107156,,,0.0676895006416432,-0.050937834109641436,0.050386812860449035,-0.017179813988524938,-0.033497453374393325,,,,,,,-0.02519539505694511,,-0.028232446348555942
IL13,,,,,,,0.02811436402187017,,0.05192572048157676,,,,,,,,,
PLAU,-0.008335651401205239,0.11800215085103988,0.03632249092498748,0.019515925387623267,0.06344837702651324,-0.028264281143213454,0.09162887221479867,0.009377732262161442,0.06102273557389392,-0.022006485220524903,0.06203815882815431,0.07471041271184285,0.015724905834229422,-0.001876561775473586,0.07954442896098289,-0.04516566060733974,0.09597696267252998,0.09582003031922971
