,UKF251,UKF259,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CKLF,-0.026724907491486503,-0.009503986323541803,0.06958275037607163,0.03918643464059476,0.046590942716179695,-0.006270064340213078,-0.05814097772277248,0.04850211480492837,-0.029061707034487808,0.08520826113724952,-0.004335057022866243,-0.012492466598585213,-0.024480626379947013,0.10576227068629254,-0.0027085986173249637
CD24,-0.025184464317084477,0.055130761744031184,0.01574923442534634,0.026185686713479747,0.05062509101403846,0.01257366472247675,0.08864493137923139,0.00970506665826522,0.04967677403196157,0.04704282743757711,-0.003973090015221715,0.012229363766375108,0.018152021455743843,0.03399232119548173,0.05855162304254799
HSP90AA1,-0.030736600354843942,-0.04518143976796805,-0.026287534586232293,0.0426977554753757,0.012493938093827935,0.032725756765515715,0.011092112466382377,-0.06907649029750136,-0.05736761300284638,-0.0850115342251836,-0.04931110240402433,-0.06482903621114944,0.025468399343062567,-0.075077132416676,-0.10770089217723101
BMP4,-0.012405527218402015,0.0073310905544933455,0.018047427636770145,0.004903542073368295,0.04704461434028431,-0.01146228734515997,-0.029888622371615183,0.07568677605927282,-0.020990394393280362,-0.04465055050669431,0.04001696713001581,0.09570715240503122,0.05873794448723984,0.07279677293111515,-0.02456061144697644
SCGB3A1,,,,,-0.02226941511393326,-0.00938645898124295,-0.027736194585346288,0.07809427350586245,0.08544672402095826,,-0.030367195811630034,,-0.04047825291044138,-0.05922133342899088,0.03343360595479542
IGFBP4,-0.023076987173130357,-0.0010621224630859391,0.027478294078032817,0.057211963345909625,0.03859958438457208,0.005087871676666142,-0.12838789004556858,0.055715038793553814,0.03220445091872151,0.02242675612718449,0.048842218397439796,0.08130431965766492,0.005052280056834321,-0.10577755757824889,0.07862465917826414
RSPO4,-0.018918719409593547,0.13809539124073567,,-0.022262979808931133,-0.022269411856527532,-0.01865970636097106,,,-0.03582457138815926,,,,-0.02726038067543008,0.01875601625521838,-0.03587150276883831
LEFTY2,-0.011846407104595428,-0.02969050525186518,0.002597684106678105,-0.009072807933887057,-0.0003096743580826502,0.004168873993254012,0.07941815608792625,0.10510958583718968,,0.053611353501104866,-0.016936658630368043,0.122111906388441,0.0037567301887977095,-0.0175962891663547,0.062117136487406875
PF4,-0.01064517837001694,-0.009045494816796198,,,,,,,,,,,,-0.048218682808528486,-0.02810017789665733
ANGPTL2,-0.030314184312895977,-0.02589319823224478,-0.01990882856814847,0.01874921802186413,0.034107706050142975,0.0006407287133709695,0.052763902949182415,0.04014463492435386,0.06364798929144272,0.03712977167553659,-0.002742736252630014,0.07585570980118626,-0.012070153005947744,-0.006435600846808362,0.09827923923864972
LRIG2,0.01964993293453258,-0.013208665090044161,0.010015257991710795,0.04317453602854266,-0.02172436629865617,0.013591974423478167,-0.08858116156989701,-0.013270670472388571,0.045680704643392765,0.007468914072699922,0.0461752981358037,-0.007254974245667377,0.0036206265789484517,0.10041481479182258,0.05036528259345345
ICOSLG,-0.039920462649002,0.029855795750271905,-0.04161229711094114,0.044302247187658884,0.028065904591506072,0.09913851848198167,0.051045821200229616,0.02033124017374455,0.04822568463212216,0.0660468107672457,0.05815140085801629,0.06016136655880195,0.007745102538824047,-0.03523618576797637,0.04091008210290457
WIF1,,,0.01175574951583824,-0.017179814204679275,0.027919910143652093,0.03477258190258352,,,,,,,-0.025341164330244855,,-0.041998887254445644
NPPC,,-0.014031793137994459,0.022911448619162857,-0.033512358854925255,0.03380213594552971,-0.03813884475054393,-0.03170358471186547,-0.07061396307861878,0.08183705347033914,-0.03082836146538529,0.07762065524849954,0.2115592448384161,0.050067625165322094,,0.056874658190632275
LYZ,-0.0007020623173170147,0.0149758467799759,0.049677561146003406,0.05447485532622794,0.03516707278245137,0.014231376674279423,0.054916436091321214,-0.018698565955996824,0.028830757541200246,0.08308527904061135,0.09676635846576849,0.026575791912894175,-0.03994978931462074,-0.048682062624740466,-0.004126646466826822
EREG,,,,,,,,,,,0.036627579732889146,,-0.03395326374318766,0.010627132989684922,-0.03235162895315046
SPTAN1,0.01367586576028858,-0.06060423625614855,0.030839352681359296,0.009117344552302637,0.04354014667791366,0.009214105146204552,-0.00887972353482826,-0.025575724656320072,-0.06658802809825037,-0.03297187485192416,0.010282518543812189,0.03086390756606261,0.020009473178185657,0.07225997603734577,-0.038641400361548235
PTH2,,,,,,,,,,,,,-0.03484891591975003,,
LIPC,-0.016021562373892555,-0.01625542787029061,-0.03438078206907382,0.013905701025834855,,-0.021131454199057365,-0.03361840627735555,0.06945386198677435,0.07328705931417773,-0.018151503423904872,,0.04270609418333908,,0.026072950659619877,0.07518182562664112
COL8A1,0.006732596242415175,0.049290907717658566,-0.03629229834368461,0.02652913302136935,-0.06949766787959485,-0.0429724311324265,0.09727576038262618,-0.04614635118867316,-0.11017037463225207,0.012909711484304639,0.10825076712404647,0.07596625285627125,-0.04776447468809429,-0.06606074995038899,0.09073185117233491
GSTM2,-0.02332633524977395,-0.031966855002119876,0.00934456749943921,-0.004828532550819258,0.002828501327390611,-0.026612040306803357,0.1546537865107769,0.038245756504998514,0.04396840307096501,-0.03828544288044999,-0.048002696747061445,0.02044616104314827,0.06080394762577406,0.06090952116575722,0.004217151892081279
IL4,,,,,,,,-0.004125014436665923,,,,,,,
SPX,-0.0377849817851068,0.01837089037632012,0.06149106302142107,0.017199626450623506,-0.006225002188444934,0.009472910931270888,-0.04202918314973802,,,0.013374691823894027,-0.020116133545890827,-0.025529889998491862,-0.03895629380124355,0.1712874775132536,0.013943202284514155
MFGE8,0.0028693699911658166,0.037078223683304885,0.006017009343927224,-0.04700599603748705,-0.01023002882956575,-0.029305471447717536,-0.06723007785600554,0.09236004289242106,0.06640597055615874,0.04984595372879868,0.05261729625105777,0.09159015765469082,0.03623080934143313,-0.06561037719117324,0.023679989231232924
TGFA,-0.0019509524217530309,-0.0073869726484409835,-0.035465019956436965,-0.024989103172676573,-0.03425754913076303,-0.035347657565093525,-0.013381640848606555,-0.05461163870455348,0.08974812405438712,0.014906516775604662,0.07612908772358744,-0.040268180633367345,-0.05024850502035131,0.14409599533477582,-0.019942547031621904
SLIT2,-0.02775697104395003,0.005978781563935357,-0.025500277372425766,0.004108676855213363,0.03615222805639055,0.03287385671699867,0.04921633186960579,0.03281057719934633,0.01139765303557747,-0.03486415043942308,0.06618436020402138,-0.04139780399720746,-0.054379358710194496,0.018713752370552162,0.03999413455160449
PLTP,-0.04944855451359751,0.021234307344980226,0.015432087240955242,0.035273412864822155,0.01782404609824626,0.020819643681986143,0.03260650637446678,-0.053617086655011525,-0.1101094919327324,0.07540789049933379,0.043123617112575466,0.10463145963261666,-0.042269183412315274,-0.026412282920495946,0.0027986027593316274
APOD,0.056109438360951835,-0.007906687913613595,-0.012831057525815565,0.03885344531893382,0.017960939129838305,0.03807793129185324,-0.03262491164675986,-0.030672443155268153,0.003594359528714237,-0.0859019754734741,0.056752718615547704,-0.13100474338879453,0.04311516821135992,-0.1577172923617658,-0.05641130583726039
B2M,0.009194490068347475,0.022114786904199882,0.03248300185331217,0.06688643722676543,0.009502183826656407,0.02998035547460621,0.0914959807639107,0.07401305708408028,0.0924397403477873,0.09166296926698073,0.06706806902621322,0.09777536499990788,-0.036910046600245605,-0.11561959501435383,0.07512196917258818
OMG,0.040984052277389924,-0.06723142412222438,-0.033837922231138455,0.03342693805050938,-0.04476217038636468,0.018519019852569672,0.040221668733326686,0.05481196220392869,-0.07730125190376422,-0.06715096839252227,-0.010312821713503723,-0.08273992169968429,-0.03771956338346927,0.17855115492341508,-0.022135571622702337
CXCL3,-0.0063629743132039614,0.02295680665478363,-0.017258866421586187,-0.008776168535088027,0.0010536634574393247,-0.009687701835709887,0.035137922237354506,0.05742199103366341,,,0.019848353432845,0.07441882722729999,-0.017064991612926315,0.02608037792375548,0.010560504415656131
CXCL10,0.005689055212565633,0.02185362109136211,0.02540168324696331,0.04915906418425238,-0.0028311488726607947,0.0074206402006502465,0.13082683867183675,0.14832461142697817,0.02526662773241419,0.07627994654667879,-0.020602598184955072,-0.027844409481507855,0.04281166965688557,0.019020589270464038,-0.019043018960155433
RSPO3,,-0.010504577537266264,-0.02158492431073207,-0.02498224457356827,-0.037315538998440936,-0.010123461706153665,,,,,0.0763729012609271,,0.050098437349943466,0.01623344886999267,0.02552293679609616
CORT,0.04963411762281358,-0.023557321722760653,-0.02651864008018302,0.01445617494295504,-0.01676097790688541,0.02816170329838452,,,,,-0.022750116792408803,,-0.012482341879268057,,
NCAN,-0.0011662256922376068,-0.04453355418988572,0.016615032641848663,-0.0443326295050511,-0.002240767752407297,-0.02112932472576152,-0.0017128158674855592,0.013923739127692701,0.024615197039026874,0.004274916587277218,0.04174002270406503,0.10490458054892206,-0.0010486975711314571,0.14164413020309627,-0.029096638316379646
PRG4,,-0.010367565019612987,0.023262336670462746,-0.009192081119884956,,-0.011836000204446428,,,,,0.11941223122171052,,-0.02837143202087936,0.012308626778364898,0.02502131472789359
ZG16B,-0.012809742022063968,0.03586928475960589,-0.020187937113181915,0.02183359444352173,,,,,,0.09125794489067654,,,,0.034651110495048064,-0.023972333694802173
TGM2,-0.024932036204887934,0.00200852540379157,0.013049415072032274,0.048329627416427795,0.08360653047424474,0.016847872290030562,-0.05473801918857538,-0.04020835810526095,0.08181104269627772,0.08736184054289042,0.05383881026400404,0.02237453295274704,0.0028241078070062554,-0.032483842926747816,0.06735760749066169
VEGFC,-0.01644820205340651,-0.01847777688142123,-0.02465267800048781,0.04403385869181529,0.019243873975635623,-0.012079109989988077,-0.009764619831459142,-0.0551654772205202,-0.028389970449019777,0.18966709826117417,-0.025676577539020702,0.04822891952166106,-0.013576179413081566,-0.025313225170540812,0.052104852547840794
WNT6,-0.011846407415498498,0.0263227436581672,-0.018387436598101284,0.05183192162649496,,-0.010542037241333482,,0.083472562311724,,-0.027218692650833525,-0.015562397512118017,,-0.015014360734939964,-0.04296233925728717,0.060280320422399634
NRG4,,-0.012617800902182839,-0.023290054347330412,0.009591760959606779,0.02164423228161752,-0.01409169070110948,,,0.026425461795890913,,,-0.02189069767114029,-0.02540810660253442,0.038083951157404705,0.056562242565222326
PMCH,,-0.017483192420608553,,-0.009676947204716818,,,,,,,-0.020279439481248274,,-0.020726185141408955,0.03863555829031118,0.006623789570674157
COL9A1,-0.0051344909506333995,0.07461866453958438,0.0529265506345293,0.0008674721125935106,0.022013221477029495,0.07014701165410545,-0.08861221434098225,-0.028273862572443624,0.033062451487493455,0.026427438484879037,-0.02288813818709067,0.016428954460962108,-0.00552945416333971,0.14912967091320162,0.15867025032125104
GDF11,0.0402090700882864,0.0241327717413323,0.04410223364171618,0.01642127015873475,0.029181344294722897,0.020509162331851877,0.0037112964015358716,0.03818162944778346,-0.0369666463655236,-0.04290078523729837,-0.018607350394495712,0.018416124033554512,-0.045355902915220014,0.010313368482629672,0.05946254645945216
RAET1E,,,,,,,,,,,,,,0.037401575005372605,
IL24,,,,,,,,,,,-0.015119861404978892,,,,0.056357616853602834
SORBS1,0.025497144712771553,-0.01817384458331101,-0.001113925505667037,0.022832083910529526,0.017224405380613567,0.06016442351771535,0.02733635468572008,-0.061722104823415606,-0.010196703870002124,0.0732777645297408,0.017874477503380986,-0.034545915533885314,0.012174892947359402,0.09234614732574599,0.020028952729072486
DLL1,0.013764659715133342,-0.031114274215055176,0.041284436750223454,-0.013393014103393691,0.007990798846700288,0.002398332493443899,-0.009741445343228666,0.10106868752858746,-0.0441430762042987,0.023607238822819353,-0.013764078186389264,0.01003218267738479,-0.013125449901154853,0.03121921785645976,0.034158745876048606
TLN1,-0.04342611615546845,-0.014679761425323358,0.02149839408591035,0.04028290495298003,-0.01971079373896087,0.03201176474068135,-0.07150081299225557,0.006346384756977567,-0.05856027855721068,0.027056233519478223,0.02167148581131927,0.014166742432591096,0.025157812121797837,-0.08851403376732252,0.06405747386489108
COL2A1,,,-0.01725887229496971,,,-0.009835006277653957,,,,,-0.019781171306872337,,0.002284223783621336,-0.02327340381192157,0.027726127288958846
SHH,,-0.010773602265091888,0.1593173982190371,0.006642334845196415,0.06271603244320377,-0.009386458160808003,0.0913057562133478,-0.04394710880943542,,,0.012934006195810806,0.050055134474844276,0.04088980805119164,0.08897833356573023,0.007097131200986467
PON2,0.024602322668642766,-0.07311234168725075,-0.0016728598597024458,-0.07005248620723231,-0.0646869793473895,0.06896196635662948,-0.012024933888691648,0.03460594100534895,-0.11014469627328922,0.046710297933264054,0.10249312935636704,0.05517927020721361,-0.024581610283194163,0.16061754203927464,0.09752430959309924
ICAM5,0.09050357915610707,-0.016791423799277706,-0.033725523050940905,0.07373978803005665,0.02399207125395772,-0.018331245759997724,,,,,-0.03166794634783022,,0.020837887820279264,-0.007482635988768512,-0.026315770003221054
HPX,,0.053255258507100424,0.0987007493630008,0.027015538038348223,0.005306501918937533,-0.023858503280037812,0.08265849938921693,-0.024703426889940924,0.2070979345968944,-0.04690568485787111,0.008956154897476665,-0.029349800464263855,0.006384056689342935,0.07443545000648884,0.04620521804175849
SFRP2,,-0.01226996544616715,-0.013774184355212275,-0.0020847090909558432,-0.0019336753265680564,0.05898123115007692,0.013323028435747333,-0.04866528501482732,,0.11213126174187028,-0.003088266694815988,-0.011021136264237752,-0.029091141062342136,-0.036477525478948856,0.08150647723561712
CFC1,,,,-0.019141716110389183,,,,,,,,,,,-0.03296145305851657
CD70,,-0.02085545011075928,,-0.03570600267781715,,,,,0.04237410340148898,,0.05332259204529228,,0.044803302067625964,0.010200547088069323,0.08453438349316023
HP,,-0.011233396715292816,0.015171675338411884,0.06388014909256984,-0.04117759851889163,0.024198693833374633,0.001852171088234982,0.05950122914107571,0.11588874008319724,0.053919263201495704,0.03693428143024909,0.008692646358779803,-0.021607255516449084,0.0743620872459985,0.10703060756668421
CXCL2,-0.03007135495179202,-0.010328085400108393,0.05255248130456182,0.010373333854938716,-0.011663786007317377,-0.018578056683750118,0.1712480527908921,0.08052297631446592,-0.03347412169703636,,0.022258413188911003,-0.015113666258556433,-0.002426027791426777,-0.07037762651172706,0.05521497706131604
NPPB,,-0.015914570112713158,,-0.016761265094735883,,-0.012079110868536386,,,,,0.01704882998888257,,0.019815826555443658,-0.03485804402319083,
CCK,0.02071566159689304,-0.03493609418802583,-0.036587504176394156,0.011176069414890716,0.024450406319978267,0.030575806620721513,-0.03361843341201168,,,-0.03562252689360597,-0.024983102020552626,-0.010612871872683621,0.09752230849885618,-0.00627198262221507,-0.0841158752768313
SEMA6A,-0.00349459335959386,-0.01586348943910841,0.02173091785011433,-0.04648240472968206,-0.015692342066820075,-0.05744764519884259,0.08413726156183453,-0.013508297143745903,0.010703058838287219,-0.03696185566342722,-0.007096877371083117,3.5212763615395496e-06,-0.038544263088856175,0.07928273384924271,0.069062656813071
IRAK4,0.014877837615428805,0.004898968643698193,0.01929488645190221,0.008925587068357879,-0.03713631433079077,0.016404328749792016,-0.031557969700227326,-0.04431401279769589,-0.002468020907317469,0.09319201929885865,0.020499879562533584,0.05365746247757716,-0.05313877661861832,0.12960842556113947,0.07120050237864949
GSTP1,0.007967225968733187,-0.016197861542253524,0.024019596238786037,-0.005640399404795364,0.003575660574512293,-0.0005451478662210572,0.039681161963079935,0.02183835398418677,0.04136227029767792,-0.03774367393200167,0.07543014435911799,0.0021416371731430715,-0.015830861709772787,0.07352548249589776,0.033524244162125606
