,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.022720347826948876,,,,,,,,,-0.021684181703788736,,0.11370466101703634,
BMP1,-0.009583866393512296,0.01173012187956636,-0.00018002824685436105,-0.04267456351775004,0.04662778589668391,0.08197230438705647,0.29415864380544343,-0.058852968746046806,0.008384776896777621,-0.06559849592708877,0.03164583994801931,-0.07926881995671921,-0.019724686568798715,0.03460766585034704,-0.0032050237276703727,0.08159613816593354,-0.013959399675267482,-0.07164689039261157,0.03264186586649151
NDP,0.055774347453706456,0.11030135933219169,0.014724738328073715,-0.008778896766367249,0.029961824324361015,0.04279681776192315,0.037169921250237305,0.03443089910276142,0.05876153165678774,0.03131064384808556,0.03492430303210748,0.006082501395284387,0.0017593039924687127,0.04754340029583401,0.032475334207065984,0.0628137244862173,0.01127896671240166,0.25452782702589427,0.06626345989283768
TNFSF18,-0.02538749894095049,0.06479391090072761,0.035149263485262074,,,-0.014453490018375061,0.0814263456114458,0.01611819779407977,,,,0.03705979493022875,,,,-0.022362513842833345,,0.058311036051612794,0.009320848643284339
RTN4,-0.010880413456481636,-0.07890639491389824,0.007855576576648583,-0.03087324357548697,-0.012516378258160151,-0.0465786444201132,-0.32132366619633956,0.026927043687186403,-0.07778936182577292,0.05895013614069349,-0.03057855486331711,0.11020724626514465,-0.02131075557861257,-0.029158576717931844,-0.03025675750536179,-0.075564720641334,0.026151341998914016,-0.03613453728226649,-0.0981210887563507
HEBP1,-0.03316177557310076,0.029671803710203396,-0.04080918160190124,0.06942105589912341,0.019233212547408608,0.0004546002344603649,0.15903046647557287,0.044626413925152285,-0.0071031941138166655,-0.022575845946074084,0.02456310396259826,-0.03050073194121838,0.0472763386491602,0.05124911242961967,0.007629108921644132,0.05196052832089815,0.014762071125910853,0.1490319286085075,0.07259790000623523
WNT7B,-0.022365591408398833,-0.030687675840023028,0.01887279817344729,0.03872061915830871,-0.07822134380968536,0.03464062157036961,-0.1831759489536498,0.007142347264902018,-0.04615442325843487,,0.0041459196126116,,-0.03447726292503215,-0.05011065247416904,0.07141371612756862,0.04151679963396108,-0.03572847043311546,0.01125577479033267,0.08437407837915543
PTMA,-0.03815875252416909,-0.05747789601402773,0.056082546328375414,-0.014417755922652847,0.00868116876848743,0.08447366781322094,-0.0818808483179859,0.0009567663672266254,0.05634039245405567,-0.07587521713277932,-0.1156741127618531,0.016425594360210547,-0.0875311509316533,0.03141328437725358,-0.04973383269982578,-0.03155920903028005,0.004719115290104164,-0.1473629340149864,-0.047048277674066434
FASLG,-0.02236559773109423,,,,,,,,,,,,,,,,,0.0030686423934945394,
CEACAM1,0.07808768938921445,,0.031991825015804116,0.022364362176240514,0.006229185377943156,,0.038080263018401554,-0.021210611439214728,,,-0.02892613409764409,0.026586888198287285,-0.030919761625495135,0.03197727816787758,-0.025816661902543756,0.030119612423766696,0.008480366740767395,-0.010614317455393926,
PDAP1,0.0443011145676126,0.04775394164030938,-0.015936360880110335,-0.036533522651642295,-0.013678471463508706,0.025113670425282335,0.24180626877340777,0.026024158938889107,-0.01810911668600704,0.007069749820955366,-0.03996500654733573,-0.049510606670769876,-0.000275815774774134,-0.025990924157655797,-0.016186316611047444,-0.02035795556482138,0.07372991280896614,0.025662122749223755,-0.0319358767416843
QDPR,-0.011413867387422533,0.06322153173043392,-0.03241010973274609,-0.06376612824407503,-0.03539087944680407,-0.0379303523221994,-0.22065522672851684,0.07142784685566925,-0.03992193099209988,0.002259693223877137,0.06583365762452201,0.03855454344602728,-0.09433000491729558,0.030891926449562537,0.049497404716561305,-0.029586245478618215,-0.05261556806445259,0.11291047879281524,0.005072390603009832
POMC,-0.015760056313097327,-0.05782623039377378,0.03789007412764555,-0.043048619056263525,-0.03844622920370293,0.0014451504356707498,0.010312039575565915,-0.01627242921553639,0.016564008466660958,-0.006708394322716214,-0.07055381310925643,-0.08750167549621361,-0.0032068948719646,-0.010823777569538324,-0.04555701761103716,-0.015666699296295262,0.09009125895893938,-0.002929672548680866,0.06316829087340081
CCL18,,0.021090040498380556,0.06233781823953229,,,,,,,-0.01785653013452994,0.062295867050657386,,-0.02192261936212313,-0.016912613766271248,0.012916720201904878,,-0.0816632826598871,,
CCL17,,,,-0.027309340769132873,,,,0.07834088308825227,-0.027182971677190023,,,,,0.09116194929964111,-0.037267972211741156,0.041035356601024336,,-0.0019048071871896177,
VEGFD,,-0.04627550634231539,0.015806586929014665,0.014692018242471787,0.009402863245713444,,0.1236540005132184,-0.007867528624687823,-0.004589521802925071,-0.018564097964444644,-0.025969661277749613,0.074136425582306,,,0.0364871139895592,0.003646584993641924,,,
TNFSF13,,,-0.023102616260349748,-0.018051407184969556,,-0.014016870149720308,,,,,,,,-0.03822545474171623,0.08576234043817986,0.002252582052757644,0.001755275022150109,-0.0012676190874355662,0.04837389337592573
WNT5A,-0.005689591329943108,0.0003271804531762753,0.02076259104832646,0.02040487373513831,0.014564854835251686,0.07779610406170649,0.22600733474031034,0.08042705899065022,0.05405822499946845,0.003398198816189974,0.1570743395292201,0.09765932947681231,0.04469838662412734,0.042951087258629034,0.03877584561343613,0.014480889329652987,0.04458746201552845,-0.013943623434897386,-0.03458140889792333
CXCL8,,-0.029812946533828984,0.04315481004103351,0.02190051310923235,-0.0048416803864979215,-0.01993808866561516,0.12772452407617624,-0.021691418528311864,0.03385618312773947,-0.014864065195709531,-0.020408123829176342,-0.07462074882843978,0.07741444163634323,-0.03843234532015416,-0.11989182893831772,-0.040590632168212334,-0.049779638560585766,-0.03913697939633192,0.03735648744618393
GRN,-0.012218644242539422,-0.01684920059014787,-0.05832324530438478,0.030444069699906724,0.10084956560467478,-0.01716029149151911,0.25802364618565937,0.012707539831583061,0.041225713840046176,-0.034858465906574765,0.09857862652645265,-0.10635112714935915,0.039563921899728634,0.012924808456430023,-0.028904066834702896,0.040231452330269334,-0.004314051936441377,-0.19556087072409914,0.03421771667928182
MIA,-0.029274638349036552,-0.012830667792552345,-0.01175283818703741,0.01022110200984392,-0.018982060250401948,0.07881117305612817,0.09687496231862514,-0.07013943771052322,0.027516907873370047,,0.04585938647763142,0.0316241665364705,0.03579773990832942,0.060566320582002,0.05042744343988643,0.037276308920018944,-0.010114641051149877,0.1172387647726068,0.017065993776592285
COL4A4,0.026670273095845062,0.0019126152483367668,0.019473803568605032,-0.032907536749511024,0.029245617768270376,-0.013336432676306657,0.012596486906192958,0.023462966017753325,-0.0434869290997093,,,-0.0591938317930969,-0.02771704066786276,0.04206719999098179,-0.03097508965445845,-0.021596723367644986,-0.016384045083429756,-0.04286823232187948,0.18942779158548217
TAC1,-0.02236558556289276,-0.019407912014428742,-0.027384136414737224,-0.032542525722820896,-0.021132253802425085,-0.05393554416749168,-0.2555583560144088,0.05717025314468615,-0.002250421707610786,-0.007894232206617113,,,,,,,0.06922055997651669,-0.02814045259841817,-0.06769807466992682
