,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
CEACAM1,0.014266079954072634,-0.01848077708966051,-0.015847350627372338,,-0.02453937373204647,-0.02527060700542268,,-0.014807335477244388,-0.020607938457878176,,,,0.10454095051391223,0.028412646204113347,0.09782156830857218,0.08714871885405918,-0.03717776758218588,-0.023133354764563616,,,
PDAP1,0.010381240882581182,0.05216895958577222,0.056525851935560784,-0.028740552081723568,-0.021384816225815208,-0.07699790887493024,0.10081781352915932,-0.010334617517186648,-0.014135770559849192,0.010331585140234316,0.08066622303680947,-0.16600528001608086,-0.09291561329243364,0.04950970269844245,-0.009888300829983395,-0.022865494499725178,0.04040208188120968,0.05305800510624492,-0.011684267664001982,-0.034432494179186056,0.018880308086943475
QDPR,0.015665217746289366,0.07018339989064776,-0.03955051590568437,0.02394649259211736,-0.026362799213546614,0.13438606344805104,0.04428725983403376,0.023666640313731,0.054045429989757525,-0.012190952599015082,-0.2830157118951894,0.027536488984500295,-0.029348624908769896,-0.14984718122298177,0.12122974873240172,0.1358692391214347,0.09009389019650833,0.06688314602980822,0.11559076056301777,0.06652381379158051,-0.07905814745180002
POMC,0.041624033327300254,0.015722830460784504,0.01936342773374128,,0.01914831444811697,0.04773024489569254,0.039620374951759366,-0.019516466005687638,-0.0003628012191842232,0.014046531963557781,-0.026790581738244532,0.13987882072040564,-0.0026723300641849058,-0.05692852961293357,0.10178534760197974,0.03317840965932851,0.002764414599737667,0.0062554659196916,,0.0607720262013703,0.05072117820561599
CCL18,,-0.06251166433723161,,,,,,,,,-0.10620060470675795,,,-0.028999390779218905,0.01731360604546997,-0.04607144780114745,,-0.13609517755437625,,,
CCL17,,,,,0.010594090141275152,,,,-0.020649830212192046,0.0019221452548613767,,-0.008840609282025931,,,-0.061179016708101934,-0.03732726118512903,-0.007410577825869543,,,,
VEGFD,,0.0436430451367044,-0.022698150329799886,,0.0030853559770900986,0.00674107974553602,,-0.027595987455733745,-0.016384431918001912,-0.02257657406542156,0.0043975314997499945,-0.013021932899472689,0.10665339191883097,,,0.06306214495436721,0.005845423056346551,,,,
TNFSF13,,-0.015422669903765394,,,-0.02570703172599758,,0.016734117753133507,,,,,,,,0.04036392843634963,0.036313985374261705,-0.017610610983673492,-0.020671221017360242,,-0.018846307275526518,
WNT5A,0.025653461134901936,-0.049964265024594286,0.019026962012335478,-0.020613303992457054,0.05987120763318139,-0.04761457273617707,0.08984464048213744,-0.07707435737403408,0.037582288892043084,-0.02970473904299456,0.044861319028341354,-0.0383505141060021,-0.0024025461609711073,0.08508799473721837,0.10809379663848959,0.0034687723131890938,0.013526735539554191,0.008473541100825568,0.012604788793001035,-0.1029932084856074,0.016663121758873776
CXCL8,,-0.13798461916727472,-0.006059921551510009,-0.023315973305783007,-0.03352705065353353,-0.03811375550163514,0.021879462586452,-0.03282360914022616,-0.01303576819734993,0.0456541441932165,-0.0932043282833888,-0.036093440041833375,-0.05391515229649604,0.04908209813128588,-0.26720460415085634,-0.28180438541474134,-0.04544709615151958,-0.16004880221065437,-0.05355347398853823,-0.09284489397457257,0.08579483796368957
GRN,-0.01978964931777767,-0.008553237057723638,0.025773304895406707,-0.0013159978079589016,0.021675862667212616,-0.053481291739030316,0.027566695196648092,-0.09694426763310199,0.007088191436687282,-0.0030413406534568507,-0.20176584976393716,0.01925366097033947,-0.007820707804685195,0.01868822718618948,0.030167436728271595,-0.010995592175082478,-0.0368925534794756,-0.07286488216024685,0.10928074359578055,-0.00894954693544758,0.05147054369436042
MIA,0.0582703040602189,0.014509256125533719,-0.020186147557583738,-0.03970979053778373,-0.06604518480375914,-0.06832795264796081,0.05396683352417256,-0.006237578360078118,0.017328314865858983,0.009380308786695254,,-0.04685611100066156,0.014908624981976338,-0.0035574245203618647,0.18388870291686626,0.11681439822009049,0.02894299510585895,0.03240471156107841,,-0.02404346883986547,
COL4A4,0.02620745165489327,0.05654268304773658,0.04591127553703255,0.026827058435760574,0.017041802150959684,-0.012340303648195243,0.07113506896277558,-0.026499220184379044,0.03221493852215224,0.014920398221639887,,-0.04545216599011472,-0.035051502646973945,0.10038556344298226,0.09878110681601544,0.0741728216635189,-0.0061479838831060415,-0.028805774456935742,,-0.017158479266193582,
TAC1,-0.017229900714443677,0.0031361203724533247,0.08479360728332618,-0.03077547299195735,0.059102489859375516,0.1011515118125493,0.023359677551253927,0.11129842418420566,0.06858539000544091,0.010630661104292224,0.24773520031109514,0.305881745323577,,,,,,-0.02643925102449544,-0.10015724496805563,0.07103664165295565,0.08032563346925778
RARRES2,0.005606771402190819,0.0014637557984681312,0.000780226901148707,0.012489976507432983,-0.024866990286788175,-0.10295074333874189,0.050091464836468924,-0.09042323789344642,0.08582134817050581,-0.013559151979888008,-0.026210913663110267,-0.16686722939954743,-0.011018958317508603,-0.0031999944414190314,-0.10847086597024472,-0.1251591133930176,0.054856810178382294,0.0038584420102994385,0.08105272999241807,-0.012759332183841256,0.05854561994659438
FGF7,0.03184525652566004,,-0.02561905971521989,-0.0526068481758403,0.007311366392777856,0.004534709329901905,0.05670275156712734,-0.011643717658637961,-0.014722739385645453,-0.025165399397418534,0.07762625102818298,-0.055965907062705496,-0.05082887349819023,0.05986442957057069,0.07289975864614325,0.06603651800892751,0.04638914760954526,0.14490310041900745,0.05078326429984895,0.005816684454671243,0.012779519475304871
EFNA2,,,,,,,,,,,,,,,,0.027325737882356354,,,,,
HBEGF,0.044424121234783974,0.01686869668448531,-0.017049202377460382,0.00641964255078416,-0.03943315180481825,-0.08105075299018144,0.041143115765282345,0.047318865902013264,-0.0774301128309851,0.011620583428461095,-0.12393399623647919,-0.08665299903235983,-0.0643390178034512,0.016450346007451967,0.012918615975087472,0.06440926542873718,0.0019118372099956634,0.009387330609174958,-0.07598714480861535,-0.07227483407350237,0.039748410576485114
CSF3,,,,-0.0309649782476922,-0.01860770546987819,0.018655353840361988,,-0.028035664908420643,,,,,,,-0.1957774419417908,-0.24353239101156787,,-0.06785304331502973,-0.03078374731721486,-0.02201362189605586,
PI3,,-0.07239123403845146,,0.013028101923773613,-0.014556725655353427,0.010096326620666318,,-0.0315685287176061,,,,,,,-0.2461441961898249,-0.2670236730624402,-0.051259893780977166,-0.0675903660190997,,0.05280112514578252,
PCSK1N,-0.061060454264374786,0.10511926575764459,0.017464116578747253,-0.025541422096734028,0.0073637401620007675,0.07483655979470519,0.02915625398997427,0.04247815170982525,-0.028108054431390233,0.027022303188939046,0.3074301267267988,0.26626082140064916,0.07760224829465553,-0.06754162349758157,0.11875523825260421,0.1031939315691232,0.004511213555111355,0.3129913844525078,-0.10995400513829452,0.09056167742329632,0.12937171104077871
NTS,,,,,,-0.025614714777437722,-0.03722765999683811,-0.03445920462084378,-0.0040383393155062,-0.016277345468488955,-0.05225898242241815,,,,0.03176343766104954,0.09452609513502493,,0.2094487995551449,,,
SFRP1,0.029750763595995,0.009066461651950047,-0.01707007884486969,,-0.023276628523544556,0.07844472580876195,0.07454939297695545,0.009467534035162397,0.0029154829978208924,0.0077575435775996005,-0.07034432766507977,0.049406213299091666,0.04000323839010445,-0.05695532761134312,0.15471521868613247,0.05590759667674866,0.09606627720898497,0.08406855739725047,0.06842600798047166,-0.0023334606521539713,-0.11692787899574035
CXCL13,,,-0.020802124433136875,0.09698699280784438,,-0.001128084747161347,,,,,,,,,-0.026452777822305266,-0.10051561394278033,,0.04199356867596149,,-0.05234752222498151,
MICA,-0.02798271207484818,-0.03681412919261365,0.0350181531561032,0.026162746955587318,-0.0024517013164655297,0.00409789882509634,0.10015312643072029,-0.0019312281688377503,0.0005311962237474797,0.007075759209542851,-0.08565604518083816,-0.09460576764163323,0.087914424986312,0.07597844220940439,0.05654601472158173,0.013665024008951629,-0.024665383297590774,0.0415394465634795,-0.07135825231839496,0.01330822371439671,-0.0032164543530156303
TG,0.09440481342185612,0.10594217138048308,0.03937297051577111,,-0.026368176479481753,-0.03370823337065461,0.0077232583375379665,-0.022386271279157613,0.020369837582548112,-0.03235354288987989,,-0.020419787143368225,0.016056639804867802,0.030153264518712745,0.07456443129686746,0.02846852956943301,,0.015369427642578494,,0.034831092174892164,
ADA,-0.018460732736573962,0.05038054831381463,0.0032173594585174683,0.003686911811386019,0.01122325879280584,-0.02962136923724312,0.009642023548022237,-0.10199118951256855,-0.00506359337553788,0.01987778849545812,-0.1226669137779548,-0.06112652798692693,0.06270623877374645,0.12200690876459647,0.03498074436272143,0.14310713773521924,0.05584591541152598,-0.03520176179211446,-0.06094764523242666,0.062030301527612054,-0.09068978027854296
LAMC3,-0.001762596029958235,0.0739839370735935,-0.01955916722856252,-0.047842660700653274,0.01228090428868625,0.00453710075984516,0.0810613015595158,-0.045145843822732026,-0.01583890688428147,-0.05157677451266369,-0.09428176360357286,0.01930600692280966,0.0815659413904249,0.022486527420274547,0.04064444349030856,0.07050817386811943,-0.08463410063976057,-0.04389352597977295,0.03901255445847994,-0.11840485484658836,-0.02523248374964893
CCL7,,-0.05467512570121686,,,-0.025371728577783043,-0.0362404152933208,,,,,,,,,0.015293244881264172,,,,,-0.01829574292467061,
NGF,,0.009290468450067974,,,-0.007294777712963744,-0.010516079435700012,-0.039192669847116036,,,,0.06374419566534888,,-0.033513470262446186,-0.043094925579068175,0.05561947997436096,0.08970369133280412,,0.05984717844054127,,0.05865155666774504,
TNFSF15,,,,,-0.028252660686710236,-0.026832280504130824,0.008910080381666009,,,,,,-0.019354552991170056,0.15238649098564755,-0.03532655104570174,,,0.07310983584021385,,-0.07142503360906315,
HMGB1,0.06361993570910192,0.11762122029692278,-0.06774094375979572,0.056009373569869125,0.05176429792149768,0.02093748417035599,0.10591016636442015,-0.10219636971098918,0.0716606557283874,-0.06419772945458553,-0.13627490854925242,0.013536768242639162,-0.032443506578991074,-0.02760577463443218,0.020502331360222472,0.0753351290789474,-0.031825543031935126,-0.06048133828872781,-0.020684993305639436,0.022790110785006437,0.04217008258174275
ITGB3BP,0.04868905105177078,-0.006454346204923314,0.04500318892814486,0.004218596686954365,0.03179516376709345,0.02939361056231828,0.03792973185844386,-0.0646473595795051,-0.06186526644572053,-0.032987758806095675,0.015612962065766966,-0.13079896796994114,-0.12331848689564776,-0.013106358961811237,-0.030591806976180316,9.61069197639694e-05,-0.02063139261536825,0.025025688627198086,0.09637461187056068,0.019548070725957722,-0.05274977764931567
AANAT,,0.026331493426080516,,,0.02215340779831591,-0.009053644105809345,,0.07035788559307457,-0.011709200704260592,-0.028836458749688897,-0.049131161356441924,-0.03471308194983939,,-0.0302040810970887,0.049505673002709076,0.010022893728956924,-0.013106615509846702,,,0.025431420785227473,
RELN,0.06588003883772306,0.17190544798999943,-0.006204111995877663,0.09026554125770163,-0.0318233473969583,0.10894551846393796,-0.029757919196498873,0.09267020934718723,-0.039858878096125074,0.007302503155714149,-0.02197628084845128,0.11534214114656749,-0.029346862192992196,,,,0.0007164746376835145,-0.017242744223722,0.045991438719502606,0.01673343275249306,0.027979439200583846
IL15,0.0124171470734723,-0.03431381591208274,-0.027453356035053802,,0.007822723262065607,-0.020833761175641428,-0.004419732898492834,-0.01765515337775124,-0.056289564858049056,0.049443541449572664,-0.025572063450726566,0.02405126105612631,-0.020818140696972305,-0.005802993316782048,0.002094582936392563,0.062404659164888465,0.05423788579800541,0.058686426060096525,-0.0273499765261086,0.0476685250105359,
UTS2,,,,,,,,-0.044450992715646544,,,,,,,0.051318444983836656,,,,,,
BSG,-0.06000851680159044,0.1586178798436284,0.008431215617479497,0.013179162984269863,-0.03635362323698216,-0.004804643239684409,0.09135736516465841,0.04208080088069218,-0.11574652579210025,-0.02584109784667177,0.1989073228492714,-0.15238151673896305,-0.05682667730930018,0.11293672871339093,-0.031169548788202838,-0.08537780648972636,-0.04778132786994947,-0.08423332215176813,0.08195583587922362,-0.04352496719896155,0.07861027641856437
ADAMTS3,-0.023912836840967684,0.019394719050584392,-0.009900704292167007,,-0.05208142892094117,0.004636804688134469,0.026118191354984024,-0.07244936301530927,0.07129184467189627,-0.0110455293226191,0.03515448197593573,0.040662168005823264,,-0.016237267857974625,0.18851815420831647,0.1259959346201993,-0.045251497014280086,0.14797041618479342,0.0853190994722089,0.11821986848975952,
CD34,0.04386127400073754,0.09918405616340145,0.011759225099255824,0.06059633192283696,-0.02272833771081145,-0.014935052330768951,0.0808678205963409,-0.028517280656102376,0.013685064608438461,0.046216241652099754,0.025517008510981036,-0.038140817334907144,0.05528807535469237,0.16818425439887283,0.09286843793613532,0.10946339747929973,-0.06966964266928827,-0.04540828632924746,0.1479862182083255,-0.10569871919288303,-0.06120747678760104
CCL23,,,,,,,,0.07930690110146402,,,,,,,,,,,,,
PLAT,-0.0011203585709183732,0.14742712309580047,0.026388178649899115,0.04731592234825513,0.059501949443824045,0.02659402793559071,0.09244166107235294,-0.08790693234804482,-0.0982160464600709,-0.007478988665422746,0.01742525467807651,-0.10439047892294882,0.0782104896170519,-0.0007794635563591248,0.2409865213884777,0.13889588699090455,-0.016656120247513787,0.038676062864966866,-0.027386883426692054,-0.00805670260903741,0.028692804113120328
NTF3,,,,,,,,,,0.009194183738315286,,,,,0.15364703291337764,0.13854452327140718,,0.23217818233931772,,,
LTA,,,0.06760927806394432,,-0.032518274255073316,,,,-0.02572877787034914,,,-0.03971512448663641,,,,,,,,,
CKLF,-0.0008539595178187605,0.18688172230473835,-0.03481057497507763,-0.021453641269525172,0.05944399624198416,0.020831935769217515,0.07397929109462072,-0.09827480577835226,0.02636737337363098,-0.04483854734018478,-0.16652814236162722,-0.1367955255407671,-0.03340497773539366,0.07884424677901934,0.1710598142652321,0.25063007358650863,0.0695405555134056,0.03673447709184713,0.05191140415156446,-0.08195346748402686,-0.04407134241871753
CD24,0.08132145399040336,0.09242738294670945,-0.04954579439853735,0.012074722157711517,0.06219469691868165,-0.01951597300861137,0.18565776079953566,-0.017326039929169843,0.11629136396997554,-0.03334597486044097,-0.01533442931200994,-0.016166777882759206,0.022494600521594847,0.11313890448792696,0.28214366143091535,0.22228643590014574,-0.02753369972767975,0.277819596632452,0.050077929939957626,0.017211903781052744,0.0025661706549218767
HSP90AA1,-0.014037312824486009,-0.10428523696898287,-0.032441352466275476,0.02775996915707038,-0.014988344606414409,0.12689979443421465,-0.03650865512491684,0.12722513027605506,0.0456388085513968,0.02018926162916235,0.31390789822840126,0.2888737626031872,0.031102315680240595,-0.07877321244740328,-0.35334739882054966,-0.3321631514566723,0.07296432628949721,-0.09318813153928529,-0.14567309341820633,0.023082659812938118,0.008051746735938801
BMP4,0.025909740380069414,0.07623465923681755,0.0022769253448203823,-0.03279535644851653,-0.03629040111565342,-0.046920323889252775,0.08795588662868471,0.025503551278472085,0.029073094409575482,0.013732395392456074,0.004063987790051829,-0.0338413880164293,-0.08591997218843565,0.07148201797528093,0.019508750093415413,0.07779688536625759,-0.050914892868343366,-0.005645633437632664,,0.06249106641742416,
SCGB3A1,,0.0679286208979364,,-0.03309849960776237,,-0.028792405244241332,0.056027326051441145,,,-0.01288510258566646,-0.060074180360283315,0.12603099049241082,-0.04052453703793431,,0.050836685077084935,0.02832186960617706,,0.0030006047087455918,,0.010580735583982419,
IGFBP4,-0.020195858756185143,0.037567103647257856,0.02988897023467044,-0.004479580084074105,-0.027255686501960755,-0.06727472632154992,0.0676195607913912,-0.07837800104019352,0.016088005977590962,-0.05157122323546136,-0.1287041497585889,-0.08259432885856645,0.010043916036019573,0.10089310284640614,-0.02391007371136175,-0.07618658856274685,-0.02747182182942693,-0.10203508236319206,0.1065650485757156,-0.1069031148549478,0.004400716916616894
RSPO4,,,-0.02561905485144303,,-0.03104073387538591,-0.03323111600598141,,,0.01894520138863347,-0.02168287761600299,,-0.026684501025631833,-0.004000057613236053,,,,,0.06041315138376941,,-0.038275129394111394,
LEFTY2,0.10163628124584305,0.02433401053186686,-0.016041981850592652,0.0211863181123523,0.032833274641595155,-0.016865739006663414,0.08053416943605203,-0.08946006401119519,-0.025906447310138303,-0.01581082955601349,-0.04133186356283633,0.008038050109828821,,-0.038598255851252636,0.04250818478229036,0.043353935115773776,-0.06604207111876757,-0.038467939279064896,-0.04860292056785519,0.01296731984751876,
PF4,,-0.004807281586123013,-0.014415320755091112,,-0.022136333331257634,,,,,,,,,,,0.06051640892458184,,,,0.016458851719446662,
ANGPTL2,0.04213993079701249,0.020887408775881383,-0.018823092193533588,0.0995454570569118,0.032571968945701746,-0.05227127882968169,0.08707532054266977,-0.0640601478506957,0.05500384493453397,-0.008917942795471003,-0.181751561782688,-0.2298386693752611,0.03680817394008701,-0.06774967639443066,0.25979320892808067,0.12068589592789578,0.029228847984609105,-0.09430050471817862,0.08864307729238212,-0.01025438253523046,0.015972336060315114
LRIG2,0.048661726259535104,0.04512650903361644,0.05294586641606111,-0.0007905276859916858,0.018896600017643702,-0.04255367024621499,0.09569584178994137,0.028189224027804348,0.030928842667922347,-0.026270738779050676,0.032782403373202276,-0.028431941586321237,0.02016970561022092,0.0466679955571844,0.12128243951187262,0.055032420690016716,0.014661391075327431,0.027703391938590723,0.06431751093102504,0.040417039085656796,0.026639815239006662
ICOSLG,-0.014588597417150158,-0.04410270792798375,0.0182037331925178,-0.02059720318151229,-0.012815860651024195,-0.03397424304049403,0.09399979413595877,-0.08394060328607406,-0.0008962085436372477,-0.004637285165686457,-0.1695414842472478,-0.08319851670701844,-0.07580440020325224,0.01791280846374759,0.1273098441158701,0.08716410039998818,-0.005985031775915182,0.025128208810163595,-0.028377355293544557,-0.005456928872547896,0.021137344743321917
WIF1,,0.07539406880612239,,-0.001386105793039561,,0.08545859881262143,-0.048091304309507484,0.05799685255347394,-0.027288366002175657,0.0011240615229206618,0.1387148752833079,0.35630733432988343,,,,,,-0.05297662593920602,-0.0744873763134541,0.07370754735114461,0.06129330205269679
NPPC,-0.04485649044431134,0.03436547445791087,,0.03605846132199091,0.06117068012816879,0.07498907847823726,-0.007985217081536404,0.08178465446371624,0.004793469203977957,-0.01739635771578936,0.07070700704739243,-0.18189661824937023,-0.02126779244480585,0.025747326913533305,0.10317538937011993,0.030366465256390796,0.04591005693380338,0.07220493312708061,-0.07977787170685331,-0.02450192445005359,0.0960937223510117
LYZ,0.032689068741983886,-0.07347167322529778,-0.006566807811406701,0.012162499214578617,-0.030900961732863684,-0.10869337991469753,0.005668707838773359,-0.08334892356273527,-0.015301146558666098,-0.07120841729762797,-0.2419571423317852,-0.04515290933076521,0.05865386773130463,0.060179944529344935,0.024907800206627737,0.06431170372315348,-0.017904144153354444,-0.06577742712245288,0.04500748984537115,0.013270941286583966,-0.025073569888540734
EREG,,,,0.07242996318501212,,0.012568206510065632,,,,,-0.04354893439723368,,,,-0.09120329446576302,-0.11290307615991313,,-0.09540813293570781,,0.0039607082656149106,
SPTAN1,0.004049114709797639,0.15084427143185306,-0.01293905335548305,0.05490904644032137,0.057123708643293226,0.017148401804928784,-0.0006157686618686682,0.11782274260489638,0.08588539003280242,0.09199506296168147,0.2910892893771644,0.19001377567907796,0.03771461366461064,0.12332148321011326,0.18106783587041553,0.15108727117990572,-0.0581077117418174,0.21103819416557243,0.039059180218199686,0.1643259435238089,0.044312938820101726
PTH2,,,,,,,,,,,,,,,,,,0.09322279753918265,,,
LIPC,-0.025547516783469632,-0.032578736419832055,0.023622778217314785,,0.10583995001510813,-0.020956271509673885,-0.016746773183127783,0.037947514846399015,0.04895617318178127,,-0.005940880370946061,-0.05585485376165888,0.031157244606601034,0.030019334595215816,,,0.06589198764835925,,,0.054762773013577896,
COL8A1,-0.020692365349214335,-0.0771715882273947,-0.028507993155164287,-0.038660340466000094,-0.028735429824441237,-0.014978981595162281,0.02708726845217213,-0.04019516562815661,-0.04222578290814746,-0.01610123943120973,-0.1391530606288162,-0.17703370615273328,0.157608436822844,-0.05128483688238121,0.13026286234040027,0.0211433332544359,-0.038302549700979655,-0.034555512402979376,0.10046483937759121,-0.006639852051336877,
GSTM2,0.004613664693101868,-0.005743479147377355,-0.020833739631751582,0.0005369066309243511,-0.056664927405940244,-0.03914031981235417,0.011336723460808815,0.026736190483732446,-0.04300554085202262,-0.016366059013721717,0.008190241413547508,-0.05409176964692044,0.004254309980008241,0.07688837163969497,0.013453336841449734,0.11506633968527333,0.0392828341670587,-0.006333263976362294,0.03762371736760327,0.037312930747862884,
SPX,-0.024695803464719553,0.0635674733495466,-0.060962963537281666,,0.047879278775243256,0.0664016783873359,0.029548167931166925,0.030497674375127383,-0.006758155898268834,-0.036755731613168606,0.09484315819619372,0.30364722484439943,,-0.06799967731706141,0.05427092641718237,0.009287239414862054,-0.0061455325019070745,-0.0321509611895023,0.04352586962525133,0.08867780638144375,0.0007468754131188312
MFGE8,0.06074507084322405,0.0035158976000318185,0.011491113203173588,-0.025610103191032522,-0.01165560100813676,0.049929601027877184,0.026837200694057924,-0.03416215505291157,-0.051163829276226445,-0.0003008689404718921,0.08354805183077564,-0.11484773198115261,0.0535728679967341,0.07475202267187425,-0.13510803075164982,-0.016098241552000465,0.04043438768376566,-0.1301042738977021,0.05522669014022668,-0.02080200857962981,0.07084589423795683
TGFA,0.006211385231593178,0.040213475335293854,-0.034508993459134836,-0.026723330030947602,0.012336235572790198,-0.03301661109290465,0.04199537333283987,-0.05149055778155232,-0.062301955504382736,-0.025034302670517424,-0.06690488476528585,-0.08636307184731899,-0.006522708860154776,0.0013968579669401085,0.1422511648313587,0.09642923944482293,-0.011952923935889757,0.08374051463911565,0.049750650397467025,-0.050658358230105505,-0.06240200359722869
SLIT2,-0.020535900025038644,0.007957584059962846,0.029579818224963084,0.06155228177020948,-0.05411438205830248,0.11077695376161431,0.0977474336894607,0.1311447974472281,-0.04432326205596097,-0.013867812036648355,0.12535526185881815,0.2762499957323102,-0.018369392394894282,0.0761505338376763,0.12796365821699898,0.06514827878783358,0.007301086135165428,0.11471517327499536,-0.002052210482236474,-0.0371458925886179,0.021303324542606358
PLTP,-0.008097534997910983,0.03400859776586977,0.01972944386423527,0.024600829335752077,0.021785726581968954,-0.12960183638217848,0.04356151257473049,-0.1041970513978147,0.00766745651174466,-0.0076162357995966205,-0.3103065607662621,0.015091614493775652,0.04079837038212474,0.0909778711176205,0.07815978929367783,-0.07186646016595817,-0.022750270531014062,-0.10987710557635601,0.15518844686185412,0.04797620948865623,-0.01999450649422312
APOD,0.02235494635378993,0.13254157747065984,0.003056304297119143,-0.037116233738150116,0.06058633198118436,0.02382115260973863,-0.06072860043484824,-0.10064023248298835,0.10267680353102168,-0.07992580974046522,-0.24365074888302204,0.11862506007061067,-0.0014656703742815071,-0.17176938050956775,0.2248961152029686,0.2144248833684519,0.016102184581530555,-0.2058078286264795,0.10342822807221926,-0.05547621243050905,0.03771494359837959
B2M,0.03900028295212447,-0.056697340627212676,-0.043729253892001226,-0.024017935070809952,-0.0336904244148383,-0.1283318192251056,0.06402426669651624,-0.1362916840074569,0.04102108739470813,-0.05658949511025887,-0.34300918683065196,-0.2970240856963567,0.07456475254586414,-0.026754839121314582,0.08499926922721553,0.0762993560954179,-0.015248255691704248,-0.15754227109272237,0.1693027002518249,0.02084695268029833,-0.027745314203288813
OMG,-0.014828755489871654,0.20233194207260904,-0.04518684140318441,-0.035638965686192535,0.09694594766072277,0.08357646325730377,-0.01488937047434529,0.04440936273428112,0.07744225531594892,0.06496237945431979,0.03305872498110867,0.2151960986517075,-0.03323084084550648,-0.11264342831792272,0.2549991125522504,0.22446676117096287,0.017765574489693483,0.03040099140671919,-0.011687888936182715,0.14822079666268875,0.06010951989772661
CXCL3,-0.016069285912670272,-0.042747112979793965,0.04014936644288614,-0.004102668702311656,-0.04765636313593072,-0.0483785826841819,,-0.02191639983866135,-0.06492612894667807,0.10063270892461419,-0.019533681140518344,-0.028602081498870082,,,-0.19350256625928713,-0.15550994344696417,0.025962113209290528,-0.08847886761569601,-0.014360752481919864,-0.029775915793470716,
CXCL10,-0.048424466948138935,0.0307308828890575,-0.033563840142370654,,-0.0014547489527838183,-0.023309146044885577,0.003992744214621486,-0.09999059432042647,0.026450520498027194,-0.03950959073065281,-0.003690093935306617,-0.0011102703820474182,-0.04006212994277399,-0.032652608118801364,-0.03677866566149718,0.020744661871876735,0.0012485525565411734,-0.08112871681132379,,0.03263522203738809,
