,MGH258,UKF248,UKF251,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
DCN,0.10630195033143555,-0.05860283883580231,0.0173308673904209,-0.011772750220118124,-0.06688226483837609,-0.002783558186067066,-0.03868987289402013,0.008192120615438225,0.04170212322582843
RARRES2,0.09379112067757822,-0.011670485417401778,0.017561617449922493,0.07797055231051257,0.0508747524192359,-0.022466601270785955,-0.03786575469654802,0.0346280133574459,0.07975445905319668
SEMA4A,0.15485167440313702,-0.00575456306881393,-0.00906042412730649,0.07508487989044708,0.0007793052601703401,0.02768772215925318,-0.008124252452782081,-0.028819643023237706,0.030949701628050143
GDF11,-0.04546175905238717,-0.0180022393846348,-0.018850191840655697,-0.024522638141856946,0.04032249745196257,0.04579702154887748,0.08206340946654261,-0.006852936240261621,0.02283951510791941
GPC3,0.03530176507315307,0.0528127759834109,-0.017016489558661706,-0.01511602277154757,0.03489180472220433,0.02595131905432167,0.022332992300074645,0.012053454931749304,0.011693695078174828
OSTN,,,,,,,,,0.011938199166609485
GRN,-0.12210444278857546,0.01356475554584335,0.002053499812017803,0.02329335390791977,-0.09119710686089161,0.004063037002558046,-0.03596087518580118,0.031985387181936796,0.03596053245820208
CALM1,0.05368508092948249,-0.003804818872536137,-0.001251122045853274,0.005250244297801751,0.029044146278035643,0.060355639243612744,0.15316521888728993,0.025736830211500354,-0.0015373208753150511
ANGPTL4,-0.04325855930078634,0.047035820008292574,0.08474766978132825,-0.025916025621514554,0.006828206357678007,-0.1360435308582818,-0.11343317835223672,0.034797493047192735,0.08026885499107643
BMP8B,-0.014719744101192015,0.016141346674988084,0.037285587841817604,-0.01479867408201764,0.007407026823331164,-0.03078082776640331,-0.03856158084325345,0.03601671589264919,0.019914671042552252
TNFSF4,-0.025967178063875846,0.04767199754426363,-0.01743276473450142,-0.013146607380547872,-0.021838888219163473,-0.01291254927126566,-0.021434932141475006,0.029108894715903402,0.05845750022131407
RBP4,,0.04615427447979391,-0.006493652399721189,-0.018083877405064893,0.08053061687613006,0.06630346040694587,0.07659577705961035,0.03872008204542012,0.028830615402763334
DKK3,-0.013992366166112194,0.03163961530500758,-0.02617385767990576,0.078643497276995,0.013104127470505166,0.026524709975232617,-0.009596274439157847,-0.0441903191354103,-0.006814475119986756
COL11A1,0.0021664169680852123,0.00645515657422728,0.0034261616971651017,-0.0352802310476353,0.012669241229498968,-0.025552650345306946,-0.001244708827966402,-0.0023549755684884248,0.031003623345151336
COL5A1,0.09359739013622023,0.07487072288002411,-0.025968924629350933,-0.12007725045894531,-0.03105611263955055,-0.059085445892850266,-0.06603452423093498,-0.024702423704399356,0.10590100741320897
KISS1,,,-0.027480739950828056,,-0.023709848558573512,0.021659893843630547,-0.040409718838580036,,
MEGF10,-0.09839371868767526,-0.0482278902112331,-0.05642427926460323,0.018778739513464145,-0.05362443628203115,0.025729352346412677,-0.021179219736836712,-0.050521988627916105,-0.013801184971663527
CEACAM1,0.036503162955979815,-0.015803932181427373,-0.011880544889408462,,0.05350245292913675,-0.008783187815986923,0.02319951188092909,-0.02009594906765385,
EFEMP2,0.041746285545592794,0.0004763337567222571,-0.07013333293025971,0.043290937125806214,0.07107298815775136,-0.08779446495614768,-0.05900542370673375,-0.025125956256002065,0.010566868686976904
IGF1,-0.03356570832258971,0.0007996676919616394,-0.0328186415126832,-0.007113241285247539,0.020246356529362346,0.044808965949727796,0.023110741922256192,0.014003851186971946,0.023407501910365794
COL6A3,-0.02951791889787932,-0.03362004719950786,-0.0166981907808782,-0.11830297016042116,-0.026364687768963814,-0.003052132103575007,-0.06885795294077186,-0.006252420668529147,0.08589301099403393
RLN2,,,-0.011432216784131225,,-0.028908466595783056,,-0.04028785270234997,-0.018102367739834983,0.01853936899477242
WIF1,,-0.023415055837651404,,,,,-0.027747103264184562,,-0.0022890575648532086
PLAU,0.003365931739944098,0.02157462874743771,0.012106102703562062,-0.024258178703611407,-0.05579927811208529,0.00021100128447202403,-0.02525528520929233,-0.0058900954070873835,0.02771203969663486
CXCL12,-0.01585017430813288,-0.06161362650546127,-0.015688163303233433,0.011658878605376797,0.016821398907576623,-0.0005491882543467082,-0.05074590827515808,-0.005906552564087112,0.0895734437687505
MMP9,0.11364723018218496,-0.030813722301000025,0.018678983956198995,0.05255703163277442,-0.021928658244853835,-0.06757971911786281,0.03601300378626878,-0.07234924507745785,0.06432101274239906
TNFSF14,0.003561243369839653,-0.016432791819748264,-0.016265069649055473,,0.028412742365228984,0.004569622597543313,0.05582328218509192,-0.034642318692597714,0.012370402378377351
HBEGF,-0.029619412112520557,0.04639647651747175,-0.0010810526007513084,0.063824343743172,-0.0524426424178607,-0.03591812016997189,-0.0044436839438124895,0.11712952696776137,0.08787925208048782
NUCB2,0.0014520458343935292,0.08023634888438022,-0.03226048507073634,-0.0519091504051104,0.01152128186859011,-0.018785340588113913,-0.05395612902044946,0.03521071915783919,0.07336094067389586
VCAN,0.059716175588998305,0.02435788274649924,0.036588210464547265,-0.005887366251926924,-0.02543059425000337,0.025117917238089257,0.023152983341974704,-0.017391934457775267,0.0755423916442908
VEGFC,0.037494897837038424,0.00457582212734165,-0.016698193617503684,-0.01067527377003131,-0.003627459672053447,-0.010988967688122754,0.010210156370128157,-0.02982434181235765,0.03577307731229258
LMAN1,-0.004300844347248738,0.04763479082833255,-0.034534562271915537,-0.05270005047355149,0.006944620866971715,-0.026024341674912202,-0.02038630628613192,0.06767209181641264,0.04349691187964208
IRAK4,0.01464174241183865,0.03409926736636089,-0.04621227776254029,0.05924449755352527,0.07333047497675269,0.010656332898841504,-0.01108237621334837,0.05808519332631411,0.061790137387227786
MICB,0.06777633179546898,-0.01292361440843181,-0.016681750603675535,0.1025713023279997,-0.048629924378875145,0.019328248023875973,-0.035417638651128396,0.007840690244828821,0.025514978159823426
COL1A2,0.05022065123162327,-0.024494967594867616,-0.05537928946739743,-0.12137403513374619,-0.08595440276893482,0.002694316953042875,-0.04994124639598526,-0.024051454868553035,0.03934143538567868
ICOSLG,-0.03117331747828368,0.025091092646804695,-0.0007940106106864186,0.10122139727875586,0.04180540215199784,0.010973293329388139,-0.030519904541905004,0.049815580241170894,-0.02272260209215922
GNAS,0.1168485311641548,0.013775414875189526,0.044431838573012784,-0.11878693300440611,0.0667123974872054,-0.0541295343885166,0.08618988289762926,-0.0377528512464252,-0.005579643355293631
C4B,,,-0.012594079021154414,-0.013833340455699901,,,-0.04663881474464839,0.10714432232376368,
COL2A1,-0.03594303363731366,-0.03882667286248272,,,0.08177940066849528,0.00462717603487133,0.006803811729250424,0.017290334526253764,0.16854061311151725
GSTM2,0.03313443845660337,0.01303931647025395,-0.023680865612108498,-0.011074422009729112,-0.01015500316825779,-0.0013475611273319563,0.043573654476897976,0.03872028774563067,0.034626272165848876
NLGN1,0.09156818562746144,0.008430171152225613,-0.007627144781017995,-0.018472380991225078,0.04448973456176632,0.03891305159227486,0.07061238412559122,-0.006103107069748433,-0.01574818221652029
SCGB3A2,,0.014779043147669244,,,-0.02278358335883703,-0.028417810959396078,-0.026734941853586085,-0.024039421179916143,0.00023874055707152
LEFTY2,0.06829397687873952,0.020241555305404557,-0.01202645729071266,0.031941061212052285,0.11991327071823833,0.016243470400493967,0.020004257835778194,-0.0006623197258872769,0.062200820090196146
ACE,0.12055588373625933,-0.03714335624652714,0.03626682301513082,0.004797662310956963,-0.050510958524448236,0.09957130568286975,0.0031849000476855435,-0.0597855626166102,0.05089052511769457
RPH3A,0.19166431527072214,-0.02095859153430169,0.11928997370861201,,0.03010358805182855,0.011908160029863018,0.016628233586674177,-0.035246083854507906,-0.00757709103265256
NCAM1,-0.039469887435978325,-0.04182465288685454,0.006030871108693653,0.037686767056155486,0.021740594844969926,-0.009848442613776667,0.10978033850019454,-0.00807738105965881,0.002901580161586987
GIP,,,,-0.017419147473738118,,,,,
EFNB2,0.03528563325011868,-0.03885472169638706,-0.012503089225769048,0.010343585518537377,0.060184370499871985,0.0064033205477443365,-0.05192976336725487,0.0530878502116491,0.034636945077048883
ICAM5,,-0.002540955388613725,-0.015480751886437513,-0.012611533236713364,0.003414106176434869,0.0058045473996936395,0.05461978566031616,-0.03160666469052029,0.036758682506929506
CCL5,-0.08273208484058375,-0.0026495336045275924,0.016385611769517125,0.03383752353487314,-0.05466027250682732,0.030299071771395913,-0.008220088828352288,0.05409068196847756,-0.00512584657770523
PSPN,-0.028834732816068964,0.07941728904496516,0.02862329113565296,-0.01653357264669904,-0.05448381055946864,0.027011063333383305,-0.001109477518640185,-0.017570733986209737,0.011681330356404332
PENK,-0.03127399839516671,0.10972649942967622,-0.02022260045098925,,,,-0.007671839421887206,-0.018102369764197084,0.04682061197700263
EGF,-0.006312317339092916,0.05395456347117093,0.00679745723488668,-0.017146749850538903,0.01593773208713958,0.07008243125138046,0.03521366892408898,0.0892946594984613,-0.03336308225716822
SERPINC1,,,,,,0.05416739955990438,-0.00015174928479133045,,
UTS2B,-0.030816982014391255,-0.013760375992492819,-0.013004433103010317,,,,,-0.01928803707619849,
F10,,,-0.015594998517221965,0.07182222639671901,,0.08420217841675637,0.031095868015666314,-0.025877344583733013,0.008275304507734277
FN1,0.1653451755155679,0.028817319357573125,-0.07266901813743235,-0.12813412481199757,-0.06231990901649194,-0.0673096932978785,-0.1079722441727902,-0.043866080755032164,0.14825964686323576
FGF2,0.007000199124719493,0.022585928637600682,0.03977548193100106,0.05062067554415965,-0.012290230982288614,0.04233413696453458,-0.007268785607774428,0.029754775274246595,0.05332202774779482
GDF9,0.012254644284164281,-0.015393130640709286,-0.02859157529470178,-0.018343698354510572,0.037352819942469834,0.06045088967844303,-0.021607468544538884,-0.03691820341740825,-0.024715535838478582
CSF1,0.01665467555027304,0.05507827415751573,-0.07910043263839849,0.10652585842345123,-0.009819043136854031,-0.030565243672193706,-0.03709340410995098,0.0026140387571498115,0.016191972984745943
GZMB,0.02150115484301647,-0.009866112089509478,0.10725032403736044,-0.017820666279187023,-0.04516543372322489,0.006984783169480448,0.000736554498320978,-0.026350361967637993,0.071596498928378
WNT11,,-0.015545867192145358,,-0.01616067080064788,0.03181254895648458,0.08940042585908398,-0.013155177952368514,0.12772088749712696,0.08531828532977996
GDNF,,0.015083571383567588,,-0.027382522254239695,-0.05000161729068752,0.004868537614664115,0.008279782481356301,,
FASLG,-0.03304278335170659,,,,,,,-0.014443457007081729,
SHBG,0.04945767138977418,-0.01404880027121118,-0.018140662091795465,,0.01037446219598823,-0.002879775049307185,0.047005130014613025,-0.030729823984767538,-0.012055223053018661
EFNA5,-0.017686764030261065,-0.01650953007487805,-0.021196811898658303,-0.0008437426547099027,0.0065088177620867575,0.0684417205346851,-0.05041914701925257,0.006516058312431558,0.061407927312614886
THBS1,-0.002773480144399168,0.06956834083884307,-0.02238451601132044,0.02773338875199108,0.027996019568686158,0.022609014829540735,-0.05397771545517983,0.02174179992350224,0.05808988147019333
PODXL,0.03814503229834048,0.021680738034605667,-0.027648505371525203,-0.0241609726579195,-0.009620780814588194,0.044184647064647385,0.0004705563245626581,-0.024317421584650206,0.010286595133243906
LCN2,,,,,-0.005727906914007348,0.057937864694829075,,,
C5,-0.033753222279426856,-0.0175975938550747,-0.021744507958842866,0.013683143930509583,-0.01220514772905248,0.033919347277336837,-0.05761539452892102,-0.004353625874633822,-0.006419012131318163
DLK1,,,,0.015011750612126234,,,,,0.034649903277002334
CXCL5,0.07363190553378086,-0.019082965064416164,-0.012532657446908655,0.12183498111384074,-0.013073419670981511,-0.03683902912254104,-0.015172745867488175,-0.04531029386906923,0.011502815071933258
BCAN,0.12970427576247123,-0.04870546791908055,-0.05808378466035854,0.007963330485606589,-0.03586214647632492,0.07679345762884923,-0.01838815808627539,-0.06661697906148417,-0.04102838530231846
RELN,-0.000568792112918213,-0.021100179837066975,0.039869171707100734,,,,0.03927067109707891,,0.02796995980239035
COL4A3,,-0.02104761236820079,-0.013434224911800264,,,0.07640389708062233,0.06744431736562428,0.08774964821126949,-0.02607595107204936
GNB3,0.016265023403540677,-0.019116615010097694,-0.013540694871625172,-0.010010717853528832,0.05634722041185906,0.04528808943020575,0.027769082269215224,-0.0223783318838221,0.031188300740316244
PYY,,,,-0.012427740163256503,-0.042120803825647,0.07824630495289661,,0.04255170022363919,-0.020323504942699744
MSTN,0.06445121500247158,-0.010901292847096278,-0.0014462245521287198,,-0.03017981933427508,-0.01791231691367615,0.04257369245000703,-0.03534600115389587,-0.02941497565657452
COL18A1,0.07193009651441915,-0.017675624499403013,0.04035452657258482,0.020915893445234313,-0.05086817254015457,-0.030710333188658057,-0.04821029341229952,-0.04690970138628412,0.07493700318082874
FABP5,0.045979436102543784,0.07219657473678599,0.02611274942003494,0.049843178054819144,-0.03986950938041967,0.1031968058284336,-0.06124156946022662,0.024859213600962903,-0.04319149969005837
TGFB3,0.045965470045650374,-0.02378931997416473,-0.002617026994262869,-0.011990170267904148,-0.0520439235817115,0.05104326138580479,0.03708682162632508,0.0012876971665823924,0.05301487669328115
BSG,0.1538686482254726,-0.037523515018559814,-0.0003871174212560356,0.06126535343060106,0.03985467967188223,0.009692860375380042,-0.10084515675945879,-0.031719322274303956,0.005134174097918386
BMP8A,,,,,,,,-0.017750355620592427,
S100A10,-0.1454739355832497,0.0836504535321578,0.0380660574869266,-0.11657447585349952,0.062045219010759926,-0.054947537616893055,-0.09062059708791559,0.049622347367009705,0.02104969440595048
PLAT,0.0879873574380942,0.0043686613353434494,-0.03947828784219091,0.03966234600413901,-0.010342928879084112,0.032581488997982064,-0.04909861666772368,-0.04683852799652215,0.018599243020775133
SFTPD,,-0.020748186154055537,-0.018140663350003697,,-0.040670775292192374,0.027184540298911597,0.03415563467390493,4.578934794698317e-05,-0.0476264068147469
EPO,,-0.017278056824446383,,-0.011466898045253518,-0.0318741950203165,-0.015039806143874674,0.028408070030144606,-0.014657276563693374,
FGF7,-0.0033097549681384356,,-0.019206263313527348,0.057607300608791434,0.028613894808038148,-0.020623909195705444,0.004671687739495774,0.026896418920350988,0.14921980366718446
CGN,0.2224798613796076,0.02583614558370087,0.00357037234487952,,0.07826566786166439,0.03619006003931853,-0.010545305146178813,-0.020049604468222175,0.035755100839689365
FGF13,0.03873025780892215,0.004804243345118585,0.04850173490166789,0.008906328807339917,0.02225560845808522,0.048562606965381616,0.04732370547941278,-0.024972720266474537,-0.0028121887126230745
CXCL13,,,-0.016206530733211728,0.03284092183101797,-0.030358552754833776,-0.06201245394356791,0.00791301170345041,,0.12934369626565417
ACTR2,-0.027348529212451112,0.024228549493465746,-0.011324669670973828,-0.012791497089185574,-0.028638109292716124,-0.044362349034301994,-0.0071846646043709295,-0.030128307999335042,0.03624468054735712
SLIT2,-0.03938286920669573,0.037192242889101196,0.0521730312855776,0.07062151350793432,0.06624945757472155,0.0068409452874121455,0.04914737167520378,0.08293732495381538,0.06248815217495448
LAMA5,0.08645766152677632,0.057325242768423025,0.01945396328532443,0.11362383149834748,0.024012258247116145,-0.032732193646621444,-0.04456192216900675,0.005140033457326172,0.0323112514071388
TIMP1,0.030910154764804954,0.06909662896190254,0.0366592664720884,-0.044235796995482184,0.005636260980463538,-0.11007756775365403,-0.09883051824978592,0.020443064474469332,0.08343419696360699
PLTP,0.05132018524035889,-0.029070695037134,-0.021321393891465503,0.05025111979566857,-0.11684115952774271,-0.03357661887815476,-0.019249054344989115,-0.07020660729809,-0.04830119608267563
TNFSF15,,,,-0.014164172264161147,-0.02796257416246068,,-0.009571134033538651,-0.02622924189846609,0.022911301131638268
PRND,0.03339880792087996,0.09347519117334709,,0.0111078998820709,,,,-0.018788244402804737,
NPW,,,,0.027984439071195206,0.0477183788994458,-0.044083678535659594,-0.01995495898896083,-0.02430392036174671,0.12405789959456875
SHANK1,0.009004485955541252,-0.015545866194119903,0.09608263498196558,,0.0073737845343465344,0.011040633205784205,0.027793219220572717,0.08430578661670392,-0.007999365228604748
PTHLH,0.004816391286219324,0.04234218301762963,0.008689663147677412,0.026437058999977815,0.022764725370961088,0.022351895295633164,0.0606648001012648,0.08821150171272163,-0.018835104549971397
SYK,-0.03954821962719985,0.04415412874317602,0.040877238975656795,0.020333272697191034,0.01728139223398787,0.023799769596156144,-0.04519802645645849,0.037871398205440096,-0.08842155290966908
CD160,,,0.0894005648183511,,,,,,
FARP2,0.09712463986246754,-0.007220735014778322,0.0075482922452624595,0.022783016144639772,0.045372857312000685,0.03834991876393287,0.012884701771094926,0.04781102199295458,0.03737178621499013
P4HB,0.03177955927360694,0.0385852522971202,0.03512970753606269,-0.10115844690313752,-0.0172844209192457,-0.09617399190363965,-0.09470537706700137,-0.07454736344343613,0.0834283357799879
TAC3,,0.04361231712232561,0.0007392110654056857,,0.028451810783167233,-0.0014192316775877712,0.004081078845492378,-0.029605559012662628,0.008235079554502195
C1QA,-0.1570199425526843,0.005234762841734261,-0.0020925959119244605,0.10602077222468045,-0.11327582997283762,0.004690041168419295,-0.001930189653823811,-0.021524230578029113,-0.03849082268707433
EDN3,-0.02158071291667617,-0.022399433699142716,-0.039481144913482584,,0.0013561546555764202,0.027622769942869524,0.005582746715430166,0.006607231465211331,-0.03379235203602802
AANAT,,-0.01820050897328855,,,0.1430039589803121,0.017517244465600327,,-0.015281774403091848,-0.02230141578227237
GDF15,0.004489081972722435,0.04410480980453466,0.04994850612849051,0.03239351399333958,0.030999636011290976,-0.0373509400787514,-0.027344238618088816,0.017925430309195987,-0.012969111169743232
LRPAP1,0.029710717493479748,0.013767562512213255,-0.033215234721805785,-0.02428562040330499,-0.012579887624498751,0.015202308695806339,0.011768345767845197,-0.011248756930786941,0.026691928239678923
LAMA3,,-0.020948213253450088,-0.015365728537953517,-0.02213271141617965,,0.04717785660499923,-0.04265720399158124,-0.011274648033416145,0.04725513605134535
VCL,0.02153186692583638,0.0192919219022052,-0.01572916197514002,0.015380683949996261,0.0026478035600888015,-0.06171769380465031,-0.01435234322265219,-0.00960522762980011,0.049977224787622745
COL5A2,0.06804904161723199,0.000967130004518035,-0.0008088668152641081,-0.12689052182585178,-0.0035172185165518242,-0.05677300442831547,0.018931889220550037,-0.06032060973651933,0.07244280694365662
DKK1,-0.03127400878537891,-0.022020403605715666,,,0.0603214099915463,0.005341395013889901,-0.013707067229696567,-0.005732251141697838,-0.0245166793272973
COMP,,,,-0.01959658615538388,,,,-0.022362336928229063,
POMC,0.01086972826471565,0.005892798230851326,-0.02110983281548658,0.06390571267491772,-0.02546664776267019,-0.00988005914479972,0.0404289231764325,-0.02703747816244863,0.02047320329031227
CCL13,,,,0.024060936724971102,-0.029349386511739413,,-0.006719737966482379,,
CD34,0.10333344140218584,-0.01565624277516108,0.0047086998054947544,-0.010248563689543692,-0.023252960906985868,0.05242937391514141,-0.0784367144226571,-0.02344029228527545,0.07260373662111462
SPON2,0.045620163657899025,0.017807829737031686,0.07023497226782832,0.005619289387897217,-0.07036940762262679,0.02773473494542683,-0.02393270660379619,0.010868664501204554,0.05039318863182107
