,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,0.01406822245003734,,,,,,,,,,0.11607955322951095,,,0.018543923229611275,,
BMP1,0.0022970160929242133,-0.049172011206221784,0.031762711568933934,-0.004935734330905332,0.04653573488020286,-0.03663326682101035,-0.030698058721112254,0.027195941289062355,0.09297506014136014,-0.05139149084579096,-0.017300635908472993,0.03593424022119533,-0.02351995901699423,-0.020540766914357435,0.0561936518556374,-0.008600039020285508,-0.01129990190768237,-0.04108741596161681,-0.00857888225303395,-0.01006042317348026,-0.007512613491522439,0.018341642176289308,-0.001552443170913624,-0.03752136486590388
NDP,0.007342567834320717,0.061432060665072986,-7.086641305707288e-05,0.038946925078622456,-0.009950209057098711,-0.0021957499499248695,0.030030194762956056,0.01622561891007616,0.06362344702217239,-0.01504802691928934,0.04994654799412027,0.04892425281511075,-0.04077587622640601,-0.04313623935083182,-0.028124542041137325,-0.006177216572513363,0.019118438491167036,0.02068378193230672,0.046157178441899906,-0.013356105975690794,0.12927770005919587,0.05650925994497913,0.06314213332651036,0.004614565754758618
TNFSF18,-0.015467341525558086,-0.01868161931285403,-0.004711385758232896,0.05649593538556284,,,,-0.012193854089951989,0.007893834249118516,-0.01870819651088064,,,,0.061858328813596576,,,,,0.017373795436007432,,0.09352534123482613,0.022417624303430337,-0.04053115527532516,
IL36G,,,,,,,,,,,,,-0.0007619561740608549,,,,,,,,,,,
RTN4,0.08191019988565758,0.04017440545413542,0.09940274762676019,-0.05632227992197156,-0.009184113155882296,-0.0387140448433802,-0.02196990229954687,0.06793403769613571,-0.07791202353221645,0.005254483466452917,0.01295220195798664,-0.10020415338094386,0.12871570413446407,0.05229986467318516,-0.03935254367127517,-0.006180461699983239,-0.06922057008753585,0.00542459823547471,-0.007606419018957201,-0.037391947754290264,-0.059580566133475864,0.013771348601317302,0.056665306577969206,-0.014391433163372606
HEBP1,0.06680194603921631,0.06685859862473358,0.02710509888564841,0.005382740933076524,0.04815625444338583,-0.006598783367285133,0.006789928135976728,0.02044936972729929,0.009450711526388132,0.04688667138646209,0.029461738309651393,0.01944981965160486,0.0579971708815759,-0.020717721898411586,-0.0034062309591106907,0.009293666471120097,-0.00044803619681485447,0.03396074669899023,0.03192736729935054,0.014127138288823289,0.09552183211091765,0.00760879637086008,0.030027806729928927,-0.0751104431095204
WNT7B,0.042225387088587696,-0.04360310714421742,0.02898970693955451,-0.0228240130665288,0.036112763874879716,-0.022753995280856167,0.03868728353796378,0.01501758712844818,-0.03279422255792278,-0.04811571847396857,-0.014267907588083337,,-0.029115104475863046,-0.048637349154017746,-0.09583406318592903,0.018244602369031773,0.057291002295135465,0.05376732016527774,0.06501737823662092,-0.04455126096760911,-0.0677945707188009,0.052456905608100964,0.025700282983817647,-0.0623685907763869
PTMA,0.0286172331837997,-0.07408608617532893,-0.08968073195178233,-0.03450883951228455,0.06734575081910961,0.0070708793499972365,0.009333247760425444,-0.014794201600088928,0.005496897275537714,-0.021964420460524905,-0.0170768770509186,0.16644715773298507,-0.044239395921335634,0.08450768186919033,-0.07632483681565021,-0.10648719002280783,-0.06608354610728422,-0.0018298204690991604,0.05303537961184369,0.008020723077062537,0.06691206816775719,0.04801471520294653,-0.09739223197545614,-0.044662509967278205
FASLG,-0.02693608422051036,,,,,,,,,,,,,,,,,,,,,-0.018320045892465643,,
CEACAM1,0.013259837950996618,,0.10290367395090039,-0.01751605725661287,,-0.01464655785265384,-0.020562804462542463,,-0.005637694106759345,-0.009690588933940043,,,,,0.06571495167789064,0.10514524788621585,-0.03298542927785146,-0.018081018145031092,0.08815853310833686,0.02073609113303462,,0.007463965433842001,,
PDAP1,0.0032693842530515404,0.012199002970051243,-0.05913049537268645,-0.04300575957760985,-0.0034219641118580072,-0.039823329512243176,0.005756875181704512,0.0442856083327972,0.07001789989261101,-0.019303578349064408,0.0006164007013980365,-0.06774669668192712,-0.022586878985769245,-0.019235284140160375,-0.02784413403630443,0.04822025290903136,-0.016055279594774416,-0.03129292900995312,0.010899682324643523,0.022949805853452014,0.043883406056887835,0.023772069734856346,-0.056120152738305173,0.005717005370976041
QDPR,0.0764585166287051,0.04068328651599997,0.01777070887046225,0.0026707343487113225,-0.01545926813922428,-0.00919421356517315,0.06733245093499926,0.013221743561221555,0.0025785442828625835,0.0059540037357798305,0.008541379692521684,0.06360592228510793,0.04377687773293572,-0.029201128001017186,0.15012916341945087,-0.051829524893879125,0.02893208234734582,0.04872623952514307,0.008902273568967669,0.048538652852702015,0.1297163927666933,-0.013531003804280557,0.11771289151895573,0.026719913141273494
POMC,0.0447183069062429,-0.035274014976213,0.05208606652743149,0.032043381148024276,,-0.024467732455495543,-0.04137722510890201,0.04475986916595611,0.07562352742946393,-0.021707511821894315,0.05373055863214561,0.025011874501276336,-0.0427293414820772,0.04298534578931242,-0.04686398730201642,-0.0030280855798495636,0.02536506056917999,-0.0020265716586361257,-0.007017241852053267,-0.04015463962219415,,-0.0023392042385327813,0.012863239751004708,-0.033897312056497444
CCL18,,-0.0027256269220889565,-0.0032075027892779504,,,,,,,,,0.08685612435746665,,,-0.07430342388118716,-0.04041811488372157,0.05733841866502662,-0.0018871292712370849,,-0.03057453150741984,,,,
CCL17,,,,,,-0.015228933061595151,,,,-0.011205548814736354,-0.01765966990064796,,-0.024198986161242365,,,,-0.023401565532980968,-0.026101084808435728,0.04316345013071555,,,-0.01660506390094683,,
VEGFD,,-0.007552167541574941,0.0823820383145801,-0.025088237784633694,,-0.01696671315743807,-0.019673327081637538,,-0.009694891604521153,-0.024859085914976715,-0.012953581438028336,-0.04047548393191267,-0.025934802992351076,,0.1117252162615214,,,0.025911958089336044,-0.0042138767954063745,,,,,
TNFSF13,,,-0.021015105353859028,,,-0.01050457719230214,,-0.012052116837962522,,,,,,,,,0.01469568179087187,0.02864497997688361,-0.02128144073773759,-0.021418240022807348,,-0.02705656565822376,0.05130506040183991,
WNT5A,-0.04412588862118392,0.0758768287877832,0.03889341833257273,-0.0673863112461491,0.05871505408731496,0.0195988929304331,0.013809325726403187,-0.02410993814233628,0.08121802214411322,0.00876929256125694,0.028424662113716626,-0.015162621695754545,-0.01727802994969753,0.005795429157841789,0.08695964584163779,0.07207809242562631,-0.022595067763016046,0.011116509735018201,-0.07174105805952818,-0.050287796938582124,-0.007848917255967112,0.04883454338811256,-0.05665712368276789,-0.052147786891901866
CXCL8,,0.0661315136999099,-0.0006428144258149222,0.07305346582683003,-0.0560594390108625,0.02226230433349716,-0.06786193326599035,0.044117328624806496,0.04026623662810436,0.031131916614405862,0.011208283307619924,0.15740881349371202,-0.07368913452078996,,-0.028762971314063582,-0.04926001666105986,0.014833735769019363,-0.08396171750829139,0.04217888575848581,0.02080714239332565,-0.0027957772592310656,-0.03608729004981993,-0.09196846476542214,0.055549715812504424
GRN,0.026462037634259944,0.05759896608958458,-0.04052415321907358,0.07207848342360149,0.040899210319888725,-0.01752560673587033,-0.016990885880945154,-0.021358384906428204,0.0863019306864163,-0.020429420124530626,-0.01887922414281285,0.13730783494265544,0.013477610974961477,0.06552721542985493,-0.06552592632045026,0.025909333192088813,-0.0025178651119562184,0.009298020945408469,0.0216230805575382,0.03022210905556839,0.007751912922351001,0.0007540038059911387,0.030366682734074776,-0.12206496302014863
