,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
MMP7,-0.04520552444645797,,,-0.02367962767256858,,-0.023548454982236677,-0.013529832418827874,0.03255041392302321,0.05299428096465928,-0.02667513613289612,-0.04458989326219296,,-0.02262064601742463,-0.02311737550612715,,-0.004202247517192413,0.07279796156806742,0.10802682025452298
PTPN6,-0.017434704416196614,-0.026658210826091856,0.07232486023925654,0.023078542986652285,-0.01564706607385711,0.03032900091751913,-0.01608646747554457,0.015875269530126974,0.019408614515346187,-0.05749286938682527,-0.016859017464399263,-0.002274173387077077,0.004125847428263287,0.0001651811083607813,0.04586190587774156,-0.015248215129891163,0.0369369585460026,-0.029183140073749426
PTGS2,-0.02851534189575329,-0.0141231377850067,-0.015174969680259378,-0.03791650567049287,-0.055465646429817175,-0.016689679039402862,-0.0074461930269334575,0.009250509489548944,0.006857179197487256,0.05547700720051201,-0.006041219197511979,-0.014967125244979913,-0.023119785074336884,-0.05851867830987908,-0.024060928584850653,-0.07000635494562206,0.031256273277101315,0.08778664208760388
XCL1,-0.02319893875476338,,,-0.012959457154039102,-0.01569052812772634,,,-0.020160461179886076,,-0.03499018869014194,-0.04039452925949659,,,,,,,0.09084319448050246
CD58,-0.019325895336876082,-0.04668799544246014,0.024895022941329444,-0.02486271816439409,-0.021912965603554078,0.007329284587968187,0.009074934169021422,0.01363515299179827,0.015670046104337677,0.06984415774004143,-0.022234750825758536,0.12679687083543,0.05101196233474455,0.052214543218683934,0.016144224743095795,-0.03461872599634169,0.08545936764319212,0.0048060481877431225
TNFSF14,-0.02337532238673073,-0.016505134898404213,-0.009709476759271491,-0.018874936312554755,-0.027604245686743262,,-0.02819139420758554,-0.03250965537494701,-0.0029431719209116864,-0.02773033617608307,,,-0.025594386716820527,-0.011093718248878339,0.07423067730704196,-0.04588934963901456,-0.040888931157229365,0.06684358790752952
CNTN4,-0.03215130453079572,0.08717381941764468,-0.029054796496932864,-0.010188053132464805,0.07426032979195182,0.010169487772913832,0.00634932386800777,0.024172018948963425,0.004403612193664697,0.15273555117133436,,,0.009982168402755195,0.03637532281231415,-0.02442425864920772,0.04563256826115604,0.02012920968828452,-0.02238354818389401
NTF4,,,,0.01828328026491953,,,,,,,,,,,,,,
INSL3,-0.02078196755073751,,,-0.011910871638107019,,,,-0.01415382752932734,,,,,-0.012866716830668907,-0.007303789221889348,,0.002852729186091282,0.003227025019641728,
BTLA,,,,0.011366286927790733,0.006418410078866715,,,,-0.023872602709101617,,,,,,,,0.03591491986779385,
MFNG,-0.009203274240679423,0.08964597554309217,0.10877689064146935,0.02909841060004248,-0.023411996098396608,0.1032899058843278,-0.0048141745908659725,0.040809185723012245,-0.02915792647872196,-0.02585997543856691,-0.022606403011197717,-0.03573769998006918,0.04558966417490959,0.0019647571728012244,0.025721955063461057,-0.008511999956664908,0.019026787019741847,0.049261403036451906
ICAM1,-0.046727193308197766,0.07565950721709272,-0.03912117730254993,-0.04162996497096173,-0.05670942963295406,-0.003408605178190009,0.012419948552097562,-0.05609087429727241,0.04017371449579231,0.021732445045736033,0.053681893098092966,0.034659681767381,0.01653032646677617,-0.034377272101993046,0.027748198769938774,0.009716802084051344,-0.01665805629418401,0.10104455420427444
PROS1,-0.04539219046409094,0.032143332800773194,-0.01921758575587547,-0.008036846967647289,-0.07752131760660466,0.01697133004728602,0.07013158404638493,-0.02253480172714236,0.014845622618350974,-0.01264614541109145,0.05417209640693873,0.12565446647176617,0.04740075165329447,0.008770273820134357,-0.02240566124410591,0.007447795455796888,0.05189822263582687,0.07672907662331128
CLCF1,-0.05969611086986129,-0.024485491238267397,-0.045179385755003035,-0.053432026247246446,-0.04029604716641769,-0.021890640464461195,0.058457908890871976,-0.011948257291025137,-0.018662886144036786,-0.005482641866720336,-0.047380463613648206,-0.04552722803213514,0.08374401262552045,0.02751104257231254,-0.017408183109851694,-0.0068806385171451675,0.047694836398757594,0.08940989173730636
PSAP,-0.04387952740568991,-0.010022228057521648,0.019655713875836246,-0.021323484987945927,-0.026396963693940748,-0.08628779110489279,-0.03931176741780208,0.09408516785226632,-0.022159008502254104,-0.02471098963232671,-0.04073979778188521,-0.08107513621883237,0.01973421923465748,-0.03230421969570897,0.014933357619872713,-0.038798095500635225,0.0972725152588232,0.06307241660672035
EFEMP1,-0.03141502635501779,0.015586594432363408,-0.037386106771457504,0.029000828433451403,-0.13808872373549264,0.0034185990947200374,0.04104994458525967,0.05344716572185664,-0.009939270141414595,-0.18993097371155546,0.06964788287559526,-0.038026483211688465,0.016371094227910957,0.04966882203457036,-0.025879805930878425,-0.08332033013297029,0.0335284408736353,0.12980088296265718
C1QTNF1,-0.04030001800291679,0.05194489483046727,-0.04476140960421701,-0.023785578695175426,0.030820330669513576,-0.03205889980155049,-0.0013135129140670828,0.01707556156500502,0.010127013948808604,0.0284829113565451,-0.027268001533271646,-0.03947338387159896,-0.012052642167292541,-0.05579833866373414,0.00908244769121642,-0.023965398486557238,-0.08030544668824072,0.11296122207112061
ALB,-0.03212946413731861,0.0076563138037674915,,-0.02114605210497562,-0.019294828351510508,0.010420959468104042,-0.005607408354740941,-0.015452267335404625,-0.021232191397204576,-0.08200453608099055,-0.020506095604279184,0.09854434854961933,0.011009221178590616,0.04327519164095412,0.005203788057922311,-0.03710353037933259,-0.0168875714151406,-0.014460790650501801
CCL13,,,,,,,,,,,0.014687920953802674,,0.026494163401536167,,,-0.04395347818469992,,
EFNA3,0.08077431825174863,0.018906318056207592,0.06815102203973715,-0.06653517632544537,0.024100371307261757,0.05739201411815938,0.040130865450738774,0.0028439778114645446,0.005936453285463015,0.1245072321371042,-0.009273192339270655,-0.03605887054887264,0.04103115728041079,-0.04076747181677931,-0.017454630456698622,0.051154143069719694,-0.0026481897456298044,0.04601955901950505
DRAXIN,0.04067691473218334,0.008035243396898843,0.0090059020780676,-0.00193262814654077,0.04400846648016616,0.07781774802548612,-0.025703943615639047,0.026366244074323326,0.050107410215249455,-0.021781363699938234,0.023987846317533538,-0.11264954924935426,-0.0733519024482847,-0.0075258397476615935,-0.002710581568484693,0.06082919096859468,0.08484740969523427,0.12790268565575
RAET1L,-0.016189354554144633,,,,,,,,-0.020419305094466354,,,,,-0.032738133216774545,,0.05734312872003339,,
NPTX2,0.0433148368129753,0.013173544335123367,0.08006224424469725,-0.012003901287542876,0.1025348546204307,-0.08132714399875052,0.019643307324200117,0.07316911941841266,-0.004460856183679991,-0.021307879111532674,-0.03809267201003593,,0.05387496588654224,0.0532743010554601,0.04437234807668933,-0.022918139182523865,0.0817478696255844,0.020848800366790012
FGF11,-0.03913266146633644,-0.05394912526263771,0.005957565183506946,-0.020483473371429733,-0.03707283478944038,0.05720469833609658,0.030982186786407448,0.02476175905238064,0.03189302292387916,0.02017662858263622,0.10319627124018767,-0.12304824815239883,-0.007121610614493855,0.013920015855988737,-0.0045434517237370395,0.0077960165408130395,-0.03164459504728205,0.09738470525515017
CD59,-0.0410470292129697,0.020182026623747226,-0.019577137037725418,-0.009053751420050854,0.03186120039945526,-0.10172344325959704,0.041522952063252995,0.031410179775720054,-0.02145680101828949,-0.0863230284200627,0.0971742617394724,-0.00038386441260520395,0.004683693246131662,-0.006082756898760027,-0.017495046438521403,-0.08974083176826061,0.08297640782828206,0.09705295437448389
COL9A2,-0.04072091108585606,-0.03395769579709407,0.09266665600215979,0.07438772292777798,-0.00484774221185905,0.0354556706550043,0.018900409836543126,0.011611951043131348,0.002878257022714562,-0.023086276746327208,-0.000907669086906328,0.02559807376528674,0.029297882155781163,0.057231949569222805,0.006401192997802979,-0.04737753826581485,0.0677620422516922,-0.016262904763173738
DLL3,0.046373476987677846,-0.029522953496074648,0.1424495308113634,0.07842096779978196,0.1096352591024706,0.017678783477881096,0.03178149978441034,-0.0025500074757357724,-0.014311854672209856,0.16550050134324526,0.0029312174578580248,0.12527204756035962,0.08934572940001766,0.09031532246162267,0.0726042273123395,-0.001843146951011722,-0.027465575874740824,0.04814040248056392
FGF5,,,,,,,0.024949303909516253,,,0.017154323818946705,0.0361540035636384,,,,,,0.019779781350834053,0.09501247851583677
LIN7C,0.016336449283350533,-0.05062249819382375,0.02406592376884645,-0.008188442380498711,0.048742688735660344,0.03467892900627208,0.011924271408406606,-0.020631219102063336,-0.0036609387065359,0.06737469182944907,-0.015429136363578231,0.033624284667362336,-0.0456618202479119,0.02884529016758074,-0.03902718723772058,0.095974125097795,0.021143171016054858,0.03344936593663607
GDF7,-0.019398405875082115,0.1463042269819872,,-0.02125247239069454,,0.017193839313993365,0.04395139115741243,0.03701873344487583,-0.018693784186768533,0.09012997803189925,,,,0.0017446772402348297,0.0008504525054774343,0.015921456533036508,0.05281820232534672,-0.021120733728458685
PSPN,-0.03130460134019892,-0.024979725060878505,-0.04235884597498194,-0.003947341338662192,0.0021255628963515183,0.043815545309618405,0.010814578751757719,0.032657085368800944,0.005608387515518807,0.012349331123334611,-0.03426461275472468,-0.056470548969535586,0.03330453473877176,0.015641911156702628,0.0027646555504391404,0.02833103335398254,0.021451776286458446,0.061737838533013324
ANGPT1,0.01446372510228107,0.04428830742815817,0.076574475480804,0.03242555582357939,-0.01792775687109926,0.008656648548755305,-0.047882118073601335,0.02376291367081142,-0.024916812910718615,-0.022715211561133965,0.042780676748280455,-0.06046063124581195,0.04952852891032625,-0.018134383598826194,0.022904272871459696,0.0015442693432038187,0.053610691120004716,0.018549010780091926
PNOC,0.006207787410042941,0.028761791184153427,0.10917213556019048,0.06624955045200195,0.07518699405975919,-0.014517735653677118,0.008492662581707925,0.017978056613226188,-0.03026236422279152,0.18639708483241502,-0.020506095604279184,,,-0.02984414904046539,,-0.01618721179655721,0.10162416381778566,0.04733932416014713
L1CAM,0.06131207047039818,0.002391304674037727,-0.01722383436200254,0.08339689631166636,0.04005992744985645,0.044582065656616564,0.051390507247186704,-0.0025284643629548877,-0.03606977662727365,0.13430082562252849,-0.009030855607295397,-0.08279589652593086,0.027217422752485277,-0.027903325082864895,0.0024499623600577882,0.08758593471482262,-0.03499634795536791,-0.0010660673443384071
APOA1,0.018601307142953213,-0.019200136806870636,-0.05965446689766684,0.059350977904104964,0.06393706587590973,-0.021575608781197714,-0.018640127031188034,-0.018430745612721736,0.00944673606921209,-0.007845998175973336,0.013559748424352164,0.03601245003871449,0.036387725352483,0.0540732856454618,0.08578425071398832,-0.02964847754599357,0.029590063740002177,-0.016515841081737127
PSEN1,0.028912239229512342,0.04887584898453362,-0.03280264413140509,-0.003677116901957204,0.03858156533075928,-0.012994837125449438,-0.002798925432707174,-0.018960295805575938,0.00029554601484611126,-0.15381410930899567,0.008150646563835564,-0.05789753799546224,0.038259012174684894,0.0223929712252567,-0.013654170723070465,0.007102177380491065,0.016664008934903236,0.022097294822974272
CALM2,0.026738224833359654,-0.008579845128291628,0.08172641826974646,0.020773364785754107,0.14380814418339816,-0.021057545474287336,-0.04504109403569542,0.04645262019551601,-0.025362922918543727,0.22242312939173345,-0.028997122166803425,0.031075580424083565,0.058792677680443474,0.09986128327160815,0.0009996484844984569,0.07314349028087822,0.014872434740846647,-0.06150131749018965
CLEC2B,-0.034716564858165044,-0.013007975259997497,-0.0035178774501999424,-0.0246728787904146,-0.030125781080417614,-0.050217965900520724,0.028757799398585464,0.009944082063924008,0.011521966653177815,-0.013823318673745663,0.02554410746698913,0.08981324068296515,-0.056989756211535195,-0.03153817990506923,0.01205915209366081,-0.015671920369182895,0.06771779232702574,0.04980671793299447
NTNG1,-0.02927092684951748,0.06651049862250615,,0.018763861344040598,0.03694561254968061,0.004770795953483057,-0.03874839750397125,-0.0282938341473629,0.02238067663407938,0.10096140666635733,0.012408166698044995,-0.0018607654075029042,-0.011302257449546145,0.0456824847528434,0.051445614138281644,-0.016372591381688614,-0.024209332786053746,0.05481264343946663
LRIG1,-0.004212834557648416,0.026623166845592988,-0.000563795226446363,0.058331510487025943,-0.05749238862914143,-0.06229663561107854,-0.007232585882233436,-0.018056678366686302,0.06322784056589437,-0.03901891336243819,0.03705012038058765,0.012678839810289885,0.08059402058410448,0.07641170552104044,-0.02795574121656033,-0.02822644758980572,-0.04545886752260148,0.034897628525253424
CPAMD8,-0.021180674690729855,,,-0.01408843582025652,0.05323909735361808,0.016752257777000606,-0.01634817209653966,-0.01569986264833492,0.03422339571047615,0.06349612853435017,,-0.04156671479951361,,-0.03152844887535877,0.05364878393924121,,0.034634381075676124,0.024009174009497387
GHRL,0.0011206643510916848,-0.017585314634548127,,-0.012117872344549413,-0.033738836954245593,0.055974574868734785,0.032478712622886645,-0.027527428845138417,0.05203316040823965,-0.028612523632449753,,-0.06628063507905073,,,0.014663793873844068,-0.030153839722191017,-0.024309846852442675,-0.03595393717422803
NPY,0.005376549932206836,0.0008188801100670548,-0.023369408691012533,0.006536787498443258,0.07976250735347895,-0.03956959659076121,0.024321497986148872,0.07173165221916467,0.003924555673652963,0.04275066118214973,,,-0.009086847976370091,-0.006047032295364322,-0.03619893958906651,-0.036851368882083124,-0.008780195846923841,3.616816794128383e-06
MMP2,0.007604617113899325,-0.04139341716945795,0.03445490506814048,-0.014338046826114519,0.04863868129863124,0.04401475992978418,0.0348763795897869,-0.028904595084637295,0.017965619597443878,-0.036820740463849325,-0.028246190333671397,0.06091290686780766,-0.0014047389117096203,0.03333567161239126,-0.006856157980380954,-0.0054934683237580035,0.06921134671147804,0.08697888411726462
LHB,,,,0.08282331075424944,,,,,,,,,,,,,,
PPY,-0.0272984510594001,,,0.034957573842789386,,,,-0.011474045405659612,,,-0.018967224019586153,,-0.01621271882689182,0.016633400378526755,,0.0056585042021391925,0.0035359823621865932,0.011996856773923653
ALKAL2,0.016237061170729,-0.011128338984123248,,-0.012091700203286525,,-0.032028640664486616,-0.01853610806611122,-0.017288370345164974,0.08893434042089832,-0.06942582158425502,0.005452644511144559,,-0.06190487169393494,-0.013826192190393254,-0.034333639396973134,0.05026245024309915,-0.003014903893049632,0.008254319700032733
CSF1,0.035448585368736636,0.02977397962742839,0.020817097097950297,0.05723425694103802,-0.03598651145212689,0.07207260650567658,0.01082415067051668,-0.019216583832387273,-0.053604398105754694,-0.09668585842217373,-5.757847888006665e-05,0.0820833329424919,0.040515388528932786,0.01184921164469756,0.0118166002076062,-0.00202510344497948,0.009188900953974576,0.11754494171441532
SEMA4C,-0.06077566371023643,0.03812818523190255,0.03626750219422763,0.022978066158383326,-0.013420370886255953,-0.008292380417466095,-0.009804017936935366,-0.013660018124720449,0.00344680912290003,-0.013135710984566977,0.05524416002285923,-0.095161919708648,0.03580351177347321,0.036999047138131146,-0.017012967603496288,-0.03652151651696872,0.14463902704034062,-0.028380553641494922
BMP8A,,,,,,,,,,,,,,,,,0.0008532054278102861,
ICAM2,-0.024392316672143644,0.00920519075214812,-0.028790929949121014,-0.03345214437043717,0.03842961415403269,0.010339880358838649,-0.011379354812426815,-0.027043327461876057,-0.0464563299592833,-0.026605592456356467,0.012464658267049249,-0.04618318985065647,0.07006580358716084,0.02932256486599322,0.04082163263103154,0.010589348539387883,0.09266616443200845,-0.04269784574040301
SYTL3,-0.05847584173688119,0.011149055627406534,0.02884694709504806,0.04639794895186406,-0.0027545303346787715,-0.03093884903979616,0.0562821523434766,0.05439973122243976,-0.03840703670929235,0.017712395231201983,0.048848922525871766,-0.06287332402560789,0.0060920587557117475,-0.02361623320864046,0.046002089972917645,-0.012191112706310788,-0.006768963379151408,0.07429673909428455
IL1A,-0.014678756605201546,-0.007112811153655602,-0.00018734334063214497,-0.011305760463223138,-0.02673500767386081,-0.032176155367496045,-0.044964825786480984,-0.04939345602381475,0.013877981384299774,-0.06328201358730254,,0.10958202903937846,0.04389238728884152,-0.03578935196784663,-0.02355281015350137,0.012565654378938937,0.036163987470747595,0.035556384532812464
HLA-G,0.04426454391101142,,,-0.012959455983691276,,-0.017378806985794058,,,,,,0.089451724681875,-0.04190931735355494,-0.041528572758199545,,0.06381398657855171,,
PGF,-0.03135520770401459,0.08434205515579682,-0.02868646699260972,0.015774711575546715,0.0057761683012250604,0.027722308267674196,-0.04085390762068136,-0.041965901763891776,-0.021113155808166105,-0.02954234383994795,0.06168827323641667,-0.06295099213695819,0.08045623572355474,0.11601274114447019,0.007691876706057123,0.04532425508477414,0.11152416862140838,-0.0123006417813659
LGALS8,-0.01015784591072479,0.019039303545339233,0.004042361024079589,-0.013840301502109385,0.005931728821492219,-0.0008451765360075133,0.021034418819231227,-0.0019837079464694153,-0.029571793635319976,0.04858196898741018,-0.07461434536943004,0.04238874105166097,-0.043289265762993544,-0.0036116741093552593,-0.021364962678481886,0.02186853734969561,0.10360879699289548,0.01838793334769804
DKK3,0.007223195898229195,0.07844438719389141,-0.0012274545562918633,-0.001246195768975732,0.07602389194453069,-0.05247930171259022,0.01622729040257605,0.037563556693166994,0.046340066965625676,0.20877089701200058,0.051813072394304154,0.11708419287591099,0.05277765687973462,0.06698138278833886,0.03407738634964797,-0.012742809342400628,0.058967345432579706,-0.02451973064376035
COL16A1,0.04060194632500885,0.044562712923165444,0.017188974262781608,-0.04382390411429363,-0.018122910578133686,0.00674432676884022,-0.00541565689702285,-0.007645872192897977,0.03698673421813902,-0.017875224930160753,0.023744460006165126,-0.10315422690440147,0.04701562729441289,0.08812865451009226,0.031307958710403636,-0.016210430460583854,0.049183678392378576,0.0804786569667414
TPH1,-0.018291405084991108,,0.12978308289542426,0.0004410586186335567,-0.019555714998054436,-0.018415269486249837,0.02064014675881428,-0.02653705932091493,,,,0.04564445611559911,0.013860044690693126,0.002746212879607107,-0.010963567846982679,0.02842360312179322,0.06558346435678025,0.034202848271410326
TNC,-0.06796861314030105,-0.026840507146928354,-0.05439066717064,-0.02444660050289507,-0.04629053869216622,0.04091219050890978,0.03000762362200656,-0.06363803785491653,-0.036777354374103094,-0.1496355796256267,-0.0017568151011639508,-0.05639997752766209,-0.02065230959715746,-0.049797365181554885,0.07489593847887556,-0.06808198416291988,0.056777820450800355,0.08418208092102256
TNFSF9,0.011799550003685055,0.05186038150402333,0.01599812952600681,0.03294557663789119,0.07228371408776825,0.06325480764909433,0.03486761277659565,0.014751759005830914,-0.007286090799419682,-0.017132500325394623,-0.027343828144037952,-0.03541768031269834,-0.027890864318463066,-0.003585934854467423,0.04307028800484287,0.04148439330740998,0.016277170221664077,0.043418221811387894
C4A,,-0.010966479257987535,,-0.014546753889705473,,,,-0.013601905305141422,,-0.03087378324770369,0.012882058564275158,,0.06154121927509402,,0.04797184811185085,0.026551173352386877,0.021591842784250446,
CNTN2,0.01917070416258019,0.03354773918305974,0.003289595452264706,-0.031261450647802974,-0.011516953199664438,0.03143811665194433,-0.019623035979274655,0.02114381114110776,0.054526695608111846,-0.16283543342206916,-0.02381620340161833,0.05748620931804507,0.03437824044692216,0.08025578163978997,-0.05455315059081348,0.011123370441480518,0.0057087066189841105,-0.024342222065117363
F7,-0.017844644221380882,,,,,-0.0159937140980709,-0.016348162594435167,,,,0.018307253090649206,,-0.02665086774209203,,,0.005547197064031323,,-0.003813084594867222
LUM,-0.03034762496677367,-0.01616840714201793,-0.01205689772992506,0.019528725209706443,0.01796154366634349,-0.01792990843041625,-0.00790560955645607,0.013051034993292247,-0.004203115928044265,-0.011282428636642139,-0.016936497435857758,0.07392160116268315,-0.009687221407104523,0.07699422091223927,0.012746156481260661,0.037220003856406836,0.05364878986643096,0.1718954300857449
BTC,0.06950929273392817,0.01997407502448238,,-0.015447932506937864,0.0144629362577682,,,,-0.015006787478535797,-0.022191279079409397,,-0.011991867631708062,-0.019280965865631522,-0.014184632627502629,-0.022749575777971726,-0.036101119533439384,0.016558079165903766,0.09164086494867474
APOC1,0.026298913596692595,0.017086309514012535,0.07527298907987928,0.06901639044176897,0.07143362594261711,0.0692971677717378,0.006689038948953656,-0.005732598303686256,0.033582880057054454,-0.19680735889864534,-0.04499983248837115,0.0754077308681886,0.013172355455901261,0.004777395276485586,-0.008380917602788713,-0.05388058848804148,0.03771949003460046,-0.03270875722427339
PKM,0.011169486948162796,-0.015503986081645122,-0.017598278435922824,-0.040579916609764954,-0.012554158836748966,-0.014254434850308905,0.09216171462334506,-0.020212515183176842,0.00017102965392991058,0.18369458053097057,0.03649595241053748,-0.10979412079043041,-0.045171162086162155,-0.07952112837169303,0.0220215032053897,-0.07796624708715962,-0.0018911052034930743,0.060412565041817065
TNF,-0.01650692553554855,0.0027435259820168486,,-0.03211421068299381,-0.00223029420676094,0.01788607162312005,-0.0239929571496644,-0.031031774606982858,0.0212358010931456,-0.0600172666151058,-0.029190720566594774,0.09838813079959685,0.0046046966937064214,0.020734016204557202,,,0.07826297310567341,-0.025661794434412005
GNAS,0.060891937003665145,0.050142081792875194,-0.04414980804636684,0.10144135101451145,0.1308220143839796,0.001744717171741564,0.05869515485858696,0.0073584806207200055,-0.046034691255409224,0.22627393393546597,-0.025342512507426137,-0.08846057552586864,-0.007733158548077129,-0.056924523509589244,-0.018694580355278732,0.08170859807588941,-0.021451110691557005,-0.01797426649726939
BMP8B,0.005590773759745617,-0.03037884664516879,-0.024216385400122248,-0.018787872986562114,0.02405284306514073,0.05091013574609675,-0.012091155051101735,0.0759529717258254,-0.016549542361076478,-0.05313515593878366,-0.0295582667266957,0.022228034368218894,0.07942567473239422,0.005034143221889093,0.05934408038298649,0.05616172796005513,0.1080192925537742,-0.009938827437124912
LIPH,-0.018291400581790185,,-0.0035140467446559587,-0.01842882815997902,,,,-0.010966853981164705,,,,,0.026265561654743634,0.06324862929268765,,-0.025898072244026626,0.022361628524667877,0.021618978022055094
CCL28,0.015104874647781664,,,,,-0.03439400422132997,,-0.016887150970883714,0.010457900844213544,0.018555964327059655,,,,,0.009283374953983185,,-0.03176347234264234,-0.014038839642054247
PTPN11,0.021002383809969067,-0.013262705811112656,0.07644404505490787,0.018482157117028594,0.03106993939796914,-0.013977936618402865,-0.027745375900108116,0.02302041045905821,-0.031035034203517484,-0.08739933430907373,0.0946044921380084,-0.010377426671133413,0.027192644113193054,-0.0003604308409621416,-0.004611685695462753,0.03049409283594055,-0.005086581892986532,-0.061351674011630615
ADAM12,-0.04480731971868672,-0.01305895737471271,0.0655587277452317,-0.07045275890268855,0.04698586030951028,0.08020039858492155,0.030499003473204687,-0.03476960787958662,0.01219217060042374,-0.014071838192583985,0.038093133379020094,0.019951118270014594,0.0019277040267150145,0.028464946027185255,0.09255414569336053,0.012465059137600397,0.0870940892088165,0.08651297452420692
EPO,0.031093687855839106,,,-0.018787873512642342,-0.0027529895736941546,,,-0.01147404590650396,,,0.04328478891896525,-0.04978027173145391,-0.020633956888895192,0.030026314887943113,,0.009588998139659724,0.014628719847120145,
EDN3,0.04989974430682677,0.004606735341963514,-0.029376326127655422,0.11361379042946412,-0.021497495314215985,-0.022939706485970122,0.07986040304809719,-0.0177842052570041,0.02457529947560803,0.02569796394875706,,,0.02013353413050427,0.05476328955160107,0.08595275495605613,0.040070985015092826,0.029276087864112954,0.006800875668868358
CCL22,,0.009017567083765946,,,,,,-0.023103239918704298,,,,,-0.02335319500679651,-0.0346665166530686,-0.02274957678477984,-0.031317506709569655,0.02873329017148934,
CCL2,-0.037564344578484725,-0.008311887259697953,-0.02019532940020247,-0.0017737588797057413,-0.10873319328543873,0.008172921875696857,0.02475063204409438,-0.04021059106399097,0.004483335860853064,-0.12747006649919276,-0.011552613973813847,0.14004441519762945,-0.01782591823995101,-0.0023209164076374747,0.002840222440440096,-0.07606809465598009,0.00753325684730474,0.13123921448579082
DSCAM,0.03967432411172708,0.04491110739675528,0.037134027443007596,-0.037141597275392436,0.023272682915796282,0.04140315960922758,0.06652530006152507,0.02289203025028112,-0.04553593471049023,0.08961052159050922,-0.01367768552085849,0.00019360418366822928,0.02624533075062734,0.06231876337775274,0.0066769634518998484,0.01761224314931779,-0.00621558972823073,0.06133858951101982
GPHA2,-0.020386695382538404,,,,,,,,,,,,,,,,,
ANG,-0.03290529939834373,-0.04268695942562629,-0.06171562859607359,0.029202043129184015,-0.05465058428218154,0.024387135170307744,-0.0048136336653521045,0.006719743170008751,0.026910437649653434,-0.023490687796838296,0.01961948257235697,-0.11078419525429893,0.04766222469677118,-0.07488787669390087,-0.005527672658550812,0.050953916602360094,0.03454571664462888,-0.01530658141602227
FBLN2,0.00031325573779888315,0.0019204514567683008,0.10079709020171003,-0.02848782715456004,0.01179934719524788,-0.04729463876364245,0.06403531439702725,0.020165803211827867,-0.01699571520544347,0.01695127289309699,0.03004129331835708,,0.03598073389077956,0.05671821296716743,0.0005650055533994513,0.03629693877013133,0.06219020829299932,0.06607766401989457
VTN,-0.03457712160163185,,-0.029054801364464974,0.07120011502683517,-0.021156613601264057,-0.01841526346444011,0.05668042076631866,0.026775972642043316,-0.02610210985679887,,,-0.016233454253091452,-0.023586024774627058,0.04126154178557953,,0.07724746478773777,-0.024036068914089017,-0.02063213837255965
VEGFA,0.011381235207009482,0.031268427713767796,-0.09731626924429981,-0.06387132089810922,-0.09649869092294155,0.07749468878526568,0.06568814273024494,-0.03716766805595034,-0.019944509865320186,0.02961001255061011,-0.00475004920693082,-0.12811658060262532,-0.050149298758335265,-0.1115866738948826,0.014362069084290902,-0.0833895811380034,-0.09946323178953384,0.06722447372752988
F10,,-0.01582517381240415,,,0.05600122080520336,-0.03202372478684984,-0.011971031105038773,0.03145878144766303,-0.00825085327370001,-0.0005168371419308185,0.003358519571452033,0.08146139091480795,,0.038322110499727946,-0.019682668231042668,-0.02719058925739201,0.07150739297235567,-0.030375543549879588
SERPINA1,-0.008423833813765309,-0.008369354801050813,0.09016928452673988,-0.02102881931433695,-0.06151622395757574,0.03318968773147129,0.006776225747194345,0.031388963947342044,-0.007370542403848696,-0.13453312408605397,0.006899721948792088,-0.1424605494757201,-0.011729344020212123,-0.08011727251616556,0.0063750775504483265,0.0030913192870809106,0.06000993552872541,-0.010192705020544373
VWF,0.011309738329200635,0.017957982266037186,0.050509047052064916,-0.01605727152480947,0.07119005615508259,-0.0006311514725272497,-0.02021146493714155,-0.02782113395759759,0.0034761041918127795,0.03436159475766683,0.05190030476589943,0.016535090443877427,0.03329098612026482,0.08165165877959103,0.004706403678398932,0.00999915669570195,0.06543706917503703,-0.03110168923426992
GDNF,-0.028645658280064722,,-0.044334760490743766,0.07909917387631665,,-0.0009074479963071883,,,,,0.05987890835172937,-0.047832640013590264,0.017170546624029153,-0.023963178244263684,,-0.024464068575792072,,
VASP,-0.027481915035738318,0.053191820258121254,-0.016296175183072956,-0.05628161214917864,-0.013579038506403749,0.01700564536077174,-0.021886471953767736,-0.018418781219075555,0.013117921074095065,-0.019516891420640156,0.06826572251282842,0.004505760192878508,0.048417293611957415,0.02380216102891311,0.07984744828414393,0.02510968047857374,0.09332854255166198,0.0595145749010455
ADAM15,-0.021166801172464937,0.006535557394718357,-0.03807627621539822,0.013689645820859676,-0.04109206370376563,0.01468221059379924,-0.03596238984223497,0.0016842529701847277,0.005210741884585832,-0.09107789920960598,0.0730277468203399,0.005416995575992902,0.040334304126881486,0.013642533299267082,-0.010560996828472108,-0.04455159952396357,0.027943425860536015,0.10489271142076266
WNT2,-0.03199633782539143,,-0.0061389986023145,,0.06950253702541272,-0.030304033921538836,-0.003527832226235286,,0.06549960781857384,-0.005087826302043072,,,-0.025594375117740067,0.018202854022190205,,-0.032965022783253334,0.048056423459868346,0.027763628622926098
CALCB,,-0.020057978253745366,-0.04433478157983905,,-0.025555007316375077,-0.018665839547402613,-0.0180715753544486,,,0.007384457544559214,,,-0.02239975956632184,0.02222909366976756,,-0.017023735885042544,,0.045337934127346796
