,MGH258,UKF243,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
FGF7,-0.025666151868535964,0.04121569529051692,,0.050410868999061956,0.042808331895750444,-0.019151393296851827,0.002953244826198748,0.06441330203499226,0.03395748955339709,-0.01650665828105956,-0.09430526334318713,0.07180733994843715,0.010001060689117415,0.002924615214849904,-0.022929364154880668,-0.034459609104290606
EFNA2,,,,,,,,,,,,,-0.017001464818478928,,,
HBEGF,-0.04011576021633535,0.053770559763695824,-0.015249775331769648,-0.034420011547732776,0.012934751369885011,-0.03845672585726633,-0.02119969758800864,-0.018749141781181148,-0.03229590111275543,0.05147742374352589,-0.1019367201975216,0.04512638268866681,0.00953671009950647,0.024276069923081657,-0.028804441823521713,-0.07252325739976874
CSF3,,-0.03881465518752851,,0.01721498483277063,,-0.022222344866113162,,,,,,,-0.060689966502796254,,-0.01937940108245711,-0.05720888024885913
PI3,,-0.04598174714917635,-0.05379040771578974,0.06602089505218776,,-0.025022653622448345,,,,,0.040064279812622776,,-0.11856327122223735,-0.022989067149727694,-0.053061062796927565,-0.08039816857723305
PCSK1N,0.04941585752405242,0.1093257037226521,0.06499026231704648,0.03225900429785544,0.034480332936221006,0.05642601798109285,0.05314571264146048,-0.012782971739442497,0.012833291979230785,-0.02849828770742364,0.0745287040114216,0.14255924879806234,0.02894437704344225,0.012511414839311072,-0.024857919896537337,0.093759604001731
NTS,,,,-0.04196817856358992,-0.019527915654625704,-0.02731393499664599,-0.018775473414429384,0.012757228216210796,,,,,0.2405367911538753,,0.10927215011411796,
SFRP1,-0.040130522928280295,0.0717157049611298,0.01697436462441211,0.15613300732022234,-0.025376889557266816,-0.00886629310157646,0.019745428255339443,-0.01526394617283183,-0.01726479386373846,-0.024870014600339187,0.0576817781093524,-0.06215151376594024,0.029346906592238986,0.010667562844465342,0.044060793467755634,-0.04111531886549302
CXCL13,,,,0.11642380898759228,,,,,,,,,-0.024880452689560652,,-0.019694939714164677,-0.0024909652603381047
MICA,-0.001971356235993031,0.037376067343608425,0.013395248065560623,-0.01172298587101937,0.042455060273891135,0.012559243664056084,0.03571042041208993,0.01599900542759656,0.023419634100819448,-0.02879030722459836,0.06938412662446351,0.009154129527645027,0.03131733405582403,0.10206631712493786,0.035471065529516815,-0.02853625401054704
TG,0.04116940425331597,-0.030941475460736237,0.017496385048808013,-0.021403925990486763,-0.03706840731603775,-0.026820382065195447,-0.01585967376764452,-0.0110464514484964,-0.01752009614209504,-0.011041318877057123,0.05433079868470643,0.01771974048839106,-0.02551039597440527,,-0.015949544885995162,-0.04101600137125335
ADA,0.08940565212491354,-0.045757387418133205,-0.02442072945527753,0.022163340564186007,0.06737086757023421,-0.022259642209630764,-0.04539675292528965,0.046487292112803155,-0.027757237100916782,0.031181083662822476,0.0460790985352997,-0.041388903989631486,-0.02057450565727451,-0.007429211597325902,-0.01526541970844273,-0.00370886775395234
LAMC3,0.01674956067432036,-0.033834658560958034,-0.04442149903127113,0.0342955442323192,-0.01975471768479309,-0.036051998564603685,-0.028355744207721977,0.016419451924831262,0.006109516571563793,0.010584200255717312,-0.036156382999305146,-0.07805031851453592,-0.010425045935924648,-0.03363629608209963,-0.084810314945951,0.00027673966535134473
CCL7,,,-0.03252269219289198,-0.02461036286842861,,,,,,,,,,,,-0.08530751817252884
NGF,,-0.022362226218271528,-0.0497451599572446,0.03156988600822791,0.03454034992276392,,,,,,,-0.06399292536880602,0.10496230678597512,,0.011709326003873298,-0.047940223962007006
TNFSF15,,-0.027664864714006775,,-0.018221429154423253,-0.04295082336570707,,,,,-0.035891569273902066,,-0.04681619790804205,,,-0.012034275368940047,-0.06331569252124342
HMGB1,-0.0492168114594025,0.10825587192940972,0.11421150592077786,-0.02149517063016673,-0.007745203196032569,0.0005370788456109675,-0.0014350517553468807,0.027959352788307232,0.04498990688179382,-0.050697686612800934,-0.011576102217012831,-0.08373618228097275,-0.007555553784027347,-0.02552461256599582,-0.04588344239215308,-0.03161147069430557
ITGB3BP,0.06621422798391789,-0.033746664660343526,0.01771690605564339,-0.056440956833376375,-0.028446901152254393,-0.03395048279652064,-0.06599290575596106,0.023445478042883668,0.016157661529020886,0.0010208697334995727,0.01988776311645308,0.07241821079576558,0.033012465623303365,0.012283065895279003,-0.015554950736254538,-0.0016617193359190342
AANAT,,-0.02579983286917897,-0.038826816717888825,-0.016418597414470694,,-0.020045156448565613,-0.014262697303464704,-0.012733421527452136,-0.03312590882070994,,-0.10197257759906428,,-0.022879366873150498,-0.033468251887702576,,-0.03493167181871269
RELN,-0.026480555970403635,0.10036901217586368,0.09306145871986218,0.06947994473441098,0.07616142385030289,0.023041783625658542,0.0064944294103102245,0.015491827108050416,0.07751834914710451,,,0.09725577160442232,,-0.004449006112528923,0.14049444714056375,0.06999765657873207
IL15,0.02785424294692156,-0.03932512765626801,0.021046880995298445,-0.01936946716403944,-0.005566145081875974,-0.02063315706594171,0.0007149927010250907,-0.027368295854234243,0.0708367735431841,-0.059760535513312146,0.07428350408428268,-0.02542381420639366,-0.019738277139763595,0.018840153741961563,-0.0038794900548902132,0.012188592555870313
UTS2,,,,,,0.04899507548224208,,,,0.02883736081751163,0.019125196653243193,,,,,
BSG,0.12789970903391362,0.0064555619107791,0.0352345067329732,-0.009833960322228264,-0.03048964227519159,0.07277408659337672,0.053128604720589244,0.02581473521747821,-0.03343144442447856,0.03859346436824266,0.01644321281833842,-0.019293055031950952,-0.05481838141913078,0.024313510624369778,-0.041578828646786956,-0.08159534116912465
ADAMTS3,0.10451834444621992,0.007090948423212458,0.009386373818633754,-0.05988603398232263,-0.010933115990268149,0.00996524436698878,0.002996719421507301,0.030030535281687653,-0.051051293931816996,0.01966850718158547,0.0870987861170065,,0.08345180029359263,0.037558305844033336,-0.04812267601582169,0.006714253814996556
CD34,0.04843490753895171,0.061149965640058354,0.059722161041771575,0.011388032447032964,0.06238162320862121,0.015252106302883824,0.020898886806806145,-0.02382388593882377,-0.0349770169476032,0.06482109027823935,0.017617134968369683,-0.0036881896180560214,0.0010949510642352417,-0.043124938914423525,0.02357338270162018,-0.011498508840840492
CCL23,,,,,,0.09536754797295563,,,,-0.04793484178287127,,,,,,
PLAT,0.08134507127486115,0.054813344100513695,0.04253566424967512,-0.09244795426667618,-0.05906429519580735,0.02565822386115887,-0.01381224236085165,-0.00225727648489379,-0.016202859772433534,0.11827647934347177,0.07373319747196562,0.0599216794446337,0.08582805326704988,-0.03540180228658084,-0.11263516026556009,-0.028379116288926594
NTF3,,,,,,,,0.007345667639401628,,,,,0.04800995953164272,,0.005751841938437357,
LTA,,,,,,,-0.013736463908757535,,-0.00867475581591536,,,,,,,
CKLF,-0.022886910766108243,0.0612886277464762,0.07062496833061369,-0.03902295085011941,-0.048132900624468934,-0.04016433052112617,0.039743277716843106,-0.06670710240861341,0.025432219681208356,0.02976635272778272,0.07293522778989453,-0.0039129814705177336,0.08870607252825964,0.013881940089237956,-0.02541958167741903,-0.025483782612833527
CD24,0.010949014727954487,-0.026549268051100805,-0.013492714671470443,-0.023370654587875028,0.047100112771594885,-0.0029187402400611398,-0.021299216402080955,0.05368370440886068,-0.02305886829483955,-0.040228990036283385,0.02332397439758288,-0.00969746131115003,0.09589552349790413,0.01073255136642522,0.02968362506143583,-0.10255465660620608
HSP90AA1,-0.10667130788452125,0.013416302029967053,0.0005064511789874725,0.09392412462672425,0.028888103834150414,0.015103796617641496,0.04310069021468556,-0.014907141062147742,0.022481396286920554,-0.0716255388805957,-0.10444185683488885,-0.11498146842029087,-0.09837906152850297,-0.054351573093145235,-0.039628543661319314,-0.025301251816995947
BMP4,-0.018123809397821333,0.004545211521483612,-0.011478372623849356,-0.03186294051744846,0.005386388298280236,-0.005640863925460797,-0.01788928533468684,0.027779579521141757,-0.02617895888193128,0.03427185797771539,0.09364015523739966,0.017794745492179687,0.023710420800132706,-0.012070880657495307,0.004940872323145347,-0.022596465141366776
SCGB3A1,,,-0.03252268894066622,0.03702685606655728,0.009157588137815049,,,-0.010740765600047678,0.04226091869335164,-0.05915544566370379,-0.02954972649404843,-0.04464147500804324,-0.005849656314000965,,-0.024991392597588438,-0.05465692893415998
IGFBP4,0.03252660873928073,0.011955529292835615,-0.016211553932755345,-0.03583003176202886,0.0460970660151492,0.005447328997065722,0.003513833945580753,0.007238260616027334,-0.032384694169629406,0.04957888101908445,-0.04915244697214601,0.043367453937322664,-0.03005064762257712,-0.03876513902133392,-0.10042541188898384,0.007899973340981933
RSPO4,,-0.02731775198546777,,-0.022566789503120743,,,0.001276366913438899,0.015877928879193797,0.006022730424292789,,,-0.040818102597063026,,,0.028259444909650114,-0.03168771143675333
LEFTY2,-0.03162593108678227,0.025437462722477523,-0.02624922729056792,-0.03502714568789363,0.004955075420315874,-0.004717159962185132,-0.007741049380183224,-0.011777379120193448,-0.03792689568670561,-0.11466351980612971,-0.010605921693942517,,-0.019548629936442945,0.016300779621553563,-0.005557750835477053,-0.05714813934691677
PF4,,,0.00923896505294112,,,,,,,,,,-0.015583019572379515,,,0.05923293794505766
ANGPTL2,-0.0030711048332219782,0.006236285682802385,0.026095219950215853,-0.09297652214466194,-0.05863781458782584,0.009048352880425362,-0.04149389311913558,0.03733800157675767,0.020510530758221547,-0.0194192191931547,0.10053883552019993,0.09180677407939619,0.06175548069837439,0.023919170201107523,-0.04385130657398096,0.002052383236523339
LRIG2,0.030994820175479033,-0.0057565571722034215,0.013983193399496463,-0.010588911777578341,-0.0036959029388572563,0.04061932389724307,-0.008101211643042753,0.00798538887520423,0.03445653187411708,0.004250584477100612,-0.05359520286175181,-0.023976512517741445,0.012911492849123126,0.013815172193178404,-0.03074307656560099,0.02600343343205001
ICOSLG,-0.02377811492161301,0.05248956584981199,0.05491821149732771,-0.02657541759269818,-0.00788116654594466,0.03258325091322363,-0.005159297090634659,-0.020383964376276837,-0.04764582958235532,0.003069708402937987,-0.13401332009803604,0.08676575891516208,0.07265493130685946,-0.016846218910220742,0.0009326070030367964,-0.04143205223908695
WIF1,,0.13580574512143107,0.12300980526825671,0.03401809070420418,0.011128894167251926,0.09935131280993595,-0.012328566084821505,0.03606150333945392,0.08621992807662864,,,,,,0.03292869129003748,0.025108178681333165
NPPC,0.14493419389290707,0.026877029739564306,0.0037486378531571716,-0.030247398788293,0.055334154222885554,-0.020965725342969546,-0.02404911519291441,0.02357202645544815,0.04277532341141022,-0.042352077863986884,-0.06282307753232283,0.005455460532708595,-0.029484117716660995,-0.01477490611218463,-0.0029022694913671157,0.042715786612519915
LYZ,-0.033029679018577396,-0.07257587937460055,-0.06455120234777945,-0.07438342978197887,-0.0016780866831109054,-0.033177826858277866,-0.019293508934011185,0.050956947954436095,-0.0008897885406807343,-0.019344268454570743,0.048782865145683675,0.019490872472592867,0.045902164196355746,-0.01827057252579334,0.001708024295257119,-0.01719861444444373
EREG,,,,0.03872077151899604,,,,,,,,,-0.04951571327860207,,-0.020962845062825995,0.012037243543323367
SPTAN1,0.1474765768731608,0.08023302715356065,0.030200694665764718,0.051479884731279756,0.03971804473024325,0.008839778313207574,0.04117926832995202,0.029720976476525628,-0.0019003367777242035,0.0845224987948954,0.14870885956890278,-0.048831537523018824,0.03859902122628332,0.03024913199917093,0.08486794835601272,0.12776619898248848
PTH2,,,,,,,,,,,,,,,-0.026766323541306553,
LIPC,-0.003849818885172938,0.1212073655467956,-0.014489160749890706,-0.021848366520083606,-0.013868690342113502,-0.005187391796464355,-0.029869401691816518,,0.010917853654311955,0.04248011369574181,0.027383714642499887,-0.034005434624441604,,0.041198073346437415,,0.05499045749779985
COL8A1,0.014236883890626743,-0.013665106697283446,-0.07915006265708452,-0.059161140783249695,-0.033926227736208896,-0.003185756486122012,0.042118573109886204,0.01988859985921776,0.0019619658662674714,0.006446954023110257,0.11149362036771442,-0.016561302404969412,-0.0027947335932292823,0.01041805218655548,0.01867044675795951,-0.17633767164951383
GSTM2,0.131631204835999,0.020099436916146785,-0.012617568228299392,0.032712726018119406,-0.02584434056115536,0.004079175729768242,0.007189176451075336,-0.03174621465464727,0.018349514390843008,0.022457978611452743,-0.04298114029566688,0.13992695755588316,0.06680261509532627,-0.03490619149758241,0.000347659557291775,0.014899612460189714
IL4,,,,,,,,,,,0.004339057378408353,,,,,
SPX,0.014027716429881333,0.050156560520037426,0.03375345138896761,0.14029837677340742,0.042168729188323865,0.09927489121381247,0.015677942746101344,0.03347689690270405,0.0679317959136397,0.01509430378866429,,,-0.01934831059865352,-0.05089554585867241,0.06400257795373974,0.09144752493334773
MFGE8,0.042763653027673196,-0.013375194906716082,-0.029916569002456737,0.00824529259539296,0.009575253092254717,-0.012431275167004676,0.014269975378338694,-0.012671689360351132,-0.004861942707388104,0.10955313213662508,0.05781375812409347,0.07279869253509379,-0.00964834289622496,0.04877231080379853,-0.03204863182122808,-0.0760981784775234
TGFA,-0.05466190195382456,-0.0584427359348654,0.04155202295292648,-0.008933174604316443,0.01953545997202273,0.01103770327072032,0.03086120357906844,-0.01853645622764984,0.07088131333129069,0.09673158057817532,-0.10480511921672671,0.06056480177463594,0.010625543957531616,0.05358167298266603,0.022469935633301498,-0.018526581953614382
SLIT2,-0.03287269062954793,0.13700568334523422,-0.05327588312142305,0.0798410595688402,0.00590111558860537,0.03846463453693309,-0.01187329978841432,0.033715967240910825,0.025506786829504222,0.027219342454052713,-0.031191593877607924,-0.033991530212769946,0.023403440510705614,0.010544373269850235,-0.025749754847636086,-0.08012093906623424
PLTP,-0.011202774177882173,-0.009762957836263403,0.026112395815299224,-0.08058000595307484,0.03584832451788062,-0.029192224517485696,-0.03499136148110628,0.02350125239566309,0.03258115215008754,0.03285623029734718,0.04804306073503686,-0.034199799198257136,-0.01965994631087229,0.027671692926227433,-0.09153437160153735,-0.07331375903676184
APOD,-0.090370782771101,-0.012049300017317877,-0.00921142860203945,-0.021499909844495374,-0.037334755098387046,-0.07320477764317099,-0.014197798225580377,0.001141188530108366,-0.008196527848689322,-0.07961525972662065,0.018202284419049402,-0.02339679265619247,0.09401550650892511,0.0008329296935419667,-0.03258033739173575,0.06900803140558831
B2M,0.019913066757667932,0.0838835037432367,-0.026675485374453873,-0.06780504040551093,-0.027397270895452987,-0.05973387475380903,-0.06819497378013296,0.01611698896549807,0.01622447546508668,-0.07291262419313148,0.19722278140567823,0.046892767448545335,0.019907672811332534,0.060995859849305785,-0.08180422253829342,0.055922894563821136
OMG,-0.10373780334242935,0.09754714813526821,0.08085744488379946,0.04116782540627714,0.046336254843055306,-0.026346729086535757,0.019210313939331106,-0.015058769893318676,0.039440590704006434,0.01089376461494459,0.06423035867544587,-0.06582337813155277,0.05572846562389655,0.04598755361434799,0.07946133080935466,0.11620443108442058
CXCL3,-0.02572279100506425,-0.03840304389248685,-0.02910305172429048,-0.023217687788176605,,-0.026318332206722125,0.0025963032552914155,-0.011490347163869747,-0.02212594575414736,-0.04364806341861837,-0.07613099108547337,,-0.056281232638601894,-0.0016733418488199502,-0.03755371714261686,-0.09453232986037002
CXCL10,0.0588077106203529,0.09332045533909601,0.03558413365113564,0.024133097980306804,0.11853525761006499,-0.01968086885591079,0.007553681588524058,-0.01745467833996914,0.026120229359586314,-0.08687311913649402,0.06487829541884424,0.0468352484543582,0.039050936083925174,0.047822507909263505,-0.022997519858304352,0.1103914627338139
RSPO3,,,-0.0029081024624410916,0.19411701674171575,0.09490300846670827,0.11310900476591525,-0.02412985223294111,0.08620498311707256,-0.023121186877251856,,,,0.01647433797774913,,-0.049664535767853624,0.06218665587447203
CORT,0.029819968831556062,0.08418709488455675,-0.024473327308259702,-0.026516275203570937,-0.02797833202243214,0.054626677461802504,0.0035337637303842996,-0.03775166176236384,0.015564296887895818,,,,0.008348149263925788,,0.06988991575378246,
NCAN,0.024158978683550752,0.14347655756545963,0.0784324661789647,0.11141416326281885,-0.019360158948922797,-0.007112998964882606,0.014423915066829262,0.040714406071755624,0.04762798033116101,-0.09089787567256544,0.051349575699320034,0.08227858782017426,0.11365141068817616,0.08253267315546808,0.14921430882913062,0.07203123516822754
PRG4,,-0.02801503285796486,-0.03491095440879673,0.07872353744784147,,-0.028513514291937086,0.035574981735959445,,0.02304051567015046,,,,0.0778092568339289,,-0.019213472091782275,-0.002176063717942658
ZG16B,,,-0.012480347113995172,,,-0.030784920778377856,0.1153718366246219,,,,,,,,,-0.012474002421740498
TGM2,-0.06823676726984587,-0.012224203371110619,-0.056671527844659265,0.02292741408724661,-0.013213574860287012,0.019185015719912355,-0.01946311232255254,0.0002444361173780973,0.012902088937479869,0.0027333706765405624,-0.04339908355576389,0.01427475853866499,-0.005988632629733851,0.00907386065203956,-0.0175969797772,0.021690933029311875
VEGFC,0.07585111063449676,-0.02999236803883392,-0.026629486183002808,-0.02408028756971335,0.003379836819285775,0.04992304342834515,-0.009035643703475248,-0.01274306403507248,-0.027587733079449336,-0.039794770233784575,-0.06762764867427087,-0.014541649784177909,-0.03267296010591726,0.01916373894186336,0.040026980477458354,-0.06769932742011904
WNT6,,0.03873381277894507,-0.025343729018122377,0.045174249062233655,0.03264983901074026,-0.028039307622985506,-0.0001904223702690268,,0.035065104853042796,,0.05948621750489078,,-0.01620891968623122,,-0.02233700514693974,0.12963509277257546
NRG4,,0.0766192797073745,-0.02995454130121982,0.011244033384287658,0.11404584224769221,0.00801467864538916,0.032784490218995044,-0.011673926380587582,-0.021103281218681973,,,0.026370265511245362,,-0.024962455350187887,0.010680174066705265,0.10923079259312064
PMCH,,,-0.02438123448097807,,,,-0.015976343009491033,,,,,,0.08474802759997768,,-0.012796407766542785,-0.019102321640360687
COL9A1,0.12286906444189845,0.03418445199694933,-0.016717576790887968,-0.023981396334929395,-0.040953391824659215,0.05319827340278003,0.03952497737839906,-0.010290047298780636,-0.006882512966807208,0.04669279265812067,-0.039526380578693204,0.0118850579471895,0.07749540524957305,0.007203286586344012,-0.02871418981450235,0.0059910693214677855
GDF11,0.13190031592847626,0.05297235896721993,0.009040259666770238,-0.055703315178442125,0.001030580484724098,-0.005563482377217614,0.004824900713164527,-0.03632002595464621,-0.027486285970246164,0.06972949949556587,0.08391642389048826,0.021096093033652414,0.03318947529819887,0.06153373783918443,-0.005510866356798552,-0.003449302986791714
IL24,,,,,,,,,,,,,-0.015334556247996378,,,-0.05113760950218936
SORBS1,-0.0019172639099537562,0.019106807193554957,-0.02822821007104521,-0.04229591492254659,-0.005559991694527247,-0.016307592413727534,-0.014895590439056297,0.010930577999201871,-0.020501879864301898,-0.003291893132771113,0.04530811478937681,0.029672576992458594,-0.0052681850872294414,-0.02068429494120333,-0.053430632920308765,0.08524362171789324
DLL1,-0.05439678401468382,0.0625825445919223,0.011658209624469604,-7.850644207992224e-05,0.04568151356754683,0.004298241829969855,0.0037036397026090273,0.05467888665479887,0.03302307086599261,0.07750199479320254,0.10661360716150566,0.03893564088271807,0.128806833222998,0.042039901675174844,-0.0028073190751604117,0.06994504681978529
TLN1,-0.04698686975052118,0.017414990054973146,-0.06883696375599102,-0.04862096044699225,-0.058066781309954886,-0.06401583008829481,-0.028450307498831436,0.024638132353205357,0.013514708939232154,0.0033259256566742193,-0.027772418812472208,-0.02924658622764333,-0.06364924005183177,0.02144783705427364,-0.042549117271334314,-0.02788668598905299
COL2A1,-0.030001476501005292,0.11296289456060865,0.07102458595737368,0.0905925079788955,0.05737528824641528,-0.02631834116314226,,,-0.022462377463862614,,,,-0.01978328546333139,,-0.02695769450410605,-0.041210744474484785
SHH,,,,-0.004395197294438636,-0.007125326030205225,-0.020689413999912677,-0.010445644045679497,-0.012332314442941254,-0.02143792899612844,-0.025934125783390858,-0.1277805526045583,,0.04880985067889622,-0.028457317730962297,-0.0331532615662996,-0.05135944763832676
PON2,0.07957568388468449,0.1538567559775708,0.13241253279811185,-0.08113052968076884,0.06585584792122012,-0.05473693882602354,0.0389458788456103,-0.057160514061366414,0.06022979079184602,-0.011213652827689317,0.07073628581526305,-0.011700815907479529,0.04040006006123093,-0.018539170339818965,0.019683700514653707,-0.07367859689138011
ICAM5,,0.05598751595285927,0.09363780667873117,0.127724735561187,-0.034377096524138694,0.09251528845273685,-0.01824595720360486,0.008134964952939708,-0.0005067817458987595,,,,0.06311794985832551,,-0.0018327209456041786,0.01281797825798121
HPX,-0.005364316140514456,0.04118864277422444,0.018211612268693902,0.014915822320143563,0.015030796842065444,0.03457387847521883,-0.021419751088300885,-0.010740764505052491,-0.020172631795494948,-0.043648040582889666,-0.02151788039823092,0.0023826244822495912,0.03156046495717779,0.07584930348615818,-0.03542103979383604,-0.06531228869225082
SFRP2,,0.04079889513841805,-0.019841298093583714,,-0.005343477592047469,-0.021004482616755447,-0.017851961836265313,-0.029613498959645896,0.006741913325894637,-0.08154175376199405,0.031959140456992594,,-0.030949084181560997,0.09827671195980904,-0.08762347342950219,0.014827117360647821
CFC1,,,,,0.004588408611888581,,0.005980325570640166,,,,,,,,,0.06946883441110434
CD70,,,-0.04157586975911485,,,,0.03951207527207494,,,,,0.07272513025710337,-0.006657493699747039,,-0.03236564705139149,-0.01846485725536745
HP,-0.059529606663370996,0.09729117159957092,0.0158651862052285,0.007855801101048793,,0.01823507565616159,-0.02776231613960462,-0.014088512950018886,0.09338776583861033,0.07695216474813411,0.03658966659093599,0.03400467169541801,-0.015751168298440848,0.04778764052669271,-0.01680774253179165,0.00267281334451857
