,MGH258,UKF248,UKF259,UKF266,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,-0.017543373646936217,,0.03745642318489476,
BMP1,-0.04949044547152155,0.09827150179049995,0.021282755594939945,0.10000118974601525,-0.011660617637905199,0.08200620978647573,0.03772658391420816,0.11093560629326991,0.0834538798044961,0.190802177010197,0.11660638057822802,0.01835673987657776,0.03708609761841297,0.08607156346365975,0.2664826084611578,0.008184578673789541
NDP,-0.022972022077663835,0.05730942483530548,-0.02869703852918231,0.04434754755105911,-0.011642725015173496,0.032962849634159866,0.024960149286475924,0.04453037431884477,0.0862697750877752,-0.08159288874203523,0.02452537488950406,0.03614605092134154,0.03595454743045808,-0.021942130888680047,-0.022923371300963658,-0.0340053917517445
TNFSF18,-0.019557908163924345,0.0308228082286036,,-0.011239801391208042,0.15095380371764724,,-0.03671452749172468,,-0.00257971558793418,,,,0.09222834082363389,,0.13643356012574226,0.010378027406242345
IL36G,,,,,,-0.016310187738822802,,,,,,,,,,
RTN4,0.008545734658034843,0.01776149589521105,-0.06069303918350575,-0.07510836908707094,-0.039942484511099836,-0.031076915088335787,-0.014269495688449449,-0.041851342879858644,0.07388275701200998,-0.02312428893228256,-0.07149991874615519,0.00776595313502415,-0.05648091068589876,-0.01671979199804158,-0.10094392640217628,0.007800329204460939
HEBP1,0.052409594151764154,0.0833319530320156,0.011994400375633719,0.03128225935321306,0.019759766100383908,-0.004700043057987478,0.025232559865595014,0.04379128007462347,-0.01674543565274787,-0.05935846407440782,0.04577188078344603,-0.0200322679876549,0.03962806637231004,0.02942228314264019,0.06947313581827307,0.017347698248422024
WNT7B,-0.01722990452169933,-0.011554761334590677,0.010418509945192368,0.009265036737108458,-0.028844272310519135,-0.017926775933827147,0.0316692264730864,-0.009865854544722946,,0.07566115575223871,-0.0010993764228570374,0.026851461889332608,0.01537690058794539,-0.016474208234856937,0.06336259280915092,0.0015060373602516816
PTMA,-0.07160490243513114,0.012578710466173622,-0.03882027040841833,0.10516086215509117,0.04160527772352914,0.0813396051682686,0.029537303346130025,-0.010934110177179565,-0.003966276632331465,-0.02537039509013579,-0.0441634197881114,-0.04750101950731212,-0.05898026451012013,0.08587384073154021,0.16785555504860472,0.006639984033519443
FASLG,-0.0172299093925492,,,,,,,,,,,,,,0.0036382861866645863,
CEACAM1,-0.023923879982332183,-0.0008121212811666833,-0.0020624098519866976,,-0.0007306295916105549,,,0.009190535442680592,-0.03908438092525174,-0.02976456936251264,-0.03363648699171832,-0.022723273680562525,0.053568247014080535,-0.01951878350828872,0.051568619967159446,
PDAP1,0.028354055450816422,0.03781100969093416,-0.048841263071503375,0.011846843658853603,-0.005916648133891222,0.07928888354800603,0.043922214067484616,-0.007055639554524113,-0.014638466583043453,-0.08264583449858938,0.02361766667176109,-0.019493202991158427,0.03202196646408313,-0.015198511771351205,-0.1002531327595572,-0.04879275086667147
QDPR,-0.013531435047272132,-0.08318613793921412,-0.04397299095287833,-0.054615764184990714,-0.0042481275881554,-0.0017459409900455333,-0.059794269301944696,0.06838900717305234,0.04833041519607243,-0.13323064601509027,-0.0785086277714223,0.028728626013608625,-0.029905946628564578,-0.028480457194853124,-0.028978863438616338,0.016511476348365223
POMC,-0.01358568843966895,0.06324778487916938,-0.014544025733964065,0.05733841200566498,-0.017426409443847587,-0.03494475204519614,0.05610178579988181,0.017642873431965966,0.07617833061937279,0.0943372275952488,0.07217093824420598,0.0014975412919512486,-0.05622525421793031,0.048815126250285786,0.10040084366565802,0.035810712929986915
CCL18,,-0.02331331777826591,,,,,,-0.06934071607396496,,0.11437953689773393,0.09880267871795939,0.09836959715385435,,-0.035161839196984054,,
CCL17,,,0.022981511554587657,,-0.018731132900104492,-0.014899819545487537,,,,,-0.023863459468890368,-0.007485649024219263,-0.023129924760171613,,0.04691962188484593,
VEGFD,,-0.015222300063586469,-0.02285349246987528,,-0.01995643780404331,0.1539969539522979,,-0.005130877051014925,-0.01676313454867454,,,-0.005223168400941237,0.040068630753100035,,,
TNFSF13,,0.012009137587614007,-0.014149250567029089,-0.010900262594633949,,,,,,,0.02074892064328127,0.013158384586908167,0.014996409528582218,0.011586186996779286,0.0878312471327216,-0.03772014446918697
WNT5A,-0.021402758224764375,0.022335207821480827,-0.03413434558989967,0.07953470566689849,0.060234393337874566,0.009606639696819639,0.07857446801960061,0.038927556318757994,0.01650920994373405,-0.027563295457650093,0.0002981701143183419,-0.03481932511451704,0.029987692283662104,0.05311194755653081,0.11526504775249527,0.04865443616113918
CXCL8,,-0.018923076633007404,0.011687592290879423,0.08044471439486553,-0.020205180785347228,-0.02450572592325727,,-0.011134722219872346,-0.016534158743859176,-0.018176446590554528,-0.05316005707441484,-0.11052345163266791,-0.032839451191643436,-0.005376837306142883,-0.04734737703298348,0.005125219088117793
GRN,0.057003220389594066,0.1175988488290345,-0.01110801901199797,0.05169653512669823,0.08806870929537544,-0.020533330312448594,0.08042164399960733,-0.025585216963365853,0.08894794442855128,0.2020501484495605,0.14222519660840705,-0.002261472116234946,0.035961268661119136,0.07911619823098799,0.15975394945857738,0.04999796948709401
MIA,0.020124655474209358,-0.026023419249621222,-0.043193014664013936,0.09134213884508403,-0.02004333087776216,0.04020084483771387,0.21004149276945613,0.08397774647120415,-0.015474359994158908,0.005968378624244079,0.051829295742918544,0.03787018353812643,-0.029275852330064793,0.033047486437339735,0.11140140444083847,0.020656620908184598
COL4A4,-0.019954334529848457,-0.027648801388121005,-0.04229444623011675,-0.01037111828065983,-0.019555882264076663,-0.02121444644534722,,,-0.04160524983450768,-0.026681505164061033,0.026077136965305846,-0.014071801096160044,0.00856360079015163,0.0849063603853848,0.04883814755996724,0.019184204932104754
TAC1,0.06316315148710279,-0.009399448369036351,-0.04600851489676926,-0.0638393095774822,0.040371051619578005,-0.01994241117921064,,,,,,,,0.010560739389559969,0.11043307524893223,0.012265101605052458
RARRES2,-0.007784776303192021,-0.10700373912133224,-0.01071668851389665,0.08026480323558204,-0.007420720908416667,0.07623965824838669,-0.08011223293878106,-0.03222671656480065,-0.05439765722445652,-0.014496260155360671,-0.0005493901430236524,-0.0013492735735746797,0.047968900972523196,0.048853799528390626,-0.07433312862959268,-0.019060812303654383
FGF7,-0.014368267313647404,,-0.005203917841024261,-0.004872324838992626,-0.01831364095617951,0.0942400524240606,0.0010606459152442225,-0.06289816044981625,-0.010975300517749172,-0.04974046363873397,0.009308937118902455,-0.0208979575235974,0.053178640961619,-0.01930308916660848,-0.02350151644475177,0.043431044243100084
EFNA2,,,,,,,,,,,,-0.021596950921976433,,,,
HBEGF,0.01273710867915656,0.13468391423709525,0.04351123591712374,0.09567177088966985,-0.002157714150011571,-0.005998478392168448,0.060926100120120154,0.029979143989081296,0.11267168730878056,0.15830388204158605,-0.03058900215144426,-0.005830606271431671,0.022174665985232656,-0.001986993658200014,0.09072641816114639,0.047016714013093944
