,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,0.06363761936260845,,,,,,,,,,-0.03167173234269736,,0.04915092277769225,,
BMP1,0.037954936824217925,-0.01775923855055705,-0.02074902140109617,-0.02642161583067126,-0.09618892730499265,-0.016207346605943394,0.07568130054712967,0.002551477951121044,0.13235415795587613,0.020952594927271456,-0.010728952099457267,0.04295524655744552,0.08919204438389586,0.0874425416882248,-0.021808752393421338,0.05246149654097134,0.022794745674986416,-0.032988746948069414,-0.021102131741870794,0.008684733644951231,-0.017721800778534,-0.01092113317240831,0.08486522245502542
NDP,0.03421489397166603,0.10321105734772124,-0.012816941327765867,-0.016969738439996475,0.0316936564400588,-0.0038976558649837724,-0.017977778599764984,-0.06346956680816376,0.05107794397646413,0.010744931533040807,0.06434830053247052,-0.0338089412897738,0.08149340955353238,-0.0029165258827765998,0.13836781444831356,0.04493338067765426,-0.029888389409091803,0.06121912214162466,-0.0012113598815048031,0.060852491369377086,0.032474103119459446,0.068883547764228,0.017962052017006513
TNFSF18,-0.026663112865344528,-0.023610455046835052,-0.02883149476814697,-0.027397724567608646,,,,-0.01329155844157853,-0.0002937312676418268,-0.013109931371563428,,,,-0.02705030437216588,0.11250230374645241,,,,-0.03266249852611835,,-0.03918182781849327,-0.03858435488087966,
IL36G,,,,,,,,,,,,,-0.021618395124209377,,,,,,,,,,
RTN4,-0.11158518540163025,-0.08816159165105462,0.020921954949081775,-0.05229499255830921,-0.06254472604733854,0.09544969136438497,-0.004047552049613491,-0.005819113281423052,-0.15553438700148337,-0.02669405409121718,-0.05303770729950444,-0.02446203917272378,-0.11364152473027178,0.036259073057773414,0.09213560988197904,-0.09497618358379249,-0.03515181411678476,-0.0853371217661607,0.009551524167688157,0.021545276229174903,0.052986070231247226,-0.03687705165226119,0.05613349846674642
HEBP1,-0.0022072009370644272,-0.054983569763080054,0.062041445638287396,-0.03288323564463928,0.04816140223517625,-0.006247900238155192,-0.00798852459246639,0.060465779522912814,0.03895801136470476,0.033784581310316836,-0.02625972443757265,0.04550362217136017,0.08583981402381614,0.0062413345361855225,0.0479600558141827,0.03892423578388474,0.02011133690832513,0.005863139230774701,0.056628555123028786,0.02684726811871127,0.014145285229985195,0.07231966449439499,0.09131709052879071
WNT7B,-0.02348936732245085,-0.027443578077254435,-0.00802058800430046,0.05777816966027792,-0.05137721524178808,0.022050260501576137,0.007278330145116966,-0.006133011963200704,-0.07646966403278406,0.05543876608027795,-0.01477691764059392,,-0.025257755941540255,-0.029779744857709445,,-0.0009524405251739465,-0.032533866009904114,0.0019879286865401432,0.06875378821274104,-0.002657134960998475,0.01893150940736886,0.012829632772348854,-0.0660500550225132
PTMA,0.013372053704684396,-0.11845287884829957,0.07955484454277305,0.030367669137959068,0.037988078921360004,-0.0009434043558252808,-0.00824206907225041,0.0009599661086349736,-0.0762928027482523,-0.007641708083103709,0.04099072386792537,0.058036437081417154,0.08598752370254005,0.06060757841451384,-0.04366634586350355,-0.06592674605292757,-0.05392087706993348,-0.005777182312665855,0.054743907387835355,0.014768246052703552,-0.07259307248254562,-0.03798819889190749,0.12748327512432803
FASLG,-0.02348937396283482,,,,,,,,,,,,,,,,,,,,-0.020145813634663313,,
CEACAM1,0.02503901513085925,,-0.018350456272714397,-0.013060765104710688,,-0.024769165670072448,-0.024875254961485273,,0.012208592719412204,0.004950505616754467,,,,,0.012671059450448805,-0.05287793386998298,-0.032156245460402806,0.09342493557872793,0.020067615589500643,-0.019238777435779415,-0.028029940791192854,,
PDAP1,0.07553016052657878,-0.062379350869677566,-0.0016768999244324708,0.003443353486250931,0.0497330137764236,-0.0216132620282606,-0.021927667213064356,-0.03702497244384935,0.1154078465620613,-0.005744525394823395,0.022870794580178103,-0.008197994046393186,0.03798619336645225,0.08633682601935617,0.005143186441462904,0.09193040102457854,-0.05652549046890588,-0.024363392132636573,-0.006593779247786149,0.03516872248715114,0.0555782807491658,0.014995257112588195,-0.008651612078913675
QDPR,-0.053194595671613866,-0.06959923947676763,-0.0009113513516957776,-0.021611850076430267,0.03856993105743866,0.03886619308789945,-0.053960220489331676,0.01770889708806035,-0.13078042270365442,-0.036018400475303615,0.02498572234493893,0.050674208131320085,-0.07748819645447787,0.05885585879751505,0.00975196599965477,-0.13386183903811466,0.002825021502981246,0.011340561912169957,-0.008573812635667775,0.033784491686762806,0.054701839506569996,0.01988310413353344,0.10517083555281709
POMC,0.028789400313810064,-0.030695467167748,0.020403636432145163,0.035773727983044915,,0.022699374593616872,-0.011180870324081667,-0.024281619137777665,0.02928560716662484,0.07162912831875903,0.014762652149391917,-0.026627824556548326,-0.008242769462911968,0.05029249306491726,0.0714050263348182,0.027179370203943023,0.009053089726836407,0.003024620263764104,0.014688217398245162,-0.03147211257078743,0.020729513592506826,0.05508948645241272,0.14395720374714455
