,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
LYPD3,0.06837469136126526,0.09953844156832238,0.08886796475594057,0.010891569658336455,-0.035740722964790146,-0.023458400236419038
APOE,-0.06462029587024973,0.059545589052967314,-0.07820552586876335,-0.006502062931696854,-0.013420347971476012,-0.0046675957251435946
SOSTDC1,,,0.019077501712249263,0.04102230509521175,0.05677288592984486,-0.032184610186984534
ANXA1,0.03713135208579137,-0.03260456891498148,0.05373690128565969,0.08432717904936414,0.07074585023832694,0.08468115014373753
WNT2B,0.06678672451263844,0.06448028317590812,0.011662232522598483,-0.002254445446744145,-0.0041915671679693825,0.01639128684814897
AMH,,,0.05128616905491472,0.047986709025545235,0.060275963844991086,-0.030097869253423344
GDF10,0.19133290701609917,0.09224511124644984,-0.02183306303859962,0.08565458569001548,0.01519932981530949,0.011915891538012556
EFNB3,0.11778310646079435,0.060178048826492386,0.02329211506434863,0.027436194060721,0.08261852092152405,-0.05069305590035694
LTB,0.03552666138401348,0.0027854741027852174,0.12119981610324405,0.018175014925453613,0.06722902891811063,0.10763243196212027
ANGPT2,0.006984273384755598,0.07812309921237846,0.018436273920790426,0.07940488295272419,0.011678212162551266,-0.030734320385016948
NRTN,,,,0.07026256074182252,,
ADAM17,-0.0004565241280173867,0.15211387458264303,-0.03590869761797639,-0.04587890818339742,0.016931468291624185,0.026841244288043555
LRPAP1,0.08562905170044047,0.11991606526768019,-0.01914905817365651,0.05638953131328468,-0.0053833528630166765,-0.009824827831873145
NID1,0.0202107895880512,0.06869620999601402,-0.07767698102878903,0.033889108190886565,0.00856353158558281,0.048031630940894056
MST1,0.08396830689313921,0.010871138591984877,0.06334671759545608,0.08367401163619732,-0.026927934912176512,0.07529809502757227
IL13,,0.06083149916084606,,,,
DCN,-0.047099655872038335,0.06605518298181155,-0.04833165421768102,0.015158655692833367,0.03520795204168412,0.09332489121893929
IGFL2,,,,,-0.012026298518125322,
COL7A1,0.1505178947321216,0.13559724009764743,0.01779999909829253,0.03739174952973723,0.041515062748986344,0.06785114070239281
CALR,0.032622474807997945,0.0718408881831159,-0.031426166240831006,0.035630390613720246,0.10785573681313405,0.08168898523044447
PIGA,0.12653278308730026,0.08904196949760916,-0.06760933040944446,0.03202272667828701,0.028924681554707284,0.032388320304177765
CD200,0.08371493364685763,0.11845141668998913,0.07551175771145388,0.050113175412950316,0.018268073790167094,-0.05760101861244579
GRP,-0.02932475129382837,,,-0.026163957765409314,-0.030289697853521407,0.017513476445460145
CDH1,0.005342432756562235,-0.020596283414691455,0.045481755169806466,0.010818082162754377,-0.01738562494283634,-0.0348588333323443
LPL,0.14880959542792072,0.10822259949332218,0.03851375704505403,0.036006549450243674,0.023009152095501507,0.08674261167102788
SEMA5A,-0.05972294686525582,-0.0140990177368238,-0.05539684544956049,-0.06837541094764499,-0.028702971398485617,-0.0025002214918532404
SEMA7A,0.0656429079274675,0.1043412114344743,-0.00744594719278616,-6.233075422790091e-05,0.06085971898123943,-0.02927733780950457
SEMA4G,-0.025476893172399998,0.17811341452758991,0.008511245095105011,-0.003148043148128023,0.056026011607155264,0.06485180272553732
SEMA3B,-0.048499881469254075,0.10848060283463754,-0.07273822588213191,0.02359129350838631,0.07951250726838634,0.04812255929728353
RPH3A,0.10791235259025624,0.0851210648603334,0.0017361526971240004,0.03265268936636888,0.04875935076432946,-0.07786012809261021
JAG2,0.09271187506658542,0.12066669149099925,0.00338686997994169,0.09396946271066842,0.0042912529041765944,0.01888586989233151
CGN,-0.030195666717867706,0.01997716287563739,-0.06356303419090865,0.005812197162466321,0.0452183879158105,0.0595959164805995
GDF15,0.1550038443550632,0.05702686458695345,0.05978706591049961,0.017898910865471383,0.06799342491483251,0.12660933002321498
SEMA4F,0.06458698271053466,0.05527571654729704,0.05789372104564328,0.011794776879350303,0.10130469811065508,0.09792300170262608
NXPH1,0.0978623078960344,0.07047203046371492,0.016716761695942488,-0.015978859943945444,0.0007739732451967986,0.05344637895903438
ARF1,0.049595230661036875,0.09233033900791993,0.018255716397024103,0.025972989715934508,-0.011477889479831409,0.01352183906862602
DSC3,,,,,-0.02552723154079325,
EBI3,0.06279485594971557,0.02100828891938378,-0.012827296852525384,-0.016833582268452742,-0.008833051444455262,0.03610623962855454
TIMP1,0.1040688643304366,0.12245482367149932,-0.01218525956395139,0.08626580088473725,0.07298634725614526,0.10733677736161568
SEMA3C,0.0845289898818091,0.03162102209816758,0.02189701910073633,0.04562770032541822,-0.00827709618556287,0.06469040562011227
GNRH2,,,,,-0.027662234436498262,
GAS6,0.04245209994768554,0.14679973514359826,-0.030210583904866323,0.041927003701378425,-0.012962339372812789,-0.009190605920385198
MEPE,0.03378634274914829,,0.028016938560320524,0.01863603231683939,0.016787371957786738,-0.039959471362054085
SERPINE1,0.13211187918559605,0.10182312100554429,0.04843131983362059,0.015951091177254285,-0.021182956345429913,0.14856638080136353
RSPO2,,,-0.0023076942831089606,0.0319177696879247,0.057110894745645485,-0.05735709831206679
SHBG,0.07220623567863692,-0.060934400960947786,-0.03405220167112267,0.0018723274406627253,0.07484205665895771,0.056587300871613885
LGALS3BP,-0.0026052439758923723,0.21382537203186885,0.009317910026955225,0.04176747614157324,0.11346453719637092,0.09716555553599812
LAMB1,0.05686317491641013,0.0479040643030937,-0.05683438067273733,0.052981857827610196,0.05869222533509291,0.023846383527097136
SPTBN2,0.15368255190563757,-0.012745115928118863,0.033059264628639555,-0.00029806464580399536,-0.027797564442010272,-0.07726019876817616
COL1A2,0.024874603635193983,0.005043887682418102,-0.07113241001366237,0.047986116643474824,0.009469231845861709,0.08317538476755415
DEFB1,,,,,0.00413151868681905,0.05855641297240685
CEACAM16,,0.04863546758353371,,,,
WNT11,,,0.01928185739248027,-0.013945712982381522,-0.03387783195940619,0.1750458182451387
LGALS1,-0.010494720697006169,-0.038285979307393414,0.021484883199222093,0.0591380760952259,0.0006563085864639122,0.026128846901489373
BCAN,-0.16057633386149375,0.032133533996399684,-0.021630363628846117,-0.09711693719114861,-0.017738101305861113,0.03992948642449602
ANOS1,-0.08533395040268843,0.052557791323740784,-0.06341027035740136,-0.023414216872185107,0.03799796550228125,-0.029180217298852597
EDA,0.06645966062791674,-0.06454810279681188,-0.024791345735113112,-0.016529906417961773,-0.004786503891544451,0.061644243242863946
FGF22,,,-0.03464986688202184,-0.04016171607017054,-0.0073461126933582225,-0.024960276570869407
SHANK1,,,-0.040732765825781676,-0.014670363673777855,0.02898961649784164,0.046924347374856956
NPVF,,,-0.025720811224914555,,,
RAET1G,,,,,0.020576413131866186,0.16207088292947433
TGFB1,0.04704534079175494,0.033721070202109016,-0.004276974681233537,0.023381207601986632,0.006513973924553214,0.09399010251310978
MSTN,0.14983584904524805,-0.03745874129174128,0.0019607579511232167,-0.04058845520642428,0.028578222778674323,0.06580630380106342
WNT4,0.01310033230419165,,0.04402653698346199,0.1537930020258793,0.05229658124347845,0.07514292152435581
TNFSF4,0.1464905895438771,0.035265617838270494,0.052248743159706804,0.10679357050475165,0.005355721656355516,0.04367003326780628
NTN1,0.1587531216925358,0.08565918726434664,-0.00607621948465543,-0.08861065447883223,0.061636611207057025,0.12561704307931745
CXCL12,0.016571424545164047,0.08284515072455036,-0.014335639178479267,0.012735055414319978,0.03451827414582565,0.030002810869870403
GNRH1,0.055999332738356694,-0.01915198930434951,0.038712964365946505,0.1120804908986805,0.06477200008762163,-0.02267600931177459
FGF8,,,0.008920358173219206,0.01958287539362397,,
RIMS1,-0.08798539793058308,,0.005106108356347825,0.033840543422692146,-0.04657358985483053,-0.05390060235606601
FGF14,0.09342133210210837,0.04734724626680027,0.017741996816971976,0.014843353807380447,0.035344437193942986,-0.022598132745678026
IGF1,0.05140347500945072,0.01611192519841055,0.04879821337861919,-0.004778176215128096,0.14576309271621515,0.04203934418426957
TNFSF10,0.10516085715572271,0.05894000812583313,0.030384358651532713,0.03658819569630556,0.1045633703290013,0.012770468414527532
GDF5,,,0.10528306519902528,0.026219969542314182,0.006069166958373129,0.009165741342033422
CHAD,,,0.047922329016261075,0.004302794054507704,,
RGMA,-0.021471016914948148,0.12099849867119805,0.01646528136756802,-0.007042804773935663,0.06329081819014681,0.11230111664528443
WNT16,,,,-0.02385401391003951,0.05062156207593029,0.014141544706120475
CX3CL1,0.08045513238357926,0.10815957862785071,0.008759355396650506,0.06142720803592245,0.03111081629867979,-0.039379232048311334
FGF1,-0.07513676598829391,-0.07143661264634482,0.039589987212839434,-0.0699423076772493,-0.003105039413787057,-0.11051434290801264
ALOX5AP,0.03170679744591439,0.1793247984194625,-0.017373601850594524,0.0478976445529152,0.005421766265313442,0.0837912761232416
IL1RN,,0.03661347561138896,0.01103734322297883,-0.009703893689170958,-0.041422847990611876,0.0770831007993736
PCSK9,,,-0.0224352866043955,0.17209146283337493,,
NPW,-0.0008488932818356183,0.052502289082756025,-0.01470148276213788,0.026680682778087824,0.017263996913346076,0.02950396783461445
CXCL9,-0.005767782147825134,,,,0.10001685556026574,-0.04596447958786282
ANGPTL4,-0.010164753558010014,0.024236903858506974,-0.0038605992880474086,-0.042279459728666896,0.0521253883615949,0.07409454821249695
UCN2,,-0.01790656296515879,0.00978139216713607,-0.026163957765409314,,
OBP2A,0.04951797562084646,0.07440266145484697,,,-0.01460872799068253,
COL4A3,,,,-0.0365932626586168,0.012097898129131568,0.004800412896217206
NRG3,0.017758281960210075,,0.043135067255576545,0.007876018064657934,0.013034700800874034,-0.039567642181803524
IL23A,0.018688197772138815,0.02179489038638243,0.016254642416342856,,-0.0012383447680873816,0.06625515147328798
COLQ,0.09400152758910134,0.026171346279230335,-0.029379952820667465,0.03940864466538984,-0.026846031167768312,0.0737622578754667
SCGB1A1,,,,-0.026789375791049445,,
TNFSF12,0.008605078606117722,0.12423974238542274,0.0638813324638024,0.04086929807995951,0.07531042971392665,-0.046102073225091626
DKK2,,,-0.026483288957741262,0.005751955925880433,0.08289892484288072,-0.02802686768926123
FYN,-0.04012507856759558,0.07688143979279949,0.04633099622429297,-0.0609405659627117,0.019946186663077244,-0.00711282480661547
ACE,0.008182398309727239,-0.015512173670420508,-0.012999482686160626,0.06096406611202781,0.0051892689938268085,0.012589156174133427
IL18,0.11699908755405483,-0.04555385336351493,-0.015530798108277344,-0.06840086478935116,0.08222364083936427,0.023730589753735553
PPBP,,,0.052358426416757094,,,-0.018530105309173157
CCL27,0.10066081129482976,0.14346752871804386,0.10779315271232812,0.02266496587953241,0.011931745475273134,-0.03429025608437028
SERPING1,-0.02768741909676259,0.1387863642601838,0.0022589765822368622,0.048575250432647904,0.09866823953050466,0.07431159942002144
AZGP1,0.16034104411561545,0.09547941496729284,-0.0252562444873443,0.06047292187438867,0.08361014262512573,-0.0004352797201430828
INHA,,-0.01546367078279967,0.030530172518624322,-0.02708486575479639,0.017480736765176304,-0.012992862068348094
SEMA3G,0.061463443490064155,0.04693119163691043,,0.0627920733270007,0.07342489041466964,0.025480883048218817
OXT,,,,0.010772779030433966,,
COL6A1,0.04349467586497492,0.14730989982815085,-0.021192831204209655,0.0706987850353644,0.0400807020104783,0.10541729277240001
FGF17,,,0.0031589495659125684,0.07267156088718031,-0.027317292785345462,0.006716965235213022
TNFSF8,-0.019033758473899966,0.09718395925847377,-0.014722433455746115,-0.02385401705852625,0.09656541396740231,0.17226863244886884
FGF20,-0.006698934231594432,,-0.03241242444480279,0.06099368935306164,-0.008635354817900035,-0.015446625875246516
ICAM3,0.048073042334988735,0.09284403025125389,0.026372686178808263,0.06840571178917779,0.07644996516630684,0.02180289480514215
LAMA4,0.04913322557471255,0.016964583112828627,-0.018652070281435444,0.08623463916511391,0.03749188755106953,0.1282372041712903
DLL4,0.07746357850438343,0.04513343743833324,-0.003461957413150394,0.07551653143045647,0.06856229925016082,0.04127702545131351
SEMA3A,0.052123330807788026,0.05343369967740403,-0.018758944190453906,-0.002611503025716774,0.007858375892280018,0.10819832315977213
RLN2,,0.02104717473934615,-0.02061136129730447,-0.026163954880281,-0.031527220657718846,-0.01814683145041598
C5,-0.04648533924770951,-0.002600147080583951,0.08074404975496417,-0.00041578914369932096,0.057403930322389086,0.0742728816608604
COMP,,,,,-0.01542137846079801,
C1QA,-0.03439548987892357,0.16388098659736414,-0.08826435469621408,0.06970064161943704,0.04401072236447286,0.07752529735389638
UTS2B,,,,,0.06573062923641888,
COL9A3,0.06454406320004653,0.0577216176373011,0.033562835847443316,-0.011706012852086809,0.016309494040878912,0.03535406856576181
DLK1,0.13717308999685016,0.23029451120826677,,,,-0.059809091606191266
HGF,-0.02019359698940516,-0.06299436905542577,-0.03690365504843441,-0.0035822880395475236,0.09489204118449399,-0.022560052050427794
P4HB,0.07815141001398661,0.17989878313139077,-0.011405297129826663,-0.010500564625911282,-0.00909832060126828,0.07506544671933797
ADCYAP1,0.09727910723115808,,0.04536915489805764,-0.00841780656751959,-0.008760722057340315,-0.03739627835935886
GREM1,-0.061314651562258314,0.03078341267472211,-0.06093099987437039,-0.003274089917500524,0.04453158885941377,-0.022095032898136642
EGF,0.01776008629071576,0.08083478403609419,-0.025200788575015204,-0.021350054918695762,0.031028113136251926,-0.004620860117948163
VEGFB,0.04247115914035252,0.0696747426636745,0.004163756017153331,-0.0016437681387203174,-0.016217940911164103,0.04107549292186369
FARP2,-0.014072130769049285,0.043702525057423856,0.03740303841603789,0.00038153827016033204,0.014095333628520638,-0.03441159015145907
IHH,,,0.06745176003394361,-0.01146743878705724,,
LAMA2,0.04805647535125499,-0.010397845167071589,-0.01718106794585857,0.032903400162333694,0.0402280823230118,0.05006744652640077
SERPINC1,,,,0.005862047711292717,,
NRG1,-0.0015400763986947465,0.11092792133119775,0.04145550297394162,0.017228343946445134,0.05000509279596997,0.0563866931179255
SPINK1,,,0.018166275063963813,-0.03137430113978122,-0.025316608471832508,0.06941217665275076
EFEMP2,0.1163581138511107,0.10870841812209886,0.028040714603965743,-0.021302249327160128,0.07775941206783792,0.09852563387227907
SELPLG,-0.020093644589423563,0.00239908458744624,-0.037984968394933094,-0.005087102412141578,0.012927942640872353,0.0853469066333781
GDF6,,,-0.0481912644499496,-0.012568392457023392,,
HLA-E,-0.06921479979794097,0.13468905711526058,-0.11101544377343277,-0.012729095457977034,0.00860813982017616,0.010519736257528674
PTN,0.21913736468196665,0.11631856458518172,0.039955157115894216,-0.009032431773312474,0.06517197722063052,0.09047015130661497
CD274,0.06668643968775628,0.09573197408255447,0.002869001623948087,-0.021893776630419432,0.06092940215966973,0.09631534882447017
FGF10,,0.0009744170134419134,,,,
CD14,-0.018852726539568133,0.1753844423409576,-0.09247669008501516,0.07346884868672572,0.05048913085352378,0.10930279056075762
SFTPD,0.010692673103559197,-0.03681457535581465,-0.012117505491144183,0.06650213572681078,-0.027218506731384838,0.07809901800923065
SLIT1,0.20609103282271118,0.003449608805399354,0.07550532285773903,-0.02139783852300327,0.030343174236651105,-0.073431212361836
CNTF,,,,-0.026163957765409314,,
BST1,0.10923855752365205,0.042738343129802174,-0.018500242827949726,0.08412206993003235,0.0989384258703045,0.0798935873896499
AGTRAP,-0.008630771506499223,0.06365406046078026,0.013395502721302481,0.06777252566958103,0.035189927419374024,0.07646504656365269
LAMC1,0.05459019861031705,0.13219060853380354,-0.0515710284695322,0.09592051142411209,0.06454262268594443,0.02530195357911132
COL6A3,0.05699054072801677,0.0651671637870249,-0.04703187308328925,0.04395484596215991,0.055438554415863754,0.12558632910136283
FN1,0.05654453582778159,0.03591902171942105,-0.0440579471676498,0.02943536127638647,-0.0014915059744255185,-0.007796298142847212
MIF,0.023339254565391484,-0.010757964052820477,0.08806364088256864,-0.002996962906371636,-0.014645604504839902,0.05106813093896928
JAG1,0.14564634805562046,0.08094338004105896,0.013306629210622103,0.1339934761870956,-0.017138012561235566,0.01440102234891494
NID2,0.03471831120018566,-0.0175660371211052,-0.0009044513511079467,0.07517094616776772,0.04100693305773344,0.04605215624993234
EFNB1,0.0736448832040903,0.0411554992057854,0.062093519191483426,0.02702664827317555,0.04499115743864311,0.052502093103641984
COL4A2,0.029864771962883604,0.07437361538417579,-0.04749380564726665,0.04504260405122962,-0.00161953567033425,0.038333301356358415
SPP1,0.11954122183045618,0.18603695916128907,0.06257590348589169,0.03423864570140387,-0.011669436740917844,0.05719503127749195
PODXL2,-0.002878057661938736,0.11401303033169653,0.07470200350324702,0.020639090749027478,0.08488641098705317,-0.062245753969543516
FGF9,,,0.06027858151707262,0.0068831729523148215,-0.025928488184008593,-0.024946761750474087
ITIH2,,,0.0015366042737203767,0.02927069419309508,0.11754167379164696,0.11454265192036599
ADAM10,-0.009939627606140734,0.09826534035702102,-0.00495103531049074,-0.02660381378223825,0.02156052916050354,-0.013960844271854454
CFH,-0.0036573066379497654,-0.011365970831600508,0.05639122173380468,0.05860249064027602,0.05589867308746388,0.09410710547101221
COL4A5,0.12569466970739313,0.16199410910472428,0.04887647861418997,0.03856406817536544,0.03085822713682711,0.04488488642444571
LTBP3,-0.1016944838585217,-0.00449141202955901,0.016408373821591285,0.10997966630044896,0.0029488310579116376,0.03915916348494553
GNB3,0.11364771330135823,0.05590302774762208,0.04530841851179683,-0.01342675162335665,0.06379067722436955,0.029923222005105783
COL6A2,0.12025104096479794,0.07418452629903133,-0.06755177826845761,0.03705726448694607,0.04293543967692974,0.07766287474602011
GDF9,0.10469882388584575,0.02676698561794148,0.010048283824882204,0.04133086567006243,-0.02147981276640805,0.04035664879691211
NCAM1,-0.08182109200122933,0.09590534594001804,0.07081213551643649,-0.04777783726195007,-0.04001361792762925,-0.10804268677600773
APOC2,0.04120977093174875,0.07802469038854808,0.0507656217799259,-0.01447519700007179,0.08960320292445118,0.04875770497146036
BST2,0.1593161924236224,0.1801306566269163,-0.0012417464378272833,-0.025188048188262053,0.0894935633776617,0.06559791036505949
COL5A1,0.04928194253653366,0.045991782927437205,0.01506414031269628,0.06380229053423614,0.03736522178988485,0.046519294881557
CALM3,-0.002258486172892244,0.08249854241224375,0.1017483349946504,0.051833888853467756,-0.028256706747261568,-0.13584257746730824
THBS2,-0.020151421943789324,-0.027555425151904026,0.02547215414311228,0.0184310767911616,0.042084380830799274,0.099163304277029
SERPINE2,0.01951142903876882,-0.08442549606432789,-0.09179207509397999,-0.030549432873536404,0.023526273723457534,-0.058050192258780955
EFNB2,0.051690866355035225,0.021272694075150013,-0.011494639292081072,0.04995234584902367,0.08878421090641402,0.05182619919113833
PROK1,,,-0.020611365869843367,0.0364533187823706,,-0.020695053508487046
MMP9,0.03365729928976047,-0.07882757344429513,0.013230058394080885,0.07348931635726397,0.0005501935653534053,-0.0514173870679864
DMP1,0.053818601778888336,,,,,0.09888699909991353
NPPA,-0.01135674484366837,0.05720906827498682,0.03228122740168285,-0.03914037250000053,0.016917838148678713,-0.04335244922528185
APOB,,,,,0.12209040657549855,-0.02069505318355323
C4B,0.046640068706418875,-0.02222474671377597,,-0.030288430948755628,0.00034591394947451273,
NTNG2,0.056370447956318064,0.107042247663205,-0.03711433934591468,-0.008658850996969624,0.03364851783885475,0.03498986282989322
LAMA1,-0.02540602394248498,,0.015749364502151794,0.05129545319463792,0.04010141640561476,-0.02784891749494899
UCN,-0.04626092289208615,0.06365577699434147,-0.007155660280067758,0.014238401517361235,0.022267704957618643,-0.01334558360647021
ARTN,,,0.018760380655474227,0.017811839196187056,0.04832550812928849,-0.029845135687412302
PDGFD,0.08796193583074617,-0.008597346032384262,0.026414511827541533,0.09518345814479653,0.043376639231449556,0.11315068777203575
EDN1,0.060919089090905834,-0.005500263307867666,0.018748676878332742,0.03662556877534607,0.01569451100319893,-0.009316191118775638
ARPC5,-0.03712527311685255,-0.10376604996537027,0.10191910930387925,0.07034305335516368,0.03932122523694663,-0.002219622780211414
GSTO1,0.022121442893588483,0.01645110251821697,-0.014812443064868959,-0.006014577456606165,0.018544289855911687,0.06335187011463388
PROK2,,,-0.01790966548785885,,-0.02360980176817165,
SYK,0.06822595126942618,-0.07330388456809737,-0.08650275380559269,-0.048759913874346604,0.07776808151319135,-0.01910992359966466
CD40LG,,,,,0.03159567951165638,
ST6GAL1,-0.08061504982030537,0.06540050380971292,-0.0285542350654472,0.005259764687526827,0.021139376229784505,-0.06750746175595626
WNT3,0.026680690964684135,0.08534685353347185,-0.02218523900121189,-0.020634045281970322,0.023610251238300975,-0.05462599868995379
HSP90B1,0.037318132177272936,0.1212080589021388,-0.0518946736889451,-0.011956998817331163,0.011158831506466472,0.021885953186317503
ZP3,0.011681758503929633,-0.007401521397170924,-0.03324105752401526,0.0010102504710497696,0.07056984791563152,0.05214875907605186
NRG2,0.04019647390585534,-0.014799912827765521,-0.002681548218012786,-0.014172450447808755,0.010561188886009152,-0.00234439797995079
MELTF,0.1499716713723882,0.03098763321871628,0.011002226965784916,-0.04458433193499232,0.028949873014482506,-0.049203639182329034
NLGN1,0.005965994548873309,0.08865605961528766,0.03207245550618355,-0.048132634695756,0.03914850926099584,-0.011448662417187722
SLIT3,0.06274063358552175,-0.003925715894275277,-0.00839949648302331,0.034346074833446406,0.06179960996911663,0.012887011348162532
CCL8,-0.03447411790615422,0.02440000880849638,0.07938632526501428,0.13758700873354868,-0.003233033839969553,0.16729838129276323
S100A4,0.11461939775609867,-0.02663523658791845,0.035739631534796125,0.06771350383654627,0.04562848561767901,0.09591849778478052
TNFSF13B,0.06219033067188953,0.1148013773893104,0.006519370649701914,-0.0006335602925367734,-0.012175579105137927,-0.021526091651742966
HSPG2,0.02202101355624055,0.10214688968107762,-0.09843731190500085,0.07103245846253199,0.0194227898630259,0.046687889733493415
FAM3C,0.03523917017473633,0.09653150690555054,0.060716480164764046,0.05204318122989042,0.03337475266381436,0.021213548505099652
FLT3LG,0.09108196991467829,0.05012194535058908,-0.027196034999116724,-0.020294061870122452,0.07306024713041191,0.047230944682977706
A2M,-0.03879580094469714,0.11924585244957685,-0.02985439339655415,0.06321720687928668,0.0982147721154498,0.04212284825402619
VCL,0.006958232689350084,0.05986442685714912,-0.02046882784291842,0.04490847876443601,0.05682346207369219,0.036531777672821175
FGF2,0.06666969739693714,-0.00493994514072399,-0.05406945313601876,0.01369017806791385,0.007468675551533441,0.01588178846346705
AGRP,-0.001887439260239906,-0.014985626983417698,-0.021235722189295387,-0.025198502167431545,,-0.015446622059444956
CNTN3,,,0.0747583128995368,-0.03009361064348694,,0.013976361023846608
RNASE2,0.08451954472492916,0.15891081783038502,0.005952010955909416,0.07151391143530388,0.07553990105867164,0.02883481053861914
ADM2,,,,0.016148130580092252,-0.026614856362565217,-0.01653331945228207
GAL,-0.006410240811183841,-0.016341479489634835,-0.04052521129621776,0.052294604495063665,0.0215617759898043,-0.0408509309067399
IL36B,,,,,,-0.02219520713342272
CXCL6,,,-0.006855328214469683,0.009699031269395902,0.07533701950184228,0.1798378308903311
PDGFC,0.033759953869164805,0.021924765346457386,-0.01297339313086782,0.04779280135260313,0.07313830702176578,0.021865969453187185
COL8A2,0.17373802855523782,0.02964168813450675,0.024597635893286063,0.04820496888112344,0.09237908080585476,-0.05468014318126888
SPON2,0.0347335104316654,0.04218415553272917,-0.06018075093620981,0.08522649170334204,0.057195002846878784,0.08997874779923172
LCN2,,,0.08593454332691365,,,
SEMA3D,-0.022197072539444595,,,,,0.0019035846365141765
BMP6,,,-0.013632785903073923,0.030938779070135484,0.04937930230670125,-0.016949897111621818
TIMP2,-0.0776641908062581,0.11477762565392183,-0.10387468323957581,0.04060036639085096,0.043529787249629116,0.026970219993526882
EFNA1,0.05907182884641448,0.12746780569634997,0.04786142277360851,0.047422737610818826,0.07408433603438282,0.07478040255249126
S100A12,,,0.03772266157954512,,-0.029003604759307768,-0.014522982294829826
TFPI,0.01678936496969249,-0.032150713795904444,0.0159303413233459,0.06614385683268562,-0.027958599833351,-0.0219907189097749
GPC3,-0.03933000915461613,,0.012973255491155555,-0.0004494375591316027,0.02752550808525149,0.09215721128512624
NMU,-0.028746317753091236,-0.03700435857457355,0.013253766457249364,0.009717226700435077,0.012061127955140966,0.12953567563672713
SCGB3A2,0.08103846709654067,,-0.007897638240160553,-0.033378023949961776,0.0233787472736139,0.013233515179260035
LAMB3,0.033702613336185114,0.021641869601726732,-0.014750876847506707,0.0909502044665156,0.0777880094184977,0.056953819933260645
LGALS9,0.0011041311425483734,0.02657932543230917,-0.0506568010256147,0.034853486333110965,0.015020394333031182,0.06460296454276668
VIM,0.16415013810035659,-0.0036577583852694935,0.04167138522108195,0.04515853632938673,0.12752559483964593,0.004752950481166301
PLAU,0.1199139845326082,0.15001030698007015,-0.010252120111774383,-0.0037868192046951943,0.06232190319184111,0.104056781698892
TGFB3,0.07626928508779024,0.04195542219358208,-0.04044377261785016,0.0553586892299872,0.023161965437784128,0.010429951488060881
APLN,-0.02571043436334714,-0.038772341823238,-0.035973208680079104,-0.05490134361018197,-0.05299811713853008,-0.07284989429541082
SHANK2,,0.15035074393965026,0.021284537664547052,0.030992351463537987,-0.019893044984356432,-0.06435265465529544
LTF,-0.14395066716337976,0.05699890211586613,0.07698440142020936,0.04072012339644446,0.019288610151599998,-0.013321360418742257
PYY,,,0.029858679818572847,,0.08438081241718595,-0.015446625875246516
PENK,0.11659551944445333,,,-0.03394982732451672,-0.00443240942649297,-0.04995194784522608
CTF1,0.0026476833241692514,0.06441647862576207,0.06814415021966251,0.051769575143877304,0.040707757680385585,0.017376671451169827
COL3A1,0.01965188511767723,0.019767222548339538,-0.047540928698100914,0.07978795329499246,0.03868527692090555,0.11445043629122832
S100A10,0.029969977416455823,-0.01860323201578237,0.07131712915951025,0.02258958328786156,-0.014770568994360538,0.0645784801748786
FGF13,0.009084187383336915,,0.06681985215146592,0.02449604628648162,-0.004962866591819733,-0.07612335589282063
SEMA4A,-0.01368673392931411,-0.026453344625420955,0.03928182426147474,-0.05117009374204718,-0.0034878218983154896,0.03142512618763617
EFNA4,0.05861971833179501,0.10591511824195118,0.08509737637380324,-0.008010553185056874,0.06539011455345474,0.09704167588297832
HSPA8,0.15699101481267527,0.04081895187723163,0.03617898117434164,-0.015222113400700572,-0.06369261515493839,-0.08262183954151772
NPB,0.031487899264955675,0.0332823807903887,0.04366569675126589,0.03099380030483618,0.1698903226737258,0.04134665693978273
ULBP1,,0.04900570364606042,-0.012063479483453009,0.10577061207471443,-0.001288662155994309,-0.043940288505895216
SEMA3E,0.016766531269140298,0.04332279582208588,0.042302435592701956,0.0019501526489816437,0.031858690015372254,0.08934003635188141
FGF3,,,0.034020315377396096,0.007573953859865902,,
ADAM9,0.1477602959667345,0.1165833792445648,0.046403502673407475,0.01853515113100306,0.055631218091817744,0.04982096016575814
ASIP,0.08286536415830557,-0.03941338133358546,0.00976403135676421,0.007327979581261176,0.09892516151039871,0.08861216696973585
IBSP,0.09312177174479574,0.028413913747792088,0.02910794936381202,0.0750997734520794,0.03056131206256722,0.018600529093019035
MMP12,,,,-0.02385401705852625,,
FAT4,0.07273832526121281,-0.02356647032120146,0.04630615552999632,0.004800025237690591,0.013891563086651777,-0.035354579771178084
MDK,0.035079390916488366,0.03701246167342017,-0.016225450050045605,0.03915038303326949,0.08586588460119862,0.10608238857657903
BMP5,-0.05113587076298999,,0.02269691385279954,-0.0017942711380955212,0.025198964971598816,0.11957889960688793
CAMP,,,-0.034959002263176005,0.22887466418624317,0.14040798844696561,-0.021205425079299865
HSPA1A,-0.010143424354312687,0.005666838397928637,0.00033299888523936465,0.03316757602399361,0.006371950982131436,0.03351065558874947
SEMA3F,0.024043855432549877,0.04968764347826868,-0.039390635745638725,-0.012044802116371406,0.0526240099596553,0.04613010631752787
ARF6,0.1115017436439097,0.042121482633781696,-0.01995040434851465,0.007618148579861585,0.003250519475468044,0.08988623173560302
