,UKF243,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
QDPR,-0.025538261118607342,-0.007473035177314802,-0.005759670675472749,-0.03839392204461877,-0.09486129499953662,0.018889330253751075,0.013034891810755218,0.05719425763199144,0.024570292710654786,-0.05998356778627436,0.05293592119316763,0.024657240091787578,0.015238892327544584,0.02860101200705494,0.014904604719885303,0.12073668439378037,0.05108820998560711,0.02021528950965832
POMC,-0.054772521877489454,-0.0009267010708486579,-0.02302247301664414,-0.0024306612693715374,-0.022768261150011484,-0.014493503484228206,0.043848086324251336,-0.042115900192515786,-0.029888643032559996,0.07503658163280272,0.07242804979565523,0.03166359275441841,0.1372885111074937,0.051184584645804866,-0.03840691213200609,,0.12317487844454825,-0.04057182927331011
CCL18,0.1091757986781507,-0.02658320788670192,,,,,,0.06549543654340828,,,-0.05454891137225311,,-0.018136150057752327,0.05681814622190562,-0.003395147174605141,,,
CCL17,,,-0.020009918794683695,,,-0.015578638894373747,-0.006189454801478709,,-0.012743984763968517,,,,,-0.02900116902592621,,,0.07513246528488775,
VEGFD,0.049042621138635924,0.024163142581110953,-0.009110653073719032,-0.023671985355049184,-0.032014940372530276,-0.00017971341634312024,0.035014384763269964,0.008753244912732562,-0.013658123195276824,,0.010977482566847645,0.02438421004906812,,0.05995045052092014,,,,
TNFSF13,,-0.02006054809160409,-0.013802394149366326,,,,,,,,,,,-0.01801279779789087,-0.026364212437064254,,-0.014268505282979852,-0.009099160391736005
WNT5A,-0.0070249694705603145,0.01873860983631179,-0.01182199217236056,0.03537965024696601,0.07576639352371002,-0.014612834588139634,-0.011989727896057574,0.023309464365475655,0.019013924104490754,-0.006527865835527845,-0.04204846084322471,-0.03955585732102081,-0.05359092766867254,-0.015517882144221782,0.003876129426972309,0.005328744805776248,0.025367762715906413,-0.07807523267898525
CXCL8,0.09672319965152164,-0.04438961430946496,0.014734385223933087,0.027481909497077243,-0.005876956828860484,0.015295476752778012,0.01239562883240682,0.04619939370416478,-0.024420847874867212,,-0.09839782156906339,-0.006425575978973328,-0.031931547590776294,-0.06871751592329572,0.04222019565889999,-0.002654514910909721,0.06253847580194687,-0.013149393076579195
GRN,0.03635575628589324,0.0364848540439509,0.02671731781374659,0.04454184435487164,0.12679247064185004,0.0011722500928604477,-0.006941437971597486,0.09046298100743809,0.03753046774788239,-0.02817985923526357,-0.09169823354499367,-0.04674684097202858,0.008057500880067996,-0.002598930481063936,-0.03456089224033502,0.1341880155185689,-0.030599622364709828,-0.10552342195440825
MIA,0.09974578794363367,-0.021903089674884052,0.040561744478982066,0.016788683554029796,0.15174793046049478,-0.021075830201391706,0.0020719638408872513,,-0.0010368428417658244,-0.05081086475775478,-0.01332431649435129,-0.0023625885611244716,0.04653580235852583,0.09064303182116111,-0.006359818843939452,,0.06169444550205878,-0.029114824293691176
COL4A4,-0.03138910484408062,-0.03192621668958526,0.0014198265145732142,0.03604272246983666,-0.01883181845071772,-0.016264580988117325,0.013271728952209409,,0.018068128533222472,,,0.00344508272440697,-0.022929760372416553,0.02054632459419057,-0.04731627037604255,,0.007580553674660622,0.07657557428230231
TAC1,-0.0119096395017008,0.07112718655805698,0.01441635600039909,-0.0736611059676135,-0.045666182338161804,-0.022316750911585165,0.040245308512347436,-0.04316500236942551,-0.03215666090213888,,,,,,-0.04050622616781445,0.0025241079173098143,-0.005206918139091529,-0.12435231450973887
RARRES2,0.010623262884507744,0.01941553689327383,0.011420107883965545,0.07280229138616773,0.13081880873441223,0.038252375349422524,-0.007581364323997732,0.09128854330620846,0.020657860522697927,0.07334606076116675,0.04606357028680187,0.009443958172852198,-0.043764421337728975,0.0025406275268810767,-0.001319955478683218,0.10318077320767563,-0.01632403589368913,0.055975861373997106
FGF7,-0.01203522513827223,,0.057975911889194286,-0.010695771265427324,0.050676324132834856,0.03742771056300397,0.06222223016901188,-0.028158295771301026,0.09407982567724295,0.033632031204629,-0.03843836084439224,0.06885084974159587,0.054277677150088986,0.0015634606763644842,-0.04299547308308311,0.09503471366428524,-0.012220072634167477,-0.017428813292298714
EFNA2,,,,,,,,,,,,,,-0.01909419576644894,,,,
HBEGF,0.03198884015838432,0.04935849016011309,0.03168312211452377,0.00011953983690237132,0.03757766577199139,0.06266656117552197,-0.013307882384209064,0.048265306836089594,-0.019081497572450257,0.0246206924835452,-0.03228517738964363,-0.000811606460589714,0.033267417332747386,0.025076271128624286,0.01345173823999842,0.033379688065714265,0.017824041501230615,-0.08121946261804008
CSF3,-0.01652432763404731,,0.001382094964749091,-0.047574649570637256,-0.000899858162779174,,,,,,,,,-0.027183363368362252,-0.03365890983993673,-0.02978543210733679,0.06975258035803718,-0.03198069904311742
PI3,0.07728379765509005,-0.027966655491487247,0.023428871537912486,-0.023977770852684117,0.09519968444868168,,,,,,0.022887409233550354,,,-0.04076409404418326,0.014850934596633468,,-0.04085247264364415,-0.021111050167209558
PCSK1N,-0.05382889036846404,0.06643037380034453,0.011315332255995712,0.005703108587793398,-0.02088314556456893,-0.015702423942166047,-0.02011252045110345,-0.10101816430758655,-0.0035804492027443407,0.11231210938133893,-0.11682383486310635,0.06984835999364328,-0.033985757056760824,-0.015941547409155734,-0.010581643140877964,-0.06436840961418354,0.0013104657548429599,-0.022964189832528778
NTS,,,,-0.027701343175134892,-0.024488625735424426,0.10054867732285619,0.027986119285469787,0.09867364480157709,,,,,,-0.023262654161454156,0.002269517354037466,,0.0017389388108221286,
SFRP1,-0.05977914572892438,0.02824383792286591,-0.01745942760356833,-0.027005635850776644,0.04310303741791217,0.0055877609715495186,-0.007177412852047,0.05436016504070594,0.0029242527352344623,-0.0600166423534814,-0.05882849879551535,0.048973057327824344,0.050988330913383124,-0.030616558989725963,0.031958474463283995,-0.05822051450612362,0.003932317086909511,-0.03989849700448399
CXCL13,,,,-0.02676293000584371,,,,,,,,,,0.005424081911884675,0.05272766261095571,,,-0.025940691147672612
MICA,0.08135476963898412,-0.006426383969944728,0.057094609071373856,-0.013255737766835661,0.0059781465329926,0.04879670417260569,0.05338549394447796,-0.009912483016132309,0.1106419432789287,0.0492260137798515,0.05822986781035714,0.02107167793046375,0.0037834996455264652,0.06777385607420897,0.0009488517789524668,-0.026438296137296168,-0.03009079146422284,-0.021600189079864225
TG,-0.035174104913240814,-0.00968942988520431,-0.018841488555455494,0.012134017187623617,-0.02404612512097988,-0.015694889135964316,-0.005611832193201838,,0.0168767942691786,-0.04048270405982022,-0.03381975399510371,-0.053121788324987845,-0.029529892487024777,0.01353667395575833,0.01532772736388316,,0.009482939599248882,-0.028586775886230303
ADA,-0.02718676124345032,0.03647275511673978,-0.038262755258988305,0.007800476313445345,0.1103022572024598,-0.0017529764597934666,-0.03258482933783113,0.08120343520351311,0.04195422980599579,0.01803173045692893,0.052305280763483064,-0.062025810917317105,0.03365212253976072,-0.016904877875532836,0.000852016508315429,-0.028060368557647056,-0.011189518997579005,-0.022077885649592965
LAMC3,0.11256251960858638,0.05864399666647827,-0.008252448562615592,-0.05407210017472161,0.11590435795673536,0.07442073346206736,0.011750477380236421,0.07681932804104406,0.019807697717821173,0.060648697402545984,0.02071514808272147,-0.03904056109751671,0.03335204840820189,-0.014204334510936986,-0.06056225310029307,-0.019737432749320827,0.016672127190113514,-0.04601890365987566
CCL7,,-0.01690916590593718,-0.01362236612199589,0.04253708511984977,,,,,,,,,,,,,-0.019703625032882265,-0.05415374342368525
NGF,-0.0016197892013624334,-0.029032198166766266,0.0072821190746521335,0.002942127422705821,,,,0.014529341469471511,,,,-0.0035157180403897637,-0.02695146401453821,0.0689044679327342,0.014676265020512466,,0.05344848952676406,-0.03624394766306407
TNFSF15,0.04589795791533029,,0.11659006003061916,0.03357870074673259,,,,,,0.08460540840101802,,-0.043147870295214545,-0.027218699949120385,,-0.02090160515841735,,0.001866259940146623,-0.03539450690907076
HMGB1,-0.010447354617738755,0.07293379455692219,0.01963437157012521,-0.007490394239993179,0.050525361337839775,-0.07644770205476241,0.03715782480377131,0.03612481190515611,-0.03496057938351625,-0.00033393823858186806,-0.055179561047557196,-0.03944603006549687,0.03687690526074658,-0.033586423213429216,-0.017422280750320287,-0.08641793894261414,0.011520290154481925,0.02568030334755188
ITGB3BP,0.02656593385424589,-0.04237868712002217,-0.03921320306146336,0.012197086648592129,0.07605460262282016,0.09549898213604613,0.03537940255802135,0.030659299504100224,0.05016738525333178,-0.0057912501353316465,0.10006122408146403,0.12043722236610305,-0.01820668466271452,-0.005654584277048678,-0.014944671277270442,0.06503558105232636,-0.0034133502965798495,0.03610093912045212
AANAT,0.08320470071865227,0.07344418190862678,-0.01380239562246958,-0.008491409383990926,-0.017971717884560756,-0.014114505521190318,-0.023127583006249005,-0.024674647549662018,0.06133111963566627,,-0.030111186106777186,,-0.01888956051883224,0.1322785714267317,,,-0.0008888662639938789,0.032722744796241765
RELN,0.012173800205213777,-0.04004548646495042,-0.02395786782254477,-0.03343755714076177,-0.002841729529239797,-0.031075584980169536,0.0025535366006020524,-0.08670124432298429,-0.018925459616069857,,,0.0704231614000007,,,0.01889205228297187,0.004741592909049063,,0.03814569899983405
IL15,0.06134732518870052,0.02965327515355722,-0.00783777466868674,0.05238860840719195,-0.012739465957904874,0.08464515327533341,-0.03799123334104557,0.0883318923096926,-0.015854670822607764,0.05423828080916894,0.14462995442281776,-0.030371678014043998,0.013159351780699281,0.01656071154313351,-0.036531137105734135,0.09355133815182268,-0.00956694445631305,-0.04192737016338745
UTS2,,,,,0.13856494965759922,,,,,0.020468161731559995,0.06027344184498682,,,,,,,
BSG,-0.07375424952750524,0.006198372161056496,0.04923305480668732,0.04001639889868551,0.015029402598600791,-0.06836802010740294,0.048304508134457386,-0.041564796267611566,-0.021533298088122054,0.07860279300907685,-0.09469194549586052,-0.09344666569260353,-0.0188306696090494,0.024398706952245164,-0.050975295779327315,-0.029160141759645163,0.04875244364902642,-0.0013387165274598427
ADAMTS3,-0.08338168951942038,0.032222104426174784,0.03803458541243813,-0.008151270314273252,0.06723530776511834,0.013913835619616203,0.02280850294901081,0.09654352140951442,-0.026345345933570834,0.10514458317776931,0.027033011084253555,,0.008768795934774705,0.041672508651610915,0.04328824108903757,-0.03621879914751094,0.03703754519778915,-0.02167106681941863
CD34,0.0029083455132122276,0.009221367235506104,0.004177265290844446,-0.012744019229531747,0.09826907412962509,0.016201552868264756,-0.02194970330260555,0.06696739177482187,-0.036716877392885414,0.008641170316360696,0.12067365731113865,-0.050181038993449556,0.07323254812420543,0.05145950989190221,0.000517320584257556,-0.0032810998156119283,0.007778769349544035,0.027178300196650303
CCL23,,,,,-0.020448962130186304,,,,,0.07533121137433411,,,,,,,,
PLAT,0.001756095736936291,0.019477405735404903,-0.026528664313159613,0.014609293387549736,0.10326309273286619,0.039943424529774285,0.0008425517497510706,0.054288956097217705,0.003621889953507065,0.04769736774872786,0.010578831452960395,0.014907963890077095,0.024276043552974035,0.07301582392223971,0.048926731244595165,0.02300596607620401,0.0030417712345524464,0.016429411641902175
NTF3,,,,,,,0.008195924487652575,,,,,,,0.007531696289621872,0.019684735429008813,,,
LTA,,,0.09949704719573772,,,-0.013593739778428269,,,-0.01585467277971573,,,,,,,,-0.028057266123073632,
CKLF,0.057805905952415436,0.037793928626558,-0.016215956341121895,-0.009767907821262689,0.12243157285705072,0.057702331280341766,0.012004718695315443,0.12676293928411123,0.0516449129422103,-0.002365142149366107,0.07243266502674924,-0.07173105950041357,-0.012359755283118926,0.060399949781775986,0.09085537534306862,0.052848266237668695,0.012984842198809533,0.09946205875006264
CD24,-0.012325407542466086,0.027442388168797696,0.03213908185035163,0.028037202909628998,0.018871879402795715,0.07224295028166892,0.029982588371255534,-0.0053056241253521,0.03580223493966246,0.030540127242022062,0.1353119239073052,0.048873396543354174,-0.015395607825333125,0.05578058940087079,0.03584741905039846,0.08569897228700826,-0.017206344402037964,-0.06753925113722363
HSP90AA1,-0.02344834425426562,-0.03305399172449085,0.009008037554724896,-0.08921479099356301,-0.11921294445966031,0.11330730122186006,-0.011614474496703374,-0.12712372286055723,-0.03528486393716149,-0.01433206006823604,-0.1328828398229663,-0.06657065424646977,-0.0034580528982550793,-0.09357241556747606,-0.097146942262159,0.05462964440455042,-0.027409195768930777,-0.04678325140812935
BMP4,0.0034511542223586364,0.07673039639576348,-0.012195131358117043,-0.030245877652433903,0.024246187714228706,0.014901649124267523,0.02397649355613673,0.032861577617983875,-0.013509818749086874,-0.003730219529111393,0.14776044902466084,0.02385982222225986,0.03222803278407009,0.1032004500717435,-0.05945769660644495,,-0.02288987709463374,0.010090531912112633
SCGB3A1,,-0.01690916421504318,,0.024460973322145023,,,-0.019508342469478523,0.02078584658551373,-0.011063180996407058,0.02290808770753399,0.14592724268071133,0.07104966465093936,,-0.0023839259381028374,0.011398194125849397,,-0.0008459031979942796,-0.03924037417000146
IGFBP4,-0.04931186020407389,0.005827153765631653,-0.006765266643115046,-0.0034250433342513003,0.1347713488691543,0.06632079871577949,0.023253272901236,0.024153473582171826,-0.006536492888534985,0.07632798209960653,0.10174170334682803,-0.04042884411997707,0.0991910274461405,-0.011612630375322033,-0.05468077419240305,-0.023717763188318655,0.03829077505197221,-0.1383878336860586
RSPO4,0.17791812522068637,,-0.026724711595776038,-0.03253632289063197,,-0.015810346928125347,0.03838276518938919,,-0.006519240004049351,,,0.09378027256662685,,,0.06619509049724584,,0.008623500782905068,-0.0032955012787867772
LEFTY2,-0.015941251738970697,0.05493752594140994,-0.009937872688595873,0.03275735765942835,0.13925678436390637,-0.03893536150999925,-0.021391132981116313,0.1408967306191571,0.014357266872460622,-0.04809321089021251,0.018797796506844176,,0.03314522071654379,0.24362758493524628,-0.0023678588021286075,-0.048777257157485106,0.05976868380513556,-0.06644152567151983
PF4,,0.06192465069519805,-0.011885246064826122,,,,,,,,,,,-0.01750115237270717,,,-0.028057259630414142,-0.01928878262794459
ANGPTL2,0.05700645117842829,0.04839638024386735,-0.025953515513858272,0.011666507566941684,0.10876603080027294,0.028653665129825853,-0.010932182747230871,0.0485661916220169,0.03746193791241163,0.042024076864643135,0.03879672077380464,-0.002402645509948417,-0.065221139274086,0.04166626151197793,-0.007820582088070873,-0.004343763636521203,0.02590891170159184,-0.008081329482468282
LRIG2,0.05526900795232081,-0.05197435787657234,0.021003995161325385,0.018891932612383634,0.017234402680734257,-0.02257717285071999,-0.008746462558493167,0.03869087585043071,-0.00522700052229639,-0.007179372520336599,-0.00428438224247669,0.15332959397019666,0.009973627270667532,0.053655229875573515,0.00524207753599372,-0.07331868903433476,0.06472250786029872,0.021362961684443522
ICOSLG,0.026519406179856295,0.010129724519264905,0.0037805833306913347,-0.012073364631742309,0.09844921964737648,0.07180031778481868,0.02617735865474127,-0.03661135628546908,0.09096060761047241,-0.015084206098335511,-0.044640575788201256,-0.02142752947983863,-0.018600764201499736,0.08867055557886594,0.04606097205869105,0.038038897238262655,0.013077807859011043,-0.06055136608255352
WIF1,-0.07226919273880253,-0.03156136106391741,,-0.040618868094181776,-0.060187550966966354,0.03376126291733496,0.1280547711955318,-0.023821997708546365,-0.01241971976346756,,,,,,-0.027174086735774917,-0.032056646519784356,,0.010272755812583103
NPPC,-0.05395946055966925,-0.026411067335301654,-0.0025877833015036547,-0.04329814808762015,-0.04838813923543385,-0.02379924091130189,0.03918400890289004,-0.031049725485135432,0.019077230401184232,-0.0311097781690152,-0.0012909650692460545,-0.01322276102630134,-0.02261828224447842,-0.008296811289555143,0.003961709617726026,0.004314051389594622,,-0.021569742121316054
LYZ,0.037807319487616294,-0.005082141626576442,-0.008462956147264267,-0.008033785048727612,0.06965215617766277,0.08948484951894413,0.04767089545903091,0.15514171869440999,-0.026279705279423426,0.10329850709641021,0.021628761314482596,-0.09043204532342604,0.06500749388349265,-0.00024888613086490667,0.006880351799420278,-0.04742683068736858,-0.03044432490669639,-0.014005788559440879
EREG,,,,-0.029673408167828624,,,,0.05393388593621173,,,,,,-0.03238657576981929,-0.005032955944581237,,-0.023055125446724757,-0.022207102774657837
SPTAN1,-0.05604273365830237,0.07078894946308406,-0.011054330741726275,0.0020276465554471823,-0.06097526919150886,0.02089574605165534,-0.04372751548061654,-0.10037611068361506,0.013414858454946957,0.0012486904112307669,-0.017784299133529954,0.00817962468340676,0.00572437852292814,-0.01658156740625964,-0.011845660126717597,0.13677316242104107,-0.028536976721162708,0.016554044808118375
PTH2,,,,,,,,,,,,,,,-0.021619154880414104,,,
LIPC,0.043164101743933266,-0.02147423575210984,-0.02135867236015567,-0.01895825887729662,0.029627072714058768,-0.02955905367152272,,-0.012820615031145793,-0.024906208293098024,0.035550869760266404,0.03575826722758195,-0.037439269063271136,-0.014584610437725673,,,,0.012785596445448131,-0.013710020089060101
COL8A1,0.07551419587677466,0.02063922072819545,0.00886230188025888,0.034769861591207187,0.044611382909741176,-0.045868493416917434,0.004613580795841881,0.11173935085544374,0.02763697415894456,0.07888059852102865,0.03840281029296218,0.010807795275824173,0.01742019036153954,0.07129049762703557,-0.017332179257211804,0.1008043066218994,0.006662182145077198,-0.04786322031237293
GSTM2,0.031922238783752756,-0.018525153252362953,-0.03936949073039784,-0.03750344577192616,0.13009313511100726,0.05916406958470868,0.03803795823574955,0.061368238073385324,-0.011700805106533126,-0.06477125037368986,0.05160081600025486,-0.009039340609111228,-0.05690527995624636,0.06782620572111309,-0.004559937524684575,0.05128737069311734,-0.05414293539285937,-0.022413006949867014
IL4,,,,,,,,,,,0.08291593441267299,,,,,,,
SPX,-0.05147371500834337,-0.03473118364044819,-0.016928452709346606,-0.05623249184017631,-0.038593688952246144,-0.012788038756798624,-0.01620065374380647,-0.10826442423312548,-0.009650907323520476,-0.04124197866886345,,,0.08230873308162524,0.09092890978611115,-0.017967400376872812,0.01611467194008775,0.001414204442358257,0.08796758442120191
MFGE8,0.13932725675402724,-0.012069333263264212,-0.009166080929874514,0.03939948569753909,0.04562303783320544,-0.004298372839243548,0.018853545970191978,-0.048070921432427756,-0.0030347456163484724,0.08558471130810119,0.06685463909360193,0.027973030520211405,-0.04082192585862511,0.03660386693804199,-0.03365274074446276,-0.054833958638280896,0.007715207234071867,0.016651460094092616
TGFA,0.0278426060931131,0.06367567032890592,0.0011763395469772035,-0.049513924639754764,0.034869696958694255,-0.03444531231852842,-0.046899852797056406,0.04803375467612325,-0.022450024518431196,0.0694032748202758,-0.021967408928815872,-0.02137771810487322,0.028764112216236898,-0.011266435599439257,0.06792510626496895,0.012183347246330406,0.06312474241893169,0.01882069699239647
SLIT2,-0.044565085676469114,-0.014452612910114356,0.02366741948684524,-0.04461258692316941,-0.0006180265847673592,-0.03330476656957815,-0.02195898449409166,0.01915386927539944,-0.035663251973144655,-0.02555935689472446,0.06395521838764674,-0.01657840712785184,0.028590900932009704,0.027747767898922245,-0.05658163164012121,-0.010256565494071947,-0.015343883175444608,0.019101071331447585
PLTP,0.025926437920061083,-0.0029146448665646157,0.008453823380428488,-0.027079917243902005,0.09588233925490881,0.02712539093080429,0.024074746099838815,0.14460483738500296,0.0009518899162599784,0.03827571043365194,-0.14006064135728657,0.03536445208813433,0.023932971071304567,-0.019045668739335133,0.021408334560607773,0.0052077105391207645,-0.0056990069527134415,-0.06282486505632283
APOD,-0.030314665074096563,0.04706244879962815,-0.018912071687663255,0.04369230067641373,0.026569505969272728,0.024471796344357283,-0.009985104146434574,0.020999145261893226,0.020260724194666263,-0.028966697600912278,0.07143506081476445,0.05860425330860527,-0.00643827984772316,0.025835797488094878,-0.04882893325167419,0.014670592271690035,-0.039243062945967605,-0.02430154956980138
B2M,0.027383760022537066,0.04689466202543888,-0.05576791796253904,0.007962720719155075,0.14866713568373216,0.11556546088549001,0.015589294255369819,0.15924013177227095,0.06605389235553617,0.07828660044819742,0.11899057823325197,-0.023697696199958,0.05790915072069339,0.053724562296330845,-0.007763634730781631,0.07605800332311557,0.019609498689711548,-0.06528107356872591
OMG,-0.04621178358358977,0.004396699114540534,0.016428020055555822,0.017069929287226344,-0.029652159210279666,0.031129610482348243,-0.03350933829263093,-0.006312798060630068,-0.008424011492180573,-0.017505030916807163,0.03740844810282172,-0.0024859035452499214,0.017667158687824626,0.0362657035815696,0.040167857892436445,-0.004834250579392223,0.0009439756238509938,-0.044654782822345376
CXCL3,0.07192976109713375,-0.01140081769729002,0.03621760880639944,-0.06737920546214962,-0.02359600648790173,-0.004195277553340321,-0.020869799780844044,0.13449837272452514,-0.011418235466841734,0.05791063842459052,-0.07140422893227762,,,-0.059922816941946844,-0.05214112893407799,0.05071239723398118,-0.03389253119544678,-0.030714713083758304
CXCL10,-0.01869168609028976,0.05711104519317907,0.005228949500464283,0.06000330072809258,0.11997636104287444,0.1332900643142549,-0.012702186790320397,0.03625489676144086,0.056768070186622936,0.023253923596526466,0.17601249786617704,-0.05163562180892792,0.08431873850754844,0.011122632801970204,-0.020854466875505503,,0.025903409228628715,-0.04467772856550042
RSPO3,,-0.007816784057934383,-0.013802394602628812,-0.031500496308903475,-0.02951051370557468,-0.023879139080138764,-0.021723408472839267,-0.05798572252491794,-0.011931835997917837,,,,,-0.0029212554680391927,0.02074608681304579,-0.055073862859663855,-0.01999532655249938,0.05123527525286866
CORT,-0.03481776250765717,0.03989835273048288,0.01720786104728647,-0.01774333690125403,-0.025083530935902473,0.003995033065928872,0.03602196274629017,0.042444742660634575,0.03832562753280059,,,,,-0.018314066442648352,-0.016949641697666207,-0.060898964651510325,,
NCAN,-0.06786518987296189,0.058169531756522015,0.039050043212913686,-0.0019348620134056302,0.06953416603054598,-0.06640262948274092,0.03204170459105616,-0.06404857486685993,0.02731104604465814,0.02577655248894001,0.023681272386222908,-0.08749186625492393,0.05933461712860338,0.030110623652705587,0.012064653040318559,0.03332381915120373,0.040706541059273606,-0.003110482121702447
PRG4,-0.0344704266115087,-0.025429366136670604,-0.013622368244839434,-0.022554242264584252,0.04979575244422326,-0.020204995727248796,,,0.009744690683495824,,,,,-0.01229169407329145,0.019558831008420905,,0.026815805100617207,-0.026847357567131545
ZG16B,,-0.02344790725471047,-0.015810424360245316,,0.12737938924101816,-0.010801460273024734,,,,,,,-0.02099886723569041,,,,0.040833035997928084,-0.01645530983555074
TGM2,0.14280647154602102,-0.06703403236785978,-0.022107746878709107,-0.019525183116477912,0.11556411149287485,0.0039048581574470443,2.40108065043366e-05,0.026205029693494433,0.034625897934944326,0.06811972817678066,0.012652252304985862,0.025109034404793056,0.0005342557915306071,-0.028287576915940547,-0.04487702639893314,-0.060935645528283996,-0.03081986576778396,-0.03752423827146499
VEGFC,0.08649376671741874,-0.021521458092793287,0.047361173150342155,0.053429517995213185,0.024870480966684406,-0.00887546485530805,-0.034050863876435085,0.006011021472445807,-0.014236825661496802,-0.05306657510718595,-0.004051855224914498,0.0224898854201434,-0.027218702376392744,-0.036694714437410215,0.06652537665284099,,0.02236743714483924,-0.03056214817721289
WNT6,0.01172852490330363,-0.0029060509841490932,-0.018841489337764094,-0.006679255840170072,0.036358056121127136,-0.024038264575124566,,,-0.012425182521416844,,-0.03143759134411578,,-0.01996992520648612,0.07410728256497053,-0.02893634960839306,,0.1211204713761307,-0.017003272009318515
NRG4,-0.03222528753682082,-0.015573935438508168,-0.01657904532109876,-0.032125568630419155,0.016967793424789056,-0.02075135409662,-0.02004184766235494,-0.03398851640935778,0.02445862087025491,,,-0.0008053591019677066,,,0.019503027509537942,,-0.019995328793498433,0.05607258161760346
PMCH,,0.05754699137701275,-0.009969189290013912,,,-0.015810346165105345,,,,,,,,0.08707849029417862,0.044160852383281254,,-0.03317926348870922,-0.032746466011149326
COL9A1,0.048939105839185496,0.0614463442060143,-0.01731560280421936,0.08100705106001083,0.08213154082007784,0.008954760703930153,-0.0336937745354549,-0.026624688394872573,0.017841164983901685,-0.005878172823745116,0.026982862442209377,-0.017000546155752697,0.022087371304643437,0.042165685682315344,-0.030299089238007212,,0.0057008403616573625,0.06225055798267402
GDF11,0.008376682180838632,0.005631315388012563,0.009175665448745339,-0.004753091306691898,0.06478022403931726,-0.04585977154842745,0.0127014404893066,-0.06501899885609724,0.03741827678308512,-0.012015938662725122,-0.08712858746513291,-0.03443971429606882,0.011497204309236056,-0.06231734805970671,0.008803640952566222,-0.052853582203732506,0.05399827109341478,0.02335547027231596
RAET1E,,,,,,,,,,,,,,,,,-0.021934733615824414,
