,MGH258,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF313,ZH1019T1,ZH1019inf
IGFL3,,,,,,,0.10231408598940497,,,
BMP1,0.029983838998100032,-0.016267895303304872,-0.04099824372888803,0.03533648999358724,0.032627347888524234,0.15109020574709178,0.2208765481264583,0.05186416669315578,-0.06473079482271696,0.06409112912290355
NDP,-0.05532147718421316,0.049143203141428865,-0.014857589392552334,0.06882447399285503,-0.03697566284901413,0.009053375052301964,0.06073552129755913,-0.03465693392184148,0.048010522155108974,0.05624209807807085
TNFSF18,-0.027281040967545803,0.0012152583836100737,-0.027232127879487828,-0.02106846121308504,,-0.007235223894095986,0.09185176828591446,,0.07982926676785662,
RTN4,-0.06937104907247199,-0.031202891755719827,0.021624312155394256,-0.0015757163283693408,-0.05796172971798721,-0.25868690346264,-0.27799777383756696,0.02683816025861263,0.07960887534497725,-0.08182818172841316
HEBP1,0.019004525865362446,0.04790866362596487,-0.042808834741776394,-0.007935476992945084,-0.01495315379578723,0.095962333918119,0.08533457610531713,0.10095623753727062,0.05128312487276166,0.028745602528207934
WNT7B,-0.024033742626443817,-0.04980094032450944,-0.011533047103782878,0.023399116545699664,-0.0024308191288173174,-0.007481096276601044,-0.06841741427294679,0.10103269898784677,,-0.039613536058897746
PTMA,0.03993182161499578,0.009956635081607773,-0.04356477422445313,0.10240535993094325,0.023190079505643776,0.32718167602626586,-0.1367484073147783,0.025019036663025965,-0.03784730695355446,-0.022535189351604343
FASLG,-0.02403374942072129,,,,,,,,,
CEACAM1,-0.018816012585276674,,-0.017332503079847284,-0.007362469420387471,-0.0021190257500807047,,0.09062673245677903,,0.034391172971839565,-0.042496745773352294
PDAP1,0.007641732658924608,0.017110697062551108,-0.025066353022780926,0.012909098646612122,0.054862536131396564,0.09917246805164492,0.19744930021561446,0.02351621677007784,-0.03954101725156229,0.1088341718984747
QDPR,-0.05102405495441959,-0.008743352989682356,0.051576485352078975,-0.04026191964548307,-0.048822625204168794,-0.09463731752193175,-0.2336917238564028,-0.010253533166309019,-0.00413971187878518,-0.1456265477068792
POMC,-0.03811107092593783,-0.01887180769701339,0.02354699997287769,0.04813060709758736,0.043309075217063966,0.00249254291043497,0.052153506498911845,-0.02831156494378995,-0.09478546889981962,-0.00690561551321342
CCL18,,-0.01810166927088345,-0.021629326198957518,,,,,0.048080884182766445,,-0.06230704603615224
CCL17,,,,,0.008160521371374586,,,,,
VEGFD,,-0.004747188949831291,-0.02162933306728164,0.02368339434128541,-0.006644560380525004,,0.1409681433157879,-0.019128437727239423,-0.04483935483726379,
TNFSF13,,,-0.0163221888137975,,-0.022267294007589065,0.008070389632868782,,,,
WNT5A,0.04022782125460945,-0.0050133635992846235,0.003748150530816269,-0.0020582731500272994,-0.0019065724288109794,0.2576010436679288,0.16073722073269728,-0.006547716245479565,-0.006996352007002259,0.039851410790349935
CXCL8,,0.02915674603605254,-0.00423844839288306,0.0007794827720216615,0.04248998634411936,-0.01665805524877174,0.14843501403176895,-0.01766693176739317,-0.10431258809881704,0.11395405074105665
GRN,-0.07710804653115728,-0.07433255374960107,-0.041991428776380214,0.05240706318262217,-0.0055129447863201935,0.12862968617482373,0.20509929192573592,0.0007614262115955177,-0.02856396405820271,-0.007262197476597339
MIA,0.06024947584996685,0.027989309297477234,-0.016339911828999253,-0.013545913541923168,0.031308161569702384,0.062031905527417094,0.14596865083640378,-0.025941598037815615,0.027168448083712098,-0.022737441408205196
COL4A4,0.15858823830772165,0.05511293694830248,-0.025976645031733754,-0.011645851722361674,0.02527239835929688,0.06126017320766558,-0.03418946267608521,,0.003104153563027378,0.0689866855908405
TAC1,0.09339967034634752,-0.061498815327328676,0.03944068175260284,-0.028375971820537523,-0.07739282924815986,-0.23876060257130305,-0.16094440613537161,,,
RARRES2,0.0381153524892191,-0.028276134604808715,0.004090928727379054,0.04707853528737789,0.03414638639601704,0.17620002054978173,0.2513194478714206,-0.007575783649983489,0.0978874347702181,0.06450609552154295
FGF7,-0.044448485216228656,-0.03854754909402128,,0.06905463740459336,-0.02114972066538545,0.008023756948814931,0.11690366590692929,-0.04167722240795191,0.08616590135731861,0.09521366326573608
HBEGF,0.10921507342872318,0.008502437354703005,-0.056958061218633,0.10658363153396377,-0.0025620890005453047,0.1904666715854896,0.10279008511465965,0.04651264955298423,0.02007624135906055,-0.0008647378700432764
CSF3,,0.05498038233827573,,,0.03440070573475241,,0.017739309883296184,-0.028737153913422114,,
PI3,,0.024186870924161746,-0.022754963091638068,,0.0005042239365792203,,0.0006386156322942904,,,
PCSK1N,0.033147584470366816,-0.024856899270705713,-0.0015905991480494846,-0.02700457019374077,0.00030136672906377546,-0.13927013305969843,-0.03581579680431796,0.03397866544541411,0.07691129468064505,-0.002631090649992354
NTS,,,,,,-0.015550115006174939,0.09253958806505157,,,
SFRP1,-0.03496969346895764,-0.00643966938696781,0.011641327594652195,0.01917493212164649,0.027200378592333797,0.14803552636912903,0.024184378835175213,0.0014461952638460233,0.07261908225890278,0.03250893692481748
CXCL13,,,,0.0039075404496166045,,,,0.02467759894432931,,
MICA,0.0535117653323414,-0.047082614231759266,-0.02082063948449426,-0.017594735653735052,-0.01604889844757285,0.022561217454065995,0.0997226971218836,-0.025800357102538175,0.030966762511883225,0.10662786875102878
TG,0.05934154747084814,-0.015112090110046224,-0.002457222112207079,0.01997242800542065,0.01658418895405098,0.0064281246685391315,0.09338634186149174,0.0939705964670016,-0.048526649342357994,-0.04544548034512685
ADA,-0.014580776988460852,-0.02577162883588148,-0.05151704355366053,0.0728061902937996,-0.0016462592419929476,0.07892966800973342,0.1258224398252042,-0.007281122325084004,-0.10904015276615461,0.04102864206256282
LAMC3,0.0628283012378911,0.0007432907328295196,-0.008370740971119903,0.027092188167603767,-0.03316523166654477,0.0934663810596427,0.22752587441020275,0.02536529100934845,-0.045377190134615004,0.016063282138939452
CCL7,,,-0.013758078659677571,,-0.013916456005302537,,,,,
NGF,,0.026881521374155573,-0.023621937845051816,,0.0722421293023208,-0.03938126295020209,,0.0447927425284798,-0.08101028996819948,0.06853518246627487
TNFSF15,,0.002388358309728953,,,-0.006964108622819416,0.0006995470752223478,,-0.01830038445937593,-0.01599417787118269,0.05108424821919335
HMGB1,-0.0034896477155762786,-0.0015471833502328624,-0.009395417076503145,0.014719336538302137,0.013987120225191692,0.15400182365847817,0.17497643309093808,0.016216240590555278,-0.0728250636107121,0.016689047602825167
ITGB3BP,0.039750716422298195,0.09866117368067907,-0.02133535193353686,0.05755748467913858,0.0479999481476874,0.2382810868424207,0.14397813541092733,0.052666686957767876,0.10979140090837154,0.07388971053485585
AANAT,,0.010184143915296491,-0.019960878989662957,,0.024904312391436246,,0.019337965092964735,,,0.11832872680745506
RELN,0.0181495065261379,-0.04525956470026391,-0.00020856409275373227,-0.05558383577487001,0.0007880147382179887,-0.029544744117417962,-0.09574060322859979,,-0.049723309084653784,
IL15,-0.0033567284824192575,0.032751978102427505,-0.03423818223533296,0.03762498904551938,0.02833846902952389,-0.02312352871846387,0.058549567998858756,-0.008171883363527754,-0.020452670312355304,0.04976872402271588
UTS2,,,,,,,0.17641303027168373,,,
BSG,0.08215226892575625,0.11109801343805502,-0.01572704223001637,-0.02662639337200596,0.032578079109770564,0.12349518626291527,0.032561022087676424,-0.014341915225416495,0.012427375585137842,0.08914454005157768
ADAMTS3,0.08827154359475402,-0.04991209775784221,0.01231145685794934,0.02065231055261732,0.02630479379755762,0.0215678681005363,0.23542784142667153,0.05580318357302123,,0.005579059156133666
CD34,0.0700870150039555,-0.07772456819646993,-0.015577198155059842,0.0343995427723497,-0.03926727902262584,0.08645835753278117,0.12775787016895795,0.017746382024925,-0.032261130035058816,0.09031821466347405
CCL23,,,,,,,-0.005166910047221451,,,
PLAT,0.036585918801458436,-0.0631796342360597,-0.041264614202813944,-0.02401564754451283,0.020599123307188525,0.2329607312444038,0.23852671192057573,0.03902339779710765,0.0027660477921524944,-6.760608567700831e-05
NTF3,,,,,,,,-0.01726721283536273,,
LTA,,,,0.0061612160120596724,0.027276821212507504,,,,,
CKLF,0.022297644487607408,0.02385567861168366,0.025382683783792985,0.049999011288999216,0.032087164849019155,0.20668198424849588,0.23260913584139267,0.0018426449318765695,-0.05265925439195449,0.05393492424633896
APELA,,,,,,,,-0.03373577795463026,,
CD24,0.011592912423467706,0.04167151448393124,-0.005311221603603677,0.21959773354128953,0.08564021963069858,0.14368342455050767,0.040721282250340315,0.06792250236479902,0.14262262388830171,0.22203743972169931
HSP90AA1,-0.040729550777961025,-0.01834177817551284,-0.04085684721330354,0.027562254038769603,0.02279645896479018,-0.2381564728193986,-0.22310969252761592,-0.046095842415271655,-0.08586381964249372,-0.12664407779577128
BMP4,0.10422501165050452,-0.011970117743896613,0.026129356785564925,0.019109707267240462,0.03028982332001288,0.2548263695992601,-0.005288692909711804,0.09887679118448908,0.042942252874310985,0.05697682983480429
SCGB3A1,,,-0.013758077283888089,,,-0.043433494673872274,,0.09748662673155412,-0.06681872679760015,
IGFBP4,0.10377161445188715,-0.05371469782041599,-0.03459551674605624,0.0458290703960752,0.02021141459271281,0.22269536089615108,0.1635399424248249,0.014534463814135019,0.03561568997987096,0.02773047259535723
RSPO4,,-0.057655877650566977,,0.03199611350172527,0.017130731980115117,,,,0.06280935186744692,
LEFTY2,0.006184096339796199,0.052665664827459026,-0.019753240702453843,-0.04026850168138883,-0.0005792704390445028,0.17169891143985294,0.24759993706888267,-0.02069205915063808,,-0.0005097863497481907
PF4,,,-0.014271796687587816,-0.01705031491172559,0.05346799626834772,,,,,
ANGPTL2,-0.022600909343983445,-0.022148729518430797,0.042588142863701106,0.028669548601278,-0.04689679512540368,0.2876904827141291,0.16815573480827517,0.03495057138975561,-0.06334832251573133,0.10039458636303639
LRIG2,0.011884055721731946,0.01648709700541322,-0.00022809861639884924,0.014361296107658855,0.026744470170477475,0.15548934572127396,0.11055578276264313,0.008452938592979005,-0.015417570127565493,0.055345672631906546
ICOSLG,-0.032113814955267224,0.06340440622367324,-0.024582882553650785,0.035346516394897026,-0.004980472090640508,0.16684744810164018,0.12232783518939216,0.011632403211780114,-0.03356513103215721,0.030994626327191903
WIF1,,-0.10012174853877787,0.15498855438463183,,,-0.24514884786568134,-0.1506977170148082,,,
NPPC,0.08568126429171281,0.07867731960428252,0.004883748184302408,,0.027545189927719243,-0.032396093818655505,0.010235722587863809,,0.040788718091859445,0.04348768013927174
LYZ,6.360163027917068e-05,-0.033287981018803064,-0.018231985431118945,0.05446658051395965,-0.04408878067968245,0.04445626206016628,0.14883391136117177,-0.024603221708971987,-0.09676102745593011,0.06147729549127397
EREG,,,,,,,,-0.024196133567057868,,
SPTAN1,0.07004749443575105,0.025039581875144924,-0.020433913312318575,-0.012579714093041946,-0.04193883190780129,-0.09041049657866183,-0.07823976172882255,0.003880968688550591,0.009744169409946025,0.041214734508339575
LIPC,0.004876628337018846,0.00935546998873228,-0.017472430413037147,0.0071729251296036136,0.02493862992044247,-0.05276402672068943,0.12860059968471046,0.05110949724214442,0.09595158049854798,0.02926547444106066
COL8A1,-0.008281022907708345,-0.014221847301320886,-0.010985289910287273,-0.03173336042100591,-0.043897057544762266,0.15443473605878552,0.027384320915708023,-0.0627149961489818,-0.05799126702651963,0.14788521236250973
GSTM2,-0.02394410237069673,0.059299155658166555,0.02164848348096422,-0.004597018415688417,-0.008278759640993135,-0.02877270606904234,0.05594933736652988,-0.04435653729867256,0.02160766747401539,0.012560054265718249
SPX,-0.015658028703495912,-0.03820258518869782,-0.028258895744893896,-0.009262309931257887,-0.02083879443028095,-0.07964942890321292,-0.029334031673229413,,,-0.08246427249722814
MFGE8,-0.0002617477794927973,0.03883902178427712,-0.01659703117638428,-0.00927454878973401,0.04865349873056984,0.12597695776578802,0.048500942962208374,-0.08281135013422038,-0.0599160834648889,0.00027049207393422056
TGFA,-0.04953249188518341,0.15097567717409374,-0.026611940264015557,0.03571598497282608,0.02584735251400458,0.16204013898090133,0.03962161169598478,0.014815628433949563,0.012803742686260533,-0.018522735394530202
SLIT2,0.055998272435297154,-0.07031223473318451,-0.02161435027267945,-0.0295156990948467,0.023966712637041213,-0.002492220011680649,-0.050145492874060824,-0.030542672634660605,-0.07669675128930807,0.007833109496895158
PLTP,0.0516837435744735,0.007567481531703612,0.008043174137225963,0.028211553451657094,-0.04423763844956707,0.15353712034130587,0.21320607762832505,0.014792851632932575,0.11457392171871415,0.1334977978600529
APOD,-0.13115150996836175,-0.04471752967043078,-0.022588396696410405,-0.05003320904093733,-0.026446744344839013,-0.06730064935142052,0.06330170639197867,0.012171519376903361,-0.017078376192495394,-0.2016513817021063
B2M,0.05042542251697216,-0.13333228769869557,-0.039389718349483425,-0.1544793388479343,-0.061867588320090795,0.2448422628608251,0.27401374193615513,-0.02697566185790917,-0.13734844362941478,-0.0325866497911492
OMG,0.0009235582429783888,-0.030849086462542807,0.019864552412432984,-0.05490885064272759,-0.06331216428842507,0.01452471659255441,-0.08585877274756357,-0.015323544331027355,0.02796982366631624,-0.14860868085222734
CXCL3,-0.022414811743687996,0.07437909676727447,-0.03524377224274383,0.05926923563945878,0.03814396292370948,,0.017164405981059436,0.09140485921353073,,
CXCL10,0.020874076465725557,0.014219006300003082,-0.040753488561732845,-0.001705326092889409,0.016047709493978667,-0.00742975831142196,0.24074148172904447,-0.020879898915877826,-0.12298014253236018,0.014255329816244014
RSPO3,,,-0.018688599888116268,,-0.004864974549538748,-0.0815819560719294,-0.053576801917947205,,,
CORT,-0.010559573544608845,-0.003085226942213759,0.04557039237031312,-0.029595748857341262,-0.004884486657316048,0.002383938935714268,-0.09272665928664606,,,
NCAN,-0.02612421163523883,-0.014929098163685022,0.0032284998552181555,0.05605767596372391,-0.023960092925619653,0.1446906089073687,0.07681164622684758,,-0.13786173243669694,-0.05199469274475313
PRG4,,-0.009567211269978875,-0.020690507238515655,,-0.013962051116995885,,4.763679175693513e-05,,,
ZG16B,,,0.05297130621782614,-0.04354308556165868,-0.0023136754722240913,,0.029791748717626958,-0.02729658402852549,,0.009984233640255679
TGM2,0.07411405870174975,0.0029165109758998503,-0.06991681771475945,-0.014104269127246556,0.014120042842526744,0.046690800534111926,0.09875212017625222,0.00661621212321323,-0.03390460659264008,-0.04710847982563198
VEGFC,-0.027834011670071167,-0.05206246778571493,-0.01292244134503504,-0.026566440243019053,0.019522049534092204,-0.028586892852841363,0.03395746222883723,-0.00934648983754004,-0.10051553191550877,0.047267441578031325
WNT6,,-0.03518825110594804,0.024240100810584878,0.03845678191645811,0.06654973387295254,0.08449038534812812,0.1282748401317146,-0.030523160636505366,,0.0427485300796015
NRG4,,0.08732858153162888,0.014626122241236647,,-0.03054645847364821,-0.0030567951721609385,0.02934478471562803,,0.01178326960576808,
PMCH,,,-0.014604785597963023,,0.023483231101176498,,,,,
COL9A1,0.05647824390625586,-0.024920432896568052,-0.03827205947078837,0.012069771557587636,0.04390539678813683,0.32775956691970726,0.06467095279516642,,0.018382029719953542,0.023801906314854456
GDF11,-0.010977795277917979,-0.036690974127110525,0.018254486704004164,0.04221099527705248,-0.020024866168829755,0.18679104958609138,0.09926927511071389,0.04691933618474943,-0.04902860755374886,0.01964850514955151
IL24,,,,,,,,0.005690689517448825,,
SORBS1,-0.05547533176544332,-0.04863487902048854,-0.04588688042683541,-0.06043035585861432,0.023931625694247092,-0.005807369682438813,-0.048105876671082,0.04875824210701961,0.03658702751854818,0.03211643643775624
DLL1,-0.0038448684267102483,0.02411916465953292,0.05439776241100648,0.01596016360526382,0.002859218991857227,0.15300012614244193,0.08705647343243374,0.05381969647311091,0.005655226530962122,0.050111941989005704
TLN1,0.010087983981070928,0.014590184135675137,-0.013498198104410587,0.06210143453480876,-0.020926425947860285,0.24267345322360198,0.1570446422756966,-0.017152693493494454,0.03553482928872609,0.07526755417908858
COL2A1,-0.0261432535711353,0.04004896917620303,0.024490058308367778,,,0.005849096720236793,0.007975995904870043,,,
SHH,,,,,0.049221798235880264,-0.02333778152770196,0.061634509284092344,,,
PON2,-0.011753479788942839,-0.02330409109752294,-0.0293011280026563,-0.06138881689885898,-0.05990652032490992,-0.04832915294655829,0.1739408188880514,0.06539631137995229,0.04137117656433845,-0.05253957517519737
ICAM5,,-0.021162693777927264,0.0049554462124564375,-0.00974424240688344,0.012064905713958601,-0.06498887217257808,-0.08371146648779426,0.03125783150586718,,
HPX,0.13290158633008256,-0.006107474127614253,0.008169084298027514,,0.006412245527161838,0.01961620566960171,0.0048650786860177314,0.0389280154715001,0.011564081898292673,0.048956783032616816
SFRP2,,-0.018812728304016098,-0.01829140041338013,,0.05378032333321411,0.015673578264457977,0.013001596116368851,-0.016987841275307374,,-0.009601809856919663
CFC1,,,,,,-0.0065685203357930865,,,,
CD70,,,0.05799393770449549,,0.03613403317856884,,,0.0531684014441764,0.015655068800161938,
HP,-0.03184145779275243,-0.005481119907414805,0.07732804541379214,,-0.06364013002997468,,0.0755658959582207,,-0.016445146609598716,-0.025033890966801337
CXCL2,0.07060119391578328,-0.006238787663664709,-0.04956370198834824,0.09182152712333505,0.002419960397203014,0.08458491353708658,0.07516515195259364,0.07051998702642795,-0.04614498521752687,
NPPB,,,-0.017749251266379346,,0.02747553580313197,,,,,
CCK,0.006762617030986347,-0.061897672611792263,0.043069278339278996,-0.07034086734667391,-0.023444337888412985,-0.2910132950454731,-0.1586972186199126,,,-0.04412129398656681
SEMA6A,0.020681830981966198,0.0493363938546696,0.01408212623573982,0.030595674462272727,0.009721868916755654,0.17752212751737093,0.18149484854277695,-0.028261870956482082,-0.042365086226267244,-0.030388298533251097
IRAK4,-0.02130443140663324,0.10750779488303276,0.0003064681685007607,0.08199406059015589,-0.016461782297265422,0.15203706942763506,0.12205342863040909,0.05542014864682807,0.01719254489082645,0.06413745085078809
GSTP1,0.09727258151581529,0.015159976484602706,-0.029025326584638543,0.024776186096342415,0.021875436410188666,0.24727784597234362,0.2141690623960894,0.014911922343445613,-0.08197669391685578,-0.07871366554978146
VCAM1,-0.06255295570029334,-0.01596538653118354,0.007542993235229059,0.012633233504002363,0.04975452720046785,0.23260028910208888,0.23680821652622305,0.0451447952699554,0.0197434428321207,0.04136490755879027
NXPH3,-0.02899683587292136,0.11041707486813439,0.012044875770622914,-0.027436241114681743,0.04056323978566842,0.19519160372994762,0.08261547149062058,0.003264069646887807,-0.06759696472124493,0.14362360822769324
MTMR4,0.1120315819258162,0.03231916822986298,0.043062337419274184,0.02714526148726305,0.01589333142593591,0.09348760877319194,0.04351326539258487,0.09449524254695427,0.00632056876014929,0.08530060865053032
LAMC2,,-0.02162722159484938,-0.013931306326229322,,0.045347038825192816,0.00859460940139709,,0.11351424972277588,-0.04969723172208757,
IL10,-0.028911062895167195,-0.03268294300830838,-0.018058900378697326,-0.04545805278649539,-0.012006573346037575,,0.05028477865345403,0.04691419439756986,-0.009164965916114126,0.06135833387238735
SEMA4D,-0.05434850489488172,-0.07845908148834346,-0.020167131515357692,0.018232310111986675,0.023009613108056423,0.010409747059897684,-0.103511285772329,-0.04799297599395313,-0.0367494844886316,-0.05012333985317473
TRH,0.048824178460851346,-0.038075933550331016,-0.019833476925303774,,0.06275493692495177,0.14848899155544937,0.07165354963378158,,,
SEMA6D,-0.0009512993111583297,-0.028160826069865932,0.021827790635110787,-0.023123045144344476,-0.030400726821916507,0.2477621235439548,0.12452384487949351,-0.023195238778874902,-0.004388968994035612,0.07894160833478264
CEL,,,,,,,,,0.086151378038192,-0.0040382822944749165
PDCD1LG2,-0.031725422574197255,0.0506971639464832,0.03747744962754708,-0.0010556263341021865,0.07206934961527398,0.032435136578187904,0.1979315815770334,0.03751097370745942,0.04524607285403296,0.016093189251534332
SPINT1,-0.02014683189545536,-0.07797437405633438,-0.035243781558330904,-6.16037392766791e-05,-0.005777704092869962,0.009619655007810589,0.007932400583844333,-0.02594532379405682,0.006536060540749522,0.01345402257838262
CTHRC1,0.02930377084561619,-0.03926748636826589,-0.027304993852444646,-0.01248092461426067,0.02493796871643624,0.3056748662550646,0.13538072046980348,0.04675082814454744,-0.03013818551856104,0.04898997776829579
PODXL,0.029188352356144483,-0.05620916119712585,-0.0335252700459333,0.0009163968299271004,-0.021809953227970944,0.23148915076617238,0.22637779928413668,0.06066859698947897,-0.019720125427019817,0.014706797383221977
JAM3,-0.02602285834059604,0.0016103331098670894,-0.016052640743753795,0.04476721064459983,0.008237119611532454,0.17645971241365976,0.15961327653047966,0.04233624878158519,-0.046199223028336046,-0.10416500092527932
TGFB2,-0.07632384190699544,-0.04643313766712203,-0.005020390125449303,0.02767790522045046,-0.05631771562417865,-0.01517401330275138,0.2307077325948909,0.05804789040352392,0.02861160013574134,0.17245098704878803
COL18A1,-0.027895138625467178,-0.0659086538966713,-0.0337896593897156,0.03168472670599414,-0.022149673214600034,0.2553430185452253,0.22978507934016995,0.062057958649075665,-0.06911391813338401,0.06708328804876729
NODAL,0.09326541214942166,,-0.028624933224504993,-0.020687864234572313,0.003997986004872686,0.18433296157935308,0.18740131026060663,,-0.006207166241102794,0.04211755953729921
INHBB,0.024705893613908455,0.06678176928803718,-0.004419902245524278,0.012240633658127869,-0.06166809041256527,0.08751433292359904,0.09150390913571685,0.007811174481406092,0.0466808696796971,0.15270484288613398
LCN1,,,-0.013931309460829967,,,,-0.016214898194729196,,,
ARF4,0.0014099881198113182,-0.04155029834985167,0.02824907839375828,-0.002294457994047765,0.05854385130303391,0.1378759167234346,0.13114674098174406,-0.00722665892278092,-0.04332813071528207,0.09731790052454832
CXCL14,-0.012197306070971536,-0.07790894125538886,-0.02526066679151932,-0.001298847505593437,0.013246578146507681,-0.19083366613700964,-0.031249973210022708,0.07508053754873369,0.03874565679731462,0.017455520824656845
LIF,-0.005584549009564913,0.04118770871546221,-0.025431605929497014,0.03064664280114242,0.06479418786692892,0.08781503847200295,0.11518363736535668,0.04102494249504998,0.06389135068667172,0.08984317065682944
IL17B,,-0.03820592769192031,,,,,0.04243140421451978,0.06363554502987491,-0.06877083380307235,
MMP1,,,0.10798088831759048,,,,,0.00531973063874561,,
MATN1,,-0.0018893772990418297,-0.018291402906022505,,,0.04197333956724121,0.043571269672332436,-0.017213134923478878,0.06873592568618886,
ADAM28,0.005350637818695862,-0.00514953420653407,0.03978517672239302,0.055790429658113136,0.021721181385054363,0.14916928357052056,0.03575207866922705,0.005772015422822935,0.041004090481916895,-0.03210287055228946
TCN2,-0.012334579381554224,0.0021026985433178626,-0.031100497473658395,0.0023232575490545015,0.01934966613383713,0.13563547747868293,0.20698331457945274,-0.06632690894120537,-0.013630795194340142,-0.03391535503592714
THPO,,,-0.02383445534806073,,-0.0008145131607732893,0.03240278690361546,-0.019980302842732337,,0.12239563689565222,-0.03405312084775576
CUBN,0.09059781643862323,0.08611883992855777,-0.05362298124870514,-0.009706427174955502,-0.0026839106240422765,0.047632938099493566,0.10869355915955164,0.024927117249342576,-0.012962293426530703,0.12901740835058143
TIMP3,0.01633014738345591,0.07877458241403752,-0.05407676488999441,-0.0030669798256139436,0.04531223536048393,0.02870938128772616,0.09805811065770413,-0.09797348666487987,0.06295494605883654,0.01578033682143332
PIGF,0.03632952973920007,0.004563092757527857,0.025572307263095326,0.024303768805850733,-0.024110298285079018,0.17639022163631832,0.15009476962869447,0.04961638538940099,0.03171304195880693,0.0449281306931273
CRH,,,-0.01632218767427395,-0.04189380770235051,-0.029332791624410236,-0.03446467872976464,-0.057809149251121676,,,
BDNF,,-0.05874527395678582,0.018348733405667155,-0.014001055574307085,-0.07188942118698269,-0.11275242036015873,-0.14312016256644586,0.03053809143699085,,
CCL5,-0.10181973904882347,-0.0411240574163653,0.010164190618892753,0.008634100141836895,0.09267098839033609,0.029743608055893128,0.10051864219095481,0.03378421276202985,-0.07784108022863344,-0.05030548421177741
GAD1,0.0433762942925319,-0.08214334376211344,0.035483063860114926,0.023046490746308195,-0.0531001536581922,-0.20791582410115833,-0.12327909868185997,-0.025787224344617176,-0.04031113584497935,-0.04026940458045983
COL14A1,-0.028209143500288383,-0.05402360856097005,-0.03301145650250732,-0.054749995077073496,-0.004499531333020349,0.026014191916349676,0.03902812668033048,0.026297415387674695,0.007721194176567515,0.046653255426338754
HLA-A,-0.003958550157211813,-0.02550346307021062,-0.06417928946993867,-0.08995095649278789,0.005462481356884371,0.14210699391002377,0.2447343043308014,-0.11863880470571833,0.04390234840662303,0.09067877581945946
CD5L,-0.04886383840505207,,-0.016322185785921164,-0.023150626869713517,,,,,,-0.01064252025822045
FGF18,,,-0.014768627998726087,,0.03009199445851934,0.0004549146772975612,,-0.01787293324728004,,
ADM,0.007256711430281267,0.1394152568329644,-0.014298984349083792,-0.013879875471621967,0.050152508305451315,0.1496221702261878,0.17618013979702155,-0.10851588535897044,0.014369507557715619,0.20518744066249503
CCL15,,,-0.02723212118306731,,,,,,,
GNAI2,-0.06030215672873982,-0.09889506289552269,-0.0577368927998439,-0.01780783706030224,0.007297990628001306,0.19912667201021075,0.20412932589875873,0.00773485472707234,0.03664996688401899,0.09985811023259238
HDC,,,,,,,0.09941076973428405,,0.007070367275883172,
COL11A1,-0.032187146300402904,,-0.008457914871357386,0.01898050600874806,0.04303474043702723,0.3327564886765532,0.006049840079595515,-0.008265723127002751,,-0.025316262395476435
NUCB2,0.028147569252236007,0.0575962398063897,0.026537447135909355,0.07629465043867029,0.05084414333605772,0.03779426524798191,0.0991831094294382,0.03856058037073442,-0.0758895222483592,0.09469708021096504
CXCL1,,0.037862205460262144,-0.035297102406193506,-0.012038033753014222,-0.017990990460092064,,0.060924551661027795,0.009608247818226954,-0.00949611431148489,
VCAN,0.004040995078809659,-0.07939219171528257,-0.008145639070889884,0.02100393173016392,-0.017668050818350323,0.31225221482633325,0.1609901027405735,0.005779485961130435,0.014172016051680593,0.015089649601577756
MMP7,,-0.01894951227924259,0.03836568146468569,,0.03798352024192018,0.07979834451390164,-0.02744026479924458,0.01773326649353479,,
PTPN6,-0.035628290061949515,0.01777530181188534,0.04571121669135847,-0.06930994186150703,-0.029100578611909254,0.12152941947940507,0.18219865823597048,0.027481598920227196,0.08788931710374667,0.052533517045792594
