,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.005850621788586491,,,,,,,,,-0.022974096331878642,,-0.03893300621061885,
BMP1,0.004030885435114824,0.07743344062330747,0.050041510755853225,0.09943795780408503,0.009775998887750414,0.047033141592816775,0.09639178997155519,-0.014320290966709002,-0.0036969968928073278,0.004725392832930757,0.04398727496067339,0.19315983668740985,-0.022957762958945034,0.08069869798501328,0.08904393428632218,0.020952235434984822,0.08985470967250671,-0.02253647102293383,0.05921308801164544
NDP,-0.06330797726469775,-0.02559605798871936,0.006864337312048588,0.06387407830993028,-0.03957923116531234,-0.035548490492560335,0.054146210711375875,0.005751867507423247,0.07212978425787772,0.029831053568517514,0.010457097034216831,-0.05779838089314319,0.027981137152443426,0.03613982088956346,0.07727915469146307,0.0935466157660925,-0.00578002822689379,0.021095435302658953,-0.015018805421285534
TNFSF18,-0.02166145474613874,-0.027622740592293554,-0.002698768064097858,,,,-0.0222477865021906,,,,-0.029717803155280022,,,,,-0.023692780030452203,,-0.013376239851237802,0.07498903740608936
IL36G,,,,,,,,,,-0.014337271942939253,,,,,,,,,
RTN4,0.007556803260734668,0.01568967071472023,-0.019209507953339634,0.012873509215859025,0.0077345032232481485,0.022041585468446537,-0.17063739359571595,-0.012307673386399197,-0.015566656470809482,0.05808937678139754,-0.03189462320134872,-0.0087459803099605,0.06065425135540212,-0.030701505406328853,0.011617040981147155,-0.011219123306148234,-0.07364458196335942,0.051849200645153116,-0.07187434346771607
HEBP1,-0.04182896211323961,0.030382869002863216,0.024119822991737268,0.03363753047762806,0.053037317991248493,0.06273268087059432,0.08303128161101887,0.04666331536537284,-0.09854380501533978,0.044998631307109814,0.05193374652408975,0.01785294233147158,-0.09540142792730685,-0.02074478856150945,0.07169801223916637,0.031368270538410487,-0.01114926234161453,-0.012710007044428847,0.04563521834044362
WNT7B,-0.019083063175719134,0.018461937940540046,-0.016807139812816247,0.061461393176613865,0.0032215070513600275,-0.04051272233171414,-0.08647981482703873,-0.011083479120554227,-0.04932958684878975,0.09209153439123771,-0.03271640065560609,-0.037077944709668825,-0.02950957449211772,-0.04348418845586091,0.02818387086581207,-0.03800177793099917,-0.002722948368985069,0.06890411727582516,0.028914629305033197
PTMA,-0.012782810611778514,0.021400353905364617,-0.011589167045761852,-0.023223758616066403,-0.008010371990388737,-0.07107837723750822,-0.043894762535588217,0.0514598662797875,-0.03379421062568339,-0.054516969939404254,0.06423299341027403,-0.04806631253706844,-0.15533727772111378,-0.09240355870523671,-0.04711855598777565,0.0024022250533492382,0.013587858593575175,-0.016475905839819897,0.06009163624311757
FASLG,-0.019083068570452208,,,,,,,,,,,,,,,,,-0.03376658300428273,
CEACAM1,-0.026497007719119982,-0.02783100861941886,-0.01289846892494617,,0.00308788269838246,0.032178780218164824,0.044919787098387204,,,,,0.17421864292892938,-0.02646465906966194,-0.02826598087693271,0.038211263157185114,0.026181301020798978,-0.005387659103136657,0.004871601527819283,
PDAP1,-0.05009657704693533,-0.030333947930352597,-0.03370026543869758,0.030254198808875275,-0.020404797668689665,0.054718951366915465,0.10829582282915917,-0.01201907235114837,0.01314451085651586,0.04869411183927572,-0.007544840621391943,0.08013916873995351,-0.021878865048526965,0.01788620983688516,0.07609248358329598,0.008481741632333253,0.08905250099583302,-0.044858089968199545,0.0014018821433784963
QDPR,-0.04022645505917497,-0.009115213053349844,-0.002568418218380312,0.014288332318792361,-0.03624687585515881,-0.053757856016557796,-0.14111037660188588,0.03265788538867962,0.031864659099843116,-0.010322795842298912,0.0713126995421602,0.17257983956035977,-0.10588848518069323,-0.06542660741073703,-0.06445775886069481,-0.044787492853624045,-0.017762731929866705,0.0668677755186363,-0.05451393276165059
POMC,0.08513213370935903,0.03381910552153775,0.005565168744024894,,-0.020568969686772354,-0.06803050180407644,-0.007959463499465863,-0.02981016113211935,-0.030418783494474712,0.04922288311129481,0.0077928110777296744,0.13367963671552802,0.08393314052830991,0.04049371290628248,-0.03280032918165998,0.047550479240981776,0.10382475325832245,-0.0026231799532832724,-0.018433917136552395
CCL18,,-0.03473046917126022,,,,,,,-0.056393816912211445,,,-0.0689782688928126,-0.01876387840112489,0.09839938913251552,0.10992598305026718,,0.028569411307343022,,
CCL17,,,,,0.012271972095211746,,,0.13123049420367738,,-0.013097504954887462,,,,0.1199973487869469,0.021266155315579034,-0.03029001891446858,,0.2023827863787371,
VEGFD,,-0.014185937145076336,-0.01847446892334111,,-0.021131302305071993,-0.03691755235448597,0.06498587392482569,-0.010062495044802309,-0.0205521597611321,-0.01403700173358458,,0.20437375374441705,,,-0.015755763938565596,0.09553063884837378,,,
TNFSF13,,-0.026208734853349454,,,0.00891463820062432,,,,,,,,,-0.06645630417363378,0.05422380190782496,0.1376227626202217,0.06667060652542481,0.08912375393354746,0.01859714139366705
WNT5A,0.022218562439795256,0.10375764976766165,0.00020525354749788613,0.033801279254113956,0.03480585938840671,-0.08864655843098529,0.1045117445316636,0.019170887117131954,0.04200288487393441,-0.00736036483019658,-0.06697619883472318,-0.011825545545974635,-0.058448330369426656,0.14303799911266543,0.019084405047047226,-0.05473041579772047,0.0520094885905282,0.059057888724605365,0.03871946107708095
CXCL8,,-0.03457953784122387,-0.01729839768312146,-0.027681452684307543,-0.05139365277355109,0.14753326504086373,0.031267916341073954,-0.009370632917550322,0.04978395688396266,0.009423891966442307,,-0.03348045413868613,-0.03303676217086367,0.09216173278730222,0.05698180812494779,-0.007328236384662123,0.03754911932799987,-0.013252798399301755,0.09792706948158704
GRN,-0.01328468206476885,0.06236993010990845,-0.009067225104843885,0.07668423168295332,0.03873262375355221,0.052020137831589534,0.13595996191278137,-0.002901215720333678,-0.006074224850094503,-0.005019488726016137,0.07778389847929977,0.02747848726944375,0.049638002891407226,0.12023308354442194,0.05974880770492257,0.06806287465163341,0.06711688958523027,0.019648283985427933,0.030162641111388687
MIA,-0.02497809080296476,-0.008894792170009037,0.022786500334043627,0.02866212580917916,-0.008613147691893334,0.0693913229716915,0.057382820334625814,-0.011443968971738097,0.05506533479889615,-0.01922431715568678,-0.0027846167549321014,0.020438890295356626,0.11591290816998906,0.0028822567021664254,-0.04881059929668056,-0.016511260923088248,0.12037696042193578,-0.005057574320238019,0.11946927214461132
COL4A4,-0.022100518664103185,-0.005522847076095649,0.04523279648536353,0.07701531009706841,-0.011048045355852028,-0.011239596926566259,-0.022656028385010955,-0.004303788688862496,,0.05530959599993186,,,-0.023723405134213962,-0.0007861085174334405,-0.023449412944849715,-0.03523125640630481,0.015948613651787846,0.010363767657311044,0.006720514322710057
TAC1,0.029980900980950537,0.054746790561148964,-0.025684416533249745,0.06040330752338923,0.06969224712768089,-0.07843543043798425,-0.11090349272562802,-0.04079878497981788,,0.04247698654367522,,,,,,,-0.05317465281164138,0.0019667820683450317,-0.06009263703074971
RARRES2,0.05932326126764179,0.03360494209920991,0.018180543361543816,-0.006659616412546797,0.08813587423410922,0.14612121771917008,0.15354515063755148,0.021553271353260545,0.054394290296078035,-0.029723683349473694,-0.026047104375857895,-0.07008415305521512,-0.028860193786506373,0.10890480518145998,0.085563261380426,0.006891000289559868,0.05204616056111546,0.0577804594092364,0.028984031642094253
FGF7,0.014021165441963943,,-0.02085185425583631,0.014106422623664417,-0.015786087962220113,-0.009789973161574251,0.021592931220802022,0.058153775558377155,-0.01541118816715926,-0.04233267762281277,0.02710790255184696,-0.031759797493415384,-0.025685573576902685,0.0179272595378308,-0.0008775753644283894,-0.038544950157785,0.013853229694497619,0.057237007479175366,-0.015001820444337611
EFNA2,,,,,,,,,,,,,,,-0.0008526525123253375,,,,
HBEGF,0.0032124494533111755,0.07379833772462817,0.03507330537353321,0.04293223022895965,0.07510495290563698,0.12061375008851652,0.08577198456211038,0.02313944540499876,0.0626958105125652,0.020273036926333404,0.06147992498974654,0.16729232887184856,0.03585585843050544,0.0731402286119799,0.04061225261739897,0.05631729923786006,0.08890279418819058,0.05496904836612057,0.14256668999962915
CSF3,,,,-0.023107236871185488,-0.022606977884170692,0.1290717595797796,-0.023969641956945675,,0.08175941132391439,,,,,0.1295569697320884,0.06512660074092307,,-0.026177540236848547,0.08361796302406195,0.09613269800931576
PI3,,0.011019018346549036,,0.017604804495375943,-0.014476890328315197,0.18249585703617915,0.03046588040206502,,,,,0.17111152638282986,,0.10204779074835285,0.11872184135325979,-0.006649032364221231,0.05891464864111474,-0.03857145211085195,0.10198651183950304
PCSK1N,-0.00024301127962849729,0.020280818047608642,-0.04841412592879674,0.04174000389545685,-0.028266716659374334,-0.07612348487288752,-0.02448829167309876,-0.04050288153334941,-0.011272049290849736,0.03412898267480891,0.0341985110556434,0.1565561830964466,-0.0348857643685267,-0.06528749167459548,-0.04052579911249702,0.013786940538875879,-0.027499873464429867,0.0716492742936587,-0.1539734988145266
NTS,,,,,,0.021067926353449142,-0.029461573306030907,-0.005931007964272569,,,,,,-0.06752712518682674,0.02450287637781134,,-0.004081306123268365,0.017401384016830647,
SFRP1,0.008128345187180502,0.027560166883760433,-0.01759376743533099,,0.0530112057728196,-0.042116533971856975,-0.01864027693249028,-0.013718240280330588,0.03595142669332154,-0.03739917736666494,-0.009790663413324706,-0.07331868889224173,0.03038101276999699,0.040889651195980585,0.05612483808253893,0.023921831456286232,-0.029228586742816882,-0.0466090135663563,0.011057616582612893
CXCL13,,,-0.03118960446163971,-0.016778588081268267,,0.00579024045007045,,,-0.05090137782988592,,,,,0.04945403096329181,-0.003703125277426197,,-0.010183029069402464,,0.16209648944482927
MICA,-0.01719547784832904,0.03675459598202081,0.026212344358815,0.11209087877548154,0.053721364575744654,0.05844268527393371,0.13802845062586644,-0.012344028484869311,0.006812605595144129,0.018064741509473025,0.031131356083626625,-0.0016740616671939263,0.06173698256175415,0.07276460933841622,0.013700989758366134,0.009252752666174629,-0.0035632063719770544,0.07968927527932838,0.028986709961327652
TG,0.1310245525837596,0.04636914187994753,-0.017539318898877443,,0.014461042012496421,-0.03517819364706295,-0.0289292133266972,-0.009927830817773748,-0.0047963497173427495,-0.019674300538680925,0.10868912273316424,0.0069303742714343095,0.014477104538601694,-0.046019137779582525,-0.011424851920620843,,0.015186580360336425,-0.0049038806671429435,-0.01433989527738287
ADA,0.02994224474779676,0.0058270433937241,-0.036233897612942635,-0.045593207600475916,0.008901867951283898,-0.023689374491981302,0.1668681739082895,-0.01612359564475033,0.037587167703445626,-6.359432812559023e-05,0.02214232588883481,-0.03188325472645658,0.07545102111220266,0.028691490169558787,0.053926819038678575,0.007895334109918474,-0.00900836204404421,0.02833431664700028,0.07032238307582915
LAMC3,-0.010689330717049894,0.07193856638406744,-0.03118960457895859,0.12505916876808654,-0.05039456457826085,0.01774686277674961,0.030678610061454354,-0.006393315542483866,0.012443320103708277,-0.0307054106062498,0.034875686191839776,0.16540127842417718,-0.028000824659173165,0.06291989421704967,0.013673546451969157,0.05354557622443943,0.03099070869044603,-0.023447939809631183,0.06185623216345431
CCL7,,0.009289362933950055,,,-0.012912348692622571,0.05500005779955927,,,,,,,,0.07499111633451629,,,,-0.00699153300940505,0.05757509615316818
NGF,,0.01933414173371342,,,0.012600259800065874,0.00025371229787228897,,,0.013260313847104526,,,,0.02192960571296222,0.03500076511260552,-0.013694556129132252,,-0.018396164755342493,-0.02213240423289984,0.03996976183236267
TNFSF15,,,,,-0.014378531804119932,0.05376702594495199,,,-0.01966247481693911,,-0.035104500827550185,,-0.028160793468054016,0.022069833850765008,,,-0.012545130634009628,0.023715558223259763,0.06322245459572574
HMGB1,-0.0274826656933896,-0.0075992776370717345,0.044114528953767,-0.004407306974340185,-0.03185060379786511,-0.06323522590698774,0.13459574488504977,0.03809395379147722,-0.014589016782686606,0.024318973051110825,-0.01016373100787116,-0.17860505444517474,-0.006020681777520252,-0.06848616576899563,0.025256641196094137,0.003705304552328861,0.01567428113646861,-0.016720314855225488,-0.056614370167582154
