,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.07692633545935385,,,,,,,,,-0.06273605157422575,,,0.028636939243053425,,
BMP1,0.011883965871449876,-0.04075270680867752,-0.07726179417893565,-0.004859109029606809,0.15328511682249393,-0.021738905805315165,-0.11677527306078898,-0.21407226569185317,-0.55748102910048,-0.1446229741551339,-0.013317207530400454,-0.2057828394363909,-0.35695989505421966,0.012014945906423633,0.011445540539011277,-0.14663975301300086,-0.1466346998233474,-0.002186366207754258,-0.14246389858500752,-0.17520419926970512,0.04976355294389844,-0.11205610456897853,-0.03903499971469819
NDP,0.025104823627720645,-0.11388363965245703,0.051321282919660635,0.041097536493951044,0.06719439068623187,0.012081292791110919,0.1996622857926847,0.04441241963661804,-0.11900958721474039,0.08420758385690581,-0.03420471982713669,-0.1414761343769321,-0.05412189706072614,-0.03401665890774571,-0.008064070435154556,-0.0387049772821766,0.11425105203530057,-0.03383718997725877,0.03241549072570279,-0.021655071943100665,0.09861894302864865,0.08293168087115611,-0.03764425849441209
TNFSF18,0.09329407952297832,-0.06375984333338597,0.011206243486348794,-0.07036750598901394,,,,-0.043355188769898946,-0.1069474284021374,-0.09346168052382389,,,,-0.003604615720633645,,,,8.835902292789649e-05,,0.071840290154698,0.0002484249559284935,-0.12508307405312205,
IL36G,,,,,,,,,,,,,-0.044402441309547916,,,,,,,,,,
RTN4,0.07554937214498528,0.3843509243640632,0.07714501525650737,0.08036077009917614,0.007059256197967006,0.12207435624371582,0.28395692317886817,0.4461236221474499,0.7190650166189414,0.27435030170072955,0.22554878328393876,0.5702219573550709,0.5573932570737588,0.05604441871068155,0.03851753267496115,0.10955289639005909,0.08410753296771728,0.0937962636688898,0.26624971326809016,0.125124197420205,-0.03829752271606343,0.5272615478434729,-0.024428901713164114
HEBP1,-0.022687716769590433,-0.07306903677321278,-0.05721361849128081,-0.001609774570961389,-0.008924200414061357,-0.03716942593353595,0.004399246338361649,-0.19811877852136273,-0.2715716690717362,-0.03030688288330774,-0.021448024432814895,-0.2100393896288792,-0.07139375341903598,0.05675908054499988,0.040870174385464184,0.10899018991342659,0.13686344873185186,0.08996837819111418,0.007509659620577234,-0.0027377850392843813,0.08193389041924147,-0.012905449103312172,-0.11800147704106063
WNT7B,0.03249761705689992,0.3610523428520059,0.1264115209989525,-0.023087785731089615,0.03103137524959491,0.009876462888071756,0.15354646212786405,0.06144540407590385,0.3371453476963836,-0.03331679089055381,0.0950193115977579,,0.13078280766376096,-0.012258342699704727,-0.051608422219343114,-0.011212553412860805,0.020531830257820387,0.03443280675225176,0.038080630659731655,0.03690989063628042,-0.05136153150383494,0.033337245413357156,0.008741147563218801
PTMA,-0.006345553020294553,0.057661349087199,0.029620889483501844,-0.037535484146075195,0.14232713841348282,-0.03768351898324429,-0.26376118913922303,-0.5012500957813891,0.12033410774406897,0.210124881133302,-0.23299708531729105,-0.7077075831207994,-0.5442537234066757,-0.0024215580798497005,-0.05167894826451452,0.04990135827241932,0.015104167621300263,0.007731783214033379,-0.044200165876554225,-0.05150733391937217,-0.1205466858600999,-0.19677859237233059,-0.27301055817625286
FASLG,0.0017809658072064191,,,,,,,,,,,,,,,,,,,,-0.011312978799369896,,
