,UKF243,UKF248,UKF259,UKF313,ZH916T1,ZH916bulk
IGFL3,,,,,-0.015954310155329766,
BMP1,0.025380971900288807,-0.10791859456013217,-0.04256663029571324,0.0553660495947005,0.022174624622764365,0.02965853557004588
NDP,-0.15439894861574643,-0.08004528871987929,-0.053971808524608374,-0.0346850213018841,-0.08330946295185791,-0.12438885497110239
TNFSF18,0.013939857712894252,-0.031230431638975244,,,0.09900100397636975,-0.02794314094683952
RTN4,0.0713964806068431,0.021598283047480404,-0.06423474678911921,0.016086707580412096,-0.06070774979770307,-0.031420994227674824
HEBP1,0.02113497152280577,0.03384120509428146,0.03431170964290017,-0.07468575928003496,-0.012399681538823249,-0.016174431712872746
WNT7B,0.01121209944007226,-0.02903454976805119,-0.022753990290742862,0.03735212950122091,-0.03405313017112411,0.08829963748890822
PTMA,0.17247460693948702,-0.10674361684913261,0.0941358487407622,-0.003921390989524923,0.037004326170521074,0.11891949653515851
FASLG,,,,,0.016074221294715807,
CEACAM1,,0.04959351718996213,-0.026274335316993542,,-0.019252386620822435,
PDAP1,0.010750682335853648,-0.10468538325043089,0.016066730228747095,0.018403067954549088,0.01761010821468729,0.03239474048280815
QDPR,-0.08911020858301165,-0.09395020230582891,-0.011645929754859773,0.009539062000379244,-0.043082463170689755,-0.12623370275842774
POMC,-0.05238458416715082,-0.013924230587288196,0.03774778476759674,0.021450870863082748,-0.016971747004360483,-0.06689645600176608
CCL18,0.07719673463921153,0.22963356676399208,,0.015347227643999312,,
CCL17,,,-0.015228929721781612,,-0.012541838384340538,
VEGFD,-0.012958162001612107,0.08946133688692011,-0.016966709436516975,-0.020029141478772508,,
TNFSF13,,0.056432073495233256,-0.010504574888573507,,-0.02043587882256758,-0.03039815154930548
WNT5A,-0.02267782111621127,-0.0032283538577782644,-0.010609926498572847,-0.011741053781843641,0.03572077616171196,0.08140817203504047
CXCL8,0.19634834529103137,0.17795125423941366,0.14559660159810134,0.03288794957018877,0.1234961611245849,0.11074996614451385
GRN,0.0779770060602418,-0.03422388476697504,0.008796955081467403,-0.015589320360887582,0.004218148513302067,-0.05385345321429599
MIA,-0.03335908322241005,0.15624125373924405,0.0071814756433907926,0.015366479883159019,0.0039372220666990835,0.02778396101418051
COL4A4,-0.042200624199057776,-0.02979061498475693,-0.03670377726187009,,0.08495652432993914,-0.018311024357416245
TAC1,0.02058320930577355,-0.024270853980977954,0.019782325212662346,,-0.01648752186402037,-0.038530910338863585
RARRES2,0.018109156662952753,-0.0384454613144783,0.018521194025201377,-0.04331604402134199,0.09958954925891643,0.10612820391400861
FGF7,0.008887606061102227,,-0.02699469091543037,-0.026076390458566016,-0.001160295061414825,-0.05698716522032058
HBEGF,0.02189519504628166,0.011029895245307432,0.03992547693320971,-0.00811760979859209,0.004139332014578252,0.10394288314722018
CSF3,0.028192976478132604,,0.09641435553113492,0.02221889096983899,-0.013204621011776878,0.12520242817201047
PI3,0.2004071998140398,0.056243628503986565,0.1677826349131586,,0.02948669483792973,0.12975720850564068
PCSK1N,-0.17965283198336587,-0.070991249398463,-0.058652424545716876,0.026385874887654735,-0.08066770300517155,-0.11746441394918758
NTS,,,,,-0.01955424312024395,
SFRP1,-0.04389802161667638,0.006658668030391699,-0.013287829835067507,-0.001078087774719898,0.04619159646360176,0.012192413850007754
CXCL13,,,,0.027045122151100377,,-0.028987825813043863
MICA,0.05434103612740954,-0.018240825297167956,0.04562958918519558,0.05837307327015777,0.04400386583072439,0.0067953048679025305
TG,-0.015535762752411291,-0.03906187240951108,-0.014339673639306239,-0.042750871298294815,-0.025751529653797043,0.06878991967257794
ADA,-0.0003080825466248126,-0.05933438309266169,-0.03228737860653481,-0.020615760081360783,0.024881713295009603,-0.011816826756448403
LAMC3,-0.02675959257206168,-0.08202748388809285,-0.040016859906884056,-0.025239060400613886,0.03340075122995403,-0.023053181323322597
CCL7,,0.04916288257429665,0.24149888713985637,,-0.013837162834494257,0.17757983586694262
NGF,-0.024312959968398194,0.022932940410637755,0.01612450411739154,-0.05679185616072269,0.012133915914723717,-0.0405013588748672
TNFSF15,0.010213504821515442,,-0.011544786389510219,0.141647533325004,0.06438025270750981,0.09778407731065483
HMGB1,-0.0711730098900828,-0.14630986506729735,-0.028254573838240944,0.04441497663400154,-0.019333482259607727,-0.023258282452455294
ITGB3BP,-0.004851832990783107,0.008429500940362832,-0.05814941963989906,-0.008250238480731965,0.08439728688604513,0.03400908294223239
AANAT,-0.03030627689723077,0.006818000389227859,-0.01050457600970679,,-0.014640295318725176,-0.021821167169898785
RELN,-0.04192080102989568,-0.001496325241090789,-0.018233591505139073,,,-0.05591434784082992
IL15,-0.01434059639737663,0.07503780506417633,0.030897080601071894,0.02347507695347635,0.006315487510361373,0.08032308985855528
BSG,-0.06291713446007619,-0.12387479543021464,-0.05699119974172175,-0.0019046482238834852,0.08412385902455824,-0.05960798477110163
ADAMTS3,-0.05529240809020327,-0.05588766910098777,0.0023137100505344187,-0.03759516576515191,-0.003239501948611622,-0.05330156430257337
CD34,-0.057265322242004375,-0.053159287777589936,0.027766949321520705,-0.018020909800976908,-0.0017977851021667012,-0.026392664265095584
PLAT,-0.09483586013679744,-0.08546259171984488,-0.08855144436503888,0.027042824244226403,-0.0052475354303668205,-0.11131954740105936
NTF3,,,,0.006051541826708716,,
LTA,,,-0.01328782921344194,,-0.019703631153547084,
CKLF,-0.06241687202489749,-0.08585627105621606,-0.03419876882810089,-0.04594203419749935,-0.008919230160611014,-0.038479079828141645
APELA,,,,-0.0028350829810789456,,
CD24,-0.03931744681743505,-0.09818571729660103,0.007525492908339727,0.022328939503744365,-0.00488631877263504,0.09694810793539996
HSP90AA1,-0.0007398615571894423,0.1306579203730197,-0.0025764443046431113,-0.01338237826940272,0.04596971609897911,0.060122779734793214
BMP4,-0.052619192635213745,0.0015063140739611243,0.067217023606748,0.023766074197626132,-0.01265942265247479,-0.060514957153555246
SCGB3A1,,-0.015778079994323464,,-0.040117459879722275,0.03233137643121433,0.016441935323899436
IGFBP4,-0.015441194610711813,-0.06596447798693655,0.03214815757887056,-0.006672427803355465,0.03899999238120053,-0.04462941604826733
RSPO4,-0.008934889651522608,,-0.005839890013937102,,-0.025987026975717642,-0.027515627445109648
LEFTY2,-0.025480307991398627,0.004417440449051956,0.037409567496776014,-0.021666389389713693,0.0672711906205476,-0.010912820663125112
PF4,,-0.016367225241799482,0.022147687256582768,,-0.019703626593980686,-0.02155454794097458
ANGPTL2,-0.07434902572029739,-0.06573501534634052,0.02408336108047779,0.012538686186095823,0.07735815897778653,-0.11803744306449267
LRIG2,-0.005731058386122305,-0.007229210043354986,0.010258158630725727,0.013893145548498879,-0.002029729849244217,0.003090425656846755
ICOSLG,0.046430668375496656,0.00847058869308888,0.020905999776983212,0.015208910417482962,0.06554005262693613,0.027806771287735718
WIF1,-0.06911844625642005,-0.01741648373228354,,,,0.01606172612551112
NPPC,-0.04153182762505906,0.024333838562450267,-0.014031790060722235,,,0.07277366805678913
LYZ,0.08786436003975956,0.07007765080909167,0.025820420333325454,0.012984036404488426,0.054268531560631696,0.056120044754132424
EREG,,,,0.14450412371935775,-0.0005250633391718898,0.03866010404794665
SPTAN1,-0.1658304016476409,-0.14205755700921774,-0.09840591355580708,-0.06771203734789775,-0.047888469724575874,-0.14059292187723021
LIPC,-0.04264811179790615,0.06880676366839295,-0.016255424305359444,0.044217531287618725,-0.024912841792594793,-0.033613027281004855
COL8A1,-0.011896197814775068,0.01812092587713586,0.02160599470545811,0.006250322155252266,-0.074633864506204,-0.03259193810426256
GSTM2,-0.06049805318857459,-0.017428624162680012,-0.03987478942343536,-0.0036965356158048146,0.029385509005225876,-0.05166807016096947
SPX,-0.09706485742970525,-0.009421567856020106,0.021093926309459613,,-0.015079880149712326,-0.011578645918376046
MFGE8,0.07160386882709079,-0.0552867246626634,-0.005018670221207588,-1.7744152123997996e-07,0.04410704233486391,-0.024552370441130303
TGFA,0.02072324557984535,-0.004499394877640896,-0.008628903681962981,0.16402099283503352,0.06733156256474475,-0.02186360708648023
SLIT2,-0.060190623311229666,-0.003230586517474811,-0.030786168346287796,0.033150369988624834,0.021621702959651844,0.04462626998416014
PLTP,-0.04703038982209828,-0.026644389400226075,-0.04467701545465858,-0.041949443971402475,0.0014140785129548878,-0.07942457829477265
APOD,-0.021914460282113572,-0.07082499253131032,-0.098411851272768,-0.010674063974974961,-0.02978781331800298,-0.14147702005931845
B2M,0.03908438856787048,0.00799477615717361,-0.007498474025469198,-0.06654007457078238,-0.007843920009309955,-0.05576874865942063
OMG,-0.1441669129283666,-0.12103709218204135,-0.048986730174124964,-0.01604508646962477,-0.0006382038930067051,-0.09101881530354047
CXCL3,0.11778114300932274,0.15308020736204034,0.06409202844273751,-0.026523146615596318,-0.05631662159939893,0.14745105007798207
CXCL10,-0.013133936937927977,-0.004729675136104234,-0.02681267033818909,-0.021863073995480983,0.011218369105150153,-0.010627357118397955
RSPO3,,-0.021432516908588804,-0.010504575233537556,,-0.014042014551844513,-0.03990196963619147
CORT,0.07445518310914925,-0.032184374275634135,-0.023557316556472134,,,
NCAN,-0.1961672822128728,-0.138193216233589,-0.08666640176757041,,-0.017411628324380323,-0.12884933410126076
PRG4,-0.032000325595764996,-0.008924571755734467,-0.010367562745932101,,0.05087329678901743,-0.030000994201202624
ZG16B,,-0.021879434823582997,-0.012032824516893597,0.02600598074424711,-0.017508880946212342,-0.018388240024029157
TGM2,0.1046236579818728,0.015223404738662943,0.055774407104720515,-0.014031115078067796,0.023018789865929066,-0.011063291209680129
VEGFC,0.03992898904569649,-0.030127861381705996,0.06253617450384419,-0.059481515160350246,0.00398712571254206,0.12136591628330104
WNT6,-0.041356525497887785,0.05769614374553437,0.06634944507006672,-0.03196040949529729,0.07652324048969071,0.08653552542618129
NRG4,0.008386690739092291,-0.014532167057470579,-0.012617798135009189,,0.10604818553348241,0.04092903507799585
PMCH,,0.0034854898988388983,-0.01748318858641987,,0.039024083794748164,-0.021944734717458232
COL9A1,-0.048014259442139995,-0.018604962509623936,-0.013178369232852729,,-0.02296664223745896,-0.07386270442304015
