,UKF313,ZH8811Abulk,ZH881T1
BMP1,0.06930433436106186,0.14597765360367324,0.047270269879305785
NDP,0.03547118725378532,0.06559311559425736,-0.010384461673061734
RTN4,-0.03846390698838727,-0.08780048172679691,-0.09423810063480224
HEBP1,-0.05311428411058825,-0.06185142688392878,-0.056911160678359836
WNT7B,-0.03365770662020793,-0.005039246152351377,-0.032987634976273196
PTMA,0.10469079733381426,0.004529164110777264,0.0357355631233053
CEACAM1,,-0.018489879664329353,0.014032593659214412
PDAP1,0.0595881502228215,0.06247206924393555,0.05130542492747477
QDPR,0.01739827510056176,-0.06725221696403233,-0.043978431294207664
POMC,0.03753489503716121,-0.044395466833504545,-0.03581631821696305
CCL18,0.09102984617061334,-0.006792832686641412,0.27551140800760854
CCL17,,0.3828017456363146,
VEGFD,-0.029526551438212555,,
TNFSF13,,-0.02517084741844639,-0.009058763047870516
WNT5A,0.027295123007786297,0.012627347370043566,-0.005678940655788396
CXCL8,0.09120392948516537,0.1419615556733515,0.18069118820604074
GRN,0.025622896837942232,0.03772175558394623,-0.012246049336562674
MIA,0.10777254869526737,0.026283701901360184,0.012116434839389652
COL4A4,,-0.03466060673330286,-0.04412472918425385
TAC1,,,-0.03777403091423534
RARRES2,0.007626953667264657,0.13526774379237938,0.08352148351333803
FGF7,-0.0036897098096711723,-0.035272410273431094,-0.0010948578423247018
HBEGF,0.0685865835682483,0.0199852464731406,0.04355784382362945
CSF3,0.09339339025419835,0.15819964616222032,0.1745076417039054
PI3,,0.12943534502892684,0.2720083359432666
PCSK1N,0.008949595332989495,-0.006796525260941077,-0.07655874381622699
NTS,,-0.030602169544017146,-0.06047655183033971
SFRP1,0.059800222846770085,0.0362060944509761,-0.04564192026981525
CXCL13,0.07990369158797042,0.19003822687693966,0.016606532239283177
MICA,0.01370811937489046,-0.004530807814936851,-0.10046566307810949
TG,0.086211235147418,-0.017430110051739826,-0.02583327921055652
ADA,0.056597806795761874,-0.032135093994095344,-0.05166298401504806
LAMC3,0.03386374826631728,0.05028229452381355,0.07595804220276192
CCL7,,0.1363233903792356,
NGF,-0.008595279111027391,-0.022706154253275757,-0.03225778444160124
TNFSF15,-0.02824837296092193,0.0031174182693697186,0.15536468130748657
HMGB1,0.10869524070598711,-0.07481955097526752,-0.04617160166121001
ITGB3BP,0.033227606094182266,0.034645184405344684,0.02676785699358975
AANAT,,-0.017247692591062763,
RELN,,,-0.02354394088256223
IL15,0.05693975326817373,-0.03159847949383694,0.031998930400617374
UTS2,,-0.014687672558314432,
BSG,0.03846058678576286,0.12351167039663007,0.05487125211555011
ADAMTS3,0.1206515612060622,-0.02329773256670088,-0.07352014751966668
CD34,0.10231334124050179,-0.023160993462414892,-0.03247137913598
PLAT,0.008425371487753285,-0.11588069994766143,0.033320950285256744
NTF3,-0.027048778407418962,-0.023793722715841726,-0.005223264189997232
CKLF,0.0604879870397207,-0.09909127303356324,-0.015560747270531803
APELA,0.04064225857077498,,
CD24,0.00405634828763252,-0.11480849352068821,-0.07736566611749637
HSP90AA1,0.011114209426012099,0.08518432188075055,0.07090862376451357
BMP4,0.02819222502772003,0.00028166463482837806,0.024782266749838768
SCGB3A1,-0.007050993717881559,-0.029923915380167764,-0.04047824733864531
IGFBP4,0.07196882262187092,0.05234050886001647,0.15901561194947547
RSPO4,,,-0.027260376923062546
