,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
COL4A4,0.10902694594779067,0.004616878468727038,-0.004441325209380513,-0.025068659132035674,0.042265863219576164,-0.012313350749615206,-0.014055275739170705,-0.018561434723447998,0.08311182495121106,-0.024111875242429536,,,,-0.038793595872164265,0.056699002212123956,-0.048235830402241615,0.014514207215336677,0.014612779961888074
TAC1,0.19619626071012067,0.03496655484303006,0.0037730446519263212,0.0498948519017768,0.017785455300000218,0.01842551703575623,-0.027930387269647704,-0.03333716333827525,-0.02818995387364839,0.002470415623087663,-0.018365095964953497,,,,,,-0.029068490203555144,-0.0435974422644435
RARRES2,0.04778507376036445,0.01473055246974777,0.02142560245436771,0.004573662023075861,-0.015295455276612671,-0.029585776117575922,0.0508459931495729,0.04268492616494781,-0.026259036704692023,-0.00016262216107307978,-0.05888725255999383,-0.0012771606591829578,0.0013460793851537858,-0.009682525448297778,0.021463211629184367,0.017392854013636386,-0.0034137539523975036,0.016557469875323454
FGF7,0.012824137547636467,-0.044419388581994755,,-0.018918720767208356,-0.022119080444383103,-0.03590391560231333,0.021170223392980084,0.04457006244764591,-0.0007883015708475101,-0.02315595999287707,0.002239815648615836,-0.006940569776672846,-0.008904793687429188,0.009411010845619659,0.0176489360683229,0.034371486475684124,-0.04873782632205736,0.01454703306170208
EFNA2,,,,,,,,,,,,,,,,-0.02863238711943328,,
HBEGF,0.10954193908778781,0.007289738869808457,-0.02480619354670533,-0.004718302999911428,0.02744915971301524,0.020787474291135456,-0.009555810558186724,0.07206308346925319,0.02715456776175968,-0.01658476191114311,-0.0069327068889522055,0.07811003915399592,0.029341966086162873,-0.08672111476434541,0.06489066784345632,0.061681534735793554,0.005995754827133127,0.1364498799419631
CSF3,,-0.04718261341485488,,,0.1240462887585908,-0.015237712242758708,,-0.019637640674153505,,,,0.015146809891164712,,,0.09824210883498692,0.018393683145897937,-0.008983005037255624,-0.015119687880612765
PI3,,-0.05589484150760367,-0.025891845855007145,,0.04888961472776822,0.04992680356050709,,0.013688329766134948,,,,,-0.06714757140335927,,0.03720478240307084,0.01093753661274127,0.02267832386568022,-0.04109351819719913
PCSK1N,0.04537552222921538,0.045921910458232025,0.04754678735478075,-0.026918434923729008,-0.0390411529335713,0.004257673234039389,-0.03221768768060746,0.02807803855956295,0.03601921065088999,-0.04892063419137244,0.011439128297529685,-0.03262679410089506,-0.1512556477626299,0.016967482805835928,-0.08641730987072492,-0.02424179302452518,-0.0050404726329345735,-0.07282033026050987
NTS,,,,,,0.032431238041550674,-0.017158298203938833,-0.024137022627132725,-0.0213296297598718,-0.03640305544571966,-0.020181937735786797,,,,-0.04225279163856552,-0.022916242125021063,-0.041486267484261735,
SFRP1,0.029369632075595366,-0.021533106238305674,-0.047841657217985174,-0.02466773106924063,-0.021104500608169506,-0.021392361082526953,-0.03577743430554918,-0.02218258089082426,-0.03960464765732648,-0.023498886985428232,-0.0605331232100714,0.04958403214204219,-0.07066971755605392,-0.03535680360734747,-0.007938885260184101,-0.0297755956957002,-0.018830160875725817,-0.0071757571228835085
CXCL13,,,,0.018640685527659552,,-0.021200103025714873,,,,,,0.039541444663044115,,,0.197251845065825,0.10986500309372807,-0.0005543485815026739,0.18905388596807993
MICA,0.01762836546255796,0.014538188374915143,-0.01541202673756383,0.032928914208501484,0.02491759689661286,-0.04707443589160708,0.027674796335431535,0.03384554028967498,0.010567199685929734,-0.07459724197107273,-0.054200175853087125,0.01449818853399346,0.1040548899907192,0.012093198131828712,0.016664754033040026,0.09217805575472493,0.011273951515394745,0.06981698852235611
TG,-0.024771096515127402,-0.022217442848586726,-0.03548537138959064,-0.01591328390385272,-0.022775099831804344,0.012170447934801747,0.018032334442698472,-0.007794339974544595,-0.018017173900724756,-0.017006042293326477,,0.01888440844917836,-0.06628119797917512,0.03969558973998956,-0.024065967192101013,0.015041853361070858,0.05765469199365193,0.02189251951473494
ADA,-0.022034126920305968,-0.01076764291623384,-0.002482486177595498,-0.011268931712168393,0.03098859292441347,-0.02191723982254958,-0.03869140223393367,0.062496977834020584,0.0034414989094030163,-0.017174709654480574,-0.06991571200332382,0.05435139709979091,0.1207437919406788,0.044217037529707584,-0.009622211810389369,0.03561539492177173,0.07017785276193086,0.08512849646482955
LAMC3,0.047854483756489305,0.0038406147118580356,0.028441536904580407,-0.028298079040323443,-0.017662426990749117,0.017790274426783343,-0.03411774385772987,0.11696276967303193,-0.01196408705008259,-0.0037509392193090926,-0.052097521426867445,0.07490043173444391,0.011570309630942341,0.04666926054478966,0.053055932103606936,0.08295452635261746,-0.03909910949227264,0.06502070728154562
CCL7,,,-0.02543810811366127,,-0.016466360789950098,-0.028107422498405348,,,,,,,,,0.006234766836503651,,,-0.03029287691398134
NGF,,-0.027183244824786002,-0.012439177667180598,,-0.02268195839879315,0.02114931961376486,-0.0188994722071364,,,,-0.020181951024253745,-0.0037861518121791123,,0.020309065547403308,-0.017443075780780585,-0.028247519665835687,-0.014767252120821568,0.08365049805396664
TNFSF15,,-0.0336290664098092,,,0.09083243479460763,-0.020810640237456886,-0.006258436176918154,,,,,-0.0037761602167703506,,-0.05574880255802788,0.021743287641537445,,-0.014999622583177184,0.047954745087128645
HMGB1,-0.017726904310980566,0.01723365075470758,0.10221900887222764,0.008784753508730007,-0.02716647776268183,-0.028011752286794214,0.04128098782600431,0.06669252499138487,-0.02895579657016164,-0.009866619658496724,-0.00011798773946790434,0.07641521089534559,0.037923975655009344,-0.010204378851515442,-0.07339277735419328,-0.03426303541224215,-0.06233913022404558,0.020996276270055663
ITGB3BP,0.07051388966474403,0.017984483520907407,0.013782425137715796,0.003121612501399544,0.03179615977011622,0.03464049161531874,0.06011601133990382,0.07214516679779973,-0.01649131667461082,-0.0004736219500596759,0.051992307890005,0.03580710179644001,0.06133548665181022,-0.03616513522633611,-0.03829346559546362,0.05248784483089367,0.0023825534190267715,0.011649815243417813
AANAT,,0.0014898387573153353,-0.027295631987286382,,0.0003900507098916648,-0.01875163145000875,,-0.017713683320358473,0.018461578200257716,-0.019603137355397524,-0.018974002045574527,,-0.05712723140836286,,-0.02381410116194463,-0.006594089746401673,,-0.024791819299001403
RELN,-0.020535895746124532,-0.04686979286470942,0.04194412833066244,0.009277661799563497,-0.008164977225181754,-0.01454301423524384,0.004925144712049222,0.011203623554490175,-0.011068860019565082,0.00016330778705969434,-0.056895044134826364,,,-0.042317443307665494,,,-0.018117918536460106,-0.00884808192096972
IL15,-0.023868478593487542,-0.04780313741629444,-0.01766926727240624,-0.003947551924898014,0.06570460244932438,0.011386791832766906,-0.016328939283376354,0.06586415599165545,0.025435487922898285,-0.021543541419021525,0.08207363850891934,-0.03598940144430058,0.07424771424250708,-0.021815407256484745,-0.024073630920724322,0.12319227051478429,-0.036588695927784916,0.1718910433681536
UTS2,,,,,,,,0.022013356080905367,,,,,-0.013644384319567226,,-0.020279450036027435,,,
BSG,-0.0030838150670353223,0.04316977568485144,0.05482061850655153,0.035658616128433206,0.007765188426594192,-0.030165832664186064,0.0161197137575736,0.04302625933174644,-0.0035677907774775922,0.04202834840903568,0.016499010062111776,0.018684373905559527,-0.04834457876286353,-0.039393120412503715,0.07625694361759394,0.033305237875747726,0.03922919292123993,0.04273186761175793
ADAMTS3,-0.04662971081730302,-0.01583118480289905,0.0202447128466225,-0.027960793557702306,0.02665729080333999,-0.01395879522487011,0.0032685524448979692,0.07466564929920749,-0.006731909306270382,0.0007356279039767969,-0.01194772060111931,0.012277148780517317,0.11971235593089426,,0.04211022550344502,0.03132438270226741,0.017211397309250902,0.06013183578858662
CD34,0.11458597591231691,0.052777488827787704,-0.008841052191893253,-0.039866588563541985,-0.003621829732832973,0.037280331731076505,-0.029055452500346825,0.07439502468409162,-0.026553512663409145,-0.028602154283195062,0.045388736453054905,0.039591344129555464,0.050296798748841555,-0.052370251620221006,-0.016172140928997946,0.018721373404744984,-0.010112186430753506,0.0889300348247702
CCL23,,,,,,,,0.05483137770570121,,,,,,,,,,
PLAT,0.04119807514773828,0.01946214332930018,0.013044339792825621,0.022984073072901418,-0.008345625970490905,0.012606472431468674,0.018633836944861072,0.05638230591263825,0.03761952741019574,0.039641005637005206,-0.0016017062219704785,0.022343144235672508,0.03045901765125249,-0.007076940057007704,-0.03033910186820967,-0.010573974832256066,-0.042538218978793264,0.06479923239597826
NTF3,,,,,,,,,,0.025360074104225975,,0.025790566673600544,,,0.027340183007684767,0.003618236863028561,-0.004351872716147314,
LTA,,,,-0.011702679002197274,0.006776047547486128,,,,-0.01560512925114672,,,,,,,,,
CKLF,0.019285060235829942,0.03684601441725341,0.043510410056756425,-0.014763009607467705,-0.037030301299057475,-0.01168429510733485,-0.009952498316658273,0.05055519142291322,-0.03308565035222448,0.022159760452264372,-0.0004448797294447214,0.002434353494821327,0.0068793856051492875,0.06540183135124122,0.008193828816130922,0.023678491825178078,0.03517916807146974,0.013758125670608806
APELA,,,,,,,,,,,,0.03897299270956532,,,,,,
CD24,0.03789709026456574,-0.08907190299839654,0.0009606197608377632,-0.011667716661457125,0.002963122526218743,-0.022391506767239205,-0.014681582898006706,-0.013595144218352102,-0.02789126714323209,-0.0024805730400021624,-0.033332060606912094,0.07931231403963229,0.11605781017604067,-0.10207931014637327,-0.07255843215805188,-0.04193378012296785,-0.0801289797168493,0.012737210764652541
HSP90AA1,-0.09495836662286622,-0.05717009356033885,-0.037067555032124125,-0.04604698735335575,-0.0048458544575417225,0.009457761711598303,-0.01742093981043006,-0.08307853555754852,0.01364978764184728,0.059168234629487816,-0.0018665991581452053,-0.021243783935885642,-0.0855021890281708,-0.0711604427608856,-0.008394155695279522,-0.009403795355502067,-0.05603123908595265,-0.09465595093117131
BMP4,0.011775121961614485,0.01858874704516651,0.04684839699826447,0.09139181640803364,-0.016367936527091856,0.07007551250351651,0.027855931121747543,0.052630782614248216,0.02287977680510297,-0.0006344953601564192,-0.030263944977200367,-0.02946477598719692,0.059471540207894566,0.003959645859229539,-0.008891147436358575,-0.027814720788567615,0.016656113583596983,-0.0383135687762387
SCGB3A1,,,-0.025438105569884448,,,0.043047442895572996,0.015327603016266653,,,-0.016535438091476843,-0.0333995534367286,0.04847266168911362,0.11524792591398388,0.062439806585286486,0.03458826435483476,0.06771175997549957,0.018378334161472568,0.04752090544414393
IGFBP4,0.021106255959644705,0.03688595827788883,0.018035015869708706,0.00938148789395852,-0.03013496909060083,0.006469974745744504,-0.02433684446199019,0.058839373972216794,0.018316679759849505,0.00835986390951039,0.008880556613855874,-0.0068353167264338585,0.012717335330168436,0.022516603087540544,0.09152856057931708,-0.02002588105341329,0.03345617265054389,0.08716318135686905
RSPO4,,-0.03320712048235205,,-0.01891871717549042,-0.0049182277929514595,-0.02577346341408471,,,-0.01814971533517122,0.08646956962720734,,,,-0.01007273160148481,,,0.07206799971844735,0.0011526789782728218
LEFTY2,0.07379749041435751,0.07647437094839765,-0.017252237505541602,-0.011846405705658503,0.04141892767519005,-0.0015102913402651303,-0.04680582920628577,0.06395984174965286,0.04587734404246584,-0.018131307448041353,-0.020181951024253745,0.05118469416300071,0.1437309995876571,,-0.02304329890733821,-0.020726289360819345,0.026128645212951912,0.03599121526059281
PF4,,,0.02498234721415379,-0.01064517711293258,0.025631121302835985,,,,,,,,,,,-0.026243565107467854,,0.11916080308506857
ANGPTL2,-0.0023461925580026805,-0.006477510120939679,0.022423755223992196,-0.0078058640123387585,-0.00721956143694569,-0.017156254749331183,-0.016980860712227097,0.0516662950707036,0.0315122474553345,-0.0012345913823253141,-0.00663901397912923,-0.04336284586623682,0.025263253752104697,0.07846327678425982,0.07077609191113562,0.014489794232657248,-0.047536045572644785,0.04613044471612183
LRIG2,-0.0143079062820668,-0.01059595128775981,-0.03473792438806795,-0.017835452511878,0.05626295428069268,0.004813898450831167,0.002027361243379785,0.030650573008643392,-0.0040004994879907,0.0508105031159378,0.033447679025817446,0.0623801586906367,0.045955195210943316,0.11211050555430123,0.003945530255009438,0.08357312753242958,-0.012119048108074747,0.011849675791366074
ICOSLG,0.05301251925303557,-0.04102809150069877,0.07587999292194081,-0.030596284088283736,-0.029084860486139542,0.1062046085080326,-0.03905789250989394,0.07548421893607234,0.0006349421986793078,-0.012280510290880828,-0.06154488638328658,0.039061760747167155,-0.013087102835099089,-0.001092726954698714,0.0641333945486512,0.045277430473660486,0.022116224801670196,0.027443487160038305
WIF1,,-0.020716991883024272,-0.00828248216420737,,,0.02074676681326347,0.03023092050100215,-0.0005075531359311136,0.12257419792532281,0.015445556194746527,-0.008718579632068265,,,,,,-0.019500944639890435,0.01235012919976878
NPPC,0.00819860265429486,0.09638343880535635,0.022912081879865605,,0.08108273397597353,-0.020102109300138973,0.07239554831556161,-0.030301913166453177,-0.02732068117777268,-0.022980209012888515,-0.00459747840941141,,0.09954228710166285,-0.08470557626449433,0.05061929841078728,0.0013744655150949067,0.06158734546962509,0.05680066898125866
LYZ,0.01755739231978327,0.027404069819646094,-0.04053372812465264,0.03590499339623706,0.020753464892863924,0.03876338572777979,-0.02886071636827904,0.03593774434493472,0.07381674244425955,0.018507065612194135,-0.041456319380390544,0.053420238447391286,-0.08359262424235626,-0.04953578719433025,0.08547767692714266,0.03512061677279107,0.0589009619350075,-0.02716952005589712
EREG,,,,,,0.03797788431824608,,,,,-0.020761329663634854,-0.03952179332297075,,,0.13626115045989767,0.05630976650108863,-0.02612826735073321,0.04376241420755219
SPTAN1,-0.013974690523616823,0.029745402706282207,-0.003856824986540219,-0.01841459467712305,-0.02484052647103353,0.022382115143084858,0.00039407656707796395,0.011919179909799623,0.0036113514154409577,0.020498464984923435,0.00012112468130517791,0.0334791025114975,0.006304479658385806,-0.021993046733630138,-0.06629097326863742,0.022189580252306416,-0.021616110183964143,-0.06853331655479893
PTH2,,,,,,,,,,,,,,,,,0.004012047028323445,
LIPC,-0.016208669074861674,-0.016026595838602102,0.0553644503159023,-0.01602156048191341,-0.02581780594699863,-0.009495467504932216,-0.025321997870034148,-0.0375075959735414,-0.02589118581323699,,-0.021914800683118147,-0.003079753902941467,-0.04256551032335187,-0.02425941981696813,,,,0.041465182644226294
COL8A1,0.013917202340281112,0.0467253131395467,-0.024013527332536554,0.009764112208332575,0.035521284793063386,-0.05435419264174403,0.011870590610696967,0.04547000604107716,0.036896870887362376,-0.031130710557377463,0.026870003851779057,-0.03921242983173939,0.11121211622823475,-0.031600971077310164,-0.012155984708896691,-0.021777480408989577,0.042298516959305865,0.08071242987414619
GSTM2,-0.02662387646713644,0.054189493339219685,-0.013792476871038588,-0.02332633249517744,0.02496077729286053,0.013393550741498934,0.09513619658939022,0.04800540721681084,-0.014430180017203371,-0.004234435835513656,0.09396710090697201,0.0008374170013920542,-0.09373823450586896,-0.09704160555379379,-0.02300656148829829,-0.04020929654840052,-0.01047194998663873,0.07782466070767477
IL4,,,,,,,,,,,,,0.12056146735781634,,,,,
SPX,-0.06350088805735192,-0.014658668022941324,0.009621171558958717,-0.014816948205492016,-0.02659171964780497,0.10588630384158573,-0.04686588161855213,-0.026965628774035192,-0.002014775691086744,-0.008610836605711944,0.05570194736074805,,,,0.003658983398144267,-0.007513262336180935,0.05155491558276351,0.013200305924938973
MFGE8,0.02822345829626213,0.05611359007789467,-0.023546917998476184,0.010196415042445102,-0.012680809616634871,0.04839281654113164,0.010010705588425137,0.026679756123208068,-0.008302271962563366,-0.005417626505006397,-0.015307877691294791,-0.014108199388907158,0.06853857926874941,-0.01167000688643253,0.11841968832644585,0.02857359587124755,0.015095989625720398,0.06711639562948397
TGFA,0.02154742887970999,0.0027908250307119007,-0.007157793921575221,-0.01731406329474626,0.04522513924983695,-0.05752577247825793,-0.02434110665943716,0.021337420708046128,0.019611978037937166,-0.0066889731215084135,-0.04671521235168622,0.0430814945024046,0.05914925421518566,0.009533683042376123,-0.0031429211696166292,0.01994221331097037,-0.007869556543494681,-0.03704315050030656
SLIT2,0.08180249082719064,-0.03167920719344909,-0.013271301368197489,0.04981864009492909,0.02780932226372646,0.037780118587134134,-0.042498985557540205,0.014122607592372834,0.027287394095328016,0.0456413593246016,0.03325125445746766,0.02863394031443997,-0.0670071315857301,-0.04047716797077688,0.020257508092360592,0.0109141210451854,0.0055687189931150575,0.030777959144886093
PLTP,-0.016306051938514907,-0.012674416346936933,0.0022518732273902613,0.03595432615036218,0.010034590862330914,-0.025232341236846353,-0.01831193208396687,0.05365953996492441,-0.051677457183601755,0.028426879198624987,-0.03810647698009784,0.058982780003229,-0.11924057951494546,-0.047489570875138325,0.12530794628726824,-0.01778099882645066,0.047961247993237865,-0.04439994161221188
APOD,-0.023146924095030642,-0.07015610470634277,0.05100693988184611,0.01583915347325473,-0.0491467888532393,-0.044163145415502536,-0.024657629667044986,-0.03794852268940059,-0.01936361966884072,-0.030724467094888998,-0.015255940994220894,0.0569446743264429,0.03787692068275669,0.06568753605408453,0.06279549417795727,0.020249434192389684,-0.0004325174215441404,0.0011169087128785975
B2M,0.05819272762176412,-0.00367182158136843,0.0024433676205160644,0.0524320395300577,-0.026028221659771093,-0.04476982812626827,-0.04890348781844436,0.08558558400288836,-0.008115677231918507,0.03474866480220403,-0.02953741577584291,0.05709572177017489,-0.0495563667949698,0.010508797959878807,0.07901945735805285,0.03311310041209072,0.06386583965785285,0.039527264634352084
OMG,0.026499913912463077,0.010008562526995371,0.034035862120511025,0.03632322440097427,-0.06798344027746224,0.02719657749149145,-0.00326552480705819,-0.06065121497150858,-0.014770751977393278,-0.008448367123628073,0.040456273772544245,0.022637869436592954,0.07531943323405112,-0.04645902197674194,0.04324321238319547,0.06823938143585692,-0.012013202118948418,-0.03597698106599792
CXCL3,-0.01994824258862785,-0.006484833726226621,-0.003844830256071447,0.0388418176589924,0.05198871159242272,-0.009366730487312541,,0.045354197701452,0.0035830494007029973,-0.017689420964265467,0.008344817208033367,0.07691283426758709,-0.08246240057800508,,0.10558154340409871,0.05182084005331311,0.0180531151751734,0.005276606789470387
CXCL10,-0.02076890076709883,-0.003975201511226334,0.06465480517742926,-0.03570095860810862,0.07745931657403039,-0.01422537340629425,0.04613857145288052,0.09289501899605365,0.008211343885767237,0.006215746130750708,0.042173026875652865,0.04687850524149351,-0.0354478090202844,0.011409060369265069,-0.02803102067561639,-0.011822775557716167,0.0375735901830037,-0.020834220371082617
RSPO3,,,0.006992156007388982,,-0.01668397452078219,0.0039660306949802155,-0.005375898597690051,0.024979201443350727,-0.02741240143076795,-0.02940472122447268,0.015846797016371088,,,,0.013234685776076748,-0.04380781470279331,-0.01787486698253019,-0.05722946475043764
CORT,-0.02477110169865742,-0.03723103277148611,-0.0435949729695539,0.04845660985791086,-0.020513459216506942,-0.03028415932813696,0.003813498926498799,0.04162270733039837,-0.05251533432168558,-0.033647441305088836,0.00020115144316000785,,,,0.024939331306971964,0.030427205829849605,-0.03488898001784272,
NCAN,0.06796339935314885,0.007305089107827048,0.0411598902268479,-0.014115057343462033,-0.05275602331458098,-0.013440970890369098,-0.032464687270394976,-0.030158511733806268,0.058347672642388354,0.016327754415992605,0.006831586307288373,,0.013063362902518406,-0.0733400682153683,0.0004806143683031822,0.002301398438518805,0.017352352095431536,-0.0443694213579357
PRG4,,-0.05081161825069932,0.07888463132686199,,-0.016466363355987994,-0.01786621493131409,,-0.02519707759896438,0.012890985529353687,,,,,,0.08955709128405641,0.09458596793277309,-0.01850979891062262,0.0555857341483723
ZG16B,,,-0.015180644469688292,-0.012809740509367252,-0.019111228506598927,,,0.0023320182109864834,-0.01239969179998284,,,0.09656871713029007,,,,,,0.027158878258665604
TGM2,0.09746200850624245,-0.009717875680159948,-0.007715485863401671,0.07452850661759265,-0.015433971587972842,0.030315256864678973,-0.023163338005200502,0.0647027679373059,0.0155069073133773,0.004189577583099929,-0.004655092184997288,0.024240365669766555,-0.06066328116479204,0.0264098435134768,0.11975477457283905,0.059118305118906984,-0.011677240820792606,0.02120421046738922
VEGFC,-0.005414236639469,-0.019541382911103418,0.015945816980340324,0.1998881585828159,-0.019133411044062788,0.027670958630984486,-0.03347452249884754,-0.03322076479597317,0.0009121390174284108,-0.008589547936181765,0.09266624713677654,0.010200549367623218,-0.04612333932792508,-0.06264024071227543,0.06797703394574879,0.058987348738146525,0.09951471619984081,-0.06662410191683361
WNT6,,0.03118454808255201,-0.04104382508122352,-0.011846406016561535,0.015450021225525006,-0.024617924113598585,-0.016748460401539666,0.08539585663733464,0.012992308748811956,,,-0.017529840744285596,-0.051595867612163046,,0.0021207471541116133,-0.010089662954828485,-0.02784103209964129,-0.02158723522761561
NRG4,,-0.016873047352814786,0.03667392084001798,,-0.02004031747240603,0.07577297321974516,-0.02050321167805253,0.08014688573271365,7.992916887445984e-05,0.0801584933057521,-0.005218174554742806,,,0.06148545689566076,,,-0.02770179678706412,-0.03246389075531637
PMCH,,,0.00019427074524630536,,0.015790006376456167,,,,0.11959137185236011,,,,,,-0.027591344658844604,0.014426999372945394,-0.015949550848235648,0.021320065786061777
COL9A1,0.06177979788335158,-0.008413398096522555,0.013374216787863399,0.01770760930376043,-0.020930648942797045,0.012117597112208363,0.05847285038884032,-0.00628096870021013,0.0544275036527765,0.09044146239076795,-0.020473520079682603,,-0.014208467646880949,-0.01631452717589835,-0.017631054247760427,-0.02170706931637986,0.006753947509132447,0.08823824720826119
