,UKF248,UKF255,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.015610213203398083,,0.20271107805517555,
BMP1,0.048027195962558396,0.0446844989148467,0.030995942949654524,0.07396266372696754,-0.07861365777637579,0.06302246075690411,0.013670635843823772,0.011288013400081382,0.1017436410123806,0.0033446145992486174,0.009220337805866499,0.04624291481432297
NDP,-0.03714033405222095,0.0871051775193502,-0.04370731067239405,0.0031783132487937446,0.05437344522152078,-0.08223711547064817,-0.07375094778388595,-0.005443181961115584,-0.018293630611062824,0.017127829214811843,0.019508710997835653,-0.021913743126889627
TNFSF18,0.0278076244460383,,,-0.029395991564945788,,-0.054531595440011786,,,0.046157286377748,,-0.0320667750467435,-0.02763098781626125
RTN4,0.03333598438305635,-0.00633546908126979,-0.07541473257984076,0.017331722035823345,0.01428821195107801,0.011078835433294375,0.04395883843247964,-0.04907894171307947,-0.026050052536594145,-0.1004785453787551,0.032474093660074574,-0.048513774533724935
HEBP1,0.019851661380517017,0.012906533452481944,0.007038123733450147,0.020354107721262945,-0.026628136072467834,-0.026833401045911216,0.00486868738717175,-0.0297160177063671,0.002200846864512788,0.07251793234292249,0.01890569832896441,-0.02702731109264139
WNT7B,0.009060302608541421,0.004046459353773127,0.0089719773449868,-0.03236211750520027,0.022803205321671845,,0.05246708503087265,0.02655835153357805,-0.0012014371198638307,0.00782646265249846,-0.010161123982117585,0.07362383070022309
PTMA,-0.024131125516077722,0.024364571327474528,0.07791536306501617,-0.00952818204359245,0.023474240369637363,-0.05084376509074922,-0.00286548559354214,0.021268878530500038,-0.03480427916427558,0.024254146885769767,-0.08066760611688503,-0.014145042146893326
FASLG,,,,,,,,,,,-0.01648752265843653,
CEACAM1,0.01928014529404258,,,,0.037012483259113785,0.011319129147071061,-0.018489882092945616,-0.019018338089894556,-0.02313191744785023,-0.01603498306079712,0.01339609231328454,
PDAP1,-0.025424271750975502,0.03146008077132388,0.057182654157123806,-0.003599843858718533,0.03530068401234722,0.014681869348230531,0.0728825042215874,0.030958118004724717,-2.2138067699571816e-05,0.08774507860540312,0.024613585015366608,0.028297991055046358
QDPR,0.04251538529910551,0.04540297003864786,0.03895466576437462,0.01934865187692446,-0.07398260831297847,-0.046895300252669414,-0.045121739419726366,-0.014291623537100468,0.017767675734521635,-0.07647425657428103,0.08594584186953894,-0.04756110824537771
POMC,-0.009392759848759738,,-0.022256553483374898,-0.03105016895297806,-0.05978549075161644,-0.029370847991701955,-0.023659231289128294,-0.034547772078865474,0.043529976840116225,0.0299401641321848,-0.05964826044883611,0.04825739193100314
CCL18,-0.003774921051805487,,0.05000226823326685,,-0.036420812329001274,,0.020119529758322374,0.02604300617217844,,0.002241334368868852,,
CCL17,,,,,,,-0.013117676409495614,-0.01201810205015815,-0.020581164384416525,,0.06717456354246473,
VEGFD,-0.005026788711561231,,-0.015037427220111815,,-0.01235090527304193,-0.05212914152195838,,0.02349681285205776,0.0023876305770195332,,,
TNFSF13,0.025855036395400346,,,,,,-0.025170850724597134,-0.015860634729138737,-0.02207063718209386,-0.018006211272057714,0.042164506224126465,0.03910126734908723
WNT5A,0.03218015725881238,-0.0008019954437334842,-0.028464646130522294,0.0046973439088215585,0.036494238597964815,-0.0025372516614738457,0.015604851726555905,-0.024821231965331335,-0.010534833224286088,-0.011823078443240098,-0.039326585987505866,0.016552960659012128
CXCL8,-0.012531392698031416,-0.10418850783996277,-0.009480496001760728,,0.019666423587490288,-0.027117929770915115,0.04662162918497372,-0.03410416065681691,0.039084600933768726,0.028994981869444405,-0.005850879905200818,-0.010350160053263363
GRN,0.015454940763602891,0.04740782731672862,0.0407505096949317,-0.019884749108299574,-0.1219619442727252,0.055817036677516293,-0.06745918118727692,-0.06837524054447239,0.08792438803967326,0.04086536990432653,-0.032363704421762104,0.000956321310940047
MIA,-0.06324118151388056,0.11886901359713999,-0.02039345282817017,0.06371908790179857,0.00940651709503693,0.0449371486376056,0.007313602416150674,0.0699473426056905,-0.008075912860321983,-0.05262604454165779,-0.018831866743124964,0.02480329509629528
COL4A4,-0.013851160409383534,0.032656916132606864,,,,0.08156974552551834,0.06994966625126638,-0.030451332968585786,0.03870134161569785,0.02980823136199385,-0.0438860868735553,-0.01742541553260468
TAC1,0.002488918453974876,0.049783364371548365,,,,,,,,-0.000384720673228774,0.0637515015348476,0.029518670086569446
RARRES2,0.0539215712511676,-0.03581361221228656,-0.02114516531531209,0.06523351672822603,-0.006107092113255731,-0.019289860594807404,0.03465436976540066,0.0004887770950874043,0.01825067493729615,0.0023634241116229546,0.0242416898018426,-0.01139160838292807
FGF7,,-0.0456298324875533,-0.009790975839554438,0.10752223929139225,-0.0412747036366227,-0.04976885887031705,0.03379391166734633,0.03510269461049174,0.0880172188539125,0.01765566635160059,0.07284789301749951,0.03282242280339096
EFNA2,,,,,,,,-0.018075657588737,,,,
HBEGF,0.0187613698813499,0.005839722582140207,-0.005985748916050357,0.02468508653160613,0.05478408802459209,-0.00914006196388131,0.03476672083404495,0.005104235282019761,0.09438677575477765,0.024786466798494857,-0.010693678146937368,0.008280425323937392
CSF3,,-0.0268582289077682,-0.022591121483531682,,,,0.0054567168911777795,-0.048211788732305104,,-0.022988338574946296,0.14242981215935166,0.10096074234269618
PI3,0.0755771149298719,-0.06363090062022606,,,0.003115795144530189,,0.023664678954787466,-0.023041578057408054,-0.01748705585663823,-0.04818818399965585,-0.034184360884491255,0.00494403177158831
PCSK1N,0.011968574813908865,0.06483889822082711,0.009726652557257649,0.032663733651558356,0.011392899819254388,-0.10688821303896381,-0.034259416170802005,0.0030696596432016883,0.01821474710707942,-0.0634762347501313,0.05745043591775316,-0.057157881363606645
NTS,,,,,,,0.07127332049878468,0.05267395475812347,,0.0016629395665508494,0.08463190250742117,
