,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CLCF1,0.09854277497025504,0.0349297406478722,-0.0038527552185953205,-0.05614544604345429,0.006307759931644901,-0.05186856776469062,-0.06250464024865478,-0.01449458543699867,-0.04166690134415015,0.04523300849981115,0.08766610055600957,0.10540745746682892,-0.04224803120015429,0.08903003605407458,0.08773405506098877,0.006787625949506247,0.02498499187445267,0.0809852482282053,
PSAP,0.02066193436269167,0.04756378724531325,0.02423516030420225,0.014496474152220969,0.11404871980538263,0.12671743951614917,0.05129093598027603,-0.036990325452207824,-0.054612286309495904,0.03138982057085456,0.09088417682214621,0.08679662019429112,0.06280985565857558,0.060896836222882604,-0.10452730128349119,-0.002747512890585355,0.09177298988812803,0.10580962808610507,-0.16427963376466898
EFEMP1,0.07127220519404877,-0.028715834304332815,0.06512331160864585,-0.197797792391478,-0.07056445939685661,-0.23310540673234934,-0.016352343247306025,-0.011225178082901298,-0.14080589755303197,0.027302483235241048,0.0573378772371415,0.024206444144350314,0.09801183698826904,-0.09014711750890235,0.04873088409394505,-0.04191336809411255,0.028476683539538448,0.09577275559091906,-0.06242303744995992
C1QTNF1,0.03339040197958888,-0.017613313534093247,-0.024195364262676218,-0.03868873478976474,0.013048883050307044,-0.1346953009913841,-0.025192440267847997,0.020882710188405727,-0.05156943228748185,0.040911801658174034,0.05340877031087474,0.10883955010453725,0.0609632764491629,-0.03128957729923511,-0.06616203879342784,-0.07393168174948926,-0.04470813635564617,0.11169200592244194,0.03740949828338686
ALB,-0.00856117435408167,,0.014844378450501277,0.046669366229227065,-0.03254629525654796,0.028345033784741444,-0.023095369665536946,0.004724240957675747,-0.04526652370110309,-0.007852625301690194,-0.032651040197345944,0.04914417567593273,-0.04184292132498543,0.07417375130699917,0.06516542781114294,0.0916770853762106,0.01958958553955112,0.004142932059585228,0.03850565008808779
CCL13,,,,,,,,,,0.06988726095187872,,,,0.23315369798812577,,-0.03583509439444835,,,
EFNA3,0.03800708942808912,-0.00413355763745245,0.024579577016744215,0.04072740602949104,0.12598987952165544,0.34265160890132346,0.05563542890913676,0.09013916939638592,0.15136308832775078,0.022615550195239923,-0.03917662709058566,0.057224724168028415,0.14991066157252558,0.14629289160458817,0.059233980833525816,0.1668015697255406,0.030678700922277334,0.020829366651778886,0.21296245379297565
DRAXIN,0.022931916824582517,-0.041802117131275573,0.0141058621176639,0.07890325060829331,-0.04704759380131765,-0.19887835925770916,-0.06666647512435617,-0.017216371789693864,-0.024798988112302973,-0.022915592518149275,-0.0065717690910292795,0.09326955183637538,0.01996081668825225,-0.02117670824648764,-0.02686744605515677,0.031432303974421,0.1417675027845919,0.08001901227202911,0.08727297587898668
RAET1L,-0.02766949222886381,,,,,,,0.0208060677698647,,,,,,,0.020245416891609035,0.06879977058151387,,,
NPTX2,0.11239312596604088,0.036281991382422905,0.09446432521787675,0.22570786036816323,0.1858253880105282,0.3801098832591362,0.1870804336306977,0.006706324530428824,-0.011668942886458847,0.0332750492829382,-0.05707635561855485,,0.0029655822867534183,0.008339983387602145,0.0028790866016256017,-0.02981862566125071,0.11735310975151092,0.13233119596096654,0.1488027057580876
FGF11,-0.019911663705330054,0.016417809868688082,-0.036667903350539065,-0.07632656687320523,-0.06591464215582181,-0.1305177606864002,-0.0167143012707892,-0.00909981325967829,0.0077498079725244785,0.06620578712558008,-0.04806563146296841,0.04410122109346662,-0.01018351639804309,0.11654133004705856,-0.017244272634671154,0.03853547943723144,-4.5854801738997855e-05,0.09008155937071634,-0.0042738217114715185
CD59,-0.025311177573832822,0.0648229624517116,-0.011017044231933946,0.15725430346641475,0.07909311154847318,0.22724232233217645,-0.022918573230027363,0.014551757526251248,-0.022506163482722937,-0.02597328517600807,0.06187765591083129,0.04352575652198731,-0.09917821004703899,0.07167072059464646,0.02817870622734231,-0.11537635318602298,0.09309991352054434,0.03508984347310605,0.16381084933449616
COL9A2,-0.04018060179692522,0.01833887014426851,0.038116309899915886,-0.026132503235168185,-0.07875980134146725,-0.08960600657184545,-0.017411721342897292,0.012186009774581725,-0.09074357081928197,-0.02910315738069067,0.038517569213480714,0.02898202269199228,-0.012627839519938447,0.01992001733172525,0.1359541545785833,0.004233230560604098,0.056145001062179914,0.00661860400932886,-0.11463224877259712
DLL3,-0.04380426586556248,0.09487041855913342,0.01618298320732293,0.07164663220048693,-0.10409372478470605,-0.055107824757352056,0.08923579884093803,0.056068112597825744,0.1269811596396715,0.004980737441286876,0.0009719250987140377,0.05956955965345907,-0.036245922736641664,0.05090641759590181,0.14446602890990343,0.08620685775546566,-0.028160991036011104,0.048901976533478254,-0.028350124786502666
FGF5,,,,,,0.031285704231819554,,,0.04396438215938155,0.04760687744256545,,,,,,,0.033447093265440465,0.09089818326368289,
LIN7C,0.003602464666178598,-0.01368836775888365,0.04959278394559167,0.030364417317907334,0.00976721807841113,-0.06866783697098136,-0.004996967720166223,0.030393241454679865,0.017322704755559006,-0.008992694677093148,0.05222324580119344,0.025182812008370564,0.0062392498600540745,0.05803565964947053,0.02426939687649102,0.0473758254208585,0.04908829648963717,0.0025777882447506778,0.04646980257983343
GDF7,0.024157063459585914,,-0.01721544111121107,,-0.06220738041470823,-0.02375169558389069,0.04442111274119687,-0.01887795873332612,0.1369140599625084,,,,-0.03308448048196092,,0.039097899672080993,-0.018761678014126926,0.06648964427773167,-0.004264131444666542,
PSPN,0.04230916201604241,-0.021670163049157077,-0.02377641823268201,0.021965308913651636,0.04623692479237051,0.023936786535318666,-0.0702697858750039,0.029183596788146336,-0.026982751330642374,-0.024103600628898648,-0.03652381873186055,0.004542779653159906,0.10811773092225321,-0.005366626718307821,0.08347439283425723,0.01531301094789089,0.06934057400419688,0.03712610337290403,0.04419792930139474
ANGPT1,0.02588805995730925,-0.02463586716494373,0.005304874576484358,0.002020353375569586,0.0009652297378414666,-0.1914463738109247,0.05691893093080736,-0.02741370885383663,-0.10666943695260607,-0.04760336340550147,0.06479171181570945,0.07027792354951827,-0.034782770953653355,0.03566360579861369,0.060819533912673265,0.017712158811529193,0.12471665934696144,0.04663449374506006,-0.0015946027424285194
PNOC,0.03136417034366931,0.0004011281519942413,0.11680246314284723,0.19272648042301935,0.17538812443638238,0.31738735722650213,0.0911455966014777,0.07936273219711774,0.0650149023605437,-0.011989144998198486,,,,,0.009349597949720626,0.003527427733810123,0.09895462460833739,0.004750403283111315,0.1101101958909559
L1CAM,0.04671992295417385,-0.08340739473576372,0.03936770180389927,0.06833472305390766,0.07086434499299624,0.2755475627833515,0.07050691642360016,0.036335109488392026,0.14733171065253847,-0.04599427981209891,0.027871217467893325,0.12035105853631954,0.1588253412755096,0.13201855011022556,-0.039350648119031675,0.16742988319617688,-0.02820134266619815,0.07347365024305104,0.07892974770408448
APOA1,-0.044161974052224315,0.01924740753999203,0.04822899108740903,0.09465551524645704,0.03196874867903209,-0.06252997460044085,-0.03399372125961704,0.044830898037117546,0.06410681035429472,-0.012075744948263007,0.011697159667641921,0.004933129402726061,-0.024350333828491024,0.05173202726115416,-0.006789261453011367,0.0471090606701693,0.12721164137323604,-0.05748777161757697,-0.04599736186423309
PSEN1,0.08093463070008658,-0.004818261168558433,0.04885221825753891,0.06634511865725612,-0.08611065047435844,-0.16664720994666762,0.0027049264246487028,-0.005301336314098227,-0.07023760175335042,-0.006123355195127654,0.041126777074314703,-0.038429586986760036,-0.10934973927295602,0.021929041359041303,0.00843922976420683,-0.03452307364159684,0.05067304318966789,0.1069667686794248,-0.13663529623503687
CALM2,0.027492797438646525,0.03647887155832695,0.07921078938292027,0.16324386300106533,0.13933638413163998,0.33631743671814146,0.12111777616338402,0.06329426497570663,0.18625328582957243,-0.05737065195583798,0.0027080711356048987,-0.06310304929170799,0.01146843982079607,0.049683678819849,0.13471374135470077,0.12042824406531283,-0.05207560401602815,-0.07630597777324481,0.07129576101776912
CLEC2B,0.08142641148267246,-0.017216623311785983,-0.029954918029298654,-0.0399777807444944,0.10161373478071226,-0.13593650776360008,-0.07241500626450431,-0.01616383150260553,-0.010390309923308808,-0.036875732995929444,0.02625368018996046,-0.0018107178399533236,0.051900283343770635,-0.10593629956204154,-0.009641288455019428,-0.041735596241441256,0.1053606106224082,0.041701082198415104,-0.0861510949205183
NTNG1,0.03798768615480756,,0.03416419024148448,-0.018196126055790823,0.03473495141680947,0.0017672256156160077,-0.048819114919342155,-0.029703369711277173,0.05487803903836313,0.003921841636923363,0.06128256537647165,-0.04324476734324171,-0.0253830105085576,0.015225181312816749,0.1309490217485941,0.039404114622476935,0.044698054713467786,0.06455213264036731,0.03170196836710527
LRIG1,0.03266292460928266,-0.0037809211724631874,0.038332086636272154,-0.10958783405681738,-0.08685255104445011,-0.2010705452374575,-0.028549497323718077,-0.023059004568816138,-0.10424302351344292,0.06956596923801463,-0.021858154839033368,0.041868870487810544,-0.0482129162263871,0.09284048433808882,0.12172992072092076,-0.007932867753562552,-0.02124202291453147,0.0073726383982577305,-0.1282968789089922
CPAMD8,0.0046689814814653546,,-0.018455336090634385,-0.024826953605902403,0.02225232524497422,-0.016265179174201897,0.021669218339373568,0.01588478950192881,-0.012634883415265648,,-0.02580151830187217,0.07079208263973401,0.013615749866537756,,0.02340692045440069,,0.07440778286462955,-0.01800675087512833,-0.07260575354815835
GHRL,-0.015215563097851159,,0.022416784129958373,0.057957970048802064,0.036255593546422986,0.009202661464717387,-0.04640731569944237,-0.017216371789693864,-0.01943059468927856,,0.05066894441524419,-0.06477413180946075,0.00493531799084318,,,0.005097734252501824,0.07407759174925295,0.01178706951942576,
NPY,0.05141328899500819,0.033335212150397,0.10644773949872725,0.1145659355196529,0.15395326620885855,0.2447187133361349,0.06902554236711016,-0.008021608379487713,-0.005178642878968517,,-0.030130586025875147,,-0.029450112285808315,0.02379129486844036,-0.006458240930695431,0.025634386370249163,0.04103648937333866,0.023999110256506563,-0.008561158471712802
MMP2,0.03642438711185755,0.04264290538214007,0.011313661288103863,0.08339215797736371,-0.07380816822952654,-0.24031665086297818,-0.04342755747857731,-0.04682797970845563,-0.040369993076149725,0.07809091445647585,0.006462858631363294,0.029509446249716735,0.04374839947754671,0.1188073819741495,-0.00951888289616192,-0.008674604682976454,0.14672140954416635,0.009442196706688114,-0.05608517778632088
LHB,,,-0.01607320398312076,,,,,,,,,,,,,,,,
PPY,0.016504943250618524,,-0.02797876033347528,,,,-0.006848018326958889,,,0.07529493266893596,,,,0.014094700640203336,-0.023529706611220932,0.06269107366229844,0.08535038150072641,0.08691394741185311,
ALKAL2,0.03687023614283503,,0.002526074757871742,,0.04250471332817401,-0.03508131131022876,0.011637989204261345,-0.0254890316921877,-0.060608872075506214,-0.024236701049504844,0.013169025058390958,,-0.007100977012222623,0.06767508552905478,0.07593402622796837,0.05465971633694588,0.0932023718903442,0.026604096810065127,0.02075722473280465
CSF1,0.04412799489837095,0.02347470919171259,-0.025426221322327372,-0.08703728395199008,-0.09462072678204647,-0.18982244818578764,-0.0856039113334464,0.008218611039479903,-0.11678584164994452,-0.03637285247743459,0.05740367688543525,0.004675529535460911,-0.036777508289969486,0.04882703918257739,-0.053366308294216284,-0.05262067374455352,0.01627630295700367,0.07136734031106441,-0.052179023144890375
SEMA4C,0.011862314248272384,0.0554407373037806,0.009099495923306024,0.056069247318785286,0.0015907767408857108,-0.027126166316115245,0.014162739440769555,0.011108914114693978,0.018845824896364896,0.02726438454117584,-0.024801206890989143,0.040978337348574305,0.0005121966177224057,0.010154719071039786,0.01539477719891809,-0.042173292403442024,0.10054851598704866,-0.0014784541454689747,0.1635823512451145
BMP8A,,,,,,,,,,,,,,,,,-0.02634302742915531,,
ICAM2,-0.011009570838538804,0.02314997810303272,0.04098482075704963,0.19724692565171598,0.022815341483806022,-0.05205735862450625,-0.020019783002385647,0.003386699181187793,0.024158658677074455,-0.008649562516348025,0.0006891594504300685,0.0028971885414534717,-0.06836400603103772,0.02664466393189684,0.07288448750161476,-0.03633272761585079,0.1900714378154524,0.01106804639529124,0.055030085630927754
SYTL3,0.06423449446524089,-0.026399991772134222,-0.05497390596260721,-0.04949059895317941,0.043862523974221815,-0.15721051585184112,-0.05039210858128812,0.0422073424211519,-0.03903431775855137,0.01103541767059575,0.0288865293053454,-0.014533477244209279,0.17147849829970238,-0.029080216202628035,-0.047079115803798484,0.005073139100916529,0.13327384939235443,0.05030589028542838,
IL1A,-0.02569223064058801,0.09278374092153097,-0.008903461459619264,-0.027622339507303577,0.0025636013976465134,-0.036433209937379765,-0.059387348844259974,0.009576863002295448,-0.04297443919772895,,0.06602478885604927,0.05895666863452744,-0.0009775143829832392,0.060985351134189736,0.020133212649847528,0.050836084864560975,0.04762414492374129,-0.0034390229604123945,0.025053929176486318
HLA-G,0.0576437428018647,,0.051287883459718214,,0.09948300986936766,,,,,,,-0.048848042722659385,,-0.009176435635228332,0.055735680710494895,0.03932651427905121,,,
PGF,-0.03603380781214685,0.06894216444153473,0.0451166350497862,-0.05065509305414138,-0.00790069447722629,-0.19860220049260413,-0.017091782721136102,0.008036588913435514,-0.016545118221207872,0.004328982329814849,0.018571047414042578,0.05605932280290774,0.02075927739344071,0.07749135637158457,0.07508738139914772,-0.026661776252392053,0.12920766089486901,0.07604484878681228,0.00010278090996881936
LGALS8,0.029410087144221435,0.02397891297398969,0.01150302491569456,0.02153568612772299,-0.03277550029868142,-0.005005869877194188,0.048900713057748076,0.04224963355225655,0.06459628155811546,0.055086798861514075,-0.001866821712875516,0.14435472252604983,-0.005818984143393452,-0.017638925772503984,0.015375329836965608,0.06062158574178012,0.030025678267745545,0.049370579667939486,0.059658451633739416
DKK3,-0.03918025717371177,0.053937720420600105,0.04374569059771294,0.16971270034614827,0.18036423754884134,0.3514503263218847,0.08251254911266187,-0.014554522147833525,0.11435459566867939,0.011850646621824768,0.008306948132367674,0.09393139241491355,-0.008238026735132204,0.06345547905899207,0.052001570433590445,0.03856713622577334,0.09759262285740912,0.006673317411261676,0.09808602348796276
COL16A1,-0.030183752708489803,-0.03236994037644878,0.025802432526332977,-0.07205567113461665,-0.026298494990020172,-0.0616455655553352,-0.05475800213266779,-0.044007231691232114,0.006859011916508594,0.016230959063651858,0.041838147417488626,-0.003142712596380867,0.06925761510472309,0.06735056391941818,0.013372132066072758,-0.027156154137031072,0.12383418915458684,0.026909616435690502,0.02187326893253558
TPH1,-0.03126214137577161,-0.028791934557155764,0.026326130767780304,-0.024370873365737386,-0.04965304623708907,-0.038114101708410626,-0.04756119097825449,,,,,0.012299688809226491,,0.04617131220677882,-0.00461253597037664,-0.023986198317836802,0.06470112451726182,0.008520761534570062,-0.043988616940017364
TNC,0.06444652927190872,-0.02249800049461037,0.020985654477306243,-0.10601458263466429,-0.1818562101256982,-0.3220570845508019,-0.1278593459005542,0.040873812824562566,-0.15658389591154842,0.09963126687853063,0.06423857133841537,0.02189346931318128,0.148600999718389,0.044130388466736815,-0.054354757028276086,-0.01002114653293776,0.01926084450838165,0.049351464065056784,-0.16473716974995492
TNFSF9,-0.010697817314950153,-0.015943953990229465,0.004610750100685627,0.15813951780717478,0.07836669451961843,0.22047313183659198,-0.028295730972008323,-0.007887464158952733,0.03219239792893997,-0.02036016505916847,,-0.028230647215362056,-0.04306847039535267,-0.030991975905982957,0.014287630729283966,-0.01096950744245932,0.03281651515158399,0.04918612890752401,0.060920048247210354
C4A,,,-0.019055716013289075,,,,-0.02472212338305431,,-0.020966202650171708,-0.0049419432746704035,,,,0.01904451391542846,,0.005525902015982679,0.031973483967396424,,
CNTN2,0.008016703996897327,0.07492120470412707,0.03381478446791693,-0.0067362066260197966,-0.031838466470388786,-0.17721959298911505,0.07142253618189934,-0.04634919341089284,-0.16432536335365783,-0.056597038143914445,-0.017832680372811046,0.1355764818142389,-0.15305217973107574,0.078069490257067,0.1462420729908983,0.051187743516411775,0.09227290929070815,-0.015103594260122718,-0.12148443122424746
F7,0.05190931073882306,,,,0.048459331969866355,0.06625890062499153,,,,-0.032697662614041285,,,,0.07847217771110972,,0.03983111859709095,,0.011416240797362887,
LUM,-0.03964927106728094,0.13314520437197563,-0.020710188631213437,0.04525615352951869,0.03473380495755377,-0.1998169503832153,0.012095387878166865,-0.01283225378438744,-0.052448230624239325,0.026615734491758337,0.027084098779234456,-0.0051273266484867025,0.0027487509544396782,-0.01960832787047976,0.014552697556707553,-0.005721937311153138,0.12252005111530283,0.05635444668179204,
BTC,-0.02766948070363102,,-0.006277034461626264,-0.025145922668232897,,,,0.006024885427515098,0.057945183504256474,,,0.006884993754133581,,0.02464927194059554,0.002175437553720464,-0.0008209563969647205,0.07361299705974168,0.12707617048809425,
APOC1,0.027912551296965026,0.09920519916521374,0.05270968963708654,0.20324663123633568,-0.1304560167277711,-0.33818171027300453,-0.01966509464428741,-0.05241837209018494,-0.20929412650804677,-0.11007393405300173,0.10824308768288965,-0.04590495445658938,-0.07187493125035369,-0.019186068407704416,0.051378175192563484,0.0257732926644536,-0.046443993097830795,-0.003561708593092153,-0.0737580000589908
PKM,0.06692361408883317,-0.0381884240405723,-0.040481006366736585,-0.1125440384304599,0.10497133779920288,0.06536635217960479,-0.03564159226740496,0.02845821725951088,0.17220473018151838,0.026812540107398194,-0.02035803719149848,0.0007885705096356901,0.06926035271932923,0.009658816564512515,-0.12012713521819639,0.0007214008340137194,-0.009191808233092175,0.07081772989273387,0.04375195764805919
TNF,-0.008622517453998613,,-0.013645849414798097,0.014445930745356935,-0.027563782150901158,-0.021200455040513193,-0.04587626416565824,-0.01393047031588158,-0.0491585668783121,0.016447860629005988,0.013611448560760162,-0.010353264019367424,0.04136760699258572,-0.02033842161203054,0.025363208568253404,,0.1640492995993976,0.02931380492791697,0.03137980159066937
GNAS,0.02414874239009161,-0.04898664846130838,0.03104036180406536,0.1891422251931666,0.16802422427735206,0.35427854834858113,0.08870141469865539,0.04293830800071406,0.19470341616484424,0.05489976590675576,-0.030599580947338195,-0.08788722019131179,-0.07140276431791343,-0.04202831203473223,-0.027034080389264883,0.05149205039387732,-0.04679009481369469,-0.008333392260331847,0.08259553149327811
BMP8B,0.09707063604634796,0.014243807113179232,-0.0016892994533326477,-0.021860411668700067,-0.10103169815785332,-0.035138087158631676,-0.025576049291752126,-0.016712591448924844,-0.07508419803626502,0.05080610478259509,0.02081476916399986,-0.053055852093510596,-0.04726354171527225,0.11697212633922645,0.01914842746116483,-0.0266842784696872,0.09391875527348177,-0.046012694317873505,0.025187117743103275
LIPH,0.02752950083083581,-0.020661085506120534,0.000687190138196649,,,,0.00652957269989939,,,,,,,0.02565156558665645,0.05688504121819433,-0.003275203770781529,0.06907018744624822,0.034747491824471934,
CCL28,0.02515855185230656,,,,0.009700259866946568,,0.004424210465399848,-0.01976746669507505,0.03677284601065402,,,,,,,,0.06769001148180893,0.05989495134032847,
PTPN11,0.001143250570293195,-0.034823729800195526,0.029471794581568487,0.06087255670180369,0.006813824788056201,-0.06636064349370208,0.008415596600163442,0.001024806794100618,-0.03894671040152391,-0.0073435303874350814,0.01542265498498322,0.0386420818819152,-0.09188363819098296,-0.01442345021342665,-0.034627844312934905,-0.10841649771460965,-0.013598204921725112,-0.01394620123520992,-0.09261840852340902
ADAM12,-0.05485524063835066,0.06913405784731633,-0.014403941603547795,0.01634181946071023,0.013339261936842574,-0.13769478857028195,-0.03978733080182215,-0.019104027707540366,-0.021560091817806503,0.00833137908167651,0.0002454266077263197,0.01909573315541016,-0.01542176952786269,-0.05286391001263253,0.01580562696079379,-0.00556016307645112,0.1365544506928221,0.14616676419922184,
EPO,-0.03390860326832664,,-0.012474735011418799,0.0324374160179819,,,-0.009693054757368333,,,-0.008092838743136531,,-0.03729003604396064,-0.029722083401615525,-0.04513173594380991,-0.028229508164425553,-0.0033854756716420434,-0.03691713568486952,,
EDN3,-0.027964436116648887,-0.024371735183867826,0.007972928326889712,0.02738969964974599,-0.0014107794871869674,0.0257676836009079,-0.04438039131403825,-0.009507855021939807,0.04298957239533642,,,,-0.022775809397753723,0.04272213003249756,0.01564838701860619,-0.04788324347378447,-0.004218184269169505,-0.04126388937529089,0.030918243380673293
CCL22,,,,,,,-0.0001836163194099608,,,,,,,0.046938397972440676,0.007265798822526952,-0.0446873550089665,-0.00983567805060691,,
CCL2,-0.0015848003935832028,0.034309505175969125,0.03325564242362767,-0.19048253754853933,-0.0727219013127918,-0.04525171905186577,-0.029296386734539843,0.010966457253130104,-0.12718127483216884,-0.03164543426279817,0.04877891722962707,0.026216198434777113,0.046813471282029395,0.026966492523077652,-0.029560167046210565,0.08273662498894531,0.00624281839063747,0.14632083380517968,-0.05843523831662881
DSCAM,-0.005255528905019576,0.07195543549436385,-0.019718535163608886,-0.015126339429816818,-0.0029357619186796808,0.00044070581300812377,0.02798500623523709,-0.005105288227951728,0.10703085023405542,-0.017613448267201848,-0.02152629451988248,-0.023233980006368466,0.06283483334494494,-0.020116366247868656,0.08248635039597234,0.03783554308951496,0.01308384217968793,0.06751290829870883,0.008899670488049011
GPHA2,-0.013782754193019118,,,,,,,,,,,,,,,,,,
ANG,0.05505033720371612,-0.0611225989946374,0.0013223834927844633,-0.03244605861435332,0.01938770184160748,-0.12880781329928098,0.007161186859410145,0.011848433143459553,-0.011278626667734932,0.05403615252343525,-0.00391215726226221,0.04370618804455372,0.17939860192564766,-0.01158462546214811,-0.032619215019509776,0.010113054424460555,0.042786022288840826,0.02786662590376689,
FBLN2,-0.01960673513807775,-0.028331149818494602,0.028987884496105683,0.1203125571048744,0.10029305160692552,0.026460310385652837,0.021103937744980254,0.007807213879515987,-0.01947295839038122,0.03382617997653045,-0.04139874389350301,,-0.04101116674505006,0.05480441996185756,0.008286638549701995,0.027433048676961884,0.07088162453143053,0.02608513352150225,0.060477207959689555
VTN,0.024306008991241284,-0.02410498581740582,0.08174002175499608,-0.026365957520629656,-0.04985046141483876,-0.02565830646963528,-0.021745963504413126,0.053884429652302245,,,0.11637769253850135,-0.05650399900413717,,0.016432759277092972,-0.03319059374139453,0.0016448493614699272,0.01876572013590799,0.022135246716606008,
VEGFA,0.037269960136268154,-0.09497984621311029,-0.028923238589473325,-0.188194248640843,-0.09618837727083743,-0.04130723386988624,-0.0689168509354483,0.01657515890207478,0.017037197866990792,0.10767387208461811,0.04374282994822002,0.03763411121851422,0.10610785861262953,0.030660904056509206,-0.1479086605631267,-0.04809061927599787,-0.13483729775316972,0.07409269413588714,0.00207082180896355
F10,,,,0.04954161060752195,0.049028003012885825,-0.03683918381163722,0.0125844909516091,0.04795439695634835,-0.028610906839797036,0.0442691251830864,-0.02373645377703393,0.07155107058986426,,,-0.025832660893708687,0.028669956943445176,0.032097022898835426,0.025636636786472034,
SERPINA1,0.037722739575912406,0.08587816204748336,-0.019199811433471884,-0.008866787200648655,-0.08968021227671687,-0.19386050282806294,-0.01979462780133127,-0.003448015326769598,-0.10129339123366385,0.0011349944580559968,0.04562594341053198,-0.0781358893854885,-0.09250595748839854,0.011478002273567186,-0.06588027599881777,-0.06356487898714573,0.08594399926916227,0.04633656914104581,-0.07762360600961905
VWF,-0.06486538486513103,0.13259520984764242,-0.05355962009687336,0.13207915855719302,0.045475387959691416,-0.22951593161261544,8.814752434347415e-05,-0.005750892322706344,0.0023078791987232988,-0.0060685734818087984,0.03969423904827437,0.009436004079432422,-0.04103390970069031,-0.018440111352965468,0.042290828250632684,-0.03572795478488453,0.06242082377073993,-0.001534710367036912,-0.017271002908621734
GDNF,-0.03288852901327073,-0.03678183028828088,-0.02001847543059303,,-0.0036194629274899476,,,,,-0.01763623232680144,,-0.04975369728052512,-0.025383003420926104,0.0047556728630483,0.0027958407330488117,-0.0446914548874886,,,-0.02275146127647733
VASP,-0.018453169751379124,-0.021373025984126832,0.013090561373875318,-0.04501669232254871,0.0077552735469783194,-0.13364242900277165,-0.02912740449370143,-0.016958668910170543,-0.08934336848339898,-0.0223358381695608,0.04314252211186084,0.019385432662717045,0.030114965341513075,0.01718562193546367,0.00802016313548502,-0.023337833619370103,0.11687296391529887,0.007332038955899159,0.11794136071733159
ADAM15,-0.028927297050376076,0.034806690071559135,-0.01621439934206434,-0.07474332493688347,-0.03715243966306616,-0.13305698881347558,-0.0003028273895109265,0.08762278537745943,-0.06631230368446948,0.022205803893686947,-0.024713019209293863,0.043014682875134796,-0.019016380978865755,-0.03327869255115157,0.013437406939375299,0.004425335442728481,0.10060138561203666,0.07666479383883287,0.04242432810334704
WNT2,-0.013239843155877883,-0.044856673289249104,,0.1686594784871958,0.06692945374123566,0.21817098723074063,,0.01623533287899517,-0.02949593732718557,,,,,0.11996071761513265,-0.003806637876081061,-0.014514376978068304,0.1754922627963646,0.10102834046030007,
CALCB,,-0.021884283801550965,,-0.03184735752335471,0.0011329992266350686,0.034333308852136285,,,-0.019746633584580904,,,,,0.06250133684457679,0.017376932890423937,-0.019017635571567475,,-0.0029551221969523742,
OLFM2,-0.03266620480061471,0.02417538585091446,0.009095391345949902,0.05863520225989727,0.0332597670607083,0.17434535790046887,0.04419641969923333,-0.0057147071828437535,0.09025483620021996,-0.027474911151468422,-0.009830971672857422,0.06866004856594027,-0.018327733233741164,0.08674921464502681,0.10468171350806638,0.049645905898375295,-0.03907577305869513,0.040790681979124714,0.02998095995449211
MFAP2,-0.015840051318259878,,0.0067357609284387065,-0.015126757260809108,-0.019530956579752647,-0.12440526549172513,-0.001988600045665321,-0.01077409565798883,-0.022955812673446038,-0.039798970587348714,0.06695551124165862,0.009498884912522994,-0.009746090662275017,-0.0017353890101214804,0.052116887323127116,0.015220210794622258,0.1728134170088315,0.08828155478478011,
HLA-C,-0.016584203063066603,0.009733772676484129,-0.009263110664593665,-0.054611684163814365,-0.09507620665152404,-0.29207488339785587,-0.015219128639835397,-0.03019073868527157,-0.15372265169860747,-0.05287148645060499,0.07618349737374679,0.027745057213089886,-0.021115065132048805,-0.031281039237218915,-0.07838626894908289,0.03467960771920101,0.08073363512857494,0.03477064598570838,0.007969278788264035
THBS1,-0.0657722790745298,-0.03654475796532695,-0.00355980806031101,-0.05037329798733451,-0.011824820391346481,-0.04763459529070608,-0.08718175186088743,-0.002081978849127515,-0.0662605467124152,0.01269760896357183,-0.012727404525582893,-0.06703697138273156,0.027020181261447083,-0.03501854413398346,-0.0508082589899551,-0.05212298763741913,0.05065017696809827,0.17760494089466117,0.003436387695573271
HSPA4,0.013407369799842202,0.023373461242464942,-0.025972222633075002,0.01533004067119829,0.006417630983722534,0.006829394425133614,0.013875083532670376,-0.002101408654408904,0.11112127248076553,0.0012155761708064511,-0.098171185348562,-0.08135108574065782,-0.016024713683537913,-0.044382831988950426,0.012386468068250178,-0.01351628459180176,0.024680696611203787,0.04540293158251301,0.05631423708300927
LMAN1,0.05833644946060121,-0.04722576973449297,-0.005256296771240464,-0.12671049522275724,0.014630754730318551,-0.29260667120645567,0.01636604711001009,0.003444835620835859,0.011062745394021778,0.006828761363634664,0.014586338023257935,0.05489092106224565,0.12388553976917625,-0.04121850335919165,-0.06151866667880468,0.019707969136713833,0.019088557818111324,0.04474510101838199,-0.026937639140965943
LYPD3,-0.03971969066398725,-0.02833117568493958,-0.018044574594974303,0.029205124620915988,0.007311130919953161,-0.06676936388934392,-0.04008909339194924,-0.026192396531839086,-0.0004666894957305565,0.040793953340948035,-0.035528449501301504,0.13736476911424347,-0.03233448664207368,0.061823690519403514,-0.009564333193869363,0.030149997864374077,0.08266537454769067,-0.03614052511767764,
