,UKF260,UKF266,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH881T1
BMP1,0.020740392157575664,0.0789113332532214,0.003688212931401799,-0.02398091846229317,-0.07319699527409025,0.02023285307684898
NDP,0.01297394090015689,-0.026645869065248483,0.014960377064916508,0.1362576735187975,0.1218796949562861,-0.001698755162172411
TNFSF18,,0.006798548021745378,0.12253994522386179,,,
RTN4,0.00010962917520123703,-0.12755588128098508,0.06375558723918602,-0.09416609588386936,-0.12092138580980356,0.08512071133445837
HEBP1,0.057704433847161625,0.08393879510507941,-0.022251387404951844,0.0549142939783521,0.08600396834539635,0.03584138149785653
WNT7B,0.004019192995653796,-0.022392963011621088,-0.004833341164806541,-0.024735718928723092,0.049172440201861234,0.004077985240387677
PTMA,0.01709445561056231,0.13149073309002313,0.01275182762335011,-0.07906715079548286,-0.04994306368017398,0.024741099277987257
CEACAM1,-0.016207974107219532,,-0.022552082174129753,-0.05232498645557105,-0.007418565957768818,-0.02406307236269937
PDAP1,-0.031519587453936966,0.010477385778772426,0.03887884241198193,-0.02569783641676165,-0.10265647754764155,0.01746895233032209
QDPR,-0.03059494030628022,-0.043333551724632574,0.014332015118505376,0.07908601457194707,0.13906658190358787,-0.0508695871447774
POMC,-0.03261427663796192,0.07415097224044724,0.01730292685389507,0.03487146731920721,0.04731373202201333,0.027839906568863333
CCL18,,,,0.04369361000587437,0.07959954750310538,-0.045373797872571515
CCL17,,,-0.017883723927799054,-0.02025204769627507,-0.008642501830282569,
VEGFD,0.07704048835091507,,-0.019053595218888872,,0.11588761808222038,
TNFSF13,,-0.015493637941250204,,0.04416673393335538,0.03388260923942721,-0.012191308610893889
WNT5A,-0.03623962199678588,0.08703250729787247,0.03242729525368647,0.0001513772773527544,0.051480209390073764,0.012966879812582656
CXCL8,-0.08835778952412189,-0.022038695067154473,-0.007005986430816227,-0.14796768501993998,-0.2637174055902642,-0.009130948149997471
GRN,0.023785601206348005,0.09127750367447421,0.025643867004436518,-0.00285976024641437,-0.054755922057799576,-0.02478254118761854
MIA,0.061211363517003015,0.1725431095085771,-0.019059590321120447,0.31476702940027,0.3078275521703943,-0.07118195335035729
COL4A4,-0.0006306398127506373,0.034373653619057,-0.0036532985311801144,0.13830730717542153,0.02852501943325564,0.11215622598562906
TAC1,0.015405175015543822,-0.05710221946340727,0.010699103306005986,,,0.04262524588207166
RARRES2,0.015484136153725287,0.06434557269273887,-0.003221497821373618,-0.10768027499090801,-0.03381607385369742,-0.08953348697463252
FGF7,0.009134389577058514,0.10018060832746517,0.08699407666229556,0.016414368867564717,0.023537742640263183,-0.015457751396809185
EFNA2,,,,,-0.027844730152067013,
HBEGF,-0.0023650411591300516,0.0688723336263614,-0.03735083687316378,0.03498005741967904,0.04527067234020969,-0.042103341147643865
CSF3,-0.019443542996690356,,,-0.10262300957686907,-0.13526049703258092,-0.03449770121551143
PI3,0.010822551050336504,,,-0.22414978870870764,-0.2948885013265306,-0.06109061891802946
PCSK1N,-0.04791472050967616,-0.011641453362909506,-0.029618102880440353,0.006472625019146872,0.0036651935490437963,0.05724679693499261
NTS,0.07163348572902173,-0.01799603674250333,-0.021329631149647022,-0.03591599236119466,0.011018130316797112,0.023845851424183537
SFRP1,0.06712678821664615,-0.027203229558785933,-0.039604650237847504,0.023402312502864887,0.09392878157448013,-0.010733576488691297
CXCL13,0.0252706710896752,,,-0.0011322781557781846,-0.04327799610538081,-0.019464016243788584
MICA,0.05455347251687346,-0.01857730620262565,0.0004602115112075286,0.043615152784754016,0.07221811842624125,0.002903737948573306
TG,-0.02794874094699268,0.032887689783610806,-0.018017175074670207,0.032566392782939504,0.06624183972699875,0.02562677547314107
ADA,-0.009380243989290058,0.14945945256242088,0.02085915950663484,0.06988896298232312,0.07603046349960128,0.0073950133103516495
LAMC3,0.05636416810418037,0.10727124987908061,0.020684510705124053,0.032434754689529166,0.060497218381543906,0.03825690989899802
CCL7,-0.023243751627453308,,,-0.04363815051531715,,
NGF,-0.024810285621802222,-0.019822222006578172,,0.040836146330823594,0.06830946725125477,-0.018042868543045463
TNFSF15,0.02490477511709352,0.03826925534930134,,-0.011954331886654065,,-0.0214224802023781
HMGB1,0.044242107970408937,0.049753221974444366,-0.013789775330458538,-0.07373334292402714,-0.11911513632013015,-0.026550052026851446
ITGB3BP,0.08156850278803376,0.12083991477836194,-0.0015059749667301705,0.03183218618218952,-0.006913775401936073,-0.027643104812813835
AANAT,-0.015506874173833394,,0.017434753857817516,0.027970430456926643,0.09346629417381377,
RELN,0.05241889920129952,0.028722208241415408,-0.018767728925464022,,,-0.011912317389687612
IL15,0.023677849118758285,-0.017126185115624675,-0.03927561454600794,0.031029268635103812,-0.004090624153584949,-0.021963328101034865
UTS2,,,,0.1759011673678091,,
BSG,-0.03150938753223921,0.06400218263392174,0.00107470594266163,0.0936040441635371,-0.020629074139744356,-0.060463929437357886
ADAMTS3,0.006653034541078693,-0.027585329831561686,0.022029557072429918,0.05046464918539056,0.0393299805111525,0.05503242048197702
CD34,0.05180127509673142,0.04711990365364705,0.01846770479740813,0.10268064772154793,0.124186772780787,-0.05126764018783905
PLAT,0.05893350982727609,0.13878278524272716,-0.01764195924486908,0.19337648490562256,0.19331856288250976,-0.0005405203417076673
NTF3,,,,0.08642927149541697,0.17657264453083835,0.036794731920612986
LTA,,,-0.01560513026793052,,,
CKLF,0.05683212903502015,0.08508728078956233,-0.02518557096368495,0.1652647415258162,0.14669062704699137,0.08279643265211539
CD24,0.03486759429721219,0.09206828687475078,0.06419750345743618,0.08640162225778775,0.10487668323325301,0.062388736516101995
HSP90AA1,-0.009578253419641665,-0.11562876126332346,0.00026702266650310467,-0.28284871186222155,-0.39574709552835385,-0.03472384197220575
BMP4,0.03114320423610799,0.13096325337112766,0.03339178288823879,0.1343908821235165,0.04727544922193894,0.032986674500434944
SCGB3A1,-0.018466772823584967,-0.0048523109904320075,,0.03422638888074174,0.0831973510386285,0.019596295428504735
IGFBP4,0.010806478273722029,0.10502915522784048,-0.0071242478251987,-0.06565970419065123,-0.1316942876198721,-0.054730037490847205
RSPO4,0.09684284150364987,,-0.002733287811173701,,,0.08372317030159879
LEFTY2,0.07209446846849109,0.2459268176390467,0.00746916996401624,0.08210902171758107,0.04359388242917584,0.03890317946285795
PF4,,,,,-0.05536318672186227,
ANGPTL2,-0.006666987028775228,0.16424916024281125,-0.0076248020491526056,0.20758762544249867,0.20202284023211164,-0.005155536725543313
LRIG2,0.008307198129551411,0.08234314696509425,-0.026319820259248422,0.03805933100556388,0.12914843391302183,0.0203637677081567
ICOSLG,0.027924212278540157,0.05534388981363722,0.027826065917738098,0.05125345741197692,0.145492514706313,-0.00895044404917588
