,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.002875020488967618,,,,,,,,,,,,-0.022429276271606076,,0.016199935729189114,,
BMP1,0.08202514341305839,0.032684564807698296,0.00620354512486215,0.044132017422529424,-0.029222875376829664,0.0840820702324553,0.08279503793180677,0.15652693070085394,0.005808503226516743,0.02388805499193525,0.07293950001717238,0.055993351148584516,0.0026525611280643524,0.023979597019993772,-0.12007939104902983,0.0087353573829629,0.12003789028120843,0.022199320281599252,0.006856965878959323,0.0436861540101394,-0.03151302710951633,0.0825953819061995,0.02743934897486447,-0.043168784271311385
NDP,0.022584352954877387,0.042108222669200425,-0.04370196514671274,-0.003643024283436949,0.012834240659376505,-0.015098682109413009,-0.02717909119005061,0.04104968918548875,0.01558973245437013,0.011164657508612147,-0.001990876390935604,-0.005766963081866276,0.03392948071919025,0.06207976815779526,-0.018172868051519898,-0.03815248721113081,0.007124661193867652,-0.016616152643522935,0.12120674101646715,0.038566862445185486,0.006349001043298745,0.07936366833760969,0.051373494769244,0.019990483879119978
TNFSF18,0.005781600059176424,-0.037088174013791615,0.005570253533611632,,,,-0.01258239927525025,-0.027518027034283746,-0.02028382958710191,,,,,-0.036714540644582974,,-0.055059421346980914,,,,0.06698015506431004,,-0.01435144451855253,0.020561021016227338,
IL36G,,,,,,,,,,,,,-0.02681643792203042,,,,,,,,,,,
RTN4,-0.04431594054337667,0.0373636488091444,-0.04118654638831522,0.021577717272576444,0.06905335447092405,0.036222165472946544,-0.060908228710033006,-0.17941500266524052,-0.08193471527220465,-0.004526382950500922,-0.06557272149965013,-0.07614289190463644,-0.08012436909494737,-0.028062291991005447,-0.044592744879504764,-0.0538978170459409,-0.00686560745463673,-0.023606607490066992,-0.05696499624856871,-0.09302624240138625,0.08122351321367852,-0.02052795166180109,-0.14696305069759044,0.1030840804739473
HEBP1,0.037037560850926146,-0.038843101326189816,-0.004662123302822279,-0.01665179841701602,0.006727657422572417,0.0564978030528965,0.038900449222000824,0.062316999001458165,-0.033851205960987375,0.05152328534371554,0.04000152797418912,-0.0248602715655933,-0.0005152867628277425,0.09025282091562228,-0.08421749752040364,0.08072820532229077,-0.01926297102899446,0.05475573606991092,0.09324648676444543,0.005775540791789567,0.0019001799363881895,0.039912295302121065,0.009657913012755474,-0.06899844130489788
WNT7B,-0.04358066572411079,-0.01045791719101675,-0.006252554505128187,0.10717996143590539,0.006819811308109868,0.041668809196970275,-0.03670964777644186,-0.06332742686662499,-0.021286885000958475,-0.010229012786511461,,0.03774928363171751,0.02907867692907886,0.05459488611679627,0.0922091057373462,,-0.01979672230124868,0.04195080725977477,-0.005666412674651019,-0.03618637864557303,0.04361976557441858,0.08560549017084648,0.012785508737226331,-0.03502346230371273
PTMA,0.003373076052936568,0.024058119941508086,0.007681116907876814,0.07345655847483043,0.05030721760803948,0.012241290244724909,0.09850968731187865,-0.10147707412199919,-0.08493840756042532,0.04007292704491428,0.08031494320429054,0.08299822610493147,0.09597659477380943,0.015575753146151823,-0.05251091377591198,0.0699464767829462,-0.08791355779255042,-0.006463665881006916,0.0010931357928746028,-0.17774449036589485,-0.010916378121712925,0.0032375978254004017,-0.028778918118885465,0.06479414664391138
FASLG,,,,,,,,,,,,,,,,,,,,,,0.05311716335370789,,
