,MGH258,UKF248,UKF251,UKF269,ZH1019T1,ZH1019inf,ZH916bulk
EDN3,0.05231915684630187,-0.02303818541695946,-0.01161451175612147,-0.02573857950024319,,-0.02277582299395224,0.02948973017547845
CCL22,,,-0.013864257350328507,,,,
CCL2,-0.0687185627662486,0.04323272369315334,-0.016668538765492572,0.056267763343794526,0.023115553518372342,-0.02230403649319996,0.07350768698759838
DSCAM,0.009469880996734143,-0.05140756652877322,0.006048177184027594,0.035062472070660135,-0.02183453963731914,0.08703822232694207,0.04519444602265207
GPHA2,,0.03060425179416386,,,,,
ANG,0.03044285771102696,-0.06528957383169344,0.0524844517499625,0.04057380611829771,-0.07227376897104425,0.028373411730842544,0.08232528531960928
FBLN2,0.016599924109492185,-0.003397785110654594,-0.025212561653913952,-0.01702518000628399,,-0.041011191226988535,0.04100423114486929
VTN,,0.07187786387237115,,-0.02448662700710413,-0.006839904208387984,,-0.0028247948940904126
VEGFA,0.06676898298416224,-0.060334977516270656,-0.04688765555527369,0.040533753769717365,-0.1020716748107227,0.04643335598502357,0.040612619571457155
F10,,,-0.01582517286303545,0.027186906726643943,-0.029689516650134966,,0.045118373101428084
SERPINA1,-0.0822657541458708,-0.0053646039002479,0.02576109692584463,0.10620786796516019,-0.01934362999329638,-0.029632397633817597,0.032464247908549466
VWF,0.061386549655685956,0.1037448627847269,-0.0044713324920012945,0.09132314142606321,-0.05477248795280758,0.026332960972319616,-0.05561335771082519
GDNF,,0.012675374854933362,,,0.0013163502137828458,-0.025383018573509594,
VASP,0.016750389101414943,0.10108825095201071,-0.009538148952585394,0.07816947313824765,-0.09625943652841969,0.0634474548287747,0.08903557386437587
ADAM15,0.05993867869222388,0.005445372232735516,0.0061192329909771125,0.04489332035601681,-0.026472312090587126,-0.03619713845279946,0.07961438221338796
WNT2,,-0.023134773304271293,,0.004205543785154476,,,0.0845864409783957
CALCB,,,-0.0038980109840635684,-0.016057669215539475,,,0.06262548964338159
OLFM2,-0.00656979613588038,0.03185027934301193,0.000438432143905353,-0.03149075389584177,-0.054515834698208504,0.03254048762654842,0.002444722211579795
MFAP2,0.04805614071676369,0.08181744431363892,-0.03010938710920235,0.08484943781239147,-0.049115940704926406,-0.03185658772122395,0.04709774535843142
HLA-C,0.07264465857912995,-0.042637993963319167,-0.016724111913889506,0.10557081068169047,-0.029171859383250516,-0.03046527573833874,0.01835279716867659
THBS1,-0.02498146643080437,0.02134046313646351,-0.02271490022543673,0.01643901198753141,0.03282565333082707,0.04300503827284462,0.06983390587380389
HSPA4,0.025231853120445853,-0.018217153042509822,0.05871825173380879,-0.007419713582623126,0.046716451146575216,0.05651147166123551,-0.0045331210527871785
LMAN1,-0.030103182230330247,-0.010928797448282077,-0.007704960342399021,0.08258046100869851,-0.027484071371582885,0.004654476051481713,-0.009600287791391144
LYPD3,,-0.0034790743350133777,0.01226378919512757,-0.00949894191880266,0.0057909995747447455,0.014333494112324367,0.0685380446687567
APOE,-0.0014397475069451444,-0.004160481089463784,-0.031657586039527105,0.009369427782972117,-0.12280900738034563,0.08769092936344372,0.019056456612807304
SOSTDC1,-0.017851062739042363,0.0532191848728444,,-0.0006972327597005808,,,0.1951654511360454
ANXA1,0.014881127123491567,0.017406914670976173,-0.012275056433715617,0.1187265238521436,0.005059284488525827,0.02534397835745409,0.08870141222731466
WNT2B,0.14531149487681091,-0.033705155970097864,0.01771531936660204,0.10285212835264701,0.0010679079455415148,0.06306632861135726,0.010163241472274572
AMH,,-0.010469796801505086,-0.017160593065388117,-0.032944100296608006,-0.02136835507163423,0.04505261286503444,-0.012639627634595616
GDF10,,0.029063162381322703,-0.014377664034233116,-0.025874448195497432,0.005280151364142073,,0.08366167570039744
EFNB3,-0.012618933828320536,0.00528997681603488,0.02813692837008136,-0.026329003744378916,-0.09968005278910488,-0.025498667713662135,0.0010084761137217715
LTB,0.08026469686526132,0.0008028891955515794,-0.020975360390913297,-0.026278452932761008,0.24010114615559136,0.012882608550919382,0.010162520927277551
ANGPT2,0.02570745111178366,0.07870105636633634,-0.013060720916213,0.10486971839661849,0.03489069787931861,0.06548713565161923,-0.029003578116685788
NRTN,,,,,,-0.0259980528465206,
ADAM17,0.010245220004376169,-0.017125751389993008,-0.01018710478402743,0.04925447551640291,-0.09953582770442508,0.014140937344273154,0.029225381707733797
LRPAP1,-0.007004711409186384,0.010049549290789054,0.02557762389012023,0.045010362302867944,-0.002332508090443113,0.04930009352021124,-0.06349964480663914
NID1,-0.03470875777840653,0.05652749411669831,-0.0038711639179893967,0.12336450372736928,0.05092378861306812,0.04333439909823304,0.00786755035837426
MST1,0.008337609940975082,0.023605925815143952,-0.01457047398892771,0.05186493882101964,-0.02946085423191388,0.06519269613439747,0.06606605190781417
IL13,,,,0.14514439396627543,,,
DCN,-0.01435691494283981,0.0829635481832401,-0.03706395175965556,0.09404426457376439,0.008634593780605404,0.0014262022722045646,0.010983029348797186
COL7A1,0.06806874932448002,0.02971084651477079,-0.029359216119341915,0.04560472290319686,-0.021640097342115527,0.032894807580609677,0.061966086147327695
CALR,-0.06459602664978334,0.0003123957460183916,-0.027924188922980646,0.08070878167072218,0.08998854266951933,0.03726419772041019,0.07115486767538595
PIGA,0.016190433232894545,0.014473710214707804,0.008030921006790284,0.015714313369019992,0.10718806142678546,0.02585022515012484,0.06015782374393272
CD200,0.04282311767089693,0.052415360304478804,0.00010291658340356781,-0.006787725560423691,0.031669169215669056,-0.001364643846677922,-0.06620564700561311
GRP,,0.10542796257858165,-0.012203963390808783,,,,0.08764773792876734
CDH1,-0.0015985063140899491,0.06439886962885741,0.0045456649261906125,0.04035703731185483,0.006616442910795241,-0.027750986861884118,-0.023396485815744092
LPL,0.05488141049762074,0.003698085141422838,-0.012102741586571606,0.08627763311540906,0.045837356364980354,0.06259647661259536,0.09307095661322654
SEMA5A,0.061225217925727,0.04725671796750658,0.05735389901277965,0.05548273691481525,0.10205628012866293,-0.015419412711891378,0.039034022368292384
SEMA7A,-0.03396672408282703,0.0112018785285372,0.004025776217327226,0.011542593516586179,0.006552940565839343,0.08341405306457411,0.005584616254278302
SEMA4G,0.0708481648345664,0.01260035641741782,-0.003401099966423861,0.009028381566890405,0.04136570295754556,-0.02409211891436026,-0.04522592829808321
SEMA3B,-0.025586984963317027,-0.013771458089886559,-0.06861699377194852,-0.007389942720894563,0.02436818075255111,0.03433782884067978,0.0012591681330154357
RPH3A,0.035418286298596315,-0.0038400120656238317,-0.03683762251251492,-0.04201723421068666,,0.13551604668212125,-0.0888344135472062
JAG2,-0.007891180659653196,0.07468727967817161,0.02677659264162025,-0.0037617662168135456,0.008703932974510073,-0.03460239371150908,0.0022494784886374023
CGN,-0.03280384820570148,0.03834404799657586,-0.01661599775152582,0.13670043748233593,-0.04387748120939825,-0.04016695856515567,0.0061603151840784135
GDF15,0.05004914651148343,-0.029499052007231307,0.01623357055637095,0.07244018530224254,-0.017512147697729803,-0.03599536714838508,0.11036445427314935
SEMA4F,-0.030409229421899928,0.056330279162905166,-0.031505626807936386,-0.05036873659829398,-0.011084737084804844,-0.00016127909418664577,0.06430778272299818
NXPH1,0.031525019839763864,-0.008893254264223452,-0.006182281093947622,0.00029512503109034984,-0.09064944463053867,0.12031474750844527,0.014389216034140602
ARF1,0.06556293574935507,0.019019501861011902,-0.04647486397017464,-0.001966934352511462,0.07822253765563789,0.011804375042110059,-0.041783767233780154
DSC3,,0.04995843056970814,,,,,
EBI3,0.021417660661901518,0.10082201802704523,-0.01466561810311276,0.03849456397957078,-0.02020292598743593,0.04172667808011637,0.09834585216387631
TIMP1,0.04912567988075453,0.06430807975314112,-0.018765336762091203,0.1196176047249336,0.028395647612673908,-0.01964935480777422,0.05565862490590077
SEMA3C,0.004372658610858386,0.02828350344597898,-0.006186289696717265,0.00017495198061076147,-0.032387094307685806,0.0526563570861342,0.041917145793406434
GAS6,0.06937528906474333,-0.02415566265897255,0.018142654795408237,0.05518635597521809,-0.00254290986266285,-0.021002025288809657,-0.04416374417148519
MEPE,,0.01558370827591516,,-0.02560207870388136,,,-0.0026832712654835103
SERPINE1,-0.016231435248661618,0.06666528742093582,-0.0548787150103696,-0.018089656930687797,-0.12071834503884911,-0.030449833222467276,0.0894415640121074
RSPO2,0.0063327923691137225,0.006786688795818039,-0.019102748137768008,0.004487118323111148,,,0.005982117125662205
SHBG,-0.021189033205946055,-0.01444942179705109,0.016828328521468768,-0.022989030114385363,0.025196119157922598,0.006059588312740174,0.10807583557381913
LGALS3BP,0.053392061053903955,0.058767681296902255,-0.011696198927383605,0.0548581204499721,0.036266951458018566,0.03257785922203393,0.08289981609754266
LAMB1,-0.007572569172612108,0.09549547961270138,-0.007988713393862486,0.11730976788419233,0.05057296585524219,-0.03502715394087883,0.02506885852124493
SPTBN2,0.09472939043293256,-0.05000423142394325,-0.021470097417876796,-0.08520927483342311,0.07927719530617003,-0.04221352939556975,-0.0700126373944098
COL1A2,0.05108350067781785,0.08691789890696058,-0.05207563007574724,0.16159739851003943,-0.026542768504061634,-0.003922563880433913,0.01838771573388484
DEFB1,,,-0.01080229600221005,,,,-0.026028262411790782
WNT11,,0.1319699800360762,,-0.01584750225280797,,,-0.023367375900435874
LGALS1,-0.06719535745942587,-0.0011355467725581428,-0.003128141891415518,0.04879623113570923,-0.14424664617223487,0.05025781829257224,0.0356533890885723
BCAN,0.10635341172706857,0.0362534135268284,0.0018369899269708612,0.08706187124297272,0.03675805425395161,0.10178762268841195,0.060824795226184
ANOS1,0.01943814664896156,-0.029377891386022256,0.030531935365106663,0.09039728308272459,0.11761179756745933,0.09118187719230386,-0.01362897687861848
EDA,-0.008556418472460414,-0.011705621496993956,-0.007478634211791309,-0.018948277777786245,-0.05593993187048772,-0.007732091555947232,-0.041422828093572873
FGF22,,0.024642073117224488,-0.014874594228434752,-0.014526321030593125,,0.061740394529991284,-0.01733325479601608
SHANK1,-0.0014553809013781766,-0.015989178684507704,0.09554942422205946,-0.013820871858954937,,-0.03283609303733458,-0.007516187370021753
RAET1G,,,,,,,-0.021520247934521737
TGFB1,0.007318523473689103,0.0266290003789258,-0.022461198763958835,-0.01943493115717346,-0.014122797055940774,-0.03172239797355444,0.04730529346286286
MSTN,0.03682742364632914,-0.024668712602128592,0.039351682616661096,0.10311707123691691,0.03824226400376858,0.16702896968567668,0.004710077948020455
WNT4,,-0.010773473580255225,-0.014123136049305093,0.07759283566959188,,-0.025998047295447503,0.10787963443496193
TNFSF4,-0.03078478654946402,0.017259168115170646,-0.01769006358669772,0.018544316585717986,0.13225481163380373,0.03140169428994074,0.030274433222381776
NTN1,0.04783699410051112,0.018258188863043617,-0.00010966278467323231,0.07373918706623776,0.06784244823997045,0.09984011778822961,0.052904347958164885
CXCL12,-0.030657500178618294,0.024144039724969535,0.051398674406826265,-0.02807486611620441,-0.024618452627997757,-0.04014092078870753,-0.03711433825737307
GNRH1,-0.028986865020254823,0.0033568934128134567,-0.019489736064742524,0.032799982090305366,0.051133484673313835,-0.0335768300685193,0.02163266084582395
RIMS1,-0.024102903845553424,0.038069111728348655,-0.0290829425257343,-0.02565491820389168,-0.012699202095573212,0.13964081895402194,-0.029594479076867342
FGF14,0.06172130489198215,0.040840494389150675,0.023449049113104314,0.08097973323175237,0.04749608174433042,0.11428123224975946,-0.03965682788825069
IGF1,-0.001829597049740723,0.042864196544211954,0.07562735993830388,0.05888060495063459,0.008039109421498053,-0.012388648916754447,-0.04292030468577999
TNFSF10,0.089034918937872,0.03374528817005753,0.03886954788820942,0.12389785966571913,-0.06419715929137103,0.10303109501285745,0.04835910978316688
GDF5,-0.018860664009609847,-0.01651610127497934,,0.09709883933005255,,-0.025383004398255957,0.00960830299880395
RGMA,-0.0984523081000654,-0.07009282087649685,-0.007766621136571887,0.08803970025888437,0.0400670054644552,0.16923677734817597,0.021594318810165068
WNT16,0.021463112253767923,0.01663810029780085,-0.01096647592423171,-0.0043643796669093375,,,-0.032679067531809096
CX3CL1,0.07035959543242847,0.03659625223111032,-0.04232843510253046,-0.003925297713016842,-0.02243065052312416,0.025127136236380562,-0.06168141048583738
FGF1,-0.034820080074838465,0.01831877866634598,-0.005866282356033776,0.0022012015343638777,-0.06093392064458518,-0.056361949807956245,-0.10592205347986451
ALOX5AP,-0.040823492176052946,-0.0003451154137035339,-0.018807649655565497,0.09099985406237505,-0.020725009063229362,-0.017603180908169546,0.07952556493225264
IL1RN,-0.016784796662310378,-0.036373505226079475,0.03224280361914607,0.01093561066884763,0.0009902428330376145,-0.03478275286722339,0.09598716399971201
NPW,,,,,0.012238034981931111,-0.038216755396294516,0.012842490886740327
CXCL9,-0.029722128596794257,-0.021569118817171978,0.05781916975284056,0.04718303912643887,-0.05352440785759352,-0.010285367504872172,-0.026857798436183227
ANGPTL4,-0.04946208098109478,-0.01839693620273789,-0.01842128196980947,0.029107600699615727,-0.034830416238776224,-0.04012608119005245,0.07843261802774606
UCN2,,,,0.0833899233850689,,,
COL4A3,,0.0410915028836465,0.027058449172072455,,,,-0.025796582460014338
NRG3,-0.030464476333651788,0.018456877837135708,-0.030713285682175916,-0.053626753065370764,0.004436856735829923,0.05203671365195709,0.0014923132024112359
IL23A,,-0.017648947262616968,-0.014628086739611943,-0.0191265098066927,0.05419533853827735,,-0.01124846127929272
COLQ,0.015549590310430168,0.030586304431719624,-0.015189420568871815,0.04701614046748604,0.017789950152926975,0.07264895368147326,-0.018459499205200663
SCGB1A1,,,0.047158019335374966,,,,
TNFSF12,0.0074214370808668925,-0.021103369950618345,0.004952097119987122,0.053915540273934644,0.011218021925569584,0.011081462227781466,-0.017638138815226048
DKK2,,-0.018486427686032432,-0.013058953013157924,-0.02784436294332569,,0.1342902331467114,-0.03648056531708958
FYN,0.050505660621994096,0.030576655456577284,0.07791090093385755,0.07466284618273811,0.01079615916465786,0.03898208920776926,-0.008127916837614982
ACE,0.06430436402727241,0.13736488340577171,-0.013658432427016864,0.11356189281613911,-0.043395144473775266,0.02489978729174939,-0.07555993030779318
IL18,-0.05338722390991893,0.03194057987461427,-0.03922250853853514,0.07263872112017154,-0.07933569569361658,-0.006495333611188222,0.0497686903502607
PPBP,,,,,,,-0.003840248220728151
CCL27,0.03117424916930876,-0.011705621575635403,,0.02659893097107145,0.1367252754067156,-0.039739831283177075,0.05273406493857042
SERPING1,0.06303349905401719,0.004200514154733297,-0.0007356600480053397,0.10814834151851342,0.05864355630749917,-0.06713071284584333,0.0005544700092431071
AZGP1,0.012392334489524273,-0.04881636097230758,-0.006702562708449437,-0.026179367858064025,,0.010411225084914703,0.06968753752133049
INHA,-0.026188199230274323,-0.0224512875812371,-0.01705292894242002,0.015561757673281353,-0.03900963879195877,0.035674634943523555,0.01318636113296649
SEMA3G,0.02087648157179843,0.0031387709666972846,-0.028029099659557244,0.022243821127491518,-0.05383040592956788,-0.0397398042612519,-0.008953924880829679
COL6A1,0.08904719650263196,0.027510419436543688,0.03126318953722313,0.09960137713230244,0.048725729591951705,0.0040732975605295586,0.05540937964457508
FGF17,,-0.013110757269077192,-0.012203963390808783,0.04280364195826505,,,-0.03665358831619277
TNFSF8,-0.020742649636245274,,-0.01080229711430504,0.03755661488747868,,,-0.027160305143521593
FGF20,0.042632034101519126,0.051209130952615874,-0.02574934140501149,0.025096718074391237,-0.0347315933214044,-0.021725682779938676,-0.020105766024880754
ICAM3,0.05868396252727185,0.0207101287097165,-0.01807262687146156,0.04824070649713202,0.05240144991931683,-0.003060350777211204,0.07702124249008885
LAMA4,0.05696481747024141,0.09911974186312648,0.02457949285732295,0.1050322069886098,0.023832105067472593,0.012952852911685419,0.06947590964800522
DLL4,-0.04786500364212584,0.08168300190169994,0.021978382932455843,0.13788631283521086,-0.052463930139959015,-0.014406835930519366,0.010575903308970916
SEMA3A,-0.05080653096741096,-0.019518961306622916,-0.0036362531982554657,-0.03436583953036124,,,-0.007726695728522293
RLN2,,,-0.011600950562244729,-0.01894827533501207,,,-0.023620430130291376
C5,-0.0225025893767933,-0.023948697334722234,0.03725653429082961,0.09068672962970555,0.11430785502136839,0.01683352630508826,0.08573672125489053
EDN2,,-0.013225497029047933,,-0.020165498192385747,,,
C1QA,-0.03512320609333269,0.047747996861011825,0.007697361781324179,0.11603929669030683,0.041692145511919,-0.04912705108362272,-0.03185503001688107
UTS2B,-0.017590197578147577,-0.014152772689706888,-0.013196372004373793,,-0.032976038986338836,,
COL9A3,-0.052162972175295065,0.04740047751015974,-0.053899873055476256,0.06849915833315107,-0.011624619577235604,0.004130995090416985,0.05896729084593604
DLK1,,,,,,,-0.0472904045025569
HGF,-0.022882725886362303,-0.036761405229948606,0.012837635276214069,0.03248156267679483,-0.04507116445827189,-0.03732525135251228,-0.003192462480559433
P4HB,0.019387086666116264,-0.007320809684020431,0.0426877365405795,0.0709193671912001,0.08354337742870935,0.011539112308430202,0.05505792606887724
ADCYAP1,-0.019347023282001528,0.04192700563230232,0.08433009064100988,-0.012285816953072102,-0.03763461579169707,0.03242820125502618,-0.027211587892697803
GREM1,-0.0635461585339637,-0.018603302619932812,0.052337609011876375,-0.045311534752231195,0.10611827745238583,-0.010450255079140281,-0.0078883278789553
EGF,0.07513002829951353,-0.03100788948908428,-0.022062403227364868,-0.03422349596568889,-0.034731563984220074,0.1298138654010511,0.03721703499555362
VEGFB,0.053006528079586855,-0.019911867495366477,-0.023424882432664922,0.025457897594984593,-0.0976266041108398,-0.016704040069952478,0.017911133555572552
FARP2,0.05450206539371395,0.03174081850659745,-0.020171396736444924,0.020291368913353015,-0.08505428759411877,0.06915074163210266,0.03383334079673877
LAMA2,-0.02604597916514971,0.12662132831652356,0.014222125209317744,0.1156921749081894,0.10053780195628709,0.0008569423148944037,-0.020501135637771745
NRG1,,-0.02454531357361066,-0.037892049572345855,-0.032496987187852724,-0.06226047857793542,-0.03709984094515224,0.08032003865763966
SPINK1,,-0.039573492533433625,,,,-0.023452104121174024,0.0546053460106314
EFEMP2,0.01554571827418915,0.050131742036058455,-0.05414145597173893,0.08019728288014705,-0.0177704302883898,0.01520967361984673,0.0329160798122748
SELPLG,0.018474026008749433,0.07198085537049236,-0.05711857645648912,-0.04568031209216544,0.030986227301660597,0.06997168736525772,0.009671864390707222
GDF6,,-0.022451285389709124,,-0.018948277378965907,,,
HLA-E,0.007908798873112674,0.07182490844412762,0.005875182483871868,0.12487321251300815,-0.014455971763699694,0.014089588594508462,0.0053085536695959895
PTN,0.12204471101029209,0.06781148873850283,0.04593602701987085,0.13037272941475353,0.030985511427838987,-0.0192980005621983,0.06053490054250112
CD274,-0.00772220813948803,0.05720985777964218,-0.02141382520963101,0.03524576216229989,-0.03370884735187466,-0.041428614039731644,0.016985501022903922
CD14,-0.017640529467572198,0.025326652370223,-0.04009093233355966,0.10066682833279196,0.016627661228812526,0.02052153846187764,0.07744616085132439
SFTPD,,0.010401146272038775,0.05175922366289042,,0.0018033472379700986,-0.04641510435775801,0.028019197386635882
SLIT1,0.06679747689233896,-0.0022593812829111294,0.04101466183499709,0.027538150546106865,0.04502616431713165,0.05665017377438093,-0.049836215415352894
CNTF,0.14203492078523286,,,-0.019824710357293406,,,
BST1,0.023448887523274863,0.06092263022588308,-0.01721590782248982,0.09569764085105918,0.06224776116426488,-0.006264124903423929,0.029281688685006347
AGTRAP,-0.04804966434525666,-0.00962268837038983,-0.023595657119679283,0.08599477124544873,0.08275075294698542,0.03881241251248381,0.053718155096484164
LAMC1,-0.022670158276471144,0.09098185139857087,-0.01818561837173807,0.13266262238558035,0.03790735767507365,0.0041160492626473285,0.03594069718811329
COL6A3,0.09200581884487047,0.03360991990171098,-0.01694464769044526,0.01849719800619593,-0.05822957893951355,-0.05124325115161039,0.07041875451000948
FN1,0.05943383512541861,0.10068596726416151,0.06918960199740679,0.12216020567311855,-0.01808616900745392,0.0052850539831479915,-0.019058755013608118
MIF,-0.06462620176375147,-0.08631983751424509,-0.02415338548089721,-0.036945499533282355,-0.059586520650083984,-0.029869812024822747,0.061019488894747224
JAG1,0.05632662693325669,0.057419174007909295,0.029127038582277963,0.08928487829964558,-0.02798707078618979,0.02711510482774349,0.03394503538170248
NID2,0.04238461450410998,0.0917240614947883,-0.02024431137266076,0.09527479225471502,0.015217646409489112,0.03573998555515855,0.018521450569399373
EFNB1,0.010858053613643767,-0.008874519336374157,-0.007313740196683425,0.05268375139298926,-0.14421742507812813,0.09154340189377162,0.05489285201362915
COL4A2,0.0398549686341859,0.10686508666290706,0.05778056885304295,0.12230020882161961,0.01901705092828458,0.010382435406348676,-0.00960947207565822
SPP1,-0.1183677791146363,-0.06268715769641267,-0.07413181371642129,0.14774840362477532,-0.1052519273549189,-0.08991351309099835,0.041865938092866914
PODXL2,0.11421862091016084,-0.028593395880375766,-0.034547958460461034,0.017066042432528895,0.0797671511847308,0.04815402025163876,-0.03427833103261892
FGF9,-0.020742652953359236,0.05577943637445331,-0.0074117438180119925,-0.04601856851358727,,,0.014382358997195975
ITIH2,0.12261292299704461,0.03884847124815088,,0.05923459122433527,-0.05593995807521015,-0.039092551005430444,0.07231064239616085
ADAM10,0.023717500389947025,-0.008374213878597382,0.006786285832571131,0.057934311252550046,-0.06462274432915245,-0.018115454935850848,-0.023973012300481843
CFH,0.018121273187298913,0.08626256418407019,0.011422000591274321,0.056143753232520334,0.018564806150943386,0.01820396676247999,-0.007690355407318765
COL4A5,0.020870309491764712,0.07320382999816044,0.037923775475156254,0.06395317847688835,0.030301579062502634,-0.015097173287381688,0.02922613390198606
LTBP3,-0.018670224946808884,-0.01706122753524146,0.0419290046330073,0.06057583348224651,0.012645027548713224,0.03111196231809024,0.006103757596168766
GNB3,0.05704058707919899,0.011291168123642727,-0.0002583343531453836,0.13494542212081487,-0.05290510795973605,-0.029334554169236814,-0.03642856683623507
COL6A2,-0.02610235433262673,-0.011299797566071787,-0.027382288898269484,0.08784623289937031,-0.011776586704502942,-0.030552565159506575,0.020689403565394296
GDF9,0.08435639832538491,-0.0025391412488246327,0.05499626303665512,-0.005807334813928878,0.035320004667238857,0.06271426909098884,0.04660625882519462
NCAM1,-0.049253296892514606,0.005902350630226601,0.0026537510020270723,-0.014071644604369993,-0.03366304377051856,-0.015244035546450579,-0.12962506634881435
APOC2,-0.09447397757469213,-0.010684052817423713,0.021317353174206435,-0.01825850560358838,0.06448098286431651,-0.017954506244585913,0.0347670206681975
BST2,0.1512899236138557,-0.015281490387696132,-0.06610387559421461,0.1398233398571506,0.0784411853511377,0.011431153207821232,0.05366015879147555
COL5A1,0.028096997667581117,0.04589823837986287,-0.026352212914466155,0.07610022375136381,0.06345675351632812,-0.057940648071603436,0.0364587536836424
CALM3,-0.0016470979868656072,0.039009201139795446,-0.04306994609767151,-0.11383359862664244,-0.036666350678059886,0.010145146498257287,-0.10488725237546746
THBS2,0.03517969770406895,0.02865065296405606,-0.030562233144405353,0.04507936227519657,-0.08537927050558339,-0.03239532609373407,0.05257375015015973
SERPINE2,0.08795121724681611,-0.039236285963838394,-0.027215182706657282,0.006968120956155377,-0.026331046815483164,-0.0020623424150331125,-0.000998053388186228
EFNB2,-0.044483343497733634,-0.0023296100097376224,0.012753719448585717,0.02532882918630888,-0.06487223173161429,0.0770234141782009,0.0414378084537883
PROK1,,0.10271485483969914,-0.014123136937744918,,,,-0.026937268182355558
MMP9,0.07032904037476916,0.06959742404306377,-0.010966478019788695,0.12847842090273173,-0.00711653618748168,-0.04700781784853337,0.060661671219038565
DMP1,,0.02649926233031524,,,,,0.04205995148555055
NPPA,0.041994278797614554,0.018373755337250865,0.04603896468919542,0.002653144706205189,-0.06451869709363313,-0.04417468104923833,0.08124337790236286
APOB,,,-0.011128338984123248,-0.015200538429454583,,0.08471504707941414,0.04719832875667428
C4B,,,-0.012779961302362473,,,,
NTNG2,-0.025777018314632343,0.008197437275634432,0.01910185458852553,-0.012902742519210815,-0.064735259587602,-0.036699126068450334,0.01586535384494932
LAMA1,0.05390949996674803,0.02012417408765681,-0.04347622080427135,0.10832389077814077,0.07896266211822012,0.15605688821081773,0.09493387073313185
UCN,-0.026911284938427704,-0.019291231326009597,0.023914895121338924,-0.025464974456521867,0.003263244638019749,0.02020011401930489,0.017863586319844867
ARTN,,0.028317986439075765,,-0.023026547295212415,0.02548623901096259,-0.0038606505624920826,0.043416307712701004
PDGFD,0.00603549346700893,0.032070099296123145,-0.022714896960364356,0.0894718919814149,0.12621366304459547,0.007259701433212606,0.08909806699474611
EDN1,0.03834769753162072,0.013113381503842864,-0.010912852458990862,0.12363424582032795,0.020745362258759385,-0.07985332789908811,-0.0410653303471667
ARPC5,-0.0464970729132373,0.03972747677350641,0.04721536833737447,0.055531232489909654,0.0566227585197854,0.0013575622841667343,0.0004391227832913141
GSTO1,-0.1084023147477685,0.01814005573773022,-0.05348147210449177,-0.08378911200951308,-0.04320544193581106,-0.07731755855692223,0.0011190988183278413
SYK,-0.01582445086917242,0.03295050662425511,-0.026488930736203325,0.03779795572870068,0.010773816406095775,0.04708265719653417,0.04617654018804912
ST6GAL1,-0.025413532811098653,0.04377422297249859,0.021453127493195938,0.04439747718315273,0.09803284501390623,-0.04827186884370901,-0.0301129739654668
WNT3,-0.031102369887330415,0.014106602201860757,0.05387180854818676,-0.03553772395221392,0.11748430744335549,0.051037351883807945,0.13584101247377067
HSP90B1,0.016016093160287626,0.0014785677144306777,-0.0015628812115007645,0.0758101663152392,-0.005267351174243655,-0.04857371446776815,0.009478424984756272
ZP3,0.02618339769928618,-0.02332694801137832,-0.024190692346530773,0.016475675993929767,0.0572345734717485,0.04168277512955449,0.06679733178796138
ANGPT4,,-0.012403009743591674,0.02653066364651898,,,,
NRG2,0.012111755561758985,0.004764766782776142,-0.022966268548805756,0.028866660935629503,0.0469873857662626,0.03200139026902467,0.05285697137812109
MELTF,-0.034378135996594325,0.006577796799620664,0.046361205707335346,0.0433488138020071,0.010359147207191843,0.03929482003670029,-0.0021208931865252948
NLGN1,0.024758079555343575,-0.026574618406440795,0.008782421424975097,0.058602414366538264,0.12435980428943283,0.10872446454593317,0.05739462718448951
SLIT3,-0.026370593871481832,9.232589723732257e-06,0.00725273044982908,-0.05353456413600098,0.07026924178876161,-0.04407107942794418,-0.036057635865959975
CCL8,,0.026933666430695807,-0.010120083259160674,-0.019824710787745344,-0.004602828189583354,-0.02345212999079465,0.11250132455363777
S100A4,0.006503565630406137,0.022284954814159458,0.0027218296806198654,0.12247909863833525,-0.003018028056764499,0.03911507583186389,0.03470416995921559
TNFSF13B,0.07948655329510625,0.03577679471615801,-0.03618836947800108,0.056481527788956716,-0.007529646190367104,0.05339066248922356,-0.005530662499278499
HSPG2,0.0611682260371429,0.11447841401539681,0.04118435983916309,0.13785722586693155,-0.03556107443701893,0.001784764748209616,0.006372552243468162
FAM3C,0.03572611576177148,-0.04585450960256104,-0.0037881765488752346,0.007691243075480947,0.07262218156895094,-0.026338042500389687,0.03593674393925221
FLT3LG,0.032748405722723035,0.04360946752774152,-0.016734940451001833,0.06782264102717209,0.012795973268076603,-0.013329171841906774,0.03746808268499981
A2M,-0.05099110351295541,0.09219540960490374,-0.011005298620850668,0.13458870405719606,-0.014280694911170972,-0.0945080897524669,0.01726555464139192
VCL,0.00218715063037755,0.03264892071605842,-0.023760207304581147,0.04730512142694276,0.04287884478298687,0.04923347342437986,0.025163947362546926
FGF2,0.004123143502280286,-0.04136882927873019,-0.05011169969805153,0.05163543328516446,-0.018269088321469156,-0.006282963057922833,-0.007712331741264262
AGRP,-0.01732565557309784,,,,-0.03160440212245081,-0.01991879043512948,-0.020105761058125296
CNTN3,,-0.0360299686638481,-0.011445484015405205,-0.04741330263015605,0.041466566062884284,,-0.04476862400288233
RNASE2,-0.050256816116849526,0.03437980106873982,0.011564143625249294,0.1357732244890646,0.004193423440696788,-0.02660485094095639,0.10385140115453949
