,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.004523317393442401,,,,,,,,,0.0047923830019367345,,0.01722073770479882,
BMP1,0.024596160402755987,0.07895276461622176,-0.025873110552974542,0.02607170168230576,0.05671214621628304,0.07828270267069304,0.04771371003944303,0.055831098038829366,0.07595096502688006,-0.0057572046957027785,0.04974399067510652,-0.06673963321990163,-0.05490143487977879,0.003775957566578732,-0.007617064483493141,-0.06233028680990602,0.004135042729558515,-0.018539136017725853
NDP,0.06931446260714752,0.06372598985646484,-0.010431537401580695,0.014479056976104916,-0.014988516417961584,-0.028360220264035216,-0.026361798071236207,-0.0014037613249858394,-0.031195513129855187,0.026851521945567225,0.009149010463678352,0.04495109830886499,0.017641923307124985,0.03546314288118927,0.0021219427244548745,-0.006575753988131669,0.059275011037910115,0.06886736946909236
TNFSF18,0.05028975899325938,0.010057048222814434,-0.03352436882714202,,,0.04996132191861049,-0.01577693921717344,,,,,-0.029071107822426504,,,0.07069358399341853,,-0.03654769619002213,0.19754286758320283
IL36G,,,,,,,,,,,0.07425236545178296,,,,,,,
RTN4,0.004684682969191515,0.03426973586251605,0.02592239363745599,-0.03840358873443433,-0.008374510379509054,-0.05957792399888045,-0.04365314229897393,-0.03620343441242117,-0.06001933733296477,0.058970183776726366,-0.05056632842579599,0.017952508487589502,0.021333958822784528,-0.01960570423377469,0.03181527481278517,0.02613213765872044,0.021007822421322007,-0.00957898955919277
HEBP1,-0.03858778882886205,-0.029050350038165463,-0.004916566704478251,0.006737783038450944,-0.024614394139031853,0.07078766052465897,0.03035070238061249,-0.037949706134499994,-0.0012680974853356243,0.005158266913861793,0.0016390529868950657,0.02789095187373901,0.013336941406088165,0.021013002640361416,0.015072128312138583,0.034276361357820986,0.024471085017964085,-0.0027932740643710602
WNT7B,-0.02158752107529611,0.0011059693451564985,-0.020824298701674727,-0.03901598313969351,-0.03275253295381966,-0.008759987694739778,-0.045223127627612686,-0.01465121767267331,,-0.05193088082386204,0.02406549584687208,0.016768325712836915,-0.04482294895781597,-0.001150475750587119,0.016496377412834776,-0.027906705408664485,-0.04624555104654422,0.04792902354211123
PTMA,0.09553903986829027,0.059356677271958286,0.011900657026417854,-0.014835399992965678,-0.05342034004244198,-0.045022642209289775,-0.04642851594974928,0.015531619240661399,0.009470659178627504,0.05811563572459284,0.004506141892547875,-0.007923396794947924,0.00838999344001833,-0.07324061337352802,0.047492315369112914,0.009430090700015974,-0.04916375903889206,-0.06621060857698637
FASLG,-0.02158752717803302,,,,,,,,,,,,,,,,0.04639157705005243,
CEACAM1,0.04619458077902683,-0.02863661517463355,-0.015981396756307508,0.008403876670261861,-0.02087492967242142,0.08059286882948524,-0.024813366784685993,,,,,,-0.02511650905258534,0.06088273259969881,-0.013744628491072029,0.021956077000850723,0.0221083600992464,
PDAP1,-0.05021904189545557,-0.008819299872965097,0.07416244449481692,0.010567101368796213,0.005765020250842572,0.04064886979836552,0.03842669041272767,0.05865752037028618,0.01726724122638241,-0.025524492940712788,-0.008040633635867642,0.03532555448836838,0.0006864557222179561,-0.027705763761026066,-0.04873007482589672,0.04535004854157605,0.009174182736356194,-0.05058694738176512
QDPR,-0.03707405778707004,-0.021984072276511876,0.026496617817952504,-0.01119873983835103,-0.012722670112298383,-0.0895170041626464,0.003777202599378523,-0.047246380659164616,0.10144404233991801,0.10259245194333853,-0.03385896181213942,0.06449740843016075,0.08872501555222773,0.06406273068494579,0.06110986721683281,0.047593541939469526,0.038808383568241005,0.050571599490968636
POMC,-0.02840527601253771,0.01843178640660615,-0.02839639232240707,-0.04195450623800188,-0.004026683775235346,-0.0023581267059949794,-0.018306312656643096,0.004573756346304818,0.008502485299991171,-0.03142385195865556,-0.03192301807912768,-0.005379828566469315,0.10892398944192658,0.0987970633335791,-0.014675631817473877,-0.004973155970235717,-0.028001750432662925,0.11482220984065164
CCL18,,-0.0357357900352165,,,,,,,-0.020841258497393444,-0.012719389088941881,,,-0.035990969930457084,0.0015815062216963344,,-0.009289254763056679,,
CCL17,,,,-0.02611285570875623,,,-0.019676914879531156,-0.018134100332837046,,,0.011173807049843908,,-0.017818947499599443,-0.029001169892046295,0.10121493293569998,,0.07830130034284948,
VEGFD,,0.13176905378349926,-0.02289014451590964,0.10028547061770902,0.03435734806561388,-0.0038032731444840534,0.03103224427682114,-0.01330158189752814,0.02260246234349074,0.01622818187044348,-0.01458776543367317,,,-0.020089995603391347,-0.028811494691070486,,,
TNFSF13,,0.07813495193571227,,-0.0180120634449322,,,,,,,,,-0.034191883804755095,0.12718680890948017,0.006251263326591391,-0.020799061457634983,-0.012053045678049998,-0.015678894858831092
WNT5A,0.056270744976907684,0.005622932752512978,0.010709881487731495,7.966916311459693e-05,0.0026653813407515976,0.0802452254043414,0.05212909830713815,-0.017802925406485464,0.0013931551004169934,0.025096494994110922,0.011634751605505115,0.0186779283663266,0.03190515756032371,0.027799587074435774,0.05307267143412804,-0.04771130683601716,0.006944029682491114,-0.06566592754099972
CXCL8,,-0.06701730054358296,-0.021432974582563356,-0.010614009734212374,0.006959225554512887,0.010171574206841337,-0.03686268517792441,-0.012387011434987244,-0.0030508338150217512,0.03767066401059463,0.03883809350923292,,-0.05152338431684048,-0.09017542460432462,-0.011410496134966475,-0.08003131396261104,0.04521967242298755,-0.006093079576310488
GRN,-0.06040514045898287,0.08053139520108776,-0.012532336548741448,0.002689775490658945,0.04080454056761327,0.0042709827859476615,0.05241767158263821,0.0033237948938398053,0.04816918132894785,-0.0005560320565003147,0.04477919736987971,0.030703087806997247,0.004888563844846865,0.006467758786913506,-0.006592893060111441,-0.027058131769134488,0.053155147712633265,-0.025278057797425577
MIA,0.00390436107851971,0.014111155522076597,-0.02035689376001423,-0.008910550820188493,0.023950949945979523,-0.03625861888227765,-0.008724337713831902,-0.015127748121374183,,0.051124809407698785,-0.019978613283114753,0.12129346706855912,0.05268573606479033,0.04559163430494095,0.035521354667825335,-0.08224041206060596,-0.020061413735656026,0.03855231334468017
COL4A4,0.03251786711810614,-0.04291839348736296,-0.034234232074084076,-0.025132901441807368,0.011759970791241784,0.01371604709410871,0.007137163342277346,0.0428759807944635,,,0.06724350465486907,,0.020429877897398863,-0.007311248136266428,0.021988915134611042,-0.0373284056122167,-0.005997508387700759,0.07606975842045417
TAC1,-0.021587515433147724,0.047897701151350676,-0.024923526235463584,0.028378718030899888,-0.043376083526589566,0.0012752738268336486,-0.017948657653603133,0.017384774559412768,-0.026403309666421924,,-0.03434540893091303,,,,,0.04058235104890908,-0.022390732662811726,-0.03474640536294902
RARRES2,-0.049752908107405326,-0.008898218872232235,0.020058092174030706,-0.04180425542309757,0.059269690772044456,0.031298689448095385,0.01022770756630464,-0.06604907377072589,-0.03108894895615635,-0.026632614313011903,0.013160307608054405,-0.03023660686378924,-0.04858600539779461,-0.0851911839045647,0.037103445919426666,0.0062165277598789604,0.03422905767846108,-0.04447569805764972
FGF7,0.01644517513692129,,-0.025835760655492687,-0.03318139012721779,-0.028529696366858356,0.03630552330306834,-0.02259172791629384,0.01762224465045444,-0.04393165609597496,0.1005057050466439,0.015614939848427203,0.04029685524471936,-0.01673959123665056,-0.014662923002589626,-0.027864826471072694,0.004919737249148221,0.009438115697294502,0.008556617600441751
EFNA2,,,,,,,,,,,,,,-0.019094196336697213,,,,
HBEGF,-0.014965148997156534,0.060705584735097295,0.0685245682294974,-0.010299220064995502,0.06651093747586834,0.05673766226699316,0.03572713691592406,-0.01764264870929193,0.018213008670479196,0.0063895364609905326,-0.03328523049776242,-0.0200879708736879,-0.027161247150487004,-0.017336299386794245,-0.05224202887671655,-0.029904441253979834,-0.012605826628759104,-0.046125259717744144
CSF3,,,,0.005340161939004411,0.013305385018194369,-0.02285960267337674,,,,0.018595033320863628,,,-0.09029571954144577,-0.06794243900669464,,-0.026553940726620644,0.14614928677232036,-0.0380524782939172
PI3,,-0.03759555780064345,,0.006112267025636889,-0.025858587354522816,0.004751897437929819,,,,,,,-0.09462823587012793,-0.0797310674851062,-0.02321064240536035,-0.018549894147410404,-0.018071272829304073,0.039108229720055274
PCSK1N,-0.02507982682845751,-0.0009104281709707205,-0.04112752066141631,0.016157248836653943,-0.010113847729823698,0.015310408912904106,-0.0374989735794773,-0.02206213970133635,-0.026183611075394967,0.040942035360267255,-0.015132078661278447,0.007160759219547404,0.01662951955925148,0.044916421296177914,0.0027591291111368323,0.005756574035876664,0.04980630556695965,0.0647984098606615
NTS,,,,,0.0746087777940389,-0.028097201498384287,-0.011945456175952931,-0.05027506203474128,-0.021143097594859377,,,,0.04878757316178019,0.11939185280453547,,0.0899438365237351,0.03428497603712276,
SFRP1,0.041570605344687366,0.013820444896867354,0.02105764099637264,-0.022784475961520875,0.008931357809112658,0.059215740250716076,-0.01787828759337106,-0.0018455015183561163,0.057640332598217325,0.03713727882807725,-0.021644159850604756,-0.0032304468179903617,0.045960627309886856,0.027204211086895122,0.04614010459693363,0.01440232117380912,0.03729755430572982,-0.011898069644017548
CXCL13,,,-0.02210670705779768,,-0.022579767332756684,,,,,0.01591873861803461,,,0.005266108427758837,-0.04097415650683272,,0.02056454907109856,,0.002581697547878361
MICA,-0.007875471476939677,0.014527477998484247,0.05074287992285827,0.018285756693472884,-0.01549440095055799,0.06602010652380969,0.04566184904144663,0.03043613032709997,-0.035764850945587415,-0.03525790691641046,0.02630721817072572,-0.0035701475056935964,0.002708027019741588,0.06142033400161088,0.02303796613459859,0.04767976988524614,0.107745109426923,-0.016875419069639998
TG,0.06799835424195359,-0.026559237055175856,0.009051235561276029,-0.02458805940369477,0.011828568549961772,-0.027589495224396774,0.008338468468534217,0.008662925207460008,,-0.01770963145700738,-0.020446252467376153,0.005072787989785298,0.10835404217616947,0.05634054012492019,,0.013195700693243502,-0.01135985442916325,-0.01880623101024045
ADA,-0.013756086432202285,0.05852348204231696,0.04400994428185213,0.0163831920109994,-0.005152932714736984,0.05752886344876853,0.0071165817914926105,-0.021313732528202012,-0.00020312632971318094,0.046863180824138394,0.014676383779614938,-0.016167922783568017,-0.009348024329589777,-0.032241673419452756,0.010324107483251539,0.056619507290798864,0.014580051982163205,-0.024662644306474326
