,UKF243,UKF248,UKF259,UKF266,UKF275,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IL15,-0.019681599399549967,-0.008828284384687229,-0.002789084360283847,-0.01348804355074538,0.03758728049820078,0.01461642994981171,-0.019839454987166088,0.0027201978622778764,-0.006964014189204437,0.035849180050373665,0.003704348779961854,-0.04598328537298734,0.051780368504003305
UTS2,,,,,,,,,0.045089366560305336,,,,
BSG,-0.017324654979608972,-0.0013047476239318966,0.08759095635402736,0.04993219104163918,0.1344600969135187,0.03477995612930666,0.04039764797974282,-0.03264923005788892,0.12188518816296601,0.04568680289378259,0.017918420053582726,0.019258308164125094,-0.05970219704632177
ADAMTS3,-0.0030119479764117974,0.0255322794598491,-0.023415567734275593,-0.0043090918957356845,0.01575066025292105,0.04365710456812545,-0.010656375397068318,,0.02119127431118885,2.516082221936634e-07,0.0529839386767882,0.040722494503859286,0.011350286133952324
CD34,-0.04239810009343757,0.00604329996824333,0.02869280727696455,-0.03191402049003213,-0.03025402895749397,-0.017813138999530877,0.057540997939592366,0.05028077247697149,-0.015637214336807502,0.04090351552853567,-0.04349121840572804,-0.021046850752467833,0.06834876927817864
PLAT,0.03457128837314862,0.02341220086669048,-0.12202345773859087,0.07407555409155679,0.054324716975865855,-0.014095947388079778,0.061972867527877146,0.09279009728806605,-0.006082510585858568,-0.005720736713337922,0.015286837670594838,0.042922857306913025,-0.1258235288482997
NTF3,,,,,,-0.02968981372175022,,,0.010220775424476952,-0.002404431877434355,0.08914569995955235,,
LTA,,,0.10270968151977572,,0.04772688670466316,,-0.019839457436157674,,,,,-0.019995320011958397,
CKLF,0.03299686003800528,0.008328032040527622,-0.019550744765318356,0.08728114017385717,-0.06115402711056522,0.059384760364695637,0.015842220633388592,-0.04854054732300032,0.014197743126519669,0.05327172929592606,-0.03222830850615432,0.023307647569358877,-0.028226687680763606
APELA,,,,,,0.004579444262328916,,,,,,,
CD24,-0.014672159088845118,-0.01369978219584709,0.037913941634297704,0.08186039095748948,-0.12174164337885224,-0.03656132906648462,0.0030383692480496507,-0.06002995560064992,-0.03982491323983641,-0.03442472953737669,-0.0075800994519566985,-0.03859429950599283,0.00447316702285033
HSP90AA1,0.04605383048890699,0.02905442583508383,-0.007732260528678861,-0.03794562723243223,-0.04289434135590885,-0.055053604968911624,-0.060830948883662896,-0.04116586182554024,0.033237439613348456,-0.07068763717625047,0.07416813906457992,-0.03182023190526494,0.05728307139466142
BMP4,-0.029534089386683816,0.025721493776886876,0.06289029137303703,0.10789299963389508,-0.031562435591856355,-0.007684827715478042,0.0026476633939629683,0.09009866308247956,0.006804642261835591,-0.03834405180001184,-0.0033533592820312566,-0.020675365255797468,0.03475647150207016
SCGB3A1,,-0.0069597233586051474,,-0.017217726146294594,,-0.02918140225593435,-0.013843711033099077,0.009540276623646784,0.02680727860585257,0.04969991847909817,-0.022954724246983377,-0.02944233150003238,0.07411593728467716
IGFBP4,0.004665891698482662,0.026225094437260704,0.01372128910263369,0.022726852212357027,0.04844177291971746,0.03624663529868819,0.01697353717772375,-0.08913620498366194,-0.0987716616877414,-0.1032451547402208,-0.028251566828603466,-0.015848504568757665,-0.06142180593685856
RSPO4,-0.024736373493520612,,0.004319867883679472,,-0.01996957839705324,,-0.027520450826021465,0.04801475768306865,,,0.026298360503967444,0.09845472844936319,-0.023586607208474168
LEFTY2,-0.041433585613154404,0.009755749686223494,-0.004525585170697423,0.021663239298611147,0.016372884882860716,-0.01576011108655766,0.0028742598214250323,,0.03166416044178724,0.059880685749496024,-0.0374956540867662,0.011731767672664829,-0.011272861064666018
PF4,,-0.02357973890908404,-0.014701470620115585,,,,,,,0.044753270400124896,,0.08638102182851601,-0.01847672406723005
ANGPTL2,-0.02372999134440625,-0.013284450275473786,-0.055403790708505304,0.1389089955781673,-0.03681471695722789,-0.08390436499707457,0.0739837244025961,0.07565141730131465,-0.061915601157765884,0.012327096096838531,0.007849440811665833,0.05302194721927418,-0.1148786177029846
LRIG2,-0.011980154186346192,0.020246982604786898,0.0009862825380528239,0.0711071186668051,0.021218777168639343,-0.018693872956524575,0.030376211625725288,-0.023761013887129555,-0.037945966410882326,0.03605598711100334,0.05629315008108737,0.05860229088379716,-0.024273890190389363
ICOSLG,-0.040305585132358504,-0.042996554522341156,0.03961009162263745,0.04344064637415977,0.01508306772959554,0.07035522595631354,0.02870249071059004,0.010074486817525041,0.05967248813405571,-0.018859408672186474,-0.057864610334835954,0.027035953545266236,0.02014370191448287
WIF1,-0.00047867987295098204,-0.025328838835911957,,-0.07851087907242411,-0.015410050655910956,,-0.060564024704948,,,,0.005218169155824358,,0.08469061598230346
NPPC,0.00045988423847852716,0.02413033807629609,0.026926298676840533,-0.03303214674458671,-0.030060112490204044,,0.01043945467092293,-0.05189727111485176,0.04200595161917636,-0.029832585837899803,-0.037532465961451454,,0.00097699455595632
LYZ,-0.005581688548483525,0.041477439031389916,0.000977711113121957,0.022747555222130598,0.023442858151704816,-0.003177285875914832,0.018188127976231993,0.024067463232919604,-0.015301093205204386,0.0376662683665282,0.07143088494993605,-0.028179317903421045,-0.027714499478409312
EREG,,,,,,0.08846696115883262,,,0.004095354672144468,-0.03483676265119087,-0.03434098390491377,-0.03019755787473931,0.02685765591777069
SPTAN1,-0.023416500406233037,-0.008712755639523846,-0.09871968660185455,-0.015155369425335744,-0.05636344655477396,0.0923352833632001,-0.04382450238914545,-0.021646276127129237,-0.02827329609035706,-0.02155924046994841,0.05365856030075869,0.026018800618632543,-0.010056528784136516
PTH2,,,,,,,,,,,0.03513517984799092,,
LIPC,-0.05188042358307735,-0.028867798236284273,0.12935784744948597,-0.020916497032395162,0.010317790104663306,-0.02304308472197288,0.06865715812387292,0.005638422800750888,,,,-0.025281646827851226,-0.028813345185253823
COL8A1,0.040840550781903816,0.09986430660766565,-0.02023688254243715,0.09331440585821002,0.01760396090680152,0.02518693101688995,0.028015075890716515,0.008377510833612985,0.018624277271155856,0.09771376165736896,-0.008768779859285132,0.014689124856730932,-0.021004572208663443
GSTM2,0.019399296748496563,0.08885310821044679,0.015272842727804867,0.05346798104496434,0.03625225587481724,0.04950399448719015,-0.029401815756189994,-0.10884329617371827,0.008528562116855131,-0.018171290525976987,0.015590096687680468,0.06259119844021431,0.040800716460902324
SPX,0.05153285984182571,-0.016907836765975397,0.018301317891283992,0.010221124454996509,-0.04558422301627137,,-0.007330569208394847,,-0.04051291137013067,0.04777764264957878,-0.001898550858181026,0.014803401056161463,-0.021343824031451266
MFGE8,-0.06569438455843014,-0.011845604446187822,0.061675714056756904,0.03977618328884185,0.03717342354315332,0.03902328155764695,0.057173618077663683,-0.00812716651731391,-0.004826262152379337,-0.026363138862208868,-0.03818933185184532,0.002033315316533715,-0.005732938963788293
TGFA,0.0542431106947787,-0.02038268229761392,-0.000529974975462069,0.07913086439794585,0.07550159313234803,-0.009480343491883314,-0.0016762184318550929,-0.05138789221086903,-0.009360654151693551,0.018676419452572705,0.016691323838201617,0.039090308004653254,-0.020616199379312087
SLIT2,0.010025987910685165,0.021397303425804825,0.04953747640899956,-0.005331256874329964,-0.021907877814067476,-0.018099866692394998,-0.03709598772032253,0.065533996166895,-0.02627156672317366,-0.045696743093122945,0.09409957478039674,-0.027446577459050138,0.041664988205155594
PLTP,0.010091690499248499,0.02181295357699704,-0.040502461687805566,0.06774765188420322,-0.06703521023505889,-0.0791018590830246,0.11506114524995283,-0.07637404458463848,-0.051900693358214,-0.08669208097648773,-0.04941131413680526,0.029530984419586986,-0.01282506354699301
APOD,0.11527828898568158,0.007753453973556075,-0.0597658755849054,-0.05056566046406706,-0.05165276515006829,0.05611698270880145,0.014893385266597713,-0.029448833018180656,-0.006373540743774617,0.006688020228204031,-0.028130080308325887,-0.08341193418381418,-0.043574066607612205
B2M,-0.00032022520238136394,0.07109169522113143,-0.03587183445122617,0.020446764378986813,-0.05228529555988001,0.04708140737129621,0.05155632940307831,-0.004547167900110682,0.054305111760257554,0.03311478795303207,-0.06520159890694212,-0.020031630641053993,-0.0898900555000054
OMG,-0.022307972109570036,-0.024404113414254695,-0.07778228492515142,0.002983632739178658,-0.10135841783571073,-0.011671180675574998,-0.005579669069910288,0.008688885779166336,-0.12194060583662576,0.06955167770827747,-0.005520780852478664,0.040761747128117067,-0.03897426331013833
CXCL3,-0.057881768290082604,0.06348835606277616,0.09186207482992059,,0.13759449889280378,-0.013101261401144088,-0.014288002009745303,,0.08616154946570218,-0.032475389569268605,0.006243349770297654,-0.025439206154112652,0.028103375053101346
CXCL10,0.0013276236466705168,-0.011363583483161908,-0.024086805478645605,0.11971078455611116,-0.022059638533280357,0.07960868420801578,-0.007885363634011317,0.0021341840857108346,0.00186881833213,0.014515460970403212,-0.037674154292513654,0.0010532243941805816,-0.0427967943119134
RSPO3,,0.06215696200798325,-0.017072890004213644,0.012512329254232419,-0.030161029488017074,,-0.014930686725919875,,-0.0290810379533484,0.03917115653703297,0.07166927407975326,-0.014249889900428941,0.04965855037124127
CORT,0.036537875991084885,0.045572666739099404,-0.007354005431199163,0.01860094872690279,-0.028207386564146814,,-0.03961064822583297,,-0.04581762510018987,0.021484702238661182,-0.011092388181405243,,
NCAN,-0.027439318015631736,-0.03114071595682371,-0.08123822461816654,0.03059983238774692,0.02906094822883926,,0.08356806702441671,0.013501860072735655,-0.07364804246067631,0.0008639933027803814,0.008606690359326163,0.06759527237701672,-0.1085479834800499
PRG4,-0.021977394282702824,0.04632637976460605,-0.016850206166163405,,-0.02552032842933082,,0.0019973914550086066,,-0.022809750159389738,0.0026826286875796562,0.033060807205406106,0.00819087258646734,0.09464320927909255
ZG16B,,0.0011661987918716917,-0.01955672503168379,,0.06595828680500367,-0.020790448811366914,,,,,,-0.017768079134376807,-0.015762540598688174
TGM2,0.057151655803451495,0.03232029301298125,0.03979519237399067,0.0036869931480363,0.06562749296644578,0.01748147231645679,-0.03423815632953161,-0.012141972195886641,0.04040647614400951,-0.02981554498065998,-0.05350840717344724,-0.043980933935823294,-0.056978524869620545
VEGFC,0.14153808632980372,-0.027119289448042413,0.04777637273446676,-0.014510217136167017,-0.03673724062827818,0.0636147096106999,0.03932244529721239,0.04607311130114639,-0.033231520851162995,-0.0297445994767971,-0.006602234289569164,-0.019597339191755648,0.08770981923581203
WNT6,-0.0004407745728296447,0.0022455796809199833,0.029403360731428792,0.04011428518323636,0.04547280777914192,0.011558973681352239,0.02787301552409866,,0.004131286482631869,0.00219666297048539,-0.02607483442713748,-0.02145860730860198,0.014192504243086216
NRG4,0.019344316955992157,-0.020936029164139145,0.06447940608997146,-0.01693607938914092,-0.026210417415970036,,-0.02078326815509467,-0.03580116013581207,,,-0.005174116395010977,-0.01424989149750162,0.07786511512187533
PMCH,,-0.024129900303486218,-0.02841509999432408,,-0.019969577433305394,,,,0.0024383354373784965,0.05425324780926465,-0.02096286223718902,0.07020554643295844,-0.03136783841341921
COL9A1,0.016974133227957662,-0.04002913004629078,-0.021418557470946748,0.09723853976395817,-0.03656502942015052,,-0.023682039973101913,-0.021896729495301418,-0.008842503331109735,-0.003775069537184834,-0.021514080196220545,0.017223206715415003,-0.05312817806706197
GDF11,0.014352098005913937,-0.06430321667369591,0.028675189385201923,0.07370810276403982,-0.0052580507099646645,-0.022540531230218958,0.0039688605366597985,-0.010898987576390923,-0.017028220272124688,-0.008839243899903365,-0.009449682770153336,-0.008472982428400097,0.056198133521943944
RAET1E,,,,,,,,,,,,-0.01563202972454907,
IL24,,,,,,-0.01311038584729724,,,0.0002360225174975977,-0.02475414547056085,,,0.10728933886237481
SORBS1,-0.01892464207295197,0.07500513932810349,-0.01279617849176377,0.005041888619831651,-0.09560323202194504,0.056330068517596796,-0.03308976510959166,-0.01384893426838069,-0.06546868384358043,-0.008390265846798237,0.0829176079069996,-0.002622790653211979,0.044425487438410564
DLL1,-0.060560458620990965,0.003993664076839764,-0.06468970488467142,0.027105974332317057,-0.06437120739932108,-0.03752166397692449,0.04477878286064695,-0.017720498821063888,-0.054456041306342205,0.03404775286850121,0.01871190410889019,-0.011149112167157468,0.00696781650689053
TLN1,-0.024746678177560617,0.019260130941216518,-0.02113531550160333,0.031343365946604515,0.02818529908718006,-0.001031010286943369,0.007521350512762405,-0.05008707374507433,0.028865075022514786,-0.014182789300841577,-0.009925504233349192,-0.08304401248399883,-0.001975849769533926
COL2A1,-0.026273723572169085,-0.05326796024633939,,-0.014988042127187946,,,-0.014505255409801777,,0.027686034722804568,-0.05718384975245748,0.03848044109640489,-0.02073840613492173,0.0006500639037308898
SHH,,,0.015772187464963162,-0.01635950837807324,0.09352943941688331,,-0.01384370982307255,,0.07507841753125401,0.03525125656303758,0.026993695454826647,0.03977071003733034,-0.044630422184689815
PON2,0.030705187320405333,-0.0037271650729653705,-0.14521353920016886,0.018967597056165006,-0.0814283707228876,0.06693078566635881,0.06330327299725326,0.054654060460816584,-0.018085120865692188,0.034423628772851655,-0.09251626994687354,0.01807205618132793,-0.0720554693262013
ICAM5,-0.00022705098289914753,0.015767158378193223,-0.02729078161612668,-0.06281373434483277,-0.03755784450703345,-0.012410591060856797,-0.027036017489156145,,0.06923267460419613,0.0032878957943477966,-0.03790944124813357,0.024533311235643576,-0.03902681847889309
HPX,0.06268638788285458,0.007226395567955421,0.014978467961500222,0.17364023755853078,-0.026773547469896165,0.008846755480999295,0.07671765730683232,-0.025297317525100064,0.06326461826116814,0.020959453067613185,0.05145610047006195,0.07000042992853289,0.06698250771988373
SFRP2,-0.03420686781764794,-0.030220893379466558,-0.0199421413831013,0.024049991486601308,-0.022314001021005243,-0.012938792783771722,0.06224608085853944,,0.0266070895097086,-0.003920172211873185,0.018401666528596747,0.0031705402278346955,-0.0321425790239251
CFC1,,,,-0.02337705056367491,0.015301567096092403,,,,,,,,-0.02167316076278695
CD70,,0.003812516254665983,0.018141020027923203,,0.04834045589529126,-0.006361119018821318,,0.0631396810810077,0.04442332577490826,-0.017065974464492692,0.05129788836958297,-0.021740784238862304,0.12926672530163943
HP,0.027320528685417317,0.01112321449967173,-0.043119624315569746,,0.010385122189708492,,0.023958233996713804,-0.009164252504037481,0.05522247740951346,-0.046976624517614696,0.035169897933578026,-0.021316279108523985,0.059603982263107765
CXCL2,-0.03357828114797077,-0.018902033206574548,0.019304703169627294,0.012899860484693267,0.014961055590846347,0.014248652648325012,-0.027400028999254703,-0.03526989279497721,0.07090545380023941,-0.0421138451816338,-0.011888962683217985,-0.07589231768928238,0.06714708148662026
NPPB,,-0.006182805673349437,0.13210336929113764,,-0.01503461801680492,,-0.017814995062029344,,0.156812227954626,0.06712331725637409,0.016445337341621593,-0.014454927910658468,
CCK,-0.06914035460437606,-0.0580124633096329,-0.040440243666140685,-0.10517559999363708,-0.055742612855536965,,-0.06456550697070444,,0.016679094574405542,0.043703693566208415,0.0023479061147651534,-0.018751943686073882,-0.043922322012470906
SEMA6A,0.03523439674191456,0.03403962134528245,-0.06918791466101472,0.07320557617811667,-0.00020633023651251081,0.02584286227112744,0.030457804073455417,0.0838455578567958,-0.045909878316842526,0.017439385557726422,0.041982451551147514,0.041705997940070995,-0.03301151477325944
IRAK4,0.01183598730213413,0.0667674882462071,0.027853304403746348,-0.008765607804449597,-0.004783401825753537,-0.03889529559616458,-0.00043059807311922836,0.06727869642994033,-0.017822950802099495,0.09704089638680227,0.034632707002570984,0.04039593842155203,0.01681657473822403
GSTP1,0.05442847515298989,-0.07582557161295933,-0.03782745624029561,0.04662648988842558,-0.06226599616246486,0.03343654509540776,0.010845985318495548,0.05314387587592804,-0.001048763562952295,0.05568449702713153,-0.006938001370523625,0.0038665912630729857,0.07620604537144204
VCAM1,0.010033941716691124,0.012954122018526618,-0.0374505682242513,0.03924635951351613,-0.05274985663082405,-0.0072870085523295625,-0.006206150177226778,-0.05032402045541934,0.03497849257621926,0.02823702189802215,-0.009063911568878294,-0.0017541856257827166,-0.006951590614311462
NXPH3,0.031884798398830544,-0.008216779520282769,0.009931647256505523,0.04720148920340541,-0.03338896576011217,-0.024739751241024243,0.030757096102403608,-0.050083658464717726,0.004191131329055988,-0.01047523912517891,0.027874750495676566,0.07320363841229775,-0.022719331820619703
MTMR4,0.027763921868459832,0.0083534514412817,0.047664297335884884,0.06279976649348228,0.029963902827442775,-0.04341670560823576,-0.01297135763096846,-0.032431571636467614,0.0389276819745547,-0.024198210919598784,0.045277097215620836,0.015919030629512505,0.018707756248680575
LAMC2,-0.023440678839037304,0.06578720769825586,0.03473469459958694,-0.018955608330569564,0.08424244127702973,0.06010954858612358,,-0.03580118159877914,0.05782851443115322,-0.006637672096374235,0.015279014859085716,-0.02754107045147909,-0.02358662019283797
IL10,0.0729050996592422,-0.034248512385761445,0.07338525473861965,,0.007781877149052078,-0.030933808761025226,-0.01594695335003125,-0.062351612006306144,0.0788058488679098,0.009158474678457472,-0.02513716463235562,-0.005174511164792286,-0.04103075257046316
SEMA4D,-0.03094755189733134,-0.01880351963256444,-0.039176590986140285,0.032205720310045316,-0.07554389149474197,-0.036553859987195715,-0.017502200773830356,0.08726800247802854,-0.04712744045664158,-0.029077141605604442,-0.002472372319024325,0.028314353239495937,0.007521979269980323
TRH,-0.04574360985606095,0.018773348057832095,0.05408417266266155,0.003680402881852316,0.01725650655781953,,0.039050606127683254,,-0.043218527344317755,0.03785756125587129,0.009869780758751938,0.08767958482394143,-0.025469198899548955
SEMA6D,0.03173032105437002,-0.03112770763014372,-0.04892259894973547,0.06171949824446069,-0.08176604600153613,-0.017666658362661108,0.0022758663782561804,-0.01689427920744582,0.03981685052655995,0.020603019754353885,0.08364090558544325,0.05151618246775405,-0.05582634564090312
CEL,,,,,,,,0.004170270547863333,0.012148170416111256,0.0012674669990487806,-0.029293559910579244,0.04546152452770381,0.05468764856206147
PDCD1LG2,0.05285479951830279,-0.01519061411117125,0.007072748274580569,-0.013311588606164253,0.018882251993909614,0.001112990879314426,-0.0006558478583255427,-0.019337755929015574,-0.02484603938488264,0.05688190056951988,-0.05633318773275718,0.002899206623585513,0.00800952884627899
SPINT1,-0.0362933202338208,0.02451366924757231,-0.04256583095650053,0.025823052909156836,0.0605852561502367,0.009124867517349044,-0.00908807342759685,0.031625353869480004,-0.07248255717363251,-0.028308793477979696,0.01573965921139501,0.015019647758403814,0.004880871714468769
